,z0,z1,z2,z3,z4,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp,m,rh
1641,24.4103501936,24.4102079946,24.4093662887,24.4110782213,24.4103286471,0.283333333333,249.333333333,75662.2805042,24.4102964871,22.7493043799,24.41,24.41,24.41,24.41,24.41,24.41,4.90549364321,19259.2310632
1642,24.4104054612,24.4109740101,24.4110755972,24.4098374693,24.4115449122,0.141666666667,0.0,75662.2805042,24.4106078202,22.7102712433,24.41,24.41,24.41,24.41,24.41,24.41,4.90549364321,22366.9548708
1643,24.4106222815,24.4100905293,24.4119777715,24.4115554966,24.4092624988,0.0,0.0,75662.2805042,24.410618349,22.672814882,24.41,24.41,24.41,24.41,24.41,24.41,4.90549364321,23306.6095246
1644,24.4304443299,24.4292745994,24.4296729065,24.4295350099,24.4292485261,-0.0916666666667,0.0,36846.2865795,24.4300532457,22.6350191523,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,40853.8459579
1645,24.4305213694,24.4302390539,24.4294739701,24.4311676169,24.4317476807,-0.183333333333,0.0,36846.2865795,24.43057934,22.5986026891,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,40182.6219105
1646,24.4305634104,24.4293020666,24.4314373893,24.4320509416,24.4306954603,-0.275,0.0,36846.2865795,24.4306485846,22.5625862302,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,41924.0422997
1647,24.4310499879,24.4293555517,24.4315016853,24.4325745593,24.430681515,-0.366666666667,0.0,36846.2865795,24.4309996738,22.5267385469,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,42295.099294
1648,24.4298233332,24.4313677323,24.4301050204,24.4316984631,24.4296985173,-0.458333333333,0.0,36846.2865795,24.4301335006,22.4917071237,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,42653.6886057
1649,24.429610948,24.4308653643,24.4322050794,24.4299144271,24.4294241998,-0.55,0.0,36846.2865795,24.4299833606,22.4580546825,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,43187.1412535
1650,24.4305428496,24.4308035695,24.4293155916,24.4304259762,24.4293856664,-0.641666666667,0.0,36846.2865795,24.4303162011,22.4262046934,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,43571.4957505
1651,24.4304171159,24.4315040984,24.4322261007,24.4299236941,24.4291771078,-0.733333333333,0.0,36846.2865795,24.4305213899,22.3963481905,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,43860.2671134
1652,24.4303119464,24.4305346429,24.4319984091,24.4311963212,24.4294200863,-0.825,0.0,36846.2865795,24.4304624062,22.3684426298,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,44188.8302938
1653,24.4310710968,24.4307983249,24.4312965774,24.4312382152,24.4311980265,-0.916666666667,0.0,36846.2865795,24.4310920034,22.3424208547,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,44537.7862774
1654,24.4296988228,24.4289465268,24.432758856,24.4310706634,24.4312232136,-1.00833333333,0.0,36846.2865795,24.4301860368,22.3182490986,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,44623.8862679
1655,24.4299708039,24.429555258,24.4302246313,24.4317085112,24.4291416889,-1.1,0.0,36846.2865795,24.4299946749,22.2956254552,24.43,24.43,24.43,24.43,24.43,24.43,4.90549364321,45030.4681777
1656,24.1169286898,24.1153239745,24.1179228231,24.1146794855,24.1194478514,-1.15,0.0,23131.7722254,24.1169453853,22.3332225992,24.11,24.11,24.11,24.11,24.11,24.11,5.81344567789,37433.2204127
1657,24.1113760818,24.109054352,24.1112509795,24.1099228202,24.109371741,-1.2,0.0,23131.7722254,24.1107980676,22.2898417964,24.11,24.11,24.11,24.11,24.11,24.11,4.91758401072,56267.2918552
1658,24.1106682481,24.1090794606,24.1125034636,24.1101945316,24.1090368947,-1.25,0.0,23131.7722254,24.1104665949,22.2139655337,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,39049.5050032
1659,24.1111233813,24.1113592777,24.1083415072,24.1106702922,24.1095902403,-1.3,0.0,23131.7722254,24.1106802785,22.1564006745,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,43189.7781922
1660,24.1109485615,24.1104114773,24.1112430289,24.1113255715,24.1114626888,-1.35,0.0,23131.7722254,24.1110084816,22.1258233019,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,43509.4337852
1661,24.1100628929,24.1110907623,24.109792374,24.1106824962,24.1120227297,-1.4,0.0,23131.7722254,24.1104037693,22.110122013,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,43729.9661025
1662,24.1107436487,24.1112289054,24.1125377431,24.10918338,24.1109277525,-1.45,0.0,23131.7722254,24.1108622939,22.0982482722,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,44088.9807392
1663,24.1106092192,24.1098535779,24.1102030264,24.1099146018,24.1093129885,-1.5,0.0,23131.7722254,24.1102991999,22.0864481641,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,44177.0730904
1664,24.1100776803,24.1103678414,24.1096618001,24.1092401888,24.112221608,-1.55,0.0,23131.7722254,24.1102401822,22.0749671511,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,44433.5246514
1665,24.1099836783,24.1114192182,24.1112776047,24.1103124462,24.1126540227,-1.6,0.0,23131.7722254,24.110569085,22.0647911853,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,44641.6843026
1666,24.110548612,24.1099230362,24.1105451677,24.1101878922,24.1081064039,-1.65,0.0,23131.7722254,24.1101884772,22.0562697958,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,44768.1916349
1667,24.1101822219,24.1105765113,24.109763006,24.1099760529,24.1078928319,-1.7,0.0,23131.7722254,24.1099131999,22.0490936893,24.11,24.11,24.11,24.11,24.11,24.11,4.90549364321,44917.5965898
1668,23.920001022,23.9218370228,23.9272976864,23.9179205589,23.9285199985,-1.74166666667,0.0,23131.7722254,23.9216547904,22.0413126666,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,27493.898567
1669,23.9106769633,23.9119253902,23.9121133435,23.9120197909,23.9108314459,-1.78333333333,0.0,23131.7722254,23.9110567434,22.012547051,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,48408.5636263
1670,23.9111556346,23.9091225804,23.9106902843,23.9105648333,23.9087476739,-1.825,0.0,23131.7722254,23.9105978211,21.9802410543,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,38836.2361555
1671,23.9103920367,23.9114064505,23.911127894,23.9096444162,23.909567842,-1.86666666667,0.0,23131.7722254,23.9104143043,21.9564322516,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,40964.3397745
1672,23.9099328396,23.910547644,23.9095363162,23.9090926565,23.9091623725,-1.90833333333,0.0,23131.7722254,23.9098072715,21.9409676216,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,41292.4410349
1673,23.9104256427,23.9093506647,23.9100668414,23.9093995797,23.9079262045,-1.95,0.0,23131.7722254,23.9099299567,21.9293905703,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,41571.9401355
1674,23.9100174945,23.9104406846,23.9109590399,23.9106550665,23.9110533059,-1.99166666667,0.0,23131.7722254,23.9103117634,21.9187680366,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,41741.4308105
1675,23.9097356089,23.9090867241,23.9109441966,23.9107607355,23.9113534478,-2.03333333333,0.0,23131.7722254,23.9100422026,21.9083571726,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,41912.823862
1676,23.9104282871,23.9111685413,23.9101403179,23.9090800251,23.9100368977,-2.075,0.0,23131.7722254,23.9103284826,21.8982834287,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,42171.6311448
1677,23.9104019439,23.9092303832,23.9091590716,23.9106240097,23.9092141067,-2.11666666667,0.0,23131.7722254,23.9100536255,21.8888734261,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,42269.5759333
1678,23.9106040144,23.9101793804,23.9116537978,23.9103584181,23.9095201881,-2.15833333333,0.0,23131.7722254,23.9105222122,21.8800148118,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,42528.5330688
1679,23.91007975,23.9100729368,23.9114456288,23.9110332046,23.9114028668,-2.2,0.0,23131.7722254,23.9104271256,21.8716239611,23.91,23.91,23.91,23.91,23.91,23.91,4.90549364321,42683.4930094
1680,23.436764023,23.4312961582,23.4315786065,23.4263662046,23.4344911934,-2.25,0.0,19975.4299496,23.4352732258,21.9977440437,23.42,23.42,23.42,23.42,23.42,23.42,7.46223638711,35567.2006222
1681,23.4203350617,23.418795445,23.4225788281,23.4201777669,23.418144159,-2.3,0.0,19975.4299496,23.4201392426,21.9513665547,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,52487.577913
1682,23.4202275302,23.4212077454,23.4187568068,23.4211954729,23.4187701543,-2.35,0.0,19975.4299496,23.4200994349,21.829587714,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,27118.7051942
1683,23.4193502619,23.4204256037,23.4182599963,23.4202764691,23.4213408576,-2.4,0.0,19975.4299496,23.4196453642,21.7369620314,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,32766.3967305
1684,23.4202209671,23.4196585466,23.42076557,23.4205577225,23.4177384328,-2.45,0.0,19975.4299496,23.4199677532,21.6932213444,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,33440.7346536
1685,23.4203957696,23.4203042254,23.4217173942,23.4190674981,23.4219089399,-2.5,0.0,19975.4299496,23.420576956,21.6755607845,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,33700.1113929
1686,23.4196382527,23.419750023,23.4199742904,23.4203877247,23.4207981074,-2.55,0.0,19975.4299496,23.4198666104,21.6630509167,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,33946.8213967
1687,23.4205862714,23.419898351,23.4206120963,23.4208485633,23.4216975063,-2.6,0.0,19975.4299496,23.420663011,21.6484243878,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,34393.6577101
1688,23.4203243302,23.4192702388,23.4214583005,23.4213482204,23.4202254913,-2.65,0.0,19975.4299496,23.4203937095,21.6327213929,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,34509.8880873
1689,23.4193616416,23.4200041323,23.4210021002,23.4202754304,23.4186411607,-2.7,0.0,19975.4299496,23.4195707844,21.6179672662,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,34777.5736592
1690,23.4206707697,23.4203918413,23.4194308807,23.4200358765,23.4187266158,-2.75,0.0,19975.4299496,23.4202625542,21.6047760048,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,35170.9874893
1691,23.4202122364,23.4195940324,23.4212770894,23.4217018151,23.4205028204,-2.8,0.0,19975.4299496,23.4203971938,21.5929821657,23.42,23.42,23.42,23.42,23.42,23.42,4.90549364321,35267.9120589
1692,23.6770444407,23.6735488072,23.6699219088,23.6779094321,23.6616041079,-2.8,0.0,19975.4299496,23.6744027263,21.5833201418,23.69,23.69,23.69,23.69,23.69,23.69,4.93183619185,59710.3130351
1693,23.6895428273,23.6898067682,23.6885654502,23.6905735237,23.6877672429,-2.8,0.0,19975.4299496,23.6893595455,21.6000953435,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,31734.1009555
1694,23.6908118017,23.6901215247,23.6908245327,23.6897470097,23.690662044,-2.8,0.0,19975.4299496,23.6906461972,21.6209544609,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,45046.2312028
1695,23.6900545174,23.6914906367,23.6896772083,23.6911575345,23.6887541627,-2.8,0.0,19975.4299496,23.6901027312,21.6312582177,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42446.5891088
1696,23.6895755722,23.6898725865,23.691084717,23.6891607811,23.6902361678,-2.8,0.0,19975.4299496,23.6897888567,21.63158557,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42426.9025345
1697,23.690835927,23.6914308879,23.6883800608,23.689545181,23.6912126623,-2.8,0.0,19975.4299496,23.6906063314,21.6276840688,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42621.2418281
1698,23.6902575749,23.6917184574,23.6891782692,23.6899991506,23.6890480743,-2.8,0.0,19975.4299496,23.6901478858,21.623436758,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42548.2220452
1699,23.6898122071,23.6905405007,23.6896706787,23.6909827323,23.6879548494,-2.8,0.0,19975.4299496,23.6897557458,21.6196228986,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42723.6452354
1700,23.6909188322,23.6888598708,23.690623175,23.6904753516,23.689680396,-2.8,0.0,19975.4299496,23.6905149564,21.6158395633,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42897.3006446
1701,23.690091991,23.6898776744,23.6894036014,23.6902920335,23.6896464344,-2.8,0.0,19975.4299496,23.6899717373,21.6118698225,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,42845.3821174
1702,23.6911118528,23.6894373068,23.6887918456,23.6890548863,23.6900430968,-2.8,0.0,19975.4299496,23.6904505499,21.6075682501,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,43110.6965678
1703,23.6906808654,23.6902858895,23.6900251074,23.6907850668,23.6884431763,-2.8,0.0,19975.4299496,23.6903403211,21.6031033371,23.69,23.69,23.69,23.69,23.69,23.69,4.90549364321,43098.6609457
1704,24.0841379202,24.0823466155,24.0804414289,24.0807444574,24.0784473021,-2.8,0.0,15680.1895443,24.0826824479,21.6320494787,24.09,24.09,24.09,24.09,24.09,24.09,5.31011145159,63039.185943
1705,24.0908885272,24.0904982659,24.0881753598,24.0905546287,24.0922205115,-2.8,0.0,15680.1895443,24.0907143954,21.6720680697,24.09,24.09,24.09,24.09,24.09,24.09,4.93096715181,41951.5183919
1706,24.0903297428,24.0911907509,24.0890076343,24.0923708241,24.0923953607,-2.8,0.0,15680.1895443,24.0907234272,21.7050968961,24.09,24.09,24.09,24.09,24.09,24.09,5.04912614146,64663.2429958
1707,24.0910295413,24.0910247211,24.0905618845,24.0908397575,24.0918235827,-2.8,0.0,15680.1895443,24.0910529824,21.7207149185,24.09,24.09,24.09,24.09,24.09,24.09,5.02437104723,60047.5297685
1708,24.0901091022,24.0884049702,24.0894308473,24.0907596428,24.0888291895,-2.8,0.0,15680.1895443,24.0898071126,21.7244834254,24.09,24.09,24.09,24.09,24.09,24.09,5.02658443337,59938.1782574
1709,24.0909821044,24.0908836809,24.0878473286,24.0922917759,24.0920766856,-2.8,0.0,15680.1895443,24.0909314871,21.7237787571,24.09,24.09,24.09,24.09,24.09,24.09,5.02765906496,60351.8793572
1710,24.0893903929,24.0889221977,24.0907948306,24.0910067568,24.0924472945,-2.8,0.0,15680.1895443,24.0899639054,21.7225117656,24.09,24.09,24.09,24.09,24.09,24.09,5.02862299055,60152.3682851
1711,24.0891537554,24.0896816762,24.0907786077,24.0895574719,24.091265895,-2.8,0.0,15680.1895443,24.0896223223,21.7211624008,24.09,24.09,24.09,24.09,24.09,24.09,5.03174614232,60529.9452985
1712,24.0895324122,24.0911184623,24.0891614649,24.0892491807,24.0906149976,-2.8,0.0,15680.1895443,24.0897405502,21.7192393736,24.09,24.09,24.09,24.09,24.09,24.09,5.03405329768,60687.9868404
1713,24.0894259377,24.0909925581,24.09170004,24.089630228,24.0908888676,-2.8,0.0,15680.1895443,24.0899650628,21.7165095931,24.09,24.09,24.09,24.09,24.09,24.09,5.03591886728,60864.3226923
1714,24.0899606555,24.0889073704,24.091085108,24.0900089889,24.091568037,-2.8,0.0,15680.1895443,24.0901395961,21.7130830399,24.09,24.09,24.09,24.09,24.09,24.09,5.03780977441,61084.3660698
1715,24.0902359294,24.0907787041,24.0924455832,24.0901254687,24.0921671095,-2.8,0.0,15680.1895443,24.090688087,21.7091647632,24.09,24.09,24.09,24.09,24.09,24.09,5.03988179457,61306.7740075
1716,24.2322715976,24.2319690446,24.2290998105,24.2314183819,24.2289774798,-2.84166666667,0.0,14102.0184064,24.2315087942,21.7107329599,24.24,24.24,24.24,24.24,24.24,24.24,5.12461884702,75294.1738939
1717,24.2400497297,24.2383201945,24.2394703046,24.2400500926,24.2369782795,-2.88333333333,0.0,14102.0184064,24.239498607,21.7251335248,24.24,24.24,24.24,24.24,24.24,24.24,5.04154889538,59253.6349188
1718,24.2395861492,24.2398571608,24.239398501,24.2401346559,24.2413617422,-2.925,0.0,14102.0184064,24.2398439569,21.7425263492,24.24,24.24,24.24,24.24,24.24,24.24,5.07993217245,66810.9348976
1719,24.2403773048,24.2395846171,24.2405825874,24.2409511599,24.2405914441,-2.96666666667,0.0,14102.0184064,24.2404037072,21.7536289357,24.24,24.24,24.24,24.24,24.24,24.24,5.07091728494,65418.5878907
1720,24.2395930224,24.2386681847,24.2413701628,24.2385872382,24.2395949094,-3.00833333333,0.0,14102.0184064,24.2395595192,21.7584122798,24.24,24.24,24.24,24.24,24.24,24.24,5.06848937347,65138.9760609
1721,24.2403212732,24.2396868083,24.2396809645,24.237940014,24.2405277981,-3.05,0.0,14102.0184064,24.2399706203,21.7601819521,24.24,24.24,24.24,24.24,24.24,24.24,5.06887572755,65315.6770122
1722,24.2399781822,24.2382869215,24.2426404925,24.240178837,24.2381588755,-3.09166666667,0.0,14102.0184064,24.239884891,21.7612786836,24.24,24.24,24.24,24.24,24.24,24.24,5.0672660749,65183.011355
1723,24.2398092592,24.23991614,24.2410488171,24.2379184039,24.2406513161,-3.13333333333,0.0,14102.0184064,24.2398234149,21.7622405837,24.24,24.24,24.24,24.24,24.24,24.24,5.06478584189,65212.1226334
1724,24.2394050828,24.2419366534,24.2390476048,24.239376355,24.2407728886,-3.175,0.0,14102.0184064,24.2397600512,21.7630821945,24.24,24.24,24.24,24.24,24.24,24.24,5.06577898726,65222.0444455
1725,24.2412104154,24.2399929708,24.2394457438,24.2404481416,24.2400875285,-3.21666666667,0.0,14102.0184064,24.2407310648,21.763455526,24.24,24.24,24.24,24.24,24.24,24.24,5.06298386636,65315.274448
1726,24.2404501176,24.2384158006,24.2419367799,24.2419975663,24.2404295971,-3.25833333333,0.0,14102.0184064,24.2405499707,21.7634768922,24.24,24.24,24.24,24.24,24.24,24.24,5.06194250885,65150.7466886
1727,24.2404389716,24.241776429,24.2407982225,24.2385784346,24.2419232315,-3.3,0.0,14102.0184064,24.2405651581,21.7630915396,24.24,24.24,24.24,24.24,24.24,24.24,5.06024617177,65332.6691919
1728,24.4780337839,24.4751471023,24.4713191241,24.4703064068,24.4677426342,-3.25833333333,0.0,10247.0590484,24.4750801565,21.769441548,24.49,24.49,24.49,24.49,24.49,24.49,5.21775054374,90424.7840209
1729,24.4885291887,24.4893533686,24.4877928315,24.4899752833,24.4878781053,-3.21666666667,0.0,10247.0590484,24.4886292438,21.7938665911,24.49,24.49,24.49,24.49,24.49,24.49,5.08304069436,64684.0352916
1730,24.4899461399,24.4916274171,24.4890802663,24.4877696858,24.4919896653,-3.175,0.0,10247.0590484,24.4899823014,21.8218095389,24.49,24.49,24.49,24.49,24.49,24.49,5.14709895181,77560.2471098
1731,24.4891408354,24.4902982077,24.4894726061,24.4881825194,24.4897745362,-3.13333333333,0.0,10247.0590484,24.489234249,21.8387308621,24.49,24.49,24.49,24.49,24.49,24.49,5.1384520904,75070.6465794
1732,24.4908041419,24.4888432918,24.4924386233,24.490400376,24.488949861,-3.09166666667,0.0,10247.0590484,24.4905214715,21.8442596775,24.49,24.49,24.49,24.49,24.49,24.49,5.13687264623,75284.1296752
1733,24.4909524038,24.4916643802,24.4896058345,24.4906372819,24.4907160438,-3.05,0.0,10247.0590484,24.4908366509,21.844262062,24.49,24.49,24.49,24.49,24.49,24.49,5.13681419663,75212.4537304
1734,24.4895918743,24.4904606703,24.4896675109,24.4884970675,24.489608304,-3.00833333333,0.0,10247.0590484,24.4895534907,21.8430234213,24.49,24.49,24.49,24.49,24.49,24.49,5.13841012593,75273.6777729
1735,24.4899676026,24.4905115869,24.4923416608,24.4906925673,24.4881962817,-2.96666666667,0.0,10247.0590484,24.4901324532,21.8417380931,24.49,24.49,24.49,24.49,24.49,24.49,5.14072415359,75620.7555524
1736,24.4909027736,24.4905602655,24.4919793314,24.4919186091,24.4920304835,-2.925,0.0,10247.0590484,24.4912065964,21.8402628288,24.49,24.49,24.49,24.49,24.49,24.49,5.13992329672,75696.5488772
1737,24.4912124796,24.4893595946,24.4875456593,24.4901381116,24.4894273113,-2.88333333333,0.0,10247.0590484,24.490390195,21.8385243328,24.49,24.49,24.49,24.49,24.49,24.49,5.14130583612,75724.1292802
1738,24.4906142006,24.4908164839,24.4875635018,24.4919944357,24.4928269003,-2.84166666667,0.0,10247.0590484,24.4907567085,21.836388749,24.49,24.49,24.49,24.49,24.49,24.49,5.14387213135,75992.292852
1739,24.4893331957,24.4918570879,24.4902987415,24.4899938908,24.490949614,-2.8,0.0,10247.0590484,24.4899091232,21.833857663,24.49,24.49,24.49,24.49,24.49,24.49,5.14342912127,75993.8234074
1740,24.0410225291,24.0379553913,24.0408490497,24.0363177772,24.0419761108,-2.8,0.0,10247.0590484,24.0404288292,21.9100939341,24.03,24.03,24.03,24.03,24.03,24.03,6.3706345453,60665.6258289
1741,24.029600039,24.0319944053,24.0275650915,24.0298268041,24.0326047863,-2.8,0.0,10247.0590484,24.0299879951,21.8663580831,24.03,24.03,24.03,24.03,24.03,24.03,5.14894789765,84362.2424036
1742,24.0297552828,24.0288409439,24.0294452489,24.0284988471,24.0322373453,-2.8,0.0,10247.0590484,24.0297848598,21.7679153142,24.03,24.03,24.03,24.03,24.03,24.03,5.01300857547,58633.9357734
1743,24.0306337736,24.0299287341,24.0301644792,24.0302642555,24.0290896382,-2.8,0.0,10247.0590484,24.0303187553,21.6934044444,24.03,24.03,24.03,24.03,24.03,24.03,5.04642227189,64344.6355029
1744,24.0301620064,24.0312738091,24.0277950106,24.0287309446,24.030508278,-2.8,0.0,10247.0590484,24.0299431168,21.6588971117,24.03,24.03,24.03,24.03,24.03,24.03,5.04748828827,64566.3978094
1745,24.0294068343,24.0312513474,24.0287986193,24.0299481188,24.0302772174,-2.8,0.0,10247.0590484,24.0296788274,21.6465516053,24.03,24.03,24.03,24.03,24.03,24.03,5.05081715159,64830.0884546
1746,24.0308098706,24.0303432242,24.0279557842,24.0296343372,24.030568686,-2.8,0.0,10247.0590484,24.03035601,21.6392080022,24.03,24.03,24.03,24.03,24.03,24.03,5.05108111517,65074.5747866
1747,24.0293773899,24.029397685,24.0303516119,24.0296305753,24.0283271734,-2.8,0.0,10247.0590484,24.0293821525,21.6307754411,24.03,24.03,24.03,24.03,24.03,24.03,5.05319212038,65032.3756973
1748,24.0299043259,24.0288115049,24.0306030992,24.0310028756,24.0324633462,-2.8,0.0,10247.0590484,24.0302509968,21.6214475789,24.03,24.03,24.03,24.03,24.03,24.03,5.0543334638,65429.8618129
1749,24.0295836647,24.0286147912,24.0304006271,24.0304455355,24.0307258387,-2.8,0.0,10247.0590484,24.0297767119,21.6129111639,24.03,24.03,24.03,24.03,24.03,24.03,5.05478113689,65377.1377706
1750,24.0307624182,24.0287189064,24.0313719505,24.030726537,24.0286863745,-2.8,0.0,10247.0590484,24.0303943719,21.6057668699,24.03,24.03,24.03,24.03,24.03,24.03,5.05667301085,65686.7282476
1751,24.0291037789,24.0290293849,24.0301892501,24.0298450287,24.0302512189,-2.8,0.0,10247.0590484,24.0293961988,21.5998217669,24.03,24.03,24.03,24.03,24.03,24.03,5.0573051324,65584.3511125
1752,24.239022507,24.2398480179,24.2346566555,24.2357703171,24.2306148142,-2.89166666667,0.0,10247.0590484,24.2374221423,21.6015639414,24.25,24.25,24.25,24.25,24.25,24.25,5.18090194133,85678.6615829
1753,24.2501328916,24.2494760678,24.2507149528,24.2487147152,24.2493389857,-2.98333333333,0.0,10247.0590484,24.2498888127,21.6215722043,24.25,24.25,24.25,24.25,24.25,24.25,5.06142718917,62732.8638974
1754,24.2491386529,24.2494106654,24.249503334,24.248244608,24.2502588994,-3.075,0.0,10247.0590484,24.2492134813,21.645974054,24.25,24.25,24.25,24.25,24.25,24.25,5.11856687578,73823.2311787
1755,24.2507008967,24.2496446382,24.2502682103,24.2495827555,24.2490172177,-3.16666666667,0.0,10247.0590484,24.2502555389,21.6612195774,24.25,24.25,24.25,24.25,24.25,24.25,5.10719035267,71950.0770889
1756,24.2494374786,24.2500783806,24.2507415376,24.2505130922,24.2499137548,-3.25833333333,0.0,10247.0590484,24.2497887356,21.667309646,24.25,24.25,24.25,24.25,24.25,24.25,5.10456571631,71551.0339044
1757,24.251225991,24.2492078698,24.251307614,24.2516156435,24.2518257163,-3.35,0.0,10247.0590484,24.2511475749,21.6689873888,24.25,24.25,24.25,24.25,24.25,24.25,5.10382332554,71860.5780944
1758,24.2489344326,24.2507530256,24.2522332054,24.2502983271,24.2491756138,-3.44166666667,0.0,10247.0590484,24.2495866108,21.6697944782,24.25,24.25,24.25,24.25,24.25,24.25,5.10278586415,71514.0194126
1759,24.2491823376,24.2516444026,24.2497253227,24.2523556374,24.2497826695,-3.53333333333,0.0,10247.0590484,24.2498875897,21.6704854954,24.25,24.25,24.25,24.25,24.25,24.25,5.10330205033,71867.768874
1760,24.2506692499,24.250286247,24.2507937171,24.249860887,24.2520352157,-3.625,0.0,10247.0590484,24.2506985207,21.670826607,24.25,24.25,24.25,24.25,24.25,24.25,5.10110002896,71811.4729706
1761,24.2489667687,24.2511157578,24.2499691562,24.2501719859,24.2496226038,-3.71666666667,0.0,10247.0590484,24.2494685137,21.6708775081,24.25,24.25,24.25,24.25,24.25,24.25,5.10284038912,71686.7097691
1762,24.2503097058,24.2514871846,24.2522206774,24.2495182218,24.2501495096,-3.80833333333,0.0,10247.0590484,24.2504903419,21.6702260786,24.25,24.25,24.25,24.25,24.25,24.25,5.1012757751,72007.3763088
1763,24.250238354,24.2498922054,24.2480160876,24.2491717988,24.2522209183,-3.9,0.0,10247.0590484,24.2500947321,21.6691285243,24.25,24.25,24.25,24.25,24.25,24.25,5.10151352126,71805.623822
1764,24.2304368075,24.2300379905,24.2304829277,24.2311904398,24.2329973942,-3.80833333333,0.0,10247.0590484,24.2307588496,21.6633256839,24.23,24.23,24.23,24.23,24.23,24.23,5.09676900103,70483.0088816
1765,24.2304077999,24.2302427394,24.2323596848,24.2292596323,24.2327364317,-3.71666666667,0.0,10247.0590484,24.2306845128,21.651518616,24.23,24.23,24.23,24.23,24.23,24.23,5.11383210283,73192.2527804
1766,24.229971393,24.2311157254,24.2309725919,24.2318875732,24.2305088492,-3.625,0.0,10247.0590484,24.2304476631,21.6369544985,24.23,24.23,24.23,24.23,24.23,24.23,5.11585792647,72514.7860385
1767,24.2309787027,24.2304326045,24.2289751889,24.2298730065,24.2298272651,-3.53333333333,0.0,10247.0590484,24.230495941,21.622505326,24.23,24.23,24.23,24.23,24.23,24.23,5.1215068693,73270.8547576
1768,24.229371005,24.2300021042,24.2302029961,24.2291333177,24.2300046545,-3.44166666667,0.0,10247.0590484,24.2295453881,21.6093618333,24.23,24.23,24.23,24.23,24.23,24.23,5.13005399462,73605.3498316
1769,24.2309970836,24.2305569859,24.2277758897,24.2319897894,24.229953804,-3.35,0.0,10247.0590484,24.2306718203,21.5971751401,24.23,24.23,24.23,24.23,24.23,24.23,5.13597455229,74336.9813922
1770,24.2310921583,24.228331616,24.2299482617,24.2315182052,24.2293868339,-3.25833333333,0.0,10247.0590484,24.2305973531,21.5857280804,24.23,24.23,24.23,24.23,24.23,24.23,5.14045570398,74551.1872188
1771,24.2292916827,24.2290612701,24.2323382515,24.2323385354,24.22851374,-3.16666666667,0.0,10247.0590484,24.2298274304,21.5750425147,24.23,24.23,24.23,24.23,24.23,24.23,5.1478341279,75022.4153497
