,t1,w1,t2
0,23.49593911,24.44765901,22.60521923
1,23.49255417,24.40541127,22.7720089
2,23.48880183,24.44661007,22.62142719
3,23.48267021,24.38705192,22.66232865
4,23.47860776,24.39737839,22.69284397
5,23.47444786,24.41845508,22.86247506
6,23.46925503,24.42616972,22.54813115
7,23.4644161,24.34513435,22.5474387
8,23.45482444,24.40659938,22.78785071
9,23.44760371,24.40640962,22.3967419
10,23.4414919,24.30877089,22.34615455
11,23.43563688,24.33566828,22.25030586
12,23.43167672,24.30305962,22.59811964
13,23.4231291,24.36697011,22.93981928
14,23.41885283,24.38569516,22.98744566
15,23.41272195,24.3963461,22.96547988
16,23.40350878,24.40722054,23.05212675
17,23.3975236,24.41331175,22.555174
18,23.39190074,24.30618387,22.81813599
19,23.37976825,24.37822443,23.06423625
20,23.37487754,24.40047619,22.85443036
21,23.36379267,24.40395234,22.67756559
22,23.35472506,24.28980342,22.43502876
23,23.35095528,24.33866712,22.73302774
24,23.34422209,24.3498066,22.41837382
25,23.33801977,24.25805943,22.71620042
26,23.33089447,24.32297867,22.79013337
27,23.32420703,24.34191442,22.67168018
28,23.3162897,24.2988091,22.64047156
29,23.30943083,24.3411339,22.87471418
30,23.30124828,24.34780979,22.78833824
31,23.29424593,24.30730737,22.4684103
32,23.28576962,24.24167078,22.46798297
33,23.27877764,24.31896716,22.70881376
34,23.27040416,24.31783769,22.32008073
35,23.26329236,24.22877925,22.49160333
36,23.2490684,24.25797982,22.56527227
37,23.2386382,24.2965497,22.91521378
38,23.23003731,24.32413652,22.86316286
39,23.22179806,24.33631361,23.07925163
40,23.21368221,24.3431469,23.03298095
41,23.20565306,24.34764907,22.91956615
42,23.20102774,24.28942802,22.91877795
43,23.19106643,24.29622208,22.72716911
44,23.18650733,24.30537914,22.95407788
45,23.17993844,24.31480361,22.85732414
46,23.17021658,24.32135665,22.97158322
47,23.16473258,24.32354849,22.82399873
48,23.16290237,24.33471058,23.03365639
49,23.15922262,24.33464435,22.84802079
50,23.15817474,24.34220664,23.02011287
51,23.15526715,24.33615689,22.94386934
52,23.15302943,24.3444043,23.15741243
53,23.15190508,24.34834266,22.81844794
54,23.15059511,24.25645273,22.94438779
55,23.14886076,24.31055546,22.73015388
56,23.14730973,24.32004837,23.00898252
57,23.14420486,24.31676774,22.98838178
58,23.14184054,24.32820265,22.88944327
59,23.1407358,24.26557477,22.75798345
60,23.15003181,24.31617014,23.03637678
61,23.15988583,24.32658155,23.29400086
62,23.16023555,24.3433893,22.84333347
63,23.15954673,24.29789691,22.79512025
64,23.15970335,24.29708603,23.02874585
65,23.15914407,24.32457431,23.10186984
66,23.15829372,24.32696097,23.21739336
67,23.15656468,24.33581455,23.27337072
68,23.15560464,24.35358622,23.01738437
69,23.15350019,24.35956345,23.31060347
70,23.15163922,24.3700255,22.9464338
71,23.15082828,24.25309348,23.11642731
72,23.17312184,24.35734278,23.25392915
73,23.18687838,24.37656122,23.35382468
74,23.19716569,24.38756184,23.33555021
75,23.20517653,24.39477379,22.86199222
76,23.20962658,24.33082618,22.89085642
77,23.21432393,24.38684762,22.7863382
78,23.21732175,24.29894783,22.75278424
79,23.21947226,24.3880473,23.00181369
80,23.22112644,24.38689478,22.64307968
81,23.22401734,24.2901907,22.7861251
82,23.22433331,24.33975863,23.06031707
83,23.22503257,24.37974738,23.23998144
84,23.35151339,24.5005988,23.14366714
85,23.43192095,24.47103893,23.44201176
86,23.48411114,24.56035303,23.16741626
87,23.54031274,24.49301839,23.6218539
88,23.58616125,24.58679963,23.17041042
89,23.61710597,24.54410934,23.04749219
90,23.65199381,24.52033379,23.34280019
91,23.67926074,24.64265834,23.52649731
92,23.70637858,24.65237775,23.45298213
93,23.72869267,24.6103361,23.15380621
94,23.75127599,24.56896592,23.09312949
95,23.77243758,24.65705709,23.41634107
96,23.78902286,24.64016033,23.45299048
97,23.80765401,24.65594696,23.58205189
98,23.82592375,24.71508303,23.61404333
99,23.85558935,24.77131698,23.20095758
100,23.86657294,24.76566392,23.96083967
101,23.87774112,24.79408189,23.39002097
102,23.89319672,24.71604454,23.3088661
103,23.90828282,24.66689295,23.10801351
104,23.92235104,24.65385407,23.04796417
105,23.94844363,24.65159816,23.19296553
106,23.96807528,24.74889907,23.54887173
107,23.9846189,24.80235657,23.34380823
108,23.99416201,24.73430529,23.29718056
109,23.99920741,24.7183885,23.37282988
110,23.99990693,24.75483762,23.41881703
111,23.99985432,24.85716353,23.70436582
112,23.99988594,24.8586756,23.73745806
113,23.99985116,24.89553608,23.72527401
114,23.99984626,24.80985362,23.15976299
115,23.99984167,24.73110945,23.36352861
116,23.99990015,24.81725463,23.53418431
117,23.99983954,24.891621,23.87085107
118,23.9998757,24.92256387,23.42840209
119,23.99987348,24.83429617,23.50482992
120,23.99984337,24.92864195,23.15054524
121,23.99988426,24.81493092,23.20589456
122,23.99988624,24.82520859,22.96518731
123,23.99991099,24.77325709,23.0800547
124,23.99986523,24.86294645,23.52150189
125,23.99991814,24.93887019,23.47402388
126,23.99990388,24.95134726,23.32515409
127,23.99987955,24.85070047,23.69439453
128,23.99990979,24.98391912,23.56659381
129,23.99992878,25.02890122,24.07564992
130,23.99991572,25.0629513,23.61891746
131,23.99989434,24.95129727,23.76834874
132,23.99993954,25.00359627,23.81986881
133,23.9999263,25.01328141,23.34682318
134,23.99992686,24.92361124,23.55210704
135,23.99992762,24.95147639,23.88374679
136,23.999942,25.02353118,23.42370385
137,23.99990678,25.05083512,24.13701982
138,23.99994122,25.08082145,23.54460676
139,23.99992838,25.07687776,23.60393839
140,23.99990612,24.96294731,23.33596962
141,23.99994188,24.92857227,22.95063698
142,23.99994186,24.90146741,22.9598373
143,23.99990648,24.91622697,23.52819345
144,23.99991637,25.05953628,23.75802004
145,23.99992727,25.05299378,23.68097282
146,23.99990715,25.07784267,23.72019189
147,23.99992084,25.12486649,23.87002288
148,23.99989929,25.17244783,23.80355359
149,23.99986537,25.09977293,23.93614553
150,23.9998924,25.13478544,23.48298241
151,23.99990986,25.02841088,23.08132141
152,23.99990402,24.99316901,23.77283226
153,23.99989893,25.14961649,23.9430314
154,23.99987484,25.19655126,23.63016472
155,23.99987083,25.22647076,23.74859042
156,23.99989323,25.23404982,24.00088714
157,23.99986748,25.19747188,23.40872176
158,23.99986342,25.22720024,23.9020233
159,23.99988798,25.29231608,24.30906113
160,23.99986104,25.2522416,24.0840757
161,23.99988554,25.26746038,24.05163953
162,23.99988312,25.17923891,23.53140823
163,23.99988079,25.0959224,23.77347294
164,23.99985249,25.22856851,23.58329877
165,23.99987881,25.13083564,23.16274329
166,23.99980528,25.07897148,23.02198023
167,23.99987674,25.06349288,23.83804318
168,23.9998751,25.22805662,24.61562511
169,23.99984589,25.30615396,24.8007267
170,23.99987394,25.32995487,24.40296006
171,23.99984436,25.33554114,24.21278575
172,23.99987274,25.32348856,24.00341885
173,23.99984334,25.20376433,23.7555511
174,23.99987146,25.26791599,24.13246311
175,23.99987087,25.33107724,24.20921967
176,23.99984173,25.3133852,24.65126409
177,23.99979249,25.37304238,24.00355748
178,23.99986924,25.21610624,24.02198751
179,23.99983872,25.36059996,23.85595021
180,23.99980234,25.352531,24.22374768
181,23.99983944,25.39813633,24.10807154
182,23.99981838,25.26920893,23.70703697
183,23.99984659,25.21668582,23.38707286
184,23.99980364,25.17831124,23.9606524
185,23.99980066,25.31446859,23.66795301
186,23.99973134,25.19791377,23.62788437
187,23.99982674,25.18454458,23.27593772
188,23.99971498,25.15201461,23.35164362
189,23.99981748,25.15480897,23.70169813
190,23.99970107,25.28600065,24.27756775
191,23.99976389,25.31818723,23.92580101
192,23.914626,25.16990949,23.31038198
193,23.86471691,25.06615885,23.74237365
194,23.81862374,25.18881095,23.34626272
195,23.78663288,25.16197206,23.43551482
196,23.75704601,25.06059097,23.91928398
197,23.71430935,25.1841154,23.99144187
198,23.70576422,25.19321989,23.6613913
199,23.69032465,25.07642644,23.68853002
200,23.66589146,25.11457176,23.38985943
201,23.65728536,25.04594842,23.6888952
202,23.64880228,25.13932597,23.75484369
203,23.62941694,25.1442755,23.6655002
204,23.59363715,25.03694349,23.82597398
205,23.57031732,25.10243099,23.2920178
206,23.5564749,24.97556732,23.06952528
207,23.54676026,24.94277446,23.66676004
208,23.54163896,25.05922935,23.75871548
209,23.539162,25.06330608,23.45218464
210,23.53688152,25.00370245,23.12735573
211,23.53906781,24.91715434,23.15651029
212,23.54283103,24.94732069,23.48172736
213,23.54757956,24.99451317,23.85098478
214,23.55280561,25.04721334,23.44431098
215,23.55613909,24.94551234,23.80914131
216,23.55711113,25.0371644,23.33443029
217,23.55796503,24.92731428,23.25552831
218,23.55753827,24.97261502,23.69951569
219,23.55666241,25.01484565,23.52271122
220,23.55548403,25.02740873,23.84457757
221,23.55415912,25.03238728,23.45082775
222,23.5524888,24.93579019,23.05100459
223,23.5508522,24.86237425,23.5689767
224,23.54780251,24.97134388,23.51372278
225,23.54555572,24.98006874,23.91504722
226,23.54425409,25.00889448,23.08948856
227,23.54289605,24.85889876,23.52609078
228,23.53506719,24.95562855,23.72649152
229,23.5239802,24.97330617,23.48197892
230,23.52068416,24.99350861,23.54470849
231,23.51682227,24.96908159,23.23412336
232,23.51386666,24.95738813,23.6879468
233,23.51033706,24.97183384,23.70225743
234,23.50587709,24.97033079,23.79431052
235,23.5036151,24.93953969,23.46464714
236,23.50163644,24.96962071,23.29609902
237,23.49890067,24.90730228,23.07436237
238,23.49694427,24.80565256,23.08815988
239,23.49280697,24.89351544,23.45558353
240,23.48963598,24.8864581,23.61302387
241,23.48816391,24.92015126,22.95359457
242,23.48653933,24.79315319,23.37672482
243,23.48459659,24.89036388,23.56284972
244,23.48263942,24.89946077,23.09568481
245,23.47906007,24.77911977,22.5668796
246,23.47628499,24.72655105,23.05498452
247,23.47481686,24.80953336,22.78468691
248,23.47290343,24.74309629,22.7742911
249,23.47125726,24.80612502,22.68782034
250,23.46923781,24.70467144,22.6864614
251,23.46737914,24.70948613,23.00461149
252,23.45862879,24.73368878,23.36501053
253,23.45477754,24.77590794,23.64860014
254,23.46181547,24.81426872,23.08744477
255,23.4707418,24.81398886,23.31820731
256,23.48102456,24.80818124,23.45933634
257,23.49389084,24.81448285,23.10052996
258,23.51737978,24.70710016,22.69893851
259,23.53677199,24.65190912,22.82351064
260,23.54532226,24.68286667,23.1548857
261,23.56223292,24.733315,22.89820757
262,23.57722448,24.68460845,22.53012755
263,23.59119553,24.61505782,23.01337459
264,23.59907312,24.7033095,22.56048093
265,23.60240544,24.57359994,23.01687488
266,23.60953799,24.67509492,22.97697472
267,23.60956883,24.6561175,22.86619651
268,23.60960588,24.70745314,22.75854175
269,23.60904652,24.6054359,22.78712937
270,23.60807561,24.62860978,23.01375997
271,23.60610797,24.66934636,23.24550268
272,23.60417043,24.69984747,23.18242839
273,23.60298635,24.65661431,23.00117136
274,23.60169287,24.65182166,22.95120558
275,23.59996,24.64763439,23.1277623
276,23.59169349,24.67693057,23.02559789
277,23.58779863,24.69464001,23.32538063
278,23.58377094,24.69538775,23.43914306
279,23.58093274,24.7018579,23.19033716
280,23.57532946,24.63636061,23.33819212
281,23.57189297,24.66696955,22.95899683
282,23.57068813,24.56789786,23.14813512
283,23.56928309,24.64832475,23.29740329
284,23.56740643,24.65645116,23.22335024
285,23.56547219,24.65220964,23.00206218
286,23.56283252,24.66473768,23.12525764
287,23.56120888,24.66337035,23.26912962
288,23.55953961,24.64656367,23.36447972
289,23.55649349,24.66263582,22.92164248
290,23.55540244,24.54120636,22.84164229
291,23.55258749,24.56438155,22.74636957
292,23.55003441,24.53296018,22.60866634
293,23.54927683,24.5090601,22.96655743
294,23.54683067,24.55851269,22.86164709
295,23.54439951,24.52159547,23.05450465
296,23.543235,24.54646644,22.96505509
297,23.5420137,24.58348461,22.89853264
298,23.53977654,24.57323764,22.98119072
299,23.53833711,24.58174112,22.77138145
300,23.53654119,24.51194162,23.01503756
301,23.53491862,24.5740211,23.15489763
302,23.53164821,24.58033122,23.15864951
303,23.52915248,24.59879989,23.19705704
304,23.52802563,24.6001239,23.36846658
305,23.52548087,24.60563843,23.18590989
306,23.52439228,24.6102213,23.3908364
307,23.52275806,24.6103504,22.8694335
308,23.52046183,24.59904788,23.0346067
309,23.51925524,24.59996276,23.04731223
310,23.5176878,24.59504789,22.96419303
311,23.51490192,24.47133078,22.82927132
312,23.51276998,24.52020715,23.08968235
313,23.5119731,24.5458581,23.26635764
314,23.51044949,24.55591911,22.90410293
315,23.50828393,24.51968358,22.87255205
316,23.50697885,24.52457426,23.10384071
317,23.50575161,24.54828065,22.91008216
318,23.50363961,24.47936429,22.95586603
319,23.50235898,24.4852093,23.0202104
320,23.50036714,24.51726602,23.16475753
321,23.49897996,24.52988038,23.13750421
322,23.49763644,24.53027554,23.29429605
323,23.49483875,24.53540528,23.43710364
324,23.49269162,24.54703947,23.35392914
325,23.4917214,24.54265249,22.98639018
326,23.49058803,24.41885139,23.13286467
327,23.48904728,24.49755383,22.70184339
328,23.48692183,24.41577482,22.65021512
329,23.48562417,24.43025894,22.90383062
330,23.48440745,24.471113,23.0117117
331,23.48174769,24.4758818,23.20959497
332,23.48058075,24.49977276,22.96580809
333,23.47938624,24.50147389,23.03629174
334,23.47774408,24.49044697,22.87785192
335,23.47632175,24.50425351,22.92218852
336,23.47801712,24.51194184,22.91764776
337,23.4790161,24.43753557,22.85755837
338,23.4801809,24.47372657,23.14606744
339,23.47980576,24.49649127,22.93301339
340,23.47925755,24.49931182,22.80320095
341,23.47871276,24.38272351,22.98744692
342,23.47806787,24.47959849,23.11345821
343,23.47693497,24.48635066,23.15469532
344,23.47618522,24.48928236,23.27303653
345,23.47523774,24.50066254,22.83713896
346,23.47352277,24.39389383,22.49874889
347,23.47215611,24.44905291,22.89859388
348,23.48583942,24.47456262,22.97323678
349,23.49578304,24.4657819,22.6476355
350,23.51006855,24.39494995,22.6956008
351,23.51824612,24.42639241,22.86923909
352,23.53587355,24.46982444,23.20465253
353,23.54883923,24.50194107,22.95882303
354,23.55536308,24.4206777,22.84927174
355,23.56234697,24.49319907,22.63823781
356,23.5719559,24.39105331,22.99465254
357,23.58825931,24.48006097,23.37251474
358,23.6027858,24.50621349,23.59220915
359,23.60861004,24.52469559,23.47917194
360,23.63715859,24.54712842,22.77954574
361,23.65459432,24.40472164,22.76731031
362,23.66900725,24.50269006,22.67314087
363,23.67834007,24.42989214,22.56041219
364,23.68772506,24.49030364,23.07292029
365,23.69408445,24.53045185,22.64611018
366,23.70469598,24.41608633,22.85592555
367,23.70998456,24.49607507,23.07241676
368,23.71052071,24.55028859,22.87286456
369,23.71401784,24.48135523,23.05630716
370,23.71510594,24.50584684,22.962916
371,23.71618387,24.48618899,23.2818317
372,23.83965524,24.64123616,23.25986909
373,23.98738948,24.64427596,23.54865749
374,23.9971161,24.71954101,22.98572885
375,23.99985626,24.65127403,23.63287464
376,23.99989871,24.77558276,23.34904605
377,23.99990809,24.8054547,23.11822491
378,23.99989652,24.65293992,23.07358427
379,23.99986218,24.76849042,22.98890606
380,23.99985307,24.78700937,23.68140929
381,23.99979649,24.80550889,23.44285963
382,23.99983403,24.86177206,23.37386881
383,23.99982905,24.73880591,22.87258382
384,23.99978127,24.72848309,23.61539872
385,23.99986621,24.86165197,23.15739286
386,23.99978835,24.74584938,23.06260625
387,23.99986935,24.75152678,23.07108221
388,23.99979372,24.88379614,23.3171285
389,23.99979747,24.89630282,23.51379963
390,23.99987436,24.83940013,23.50029585
391,23.99980083,24.88649168,23.64078781
392,23.99984753,24.95944356,23.49817821
393,23.99987677,24.88063464,23.19320374
394,23.99987744,24.80355224,23.26372775
395,23.999805,24.94489213,23.81849785
396,23.99979626,24.95362062,23.35496775
397,23.9997889,24.85031843,23.54664465
398,23.99986354,24.95242234,23.47053309
399,23.99977463,24.98608524,24.07760524
400,23.99985469,25.01543717,23.25865136
401,23.99966094,24.86795716,23.58689102
402,23.99981042,25.02531296,23.48579863
403,23.99974844,24.99015804,23.18049236
404,23.99983959,24.91087024,23.41420771
405,23.99979885,25.03558474,23.2063888
406,23.99980024,24.91052338,22.88423839
407,23.99983414,24.91451175,23.36925334
408,23.99974653,25.00551742,23.06847103
409,23.99976288,24.9044227,23.36972866
410,23.99982515,25.01748579,23.43966641
411,23.99983438,25.05162921,23.80121015
412,23.99984271,25.09540977,24.20765869
413,23.99984883,25.15048894,23.67565015
414,23.99988108,24.98159614,23.40580022
415,23.99985875,25.12274777,24.03018379
416,23.99988864,25.18238149,23.79406004
417,23.99982852,25.09769697,23.96612137
418,23.99982914,25.18141572,23.93819573
419,23.99989597,25.08273601,23.37836148
420,23.99985758,25.03087803,23.46319965
421,23.99991631,25.12147568,23.24763137
422,23.99990196,25.1437215,23.7568873
423,23.99990881,25.21309492,23.97571006
424,23.99992929,25.23238147,23.78050551
425,23.9999165,25.27065946,23.9339015
426,23.99993473,25.23986698,24.06716281
427,23.99993726,25.29716695,23.79903443
428,23.99993957,25.1622586,23.38504192
429,23.9999276,25.07174115,23.38574441
430,23.99992866,25.11121107,23.90564812
431,23.99990871,25.20154955,23.96690621
432,23.99989017,25.23189195,24.23884098
433,23.99992728,25.26592605,23.45397317
434,23.99990574,25.29300625,23.82816659
435,23.99987217,25.27390533,23.73682624
436,23.9998959,25.18856061,23.78167882
437,23.99988547,25.24182347,23.3182944
438,23.99990379,25.1917674,23.71289508
439,23.99989757,25.23801353,23.54463087
440,23.99987131,25.17679408,23.75969422
441,23.99986524,25.29232398,23.74310792
442,23.99988765,25.31319507,23.78354391
443,23.99981774,25.27949842,23.90021937
444,23.99982307,25.33957522,23.94089129
445,23.9998944,25.36406344,24.0538428
446,23.99989654,25.26414638,23.33546937
447,23.99989766,25.33649106,23.99759539
448,23.99989952,25.34360802,23.58098428
449,23.99990103,25.38893041,24.01457612
450,23.99990183,25.27509972,23.79713823
451,23.99985218,25.31503318,23.66904351
452,23.99990983,25.27519661,23.28777385
453,23.99989501,25.2640649,23.14727597
454,23.99991162,25.21639775,23.94838113
455,23.99988663,25.34132181,24.2667363
456,23.9998971,25.34801094,23.55496218
457,23.99988929,25.23978291,23.21124851
458,23.99985384,25.24190806,23.57330948
459,23.99984073,25.33687515,23.99968701
460,23.99986259,25.39661677,23.73879628
461,23.9997701,25.2440969,23.64248259
462,23.99984804,25.27104184,23.88546214
463,23.99984426,25.3607702,24.0241519
464,23.99984002,25.37266455,23.79782392
465,23.99983674,25.28903731,23.7787061
466,23.99983387,25.37250259,23.51122581
467,23.99978792,25.29654799,23.38807847
468,23.9998043,25.23397926,22.84582419
469,23.99985057,25.21092897,23.56437349
470,23.99982612,25.29552236,23.34802265
471,23.99986577,25.33199016,23.38034146
472,23.99987229,25.21496588,23.37729401
473,23.99987682,25.25135323,23.86891472
474,23.99985748,25.34095692,23.91385003
475,23.99985716,25.40394707,24.36652332
476,23.9998571,25.47060431,24.3182986
477,23.99985719,25.40765877,24.15252389
478,23.99985583,25.43313565,23.91510438
479,23.99985665,25.41257155,24.08107817
480,23.99992088,25.4122223,23.82181168
481,23.99993885,25.30259227,23.90837275
482,23.99994397,25.30885912,24.09599378
483,23.99993286,25.36637314,23.67594327
484,23.99994712,25.21506497,23.52137083
485,23.99995024,25.1795898,23.77534015
486,23.99995312,25.27405251,23.65872117
487,23.99995499,25.18803598,23.59702343
488,23.99992914,25.23696638,23.36976063
489,23.99995651,25.13790005,23.40430434
490,23.99995811,25.24316414,23.15151544
491,23.99995955,25.27385689,24.26451426
492,23.99997194,25.29534065,23.75970064
493,23.99998173,25.11827626,22.982328
494,23.99998971,25.07860814,23.05701765
495,23.99999573,25.13870884,23.65605444
496,24.00000088,25.17180483,23.43111804
497,24.00001055,25.21161894,23.14807382
498,24.00001092,25.08054427,23.80074671
499,24.00002456,25.18937833,23.45194372
500,24.00001865,25.11067125,23.24229742
501,24.00002703,25.16979118,23.45258297
502,24.00002443,25.16251476,23.24225989
503,24.00003338,25.1065207,23.55535536
504,24.00000124,25.14018267,23.11664172
505,23.99997238,25.1674283,23.64612834
506,23.99992941,25.18076249,23.94586896
507,23.99993679,25.19420849,23.86705326
508,23.99990023,25.18387663,23.2672198
509,23.99988987,25.0299317,22.5540943
510,23.99988191,24.98231542,22.88651303
511,23.99988787,25.0355965,23.28055236
512,23.99984519,25.07400084,23.40312613
513,23.99977766,25.06493131,23.63417185
514,23.99981683,25.10710711,23.70442327
515,23.99984306,25.12560319,23.19659158
516,23.99985047,24.9992885,23.60412356
517,23.99985581,25.06959411,23.31190148
518,23.99980471,25.08628527,23.04870204
519,23.99983242,25.09112894,23.48117905
520,23.99971665,25.09159587,23.60857946
521,23.99977439,25.08624507,23.26165488
522,23.99969435,25.09610685,23.30899495
523,23.99971529,25.06287723,22.98640843
524,23.99977104,24.94787374,22.95116909
525,23.99969118,25.02717693,23.3935337
526,23.99975831,25.04787488,23.66637523
527,23.99977793,25.0629824,23.18429247
528,23.99982439,24.93172803,23.26766103
529,23.99969278,25.00984415,22.8941343
530,23.99953873,24.90241434,23.20963479
531,23.98913748,24.96140923,23.24716566
532,23.96638952,24.98120226,23.44703219
533,23.94979912,25.02630518,22.9579856
534,23.91408837,24.92771846,22.98254411
535,23.89403878,24.95287978,22.91245915
536,23.86970087,24.87278616,23.20830557
537,23.84610114,24.9524681,23.35730627
538,23.81667457,24.96203856,22.95502108
539,23.77614603,24.85793034,22.99799105
540,23.74435432,24.8820634,22.70264047
541,23.72300462,24.81182503,23.13971703
542,23.67871991,24.89127132,23.52627529
543,23.65113313,24.93846925,23.20963889
544,23.63219562,24.8365761,23.15642615
545,23.6221929,24.86809433,22.93310385
