,z0,z1,z2,z3,z4,z5,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp,m,rh
1265,19.9898476079,19.9898148182,21.7594695657,19.9897408672,21.0596724265,19.989964764,-5.85,627.0,1825.15000215,19.9897695978,18.9299261375,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.3550367639,18121.2807286
1266,19.9898224228,19.9898084031,21.8624478596,19.9897335047,21.1584698421,19.9899592085,-5.70833333333,628.75,1825.15000215,19.9897603031,18.9421237449,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.34478404791,17936.8482044
1267,19.9897914936,19.9898013029,21.9649007267,19.9897258517,21.2408195534,19.9899629963,-5.56666666667,630.5,1825.15000215,19.989750787,18.953319894,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.33645248192,17764.7392088
1268,19.989753426,19.989793307,22.0677822055,19.9899541449,21.309293476,19.9899692107,-5.425,632.25,1825.15000215,19.9899092464,18.9638039935,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.32868874428,17597.2085811
1269,19.989709646,19.9897844453,22.1714483333,19.9899605213,21.3677716851,19.9899564039,-5.28333333333,634.0,1825.15000215,19.9899084605,18.9737952435,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.3197237271,17397.5536737
1270,19.9898980478,19.9897747367,22.2762565129,19.9899590214,21.4187158255,19.98996705,-5.14166666667,635.75,1825.15000215,19.9899235343,18.9834397646,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.31171995244,17215.2309943
1271,19.9898839819,19.9897641931,22.382526129,19.9899569171,21.4631583638,19.9899539999,-5.0,637.5,1825.15000215,19.9899188075,18.9928142909,19.99,19.99,19.99,19.99,19.99,19.99,19.99,1.30306729675,17018.7107084
1272,19.7353331846,19.7421657923,22.4397145384,19.7365128487,21.4616617993,19.8783088555,-4.85833333333,639.25,1059.86106255,19.7382247434,18.9963269619,19.73,19.73,19.73,19.73,19.73,19.73,19.73,0.526886743639,4456.69904845
1273,19.7300370008,19.7306014253,22.4831950031,19.7301940594,21.4420128699,19.7322879725,-4.71666666667,641.0,1059.86106255,19.7302430963,18.9988575871,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.52062611094,22757.398034
1274,19.7299363781,19.7296323461,22.5429106797,19.7299025345,21.4296256798,19.7299767782,-4.575,642.75,1059.86106255,19.7298627928,19.0042016448,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.15988480153,14112.1779658
1275,19.7298735802,19.7296472616,22.6219792227,19.7299413438,21.4285689992,19.7299527979,-4.43333333333,644.5,1059.86106255,19.7298881501,19.0127914226,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.230574476,15758.2970713
1276,19.7299372856,19.729641241,22.7117085297,19.7299433386,21.4329524714,19.7299312239,-4.29166666667,646.25,1059.86106255,19.7298927616,19.023396914,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.24056194602,15864.985669
1277,19.7299181648,19.7296300156,22.8044951218,19.7299429981,21.4370963777,19.7298897604,-4.15,648.0,1059.86106255,19.7298875072,19.0348996674,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.23929004992,15832.4513894
1278,19.7299434405,19.7296190945,22.9057180378,19.7299425312,21.4512534477,19.7299106854,-4.00833333333,669.083333333,1059.86106255,19.7298878825,19.047737767,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.23312859235,15748.3877303
1279,19.729950432,19.7296075207,23.0193394742,19.7299417849,21.4804605595,19.7299277422,-3.86666666667,690.166666667,1059.86106255,19.7298865029,19.0623309188,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.22436634841,15638.2294988
1280,19.7299417519,19.7295946558,23.1444300847,19.7299407283,21.5212690787,19.729941559,-3.725,711.25,1059.86106255,19.7298837347,19.0786527211,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.21339851089,15511.2300214
1281,19.7299640639,19.7295804605,23.2785128441,19.7299393794,21.568363393,19.7298759926,-3.58333333333,732.333333333,1059.86106255,19.7298764761,19.0964673612,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.19977995148,15375.0525042
1282,19.7299823322,19.7295649182,23.4197987543,19.7299377491,21.6180809124,19.7298981408,-3.44166666667,753.416666667,1059.86106255,19.7298731083,19.1155737416,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.18050464725,15233.2778566
1283,19.7453873997,19.7295480153,23.56752476,19.7299358431,21.6687346385,19.7299187989,-3.3,774.5,1059.86106255,19.7298689603,19.1358244715,19.73,19.73,19.73,19.73,19.73,19.73,19.73,1.16344953659,15150.7980343
1284,20.2123272779,20.1300094804,23.6399769344,20.1357421966,21.6900618845,20.1513387688,-3.20833333333,795.583333333,1059.86106255,20.1388665126,19.1456608895,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.7940234193,16440.2385847
1285,20.3675875757,20.1398737271,23.7797311613,20.1403767717,21.7309927694,20.141026568,-3.11666666667,816.666666667,1059.86106255,20.1403091414,19.1648062816,20.14,20.14,20.14,20.14,20.14,20.14,20.14,0.798106228679,8236.74640994
1286,20.3131992472,20.1398634839,23.9693653009,20.1399623642,21.7865288759,20.1397164266,-3.025,837.75,1059.86106255,20.1399258259,19.1911685151,20.14,20.14,20.14,20.14,20.14,20.14,20.14,1.53883841408,23123.1122298
1287,20.2502674597,20.1397840273,24.1360547273,20.1398578599,21.843480779,20.1398693868,-2.93333333333,858.833333333,1059.86106255,20.9007156743,19.2190347444,20.14,20.14,20.14,20.14,20.14,20.14,20.14,1.71508137645,19684.1639048
1288,20.2602538966,20.1397618018,24.1399652891,20.1398449629,21.8969344928,20.1398916084,-2.84166666667,879.916666667,1059.86106255,21.7807120007,19.2459294487,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.34152507187,19499.8935372
1289,20.3327481969,20.1397449054,24.1401405673,20.1398372971,21.9479761098,20.1399059801,-2.75,901.0,1059.86106255,21.7274603198,19.2720089265,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.28108727359,19368.5205223
1290,20.4222548328,20.1397287438,24.1400398195,20.1398299107,21.9843285528,20.1399189451,-2.65833333333,896.583333333,1059.86106255,21.9275174114,19.2964481802,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.47910977375,19252.2576954
1291,20.501921397,20.1397126299,24.1400166007,20.1398224264,22.0001737466,20.1396467716,-2.56666666667,892.166666667,1059.86106255,22.026638367,19.3189680905,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.58628075162,19133.3889201
1292,20.5673177952,20.1396964209,24.1401510042,20.139814794,21.9996022766,20.1396753865,-2.475,887.75,1059.86106255,22.1100330191,19.3398303626,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.68352363729,19021.6850712
1293,20.6222719306,20.1396801106,24.1400938208,20.1398069994,21.9888810095,20.139706791,-2.38333333333,883.333333333,1059.86106255,22.1808086777,19.3594844582,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.77052156967,18904.6686914
1294,20.6698500665,20.1396636921,24.1400576839,20.1397990294,21.9719889072,20.1397395905,-2.29166666667,878.916666667,1059.86106255,22.2381599325,19.3781818731,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.84431164609,18793.3441541
1295,20.7116511989,20.1396471676,24.1400376312,20.1397908724,21.951660175,20.1397650507,-2.2,874.5,1059.86106255,22.2837089583,19.3961179872,20.14,20.14,20.14,20.14,20.14,20.14,20.14,2.90364139424,18679.1267808
1296,20.7467170019,20.196315576,24.1977436644,20.1975045392,21.9285207915,20.1968502003,-2.2,870.083333333,1059.86106255,22.1326096609,19.4129741605,20.2,20.2,20.2,20.2,20.2,20.2,20.2,2.90591824356,22113.8627733
1297,20.7755605587,20.1994318127,24.1999192173,20.199660858,21.9048991926,20.199651921,-2.2,865.666666667,1059.86106255,22.4346928605,19.42887688,20.2,20.2,20.2,20.2,20.2,20.2,20.2,2.97406743584,17875.1983728
1298,20.8003540385,20.1996652858,24.2000211762,20.1998391135,21.8844102582,20.1998431954,-2.2,861.25,1059.86106255,22.3363189614,19.4438862151,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.01008654469,19854.4372235
1299,20.8245099329,20.1996476736,24.2000165857,20.1998258989,21.8688327304,20.1998486057,-2.2,856.833333333,1059.86106255,22.3886701649,19.4583177134,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.04991381507,19377.2837905
1300,20.8512980969,20.1996238004,24.2000124077,20.1998226982,21.857190772,20.199852557,-2.2,852.416666667,1059.86106255,22.4133088663,19.4723425402,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.08412747224,19300.2287299
1301,20.8826771664,20.1995938693,24.2000094448,20.1998203909,21.8476769045,20.1998561412,-2.2,848.0,1059.86106255,22.4349574562,19.4859665525,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.11424273512,19226.4589326
1302,20.9166754721,20.1995568862,24.2000082638,20.1998184116,21.8362209806,20.1998593292,-2.2,838.5,1059.86106255,22.445895728,19.4988030939,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.12566512781,19151.4620783
1303,20.95110693,20.1995126371,24.2000080879,20.1998165948,21.820084985,20.1998621157,-2.2,829.0,1059.86106255,22.4495999791,19.5106985094,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.12368991152,19072.0489092
1304,20.9848851008,20.1994595035,24.2000084375,20.1998148977,21.7984975883,20.1998645378,-2.2,819.5,1059.86106255,22.4494498772,19.5217686965,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.11418570719,18987.6467941
1305,21.0180983695,20.1998939173,24.2000091429,20.1998133101,21.7720210705,20.1998666594,-2.2,810.0,1059.86106255,22.4469045896,19.5321516365,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.10010811981,18901.5712644
1306,21.0515258474,20.1999032217,24.2000100879,20.1998118248,21.74173446,20.1998685348,-2.2,800.5,1059.86106255,22.4433712069,19.5419547638,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.083358386,18807.4576234
1307,21.0860836946,20.1998876015,24.200011245,20.1998104357,21.7087436439,20.199870209,-2.2,791.0,1059.86106255,22.438998529,19.5512717891,20.2,20.2,20.2,20.2,20.2,20.2,20.2,3.06517117767,18713.9788074
1308,21.120246851,20.1331076219,24.1334734294,20.1323445857,21.6718105987,20.1329580769,-2.15833333333,781.5,1059.86106255,22.6330422791,19.5576357128,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.08346079547,14631.8767542
1309,21.1540688305,20.1300248984,24.130163222,20.1299479165,21.6310665986,20.1300412317,-2.11666666667,772.0,1059.86106255,22.3187599159,19.5604477092,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.05988451776,19573.8728088
1310,21.188388252,20.1297830393,24.1300146222,20.1297317914,21.5874183169,20.1298551144,-2.075,762.5,1059.86106255,22.4498819071,19.5608788971,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.03604218683,17161.8278005
1311,21.2239839238,20.1297531591,24.130011541,20.1297572787,21.5415073379,20.1298610614,-2.03333333333,753.0,1059.86106255,22.4075982752,19.5599400055,20.13,20.13,20.13,20.13,20.13,20.13,20.13,3.01051290034,17628.5307996
1312,21.2625099641,20.1297191744,24.1300131316,20.1297656017,21.4932304896,20.1298707549,-1.99166666667,743.5,1059.86106255,22.3948183539,19.5583019501,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.99468177855,17700.1947053
1313,21.303290624,20.1296714577,24.1300157502,20.1297693504,21.4437505467,20.1298764366,-1.95,734.0,1059.86106255,22.3820423439,19.5561356017,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.96921981579,17681.9935824
1314,21.3527034983,20.1299092877,24.1300164448,20.1297721826,21.3989083209,20.12988112,-1.90833333333,736.75,1059.86106255,22.38105288,19.5540528835,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.96178781319,17647.2005936
1315,21.4137148311,20.1298987547,24.1300166384,20.1297751711,21.3608643133,20.1298856676,-1.86666666667,739.5,1059.86106255,22.382423033,19.552467079,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.95751756767,17608.2812599
1316,21.4827416641,20.1298682396,24.1300177748,20.1297736615,21.328737143,20.1298859213,-1.825,742.25,1059.86106255,22.382610562,19.5512938329,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.94104465598,17476.6801568
1317,21.5576663479,20.1298288303,24.1300183256,20.1297750604,21.299628695,20.1298886796,-1.78333333333,745.0,1059.86106255,22.3834281822,19.5504078793,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.93310476401,17417.3246419
1318,21.6374568854,20.1297782312,24.1300187418,20.1297776938,21.2715879381,20.1298924116,-1.74166666667,747.75,1059.86106255,22.3845900251,19.5497281037,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.92631576073,17368.608477
1319,21.7212435614,20.1299170556,24.1300192265,20.1297804747,21.2438381352,20.1298961429,-1.7,750.5,1059.86106255,22.3855538001,19.5492196747,20.13,20.13,20.13,20.13,20.13,20.13,20.13,2.91894668268,17321.8631364
1320,21.8093018761,19.9548397407,23.9592361962,19.9552812481,21.2169101561,19.9573302682,-1.7,753.25,1059.86106255,22.9747627896,19.5507702032,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.96019492733,7137.77862468
1321,21.9011274169,19.9501080435,23.9504057178,19.9501251281,21.1907148482,19.950308759,-1.7,756.0,1059.86106255,22.1042578786,19.5541720401,19.95,19.95,19.95,19.95,19.95,19.95,19.95,3.02580218367,20239.9859526
1322,21.9957109239,19.9499206018,23.950262307,19.9499317839,21.1648342182,19.949839389,-1.7,758.75,1059.86106255,22.4839280448,19.5591977828,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.99738551145,13966.7400647
1323,22.0920730272,19.9499075878,23.9503865054,19.9499510218,21.1388399878,19.9498542129,-1.7,761.5,1059.86106255,22.3989665884,19.565058876,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.98698521936,15246.6671735
1324,22.1894826263,19.9499286764,23.950021907,19.9499534069,21.1124377614,19.9498618242,-1.7,764.25,1059.86106255,22.3933510291,19.5713326714,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.96735492004,15262.8791778
1325,22.287410454,19.9499311332,23.950006393,19.9499545372,21.0854519544,19.9498678975,-1.7,767.0,1059.86106255,22.3899207774,19.5778548139,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.94483702526,15244.823793
1326,22.3736901415,19.9499631367,23.9500074836,19.9499555131,21.0520533905,19.949873844,-1.7,753.5,1059.86106255,22.3762561987,19.5837670481,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.90774965051,15254.5476133
1327,22.4425079165,19.9499716813,23.9500099826,19.9499562544,21.0098446237,19.9498796065,-1.7,740.0,1059.86106255,22.361492478,19.5886555527,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.8672941025,15265.7513668
1328,22.4959769343,19.9499767313,23.9500130948,19.9499577029,20.9603483162,19.9498851363,-1.7,726.5,1059.86106255,22.3476683157,19.5926180976,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.8272334264,15289.3589389
1329,22.5381762189,19.9499788746,23.9500169422,19.9499591419,20.9061592826,19.9498904491,-1.7,713.0,1059.86106255,22.3356878078,19.5958849111,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.78524741452,15324.5867867
1330,22.5723527457,19.9558825709,23.950021705,19.949960455,20.8493422085,19.9498955625,-1.7,699.5,1059.86106255,22.3234941213,19.5986230638,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.74318514923,15396.0725841
1331,22.5977319117,19.9737573866,23.9500276086,19.949716325,20.791308646,19.9499004892,-1.7,686.0,1059.86106255,22.2997374041,19.6008674592,19.95,19.95,19.95,19.95,19.95,19.95,19.95,2.71356091772,15482.6389229
1332,22.6179804533,20.0043737573,23.7350936738,19.7261213436,20.7395695914,19.7287175515,-1.7,672.5,1135.43424281,23.2298101035,19.604116799,19.72,19.72,19.72,19.72,19.72,19.72,19.72,3.57385637932,3586.6029391
1333,22.6300597662,20.0366503536,23.7206469567,19.7201254725,20.6904386658,19.7199458239,-1.7,659.0,1135.43424281,21.9346863901,19.6080538401,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.81094273113,18635.5052199
1334,22.6341086085,20.0643186957,23.7203335407,19.7198509737,20.6406013941,19.71978777,-1.7,645.5,1135.43424281,22.4021686473,19.612665102,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.77868512577,11301.2825833
1335,22.6319800601,20.0863250494,23.7200224538,19.7199085869,20.5890812887,19.7198334715,-1.7,632.0,1135.43424281,22.2684341917,19.6175877484,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.75394718806,13001.1840235
1336,22.6297869305,20.1048657065,23.7200121701,19.7199160751,20.5357609541,19.7198487961,-1.7,618.5,1135.43424281,22.2344795043,19.622741743,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.72063028563,13229.0717099
1337,22.626558391,20.1207270074,23.7200160672,19.7199191426,20.4816319119,19.7198575389,-1.7,605.0,1135.43424281,22.2048325727,19.6281666167,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.68487521828,13366.8291108
1338,22.6046239968,20.1237161521,23.720025806,19.7199218866,20.4220715348,19.7198653941,-1.7,567.666666667,1135.43424281,22.1607804838,19.6329102638,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.6253803644,13499.9466685
1339,22.5553709635,20.107619748,23.7200430519,19.719924192,20.3541376756,19.7198728658,-1.7,530.333333333,1135.43424281,22.1090443578,19.6364504056,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.55605251005,13626.3126845
1340,22.4816279798,20.0736127902,23.720072258,19.7199256188,20.2780482146,19.7198798225,-1.7,493.0,1135.43424281,22.050911488,19.6388341168,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.47989264906,13739.0053316
1341,22.3895025882,20.025401106,23.7201211637,19.7199284923,20.1953129415,19.719886324,-1.7,455.666666667,1135.43424281,21.9850585847,19.6402901156,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.39859551055,13856.325741
1342,22.2862604102,19.9687280691,23.7202021787,19.7199310259,20.1072153922,19.7198924063,-1.7,418.333333333,1135.43424281,21.9109673619,19.6409851249,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.31251097662,13972.6703174
1343,22.1762884134,19.9072622075,23.7200282437,19.7199332307,20.0145529476,19.7198980981,-1.7,381.0,1135.43424281,21.8285240072,19.6409707905,19.72,19.72,19.72,19.72,19.72,19.72,19.72,2.22310830121,14085.3299996
1344,22.0674013866,19.9001422349,23.8959995802,19.8922257969,19.927450481,19.8896977062,-1.83333333333,343.666666667,1308.01376815,20.6555632319,19.6403163166,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.80299190649,22701.9444395
1345,21.9474145792,19.8999646698,23.8999083991,19.8997065597,19.9006287827,19.8993929325,-1.96666666667,306.333333333,1308.01376815,21.9734128107,19.6388530327,19.9,19.9,19.9,19.9,19.9,19.9,19.9,2.05610503351,11416.1408699
1346,21.8050254489,19.8999132663,23.9000599029,19.8997828442,19.8999399018,19.8996104841,-2.1,269.0,1308.01376815,21.1213149261,19.6360034116,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.86458879937,17491.7567244
1347,21.6455766303,19.8999044735,23.9000227507,19.8997296385,19.8999092077,19.8995903441,-2.23333333333,231.666666667,1308.01376815,21.0892550582,19.6322168648,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.81908227684,16869.0292368
1348,21.4697305412,19.8998784434,23.9000151126,19.899739638,19.8998813514,19.8996063601,-2.36666666667,194.333333333,1308.01376815,20.8314212175,19.6276092788,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.70787598784,17342.6493707
1349,21.2733596402,19.8998155558,23.9000075427,19.8997548389,19.899929708,19.899628137,-2.5,157.0,1308.01376815,20.4111934911,19.6220121761,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.54022313616,17882.064217
1350,21.0718093517,19.8998791344,23.8860674461,19.899770074,19.8998597285,19.8996501928,-2.63333333333,143.916666667,1308.01376815,19.8997688802,19.6161421529,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.37164645618,18376.9883566
1351,20.8752909637,19.8999208469,23.8456946623,19.8997847016,19.8998992892,19.8996716737,-2.76666666667,130.833333333,1308.01376815,19.8997895593,19.6103450652,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.39857028843,18864.9486364
1352,20.6871565116,19.8997899248,23.7842812698,19.8997994611,19.899928594,19.8996941466,-2.9,117.75,1308.01376815,19.8997946746,19.6047419323,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.42476249521,19357.9533971
1353,20.5083238873,19.8998314847,23.7134670279,19.8998128389,19.8997955729,19.8997142139,-3.03333333333,104.666666667,1308.01376815,19.8998002522,19.5994965866,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.44834147436,19813.2176305
1354,20.2427635976,19.8996624771,23.6130603729,19.899834268,19.8998770824,19.8997522111,-3.16666666667,0.0,1308.01376815,19.8998098667,19.5899949792,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.50316268706,20870.7561363
1355,19.9489065594,19.899750136,23.5065201972,19.8998464178,19.8999002573,19.8997713618,-3.3,0.0,1308.01376815,19.8998312965,19.579397757,19.9,19.9,19.9,19.9,19.9,19.9,19.9,1.52808671079,21375.8339875
1356,20.3038530826,20.3005578598,23.5154260475,20.2989702586,20.3012723399,20.2961115918,-3.39166666667,0.0,1704.88373322,20.2990587477,19.5751679537,20.31,20.31,20.31,20.31,20.31,20.31,20.31,3.15551426974,19936.7208222
1357,20.3099604073,20.3099026659,23.503147677,20.3098826899,20.3099024053,20.3095994361,-3.48333333333,0.0,1704.88373322,20.30984796,19.5671682623,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.22760844917,14240.340407
1358,20.3098656538,20.3096548543,23.4519882286,20.3097136481,20.3098793658,20.3099250281,-3.575,0.0,1704.88373322,20.3097551975,19.5567403438,20.31,20.31,20.31,20.31,20.31,20.31,20.31,2.02154055242,30666.8212451
1359,20.3098227541,20.3095431126,23.3854012203,20.309944343,20.3098181927,20.3099147193,-3.66666666667,0.0,1704.88373322,20.309880292,19.5469010168,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.88323446673,27413.7444369
1360,20.309851998,20.3095746509,23.3212977888,20.3099504654,20.3098275485,20.3099133784,-3.75833333333,0.0,1704.88373322,20.3098892836,19.5385329626,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.88572068031,27416.8642903
1361,20.3098807162,20.3096107391,23.2589452553,20.3099501629,20.3098460858,20.3099142882,-3.85,0.0,1704.88373322,20.3098960893,19.5309183057,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.89529551242,27585.2911627
1362,20.3098975346,20.3096420147,23.2004560418,20.3099495749,20.3098586746,20.309915468,-3.94166666667,0.0,1704.88373322,20.3099010978,19.5240410395,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.90219610153,27707.4958375
1363,20.3099116664,20.309671833,23.1461470152,20.3099492802,20.3098694327,20.3099169208,-4.03333333333,0.0,1704.88373322,20.3099059476,19.5179298394,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.90939586086,27841.3577776
1364,20.3096291475,20.3096976058,23.0948986133,20.3099490639,20.309878934,20.3099184064,-4.125,0.0,1704.88373322,20.3098867476,19.5125193675,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.9164492362,27974.2540664
1365,20.3096581217,20.3097200874,23.0455664049,20.3099490828,20.3098874207,20.3099200679,-4.21666666667,0.0,1704.88373322,20.3098918472,19.5076996213,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.92394124527,28119.1897278
1366,20.3096936546,20.3097397784,22.9975445991,20.3099491433,20.3098950263,20.3099216929,-4.30833333333,0.0,1704.88373322,20.3098972959,19.5033935086,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.9309851584,28257.016894
1367,20.3097240873,20.3097571013,22.9506420303,20.3099494088,20.3099018709,20.309923438,-4.4,0.0,1704.88373322,20.3099022861,19.4995691341,20.31,20.31,20.31,20.31,20.31,20.31,20.31,1.93821358026,28401.6559643
1368,20.7686401933,20.7624498843,22.9661878732,20.7570068413,20.7689229244,20.7629817157,-4.4,0.0,2721.52567544,20.7591992524,19.5139866275,20.78,20.78,20.78,20.78,20.78,20.78,20.78,4.02242143596,35223.4319714
1369,20.7798008049,20.7795094066,22.9796647662,20.779942163,20.7797074715,20.7797848062,-4.4,0.0,2721.52567544,20.7798381296,19.5344459078,20.78,20.78,20.78,20.78,20.78,20.78,20.78,1.60708951773,20927.3492243
1370,20.77948022,20.7799127226,22.9733309711,20.7799382704,20.7797850451,20.7796790792,-4.4,0.0,2721.52567544,20.7798571671,19.5506644737,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.34792299116,37781.0800222
1371,20.7798630469,20.7798993197,22.9542656851,20.7798127421,20.7796630984,20.7794699731,-4.4,0.0,2721.52567544,20.7797765048,19.5606387364,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.1805865433,33704.4730514
1372,20.7798835664,20.7798939005,22.9320308423,20.7797657648,20.7796462274,20.7794165704,-4.4,0.0,2721.52567544,20.7797415255,19.5666229648,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.15115964355,32979.5836448
1373,20.7798873576,20.7798913066,22.9110102136,20.7797311696,20.7796400355,20.7793848525,-4.4,0.0,2721.52567544,20.7797165443,19.5709389745,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.13204174476,32506.8975263
1374,20.7798900158,20.7798858243,22.8915959073,20.7796735042,20.7796361392,20.7793401272,-4.4,0.0,2721.52567544,20.7796761503,19.5753214752,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.10244561477,31781.7935124
1375,20.7798926566,20.77988389,22.8729721376,20.77963614,20.7796335889,20.7793142458,-4.4,0.0,2721.52567544,20.7796508205,19.5795400732,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.08675492928,31397.6085703
1376,20.7798952702,20.7798825503,22.8545678511,20.7799601445,20.7796321625,20.7792924631,-4.4,0.0,2721.52567544,20.7798428042,19.5832001818,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.07319238659,31066.2710801
1377,20.7798978392,20.7798815288,22.8362552657,20.7799690693,20.7796316989,20.7792734211,-4.4,0.0,2721.52567544,20.7798455167,19.5862085925,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.05920289887,30725.3517018
1378,20.7799003541,20.7798807723,22.8181070384,20.7799661324,20.7796320639,20.7792568093,-4.4,0.0,2721.52567544,20.7798415889,19.5886662468,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.0476834077,30445.2373087
1379,20.7799028095,20.7798802383,22.8001995833,20.7799625648,20.7796331422,20.7799099965,-4.4,0.0,2721.52567544,20.7799118206,19.5906903932,20.78,20.78,20.78,20.78,20.78,20.78,20.78,2.03685866105,30182.4629454
1380,20.4757188448,20.4627943374,22.8222828018,20.5290329982,20.4659714812,20.4629958779,-4.4,0.0,3353.2966052,20.4933993077,19.601716439,20.46,20.46,20.46,20.46,20.46,20.46,20.46,0.986725098725,8255.93931248
1381,20.459970807,20.4598846835,22.8474352205,20.4599678563,20.4597070577,20.4599559097,-4.4,0.0,3353.2966052,20.4599304537,19.6189663753,20.46,20.46,20.46,20.46,20.46,20.46,20.46,1.89889106091,27142.025476
1382,20.4596385391,20.4595080109,22.8596123472,20.4599407713,20.4597742684,20.4597287419,-4.4,0.0,3353.2966052,20.4598171403,19.6353741308,20.46,20.46,20.46,20.46,20.46,20.46,20.46,1.57254063712,20223.2988775
