,t1,w1,w2,i,s,tout,t2,hsp,m0,csp0
38,26.999816457943695,37.37728059980203,36.35731580510679,379978.375494321,0.0,16.325,15.435747193986401,18.0,22.8268005723366,27.0
39,27.0000167264817,37.32374558281812,36.354452982480495,379978.375494321,0.0,16.3,15.4366992378375,18.0,22.8268005723366,27.0
40,27.0000759693567,37.40086774344544,36.35156299182165,379978.375494321,0.0,16.275,15.4374857965616,18.0,22.8268005723366,27.0
41,27.0000934851142,37.35532941957067,36.34866295758265,379978.375494321,0.0,16.25,15.4382019352527,18.0,22.8268005723366,27.0
42,27.0001550022047,37.340099690517995,36.345766895998096,379978.375494321,0.0,16.225,15.4387702005651,18.0,22.8268005723366,27.0
43,27.0000920018845,37.37292863476442,36.343003486355855,379978.375494321,0.0,16.2,15.4395071171915,18.0,22.8268005723366,27.0
44,27.000229008134898,37.30996320982614,36.340075571994,379978.375494321,0.0,16.175,15.4401118763811,18.0,22.8268005723366,27.0
45,27.000196451090698,37.37958682729676,36.33743885780565,379978.375494321,0.0,16.15,15.4406603709109,18.0,22.8268005723366,27.0
46,27.000278862794804,37.324681250535704,36.3346823949525,379978.375494321,0.0,16.125,15.441467317314501,18.0,22.8268005723366,27.0
47,27.0002948100106,37.34604561998864,36.3320881107028,379978.375494321,0.0,16.1,15.4419904966307,18.0,22.8268005723366,27.0
48,27.0000963121599,37.32294142170338,36.334618304566504,380324.229145739,0.0,16.1,15.4387765076926,18.0,22.8268005723366,27.0
49,27.0000152873314,37.40133250020395,36.334787417477045,380324.229145739,0.0,16.1,15.438424845743198,18.0,22.8268005723366,27.0
50,26.999996284251203,37.32096301412144,36.3345079668687,380324.229145739,0.0,16.1,15.438501602812801,18.0,22.8268005723366,27.0
51,26.999997002017498,37.39076077311242,36.3341357945363,380324.229145739,0.0,16.1,15.438575259792499,18.0,22.8268005723366,27.0
52,26.999995248910107,37.34434507938469,36.3335475650958,380324.229145739,10.0833333333333,16.1,15.438675851447199,18.0,22.8268005723366,27.0
53,26.9999919314084,37.40506759514622,36.33285771175045,380324.229145739,11.0,16.1,15.438775081299,18.0,22.8268005723366,27.0
54,26.9999860456253,37.271094962155615,36.332121170478096,380324.229145739,13.916666666666698,16.1,15.4388669663321,18.0,22.8268005723366,27.0
55,26.999992505486798,37.384088701773514,36.331353526113745,380324.229145739,16.8333333333333,16.1,15.4389681235745,18.0,22.8268005723366,27.0
56,26.9999857886066,37.31091311635394,36.330473622317456,380324.229145739,19.75,16.1,15.439065787066697,18.0,22.8268005723366,27.0
57,26.999991552060802,37.38315217419761,36.32959576950606,380324.229145739,22.6666666666667,16.1,15.4391727119754,18.0,22.8268005723366,27.0
58,26.9999942238307,37.35512390216062,36.32858081823005,380324.229145739,25.5833333333333,16.1,15.4392902069765,18.0,22.8268005723366,27.0
59,26.9999917584158,37.35011698971142,36.3275456650385,380324.229145739,28.5,16.1,15.4394118782211,18.0,22.8268005723366,27.0
60,27.000102646141496,37.32362344479008,36.326091560593895,380258.932764897,31.4166666666667,16.1,15.4405517597065,18.0,22.8268005723366,27.0
61,27.000081946565498,37.42400017415744,36.3260793932073,380258.932764897,34.3333333333333,16.1,15.4413567335396,18.0,22.8268005723366,27.0
62,27.0001130456187,37.46244482936463,36.32596104908805,380258.932764897,37.25,16.1,15.4418762320825,18.0,22.8268005723366,27.0
63,27.000315601652797,37.29610705714229,36.3255773672657,380258.932764897,40.1666666666667,16.1,15.4426825710057,18.0,22.8268005723366,27.0
64,27.000181157226496,37.32528209879245,36.3250891324355,380258.932764897,43.0833333333333,16.1,15.4430779310406,18.0,22.8268005723366,27.0
65,27.000250268931104,37.42564128975776,36.3245994750292,380258.932764897,46.0,16.1,15.4436982777422,18.0,22.8268005723366,27.0
66,27.000399137483896,37.435758007198345,36.32404628928135,380258.932764897,55.1666666666667,16.1,15.444399637209198,18.0,22.8268005723366,27.0
67,27.000233671412303,37.45561856600571,36.32347018659006,380258.932764897,64.3333333333333,16.1,15.4451626667072,18.0,22.8268005723366,27.0
68,27.0002367664427,37.431769102610204,36.32278677841755,380258.932764897,73.5,16.1,15.4454758550877,18.0,22.8268005723366,27.0
69,27.000135911437603,37.39019837707026,36.32210128206905,380258.932764897,82.6666666666667,16.1,15.446168840972,18.0,22.8268005723366,27.0
70,27.000106455398903,37.48170118176688,36.32135331138445,380258.932764897,91.8333333333333,16.1,15.4466876994715,18.0,22.8268005723366,27.0
71,27.000317076818103,37.325738225250454,36.3205909835364,380258.932764897,101.0,16.1,15.447153271639099,18.0,22.8268005723366,27.0
72,27.000098268522603,37.47843657924925,36.339640411604,381511.754608886,110.166666666667,16.1,15.434717177240698,18.0,22.8268005723366,27.0
73,27.0000432934112,37.51633672139484,36.35038627735005,381511.754608886,119.333333333333,16.1,15.4323491717733,18.0,22.8268005723366,27.0
74,27.000007700109002,37.53550748260515,36.35864096523515,381511.754608886,128.5,16.1,15.4317779706302,18.0,22.8268005723366,27.0
75,26.999996741160498,37.55517839132455,36.36580320630625,381511.754608886,137.666666666667,16.1,15.4312044237836,18.0,22.8268005723366,27.0
76,26.999985717150196,37.351668637888906,36.37194623604705,381511.754608886,146.833333333333,16.1,15.4306669047843,18.0,22.8268005723366,27.0
77,26.999993434692303,37.429199003176585,36.3769559489132,381511.754608886,156.0,16.1,15.4301652756215,18.0,22.8268005723366,27.0
78,26.999991826153302,37.43481831006707,36.38142298632611,381511.754608886,161.58333333333334,16.1,15.4297020240324,18.0,22.8268005723366,27.0
79,26.999988170739098,37.41153949390873,36.385122075158904,381511.754608886,167.16666666666666,16.1,15.429294743756198,18.0,22.8268005723366,27.0
80,26.999981400038603,37.47761372097188,36.3882293210964,381511.754608886,172.75,16.1,15.4289300774017,18.0,22.8268005723366,27.0
81,26.999989256848895,37.342403162429775,36.39084294197365,381511.754608886,178.33333333333334,16.1,15.428597450111301,18.0,22.8268005723366,27.0
82,26.9999926219673,37.42309640013627,36.39315020321895,381511.754608886,183.91666666666666,16.1,15.428311783411301,18.0,22.8268005723366,27.0
83,26.999989219283105,37.52689800986883,36.3950167974845,381511.754608886,189.5,16.1,15.428042798526402,18.0,22.8268005723366,27.0
84,26.999982950844696,37.644366092547614,36.458347664353,385270.22014085297,195.08333333333334,16.15,15.390584573658302,18.0,22.8268005723366,27.0
85,27.000027786908003,37.64888800119741,36.501152664931496,385270.22014085297,200.66666666666666,16.2,15.3831788988816,18.0,22.8268005723366,27.0
86,27.000117552428303,37.73378906690362,36.5355648737866,385270.22014085297,206.25,16.25,15.381486850375198,18.0,22.8268005723366,27.0
87,27.0001103467111,37.63281791220142,36.56375446981715,385270.22014085297,211.83333333333334,16.3,15.3796354864447,18.0,22.8268005723366,27.0
88,27.0000588597248,37.749793032353445,36.59075317145475,385270.22014085297,217.41666666666666,16.35,15.377959453503802,18.0,22.8268005723366,27.0
89,26.893079677923,37.592390436690756,36.61475152339425,385270.22014085297,223.0,16.4,15.263775652018301,18.0,22.8268005723366,27.0
90,26.989856199929196,37.67477598646879,36.629212922088755,385270.22014085297,229.583333333333,16.45,15.3897539321913,18.0,22.8268005723366,27.0
91,26.998516916437396,37.706949585102805,36.651604322908604,385270.22014085297,236.166666666667,16.5,15.380891304811499,18.0,22.8268005723366,27.0
92,26.9768284381493,37.743860670864336,36.66883184023165,385270.22014085297,242.75,16.55,15.344225763001802,18.0,22.8268005723366,27.0
93,26.9963899473588,37.774943061052255,36.6846434212769,385270.22014085297,249.333333333333,16.6,15.372519222976699,18.0,22.8268005723366,27.0
94,26.9642688211274,37.63978240076467,36.69852147167255,385270.22014085297,255.916666666667,16.65,15.326374622046401,18.0,22.8268005723366,27.0
95,26.9978267262527,37.68396007579694,36.7113542526725,385270.22014085297,262.5,16.7,15.376361059926,18.0,22.8268005723366,27.0
96,26.999304558819194,37.76377795872824,36.7233871158258,385270.22014085297,269.08333333333303,16.7416666666667,15.364765183450501,18.0,22.8268005723366,27.0
97,26.940179374672496,37.774722871040964,36.7337694640011,385270.22014085297,275.66666666666697,16.783333333333303,15.2862075783672,18.0,22.8268005723366,27.0
98,26.9962126180945,37.879909016456516,36.74268379330685,385270.22014085297,282.25,16.825,15.376503672702599,18.0,22.8268005723366,27.0
99,26.9997270594343,37.814157817199224,36.752960067242455,385270.22014085297,288.83333333333303,16.8666666666667,15.3630801064155,18.0,22.8268005723366,27.0
100,26.9998999022262,37.776671197284536,36.7625834831621,385270.22014085297,295.41666666666697,16.908333333333303,15.361888021125699,18.0,22.8268005723366,27.0
101,26.9998086064149,37.875592711653674,36.77105419680835,385270.22014085297,302.0,16.95,15.3603553233192,18.0,22.8268005723366,27.0
102,26.999895898145102,37.73592097235381,36.7787049486242,385270.22014085297,306.91666666666697,16.9916666666667,15.358783333327501,18.0,22.8268005723366,27.0
103,26.999930761079398,37.78808396954957,36.78657880913975,385270.22014085297,311.83333333333303,17.033333333333303,15.357330711385698,18.0,22.8268005723366,27.0
104,26.999873820791997,37.81893283496596,36.79403997877485,385270.22014085297,316.75,17.075,15.355867275844501,18.0,22.8268005723366,27.0
105,26.9999331787035,37.745526518549354,36.8010449845483,385270.22014085297,321.66666666666697,17.1166666666667,15.3543941812258,18.0,22.8268005723366,27.0
106,26.9999481224601,37.79698472405519,36.8084754460514,385270.22014085297,326.58333333333303,17.158333333333303,15.3530414250928,18.0,22.8268005723366,27.0
107,26.999948344634902,37.83860367013131,36.81563416165066,385270.22014085297,331.5,17.2,15.351716138019302,18.0,22.8268005723366,27.0
108,26.9999533682248,37.75159479861312,36.8225313885034,385270.22014085297,336.41666666666697,17.25,15.350533951313501,18.0,22.8268005723366,27.0
109,26.999936788842692,37.81877326342393,36.82891345211555,385270.22014085297,341.33333333333303,17.3,15.349304453934,18.0,22.8268005723366,27.0
110,26.999951918410005,37.87768481172276,36.8343114205479,385270.22014085297,346.25,17.35,15.348113863549699,18.0,22.8268005723366,27.0
111,26.999910796095495,37.86650076321993,36.8391504162105,385270.22014085297,351.166666666667,17.4,15.346915187405902,18.0,22.8268005723366,27.0
112,26.999933230292395,38.00401045658799,36.84353500176185,385270.22014085297,356.083333333333,17.45,15.3457654170973,18.0,22.8268005723366,27.0
113,26.999909002253,38.05486865151745,36.84756987949595,385270.22014085297,361.0,17.5,15.3445812096947,18.0,22.8268005723366,27.0
114,26.999953579016108,37.9594203806618,36.85131561296295,385270.22014085297,367.083333333333,17.55,15.3433266309184,18.0,22.8268005723366,27.0
115,26.9999646836542,37.85788950224928,36.854841672331304,385270.22014085297,373.166666666667,17.6,15.3421032972612,18.0,22.8268005723366,27.0
116,26.9999616164259,37.97359954220207,36.85817811080345,385270.22014085297,379.25,17.65,15.340919257383803,18.0,22.8268005723366,27.0
117,26.999921493799896,37.95855782710754,36.861345248964554,385270.22014085297,385.333333333333,17.7,15.3396871675755,18.0,22.8268005723366,27.0
118,26.9999395056371,38.07196052501998,36.864355414699546,385270.22014085297,391.416666666667,17.75,15.3385046831577,18.0,22.8268005723366,27.0
119,26.9999703166518,37.87419527091313,36.867254232314195,385270.22014085297,397.5,17.8,15.3372593873115,18.0,22.8268005723366,27.0
120,27.000032873349,37.97869851105658,36.8700543745126,385270.22014085297,403.583333333333,17.841666666666697,15.3363713512567,18.0,22.8268005723366,27.0
121,27.000052864594604,37.82061270907777,36.87276709926675,385270.22014085297,409.666666666667,17.8833333333333,15.335513054676099,18.0,22.8268005723366,27.0
122,27.000034766561704,37.9031076428465,36.87539859378505,385270.22014085297,415.75,17.925,15.334760062374402,18.0,22.8268005723366,27.0
123,27.000044337398702,37.89464314349553,36.87794326706096,385270.22014085297,421.833333333333,17.966666666666697,15.3339682805866,18.0,22.8268005723366,27.0
124,27.0000908019664,37.92481435704794,36.88040650348345,385270.22014085297,427.916666666667,18.0083333333333,15.3332798833701,18.0,22.8268005723366,27.0
125,27.0000527862016,38.11079617037718,36.88279130107935,385270.22014085297,434.0,18.05,15.3325854968208,18.0,22.8268005723366,27.0
126,27.000066860068998,37.94201120475256,36.8851123229465,385270.22014085297,434.083333333333,18.091666666666697,15.331940898760099,18.0,22.8268005723366,27.0
127,27.000097103033298,37.92281531713393,36.887391802078454,385270.22014085297,434.166666666667,18.1333333333333,15.331282339839499,18.0,22.8268005723366,27.0
128,27.000071943445395,38.06332115497764,36.889639467134195,385270.22014085297,434.25,18.175,15.3305833681429,18.0,22.8268005723366,27.0
129,27.0000509765763,38.027938340492625,36.891848231069204,385270.22014085297,434.333333333333,18.216666666666697,15.329906809832302,18.0,22.8268005723366,27.0
130,27.000065567104503,38.21179866279041,36.894035551937804,385270.22014085297,434.416666666667,18.2583333333333,15.3292444757714,18.0,22.8268005723366,27.0
131,27.0000950791323,37.96789602925708,36.8962136955916,385270.22014085297,434.5,18.3,15.3285626415041,18.0,22.8268005723366,27.0
132,27.0000214992958,38.03717600401771,36.896000325230204,385270.22014085297,434.583333333333,18.3,15.327674175263699,18.0,22.8268005723366,27.0
133,27.000007663786302,38.10996801440234,36.897002119956596,385270.22014085297,434.666666666667,18.3,15.326791218645198,18.0,22.8268005723366,27.0
134,27.000000939244103,37.93583882970796,36.89823042119645,385270.22014085297,434.75,18.3,15.325908801642699,18.0,22.8268005723366,27.0
135,26.999999748353897,38.07286284382546,36.8995935018541,385270.22014085297,434.833333333333,18.3,15.3250256275266,18.0,22.8268005723366,27.0
136,26.9999985282648,38.13238087788852,36.90105158886735,385270.22014085297,434.916666666667,18.3,15.324168182560802,18.0,22.8268005723366,27.0
137,26.9999962706576,38.02819890935075,36.902587629554645,385270.22014085297,435.0,18.3,15.323321209330402,18.0,22.8268005723366,27.0
138,26.9999982343186,38.179837426923314,36.90418737606355,385270.22014085297,437.49999999999966,18.3,15.3224765408551,18.0,22.8268005723366,27.0
139,26.999997539055396,38.07776544158396,36.905848381428,385270.22014085297,440.00000000000034,18.3,15.3216266070767,18.0,22.8268005723366,27.0
140,26.999996056592398,38.0595723454945,36.907560441456454,385270.22014085297,442.5,18.3,15.320767870504401,18.0,22.8268005723366,27.0
141,26.999998194571504,37.97453708432258,36.909311926732954,385270.22014085297,444.99999999999966,18.3,15.3199127653775,18.0,22.8268005723366,27.0
142,26.999999583333203,37.91467176965779,36.911086868000055,385270.22014085297,447.50000000000034,18.3,15.3190725339187,18.0,22.8268005723366,27.0
143,26.999996740776602,38.070490076947,36.9128556789739,385270.22014085297,450.0,18.3,15.318280872044001,18.0,22.8268005723366,27.0
144,26.9999702507137,38.09330320469741,36.91699545763665,385270.22014085297,452.49999999999966,18.35,15.3174456114485,18.0,22.8268005723366,27.0
145,26.999968879994697,38.21798067717192,36.91988731655895,385270.22014085297,455.00000000000034,18.4,15.3166158217803,18.0,22.8268005723366,27.0
146,26.9999549994421,38.1423795906573,36.92253663438885,385270.22014085297,457.5,18.45,15.315754957844401,18.0,22.8268005723366,27.0
147,26.999964965829502,38.2643876161061,36.9250416535104,385270.22014085297,459.99999999999966,18.5,15.3148721893183,18.0,22.8268005723366,27.0
148,26.9999540078187,38.201794643280564,36.9274457029654,385270.22014085297,462.50000000000034,18.55,15.3139426034625,18.0,22.8268005723366,27.0
149,26.999933093215198,38.18357055102318,36.929772237801956,385270.22014085297,465.0,18.6,15.3129776326476,18.0,22.8268005723366,27.0
150,26.9999513352222,38.19610018403184,36.932039376224594,385270.22014085297,460.916666666667,18.65,15.312014199396,18.0,22.8268005723366,27.0
151,26.999965983893198,38.07475739202424,36.9342626663384,385270.22014085297,456.833333333333,18.7,15.3110362534094,18.0,22.8268005723366,27.0
152,26.9999831038346,37.96969908523952,36.936436883045246,385270.22014085297,452.75,18.75,15.310024835820998,18.0,22.8268005723366,27.0
153,26.999985563193604,38.280256782307106,36.93854876281035,385270.22014085297,448.666666666667,18.8,15.3090968811383,18.0,22.8268005723366,27.0
154,26.9999645386222,38.20407083594805,36.940593668128145,385270.22014085297,444.583333333333,18.85,15.3082480095158,18.0,22.8268005723366,27.0
155,26.999979397066493,38.19476155673952,36.94258724392425,385270.22014085297,440.5,18.9,15.307366448708699,18.0,22.8268005723366,27.0
156,27.0000418533773,38.1978604218238,36.9445543195015,385270.22014085297,436.416666666667,18.8083333333333,15.3068431793434,18.0,22.8268005723366,27.0
157,27.000091981504898,38.297960340571024,36.94650485374726,385270.22014085297,432.333333333333,18.716666666666697,15.3063712093734,18.0,22.8268005723366,27.0
158,27.000059781298102,38.16808048827278,36.94844178682365,385270.22014085297,428.25,18.625,15.306008687677698,18.0,22.8268005723366,27.0
159,27.000078233930303,38.30117659608813,36.9503697085332,385270.22014085297,424.166666666667,18.533333333333303,15.3054927077396,18.0,22.8268005723366,27.0
160,27.000115862781403,38.28407282241864,36.952292568501946,385270.22014085297,420.083333333333,18.4416666666667,15.3050664460411,18.0,22.8268005723366,27.0
161,27.000093117609104,38.25926494563137,36.95421336244015,385270.22014085297,416.0,18.35,15.3046206218414,18.0,22.8268005723366,27.0
162,27.0000516165348,38.27220278503708,36.95613588064315,385270.22014085297,414.1666666666663,18.2583333333333,15.304302157404198,18.0,22.8268005723366,27.0
163,27.000047140853802,38.18418357472442,36.958054216072654,385270.22014085297,412.3333333333337,18.1666666666667,15.303888618861198,18.0,22.8268005723366,27.0
164,27.0001143638348,38.32414100766356,36.95996011419335,385270.22014085297,410.5,18.075,15.303414286623301,18.0,22.8268005723366,27.0
165,27.0000988183245,38.243389079624514,36.9618439398621,385270.22014085297,408.6666666666663,17.983333333333302,15.303002932551301,18.0,22.8268005723366,27.0
166,27.0001926044043,38.02192661070726,36.96370435419135,385270.22014085297,406.8333333333337,17.891666666666698,15.302679084253302,18.0,22.8268005723366,27.0
167,27.0001123838764,38.050172958578784,36.96553570612315,385270.22014085297,405.0,17.8,15.3022967940942,18.0,22.8268005723366,27.0
168,27.000010345729603,38.31344837647053,36.96730753608645,385270.22014085297,403.1666666666663,17.8,15.3018445723912,18.0,22.8268005723366,27.0
169,27.000004216756803,38.43823815630863,36.969017822771896,385270.22014085297,401.3333333333337,17.8,15.3012230186621,18.0,22.8268005723366,27.0
170,27.000000905377,38.45583344772969,36.97069399176255,385270.22014085297,399.5,17.8,15.300623159662,18.0,22.8268005723366,27.0
171,26.999999059312,38.35852963324067,36.9723729767462,385270.22014085297,397.6666666666663,17.8,15.2999639744713,18.0,22.8268005723366,27.0
172,26.999998802119396,38.41058983359477,36.974068259578004,385270.22014085297,395.8333333333337,17.8,15.2992357090464,18.0,22.8268005723366,27.0
173,26.9999977676349,38.242368692378754,36.975789437763396,385270.22014085297,394.0,17.8,15.2984586999766,18.0,22.8268005723366,27.0
174,26.999998310810298,38.240743619131216,36.977523606288756,385270.22014085297,375.5,17.8,15.2976651952367,18.0,22.8268005723366,27.0
175,26.999999797345502,38.43727045305599,36.9792597549217,385270.22014085297,357.0,17.8,15.296885811917699,18.0,22.8268005723366,27.0
176,26.999997878704505,38.39855645119611,36.98098382313955,385270.22014085297,338.5,17.8,15.2961428383498,18.0,22.8268005723366,27.0
177,26.999996214522,38.47616965479824,36.9827021893011,385270.22014085297,320.0,17.8,15.295401765727698,18.0,22.8268005723366,27.0
178,26.999998374070397,38.28079290363556,36.98442479758065,385270.22014085297,301.5,17.8,15.294647154591699,18.0,22.8268005723366,27.0
179,26.9999976081962,38.333943841064375,36.98616077378635,385270.22014085297,283.0,17.8,15.293872492427,18.0,22.8268005723366,27.0
180,27.0000462566192,38.30399531183771,36.9878848457758,385270.22014085297,264.5,17.658333333333303,15.293363135412399,18.0,22.8268005723366,27.0
181,27.000072447508696,38.3806445359758,36.9895970464558,385270.22014085297,246.0,17.516666666666698,15.2928960574508,18.0,22.8268005723366,27.0
182,27.000112447115196,38.28867252512777,36.991296138744445,385270.22014085297,227.5,17.375,15.2925351031042,18.0,22.8268005723366,27.0
183,27.000093418673,38.21863346728699,36.99298063682255,385270.22014085297,209.0,17.233333333333302,15.292196456477999,18.0,22.8268005723366,27.0
184,27.0001292711658,38.070780280936795,36.9946395167963,385270.22014085297,190.5,17.091666666666697,15.2919398650198,18.0,22.8268005723366,27.0
185,27.000074240476394,38.37191356720369,36.996252969473204,385270.22014085297,172.0,16.95,15.2918518396085,18.0,22.8268005723366,27.0
186,27.000177024839502,38.09799992835679,36.9978077857893,385270.22014085297,169.24999999999966,16.8083333333333,15.2916563425354,18.0,22.8268005723366,27.0
187,26.977013651194,38.21857188226698,36.99931534906855,385270.22014085297,166.50000000000034,16.6666666666667,15.2625547554388,18.0,22.8268005723366,27.0
188,26.996508722255196,38.07666418263296,37.00074070918105,385270.22014085297,163.75,16.525,15.2925481519997,18.0,22.8268005723366,27.0
189,26.9998957349089,38.16688324411854,37.002070659651054,385270.22014085297,160.99999999999966,16.3833333333333,15.292995400376599,18.0,22.8268005723366,27.0
190,27.0001935039878,38.29482778926248,37.00344395303139,385270.22014085297,158.25000000000034,16.2416666666667,15.291915847465901,18.0,22.8268005723366,27.0
191,27.000174427732897,38.360709643795076,37.00472574027975,385270.22014085297,155.5,16.1,15.2918198971575,18.0,22.8268005723366,27.0
192,27.0001358286569,38.19433962258922,36.96416136440895,382764.576452875,152.74999999999966,16.0583333333333,15.3168078253446,18.0,22.8268005723366,27.0
193,27.000201606693302,37.99937877640571,36.9367446310727,382764.576452875,150.00000000000034,16.016666666666698,15.321736619147,18.0,22.8268005723366,27.0
194,27.000095922311,38.25654005408994,36.91631854595175,382764.576452875,147.25,15.975,15.3227374796333,18.0,22.8268005723366,27.0
195,27.0001584733492,38.041655769312605,36.8975637549631,382764.576452875,144.49999999999966,15.933333333333302,15.3239093949421,18.0,22.8268005723366,27.0
196,27.0000862846191,38.06619497178004,36.8817566690537,382764.576452875,141.75000000000034,15.891666666666698,15.3248689472811,18.0,22.8268005723366,27.0
197,27.000043043843398,38.24082232170301,36.8673129292192,382764.576452875,139.0,15.85,15.3259110715908,18.0,22.8268005723366,27.0
198,27.0001919006309,38.26110519993314,36.85386730795395,382764.576452875,137.58333333333334,15.808333333333302,15.326796840143,18.0,22.8268005723366,27.0
199,27.000172627083998,38.12817130262132,36.8431787415196,382764.576452875,136.16666666666666,15.766666666666698,15.327568976989902,18.0,22.8268005723366,27.0
200,27.0000859821831,38.11823973682862,36.8333663345349,382764.576452875,134.75,15.725,15.328419203788199,18.0,22.8268005723366,27.0
201,27.0000985256321,38.057718133295076,36.824203468125646,382764.576452875,133.33333333333334,15.683333333333302,15.3290118678814,18.0,22.8268005723366,27.0
202,27.0002267354278,38.175788468944724,36.816438051972355,382764.576452875,131.91666666666666,15.641666666666698,15.329756699632599,18.0,22.8268005723366,27.0
203,27.0001413399461,38.177822638439345,36.8098284876678,382764.576452875,130.5,15.6,15.3305389103226,18.0,22.8268005723366,27.0
