,tout,q,qt,c,PLRs,PLR,hourindex
194,-1.1,0.0,0.0,0.0,0.0,0.0,16
195,-1.1,0.0,0.0,0.0,0.0,0.0,16
196,-1.1,0.0,0.0,0.0,0.0,0.0,16
197,-1.1,0.0,0.0,0.0,0.0,0.0,16
198,-1.1,0.0,0.0,0.0,0.0,0.0,16
199,-1.1,0.0,0.0,0.0,0.0,0.0,16
200,-1.1,0.0,0.0,0.0,0.0,0.0,16
201,-1.1,0.0,0.0,0.0,0.0,0.0,16
202,-1.1,0.0,0.0,0.0,0.0,0.0,16
203,-1.1,0.0,0.0,0.0,0.0,0.0,16
204,-1.15,0.0,0.0,0.0,0.0,0.0,17
205,-1.2,0.0,0.0,0.0,0.0,0.0,17
206,-1.25,0.0,0.0,0.0,0.0,0.0,17
207,-1.3,0.0,0.0,0.0,0.0,0.0,17
208,-1.35,0.0,0.0,0.0,0.0,0.0,17
209,-1.4,0.0,0.0,0.0,0.0,0.0,17
210,-1.45,0.0,0.0,0.0,0.0,0.0,17
211,-1.5,0.0,0.0,0.0,0.0,0.0,17
212,-1.55,0.0,0.0,0.0,0.0,0.0,17
213,-1.6,0.0,0.0,0.0,0.0,0.0,17
214,-1.65,0.0,0.0,0.0,0.0,0.0,17
215,-1.7,0.0,0.0,0.0,0.0,0.0,17
216,-1.7416666669999998,0.0,0.0,0.0,0.0,0.0,18
217,-1.783333333,0.0,0.0,0.0,0.0,0.0,18
218,-1.825,0.0,0.0,0.0,0.0,0.0,18
219,-1.8666666669999998,0.0,0.0,0.0,0.0,0.0,18
220,-1.908333333,0.0,0.0,0.0,0.0,0.0,18
221,-1.95,0.0,0.0,0.0,0.0,0.0,18
222,-1.9916666669999998,0.0,0.0,0.0,0.0,0.0,18
223,-2.0333333330000003,0.0,0.0,0.0,0.0,0.0,18
224,-2.075,0.0,0.0,0.0,0.0,0.0,18
225,-2.116666667,0.0,0.0,0.0,0.0,0.0,18
226,-2.1583333330000003,0.0,0.0,0.0,0.0,0.0,18
227,-2.2,0.0,0.0,0.0,0.0,0.0,18
228,-2.108333333,0.0,0.0,0.0,0.0,0.0,19
229,-2.016666667,0.0,0.0,0.0,0.0,0.0,19
230,-1.925,0.0,0.0,0.0,0.0,0.0,19
231,-1.8333333330000001,0.0,0.0,0.0,0.0,0.0,19
232,-1.7416666669999998,0.0,0.0,0.0,0.0,0.0,19
233,-1.65,0.0,0.0,0.0,0.0,0.0,19
234,-1.5583333330000002,0.0,0.0,0.0,0.0,0.0,19
235,-1.466666667,0.0,0.0,0.0,0.0,0.0,19
236,-1.375,0.0,0.0,0.0,0.0,0.0,19
237,-1.283333333,0.0,0.0,0.0,0.0,0.0,19
238,-1.191666667,0.0,0.0,0.0,0.0,0.0,19
239,-1.1,0.0,0.0,0.0,0.0,0.0,19
240,-1.15,0.0,0.0,0.0,0.0,0.0,20
241,-1.2,0.0,0.0,0.0,0.0,0.0,20
242,-1.25,0.0,0.0,0.0,0.0,0.0,20
243,-1.3,0.0,0.0,0.0,0.0,0.0,20
244,-1.35,0.0,0.0,0.0,0.0,0.0,20
245,-1.4,0.0,0.0,0.0,0.0,0.0,20
246,-1.45,0.0,0.0,0.0,0.0,0.0,20
247,-1.5,0.0,0.0,0.0,0.0,0.0,20
248,-1.55,0.0,0.0,0.0,0.0,0.0,20
249,-1.6,0.0,0.0,0.0,0.0,0.0,20
250,-1.65,0.0,0.0,0.0,0.0,0.0,20
251,-1.7,0.0,0.0,0.0,0.0,0.0,20
252,-1.65,0.0,0.0,0.0,0.0,0.0,21
253,-1.6,0.0,0.0,0.0,0.0,0.0,21
254,-1.55,0.0,0.0,0.0,0.0,0.0,21
255,-1.5,0.0,0.0,0.0,0.0,0.0,21
256,-1.45,0.0,0.0,0.0,0.0,0.0,21
257,-1.4,0.0,0.0,0.0,0.0,0.0,21
258,-1.35,0.0,0.0,0.0,0.0,0.0,21
259,-1.3,0.0,0.0,0.0,0.0,0.0,21
260,-1.25,0.0,0.0,0.0,0.0,0.0,21
261,-1.2,0.0,0.0,0.0,0.0,0.0,21
262,-1.15,0.0,0.0,0.0,0.0,0.0,21
263,-1.1,0.0,0.0,0.0,0.0,0.0,21
264,-1.15,0.0,0.0,0.0,0.0,0.0,22
265,-1.2,0.0,0.0,0.0,0.0,0.0,22
266,-1.25,0.0,0.0,0.0,0.0,0.0,22
267,-1.3,0.0,0.0,0.0,0.0,0.0,22
268,-1.35,0.0,0.0,0.0,0.0,0.0,22
269,-1.4,0.0,0.0,0.0,0.0,0.0,22
270,-1.45,0.0,0.0,0.0,0.0,0.0,22
271,-1.5,0.0,0.0,0.0,0.0,0.0,22
272,-1.55,0.0,0.0,0.0,0.0,0.0,22
273,-1.6,0.0,0.0,0.0,0.0,0.0,22
274,-1.65,0.0,0.0,0.0,0.0,0.0,22
275,-1.7,0.0,0.0,0.0,0.0,0.0,22
276,-1.7,0.0,0.0,0.0,0.0,0.0,23
277,-1.7,0.0,0.0,0.0,0.0,0.0,23
278,-1.7,0.0,0.0,0.0,0.0,0.0,23
279,-1.7,0.0,0.0,0.0,0.0,0.0,23
280,-1.7,0.0,0.0,0.0,0.0,0.0,23
281,-1.7,0.0,0.0,0.0,0.0,0.0,23
282,-1.7,0.0,0.0,0.0,0.0,0.0,23
283,-1.7,0.0,0.0,0.0,0.0,0.0,23
284,-1.7,0.0,0.0,0.0,0.0,0.0,23
285,-1.7,0.0,0.0,0.0,0.0,0.0,23
286,-1.7,0.0,0.0,0.0,0.0,0.0,23
287,-1.7,0.0,0.0,0.0,0.0,0.0,23
288,-1.8833333330000002,0.0,0.0,0.0,0.0,0.0,0
289,-2.066666667,0.0,0.0,0.0,0.0,0.0,0
290,-2.25,0.0,0.0,0.0,0.0,0.0,0
291,-2.433333333,0.0,0.0,0.0,0.0,0.0,0
292,-2.616666667,0.0,0.0,0.0,0.0,0.0,0
293,-2.8,0.0,0.0,0.0,0.0,0.0,0
294,-2.983333333,0.0,0.0,0.0,0.0,0.0,0
295,-3.166666667,0.0,0.0,0.0,0.0,0.0,0
296,-3.35,0.0,0.0,0.0,0.0,0.0,0
297,-3.5333333330000003,0.0,0.0,0.0,0.0,0.0,0
298,-3.7166666669999997,0.0,0.0,0.0,0.0,0.0,0
299,-3.9,0.0,0.0,0.0,0.0,0.0,0
300,-3.808333333,0.0,0.0,0.0,0.0,0.0,1
301,-3.7166666669999997,0.0,0.0,0.0,0.0,0.0,1
302,-3.625,0.0,0.0,0.0,0.0,0.0,1
303,-3.5333333330000003,0.0,0.0,0.0,0.0,0.0,1
304,-3.441666667,0.0,0.0,0.0,0.0,0.0,1
305,-3.35,0.0,0.0,0.0,0.0,0.0,1
306,-3.258333333,0.0,0.0,0.0,0.0,0.0,1
307,-3.166666667,0.0,0.0,0.0,0.0,0.0,1
308,-3.075,0.0,0.0,0.0,0.0,0.0,1
309,-2.983333333,0.0,0.0,0.0,0.0,0.0,1
310,-2.891666667,0.0,0.0,0.0,0.0,0.0,1
311,-2.8,0.0,0.0,0.0,0.0,0.0,1
312,-2.8416666669999997,0.0,0.0,0.0,0.0,0.0,2
313,-2.883333333,0.0,0.0,0.0,0.0,0.0,2
314,-2.925,0.0,0.0,0.0,0.0,0.0,2
315,-2.9666666669999997,0.0,0.0,0.0,0.0,0.0,2
316,-3.008333333,0.0,0.0,0.0,0.0,0.0,2
317,-3.05,0.0,0.0,0.0,0.0,0.0,2
318,-3.0916666669999997,0.0,0.0,0.0,0.0,0.0,2
319,-3.133333333,0.0,0.0,0.0,0.0,0.0,2
320,-3.175,0.0,0.0,0.0,0.0,0.0,2
321,-3.2166666669999997,0.0,0.0,0.0,0.0,0.0,2
322,-3.258333333,0.0,0.0,0.0,0.0,0.0,2
323,-3.3,0.0,0.0,0.0,0.0,0.0,2
324,-3.258333333,0.0,0.0,0.0,0.0,0.0,3
325,-3.2166666669999997,0.0,0.0,0.0,0.0,0.0,3
326,-3.175,0.0,0.0,0.0,0.0,0.0,3
327,-3.133333333,0.0,0.0,0.0,0.0,0.0,3
328,-3.0916666669999997,0.0,0.0,0.0,0.0,0.0,3
329,-3.05,0.0,0.0,0.0,0.0,0.0,3
330,-3.008333333,0.0,0.0,0.0,0.0,0.0,3
331,-2.9666666669999997,0.0,0.0,0.0,0.0,0.0,3
332,-2.925,0.0,0.0,0.0,0.0,0.0,3
333,-2.883333333,0.0,0.0,0.0,0.0,0.0,3
334,-2.8416666669999997,0.0,0.0,0.0,0.0,0.0,3
335,-2.8,0.0,0.0,0.0,0.0,0.0,3
336,-2.6583333330000003,0.0,0.0,0.0,0.0,0.0,4
337,-2.516666667,0.0,0.0,0.0,0.0,0.0,4
338,-2.375,0.0,0.0,0.0,0.0,0.0,4
339,-2.233333333,0.0,0.0,0.0,0.0,0.0,4
340,-2.0916666669999997,0.0,0.0,0.0,0.0,0.0,4
341,-1.95,0.0,0.0,0.0,0.0,0.0,4
342,-1.8083333330000002,0.0,0.0,0.0,0.0,0.0,4
343,-1.6666666669999999,0.0,0.0,0.0,0.0,0.0,4
344,-1.525,0.0,0.0,0.0,0.0,0.0,4
345,-1.3833333330000002,0.0,0.0,0.0,0.0,0.0,4
346,-1.241666667,0.0,0.0,0.0,0.0,0.0,4
347,-1.1,0.0,0.0,0.0,0.0,0.0,4
348,-1.1,0.0,0.0,0.0,0.0,0.0,5
349,-1.1,0.0,0.0,0.0,0.0,0.0,5
350,-1.1,0.0,0.0,0.0,0.0,0.0,5
351,-1.1,0.0,0.0,0.0,0.0,0.0,5
352,-1.1,0.0,0.0,0.0,0.0,0.0,5
353,-1.1,0.0,0.0,0.0,0.0,0.0,5
354,-1.1,0.0,0.0,0.0,0.0,0.0,5
355,-1.1,0.0,0.0,0.0,0.0,0.0,5
356,-1.1,0.0,0.0,0.0,0.0,0.0,5
357,-1.1,0.0,0.0,0.0,0.0,0.0,5
358,-1.1,0.0,0.0,0.0,0.0,0.0,5
359,-1.1,0.0,0.0,0.0,0.0,0.0,5
360,-1.058333333,0.0,0.0,0.0,0.0,0.0,6
361,-1.016666667,0.0,0.0,0.0,0.0,0.0,6
362,-0.975,0.0,0.0,0.0,0.0,0.0,6
363,-0.933333333,0.0,0.0,0.0,0.0,0.0,6
364,-0.8916666670000001,0.0,0.0,0.0,0.0,0.0,6
365,-0.85,0.0,0.0,0.0,0.0,0.0,6
366,-0.808333333,0.0,0.0,0.0,0.0,0.0,6
367,-0.7666666670000001,0.0,0.0,0.0,0.0,0.0,6
368,-0.725,0.0,0.0,0.0,0.0,0.0,6
369,-0.683333333,0.0,0.0,0.0,0.0,0.0,6
370,-0.6416666670000001,0.0,0.0,0.0,0.0,0.0,6
371,-0.6,0.0,0.0,0.0,0.0,0.0,6
372,-0.6,0.0,0.0,0.0,0.0,0.0,7
373,-0.6,0.0,0.0,0.0,0.0,0.0,7
374,-0.6,0.0,0.0,0.0,0.0,0.0,7
375,-0.6,0.0,0.0,0.0,0.0,0.0,7
376,-0.6,0.0,0.0,0.0,0.0,0.0,7
377,-0.6,0.0,0.0,0.0,0.0,0.0,7
378,-0.6,0.0,0.0,0.0,0.0,0.0,7
379,-0.6,0.0,0.0,0.0,0.0,0.0,7
380,-0.6,0.0,0.0,0.0,0.0,0.0,7
381,-0.6,0.0,0.0,0.0,0.0,0.0,7
382,-0.6,0.0,0.0,0.0,0.0,0.0,7
383,-0.6,0.0,0.0,0.0,0.0,0.0,7
384,-0.55,0.0,0.0,0.0,0.0,0.0,8
385,-0.5,0.0,0.0,0.0,0.0,0.0,8
386,-0.45,0.0,0.0,0.0,0.0,0.0,8
387,-0.4,0.0,0.0,0.0,0.0,0.0,8
388,-0.35,0.0,0.0,0.0,0.0,0.0,8
389,-0.3,0.0,0.0,0.0,0.0,0.0,8
390,-0.25,0.0,0.0,0.0,0.0,0.0,8
391,-0.2,0.0,0.0,0.0,0.0,0.0,8
392,-0.15,0.0,0.0,0.0,0.0,0.0,8
393,-0.1,0.0,0.0,0.0,0.0,0.0,8
394,-0.05,0.0,0.0,0.0,0.0,0.0,8
395,0.0,0.0,0.0,0.0,0.0,0.0,8
396,0.05,0.0,0.0,0.0,0.0,0.0,9
397,0.1,0.0,0.0,0.0,0.0,0.0,9
398,0.15,0.0,0.0,0.0,0.0,0.0,9
399,0.2,0.0,0.0,0.0,0.0,0.0,9
400,0.25,0.0,0.0,0.0,0.0,0.0,9
401,0.3,0.0,0.0,0.0,0.0,0.0,9
402,0.35,0.0,0.0,0.0,0.0,0.0,9
403,0.4,0.0,0.0,0.0,0.0,0.0,9
404,0.45,0.0,0.0,0.0,0.0,0.0,9
405,0.5,0.0,0.0,0.0,0.0,0.0,9
406,0.55,0.0,0.0,0.0,0.0,0.0,9
407,0.6,0.0,0.0,0.0,0.0,0.0,9
408,0.691666667,0.0,0.0,0.0,0.0,0.0,10
409,0.783333333,0.0,0.0,0.0,0.0,0.0,10
410,0.875,0.0,0.0,0.0,0.0,0.0,10
411,0.966666667,0.0,0.0,0.0,0.0,0.0,10
412,1.058333333,0.0,0.0,0.0,0.0,0.0,10
413,1.15,0.0,0.0,0.0,0.0,0.0,10
414,1.241666667,0.0,0.0,0.0,0.0,0.0,10
415,1.333333333,0.0,0.0,0.0,0.0,0.0,10
416,1.425,0.0,0.0,0.0,0.0,0.0,10
417,1.516666667,0.0,0.0,0.0,0.0,0.0,10
418,1.608333333,0.0,0.0,0.0,0.0,0.0,10
419,1.7,0.0,0.0,0.0,0.0,0.0,10
420,1.7,0.0,0.0,0.0,0.0,0.0,11
421,1.7,0.0,0.0,0.0,0.0,0.0,11
422,1.7,0.0,0.0,0.0,0.0,0.0,11
423,1.7,0.0,0.0,0.0,0.0,0.0,11
424,1.7,0.0,0.0,0.0,0.0,0.0,11
425,1.7,0.0,0.0,0.0,0.0,0.0,11
426,1.7,0.0,0.0,0.0,0.0,0.0,11
427,1.7,0.0,0.0,0.0,0.0,0.0,11
428,1.7,0.0,0.0,0.0,0.0,0.0,11
429,1.7,0.0,0.0,0.0,0.0,0.0,11
430,1.7,0.0,0.0,0.0,0.0,0.0,11
431,1.7,0.0,0.0,0.0,0.0,0.0,11
432,1.7,0.0,0.0,0.0,0.0,0.0,12
433,1.7,0.0,0.0,0.0,0.0,0.0,12
434,1.7,0.0,0.0,0.0,0.0,0.0,12
435,1.7,0.0,0.0,0.0,0.0,0.0,12
436,1.7,0.0,0.0,0.0,0.0,0.0,12
437,1.7,0.0,0.0,0.0,0.0,0.0,12
438,1.7,0.0,0.0,0.0,0.0,0.0,12
439,1.7,0.0,0.0,0.0,0.0,0.0,12
440,1.7,0.0,0.0,0.0,0.0,0.0,12
441,1.7,0.0,0.0,0.0,0.0,0.0,12
442,1.7,0.0,0.0,0.0,0.0,0.0,12
443,1.7,0.0,0.0,0.0,0.0,0.0,12
444,1.5583333330000002,0.0,0.0,0.0,0.0,0.0,13
445,1.4166666669999999,0.0,0.0,0.0,0.0,0.0,13
446,1.275,0.0,0.0,0.0,0.0,0.0,13
447,1.133333333,0.0,0.0,0.0,0.0,0.0,13
448,0.9916666670000001,0.0,0.0,0.0,0.0,0.0,13
449,0.85,0.0,0.0,0.0,0.0,0.0,13
450,0.708333333,0.0,0.0,0.0,0.0,0.0,13
451,0.566666667,0.0,0.0,0.0,0.0,0.0,13
452,0.425,0.0,0.0,0.0,0.0,0.0,13
453,0.283333333,0.0,0.0,0.0,0.0,0.0,13
454,0.141666667,0.0,0.0,0.0,0.0,0.0,13
455,0.0,0.0,0.0,0.0,0.0,0.0,13
456,-0.05,0.0,0.0,0.0,0.0,0.0,14
457,-0.1,0.0,0.0,0.0,0.0,0.0,14
458,-0.15,0.0,0.0,0.0,0.0,0.0,14
459,-0.2,0.0,0.0,0.0,0.0,0.0,14
460,-0.25,0.0,0.0,0.0,0.0,0.0,14
461,-0.3,0.0,0.0,0.0,0.0,0.0,14
462,-0.35,0.0,0.0,0.0,0.0,0.0,14
463,-0.4,0.0,0.0,0.0,0.0,0.0,14
464,-0.45,0.0,0.0,0.0,0.0,0.0,14
465,-0.5,0.0,0.0,0.0,0.0,0.0,14
