,Unnamed: 0,tout,q,qt,c,PLRs,PLR,hourindex
0,0,-2.575,0.0,0.0,0.0,0.0,0.0,0
1,1,-3.45,0.0,0.0,0.0,0.0,0.0,0
2,2,-4.325,0.0,0.0,0.0,0.0,0.0,0
3,3,-5.2,0.0,0.0,0.0,0.0,0.0,0
4,4,-6.075,0.0,0.0,0.0,0.0,0.0,0
5,5,-6.95,0.0,0.0,0.0,0.0,0.0,0
6,6,-7.825,0.0,0.0,0.0,0.0,0.0,0
7,7,-8.7,0.0,0.0,0.0,0.0,0.0,0
8,8,-9.575,0.0,0.0,0.0,0.0,0.0,0
9,9,-10.45,0.0,0.0,0.0,0.0,0.0,0
10,10,-11.325,0.0,0.0,0.0,0.0,0.0,0
11,11,-12.2,0.0,0.0,0.0,0.0,0.0,0
12,12,-12.15833333,0.0,0.0,0.0,0.0,0.0,1
13,13,-12.11666667,0.0,0.0,0.0,0.0,0.0,1
14,14,-12.075,0.0,0.0,0.0,0.0,0.0,1
15,15,-12.03333333,0.0,0.0,0.0,0.0,0.0,1
16,16,-11.99166667,0.0,0.0,0.0,0.0,0.0,1
17,17,-11.95,0.0,0.0,0.0,0.0,0.0,1
18,18,-11.90833333,0.0,0.0,0.0,0.0,0.0,1
19,19,-11.86666667,0.0,0.0,0.0,0.0,0.0,1
20,20,-11.825,0.0,0.0,0.0,0.0,0.0,1
21,21,-11.78333333,0.0,0.0,0.0,0.0,0.0,1
22,22,-11.74166667,0.0,0.0,0.0,0.0,0.0,1
23,23,-11.7,0.0,0.0,0.0,0.0,0.0,1
24,24,-11.65,0.0,0.0,0.0,0.0,0.0,2
25,25,-11.6,0.0,0.0,0.0,0.0,0.0,2
26,26,-11.55,0.0,0.0,0.0,0.0,0.0,2
27,27,-11.5,0.0,0.0,0.0,0.0,0.0,2
28,28,-11.45,0.0,0.0,0.0,0.0,0.0,2
29,29,-11.4,0.0,0.0,0.0,0.0,0.0,2
30,30,-11.35,0.0,0.0,0.0,0.0,0.0,2
31,31,-11.3,0.0,0.0,0.0,0.0,0.0,2
32,32,-11.25,0.0,0.0,0.0,0.0,0.0,2
33,33,-11.2,0.0,0.0,0.0,0.0,0.0,2
34,34,-11.15,0.0,0.0,0.0,0.0,0.0,2
35,35,-11.1,0.0,0.0,0.0,0.0,0.0,2
36,36,-11.1,0.0,0.0,0.0,0.0,0.0,3
37,37,-11.1,0.0,0.0,0.0,0.0,0.0,3
38,38,-11.1,0.0,0.0,0.0,0.0,0.0,3
39,39,-11.1,0.0,0.0,0.0,0.0,0.0,3
40,40,-11.1,0.0,0.0,0.0,0.0,0.0,3
41,41,-11.1,0.0,0.0,0.0,0.0,0.0,3
42,42,-11.1,0.0,0.0,0.0,0.0,0.0,3
43,43,-11.1,0.0,0.0,0.0,0.0,0.0,3
44,44,-11.1,0.0,0.0,0.0,0.0,0.0,3
45,45,-11.1,0.0,0.0,0.0,0.0,0.0,3
46,46,-11.1,0.0,0.0,0.0,0.0,0.0,3
47,47,-11.1,0.0,0.0,0.0,0.0,0.0,3
48,48,-11.05833333,0.0,0.0,0.0,0.0,0.0,4
49,49,-11.01666667,0.0,0.0,0.0,0.0,0.0,4
50,50,-10.975,0.0,0.0,0.0,0.0,0.0,4
51,51,-10.93333333,0.0,0.0,0.0,0.0,0.0,4
52,52,-10.89166667,0.0,0.0,0.0,0.0,0.0,4
53,53,-10.85,0.0,0.0,0.0,0.0,0.0,4
54,54,-10.80833333,0.0,0.0,0.0,0.0,0.0,4
55,55,-10.76666667,0.0,0.0,0.0,0.0,0.0,4
56,56,-10.725,0.0,0.0,0.0,0.0,0.0,4
57,57,-10.68333333,0.0,0.0,0.0,0.0,0.0,4
58,58,-10.64166667,0.0,0.0,0.0,0.0,0.0,4
59,59,-10.6,0.0,0.0,0.0,0.0,0.0,4
60,60,-10.6,0.0,0.0,0.0,0.0,0.0,5
61,61,-10.6,0.0,0.0,0.0,0.0,0.0,5
62,62,-10.6,0.0,0.0,0.0,0.0,0.0,5
63,63,-10.6,0.0,0.0,0.0,0.0,0.0,5
64,64,-10.6,0.0,0.0,0.0,0.0,0.0,5
65,65,-10.6,0.0,0.0,0.0,0.0,0.0,5
66,66,-10.6,0.0,0.0,0.0,0.0,0.0,5
67,67,-10.6,0.0,0.0,0.0,0.0,0.0,5
68,68,-10.6,0.0,0.0,0.0,0.0,0.0,5
69,69,-10.6,0.0,0.0,0.0,0.0,0.0,5
70,70,-10.6,0.0,0.0,0.0,0.0,0.0,5
71,71,-10.6,0.0,0.0,0.0,0.0,0.0,5
72,72,-10.6,0.0,0.0,0.0,0.0,0.0,6
73,73,-10.6,0.0,0.0,0.0,0.0,0.0,6
74,74,-10.6,0.0,0.0,0.0,0.0,0.0,6
75,75,-10.6,0.0,0.0,0.0,0.0,0.0,6
76,76,-10.6,0.0,0.0,0.0,0.0,0.0,6
77,77,-10.6,0.0,0.0,0.0,0.0,0.0,6
78,78,-10.6,0.0,0.0,0.0,0.0,0.0,6
79,79,-10.6,0.0,0.0,0.0,0.0,0.0,6
80,80,-10.6,0.0,0.0,0.0,0.0,0.0,6
81,81,-10.6,0.0,0.0,0.0,0.0,0.0,6
82,82,-10.6,0.0,0.0,0.0,0.0,0.0,6
83,83,-10.6,0.0,0.0,0.0,0.0,0.0,6
84,84,-10.55,0.0,0.0,0.0,0.0,0.0,7
85,85,-10.5,0.0,0.0,0.0,0.0,0.0,7
86,86,-10.45,0.0,0.0,0.0,0.0,0.0,7
87,87,-10.4,0.0,0.0,0.0,0.0,0.0,7
88,88,-10.35,0.0,0.0,0.0,0.0,0.0,7
89,89,-10.3,0.0,0.0,0.0,0.0,0.0,7
90,90,-10.25,0.0,0.0,0.0,0.0,0.0,7
91,91,-10.2,0.0,0.0,0.0,0.0,0.0,7
92,92,-10.15,0.0,0.0,0.0,0.0,0.0,7
93,93,-10.1,0.0,0.0,0.0,0.0,0.0,7
94,94,-10.05,0.0,0.0,0.0,0.0,0.0,7
95,95,-10.0,0.0,0.0,0.0,0.0,0.0,7
96,96,-9.908333333,0.0,0.0,0.0,0.0,0.0,8
97,97,-9.816666667,0.0,0.0,0.0,0.0,0.0,8
98,98,-9.725,0.0,0.0,0.0,0.0,0.0,8
99,99,-9.633333333,0.0,0.0,0.0,0.0,0.0,8
100,100,-9.541666667000001,0.0,0.0,0.0,0.0,0.0,8
101,101,-9.45,0.0,0.0,0.0,0.0,0.0,8
102,102,-9.358333333,0.0,0.0,0.0,0.0,0.0,8
103,103,-9.266666667,0.0,0.0,0.0,0.0,0.0,8
104,104,-9.175,0.0,0.0,0.0,0.0,0.0,8
105,105,-9.083333332999999,0.0,0.0,0.0,0.0,0.0,8
106,106,-8.991666667,0.0,0.0,0.0,0.0,0.0,8
107,107,-8.9,0.0,0.0,0.0,0.0,0.0,8
108,108,-8.716666667,0.0,0.0,0.0,0.0,0.0,9
109,109,-8.533333333,0.0,0.0,0.0,0.0,0.0,9
110,110,-8.35,0.0,0.0,0.0,0.0,0.0,9
111,111,-8.166666667000001,0.0,0.0,0.0,0.0,0.0,9
112,112,-7.983333332999999,0.0,0.0,0.0,0.0,0.0,9
113,113,-7.8,0.0,0.0,0.0,0.0,0.0,9
114,114,-7.616666667,0.0,0.0,0.0,0.0,0.0,9
115,115,-7.433333332999999,0.0,0.0,0.0,0.0,0.0,9
116,116,-7.25,0.0,0.0,0.0,0.0,0.0,9
117,117,-7.066666667000001,0.0,0.0,0.0,0.0,0.0,9
118,118,-6.883333333,0.0,0.0,0.0,0.0,0.0,9
119,119,-6.7,0.0,0.0,0.0,0.0,0.0,9
120,120,-6.558333332999999,0.0,0.0,0.0,0.0,0.0,10
121,121,-6.416666667,0.0,0.0,0.0,0.0,0.0,10
122,122,-6.275,0.0,0.0,0.0,0.0,0.0,10
123,123,-6.133333333,0.0,0.0,0.0,0.0,0.0,10
124,124,-5.9916666670000005,0.0,0.0,0.0,0.0,0.0,10
125,125,-5.85,0.0,0.0,0.0,0.0,0.0,10
126,126,-5.708333333,0.0,0.0,0.0,0.0,0.0,10
127,127,-5.566666667000001,0.0,0.0,0.0,0.0,0.0,10
128,128,-5.425,0.0,0.0,0.0,0.0,0.0,10
129,129,-5.283333333,0.0,0.0,0.0,0.0,0.0,10
130,130,-5.141666667,0.0,0.0,0.0,0.0,0.0,10
131,131,-5.0,0.0,0.0,0.0,0.0,0.0,10
132,132,-4.858333333,0.0,0.0,0.0,0.0,0.0,11
133,133,-4.716666667,0.0,0.0,0.0,0.0,0.0,11
134,134,-4.575,0.0,0.0,0.0,0.0,0.0,11
135,135,-4.433333333,0.0,0.0,0.0,0.0,0.0,11
136,136,-4.291666667,0.0,0.0,0.0,0.0,0.0,11
137,137,-4.15,0.0,0.0,0.0,0.0,0.0,11
138,138,-4.008333333,0.0,0.0,0.0,0.0,0.0,11
139,139,-3.866666667,0.0,0.0,0.0,0.0,0.0,11
140,140,-3.725,0.0,0.0,0.0,0.0,0.0,11
141,141,-3.583333333,0.0,0.0,0.0,0.0,0.0,11
142,142,-3.441666667,0.0,0.0,0.0,0.0,0.0,11
143,143,-3.3,0.0,0.0,0.0,0.0,0.0,11
144,144,-3.208333333,0.0,0.0,0.0,0.0,0.0,12
145,145,-3.116666667,0.0,0.0,0.0,0.0,0.0,12
146,146,-3.025,0.0,0.0,0.0,0.0,0.0,12
147,147,-2.933333333,0.0,0.0,0.0,0.0,0.0,12
148,148,-2.841666667,0.0,0.0,0.0,0.0,0.0,12
149,149,-2.75,0.0,0.0,0.0,0.0,0.0,12
150,150,-2.6583333330000003,0.0,0.0,0.0,0.0,0.0,12
151,151,-2.566666667,0.0,0.0,0.0,0.0,0.0,12
152,152,-2.475,0.0,0.0,0.0,0.0,0.0,12
153,153,-2.383333333,0.0,0.0,0.0,0.0,0.0,12
154,154,-2.291666667,0.0,0.0,0.0,0.0,0.0,12
155,155,-2.2,0.0,0.0,0.0,0.0,0.0,12
156,156,-2.108333333,0.0,0.0,0.0,0.0,0.0,13
157,157,-2.016666667,0.0,0.0,0.0,0.0,0.0,13
158,158,-1.925,0.0,0.0,0.0,0.0,0.0,13
159,159,-1.833333333,0.0,0.0,0.0,0.0,0.0,13
160,160,-1.7416666669999998,0.0,0.0,0.0,0.0,0.0,13
161,161,-1.65,0.0,0.0,0.0,0.0,0.0,13
162,162,-1.5583333330000002,0.0,0.0,0.0,0.0,0.0,13
163,163,-1.466666667,0.0,0.0,0.0,0.0,0.0,13
164,164,-1.375,0.0,0.0,0.0,0.0,0.0,13
165,165,-1.283333333,0.0,0.0,0.0,0.0,0.0,13
166,166,-1.191666667,0.0,0.0,0.0,0.0,0.0,13
167,167,-1.1,0.0,0.0,0.0,0.0,0.0,13
168,168,-1.1,0.0,0.0,0.0,0.0,0.0,14
169,169,-1.1,0.0,0.0,0.0,0.0,0.0,14
170,170,-1.1,0.0,0.0,0.0,0.0,0.0,14
171,171,-1.1,0.0,0.0,0.0,0.0,0.0,14
172,172,-1.1,0.0,0.0,0.0,0.0,0.0,14
173,173,-1.1,0.0,0.0,0.0,0.0,0.0,14
174,174,-1.1,0.0,0.0,0.0,0.0,0.0,14
175,175,-1.1,0.0,0.0,0.0,0.0,0.0,14
176,176,-1.1,0.0,0.0,0.0,0.0,0.0,14
177,177,-1.1,0.0,0.0,0.0,0.0,0.0,14
178,178,-1.1,0.0,0.0,0.0,0.0,0.0,14
179,179,-1.1,0.0,0.0,0.0,0.0,0.0,14
180,180,-1.1,0.0,0.0,0.0,0.0,0.0,15
181,181,-1.1,0.0,0.0,0.0,0.0,0.0,15
182,182,-1.1,0.0,0.0,0.0,0.0,0.0,15
183,183,-1.1,0.0,0.0,0.0,0.0,0.0,15
184,184,-1.1,0.0,0.0,0.0,0.0,0.0,15
185,185,-1.1,0.0,0.0,0.0,0.0,0.0,15
186,186,-1.1,0.0,0.0,0.0,0.0,0.0,15
187,187,-1.1,0.0,0.0,0.0,0.0,0.0,15
188,188,-1.1,0.0,0.0,0.0,0.0,0.0,15
189,189,-1.1,0.0,0.0,0.0,0.0,0.0,15
190,190,-1.1,0.0,0.0,0.0,0.0,0.0,15
191,191,-1.1,0.0,0.0,0.0,0.0,0.0,15
192,192,-1.1,0.0,0.0,0.0,0.0,0.0,16
193,193,-1.1,0.0,0.0,0.0,0.0,0.0,16
194,194,-1.1,0.0,0.0,0.0,0.0,0.0,16
195,195,-1.1,0.0,0.0,0.0,0.0,0.0,16
196,196,-1.1,0.0,0.0,0.0,0.0,0.0,16
197,197,-1.1,0.0,0.0,0.0,0.0,0.0,16
198,198,-1.1,0.0,0.0,0.0,0.0,0.0,16
199,199,-1.1,0.0,0.0,0.0,0.0,0.0,16
200,200,-1.1,0.0,0.0,0.0,0.0,0.0,16
201,201,-1.1,0.0,0.0,0.0,0.0,0.0,16
202,202,-1.1,0.0,0.0,0.0,0.0,0.0,16
203,203,-1.1,0.0,0.0,0.0,0.0,0.0,16
204,204,-1.15,0.0,0.0,0.0,0.0,0.0,17
205,205,-1.2,0.0,0.0,0.0,0.0,0.0,17
206,206,-1.25,0.0,0.0,0.0,0.0,0.0,17
207,207,-1.3,0.0,0.0,0.0,0.0,0.0,17
208,208,-1.35,0.0,0.0,0.0,0.0,0.0,17
209,209,-1.4,0.0,0.0,0.0,0.0,0.0,17
210,210,-1.45,0.0,0.0,0.0,0.0,0.0,17
211,211,-1.5,0.0,0.0,0.0,0.0,0.0,17
212,212,-1.55,0.0,0.0,0.0,0.0,0.0,17
213,213,-1.6,0.0,0.0,0.0,0.0,0.0,17
214,214,-1.65,0.0,0.0,0.0,0.0,0.0,17
215,215,-1.7,0.0,0.0,0.0,0.0,0.0,17
216,216,-1.7416666669999998,0.0,0.0,0.0,0.0,0.0,18
217,217,-1.783333333,0.0,0.0,0.0,0.0,0.0,18
218,218,-1.825,0.0,0.0,0.0,0.0,0.0,18
219,219,-1.866666667,0.0,0.0,0.0,0.0,0.0,18
220,220,-1.908333333,0.0,0.0,0.0,0.0,0.0,18
221,221,-1.95,0.0,0.0,0.0,0.0,0.0,18
222,222,-1.991666667,0.0,0.0,0.0,0.0,0.0,18
223,223,-2.0333333330000003,0.0,0.0,0.0,0.0,0.0,18
224,224,-2.075,0.0,0.0,0.0,0.0,0.0,18
225,225,-2.116666667,0.0,0.0,0.0,0.0,0.0,18
226,226,-2.1583333330000003,0.0,0.0,0.0,0.0,0.0,18
227,227,-2.2,0.0,0.0,0.0,0.0,0.0,18
228,228,-2.108333333,0.0,0.0,0.0,0.0,0.0,19
229,229,-2.016666667,0.0,0.0,0.0,0.0,0.0,19
230,230,-1.925,0.0,0.0,0.0,0.0,0.0,19
231,231,-1.833333333,0.0,0.0,0.0,0.0,0.0,19
232,232,-1.7416666669999998,0.0,0.0,0.0,0.0,0.0,19
233,233,-1.65,0.0,0.0,0.0,0.0,0.0,19
234,234,-1.5583333330000002,0.0,0.0,0.0,0.0,0.0,19
235,235,-1.466666667,0.0,0.0,0.0,0.0,0.0,19
236,236,-1.375,0.0,0.0,0.0,0.0,0.0,19
237,237,-1.283333333,0.0,0.0,0.0,0.0,0.0,19
238,238,-1.191666667,0.0,0.0,0.0,0.0,0.0,19
239,239,-1.1,0.0,0.0,0.0,0.0,0.0,19
240,240,-1.15,0.0,0.0,0.0,0.0,0.0,20
241,241,-1.2,0.0,0.0,0.0,0.0,0.0,20
242,242,-1.25,0.0,0.0,0.0,0.0,0.0,20
243,243,-1.3,0.0,0.0,0.0,0.0,0.0,20
244,244,-1.35,0.0,0.0,0.0,0.0,0.0,20
245,245,-1.4,0.0,0.0,0.0,0.0,0.0,20
246,246,-1.45,0.0,0.0,0.0,0.0,0.0,20
247,247,-1.5,0.0,0.0,0.0,0.0,0.0,20
248,248,-1.55,0.0,0.0,0.0,0.0,0.0,20
249,249,-1.6,0.0,0.0,0.0,0.0,0.0,20
250,250,-1.65,0.0,0.0,0.0,0.0,0.0,20
251,251,-1.7,0.0,0.0,0.0,0.0,0.0,20
252,252,-1.65,0.0,0.0,0.0,0.0,0.0,21
253,253,-1.6,0.0,0.0,0.0,0.0,0.0,21
254,254,-1.55,0.0,0.0,0.0,0.0,0.0,21
255,255,-1.5,0.0,0.0,0.0,0.0,0.0,21
256,256,-1.45,0.0,0.0,0.0,0.0,0.0,21
257,257,-1.4,0.0,0.0,0.0,0.0,0.0,21
258,258,-1.35,0.0,0.0,0.0,0.0,0.0,21
259,259,-1.3,0.0,0.0,0.0,0.0,0.0,21
260,260,-1.25,0.0,0.0,0.0,0.0,0.0,21
261,261,-1.2,0.0,0.0,0.0,0.0,0.0,21
262,262,-1.15,0.0,0.0,0.0,0.0,0.0,21
263,263,-1.1,0.0,0.0,0.0,0.0,0.0,21
264,264,-1.15,0.0,0.0,0.0,0.0,0.0,22
265,265,-1.2,0.0,0.0,0.0,0.0,0.0,22
266,266,-1.25,0.0,0.0,0.0,0.0,0.0,22
267,267,-1.3,0.0,0.0,0.0,0.0,0.0,22
268,268,-1.35,0.0,0.0,0.0,0.0,0.0,22
269,269,-1.4,0.0,0.0,0.0,0.0,0.0,22
270,270,-1.45,0.0,0.0,0.0,0.0,0.0,22
271,271,-1.5,0.0,0.0,0.0,0.0,0.0,22
272,272,-1.55,0.0,0.0,0.0,0.0,0.0,22
273,273,-1.6,0.0,0.0,0.0,0.0,0.0,22
274,274,-1.65,0.0,0.0,0.0,0.0,0.0,22
275,275,-1.7,0.0,0.0,0.0,0.0,0.0,22
276,276,-1.7,0.0,0.0,0.0,0.0,0.0,23
277,277,-1.7,0.0,0.0,0.0,0.0,0.0,23
278,278,-1.7,0.0,0.0,0.0,0.0,0.0,23
279,279,-1.7,0.0,0.0,0.0,0.0,0.0,23
280,280,-1.7,0.0,0.0,0.0,0.0,0.0,23
281,281,-1.7,0.0,0.0,0.0,0.0,0.0,23
282,282,-1.7,0.0,0.0,0.0,0.0,0.0,23
283,283,-1.7,0.0,0.0,0.0,0.0,0.0,23
284,284,-1.7,0.0,0.0,0.0,0.0,0.0,23
285,285,-1.7,0.0,0.0,0.0,0.0,0.0,23
286,286,-1.7,0.0,0.0,0.0,0.0,0.0,23
287,287,-1.7,0.0,0.0,0.0,0.0,0.0,23
288,288,-1.883333333,0.0,0.0,0.0,0.0,0.0,0
289,289,-2.066666667,0.0,0.0,0.0,0.0,0.0,0
290,290,-2.25,0.0,0.0,0.0,0.0,0.0,0
291,291,-2.433333333,0.0,0.0,0.0,0.0,0.0,0
292,292,-2.616666667,0.0,0.0,0.0,0.0,0.0,0
293,293,-2.8,0.0,0.0,0.0,0.0,0.0,0
294,294,-2.983333333,0.0,0.0,0.0,0.0,0.0,0
295,295,-3.166666667,0.0,0.0,0.0,0.0,0.0,0
296,296,-3.35,0.0,0.0,0.0,0.0,0.0,0
297,297,-3.5333333330000003,0.0,0.0,0.0,0.0,0.0,0
298,298,-3.716666667,0.0,0.0,0.0,0.0,0.0,0
299,299,-3.9,0.0,0.0,0.0,0.0,0.0,0
300,300,-3.808333333,0.0,0.0,0.0,0.0,0.0,1
301,301,-3.716666667,0.0,0.0,0.0,0.0,0.0,1
302,302,-3.625,0.0,0.0,0.0,0.0,0.0,1
303,303,-3.5333333330000003,0.0,0.0,0.0,0.0,0.0,1
304,304,-3.441666667,0.0,0.0,0.0,0.0,0.0,1
305,305,-3.35,0.0,0.0,0.0,0.0,0.0,1
306,306,-3.258333333,0.0,0.0,0.0,0.0,0.0,1
307,307,-3.166666667,0.0,0.0,0.0,0.0,0.0,1
308,308,-3.075,0.0,0.0,0.0,0.0,0.0,1
309,309,-2.983333333,0.0,0.0,0.0,0.0,0.0,1
310,310,-2.891666667,0.0,0.0,0.0,0.0,0.0,1
311,311,-2.8,0.0,0.0,0.0,0.0,0.0,1
312,312,-2.841666667,0.0,0.0,0.0,0.0,0.0,2
313,313,-2.883333333,0.0,0.0,0.0,0.0,0.0,2
314,314,-2.925,0.0,0.0,0.0,0.0,0.0,2
315,315,-2.966666667,0.0,0.0,0.0,0.0,0.0,2
316,316,-3.008333333,0.0,0.0,0.0,0.0,0.0,2
317,317,-3.05,0.0,0.0,0.0,0.0,0.0,2
318,318,-3.091666667,0.0,0.0,0.0,0.0,0.0,2
319,319,-3.133333333,0.0,0.0,0.0,0.0,0.0,2
320,320,-3.175,0.0,0.0,0.0,0.0,0.0,2
321,321,-3.216666667,0.0,0.0,0.0,0.0,0.0,2
322,322,-3.258333333,0.0,0.0,0.0,0.0,0.0,2
323,323,-3.3,0.0,0.0,0.0,0.0,0.0,2
324,324,-3.258333333,0.0,0.0,0.0,0.0,0.0,3
325,325,-3.216666667,0.0,0.0,0.0,0.0,0.0,3
326,326,-3.175,0.0,0.0,0.0,0.0,0.0,3
327,327,-3.133333333,0.0,0.0,0.0,0.0,0.0,3
328,328,-3.091666667,0.0,0.0,0.0,0.0,0.0,3
329,329,-3.05,0.0,0.0,0.0,0.0,0.0,3
330,330,-3.008333333,0.0,0.0,0.0,0.0,0.0,3
331,331,-2.966666667,0.0,0.0,0.0,0.0,0.0,3
332,332,-2.925,0.0,0.0,0.0,0.0,0.0,3
333,333,-2.883333333,0.0,0.0,0.0,0.0,0.0,3
334,334,-2.841666667,0.0,0.0,0.0,0.0,0.0,3
335,335,-2.8,0.0,0.0,0.0,0.0,0.0,3
336,336,-2.6583333330000003,0.0,0.0,0.0,0.0,0.0,4
337,337,-2.516666667,0.0,0.0,0.0,0.0,0.0,4
338,338,-2.375,0.0,0.0,0.0,0.0,0.0,4
339,339,-2.233333333,0.0,0.0,0.0,0.0,0.0,4
340,340,-2.091666667,0.0,0.0,0.0,0.0,0.0,4
341,341,-1.95,0.0,0.0,0.0,0.0,0.0,4
342,342,-1.808333333,0.0,0.0,0.0,0.0,0.0,4
343,343,-1.666666667,0.0,0.0,0.0,0.0,0.0,4
344,344,-1.525,0.0,0.0,0.0,0.0,0.0,4
345,345,-1.3833333330000002,0.0,0.0,0.0,0.0,0.0,4
346,346,-1.241666667,0.0,0.0,0.0,0.0,0.0,4
347,347,-1.1,0.0,0.0,0.0,0.0,0.0,4
348,348,-1.1,0.0,0.0,0.0,0.0,0.0,5
349,349,-1.1,0.0,0.0,0.0,0.0,0.0,5
350,350,-1.1,0.0,0.0,0.0,0.0,0.0,5
351,351,-1.1,0.0,0.0,0.0,0.0,0.0,5
352,352,-1.1,0.0,0.0,0.0,0.0,0.0,5
353,353,-1.1,0.0,0.0,0.0,0.0,0.0,5
354,354,-1.1,0.0,0.0,0.0,0.0,0.0,5
355,355,-1.1,0.0,0.0,0.0,0.0,0.0,5
356,356,-1.1,0.0,0.0,0.0,0.0,0.0,5
357,357,-1.1,0.0,0.0,0.0,0.0,0.0,5
358,358,-1.1,0.0,0.0,0.0,0.0,0.0,5
359,359,-1.1,0.0,0.0,0.0,0.0,0.0,5
360,360,-1.058333333,0.0,0.0,0.0,0.0,0.0,6
361,361,-1.016666667,0.0,0.0,0.0,0.0,0.0,6
362,362,-0.975,0.0,0.0,0.0,0.0,0.0,6
363,363,-0.933333333,0.0,0.0,0.0,0.0,0.0,6
364,364,-0.8916666670000001,0.0,0.0,0.0,0.0,0.0,6
365,365,-0.85,0.0,0.0,0.0,0.0,0.0,6
366,366,-0.808333333,0.0,0.0,0.0,0.0,0.0,6
367,367,-0.7666666670000001,0.0,0.0,0.0,0.0,0.0,6
368,368,-0.725,0.0,0.0,0.0,0.0,0.0,6
369,369,-0.683333333,0.0,0.0,0.0,0.0,0.0,6
370,370,-0.6416666670000001,0.0,0.0,0.0,0.0,0.0,6
371,371,-0.6,0.0,0.0,0.0,0.0,0.0,6
372,372,-0.6,0.0,0.0,0.0,0.0,0.0,7
373,373,-0.6,0.0,0.0,0.0,0.0,0.0,7
374,374,-0.6,0.0,0.0,0.0,0.0,0.0,7
375,375,-0.6,0.0,0.0,0.0,0.0,0.0,7
376,376,-0.6,0.0,0.0,0.0,0.0,0.0,7
377,377,-0.6,0.0,0.0,0.0,0.0,0.0,7
378,378,-0.6,0.0,0.0,0.0,0.0,0.0,7
379,379,-0.6,0.0,0.0,0.0,0.0,0.0,7
380,380,-0.6,0.0,0.0,0.0,0.0,0.0,7
381,381,-0.6,0.0,0.0,0.0,0.0,0.0,7
382,382,-0.6,0.0,0.0,0.0,0.0,0.0,7
383,383,-0.6,0.0,0.0,0.0,0.0,0.0,7
384,384,-0.55,0.0,0.0,0.0,0.0,0.0,8
385,385,-0.5,0.0,0.0,0.0,0.0,0.0,8
386,386,-0.45,0.0,0.0,0.0,0.0,0.0,8
387,387,-0.4,0.0,0.0,0.0,0.0,0.0,8
388,388,-0.35,0.0,0.0,0.0,0.0,0.0,8
389,389,-0.3,0.0,0.0,0.0,0.0,0.0,8
390,390,-0.25,0.0,0.0,0.0,0.0,0.0,8
391,391,-0.2,0.0,0.0,0.0,0.0,0.0,8
392,392,-0.15,0.0,0.0,0.0,0.0,0.0,8
393,393,-0.1,0.0,0.0,0.0,0.0,0.0,8
394,394,-0.05,0.0,0.0,0.0,0.0,0.0,8
395,395,0.0,0.0,0.0,0.0,0.0,0.0,8
396,396,0.05,0.0,0.0,0.0,0.0,0.0,9
397,397,0.1,0.0,0.0,0.0,0.0,0.0,9
398,398,0.15,0.0,0.0,0.0,0.0,0.0,9
399,399,0.2,0.0,0.0,0.0,0.0,0.0,9
400,400,0.25,0.0,0.0,0.0,0.0,0.0,9
401,401,0.3,0.0,0.0,0.0,0.0,0.0,9
402,402,0.35,0.0,0.0,0.0,0.0,0.0,9
403,403,0.4,0.0,0.0,0.0,0.0,0.0,9
404,404,0.45,0.0,0.0,0.0,0.0,0.0,9
405,405,0.5,0.0,0.0,0.0,0.0,0.0,9
406,406,0.55,0.0,0.0,0.0,0.0,0.0,9
407,407,0.6,0.0,0.0,0.0,0.0,0.0,9
408,408,0.691666667,0.0,0.0,0.0,0.0,0.0,10
409,409,0.783333333,0.0,0.0,0.0,0.0,0.0,10
410,410,0.875,0.0,0.0,0.0,0.0,0.0,10
411,411,0.966666667,0.0,0.0,0.0,0.0,0.0,10
412,412,1.058333333,0.0,0.0,0.0,0.0,0.0,10
413,413,1.15,0.0,0.0,0.0,0.0,0.0,10
414,414,1.241666667,0.0,0.0,0.0,0.0,0.0,10
415,415,1.333333333,0.0,0.0,0.0,0.0,0.0,10
416,416,1.425,0.0,0.0,0.0,0.0,0.0,10
417,417,1.516666667,0.0,0.0,0.0,0.0,0.0,10
418,418,1.608333333,0.0,0.0,0.0,0.0,0.0,10
419,419,1.7,0.0,0.0,0.0,0.0,0.0,10
420,420,1.7,0.0,0.0,0.0,0.0,0.0,11
421,421,1.7,0.0,0.0,0.0,0.0,0.0,11
422,422,1.7,0.0,0.0,0.0,0.0,0.0,11
423,423,1.7,0.0,0.0,0.0,0.0,0.0,11
424,424,1.7,0.0,0.0,0.0,0.0,0.0,11
425,425,1.7,0.0,0.0,0.0,0.0,0.0,11
426,426,1.7,0.0,0.0,0.0,0.0,0.0,11
427,427,1.7,0.0,0.0,0.0,0.0,0.0,11
428,428,1.7,0.0,0.0,0.0,0.0,0.0,11
429,429,1.7,0.0,0.0,0.0,0.0,0.0,11
430,430,1.7,0.0,0.0,0.0,0.0,0.0,11
431,431,1.7,0.0,0.0,0.0,0.0,0.0,11
432,432,1.7,0.0,0.0,0.0,0.0,0.0,12
433,433,1.7,0.0,0.0,0.0,0.0,0.0,12
434,434,1.7,0.0,0.0,0.0,0.0,0.0,12
435,435,1.7,0.0,0.0,0.0,0.0,0.0,12
436,436,1.7,0.0,0.0,0.0,0.0,0.0,12
437,437,1.7,0.0,0.0,0.0,0.0,0.0,12
438,438,1.7,0.0,0.0,0.0,0.0,0.0,12
439,439,1.7,0.0,0.0,0.0,0.0,0.0,12
440,440,1.7,0.0,0.0,0.0,0.0,0.0,12
