,prediction,real
0,34.599996400516446,0.0
1,29.670978656784797,0.0
2,24.741960913053152,0.0
3,19.812943169321503,0.0
4,14.883925425589858,0.0
5,9.95490768185821,0.0
6,5.025889938126561,0.0
7,0.09687219439491912,0.0
8,-4.8321455493367225,0.0
9,-9.761163293068371,0.0
10,-14.69018103680002,0.0
11,-19.61919878053166,0.0
12,-19.384483631100565,0.0
13,-19.149768538001112,0.0
14,-18.91505338857,0.0
15,-18.680338239138905,0.0
16,-18.445623146039438,0.0
17,-18.21090799660834,0.0
18,-17.976192847177245,0.0
19,-17.741477754077778,0.0
20,-17.506762604646667,0.0
21,-17.27204745521557,0.0
22,-17.037332362116118,0.0
23,-16.802617212685007,0.0
24,-16.52095905590035,0.0
25,-16.239300899115676,0.0
26,-15.957642742331018,0.0
27,-15.675984585546345,0.0
28,-15.394326428761687,0.0
29,-15.112668271977029,0.0
30,-14.831010115192356,0.0
31,-14.54935195840769,0.0
32,-14.267693801623025,0.0
33,-13.986035644838353,0.0
34,-13.704377488053694,0.0
35,-13.422719331269022,0.0
36,-13.422719331269022,0.0
37,-13.422719331269022,0.0
38,-13.422719331269022,0.0
39,-13.422719331269022,0.0
40,-13.422719331269022,0.0
41,-13.422719331269022,0.0
42,-13.422719331269022,0.0
43,-13.422719331269022,0.0
44,-13.422719331269022,0.0
45,-13.422719331269022,0.0
46,-13.422719331269022,0.0
47,-13.422719331269022,0.0
48,-13.188004181837925,0.0
49,-12.953289088738458,0.0
50,-12.718573939307362,0.0
51,-12.483858789876265,0.0
52,-12.249143696776791,0.0
53,-12.014428547345695,0.0
54,-11.779713397914598,0.0
55,-11.544998304815131,0.0
56,-11.310283155384035,0.0
57,-11.075568005952938,0.0
58,-10.840852912853464,0.0
59,-10.606137763422367,0.0
60,-10.606137763422367,0.0
61,-10.606137763422367,0.0
62,-10.606137763422367,0.0
63,-10.606137763422367,0.0
64,-10.606137763422367,0.0
65,-10.606137763422367,0.0
66,-10.606137763422367,0.0
67,-10.606137763422367,0.0
68,-10.606137763422367,0.0
69,-10.606137763422367,0.0
70,-10.606137763422367,0.0
71,-10.606137763422367,0.0
72,-10.606137763422367,0.0
73,-10.606137763422367,0.0
74,-10.606137763422367,0.0
75,-10.606137763422367,0.0
76,-10.606137763422367,0.0
77,-10.606137763422367,0.0
78,-10.606137763422367,0.0
79,-10.606137763422367,0.0
80,-10.606137763422367,0.0
81,-10.606137763422367,0.0
82,-10.606137763422367,0.0
83,-10.606137763422367,0.0
84,-10.32447960663771,0.0
85,-10.042821449853044,0.0
86,-9.761163293068371,0.0
87,-9.479505136283713,0.0
88,-9.19784697949904,0.0
89,-8.916188822714382,0.0
90,-8.634530665929717,0.0
91,-8.352872509145044,0.0
92,-8.071214352360386,0.0
93,-7.789556195575713,0.0
94,-7.507898038791055,0.0
95,-7.226239882006382,0.0
96,-6.709866592690112,0.0
97,-6.193493309006996,0.0
98,-5.677120019690726,0.0
99,-5.1607467303744485,0.0
