23.7259085378,23.3534643844,
23.726451138,23.353068915,
23.7268973761,23.3526924848,
23.7276611743,23.3523461858,
23.7286119028,23.3520332796,
23.7298572337,23.3517590725,
23.7307189416,23.351515689,
23.7316362531,23.3513038423,
23.7330155143,23.3511320975,
23.8025666436,23.3523230313,
23.8593486862,23.3546136275,
23.9083666366,23.3579925401,
23.9264467914,23.3634064367,
23.9561833951,23.3683939508,
23.9772987531,23.3740636271,
23.9959648152,23.3800734182,
24.0124501255,23.3863802543,
24.0268021409,23.3929380152,
24.039025736,23.399699378,
24.0497946678,23.4066322198,
24.0593203172,23.4137097216,
24.0900260223,23.4204428262,
24.0938499793,23.4283460271,
24.1090562285,23.435903443,
24.119199348,23.4437345167,
24.1284417422,23.4516858558,
24.1366252506,23.4597347299,
24.1435880074,23.4678480076,
24.1495436958,23.4760056536,
24.1547511659,23.4841909446,
24.1595157362,23.4923941153,
24.1640998576,23.500612102,
24.1685899753,23.5088411063,
24.1188241387,23.5181797596,
24.1320481875,23.5246115897,
24.1014811943,23.5328558198,
24.0872703859,23.5400360973,
24.074157369,23.5469687758,
24.0627632265,23.5536383663,
24.052101561,23.560010689,
24.0421346457,23.5660939685,
24.0335667437,23.5718816768,
24.0256130718,23.5774135145,
24.0178118353,23.5827236959,
24.0099248207,23.5878232659,
23.9953257227,23.5928675149,
23.9878070067,23.5973657434,
23.9767194852,23.6017654081,
23.9674415903,23.6058898503,
23.9600420708,23.6098172908,
23.9525318333,23.6135465893,
23.9462029802,23.6171128756,
23.9407302666,23.6205348742,
23.9358442894,23.62382444,
23.9312133559,23.6269892878,
23.9270970257,23.6300416844,
23.9232643938,23.6329870883,
23.9513703697,23.634283456,
23.9369374406,23.6372118129,
23.944497159,23.6392769343,
23.9466408389,23.6415871067,
23.9485078697,23.6439101052,
23.950211423,23.6462435105,
23.9518300386,23.6485885668,
23.9531165531,23.6509401625,
23.9543418247,23.6532950955,
23.9555441137,23.6556532139,
23.956755275,23.6580162515,
23.9578081993,23.6603795242,
23.9164751435,23.6643350452,
23.9238267917,23.6661393765,
23.8969226385,23.66922974,
23.8816087995,23.6715190359,
23.8685288183,23.673535347,
23.8570119071,23.6753119805,
23.8467325346,23.6768715377,
23.8375062026,23.6782395847,
23.8292795093,23.6794374102,
23.821796411,23.6804805119,
23.8151410287,23.6813886584,
23.8090623414,23.6821745255,
23.8889037717,23.6817028613,
23.8898512075,23.6835417849,
23.9111656853,23.6853712899,
23.9308612665,23.6872837627,
23.9452543751,23.6896344204,
23.9577293873,23.6922037055,
23.9686167323,23.6949664504,
23.9780879994,23.6978924653,
23.9861909628,23.7009515468,
23.9934111041,23.7041259001,
23.9995417944,23.7073915763,
24.0049244351,23.7107325923,
24.0589854581,23.7130734496,
24.0545712937,23.7178551786,
24.077663191,23.7217297518,
24.0916167666,23.7261467894,
24.1040774518,23.7307655407,
24.1149578044,23.7355574377,
24.1245316117,23.740491984,
24.1336522286,23.7455594075,
24.1425383258,23.7507525555,
24.1501710448,23.756044451,
24.1569520242,23.7614186163,
24.1628722103,23.7668558041,
24.1075611944,23.7736636549,
24.120765071,23.7777310457,
24.1025243922,23.7828080837,
24.0932349632,23.7873454164,
24.0857125519,23.7916778122,
24.0797322807,23.795847748,
24.074649489,23.7998770078,
24.0707295997,23.8037903457,
24.0677453972,23.8076065099,
24.0650940663,23.8113345791,
24.0628480448,23.8149838589,
24.0612879167,23.818567421,
24.0776697637,23.8199027407,
24.0717070136,23.8211055467,
24.0755945137,23.8223618388,
24.0726020115,23.8238758145,
24.0735142783,23.8251476921,
24.0734748493,23.8264622129,
24.0733351724,23.8277637703,
24.0733693037,23.8290483032,
24.0734534471,23.8303163365,
24.0734928207,23.8315686956,
24.073538086,23.8328052144,
24.0736540008,23.8340286125,
24.0555395966,23.8347504637,
24.0426280683,23.8352086888,
24.0303220745,23.8354234864,
24.0198636166,23.8354334556,
24.0108701499,23.8352693419,
24.0031653307,23.8349581186,
23.9965270727,23.8345221458,
23.9907240208,23.8339790456,
23.9858913694,23.8333488481,
23.9816698465,23.8326443986,
23.978106274,23.8318792968,
23.9750372076,23.8310638212,
23.971445693,23.8301884577,
23.9689217498,23.829274561,
23.9664120505,23.8283228595,
23.9641232709,23.8273380709,
23.9622116215,23.826327879,
23.9604488699,23.8252954629,
23.9588604691,23.8242444561,
23.9574805396,23.8231791098,
23.9561673507,23.8221008836,
23.9549906888,23.8210125697,
23.9539160134,23.8199162595,
23.9529490385,23.8188141303,
23.9040989552,23.8183610941,
23.8948305105,23.8161530248,
23.8716001099,23.8135215499,
23.8513987132,23.8107373332,
23.8302568771,23.8078137364,
23.8157802965,23.8043693297,
23.8018475676,23.8007630898,
23.7897410333,23.79695586,
23.7790475952,23.7929787533,
23.7696742606,23.788859025,
23.7614239251,23.7846201158,
23.7542143516,23.7802850107,
23.7714925994,23.7761386831,
23.7715150547,23.7720415246,
23.7786879606,23.7681312726,
23.7834078472,23.7643582799,
23.787379644,23.7607064626,
23.7907359937,23.7571624916,
23.7936192783,23.7537159483,
23.7960638019,23.7503572005,
23.7981089156,23.7470774903,
23.7998661099,23.7438703193,
23.8012100562,23.7407268412,
23.8024727417,23.7376447355,
23.7713682195,23.736250516,
23.7709210781,23.7326286144,
