,Unnamed: 0,tout,s,i,t1,t2,t3,t4,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,1221.33531754,20.8428595548,21.4075903093,21.7195253476,21.8044580956,24.94,0.538741830957,9118.54395271
7001,7001,-1.95,46.0,1221.33531754,20.8600275696,21.4089715688,21.7192593887,21.8715974158,24.94,0.538741830957,9118.39821161
7002,7002,-1.90833333333,59.1666666667,1221.33531754,20.879906533,21.3979393411,21.7073081926,21.9242336504,24.94,0.538741830957,9118.27995689
7003,7003,-1.86666666667,72.3333333333,1221.33531754,20.9002655506,21.3840275218,21.6936070857,21.9712632586,24.94,0.538741830957,9118.17933668
7004,7004,-1.825,85.5,1221.33531754,20.919971011,21.373513244,21.6837138438,22.0173006606,24.94,0.538741830957,9118.09687162
7005,7005,-1.78333333333,98.6666666667,1221.33531754,20.9397098646,21.3697633851,21.6804973134,22.0631825759,24.94,0.53701071079,9104.86653158
7006,7006,-1.74166666667,111.833333333,1221.33531754,20.9392229528,21.366260326,21.6772543257,22.1059065767,24.94,0.515445277502,8722.9023028
7007,7007,-1.7,125.0,1221.33531754,20.9396227754,21.3623754565,21.6735579498,22.1444992265,24.94,0.519614852537,8798.12448109
7008,7008,-1.60833333333,138.166666667,977.068254029,20.5406827719,21.3563287731,21.6675839805,22.2546541781,24.46,0.336281820795,1883.12823304
7009,7009,-1.51666666667,151.333333333,977.068254029,20.4606955059,21.348186745,21.6598233246,22.3733896314,24.46,0.478172752439,8106.71087036
7010,7010,-1.425,164.5,977.068254029,20.4609040878,21.3380395554,21.6504371947,22.4531937759,24.46,0.33276616701,5650.71044957
7011,7011,-1.33333333333,177.666666667,977.068254029,20.4598271976,21.3324158927,21.645973971,22.5126826691,24.46,0.339539490213,5749.469764
7012,7012,-1.24166666667,190.833333333,977.068254029,20.4597344094,21.3319252027,21.6468121989,22.5752922221,24.46,0.350034483817,5926.10487605
7013,7013,-1.15,204.0,977.068254029,20.4603091729,21.3322877166,21.6484391902,22.6363236472,24.46,0.346695395447,5876.88215254
7014,7014,-1.05833333333,219.166666667,977.068254029,20.45967796,21.3329976299,21.650322406,22.6929800644,24.46,0.342361053959,5795.00892839
7015,7015,-0.966666666667,234.333333333,977.068254029,20.4602994582,21.3348781264,21.6532955376,22.7469659984,24.46,0.338946873273,5745.04194035
7016,7016,-0.875,249.5,977.068254029,20.4602778333,21.3381945518,21.6575857917,22.7994318723,24.46,0.332479816264,5634.85613358
7017,7017,-0.783333333333,264.666666667,977.068254029,20.4600343099,21.3427695496,21.6629675017,22.851988889,24.46,0.324931625438,5503.74436234
7018,7018,-0.691666666667,279.833333333,977.068254029,20.459812284,21.3483573438,21.6691683105,22.902298425,24.46,0.318626841881,5394.01215152
7019,7019,-0.6,295.0,977.068254029,20.4600297519,21.3547469084,21.6759907025,22.9500558577,24.46,0.31172363576,5279.74449944
7020,7020,-0.55,310.166666667,977.068254029,20.2637411855,21.0977711382,21.4277517137,22.8726123287,24.26,0.228394282239,2340.56134064
7021,7021,-0.5,325.333333333,977.068254029,20.2610813243,20.8261043774,21.1692989657,22.8057527015,24.26,0.335742832911,5695.53537221
7022,7022,-0.45,340.5,977.068254029,20.2596807477,20.6758946705,21.0297904954,22.7958178371,24.26,0.228394282239,3697.23839932
7023,7023,-0.4,355.666666667,977.068254029,20.2604025461,20.6272395155,20.9863217926,22.8125357268,24.26,0.240348713388,4073.64875248
7024,7024,-0.35,370.833333333,977.068254029,20.2602166418,20.6169764768,20.9766397249,22.8286401527,24.26,0.236380463833,4003.7931425
7025,7025,-0.3,386.0,977.068254029,20.2597650939,20.6091508934,20.9673973728,22.841184765,24.26,0.234127782104,3959.69888376
7026,7026,-0.25,389.5,977.068254029,20.2605581081,20.5972709369,20.9539287953,22.8508547296,24.26,0.231760784461,3929.1675953
7027,7027,-0.2,393.0,977.068254029,20.2603938443,20.5836507748,20.9390354383,22.8595618058,24.26,0.228394282239,3862.98260886
7028,7028,-0.15,396.5,977.068254029,20.2600085401,20.5725717833,20.9268522647,22.8685383124,24.26,0.228394282239,3833.68940432
7029,7029,-0.1,400.0,977.068254029,20.260088135,20.5652806127,20.9184115723,22.877692421,24.26,0.228394282239,3803.95858941
7030,7030,-0.05,403.5,977.068254029,20.2606892282,20.560805879,20.9126741554,22.886778688,24.26,0.228394282239,3773.76252801
7031,7031,0.0,407.0,977.068254029,20.2602926129,20.5579662097,20.9085057988,22.8957414608,24.26,0.228394282239,3727.59748178
7032,7032,0.0916666666667,410.5,610.667658768,20.5369887902,20.6415775852,20.8990566354,23.0672130749,24.64,0.491678814803,8343.12360521
7033,7033,0.183333333333,414.0,610.667658768,20.6396123408,20.6422027855,20.8850101153,23.2365787709,24.64,0.267673842221,4528.35470494
7034,7034,0.275,417.5,610.667658768,20.6405435485,20.640608643,20.876629526,23.3365611285,24.64,0.300784978007,5096.09702406
7035,7035,0.366666666667,421.0,610.667658768,20.6401662499,20.6432344301,20.8746571259,23.3971525816,24.64,0.316023528797,5348.1160592
7036,7036,0.458333333333,424.5,610.667658768,20.6405412695,20.6411773798,20.8753615982,23.4504035149,24.64,0.292743903228,4959.67284406
7037,7037,0.55,428.0,610.667658768,20.640601186,20.6393734887,20.8771197063,23.5030212799,24.64,0.28322093598,4798.8171764
7038,7038,0.641666666667,408.5,610.667658768,20.6406436147,20.6401110281,20.8788486292,23.5464402266,24.64,0.277733182471,4706.26866158
7039,7039,0.733333333333,389.0,610.667658768,20.6396959544,20.6425492271,20.8802212754,23.5806316114,24.64,0.273446914951,4621.83683236
7040,7040,0.825,369.5,610.667658768,20.640195877,20.6416958283,20.8810798619,23.6046955,24.64,0.27418583165,4640.59239339
7041,7041,0.916666666667,350.0,610.667658768,20.6399062652,20.6401934822,20.8815516258,23.6259622365,24.64,0.27181961082,4596.76692514
7042,7042,1.00833333333,330.5,610.667658768,20.6408136524,20.6431518072,20.8817688485,23.6472245958,24.64,0.27206855437,4612.14442273
7043,7043,1.1,311.0,610.667658768,20.6396171313,20.6401328814,20.881634213,23.6672032551,24.64,0.270836817162,4576.14810099
7044,7044,1.1,291.5,610.667658768,20.3950427231,20.6065557749,20.8818630468,23.6868469286,24.39,0.228394282239,1355.06197787
