,b0,b1,b2,b3
0,1.55516477451,0.910704561622,1.57971630394,1.56044716244
1,1.55574703217,0.911315964048,1.58021850794,1.56085166499
2,1.55611996877,0.911787481744,1.58054000147,1.5610127442
3,1.55649290537,0.912258999441,1.58086149501,1.56117382341
4,1.55686584197,0.912728423051,1.58118298854,1.56133490262
5,1.55723877857,0.910568118939,1.58150448207,1.56149598182
6,1.55761171517,0.911569928409,1.5818259756,1.56165706103
7,1.55798465177,0.911029225722,1.58214746913,1.56181814024
8,1.5540220007,0.894176361058,1.57806179335,1.58662390033
9,1.55416185192,0.910599824777,1.57818235342,1.58769433032
10,1.55430170315,0.902343976474,1.57830291349,1.58011061472
11,1.55444155437,0.903933407612,1.57842347357,1.57787143014
12,1.5545814056,0.903940319517,1.57854403364,1.57542727306
13,1.55472125682,0.903856656055,1.57866459372,1.57298864244
14,1.55503221971,0.903822116635,1.57893287743,1.57048306914
15,1.55534318259,0.90379669,1.57920116114,1.56836422956
16,1.55565414547,0.903753766106,1.57946944485,1.56633230066
17,1.55596510836,0.903698640715,1.57973772856,1.56442658094
18,1.55627607124,0.903632854761,1.58000601227,1.56264711466
19,1.55658703412,0.903552198731,1.58027429598,1.56093540129
20,1.52529664582,0.912797637348,1.55005782442,1.54844676129
21,1.52572415139,0.903272143187,1.55042657486,1.54621721901
22,1.52615165696,0.907930006,1.5507953253,1.54957170672
23,1.52657916253,0.906768682418,1.55116407574,1.54851690412
24,1.5270066681,0.906677518831,1.55153282618,1.54831595742
25,1.52743417367,0.906568884569,1.55190157662,1.54714849592
26,1.52735332811,0.906423787985,1.55183145878,1.54729458659
27,1.52727248254,0.90632502046,1.55176134094,1.54717788986
28,1.52719163697,0.906282281688,1.5516912231,1.5469906354
29,1.5271107914,0.906307071204,1.55162110526,1.54684936865
30,1.52702994583,0.906397118628,1.55155098742,1.54673984719
31,1.52694910026,0.906549324281,1.55148086958,1.54666095348
32,1.53392352574,0.923394200411,1.55911805914,1.62374989469
33,1.53344643503,0.922992011432,1.55870635443,1.6205102872
34,1.53296934432,0.922589822453,1.55829464971,1.61585241056
35,1.53249225362,0.922187633474,1.55788294499,1.61475766
36,1.53201516291,0.921785444495,1.55747124028,1.61099763109
37,1.5315380722,0.921383255516,1.55705953556,1.60847571642
38,1.53147463978,0.921257505408,1.55700494915,1.60634556996
39,1.53141120735,0.9211317553,1.55695036274,1.60436414582
40,1.53134777492,0.921006005193,1.55689577632,1.60254940936
41,1.5312843425,0.920880255085,1.55684118991,1.60086151087
42,1.53122091007,0.920754504977,1.5567866035,1.5992761308
43,1.53115747765,0.92062875487,1.55673201709,1.59777553123
44,1.53698260192,0.924628412944,1.56286485613,1.62402536064
45,1.53705902072,0.924679481972,1.5629308298,1.61633735987
46,1.53713543952,0.924730551001,1.56299680346,1.61891219491
47,1.53721185832,0.924781620029,1.56306277712,1.61686234544
48,1.53728827712,0.924832689057,1.56312875078,1.61519463339
49,1.53736469592,0.924883758086,1.56319472445,1.61367274813
50,1.53742948577,0.92492705574,1.56325065864,1.61226339853
51,1.53749427562,0.924970353395,1.56330659283,1.61094360291
52,1.53755906547,0.925013651049,1.56336252702,1.60969483279
53,1.53762385532,0.925056948704,1.56341846122,1.6085060156
54,1.53768864517,0.925100246359,1.56347439541,1.60736802419
55,1.53775343502,0.925143544013,1.5635303296,1.60627648371
56,1.53245276643,0.921501491892,1.5579238561,1.57996442954
