,t61,t62,t63,t64
943,21.3276076338,20.2201561599,21.6666310956,24.2142257748
944,21.3258920962,20.4853121747,21.6643061378,24.1910918486
945,21.324391325,20.5078818135,21.6621948419,24.1399225834
946,21.3156265314,20.4902519541,21.6525661027,24.0891956249
947,21.3114635994,20.4902414226,21.6475227744,24.0671767868
948,21.3069139844,20.4896555672,21.6418837323,24.0465743613
949,21.3015594111,20.4901348486,21.6353251622,24.0256208202
950,21.2952923878,20.4897756675,21.6278538857,24.007035042
951,21.2883165662,20.489882287,21.6197349915,23.9911503537
952,21.2808202561,20.4895404073,21.6111672919,23.9769171493
953,21.2728363204,20.4896121467,21.6021734646,23.9635933679
954,21.264450298,20.4896480227,21.592832604,23.9511388547
955,21.255800434,20.4899454034,21.5832811846,23.9396249709
956,21.2446792509,20.3582416675,21.5712799723,24.0086813984
957,21.2416417659,20.2224852015,21.5676567416,24.0979975276
958,21.2292422415,20.2203398353,21.5546485333,24.1235388857
959,21.2201546876,20.2197136179,21.5454189817,24.1417899688
960,21.2120807889,20.2200545811,21.5375031604,24.1591166002
961,21.2032756945,20.2199879362,21.5290114176,24.1739083562
962,21.193550531,20.22022284,21.5196954215,24.1846728534
963,21.1831919977,20.219602296,21.5098149585,24.1922509952
964,21.1724031176,20.2201081985,21.4995530092,24.1978256895
965,21.161224223,20.2201588973,21.4889342596,24.2019439688
966,21.1496774793,20.2197327575,21.4779721543,24.2048072972
967,21.1387687851,20.2202719687,21.4676745195,24.2063321696
968,21.1285542844,20.2295088415,21.4581172897,24.2187725632
969,21.1156987794,20.2299045618,21.4460661564,24.221849563
970,21.1011910046,20.2302612047,21.4327342757,24.2223915012
971,21.0857503497,20.2296983768,21.4188428852,24.2224340957
972,21.0701202868,20.2299716001,21.4049896884,24.2224683753
973,21.0537328704,20.2295402037,21.3904410323,24.2225193807
974,21.0368642433,20.2296878591,21.3753927866,24.2225524498
975,21.0198525967,20.2297135997,21.3601517653,24.2225654926
976,21.0029139338,20.2302220864,21.344917985,24.2225704965
977,20.9859116393,20.2303939361,21.3295399588,24.2225817604
978,20.9700036966,20.2303785955,21.3151843589,24.222590596
979,20.9543480913,20.2298330168,21.3009871592,24.2225969749
980,21.2083871699,20.2494605834,21.5477840898,24.2364242473
981,21.4783377391,20.2502661792,21.803725713,24.2406608159
982,21.6223795457,20.2500416112,21.9358927612,24.2420216785
983,21.6583471541,20.2496636441,21.9664396439,24.2424557226
984,21.6542206442,20.2501480221,21.9625698916,24.242581969
985,21.650627891,20.2496275966,21.9616589002,24.2426014424
986,21.6552131772,20.249593072,21.9688644851,24.2425880839
987,21.6624684018,20.2495606184,21.9779799043,24.2425676547
988,21.6679541008,20.2494870218,21.9849044325,24.2425492008
989,21.6710418362,20.2498000479,21.9894379629,24.2425333632
990,21.6727152665,20.2500679014,21.9926925292,24.2425191676
991,21.673928546,20.2494604102,21.9955461989,24.2425068998
992,21.8455661147,20.3665846664,22.1646574066,24.3254932622
993,22.009417562,20.3692996284,22.3215353381,24.3508787431
994,22.1014203291,20.3702033159,22.406747958,24.358807623
995,22.13090435,20.3701971437,22.4333270856,24.3612342044
996,22.1372296195,20.3698669525,22.4409374371,24.3620002447
997,22.1433507341,20.3699230601,22.4502811065,24.3622372254
998,22.1534730475,20.3695379941,22.4635337343,24.362306111
999,22.1645299041,20.369792222,22.4769874722,24.362322556
1000,22.1740119968,20.3694647061,22.4883946443,24.3623237691
1001,22.1815153905,20.3702788891,22.4977222339,24.3623212478
1002,22.1877715326,20.3697046988,22.5058405208,24.3623185033
1003,22.1933896515,20.3697766535,22.5133151922,24.3623152933
1004,22.2048723139,20.3012204222,22.5267067596,24.3137988205
1005,22.2214341432,20.2995734041,22.5448568223,24.2995273003
1006,22.2299040644,20.2999863081,22.5542454767,24.295568172
1007,22.2356357845,20.3000041591,22.5606492718,24.294541477
1008,22.2403895708,20.2993244715,22.5660089627,24.2942272885
1009,22.2448759047,20.2992524215,22.571069817,24.29410185
1010,22.2491734166,20.3002941642,22.5759014467,24.2940480085
1011,22.2529954136,20.2995880775,22.5802214661,24.2940267488
1012,22.2563407849,20.2995875404,22.5840538589,24.2940181391
1013,22.259304179,20.2999419903,22.5875107738,24.294011479
1014,22.2618908367,20.3000138452,22.5905988216,24.2940043434
1015,22.2642771066,20.2996002133,22.5934943525,24.2939978711
1016,22.2726625531,20.4834143597,22.6023965035,24.4311108578
1017,22.2702078274,20.4896312083,22.6002303175,24.4690313084
1018,22.2720471519,20.4893855816,22.6026329739,24.479763387
1019,22.277945438,20.489921692,22.6091089052,24.4827183656
1020,22.2835803206,20.4899313473,22.6151491862,24.483523523
1021,22.288825784,20.4903580302,22.6207303399,24.4837506092
1022,22.2937925644,20.4901775983,22.6260533228,24.4838147174
1023,22.2989608939,20.4902032237,22.6316231914,24.4838346565
1024,22.3043208619,20.4894688803,22.6374054003,24.4838405744
1025,22.3099556034,20.4903552985,22.6434659261,24.4838432731
1026,22.3157951762,20.4894829645,22.649728472,24.4838444432
1027,22.321796637,20.4896173844,22.6561535437,24.4838454649
1028,22.4535066583,20.4404148756,22.7831157498,24.4479121803
1029,22.5954823507,20.4397865525,22.9167629599,24.4302566349
1030,22.6719626422,20.4392248899,22.9853341542,24.4086430888
1031,22.6964776731,20.4392381916,23.0058448439,24.3884380433
1032,22.7020898335,20.4402356458,23.0113890288,24.3703697439
1033,22.7083123005,20.439772455,23.0192837036,24.3547992723
1034,22.7187553218,20.4402153837,23.0312762587,24.3415560185
1035,22.7304335967,20.4395705483,23.0438488627,24.3298190552
1036,22.7410200047,20.4400205969,23.0549711252,24.3193662184
1037,22.7502021416,20.4401451655,23.0646916728,24.3101155469
1038,22.7583273727,20.4397919384,23.073473328,24.3015368586
1039,22.7661096889,20.4391903134,23.081982681,24.2939703318
1040,22.7610803306,20.1673523351,23.0775027215,24.1883995923
1041,22.7637862504,20.1598600664,23.0809394319,24.1016786474
1042,22.7615556899,20.1596319442,23.0791802793,24.0417749609
1043,22.7646120072,20.1598954009,23.0826936671,24.0127646179
1044,22.7698673985,20.1596986444,23.0882373633,23.9863336912
1045,22.7745058286,20.1591792398,23.0930194536,23.957957651
1046,22.7781615824,20.160044765,23.0968122693,23.9319085587
1047,22.7814886754,20.1599522395,23.1003457453,23.9093474749
1048,22.7848642908,20.1600242627,23.1039823753,23.888986039
1049,22.7884134467,20.1592697024,23.107809859,23.8701701827
1050,22.7920651486,20.1594034483,23.1117372049,23.8526601793
1051,22.7957004279,20.1593110698,23.1156465258,23.8363191525
1052,22.7679363416,19.9096958497,23.0876931087,23.7042531983
1053,22.7471077363,19.860630189,23.0672576444,23.6014713498
1054,22.7344848153,19.8597147172,23.0550813641,23.5410054377
1055,22.7310627467,19.8591545656,23.0517576169,23.5069084231
1056,22.7308600998,19.8595653181,23.0511804172,23.4731369952
1057,22.7298382419,19.8600182805,23.049563958,23.4369391785
1058,22.7278433775,19.8598100286,23.0470472712,23.4035316679
1059,22.7258544613,19.8591829248,23.0446736423,23.3739621733
1060,22.7244237208,19.859809987,23.0429267542,23.3469034919
1061,22.7234955382,19.8601415237,23.0416809582,23.3214191735
1062,22.7228898609,19.8594134133,23.0407367678,23.2973808806
1063,22.7225055751,19.8599965839,23.0400015758,23.2747270165
1064,22.490724642,19.9195563058,22.8114704062,22.6655664172
1065,22.2129736051,19.9197588054,22.5465365631,22.2379988095
1066,22.0765369648,19.9198767608,22.4205955177,22.0811065279
1067,22.0454253491,19.9195741416,22.3919139418,22.0041916902
1068,22.044921285,19.9194662757,22.3872581707,21.916578825
1069,22.0371719422,19.9196986699,22.3733103192,21.8247535823
1070,22.0197315154,19.9192329892,22.35057716,21.7442502091
1071,22.0007953173,19.9195263894,22.3276752737,21.674573185
1072,21.9852506851,19.9195346844,22.3087572302,21.6110165084
1073,21.9732152254,19.9195485275,22.2933534835,21.5515226096
1074,21.9631483256,19.919913922,22.2798263359,21.4958124586
1075,21.9539393837,19.9198798119,22.267214335,21.443590565
1076,21.9498347784,20.2177299404,22.2599462479,21.4020283039
1077,21.9379193022,20.2291263793,22.244894357,21.3457580676
1078,21.9255187899,20.2298550525,22.2296365025,21.2960421787
1079,21.9146587422,20.2293857038,22.2160775152,21.251193887
1080,21.9076947491,20.2291545647,22.2064422051,21.2120686406
1081,21.9009250069,20.2300670736,22.1969145899,21.1712435722
1082,21.8939649147,20.2293873221,22.1872205461,21.131399084
1083,21.8873329073,20.2297555337,22.1779695621,21.093827692
1084,21.8809468087,20.2296529088,22.1690865162,21.0573767848
1085,21.8749795044,20.2294200908,22.160731035,21.0221348487
1086,21.8693214892,20.2293225715,22.1527762467,20.9878594854
1087,21.8638106079,20.2293033314,22.1450553172,20.9543630886
1088,21.8510294955,20.3656344186,22.1299928004,20.9153712778
1089,21.8382999508,20.3696926407,22.1151589881,20.8815300308
1090,21.8322020213,20.3689069443,22.1071291743,20.8561949936
1091,21.8290992644,20.3690123121,22.1019918084,20.8294215803
1092,21.8266809048,20.3699523716,22.0974185941,20.8019688709
1093,21.8241673118,20.3694131289,22.0927425797,20.7753664273
1094,21.8217095112,20.3690740592,22.0882079276,20.7498874051
1095,21.8194954314,20.3696087686,22.0840123206,20.725033124
1096,21.8175658178,20.3695624164,22.0801710895,20.7006060777
1097,21.8158846109,20.3695348252,22.0766311512,20.6766747249
1098,21.814372279,20.3698445674,22.0733102555,20.6532175632
1099,21.8129844776,20.3703561472,22.0701676556,20.6302014676
1100,21.8114706625,20.4946814216,22.0669707247,20.6072750267
1101,21.8069258565,20.4999993835,22.0608064041,20.5797135541
1102,21.8032983168,20.5004151551,22.0557037216,20.5561875279
1103,21.799676846,20.4998741456,22.0506380873,20.5321910205
1104,21.796127456,20.4995128735,22.0456418146,20.5081147921
1105,21.7926348262,20.498959875,22.0407043068,20.50281091
1106,21.7891927237,20.4998628746,22.0358354437,20.5016613651
1107,21.7857779306,20.5001110267,22.0310230929,20.50300859
1108,21.7824247246,20.4989170166,22.0263073026,20.5006535644
1109,21.7791364248,20.4987630227,22.0216926274,20.501196456
1110,21.7758694246,20.5001531531,22.017135582,20.5046228212
1111,21.7726217073,20.5002991768,22.0126354366,20.5037133139
1112,21.7696287681,20.2644819296,22.0084190832,20.3913875086
1113,21.768805109,20.2588567193,22.0063985324,20.3178113259
1114,21.7661296938,20.259210059,22.0025015497,20.2907458268
1115,21.7642321297,20.2598952996,21.9994848235,20.2773342962
1116,21.7626172267,20.2597118557,21.9968200624,20.2707801504
1117,21.7609484929,20.2596457221,21.9941422208,20.2676080325
1118,21.759161307,20.2593691733,21.9913805212,20.2654581093
1119,21.7573367699,20.260029842,21.9886175017,20.2636224851
1120,21.7555236365,20.2597165801,21.985899225,20.2620842313
1121,21.7537669048,20.2602672211,21.9832655265,20.2609299256
1122,21.7520328488,20.2601811228,21.9806770291,20.2600378735
1123,21.7503350034,20.2590420309,21.9781450075,20.2594056283
1124,21.7458756151,20.151523513,21.9728557057,20.2019602294
1125,21.7483144242,20.1495075735,21.974625075,20.1934391112
1126,21.7479077076,20.1495454762,21.9734635806,20.1965075967
1127,21.7461113341,20.1490198037,21.9710166165,20.1960755993
1128,21.7451740562,20.1500027088,21.969583735,20.1924630518
1129,21.7442388254,20.1497349229,21.9682041184,20.1859670646
1130,21.7432957071,20.1498988199,21.9668230499,20.1789212993
1131,21.7423981679,20.1502694531,21.9654824632,20.1715988803
1132,21.7414236269,20.1494647242,21.9640582029,20.1634722464
1133,21.7404709281,20.1497802395,21.9626524938,20.1548280776
1134,21.739587864,20.1496129601,21.9613093346,20.1523663695
1135,21.7386159654,20.1494526964,21.9598645995,20.150603399
1136,21.9174570925,20.1299779774,22.1364664528,20.6268564924
1137,22.1356767836,20.1299259109,22.3443987454,20.9715367352
1138,22.2470949241,20.1295187284,22.446410958,21.0870461311
1139,22.2738067596,20.1301211818,22.4699649376,21.1284866702
1140,22.2726188717,20.1296008641,22.4712838313,21.1783424405
1141,22.2751645107,20.1297372972,22.4784412329,21.2334324577
1142,22.2856351743,20.1300513811,22.4929852645,21.2797787329
1143,22.2980084817,20.1300452861,22.508305424,21.3164777344
1144,22.3081446883,20.1296888764,22.5207902102,21.3478555435
1145,22.3155727267,20.129121947,22.530512792,21.3760609115
1146,22.3213416979,20.1295519528,22.5386774546,21.4013097248
1147,22.3262168518,20.129827823,22.5459529671,21.4235176387
1148,22.4017336594,20.3984846219,22.6230519142,21.6492481082
1149,22.4743715082,20.4194502859,22.695472408,21.8313490227
1150,22.5167506903,20.4197375457,22.7375636696,21.918816057
1151,22.5323530179,20.4202114778,22.7543282895,21.9664618435
1152,22.5408321455,20.419913872,22.7655997326,22.0426234753
1153,22.5505868712,20.4197338986,22.7788219476,22.1138033729
1154,22.5618372243,20.4196220622,22.7934231312,22.18064631
1155,22.5728820034,20.4190088333,22.80757292,22.2533232825
1156,22.5827100546,20.4203794066,22.8205181276,22.328563483
1157,22.5913891649,20.4201127016,22.8326087934,22.4032557621
1158,22.5982956897,20.4197717735,22.8433252549,22.4776475368
1159,22.6046429017,20.4203320244,22.8539077066,22.5506299868
1160,22.3587551197,20.1647063584,22.619106468,22.6548964418
1161,22.1052560208,20.11009734,22.3870307384,22.7923728828
1162,21.9671724439,20.1102735183,22.2701018494,22.9079258646
1163,21.9329548371,20.1099619639,22.2495412918,23.0109913448
1164,21.9399484795,20.1096221942,22.2629665126,23.1122791364
1165,21.9431004961,20.1098654089,22.2667392991,23.1905423511
1166,21.9437182595,20.1100436219,22.2701033296,23.2889385438
1167,21.9451888166,20.1100096902,22.2745480138,23.3653045851
1168,21.9497628777,20.1100408146,22.2835281369,23.4675869334
1169,21.9562632643,20.1099962191,22.2919339751,23.5404732698
1170,21.9640400783,20.1100767069,22.3003267671,23.6098763014
1171,21.9732042715,20.1101120791,22.3094200575,23.6778652244
1172,21.9722240886,19.9311067766,22.3078078157,23.6442398917
1173,21.9771264795,19.8510400825,22.3120324366,23.6188372318
1174,21.9815805806,19.8501081105,22.3155516728,23.6205870287
1175,21.9909330109,19.8500372212,22.3239024286,23.6468283157
1176,22.0016086092,19.8501125941,22.3334860312,23.6754526687
1177,22.0122136893,19.84956574,22.3429939068,23.697175518
1178,22.0232712682,19.8495054115,22.3530389565,23.7126372572
1179,22.0353264955,19.8502513057,22.3641765358,23.7264824302
1180,22.04750002,19.8500792387,22.375486828,23.7390817013
1181,22.0602398249,19.8496169325,22.3874215982,23.7518424843
1182,22.0733863309,19.8497412511,22.3998083641,23.7638430472
1183,22.0868214363,19.8498762903,22.4125224311,23.7748371688
1184,22.1047308088,19.8127074081,22.4297936536,23.7468681908
1185,22.1213946721,19.7785359391,22.445897495,23.7380141405
1186,22.1373295356,19.7714796527,22.4616084314,23.7350049293
1187,22.1538813271,19.7901962491,22.4783264405,23.7339888044
1188,22.1714203396,19.824032619,22.4962719172,23.7337024864
1189,22.1898424088,19.8645157803,22.5151721494,23.7336538445
1190,22.2079873913,19.9071905831,22.5337564958,23.7336514664
1191,22.2261376699,19.9508820388,22.5522910193,23.7336579201
1192,22.2443847942,19.99565017,22.5708511922,23.7336621747
1193,22.2633182143,20.0417126087,22.5900152456,23.7336769851
1194,22.2832753992,20.0890709033,22.6100995241,23.7337007301
1195,22.3014236849,20.1372413247,22.6282245629,23.7336804317
1196,22.0757021956,20.1851375488,22.4113955528,23.5994325595
1197,21.8168204833,20.2285695893,22.1663940687,23.5546975611
1198,21.6903482885,20.2710641781,22.0511471329,23.5405898154
1199,21.6647742947,20.3129129601,22.0301891051,23.5359867736
1200,21.6724344216,20.3541533964,22.0374649732,23.5345284889
1201,21.6764022958,20.3944602381,22.039176855,23.5340590939
1202,21.6727135269,20.4316987927,22.0332653077,23.5339065618
1203,21.6688710358,20.4661252351,22.0276128713,23.5338923528
1204,21.6681138432,20.497387232,22.0251090462,23.5339004419
1205,21.6705045294,20.5253699217,22.0255820482,23.5339135813
1206,21.6746681414,20.55027169,22.0276663944,23.5339251748
1207,21.676992577,20.572907652,22.027854063,23.5339377631
1208,21.6752861759,20.593865634,22.0240390342,23.6711273682
1209,21.6782301076,20.6139835644,22.0251021182,23.7138987454
1210,21.6830138991,20.6327424336,22.0280614534,23.7275097995
1211,21.6897270958,20.6500277502,22.0330167578,23.7317884531
1212,21.696206667,20.6656001634,22.0378051137,23.7331269008
1213,21.7019535691,20.6794194557,22.0419739933,23.7335499834
1214,21.7050081383,20.6866778637,22.0435744448,23.7336899297
1215,21.7065142939,20.6866933025,22.0437949437,23.7337414064
1216,21.7074717549,20.6807687402,22.0436382221,23.7337613497
1217,21.7079129689,20.6701090647,22.0431160983,23.7337700754
1218,21.707522935,20.6553245943,22.0419084124,23.7337750921
1219,21.7053966876,20.6334064024,22.0391160373,23.7337795692
1220,21.5632282465,20.5992515111,21.9003893739,23.8672647596
1221,21.4140601988,20.5569234236,21.7569976771,23.9071857055
1222,21.3319586628,20.508681276,21.6796426059,23.9193693237
1223,21.2964387882,20.4563537659,21.646183759,23.9229822868
1224,21.2753538878,20.3997505244,21.6252602107,23.92403052
1225,21.2534664707,20.337744656,21.6030021551,23.924325362
1226,21.2289620847,20.2805580649,21.5783580922,23.9244006103
1227,21.204584591,20.2327107889,21.5541792676,23.9244207637
1228,21.1823955504,20.1953836364,21.5323601782,23.9244247224
1229,21.1625202469,20.1652012428,21.5128755317,23.9244280149
1230,21.1444007924,20.1391804883,21.4951127571,23.9244311996
1231,21.1277073718,20.1162330403,21.4787459423,23.9244345474
1232,21.1117554075,20.0987109064,21.4630833626,23.9245584058
1233,21.0974808395,20.0879277545,21.4489978744,23.9248383281
1234,21.0848295693,20.0812957746,21.4363243586,23.9251074478
1235,21.0731886993,20.0764711495,21.4244227823,23.9252521026
1236,21.0621981061,20.0726380991,21.4129955854,23.9252927237
1237,21.0517424789,20.0698193215,21.4020028223,23.9252928754
1238,21.041511369,20.0648801746,21.3911791085,23.9252920276
1239,21.0312092668,20.0560830895,21.3802547736,23.9252958603
1240,21.0206329598,20.0436102218,21.3690507595,23.9253006464
1241,21.0096874122,20.0283138722,21.3574968668,23.9216037959
1242,20.9982591361,20.0108853439,21.3454988519,23.9134519576
1243,20.9863028338,19.9916947671,21.3330258783,23.9039051968
1244,20.9745259097,19.9713916478,21.3208101721,23.904787294
1245,20.9626116556,19.9502434013,21.3086006631,23.9047808344
1246,20.9495415712,19.9282194235,21.2954473259,23.9045821138
1247,20.9363514492,19.9101541344,21.2824216338,23.9044587795
1248,20.9237164704,19.9100472244,21.2701323353,23.9044258249
1249,20.9111583112,19.9100915652,21.2580175978,23.9044288813
1250,20.898058562,19.9098471003,21.2454144018,23.9044335192
1251,20.884400428,19.9102049336,21.2322923887,23.9044331305
1252,20.8703858008,19.9100705592,21.2188384347,23.9044305354
1253,20.8562241941,19.9099519748,21.2052423822,23.9044285665
1254,20.8420086525,19.9103005045,21.1915801712,23.9044274348
1255,20.8276903279,19.9102281882,21.1777919687,23.904426101
1256,20.9524000118,20.1937343571,21.2990267872,24.1101330323
1257,21.0744376692,20.2000533765,21.4150949384,24.1684029398
1258,21.1333236998,20.1999032336,21.4692940992,24.1854926149
1259,21.1458854024,20.1999146893,21.4803224321,24.1904274971
1260,21.1393141482,20.1995062478,21.4746610709,24.1918971075
1261,21.1315403444,20.1996230266,21.4688139155,24.1923803605
1262,21.1259941298,20.1998888622,21.4652197186,24.1925426329
1263,21.1205921472,20.1997877472,21.4615200312,24.1925923097
1264,21.1137136006,20.1997770737,21.4561915842,24.192603351
1265,21.1054296224,20.1996830922,21.4494245647,24.1926093383
1266,21.0962698871,20.2000006218,21.4417677469,24.1926199683
1267,21.0872333506,20.1998716499,21.4341878776,24.1926286843
1268,21.214711436,20.3659383925,21.5587028298,24.3113731263
1269,21.3432878222,20.3700638662,21.6812084276,24.3469484569
1270,21.4080038688,20.3695249062,21.7405403591,24.3578377489
1271,21.421324821,20.3700613903,21.751639174,24.3611247289
1272,21.4148894533,20.3702062861,21.7457857712,24.3620957563
1273,21.4089338862,20.3698511191,21.7416508664,24.3623848352
1274,21.4068361596,20.369315995,21.7413749229,24.3624658592
1275,21.4058212659,20.3699395228,21.7418162917,24.3624848575
1276,21.4037148565,20.37009274,21.7409486667,24.3624854577
1277,21.4002888983,20.3700166972,21.7387240659,24.3624815824
1278,21.3961746196,20.3702218926,21.7358272709,24.3624769187
1279,21.3917487702,20.3699464542,21.7325996763,24.3624721103
1280,21.4096888364,20.1464797442,21.7514380402,23.9787344608
1281,21.4334172619,19.913068582,21.7761956752,23.9129686505
1282,21.450393907,19.9103828424,21.7940851139,23.9061702939
1283,21.4526901194,19.909600352,21.7971929806,23.9039629171
1284,21.4514770317,19.9098605655,21.7971179144,23.9032759109
1285,21.4509213173,19.9099319468,21.7979341786,23.9030392866
1286,21.4508986526,19.9098086669,21.7992944725,23.9029533626
1287,21.4504842169,19.9100253447,21.8001787911,23.9029221726
1288,21.4493643723,19.9103022836,21.8002920528,23.9029105555
1289,21.4476560385,19.9099052033,21.7997863012,23.9029049056
1290,21.4456178325,19.9102144912,21.7989298136,23.9029010753
1291,21.4433905955,19.9099182564,21.7978531672,23.9028992443
1292,21.7333782892,20.1822062251,22.0795168535,24.0970057254
1293,22.0182916491,20.1895953101,22.3481102227,24.1571634319
1294,22.1734180601,20.1898138418,22.4886167833,24.1760676346
1295,22.2229241701,20.1899691279,22.530772081,24.1818666422
1296,22.2315057497,20.1894620762,22.5387642324,24.1835837076
1297,22.2397116411,20.1902280079,22.549276781,24.1840640214
1298,22.2551781822,20.1897991952,22.5669065009,24.1841829485
1299,22.2723512027,20.1901231782,22.5853430673,24.1842040618
1300,22.2869944661,20.1892844504,22.6008315651,24.1841995008
1301,22.2983558881,20.189601527,22.6131375631,24.1841865715
1302,22.3076269283,20.1897866724,22.6235934736,24.1841728091
1303,22.3159231121,20.1899306751,22.6332048263,24.184159647
1304,22.3204886494,20.0037046977,22.6391861212,24.0523375849
1305,22.3101048221,19.9997088986,22.630328048,24.0116708466
1306,22.2813082761,19.9998911358,22.6034696964,23.9993988013
1307,22.256494205,19.9997031623,22.5813481883,23.9957624738
1308,22.2407666172,19.9995213193,22.568294766,23.9946538418
1309,22.231463887,19.9998794957,22.5610686149,23.994298169
1310,22.2249853255,19.9997524682,22.5560822818,23.9941716428
1311,22.2195558257,20.0001094527,22.5518374845,23.9941194851
1312,22.2147444029,19.9996191705,22.5481067139,23.99409312
1313,22.2106393296,19.9996867004,22.5450349107,23.9940762656
1314,22.2071540048,19.9998356164,22.5425214781,23.9940630316
1315,22.2041791669,19.9996467176,22.5404466533,23.9940521263
1316,22.5227950322,20.1585269749,22.8509825054,24.1353015677
1317,22.8846967687,20.1598650412,23.1891737908,24.153890141
1318,23.0526784584,20.159956869,23.3368381706,24.1552183585
1319,23.078434312,20.1599303822,23.3545972369,24.1551462146
1320,23.0641118554,20.1598851228,23.3423797157,24.1551093468
1321,23.0627601085,20.1600484799,23.3462346718,24.1550696569
1322,23.0778309398,20.1594900442,23.3650195571,24.1550330491
1323,23.0972432949,20.1590302829,23.386079333,24.1550051239
1324,23.1135952133,20.1592585145,23.4032794397,24.1549830549
1325,23.1262620838,20.1591671346,23.4169767043,24.1549642959
1326,23.1372256743,20.1593843388,23.4293915025,24.1549487618
1327,23.1479891025,20.159280233,23.4418051668,24.154935431
1328,23.1473735728,19.9408270943,23.4420444024,23.7542777632
1329,23.1478425917,19.6930521333,23.444009018,23.6931078366
1330,23.1545755734,19.6899103153,23.4524610618,23.6879631506
1331,23.1564015369,19.6895092986,23.4555443492,23.6864913035
1332,23.158843353,19.6900575841,23.4590363224,23.6861068021
1333,23.1622781457,19.689953139,23.4634394624,23.6859668882
1334,23.1656225577,19.6898734882,23.4677116639,23.6859023024
1335,23.1682249489,19.6898245359,23.4712284474,23.6858681443
1336,23.1701709118,19.6898084717,23.4740947515,23.6858465383
1337,23.171554027,19.6898475613,23.4764014821,23.6858285888
1338,23.1725453098,19.6892789181,23.4783104886,23.6858128778
1339,23.1731400617,19.689916949,23.4798068448,23.6857984173
1340,23.1533491269,19.660298483,23.4605380179,23.6335016755
1341,23.1394069928,19.6599110193,23.447400138,23.5685220007
1342,23.133964552,19.6598587221,23.4426547636,23.5186190701
1343,23.1338436413,19.6597167929,23.4427813053,23.4828341326
1344,23.1346179835,19.6597764789,23.4434022413,23.451024904
1345,23.1347008797,19.6592196285,23.4432442964,23.4207831869
1346,23.1345241272,19.6599429479,23.4428684786,23.3930720254
1347,23.1346749179,19.659739652,23.4428862552,23.3680154987
1348,23.1352311743,19.6595964478,23.4433432039,23.3448727279
1349,23.1361006014,19.6599357178,23.444122399,23.3232619618
1350,23.1372034351,19.6602006847,23.4451415371,23.3030469832
1351,23.1384693721,19.660163036,23.4463369014,23.284040549
1352,23.0239665622,19.5802857522,23.3298200983,22.6947467929
1353,22.8817466617,19.5798648337,23.1895496659,22.2770637935
1354,22.8064565561,19.5794700404,23.117571162,22.1206011595
1355,22.7851841208,19.5800183289,23.0968877172,22.0451413511
1356,22.7807866319,19.5796173051,23.089565856,21.9586147872
1357,22.7734900465,19.5801653572,23.0778402725,21.8676080075
1358,22.7615108445,19.579818018,23.0618301043,21.7879737941
1359,22.7489134867,19.5796484832,23.0461016597,21.7191434669
1360,22.7383241082,19.5795051718,23.0329045007,21.6562940413
1361,22.7298232026,19.5798477521,23.0219026663,21.5973331666
1362,22.7226081882,19.5795643586,23.01218341,21.5421296629
1363,22.7159854665,19.5793881301,23.0031491314,21.490328976
1364,22.7082705812,19.9141526459,22.993995146,21.4475023302
1365,22.6969007867,19.9996171462,22.9803746413,21.3936881265
1366,22.6833623162,19.9998177567,22.9642218852,21.3376934837
1367,22.6750620792,19.9999937437,22.9535880035,21.2954713078
1368,22.6702509185,20.0000648087,22.9465867845,21.2571743378
1369,22.6649110535,19.9991351668,22.9390182637,21.2162958481
1370,22.6591222733,19.9992879186,22.9310226414,21.1767252136
1371,22.6533684042,19.9994774046,22.9231509281,21.1392001758
1372,22.6479360258,20.0000042691,22.9157013811,21.1030744215
1373,22.6427233465,19.9996192619,22.9085535737,21.0677708942
1374,22.637738352,19.9992265243,22.901705196,21.0334949254
1375,22.6328776688,19.9991999125,22.8950491911,21.0001095518
1376,22.6282062193,20.2800401581,22.8892351717,20.9738709805
1377,22.6192542212,20.3995886986,22.8784179421,20.9358372229
1378,22.6131662145,20.3993283703,22.870216093,20.9037942639
1379,22.611350359,20.4000367988,22.8663622077,20.8783424683
1380,22.6105645428,20.3994191619,22.8635347212,20.8520415541
1381,22.6097303549,20.3993986405,22.8606976425,20.8255720849
1382,22.608789871,20.4001612214,22.857821699,20.7998371386
1383,22.607950222,20.3988648459,22.8551284564,20.7749221741
1384,22.6074307765,20.3991065392,22.8528280293,20.7506619465
1385,22.60712612,20.3996595579,22.8508111297,20.7268318578
1386,22.6070244037,20.3993786322,22.8490744318,20.7034951721
1387,22.6070499827,20.4002784577,22.847548278,20.6806560219
1388,22.6089443546,20.0944273306,22.8486818972,20.6664650363
1389,22.6096854926,20.0196381099,22.8479719643,20.6420834692
1390,22.6077497996,20.0193940489,22.8442980932,20.6131922354
1391,22.6036901671,20.0199104024,22.8388676128,20.5859067251
1392,22.6046850059,20.019658776,22.838985825,20.5698244016
1393,22.6056592911,20.0192191609,22.8391604392,20.5496574541
1394,22.605760396,20.0196455808,22.8384581183,20.5277850045
1395,22.6053872618,20.0200569118,22.8373293301,20.5066977794
1396,22.6049406777,20.0190757992,22.8362008002,20.4862935976
1397,22.6046504978,20.0193731054,22.8352837896,20.4661938044
1398,22.6044508703,20.0194161134,22.8344829832,20.4461691242
1399,22.60438986,20.019720154,22.8338343144,20.4265010261
1400,22.6010500855,19.8919769524,22.8299103188,20.4013374774
