,tout,s,i,t1,t2,t3,sp0,m,rh
91,2.2,133.5,28469.8089146,22.160316183,20.9984817595,22.719346288,25.0,1.72945130653,0.0
92,2.2,172.75,28469.8089146,22.2327406294,20.9983942866,22.7361376738,25.0,1.72945130653,0.0
93,2.2,212.0,28469.8089146,22.3013205653,20.9989499066,22.7518226075,25.0,1.72945130653,0.0
94,2.2,251.25,28469.8089146,22.371718369,20.9991261899,22.7668795056,25.0,1.72945130653,0.0
95,2.2,290.5,28469.8089146,22.44363609,20.9988243259,22.7819087699,25.0,1.72945130653,0.0
96,2.2,329.75,31685.3554904,22.5376965012,20.617358591,22.5430019257,24.5,1.72945130653,0.0
97,2.2,369.0,31685.3554904,22.6682652706,20.4999981135,22.3090487801,24.5,1.72945130653,0.0
98,2.2,408.25,31685.3554904,22.7772197211,20.4999246106,22.1917297161,24.5,1.72945130653,0.0
99,2.2,447.5,31685.3554904,22.8623816198,20.5004222017,22.1672792533,24.5,1.72945130653,0.0
100,2.2,486.75,31685.3554904,22.9433685729,20.5003590614,22.1742213558,24.5,1.72945130653,0.0
101,2.2,526.0,31685.3554904,23.0255007698,20.49964456,22.1790731201,24.5,1.72945130653,0.0
102,2.2,533.25,31685.3554904,23.098105194,20.5003191022,22.1776587016,24.5,1.72945130653,0.0
103,2.2,540.5,31685.3554904,23.1626613923,20.5004789546,22.1753009527,24.5,1.72945130653,0.0
104,2.2,547.75,31685.3554904,23.225667834,20.5004665156,22.1746132343,24.5,1.72945130653,0.0
105,2.2,555.0,31685.3554904,23.2855695109,20.4993392742,22.1758893203,24.5,1.72945130653,0.0
106,2.2,562.25,31685.3554904,23.3409412257,20.4994435085,22.1783979729,24.5,1.72945130653,0.0
107,2.2,569.5,31685.3554904,23.3913571194,20.5001377647,22.1814327139,24.5,1.72945130653,0.0
108,2.2,576.75,27825.9840893,23.3455908428,20.4902113906,22.1757139518,24.49,1.72945130653,0.0
109,2.2,584.0,27825.9840893,23.3011229059,20.4899836159,22.1705735686,24.49,1.72945130653,0.0
110,2.2,591.25,27825.9840893,23.2995055948,20.4897573616,22.1697498056,24.49,1.72945130653,0.0
111,2.2,598.5,27825.9840893,23.3149336568,20.490252766,22.1722191941,24.49,1.72945130653,0.0
112,2.2,605.75,27825.9840893,23.3292010687,20.4897899231,22.1761502901,24.49,1.72945130653,0.0
113,2.2,613.0,27825.9840893,23.3416914082,20.4900687138,22.1806584393,24.49,1.72945130653,0.0
114,2.2,633.666666667,27825.9840893,23.3558843547,20.4901076272,22.1851220384,24.49,1.72945130653,0.0
115,2.2,654.333333333,27825.9840893,23.3714132767,20.4901593321,22.1895142082,24.49,1.72945130653,0.0
116,2.2,675.0,27825.9840893,23.3873475116,20.4895532446,22.1940899708,24.49,1.72945130653,0.0
117,2.2,695.666666667,27825.9840893,23.4033051234,20.4896092002,22.1990369451,24.49,1.72945130653,0.0
118,2.2,716.333333333,27825.9840893,23.4185438699,20.4896138502,22.2053398464,24.49,1.72945130653,0.0
119,2.2,737.0,27825.9840893,23.4337136294,20.490145779,22.212314069,24.49,1.72945130653,0.0
120,2.25,757.666666667,35324.5588165,23.6146604913,20.4899016737,22.2196432693,24.49,1.72945130653,0.0
121,2.3,778.333333333,35324.5588165,23.8057411944,20.4902606413,22.2286288202,24.49,1.72945130653,0.0
122,2.35,799.0,35324.5588165,23.9127466756,20.4903372877,22.2395912615,24.49,1.72945130653,0.0
123,2.4,819.666666667,35324.5588165,23.976560068,20.4897248588,22.2509750604,24.49,1.72945130653,0.0
124,2.45,840.333333333,35324.5588165,24.0340832025,20.4900895715,22.2635759036,24.49,1.72945130653,0.0
125,2.5,861.0,35324.5588165,24.0911817053,20.4896696867,22.2769857922,24.49,1.72945130653,0.0
126,2.55,862.583333333,35324.5588165,24.1393327727,20.4897876147,22.290431674,24.49,1.72945130653,0.0
127,2.6,864.166666667,35324.5588165,24.1785872831,20.4899489856,22.3037459828,24.49,1.72945130653,0.0
128,2.65,865.75,35324.5588165,24.2125840252,20.4900971616,22.3169281809,24.49,1.72945130653,0.0
129,2.7,867.333333333,35324.5588165,24.2435759343,20.4899221166,22.3302219802,24.49,1.72945130653,0.0
130,2.75,868.916666667,35324.5588165,24.2713934935,20.489690682,22.3433524326,24.49,1.72945130653,0.0
131,2.8,870.5,35324.5588165,24.2897063156,20.4900286258,22.3564146465,24.49,1.72945130653,0.0
132,2.84166666667,872.083333333,34790.8180287,24.2655831503,20.4309825303,22.1189530272,24.43,1.72945130653,0.0
133,2.88333333333,873.666666667,34790.8180287,24.2688047967,20.429669422,21.8805646111,24.43,1.72945130653,0.0
134,2.925,875.25,34790.8180287,24.2826408117,20.4298707066,21.7602733103,24.43,1.72945130653,0.0
135,2.96666666667,876.833333333,34790.8180287,24.2995192436,20.430139095,21.7305720691,24.43,1.72945130653,0.0
136,3.00833333333,878.416666667,34790.8180287,24.3138681384,20.4297427361,21.7291935316,24.43,1.72945130653,0.0
137,3.05,880.0,34790.8180287,24.3273073132,20.4303035451,21.7252384399,24.43,1.72945130653,0.0
138,3.09166666667,883.75,34790.8180287,24.3410267841,20.4300528819,21.7159470729,24.43,1.72945130653,0.0
139,3.13333333333,887.5,34790.8180287,24.3550192755,20.4299202158,21.7067101825,24.43,1.72945130653,0.0
140,3.175,891.25,34790.8180287,24.3690101265,20.4299056196,21.7003605324,24.43,1.72945130653,0.0
141,3.21666666667,895.0,34790.8180287,24.3832270757,20.4301860706,21.6966857983,24.43,1.72945130653,0.0
142,3.25833333333,898.75,34790.8180287,24.3977823645,20.4300791338,21.6944969535,24.43,1.72945130653,0.0
143,3.3,902.5,34790.8180287,24.4130279278,20.4302276133,21.6931238567,24.43,1.72945130653,0.0
144,3.39166666667,906.25,34790.8180287,23.9942602409,20.397818035,21.4725605346,23.94,1.79708109706,0.0
145,3.48333333333,910.0,34790.8180287,23.9400535922,20.3896179067,21.4798465688,23.94,1.93079556837,0.0
146,3.575,913.75,34790.8180287,23.9352743404,20.4049467515,21.594723747,23.94,2.0006486704,0.0
147,3.66666666667,917.5,34790.8180287,23.9339520561,20.4285076414,21.6699150527,23.94,1.98150355755,0.0
148,3.75833333333,921.25,34790.8180287,23.9336927846,20.4523179866,21.6907051294,23.94,1.98669189915,0.0
149,3.85,925.0,34790.8180287,23.9336309185,20.4745896663,21.6881325991,23.94,1.99091684886,0.0
150,3.94166666667,920.416666667,34790.8180287,23.9336064563,20.4951090187,21.6850222383,23.94,1.99488655308,0.0
151,4.03333333333,915.833333333,34790.8180287,23.9336013357,20.514261859,21.6866952801,23.94,1.99915524527,0.0
152,4.125,911.25,34790.8180287,23.9336089496,20.5324521806,21.6905001022,23.94,2.00359823811,0.0
153,4.21666666667,906.666666667,34790.8180287,23.9336207142,20.5498684109,21.6938220582,23.94,2.00811761777,0.0
154,4.30833333333,902.083333333,34790.8180287,23.9336315661,20.5665333442,21.6960509201,23.94,2.01267519616,0.0
155,4.4,897.5,34790.8180287,23.9336405442,20.5824101424,21.6975883585,23.94,2.0172444038,0.0
156,4.45,892.916666667,30664.5762337,23.9903757107,20.5906752789,21.5590067953,24.02,1.88715332986,0.0
157,4.5,888.333333333,30664.5762337,24.0072124636,20.5941411054,21.4203501894,24.02,1.87886364591,0.0
158,4.55,883.75,30664.5762337,24.0122886894,20.5956764327,21.3462331792,24.02,1.86144984325,0.0
159,4.6,879.166666667,30664.5762337,24.0137963495,20.5964698642,21.3198882316,24.02,1.85616751718,0.0
160,4.65,874.583333333,30664.5762337,24.0142210663,20.5964169947,21.3080834892,24.02,1.85164201191,0.0
161,4.7,870.0,30664.5762337,24.0143359481,20.5951676736,21.294819877,24.02,1.84829970092,0.0
162,4.75,865.75,30664.5762337,24.0143716811,20.5925387768,21.2788289334,24.02,1.84574743966,0.0
163,4.8,861.5,30664.5762337,24.0143884426,20.5886806774,21.2628777089,24.02,1.8437788905,0.0
164,4.85,857.25,30664.5762337,24.0143988481,20.5837893593,21.2483933887,24.02,1.84225871063,0.0
165,4.9,853.0,30664.5762337,24.0144058323,20.5779812613,21.2361163275,24.02,1.84108592632,0.0
166,4.95,848.75,30664.5762337,24.0144111112,20.5713038804,21.2248200509,24.02,1.84018688556,0.0
167,5.0,844.5,30664.5762337,24.0144158286,20.5637748523,21.213531634,24.02,1.83950420181,0.0
168,5.0,840.25,26915.2888701,23.5359639392,20.5272258178,20.9122026544,23.53,1.79250479073,0.0
169,5.0,836.0,26915.2888701,23.5264831379,20.5145102449,20.9077344989,23.53,1.92430128591,0.0
170,5.0,831.75,26915.2888701,23.5255380799,20.5176548526,21.041761005,23.53,2.00289711517,0.0
171,5.0,827.5,26915.2888701,23.525469971,20.5208010328,21.1304991596,23.53,1.95598551916,0.0
172,5.0,823.25,26915.2888701,23.525546913,20.5181697183,21.1476582843,23.53,1.94280717514,0.0
173,5.0,819.0,26915.2888701,23.5255708025,20.5106281802,21.1321361763,23.53,1.93082927868,0.0
174,5.0,806.583333333,26915.2888701,23.5255633963,20.4997243452,21.1145463184,23.53,1.92001211839,0.0
175,5.0,794.166666667,26915.2888701,23.5255567651,20.4865829847,21.1028160205,23.53,1.91057425125,0.0
176,5.0,781.75,26915.2888701,23.5255569357,20.4717768808,21.093923749,23.53,1.9021668841,0.0
177,5.0,769.333333333,26915.2888701,23.5255592588,20.4555196041,21.0845019986,23.53,1.89453675529,0.0
178,5.0,756.916666667,26915.2888701,23.5255604419,20.4378883803,21.073680605,23.53,1.88754105926,0.0
179,5.0,744.5,26915.2888701,23.5255602983,20.4189422346,21.0619432953,23.53,1.88106878412,0.0
180,4.95,732.083333333,30664.5762337,23.8103778017,20.4078045548,21.0553004133,24.01,1.72945130653,0.0
181,4.9,719.666666667,30664.5762337,23.9750041938,20.384633096,21.0363445164,24.01,1.72945130653,0.0
182,4.85,707.25,30664.5762337,23.9963426934,20.3530870222,21.0190063909,24.01,1.74733484071,0.0
183,4.8,694.833333333,30664.5762337,24.0022214579,20.320215476,21.0050347183,24.01,1.74241325579,0.0
184,4.75,682.416666667,30664.5762337,24.003818938,20.2881748513,20.991642125,24.01,1.75559206991,0.0
185,4.7,670.0,30664.5762337,24.0042805091,20.2563932946,20.9775960578,24.01,1.76215755112,0.0
186,4.65,636.666666667,30664.5762337,24.004426394,20.221997884,20.9624953942,24.01,1.76560627293,0.0
187,4.6,603.333333333,30664.5762337,24.0044765499,20.1835475667,20.9465877683,24.01,1.76744362143,0.0
188,4.55,570.0,30664.5762337,24.0044994601,20.1414162636,20.9304835378,24.01,1.76849354919,0.0
189,4.5,536.666666667,30664.5762337,24.0045107999,20.0965615329,20.9141459493,24.01,1.76842396891,0.0
190,4.45,503.333333333,30664.5762337,24.0045169911,20.0497749615,20.8972525946,24.01,1.76739996465,0.0
191,4.4,470.0,30664.5762337,24.0045216887,20.010699706,20.8797734448,24.01,1.76580342649,0.0
192,4.26666666667,436.666666667,38430.0213548,23.9001075408,19.9664138474,20.9966588949,23.86,1.98576144641,0.0
193,4.13333333333,403.333333333,38430.0213548,23.8678186048,19.9191340582,21.1186463856,23.86,2.0273778491,0.0
194,4.0,370.0,38430.0213548,23.8576164584,19.8722805256,21.1753024019,23.86,2.06147921642,0.0
195,3.86666666667,336.666666667,38430.0213548,23.854402328,19.8599301319,21.1831325282,23.86,2.08000283181,0.0
196,3.73333333333,303.333333333,38430.0213548,23.8534256025,19.8598166151,21.17479756,23.86,2.09270325111,0.0
197,3.6,270.0,38430.0213548,23.8531394377,19.8598374973,21.1669789982,23.86,2.10252189397,0.0
198,3.46666666667,247.5,38430.0213548,23.8530502365,19.859687426,21.1618269464,23.86,2.11077551732,0.0
199,3.33333333333,225.0,38430.0213548,23.8530134582,19.8600994338,21.1568043638,23.86,2.11756092646,0.0
200,3.2,202.5,38430.0213548,23.8529940473,19.860287133,21.1503326305,23.86,2.12322651691,0.0
201,3.06666666667,0.0,38430.0213548,23.8549846504,19.8598830462,21.1430466731,23.86,2.11919634543,0.0
202,2.93333333333,0.0,38430.0213548,23.8552735322,19.8600592715,21.1292826019,23.86,2.12193678731,0.0
203,2.8,0.0,38430.0213548,23.8553175494,19.8598244675,21.1183327118,23.86,2.12564524849,0.0
204,2.75,0.0,38696.8917488,23.9922852564,20.0554242192,21.244184369,24.06,2.03992211495,0.0
205,2.7,0.0,38696.8917488,24.034090125,20.059652532,21.3646889013,24.06,2.05229523083,0.0
206,2.65,0.0,38696.8917488,24.0471009598,20.0602106466,21.4280203997,24.06,2.04885312033,0.0
207,2.6,0.0,38696.8917488,24.051059658,20.0599993869,21.442161465,24.06,2.05099425169,0.0
208,2.55,0.0,38696.8917488,24.0522748259,20.059859429,21.4394122164,24.06,2.05772438232,0.0
209,2.5,0.0,38696.8917488,24.0526411508,20.0597791359,21.4371125519,24.06,2.0627961261,0.0
210,2.45,0.0,38696.8917488,24.0527479008,20.0603549717,21.4378511573,24.06,2.06743978693,0.0
211,2.4,0.0,38696.8917488,24.0527759167,20.0597475248,21.4391646711,24.06,2.07172314253,0.0
212,2.35,0.0,38696.8917488,24.0527806969,20.059566011,21.439440054,24.06,2.07585677827,0.0
213,2.3,0.0,38696.8917488,24.0527788097,20.0598886874,21.4386037499,24.06,2.07974789518,0.0
214,2.25,0.0,38696.8917488,24.0527754612,20.0595161994,21.4371010183,24.06,2.08340085533,0.0
215,2.2,0.0,38696.8917488,24.05277285,20.0602179946,21.435358079,24.06,2.08696142636,0.0
216,2.10833333333,0.0,39027.1438612,23.6868492332,19.8411997063,21.4553267613,23.62,2.35686638788,0.0
217,2.01666666667,0.0,39027.1438612,23.6232044759,19.6226315123,21.4830091004,23.62,2.3129797726,0.0
218,1.925,0.0,39027.1438612,23.616479758,19.6196969633,21.5045789116,23.62,2.36583830095,0.0
219,1.83333333333,0.0,39027.1438612,23.6142602025,19.6199276674,21.5121687709,23.62,2.35107447703,0.0
220,1.74166666667,0.0,39027.1438612,23.6135512804,19.6196364177,21.5158912635,23.62,2.35117450823,0.0
221,1.65,0.0,39027.1438612,23.6133041784,19.6199096896,21.5199404935,23.62,2.35103715333,0.0
222,1.55833333333,0.0,39027.1438612,23.6132144962,19.6198697539,21.5243999892,23.62,2.35149009103,0.0
223,1.46666666667,0.0,39027.1438612,23.6131821356,19.6201347578,21.5284192297,23.62,2.35237069553,0.0
224,1.375,0.0,39027.1438612,23.6131701248,19.6198386955,21.5316449133,23.62,2.35356309536,0.0
225,1.28333333333,0.0,39027.1438612,23.6131643915,19.6195820373,21.5342065221,23.62,2.35498979966,0.0
226,1.19166666667,0.0,39027.1438612,23.6131603331,19.6199321535,21.536330207,23.62,2.35659695551,0.0
227,1.1,0.0,39027.1438612,23.6131568123,19.6195945477,21.5381507651,23.62,2.3583495805,0.0
228,1.1,0.0,32282.4779968,23.7776424908,19.8540953824,21.8238842705,23.86,2.14150413115,0.0
229,1.1,0.0,32282.4779968,23.8300397093,19.8600138996,22.1016225519,23.86,2.08352711899,0.0
230,1.1,0.0,32282.4779968,23.8469308468,19.8603363194,22.2487796686,23.86,2.05115175604,0.0
231,1.1,0.0,32282.4779968,23.8522603375,19.8599041825,22.2927142319,23.86,2.0343457071,0.0
232,1.1,0.0,32282.4779968,23.853889279,19.8599326059,22.3018696954,23.86,2.0240170025,0.0
233,1.1,0.0,32282.4779968,23.8543503574,19.8597719649,22.3128801877,23.86,2.01472423857,0.0
234,1.1,0.0,32282.4779968,23.8544677591,19.8599535209,22.3307961102,23.86,2.00708633027,0.0
235,1.1,0.0,32282.4779968,23.8544910827,19.8599422043,22.3497674964,23.86,2.00065681317,0.0
236,1.1,0.0,32282.4779968,23.8544887648,19.8599084642,22.3658488178,23.86,1.99516775458,0.0
237,1.1,0.0,32282.4779968,23.8544789083,19.8598960793,22.3788576431,23.86,1.99043393406,0.0
238,1.1,0.0,32282.4779968,23.854467388,19.8597920944,22.3900374038,23.86,1.98632018327,0.0
239,1.1,0.0,32282.4779968,23.8544611436,19.8594615398,22.4002751255,23.86,1.98042352663,0.0
240,0.958333333333,0.0,32392.5620343,24.1811605585,20.2141145343,22.4106135992,24.31,1.75326509657,0.0
241,0.816666666667,0.0,32392.5620343,24.292506221,20.3096651027,22.4278391697,24.31,1.78412470525,0.0
242,0.675,0.0,32392.5620343,24.3008133105,20.3092357024,22.4392599586,24.31,1.76037861781,0.0
243,0.533333333333,0.0,32392.5620343,24.3031455487,20.3095683922,22.4599364234,24.31,1.77416042335,0.0
244,0.391666666667,0.0,32392.5620343,24.3037123831,20.3094522258,22.4738716922,24.31,1.77461462858,0.0
245,0.25,0.0,32392.5620343,24.3038835819,20.3098278337,22.4837410082,24.31,1.78004653947,0.0
246,0.108333333333,0.0,32392.5620343,24.3039320324,20.3102997364,22.4921531782,24.31,1.78284694026,0.0
247,-0.0333333333333,0.0,32392.5620343,24.3039446693,20.3099330303,22.5002972761,24.31,1.7853189036,0.0
248,-0.175,0.0,32392.5620343,24.303941384,20.309691638,22.5054522149,24.31,1.78417126139,0.0
249,-0.316666666667,0.0,32392.5620343,24.3039312136,20.309726324,22.5065250787,24.31,1.78175180031,0.0
250,-0.458333333333,0.0,32392.5620343,24.3039174537,20.3096404032,22.5052276263,24.31,1.77960478596,0.0
251,-0.6,0.0,32392.5620343,24.3039030835,20.3100865801,22.503463749,24.31,1.77711649843,0.0
252,-0.641666666667,0.0,28956.8473835,23.937505239,20.0688515472,22.7508014528,23.88,1.99232292232,0.0
253,-0.683333333333,0.0,28956.8473835,23.8817524907,19.8816722174,22.9947239793,23.88,1.89947636486,0.0
254,-0.725,0.0,28956.8473835,23.8770587579,19.8800635607,23.1233082166,23.88,1.93688869193,0.0
255,-0.766666666667,0.0,28956.8473835,23.8757662773,19.879703254,23.1521124265,23.88,1.90696115203,0.0
