,b0,b1,b2,b3
0,2.84658156365,0.449917912034,2.5520837604,1.03773949589
1,2.84706002566,0.450141129549,2.55247382414,1.03788215776
2,2.84788295254,0.450706816821,2.5530929127,1.03826929568
3,2.84870587941,0.451272676354,2.55371200126,1.03865643359
4,2.84952880629,0.451838713233,2.55433108981,1.0390435715
5,2.85035173316,0.452390569811,2.55495017837,1.03943070942
6,2.8488165561,0.450649547019,2.55358498044,1.03981784733
7,2.84963948298,0.45167599867,2.554204069,1.04020498524
8,2.85240880138,0.395558615766,2.55608826029,1.07589545874
9,2.8536361107,0.447656006966,2.55706254882,1.07633329914
10,2.85486342003,0.433929371439,2.55803683735,1.07677113955
11,2.85609072935,0.435114809702,2.55901112588,1.07720897995
12,2.85731803868,0.436815340309,2.55998541442,1.07764682035
13,2.85665886486,0.437222647605,2.55937227376,1.07808466076
14,2.85795998808,0.437450027239,2.56039563903,1.07857488888
15,2.8592611113,0.437928349174,2.56141900431,1.07906511701
16,2.86056223453,0.438019918868,2.56244236959,1.07955534514
17,2.86186335775,0.437978429997,2.56346573486,1.08004557326
18,2.86316448098,0.438063720607,2.56448910014,1.08053580139
19,2.8644656042,0.438144202919,2.56551246542,1.08102602951
20,2.73124693179,0.415265828822,2.45316676975,1.04369720561
21,2.73221106964,0.441610550677,2.45389413505,1.04414518166
22,2.73317520749,0.429832359817,2.45462150035,1.04459315771
23,2.73413934534,0.433377285207,2.45534886565,1.04504113376
24,2.73510348319,0.433613801431,2.45607623095,1.04548910981
25,2.73606762103,0.433988737761,2.45680359625,1.04593708586
26,2.73660117781,0.43407595571,2.45724468053,1.04607946686
27,2.73524825143,0.433880861349,2.45609833562,1.04622184787
28,2.73578180821,0.433823952443,2.4565394199,1.04636422887
29,2.73631536498,0.433762768788,2.45698050418,1.04650660988
30,2.73684892175,0.433697040424,2.45742158846,1.04664899088
31,2.73738247853,0.433475320787,2.45786267274,1.04679137188
32,2.73479480071,0.46127513448,2.44591556765,1.11147557875
33,2.72790328424,0.439108559225,2.44665265191,1.11166021183
34,2.74240487062,0.442782498114,2.44738973617,1.11184484491
35,2.74091045126,0.444551912593,2.44812682043,1.11202947799
36,2.73937589635,0.442607226912,2.44886390468,1.11221411107
37,2.74024619884,0.441977770976,2.44960098894,1.11239874415
38,2.74026779622,0.440905961715,2.44977369062,1.11198091843
39,2.74028944392,0.439834141789,2.44994639229,1.1115630927
40,2.73909075973,0.439438636303,2.45011909397,1.11114526698
41,2.73911248136,0.438636752803,2.45029179565,1.11072744125
42,2.74035438618,0.438240587117,2.45046449732,1.11030961553
43,2.73792282628,0.437440306287,2.450637199,1.10989178981
44,2.73093366313,0.407656737792,2.45362224967,1.11059437591
45,2.73021397761,0.440684606844,2.4531437514,1.11008359562
46,2.7294942921,0.425004797372,2.45266525312,1.10957281533
47,2.72877460659,0.428532371945,2.45218675485,1.10906203504
48,2.72805492107,0.428859976588,2.45170825657,1.10855125475
49,2.72733523556,0.428574414978,2.45122975829,1.10804047446
50,2.72720298566,0.428866500527,2.45114182912,1.10794661312
51,2.72707073576,0.428876091233,2.45105389995,1.10785275179
52,2.72693848585,0.429025746451,2.45096597078,1.10775889045
53,2.72680623595,0.428894255239,2.45087804161,1.10766502912
54,2.72667398605,0.428902898397,2.45079011244,1.10757116778
55,2.72654173615,0.428771686624,2.45070218327,1.10747730645
56,2.72466709182,0.43914891467,2.44922883452,1.10689809855
57,2.72453484192,0.427546388122,2.44914090535,1.10680423722
58,2.72440259202,0.433613117678,2.44905297618,1.10671037588
59,2.72574447349,0.432270281003,2.44896504701,1.10661651455
60,2.72700389593,0.432408330365,2.44887711784,1.10652265321
61,2.72822267559,0.4324120363,2.44878918867,1.10642879187
62,2.72959378239,0.432596525294,2.4488219065,1.10646371702
63,2.72964300352,0.432645284597,2.44885462433,1.10649864217
64,2.73099088855,0.432828137503,2.44888734216,1.10653356732
65,2.73231921704,0.432878110367,2.44892005999,1.10656849247
66,2.73236841544,0.433062142824,2.44895277783,1.10660341761
67,2.73241763491,0.433244063303,2.44898549566,1.10663834276
68,2.72796903322,0.431188721552,2.44965049738,1.07290216713
69,2.73367307849,0.43377894276,2.45003841518,1.07298779477
70,2.73412700971,0.432580667713,2.45042633299,1.0730734224
71,2.73330133818,0.433135271322,2.45081425079,1.07315905004
72,2.7350340939,0.433149269541,2.45120216859,1.07324467768
73,2.73548767199,0.433298126557,2.4515900864,1.07333030532
74,2.7356952155,0.433202930498,2.45181441505,1.07324130722
75,2.73716480459,0.433108790004,2.4520387437,1.07315230912
76,2.73861915475,0.433015720798,2.45226307235,1.07306331102
77,2.73882669247,0.433189414895,2.452487401,1.07297431291
78,2.73903426723,0.432960865039,2.45271172965,1.07288531481
79,2.74169500447,0.433136057973,2.4529360583,1.07279631671
80,2.77866333138,0.459019926811,2.46096913694,1.03674782264
81,2.73416002482,0.447919118274,2.44887363476,1.03660812205
82,2.8019812266,0.440325599633,2.46740463487,1.03646842146
83,2.78880710524,0.447015139382,2.46393014958,1.03632872086
84,2.7867882179,0.444103026649,2.46526317822,1.03618902027
85,2.78658942014,0.443652071669,2.4644033157,1.03604931968
86,2.78836204449,0.443102681515,2.46509292547,1.03600784607
87,2.78647230044,0.443283777304,2.46649725199,1.03596637245
88,2.78824532231,0.442726488011,2.4650152632,1.03592489884
89,2.78635543106,0.442669774917,2.46713459348,1.03588342523
90,2.78812816217,0.442366782227,2.4663807382,1.03584195161
91,2.78806960667,0.442309662893,2.46776769936,1.035800478
92,2.79877007744,0.395403157555,2.51219729234,1.07451263743
93,2.79904862681,0.43591653821,2.5124544399,1.07451341589
94,2.79932717618,0.428692162843,2.51271158745,1.07451419436
95,2.79960572555,0.427046399789,2.512968735,1.07451497282
96,2.79988427493,0.429296376398,2.51322588256,1.07451575128
97,2.8001628243,0.429873354557,2.51348303011,1.07451652974
98,2.8003491063,0.430218539594,2.51367883173,1.07445182355
99,2.80053538829,0.430562132029,2.51387463335,1.07438711736
100,2.80072167029,0.430903733387,2.51407043498,1.07432241117
101,2.80208700426,0.431110149476,2.51525837984,1.07425770498
102,2.80227328625,0.431449913795,2.51545418146,1.07419299879
103,2.80245956825,0.431654425468,2.51564998308,1.0741282926
104,2.93881269145,0.44112019017,2.6305020072,1.14630159058
105,2.93906637053,0.43103464089,2.63075700882,1.14624533481
106,2.9393200496,0.436287672967,2.63101201043,1.14618907903
107,2.93957372867,0.435329790141,2.63126701205,1.14613282326
108,2.93982740774,0.435412953799,2.63152201367,1.14607656748
109,2.94008108682,0.4354979287,2.63177701529,1.1460203117
110,2.9415661027,0.43576161505,2.63305892284,1.1460011639
111,2.94187206662,0.435767523,2.63334868715,1.14346101139
112,2.94217803054,0.436033228947,2.63363845147,1.14182317474
113,2.94248399446,0.436293103062,2.63392821578,1.13985461719
114,2.94278995838,0.436298758119,2.63421798009,1.13811956328
115,2.94309592229,0.436566659449,2.6345077444,1.1366672149
116,2.93533096829,0.457180019386,2.62834646259,1.14370004972
117,2.93523254976,0.457094110069,2.62828102693,1.14363019942
118,2.93472815479,0.445182904474,2.62794566916,1.14327221665
119,2.93472815479,0.450478215424,2.62794566916,1.14327221665
120,2.93472815479,0.448819159432,2.62794566916,1.14327221665
121,2.93472815479,0.447852078878,2.62794566916,1.14327221665
122,2.93472815479,0.447125846938,2.62794566916,1.14327221665
123,2.93472815479,0.446640376379,2.62794566916,1.14327221665
124,2.93472815479,0.446154492903,2.62794566916,1.14327221665
125,2.93472815479,0.445900521618,2.62794566916,1.14327221665
126,2.93472815479,0.445175530512,2.62794566916,1.14327221665
127,2.93472815479,0.445166945635,2.62794566916,1.14327221665
128,2.96896599425,0.396813629412,2.65635215688,1.11428831963
129,2.96896599425,0.437969200851,2.65635215688,1.12072684139
130,2.96896599425,0.429566985012,2.65635215688,1.1134160501
131,2.96896599425,0.428038443252,2.65635215688,1.11428720672
132,2.96896599425,0.430257171778,2.65635215688,1.11427780472
