,z0,z1,z2,tout,s,i,t1,sp0,sp1,sp2,sp,m,rh
4007,19.9399064611,19.9398725032,22.2774389434,1.7,0.0,1968.69637791,19.9398867246,19.94,19.94,19.94,19.94,0.0548799825965,495.28105583
4008,19.7035125839,19.6311960925,22.1920147488,1.55833333333,0.0,1521.6382458,19.6311960925,19.53,19.53,19.53,19.53,0.0115984555447,46.4057142486
4009,19.5322061475,19.5298952234,22.0791808196,1.41666666667,0.0,1521.6382458,19.5306847038,19.53,19.53,19.53,19.53,0.0527808699778,485.687746069
4010,19.529902942,19.5298598016,21.9839787744,1.275,0.0,1521.6382458,19.5298787791,19.53,19.53,19.53,19.53,0.0559665734014,513.590240128
4011,19.529927775,19.5298432217,21.9175011826,1.13333333333,0.0,1521.6382458,19.5298767207,19.53,19.53,19.53,19.53,0.0509172527737,445.249982911
4012,19.5299084368,19.5298782912,21.8686959258,0.991666666667,0.0,1521.6382458,19.5298908485,19.53,19.53,19.53,19.53,0.0554138548461,508.514677613
4013,19.5299247892,19.5298903194,21.8254715548,0.85,0.0,1521.6382458,19.5299048828,19.53,19.53,19.53,19.53,0.0569752705598,531.445523579
4014,19.5298308542,19.5298993133,21.7822461779,0.708333333333,0.0,1521.6382458,19.5298700605,19.53,19.53,19.53,19.53,0.0583552305389,552.105929659
4015,19.5298507421,19.5296526703,21.7382762848,0.566666666667,0.0,1521.6382458,19.5297382326,19.53,19.53,19.53,19.53,0.0596145243245,571.181257091
4016,19.5298699404,19.529660263,21.6943083248,0.425,0.0,1521.6382458,19.5297516362,19.53,19.53,19.53,19.53,0.0608043713054,589.526566278
4017,19.5298859714,19.5296814864,21.6508366899,0.283333333333,0.0,1521.6382458,19.5297713201,19.53,19.53,19.53,19.53,0.0619185057485,606.905838106
4018,19.5298993004,19.5297037954,21.6078700572,0.141666666667,0.0,1521.6382458,19.5297902484,19.53,19.53,19.53,19.53,0.0630136185184,624.254613034
4019,19.5299133196,19.5297233121,21.5587496294,0.0,0.0,1521.6382458,19.5298081074,19.53,19.53,19.53,19.53,0.0642352126039,643.711477593
4020,19.9020173578,19.9012201448,21.4744611346,-0.0916666666667,0.0,898.910843515,19.901592008,19.91,19.91,19.91,19.91,0.0881169118546,996.192292684
4021,19.9097266582,19.9097746518,21.3522256572,-0.183333333333,0.0,898.910843515,19.9097535101,19.91,19.91,19.91,19.91,0.0653482610217,656.995933539
4022,19.9098761637,19.9098210354,21.2338360831,-0.275,0.0,898.910843515,19.9098466866,19.91,19.91,19.91,19.91,0.0925272208354,1148.99738319
4023,19.9098377154,19.9097690511,21.1401273383,-0.366666666667,0.0,898.910843515,19.9098007965,19.91,19.91,19.91,19.91,0.0881499689372,1063.59550639
4024,19.9098445702,19.9097771195,21.0662313316,-0.458333333333,0.0,898.910843515,19.9098083236,19.91,19.91,19.91,19.91,0.0888607718682,1077.33756774
4025,19.9098557761,19.909789238,21.0010246288,-0.55,0.0,898.910843515,19.9098200543,19.91,19.91,19.91,19.91,0.0897029159128,1093.67040208
4026,19.9098659395,19.909800776,20.9378029765,-0.641666666667,0.0,898.910843515,19.909830991,19.91,19.91,19.91,19.91,0.0905375437415,1109.93195188
4027,19.9098751314,19.9098114489,20.8748427681,-0.733333333333,0.0,898.910843515,19.909841013,19.91,19.91,19.91,19.91,0.0913558563023,1125.94747753
4028,19.9098834963,19.9098181062,20.8125489923,-0.825,0.0,898.910843515,19.9098485451,19.91,19.91,19.91,19.91,0.0920207221171,1138.91594886
4029,19.9098911343,19.9098269874,20.7514244216,-0.916666666667,0.0,898.910843515,19.9098568867,19.91,19.91,19.91,19.91,0.092794003383,1154.16627774
4030,19.909898125,19.9098354045,20.6915345752,-1.00833333333,0.0,898.910843515,19.9098646766,19.91,19.91,19.91,19.91,0.0935497889977,1169.134394
4031,19.909534276,19.9098432617,20.6326954556,-1.1,0.0,898.910843515,19.9096989124,19.91,19.91,19.91,19.91,0.0942672015024,1183.41259488
4032,19.9688819352,19.9687157196,20.6079264533,-1.1,0.0,777.065472814,19.9687936623,19.97,19.97,19.97,19.97,0.0990130756294,1277.14727449
4033,19.9697927601,19.9699177696,20.5342128623,-1.1,0.0,777.065472814,19.9698590451,19.97,19.97,19.97,19.97,0.0996810486896,1291.214719
4034,19.9696922952,19.9699023697,20.4580928283,-1.1,0.0,777.065472814,19.9698034724,19.97,19.97,19.97,19.97,0.100669047559,1311.46000976
4035,19.9696924754,19.9699011086,20.3909688066,-1.1,0.0,777.065472814,19.9698027708,19.97,19.97,19.97,19.97,0.100835662188,1314.84228421
4036,19.9697116513,19.9699063212,20.3303557576,-1.1,0.0,777.065472814,19.9698143913,19.97,19.97,19.97,19.97,0.10173627532,1333.40949671
4037,19.9697303421,19.9699115203,20.2716338453,-1.1,0.0,777.065472814,19.9698258051,19.97,19.97,19.97,19.97,0.102619133768,1351.69262351
4038,19.9697473897,19.969388742,20.2128068367,-1.1,0.0,777.065472814,19.969558765,19.97,19.97,19.97,19.97,0.103439290627,1368.73230966
4039,19.9697629419,19.9693853267,20.153942259,-1.1,0.0,777.065472814,19.9695645874,19.97,19.97,19.97,19.97,0.10429261001,1386.5790715
4040,19.9697771834,19.9694066592,20.0956141341,-1.1,0.0,777.065472814,19.9695828643,19.97,19.97,19.97,19.97,0.105072299461,1402.91784059
4041,19.9697902696,19.9694291397,20.0381333517,-1.1,0.0,777.065472814,19.9696011412,19.97,19.97,19.97,19.97,0.105846184203,1419.20493803
4042,19.9698023318,19.9694501721,19.9815102918,-1.1,0.0,777.065472814,19.9696181556,19.97,19.97,19.97,19.97,0.106594978543,1435.01958013
4043,19.9698134818,19.9694699334,19.9702408458,-1.1,0.0,777.065472814,19.9698242291,19.97,19.97,19.97,19.97,0.156315017371,1696.79731662
4044,20.3988292153,20.3982610758,20.4531403026,-1.24166666667,0.0,777.065472814,20.4281080641,20.41,20.41,20.41,20.41,0.286389537741,3205.02217509
4045,20.4097643898,20.4094236424,20.4456810568,-1.38333333333,0.0,777.065472814,20.4095855718,20.41,20.41,20.41,20.41,0.10521111521,1391.09488679
4046,20.4096758657,20.4098532844,20.4111682513,-1.525,0.0,777.065472814,20.4105170436,20.41,20.41,20.41,20.41,0.27883401002,3520.80767486
4047,20.4095588235,20.4098300987,20.4099667592,-1.66666666667,0.0,777.065472814,20.4098418881,20.41,20.41,20.41,20.41,0.266419860702,3279.54290351
4048,20.4095525479,20.4098269624,20.409910536,-1.80833333333,0.0,777.065472814,20.4098085873,20.41,20.41,20.41,20.41,0.263357019107,3227.65586595
4049,20.4095594629,20.4098279496,20.4099249124,-1.95,0.0,777.065472814,20.4098199301,20.41,20.41,20.41,20.41,0.268801523017,3320.92548976
4050,20.4095693763,20.409830358,20.4097565414,-2.09166666667,0.0,777.065472814,20.4097326591,20.41,20.41,20.41,20.41,0.272742281653,3390.39327026
4051,20.4095808113,20.4098336126,20.4097758139,-2.23333333333,0.0,777.065472814,20.4097466945,20.41,20.41,20.41,20.41,0.276723821975,3461.8032633
4052,20.4095932276,20.4098374558,20.4097997959,-2.375,0.0,777.065472814,20.4097637682,20.41,20.41,20.41,20.41,0.280575179687,3531.9928464
4053,20.4096062667,20.4098417155,20.4098213949,-2.51666666667,0.0,777.065472814,20.4097798779,20.41,20.41,20.41,20.41,0.284447388414,3603.50943512
4054,20.4096196724,20.4098462677,20.4098399918,-2.65833333333,0.0,777.065472814,20.4097945339,20.41,20.41,20.41,20.41,0.288242846249,3674.5193686
4055,20.4096332562,20.4098510199,20.4098551915,-2.8,0.0,777.065472814,20.4098073955,20.41,20.41,20.41,20.41,0.291904461795,3743.87228003
4056,20.4096579506,20.4098615464,20.409877233,-2.75,0.0,623.63281589,20.4098279116,20.41,20.41,20.41,20.41,0.29765187669,3855.26991688
4057,20.4096690279,20.409865522,20.4098867859,-2.7,0.0,623.63281589,20.4098368109,20.41,20.41,20.41,20.41,0.300324579819,3907.05357992
4058,20.4096752495,20.4098671973,20.4098935191,-2.65,0.0,623.63281589,20.4098425498,20.41,20.41,20.41,20.41,0.302305061631,3945.28763858
4059,20.4096801787,20.4098683001,20.40989897,-2.6,0.0,623.63281589,20.4098471528,20.41,20.41,20.41,20.41,0.304075140125,3979.52297869
4060,20.4096842808,20.4098690496,20.409902838,-2.55,0.0,623.63281589,20.4098505663,20.41,20.41,20.41,20.41,0.305541785052,4007.97772005
4061,20.4096877738,20.4098695442,20.4099073843,-2.5,0.0,623.63281589,20.4098542019,20.41,20.41,20.41,20.41,0.306975795908,4035.81078442
4062,20.4096907625,20.4098698354,20.4099104928,-2.45,0.0,623.63281589,20.4098568315,20.41,20.41,20.41,20.41,0.308169713578,4059.04479402
4063,20.4096933748,20.4098699732,20.4099150878,-2.4,0.0,623.63281589,20.4098602436,20.41,20.41,20.41,20.41,0.309459670573,4084.14295532
4064,20.4096956816,20.4098699863,20.4099188465,-2.35,0.0,623.63281589,20.4098630749,20.41,20.41,20.41,20.41,0.310640736345,4107.16835328
4065,20.4096977221,20.4098698919,20.4099223457,-2.3,0.0,623.63281589,20.4098656893,20.41,20.41,20.41,20.41,0.311819547027,4130.17988505
4066,20.4096995318,20.4098697043,20.4096354596,-2.25,0.0,623.63281589,20.4096981435,20.41,20.41,20.41,20.41,0.312802925075,4149.4197973
4067,20.4097011386,20.4098694347,20.4096344259,-2.2,0.0,623.63281589,20.4096975682,20.41,20.41,20.41,20.41,0.31396095923,4172.10757362
4068,20.003402366,20.0039791971,20.0957071236,-2.25,0.0,623.63281589,20.0410701412,20.0,20.0,20.0,20.0,0.163118115256,1478.41540666
4069,19.9997753556,19.9999140512,20.0000969881,-2.3,0.0,623.63281589,19.9999896327,20.0,20.0,20.0,20.0,0.313719380324,4226.07706943
4070,19.9998812065,19.9995840056,19.9998360744,-2.35,0.0,623.63281589,19.9997917777,20.0,20.0,20.0,20.0,0.27186628856,3352.08130795
4071,19.9994710755,19.9997067598,19.9998196393,-2.4,0.0,623.63281589,19.9997217392,20.0,20.0,20.0,20.0,0.277685165533,3484.54534818
4072,19.9994911664,19.9997358318,19.9998619378,-2.45,0.0,623.63281589,19.9997587456,20.0,20.0,20.0,20.0,0.287315439777,3667.86507761
4073,19.9995270114,19.9997556051,19.9998787606,-2.5,0.0,623.63281589,19.9997807103,20.0,20.0,20.0,20.0,0.292076475289,3761.94313047
4074,19.9995601997,19.9997722651,19.9998916745,-2.55,0.0,623.63281589,19.99979907,20.0,20.0,20.0,20.0,0.296522771937,3850.60154616
4075,19.9995897174,19.9997869727,19.999902366,-2.6,0.0,623.63281589,19.9998148653,20.0,20.0,20.0,20.0,0.300664608097,3933.90556214
4076,19.9996163095,19.999800171,19.9999123946,-2.65,0.0,623.63281589,19.9998293128,20.0,20.0,20.0,20.0,0.30469248173,4015.46611612
4077,19.9996404981,19.9998121469,19.9999209668,-2.7,0.0,623.63281589,19.9998420949,20.0,20.0,20.0,20.0,0.30854008638,4093.96014994
4078,19.9996626587,19.999823103,19.9996511493,-2.75,0.0,623.63281589,19.999688948,20.0,20.0,20.0,20.0,0.312316203566,4171.47880951
4079,19.9996830734,19.9998331893,19.9996686565,-2.8,0.0,623.63281589,19.9997052859,20.0,20.0,20.0,20.0,0.316211250243,4251.82218938
4080,20.1025574073,20.1025474304,20.1042378113,-2.70833333333,0.0,623.63281589,20.1035870057,20.11,20.11,20.11,20.11,0.360324899127,5201.5735817
4081,20.1092554401,20.1093815898,20.1093975681,-2.61666666667,0.0,623.63281589,20.1093656657,20.11,20.11,20.11,20.11,0.314092290894,4200.71721334
4082,20.1097506573,20.1098571628,20.1097777053,-2.525,0.0,623.63281589,20.1097883416,20.11,20.11,20.11,20.11,0.337790681983,4696.16150676
4083,20.1097692054,20.1098793329,20.1097778515,-2.43333333333,0.0,623.63281589,20.1097965504,20.11,20.11,20.11,20.11,0.333896851624,4612.75243152
4084,20.1097705152,20.1098798025,20.1097801088,-2.34166666667,0.0,623.63281589,20.1097982235,20.11,20.11,20.11,20.11,0.334307149811,4621.04996909
4085,20.1097716371,20.1098794575,20.1097821445,-2.25,0.0,623.63281589,20.1097995672,20.11,20.11,20.11,20.11,0.334847332155,4632.22814757
4086,20.1097728398,20.1098791201,20.1097855784,-2.15833333333,0.0,623.63281589,20.1098017784,20.11,20.11,20.11,20.11,0.335371413498,4643.10734513
4087,20.1097740085,20.109878767,20.109791647,-2.06666666667,0.0,623.63281589,20.1098055751,20.11,20.11,20.11,20.11,0.336002701898,4656.21518217
4088,20.1097751009,20.1098783738,20.1097969182,-1.975,0.0,623.63281589,20.1098088734,20.11,20.11,20.11,20.11,0.336627596571,4669.19752117
4089,20.1097760984,20.1098779283,20.1098017386,-1.88333333333,0.0,623.63281589,20.1098118761,20.11,20.11,20.11,20.11,0.337242026869,4681.96657858
4090,20.1097769931,20.1098774244,20.1098062232,-1.79166666667,0.0,623.63281589,20.1098146501,20.11,20.11,20.11,20.11,0.337839013258,4694.37518434
4091,20.109777783,20.1098768602,20.1098104225,-1.7,0.0,623.63281589,20.1098172246,20.11,20.11,20.11,20.11,0.338414977666,4706.34726132
4092,20.0816133793,20.0817415421,20.0811741945,-1.7,0.0,623.63281589,20.0813732427,20.08,20.08,20.08,20.08,0.328264209283,4489.39989426
4093,20.0799054133,20.0800008357,20.0798984586,-1.7,0.0,623.63281589,20.079919821,20.08,20.08,20.08,20.08,0.343127021049,4809.97145573
4094,20.0797837426,20.0798795889,20.0798203457,-1.7,0.0,623.63281589,20.0798249095,20.08,20.08,20.08,20.08,0.338942977766,4719.83163435
4095,20.0797862426,20.0798772323,20.0798305911,-1.7,0.0,623.63281589,20.0798311703,20.08,20.08,20.08,20.08,0.342186540737,4789.52911474
4096,20.0797926554,20.0798799858,20.0798394984,-1.7,0.0,623.63281589,20.0798383888,20.08,20.08,20.08,20.08,0.344202104337,4832.97276158
4097,20.0797988856,20.0798828303,20.079847694,-1.7,0.0,623.63281589,20.079845163,20.08,20.08,20.08,20.08,0.346149404639,4875.06220181
4098,20.0798048776,20.0798855837,20.0798554034,-1.7,0.0,623.63281589,20.0798515833,20.08,20.08,20.08,20.08,0.348075260817,4916.81456149
4099,20.0798106677,20.0798882579,20.0798626895,-1.7,0.0,623.63281589,20.0798576966,20.08,20.08,20.08,20.08,0.349987195564,4958.39119549
4100,20.0798162736,20.0798908617,20.0798695824,-1.7,0.0,623.63281589,20.0798635253,20.08,20.08,20.08,20.08,0.351886397513,4999.81573867
4101,20.0798217061,20.0798934003,20.0798761064,-1.7,0.0,623.63281589,20.0798690865,20.08,20.08,20.08,20.08,0.353773217692,5041.0932958
4102,20.0798269731,20.0798958772,20.0798822824,-1.7,0.0,623.63281589,20.0798743944,20.08,20.08,20.08,20.08,0.355647614872,5082.22021635
4103,20.0798320807,20.0798982946,20.0798881299,-1.7,0.0,623.63281589,20.0798794617,20.08,20.08,20.08,20.08,0.357509374532,5123.18890171
4104,19.6638748697,19.6640000239,19.7358016261,-1.74166666667,0.0,977.376620127,19.6993714468,19.66,19.66,19.66,19.66,0.196162006812,1825.12859744
4105,19.6598565691,19.6599219749,19.660949884,-1.78333333333,0.0,977.376620127,19.660546467,19.66,19.66,19.66,19.66,0.291653639732,3746.16402302
4106,19.6598879845,19.6594879155,19.6599007215,-1.825,0.0,977.376620127,19.6598177025,19.66,19.66,19.66,19.66,0.28732081324,3669.41927745
4107,19.6594868977,19.6596204205,19.6599028563,-1.86666666667,0.0,977.376620127,19.659763603,19.66,19.66,19.66,19.66,0.294601213252,3826.70967061
4108,19.6594730191,19.6596342352,19.6599144127,-1.90833333333,0.0,977.376620127,19.6597720966,19.66,19.66,19.66,19.66,0.298565231126,3905.19116352
4109,19.659476542,19.6596393447,19.6599164502,-1.95,0.0,977.376620127,19.659775183,19.66,19.66,19.66,19.66,0.299282798431,3919.77163534
4110,19.6594804487,19.6596425798,19.6599176325,-1.99166666667,0.0,977.376620127,19.6597774239,19.66,19.66,19.66,19.66,0.299845488447,3931.2033401
4111,19.6594832443,19.6596449899,19.6599184573,-2.03333333333,0.0,977.376620127,19.6597790607,19.66,19.66,19.66,19.66,0.300306480337,3940.54087826
4112,19.6594852106,19.6596468094,19.6599186644,-2.075,0.0,977.376620127,19.6597800223,19.66,19.66,19.66,19.66,0.300659143545,3947.67490517
4113,19.6594864721,19.6596481412,19.6599200414,-2.11666666667,0.0,977.376620127,19.6597814807,19.66,19.66,19.66,19.66,0.301003915691,3954.59940721
4114,19.6594872119,19.6596491135,19.6596190421,-2.15833333333,0.0,977.376620127,19.6595991779,19.66,19.66,19.66,19.66,0.301304623134,3960.61358838
4115,19.6594875172,19.6596497901,19.6596126778,-2.2,0.0,977.376620127,19.6595955372,19.66,19.66,19.66,19.66,0.301811973974,3970.71294303
4116,19.6782917608,19.678452009,19.6789941976,-2.10833333333,0.0,1142.09382044,19.6787458967,19.68,19.68,19.68,19.68,0.295365015793,3842.51358587
4117,19.6793394745,19.6795162158,19.6798373772,-2.01666666667,0.0,1142.09382044,19.6796715966,19.68,19.68,19.68,19.68,0.28534653272,3640.61044
4118,19.6794304672,19.6795991505,19.6798877956,-1.925,0.0,1142.09382044,19.6797378508,19.68,19.68,19.68,19.68,0.289650766396,3725.80815097
4119,19.6794288776,19.6795966533,19.6798871793,-1.83333333333,0.0,1142.09382044,19.6797364432,19.68,19.68,19.68,19.68,0.288565761617,3704.07479435
4120,19.6794279825,19.6795937565,19.6798870644,-1.74166666667,0.0,1142.09382044,19.6797356144,19.68,19.68,19.68,19.68,0.288408809755,3700.81229469
4121,19.6794045493,19.6795726741,19.6798810729,-1.65,61.0,1142.09382044,19.6797228588,19.68,19.68,19.68,19.68,0.286019493224,3652.52182909
4122,19.6793223547,19.679556114,19.6798201856,-1.55833333333,94.5833333333,1142.09382044,19.6796614331,19.68,19.68,19.68,19.68,0.272356763759,3391.54690213
4123,19.6798669142,19.6795405187,19.6797632149,-1.46666666667,128.166666667,1142.09382044,19.6797367966,19.68,19.68,19.68,19.68,0.263900524475,3234.24302772
4124,19.6798849011,19.6795234928,19.6799102337,-1.375,161.75,1142.09382044,19.6798186555,19.68,19.68,19.68,19.68,0.255341255541,3078.29846593
4125,19.6798707554,19.6795045961,19.6798793431,-1.28333333333,195.333333333,1142.09382044,19.6797905886,19.68,19.68,19.68,19.68,0.244003194093,2879.38785372
4126,19.6798510471,19.679483605,19.679810242,-1.19166666667,228.916666667,1142.09382044,19.6797399395,19.68,19.68,19.68,19.68,0.230562141517,2653.98463325
4127,19.6798244271,19.6794545555,19.6798803715,-1.1,262.5,1142.09382044,19.6797560793,19.68,19.68,19.68,19.68,0.214151144366,2394.28725823
4128,19.7176476132,19.717146763,19.7187328119,-0.916666666667,296.083333333,1534.22590892,19.717966002,19.72,19.72,19.72,19.72,0.184714054412,1983.28125012
4129,19.7195460423,19.7197318079,19.719958722,-0.733333333333,329.666666667,1534.22590892,19.7197009208,19.72,19.72,19.72,19.72,0.119727854776,1326.53899023
4130,19.7196280787,19.7198768929,19.7267191168,-0.55,363.25,1534.22590892,19.7197604957,19.72,19.72,19.72,19.72,0.098176983857,1268.04438778
4131,19.7195486594,19.7198692841,19.7855014258,-0.366666666667,396.833333333,1534.22590892,19.7197209079,19.72,19.72,19.72,19.72,0.0955503603512,1215.12668136
4132,19.7198709907,19.7198550581,19.8985296044,-0.183333333333,430.416666667,1534.22590892,19.719862351,19.72,19.72,19.72,19.72,0.093318010723,1170.90059231
4133,19.719857079,19.7198392403,20.0473036239,0.0,464.0,1534.22590892,19.7198473012,19.72,19.72,19.72,19.72,0.0909996019543,1125.71265395
4134,19.7198230875,19.7198226032,20.2108962476,0.183333333333,484.666666667,1534.22590892,19.7198228194,19.72,19.72,19.72,19.72,0.0888681650993,1084.76009553
4135,19.7197797629,19.7198042463,20.3798970159,0.366666666667,505.333333333,1534.22590892,19.7197934551,19.72,19.72,19.72,19.72,0.0866975761074,1043.70261632
4136,19.7197260095,19.7197842044,20.5553549404,0.55,526.0,1534.22590892,19.7197589128,19.72,19.72,19.72,19.72,0.0845144378817,1003.08892456
4137,19.7196583498,19.7197617866,20.7404297128,0.733333333333,546.666666667,1534.22590892,19.7197175194,19.72,19.72,19.72,19.72,0.0822775972772,962.19187213
4138,19.7198731088,19.7197370348,20.9363454405,0.916666666667,567.333333333,1534.22590892,19.7197943066,19.72,19.72,19.72,19.72,0.0800196620348,921.66614833
4139,19.719847243,19.7197095601,21.1426835777,1.1,588.0,1534.22590892,19.7197664597,19.72,19.72,19.72,19.72,0.0777248420563,881.280236832
4140,19.6140558824,19.615121578,21.2805159781,1.19166666667,608.666666667,1138.90383155,19.6147058133,19.61,19.61,19.61,19.61,0.068065187682,716.318453334
4141,19.6100657696,19.6100671778,21.4056608123,1.28333333333,629.333333333,1138.90383155,19.6100665966,19.61,19.61,19.61,19.61,0.0817334516124,958.243964981
4142,19.609911058,19.6096832937,21.5640083633,1.375,650.0,1138.90383155,19.6097715137,19.61,19.61,19.61,19.61,0.0728105458872,802.145552114
4143,19.6098897139,19.6096731377,21.7621614451,1.46666666667,670.666666667,1138.90383155,19.6097553458,19.61,19.61,19.61,19.61,0.0722727097684,795.097320143
4144,19.6098468605,19.6096531467,21.9884537344,1.55833333333,691.333333333,1138.90383155,19.6097242549,19.61,19.61,19.61,19.61,0.0701213679598,761.347586594
4145,19.6099162701,19.6096287716,22.2324585874,1.65,712.0,1138.90383155,19.6097303316,19.61,19.61,19.61,19.61,0.0678210108349,726.231464294
4146,19.609883462,19.6096027385,22.4814833684,1.74166666667,721.833333333,1138.90383155,19.6096978527,19.61,19.61,19.61,19.61,0.0655593303094,692.822614108
4147,19.6099246931,19.6095746743,22.7282852818,1.83333333333,731.666666667,1138.90383155,19.6096869503,19.61,19.61,19.61,19.61,0.0630462119189,657.437237247
4148,19.609880833,19.6095443663,22.9723888484,1.925,741.5,1138.90383155,19.609645605,19.61,19.61,19.61,19.61,0.0604928573167,623.140596612
4149,19.6099274133,19.6098842854,23.2460790346,2.01666666667,751.333333333,1138.90383155,19.6098953989,19.61,19.61,19.61,19.61,0.0562799835634,573.64700375
4150,19.6099480395,19.609891899,23.5274024374,2.10833333333,761.166666667,1138.90383155,19.6099041915,19.61,19.61,19.61,19.61,0.0527655084669,535.812479424
4151,19.6099275262,19.6098795312,23.6069738942,2.2,771.0,1138.90383155,22.5989342095,19.61,19.61,19.61,19.61,0.191696640899,494.454797966
4152,19.8777113971,19.8724186783,23.7667397867,2.25,780.833333333,705.812124617,19.8743715582,19.89,19.89,19.89,19.89,0.0917257096992,1170.51350689
4153,19.8964922574,19.8890660334,23.8860497543,2.3,790.666666667,705.812124617,22.7827407436,19.89,19.89,19.89,19.89,0.150311843035,481.397856392
4154,19.890116218,19.8897690595,23.8898671697,2.35,800.5,705.812124617,22.7774099268,19.89,19.89,19.89,19.89,0.234585096175,726.727886037
4155,19.8899218557,19.8897465564,23.8901694532,2.4,810.333333333,705.812124617,22.9107134527,19.89,19.89,19.89,19.89,0.238772835383,639.348736545
4156,19.8899426929,19.8897209742,23.8900523817,2.45,820.166666667,705.812124617,23.1014468159,19.89,19.89,19.89,19.89,0.270541304518,592.747790414
4157,19.8899157689,19.8896974325,23.8902681211,2.5,830.0,705.812124617,23.2496331125,19.89,19.89,19.89,19.89,0.295355900323,557.782379553
4158,19.9103721128,19.8896739736,23.8901236712,2.55,834.833333333,705.812124617,23.3321081569,19.89,19.89,19.89,19.89,0.321309739425,544.664114006
4159,19.9588004147,19.8896498512,23.8900499174,2.6,839.666666667,705.812124617,23.3802214069,19.89,19.89,19.89,19.89,0.347505069311,534.358315986
4160,20.0279798791,19.8896248455,23.8900183098,2.65,844.5,705.812124617,23.4201426965,19.89,19.89,19.89,19.89,0.372652314033,524.395903134
4161,20.1081556905,19.8895988832,23.8905032543,2.7,849.333333333,705.812124617,23.4534760996,19.89,19.89,19.89,19.89,0.396097496048,514.735801202
4162,20.1932975291,19.8895719299,23.8902298232,2.75,854.166666667,705.812124617,23.4829412715,19.89,19.89,19.89,19.89,0.420155552759,505.35741147
4163,20.2810233598,19.8895438776,23.8900698527,2.8,859.0,705.812124617,23.5080668769,19.89,19.89,19.89,19.89,0.442896043863,496.218675668
4164,20.3656176426,19.6098096026,23.6293218942,2.84166666667,863.833333333,633.559068811,23.5029892193,19.6,19.6,19.6,19.6,0.722135251172,178.262148202
4165,20.4492945969,19.6001522082,23.6028715363,2.88333333333,868.666666667,633.559068811,23.3322811028,19.6,19.6,19.6,19.6,0.651769413373,533.498487712
4166,20.5348646215,19.5997046533,23.600347265,2.925,873.5,633.559068811,23.4088742704,19.6,19.6,19.6,19.6,0.716733784958,355.800626714
4167,20.6228842479,19.5997571611,23.6000874992,2.96666666667,878.333333333,633.559068811,23.4020010239,19.6,19.6,19.6,19.6,0.730527947311,387.996377042
4168,20.7126623397,19.5997524383,23.6000431545,3.00833333333,883.166666667,633.559068811,23.4080924477,19.6,19.6,19.6,19.6,0.74962240842,384.440314065
4169,20.8034206414,19.5997416001,23.6000254971,3.05,888.0,633.559068811,23.4143359511,19.6,19.6,19.6,19.6,0.768595585298,379.359583944
4170,20.8925568792,19.5997298134,23.6010011973,3.09166666667,888.75,633.559068811,23.4204974754,19.6,19.6,19.6,19.6,0.784288621389,374.224679582
4171,20.9785271657,19.599717228,23.6008344391,3.13333333333,889.5,633.559068811,23.4252529965,19.6,19.6,19.6,19.6,0.799322546701,368.997876459
4172,21.0610567022,19.5997038111,23.6006226993,3.175,890.25,633.559068811,23.4294014577,19.6,19.6,19.6,19.6,0.812397182885,363.692609589
4173,21.1400557144,19.5996896263,23.6004459725,3.21666666667,891.0,633.559068811,23.4333461576,19.6,19.6,19.6,19.6,0.824901008072,358.355819506
4174,21.2147552988,19.5996747213,23.6003088412,3.25833333333,891.75,633.559068811,23.4370554352,19.6,19.6,19.6,19.6,0.836596982595,353.020361587
4175,21.2849853237,19.599659149,23.6002049147,3.3,892.5,633.559068811,23.4405504365,19.6,19.6,19.6,19.6,0.847554914768,347.716394294
4176,21.3144069602,19.9621999406,23.9622419103,3.35,893.25,633.559068811,23.7479461163,19.97,19.97,19.97,19.97,0.774470974334,445.412859279
4177,21.3714489444,19.969801277,23.9700177596,3.4,894.0,633.559068811,23.8328651166,19.97,19.97,19.97,19.97,0.846760045225,268.114406633
4178,21.4484577346,19.9698975394,23.9709787705,3.45,894.75,633.559068811,23.7596975944,19.97,19.97,19.97,19.97,0.792426797377,486.882662828
4179,21.5278152252,19.9698372557,23.9706034846,3.5,895.5,633.559068811,23.7828882789,19.97,19.97,19.97,19.97,0.819229960082,424.475693585
4180,21.6044281014,19.9698119044,23.9704310792,3.55,896.25,633.559068811,23.789244496,19.97,19.97,19.97,19.97,0.829648497255,409.11575684
4181,21.6809428838,19.9697844366,23.9703109008,3.6,897.0,633.559068811,23.7954036938,19.97,19.97,19.97,19.97,0.839103160497,393.522574507
4182,21.7587866331,19.9697508759,23.9702366198,3.65,893.333333333,633.559068811,23.8011767081,19.97,19.97,19.97,19.97,0.845492893832,376.965733173
4183,21.8379944006,19.9697089791,23.9701852135,3.7,889.666666667,633.559068811,23.8069881938,19.97,19.97,19.97,19.97,0.850427188217,359.27168098
4184,21.9183102817,19.9699005674,23.9701474742,3.75,886.0,633.559068811,23.812875491,19.97,19.97,19.97,19.97,0.854352040555,340.782327549
4185,21.9999873384,19.9698877761,23.9701200103,3.8,882.333333333,633.559068811,23.819041392,19.97,19.97,19.97,19.97,0.857239058524,320.837042774
4186,22.0837093214,19.969859995,23.9701022526,3.85,878.666666667,633.559068811,23.8251560999,19.97,19.97,19.97,19.97,0.858833590828,300.634505686
4187,22.1703109451,19.9698232811,23.9700924245,3.9,875.0,633.559068811,23.8312397831,19.97,19.97,19.97,19.97,0.859161399104,280.268163117
