,tout,s,i,t1,t2,t3,sp0,m,rh
0,-2.29166666667,0.0,24193.7800738,22.8179951924,20.0000075021,22.4686207223,24.0,1.95518551904,0.0
1,-1.78333333333,0.0,24193.7800738,22.6385920782,19.9996574613,22.1990098885,24.0,1.95518551904,0.0
2,-1.275,0.0,24193.7800738,22.4530490907,19.9996584489,21.9837083919,24.0,1.95518551904,0.0
3,-0.766666666667,0.0,24193.7800738,22.304199126,19.9999891799,21.8252007368,24.0,1.95518551904,0.0
4,-0.258333333333,0.0,24193.7800738,22.2237292851,19.9997301373,21.7241211128,24.0,1.95518551904,0.0
5,0.25,0.0,24193.7800738,22.190436763,19.9992129334,21.6461548391,24.0,1.95518551904,0.0
6,0.758333333333,0.0,24193.7800738,22.1737795328,19.9992326192,21.5741772099,24.0,1.95518551904,0.0
7,1.26666666667,0.0,24193.7800738,22.1586696122,19.9991381425,21.5045453733,24.0,1.95518551904,0.0
8,1.775,0.0,24193.7800738,22.1433375094,19.9991088335,21.4426811108,24.0,1.95518551904,0.0
9,2.28333333333,0.0,24193.7800738,22.1300124147,19.9997369417,21.3883810719,24.0,1.95518551904,0.0
10,2.79166666667,0.0,24193.7800738,22.1199116702,19.9990480679,21.3391375703,24.0,1.95518551904,0.0
11,3.3,0.0,24193.7800738,22.1128414945,19.9995599403,21.293766532,24.0,1.95518551904,0.0
12,3.20833333333,0.0,24193.7800738,22.1096941289,20.1448525355,21.2548148706,24.15,1.95518551904,0.0
13,3.11666666667,0.0,24193.7800738,22.0999832122,20.1494690413,21.204391888,24.15,1.95518551904,0.0
14,3.025,0.0,24193.7800738,22.0896660927,20.1494685908,21.1591436961,24.15,1.95518551904,0.0
15,2.93333333333,0.0,24193.7800738,22.0834356273,20.1497090938,21.1226215043,24.15,1.95518551904,0.0
16,2.84166666667,0.0,24193.7800738,22.0776225081,20.1493143705,21.0843580033,24.15,1.95518551904,0.0
17,2.75,0.0,24193.7800738,22.0718740545,20.1495844588,21.0467521854,24.15,1.95518551904,0.0
18,2.65833333333,0.0,24193.7800738,22.0661442374,20.1492941902,21.010755794,24.15,1.95518551904,0.0
19,2.56666666667,0.0,24193.7800738,22.0604480027,20.150007432,20.9759719327,24.15,1.95518551904,0.0
20,2.475,0.0,24193.7800738,22.0549390394,20.1495311702,20.9422926917,24.15,1.95518551904,0.0
21,2.38333333333,0.0,24193.7800738,22.0495373499,20.1493778582,20.9094364973,24.15,1.95518551904,0.0
22,2.29166666667,0.0,24193.7800738,22.0440970783,20.1489078178,20.8772237178,24.15,1.95518551904,0.0
23,2.2,0.0,24193.7800738,22.0387480195,20.1499490285,20.8460182968,24.15,1.95518551904,0.0
24,2.10833333333,0.0,23876.0562057,22.0250471323,20.3032286046,20.8078803645,24.31,1.95518551904,0.0
25,2.01666666667,0.0,23876.0562057,22.0087565099,20.3098548167,20.7708772532,24.31,1.95518551904,0.0
26,1.925,0.0,23876.0562057,21.9980938179,20.3100192044,20.7423850334,24.31,1.95518551904,0.0
27,1.83333333333,0.0,23876.0562057,21.9901322278,20.3087457783,20.712922441,24.31,1.95518551904,0.0
28,1.74166666667,0.0,23876.0562057,21.9828299813,20.3095291442,20.6828124141,24.31,1.95518551904,0.0
29,1.65,0.0,23876.0562057,21.9753383333,20.3098347243,20.653228099,24.31,1.95518551904,0.0
30,1.55833333333,0.0,23876.0562057,21.9677936875,20.3093615978,20.6245611439,24.31,1.95518551904,0.0
31,1.46666666667,0.0,23876.0562057,21.9604081312,20.3094742762,20.5964397204,24.31,1.95518551904,0.0
32,1.375,0.0,23876.0562057,21.9532143659,20.3092871291,20.568627054,24.31,1.95518551904,0.0
33,1.28333333333,0.0,23876.0562057,21.9461818557,20.3093749378,20.5411824174,24.31,1.95518551904,0.0
34,1.19166666667,0.0,23876.0562057,21.9392495257,20.3098378927,20.5141081733,24.31,1.95518551904,0.0
35,1.1,0.0,23876.0562057,21.932389957,20.3104143863,20.4873868547,24.31,1.95518551904,0.0
36,1.1,0.0,23876.0562057,21.926861909,20.3869625513,20.4630647066,24.39,1.95518551904,0.0
37,1.1,0.0,23876.0562057,21.9209661522,20.3891484662,20.4374043911,24.39,1.95518551904,0.0
38,1.1,0.0,23876.0562057,21.9164671039,20.3894750622,20.4145239495,24.39,1.95518551904,0.0
39,1.1,0.0,23876.0562057,21.912159286,20.3895098034,20.3978329242,24.39,1.95518551904,0.0
40,1.1,0.0,23876.0562057,21.9079142002,20.3899358357,20.3963843999,24.39,1.95518551904,0.0
41,1.1,0.0,23876.0562057,21.9037628701,20.3905213783,20.3958579286,24.39,1.95518551904,0.0
42,1.1,0.0,23876.0562057,21.8997635223,20.3889486952,20.3921906033,24.39,1.95518551904,0.0
43,1.1,0.0,23876.0562057,21.8959580797,20.3892486333,20.3878316883,24.39,1.95518551904,0.0
44,1.1,0.0,23876.0562057,21.8922728731,20.39030142,20.3945389245,24.39,1.95518551904,0.0
45,1.1,0.0,23876.0562057,21.8887183543,20.3889072887,20.3922758607,24.39,1.95518551904,0.0
46,1.1,0.0,23876.0562057,21.8853279973,20.3890377692,20.3921114632,24.39,1.95518551904,0.0
47,1.1,0.0,23876.0562057,21.8820292837,20.3898259459,20.3915109552,24.39,1.95518551904,0.0
48,1.15,0.0,23876.0562057,21.8787025656,20.4468025414,20.4368680918,24.45,1.95518551904,0.0
49,1.2,0.0,23876.0562057,21.8740647118,20.4499576194,20.450285975,24.45,1.95518551904,0.0
50,1.25,0.0,23876.0562057,21.869974353,20.448685794,20.4538210446,24.45,1.95518551904,0.0
51,1.3,0.0,23876.0562057,21.8660263199,20.4493663813,20.4534053359,24.45,1.95518551904,0.0
52,1.35,0.0,23876.0562057,21.8621651635,20.4500494806,20.4519793487,24.45,1.95518551904,0.0
53,1.4,0.0,23876.0562057,21.8584216881,20.4492350506,20.4504156048,24.45,1.95518551904,0.0
54,1.45,0.0,23876.0562057,21.8548086034,20.449117261,20.4487849018,24.45,1.95518551904,0.0
55,1.5,0.0,23876.0562057,21.8512851512,20.4503005085,20.4556577305,24.45,1.95518551904,0.0
56,1.55,0.0,23876.0562057,21.8478455501,20.4502843636,20.4503462648,24.45,1.95518551904,0.0
57,1.6,0.0,23876.0562057,21.8445270927,20.4505004591,20.45269634,24.45,1.95518551904,0.0
58,1.65,0.0,23876.0562057,21.8412985969,20.4497283921,20.4550963731,24.45,1.95518551904,0.0
59,1.7,0.0,23876.0562057,21.8381682035,20.4497068811,20.4545607607,24.45,1.95518551904,0.0
60,1.7,0.0,23876.0562057,21.8356695818,20.3907344633,20.4143540101,24.39,1.95518551904,0.0
61,1.7,0.0,23876.0562057,21.8352164212,20.3900032383,20.3995511881,24.39,1.95518551904,0.0
62,1.7,0.0,23876.0562057,21.8346442939,20.3896265016,20.3935992093,24.39,1.95518551904,0.0
63,1.7,0.0,23876.0562057,21.8342810538,20.3889423464,20.3922717954,24.39,1.95518551904,0.0
64,1.7,0.0,23876.0562057,21.8339880663,20.3892312081,20.3907406797,24.39,1.95518551904,0.0
65,1.7,0.0,23876.0562057,21.8337218778,20.3887404912,20.3967250745,24.39,1.95518551904,0.0
66,1.7,0.0,23876.0562057,21.8335120621,20.3890651577,20.397831246,24.39,1.95518551904,0.0
67,1.7,0.0,23876.0562057,21.8333327666,20.3886913546,20.393474183,24.39,1.95518551904,0.0
68,1.7,0.0,23876.0562057,21.8331975683,20.3892050593,20.3966177233,24.39,1.95518551904,0.0
69,1.7,0.0,23876.0562057,21.833075541,20.389010458,20.3960260093,24.39,1.95518551904,0.0
70,1.7,0.0,23876.0562057,21.8329858888,20.3896588428,20.3905578418,24.39,1.95518551904,0.0
71,1.7,0.0,23876.0562057,21.8329045339,20.389560267,20.3925668671,24.39,1.95518551904,0.0
72,1.74166666667,0.0,27567.9004552,22.0138371467,20.4943774288,20.6629936318,24.5,1.95518551904,0.0
73,1.78333333333,0.0,27567.9004552,22.202241644,20.4995616966,20.9081814874,24.5,1.95518551904,0.0
74,1.825,0.0,27567.9004552,22.3049890261,20.4988156951,21.0162753885,24.5,1.95518551904,0.0
75,1.86666666667,0.0,27567.9004552,22.3375949221,20.498660896,21.0645258355,24.5,1.95518551904,0.0
76,1.90833333333,0.0,27567.9004552,22.3462615081,20.4986787654,21.1118076582,24.5,1.95518551904,0.0
77,1.95,0.0,27567.9004552,22.3567939977,20.4996845526,21.1611776632,24.5,1.95518551904,0.0
78,1.99166666667,0.0,27567.9004552,22.3725669627,20.4995062341,21.2038466756,24.5,1.95518551904,0.0
79,2.03333333333,0.0,27567.9004552,22.3891301695,20.499601691,21.2389658609,24.5,1.95518551904,0.0
80,2.075,0.0,27567.9004552,22.4033924402,20.4985750246,21.2691592837,24.5,1.95518551904,0.0
81,2.11666666667,0.0,27567.9004552,22.4152341839,20.5000332518,21.2962306477,24.5,1.95518551904,0.0
82,2.15833333333,0.0,27567.9004552,22.4255808748,20.5004346705,21.3205354106,24.5,1.95518551904,0.0
83,2.2,0.0,27567.9004552,22.4352021123,20.5004276624,21.3423708263,24.5,1.95518551904,0.0
84,2.2,0.0,29010.3311171,22.5040620119,20.6524100461,21.5662856544,25.0,1.95518551904,0.0
85,2.2,0.0,29010.3311171,22.5812870344,20.8302923238,21.7556145562,25.0,1.95518551904,0.0
86,2.2,0.0,29010.3311171,22.6323253932,20.9543109306,21.8479268883,25.0,1.95518551904,0.0
87,2.2,0.0,29010.3311171,22.6579617838,20.9976009778,21.8992235395,25.0,1.95518551904,0.0
88,2.2,0.0,29010.3311171,22.6725879786,20.9997528775,21.9492805104,25.0,1.95518551904,0.0
89,2.2,0.0,29010.3311171,22.6858436972,20.9986260718,21.999624411,25.0,1.95518551904,0.0
90,2.2,94.25,29010.3311171,22.7020473466,21.0003152899,22.0782570445,25.0,1.95518551904,0.0
91,2.2,133.5,29010.3311171,22.719346288,20.9984817595,22.160316183,25.0,1.95518551904,0.0
92,2.2,172.75,29010.3311171,22.7361376738,20.9983942866,22.2327406294,25.0,1.95518551904,0.0
93,2.2,212.0,29010.3311171,22.7518226075,20.9989499066,22.3013205653,25.0,1.95518551904,0.0
94,2.2,251.25,29010.3311171,22.7668795056,20.9991261899,22.371718369,25.0,1.95518551904,0.0
95,2.2,290.5,29010.3311171,22.7819087699,20.9988243259,22.44363609,25.0,1.95518551904,0.0
96,2.2,329.75,22930.6622913,22.5430019257,20.617358591,22.5376965012,24.5,1.95518551904,0.0
97,2.2,369.0,22930.6622913,22.3090487801,20.4999981135,22.6682652706,24.5,1.95518551904,0.0
98,2.2,408.25,22930.6622913,22.1917297161,20.4999246106,22.7772197211,24.5,1.95518551904,0.0
99,2.2,447.5,22930.6622913,22.1672792533,20.5004222017,22.8623816198,24.5,1.95518551904,0.0
100,2.2,486.75,22930.6622913,22.1742213558,20.5003590614,22.9433685729,24.5,1.95518551904,0.0
101,2.2,526.0,22930.6622913,22.1790731201,20.49964456,23.0255007698,24.5,1.95518551904,0.0
102,2.2,533.25,22930.6622913,22.1776587016,20.5003191022,23.098105194,24.5,1.95518551904,0.0
103,2.2,540.5,22930.6622913,22.1753009527,20.5004789546,23.1626613923,24.5,1.95518551904,0.0
104,2.2,547.75,22930.6622913,22.1746132343,20.5004665156,23.225667834,24.5,1.95518551904,0.0
105,2.2,555.0,22930.6622913,22.1758893203,20.4993392742,23.2855695109,24.5,1.95518551904,0.0
106,2.2,562.25,22930.6622913,22.1783979729,20.4994435085,23.3409412257,24.5,1.95518551904,0.0
107,2.2,569.5,22930.6622913,22.1814327139,20.5001377647,23.3913571194,24.5,1.95518551904,0.0
108,2.2,576.75,22633.4845666,22.1757139518,20.4902113906,23.3455908428,24.49,1.95518551904,0.0
109,2.2,584.0,22571.8461362,22.1705735686,20.4899836159,23.3011229059,24.49,1.95518551904,0.0
110,2.2,591.25,22571.8461362,22.1697498056,20.4897573616,23.2995055948,24.49,1.95518551904,0.0
111,2.2,598.5,22571.8461362,22.1722191941,20.490252766,23.3149336568,24.49,1.95518551904,0.0
