21.3750227609,20.8369751747,21.6808491051,21.8752010879,
21.3477526121,20.8313760863,21.6479692911,21.9418629891,
21.3253824864,20.8262845695,21.6204327998,22.0048394682,
21.3074598084,20.8220352479,21.5976999826,22.0646057431,
21.293263198,20.8186084851,21.579080501,22.1213630135,
21.2821922438,20.8159835436,21.5639839553,22.1752984728,
21.2737465644,20.8141245688,21.5519051202,22.2265863912,
21.2650704342,20.8107082437,21.5403806002,22.2753653798,
21.2586050244,20.8085492483,21.5313284396,22.3217929356,
21.253962577,20.7505888936,21.5246884577,22.4009689949,
21.251193493,20.7466871088,21.5202846685,22.4761843717,
21.2495117489,20.7294129906,21.517503039,22.547582094,
21.2488016599,20.7140665673,21.5161308868,22.6153906852,
21.2489828969,20.7010985119,21.5159964535,22.6798280641,
21.2480537812,20.6891312011,21.5153381801,22.7410832701,
21.2481895336,20.6779493517,21.5158689227,22.7993941758,
21.2492459158,20.6677749045,21.5174238046,22.8549337694,
21.2510881796,20.6581855337,21.5198539048,22.9078622126,
21.2535988221,20.6490251296,21.5230293315,22.9583292782,
21.2566839748,20.6404021278,21.526841832,23.0064766565,
21.2602646823,20.6322902897,21.5311988887,23.0524376439,
21.1289262339,20.6010943762,21.421974823,23.0578294118,
21.0205577439,20.5967940968,21.3291437536,23.0629035058,
20.9308637335,20.5805317837,21.2500999128,23.0676693526,
20.8568261859,20.5680363494,21.1829337401,23.0722237741,
20.79581758,20.5559319533,21.1259421656,23.0766293245,
20.7456594306,20.5443827688,21.0776709638,23.080939197,
20.7041005227,20.5331138812,21.0365820673,23.0848890348,
20.6678039383,20.5218526171,21.0000523847,23.0885204215,
20.6377742853,20.5107588036,20.9690148702,23.0918780892,
20.6129605354,20.4998416986,20.9426810981,23.0950006078,
20.5924891758,20.489107165,20.9203764586,23.0979212456,
20.5756288486,20.4784070217,20.9015206025,23.1006677606,
20.5596423753,20.4959672676,20.874135079,23.167925195,
20.539285951,20.4909774536,20.8516540684,23.2315311675,
20.536829917,20.4899716517,20.8334351,23.2917313495,
20.5333272491,20.4909233787,20.8188880305,23.3487425904,
20.5288504419,20.4900558925,20.8074316505,23.4027437493,
20.5259528279,20.4887370478,20.7985972095,23.4539100525,
20.5234881085,20.4865310012,20.7914079134,23.5017972866,
20.5213527981,20.483456976,20.7855933215,23.5465869512,
20.5182648451,20.4802080232,20.7809369517,23.5884538084,
20.5155848837,20.4763762602,20.7772460103,23.6275595762,
20.5144584854,20.4723799487,20.7743647794,23.6640589177,
20.510929903,20.4678090549,20.77215234,23.698094791,
20.4998081782,20.4336870222,20.7727155326,23.7307540187,
20.4898432031,20.4336923288,20.7728747354,23.7611075063,
20.4802915984,20.4180989015,20.7723585959,23.7891825976,
20.4712264006,20.4065677383,20.7713362189,23.8151272117,
20.462591378,20.3957713862,20.7698851698,23.8390609804,
20.4543172278,20.385068025,20.7680593273,23.8610932553,
20.4469538685,20.3750293909,20.7663097258,23.8817499719,
20.4403602812,20.3653501895,20.7646260648,23.901109296,
20.4344236782,20.3561567842,20.7630024847,23.9192458471,
20.4290398069,20.3471506376,20.7614282374,23.9362282491,
20.4241266295,20.3384634083,20.7598971417,23.9521221352,
20.4196106005,20.3299429477,20.758401119,23.9669885528,
20.4140570217,20.332083579,20.7557597864,23.9804589485,
20.4089743618,20.3225881589,20.7532817369,23.9930244338,
20.4045072743,20.3194689246,20.7510692124,24.0047753602,
20.4019831236,20.3151285328,20.7490551194,24.0157499299,
20.4010020838,20.3110842982,20.7472131754,24.025993478,
20.4012685638,20.3071930397,20.7455181792,24.0355478438,
20.402736028,20.3036316989,20.7440736811,24.0445829375,
20.4038864056,20.3002530944,20.7428448325,24.0531294665,
