,Unnamed: 0,tout,s,i,t1,t2,sp0,m,rh
7048,7048,1.1,213.5,13385.938609,20.5466475544,20.3903564486,24.39,1.89532890259,0.0
7049,7049,1.1,194.0,13385.938609,20.5439800179,20.3900718873,24.39,1.89532890259,0.0
7050,7050,1.1,190.416666667,13385.938609,20.5397800654,20.390256535,24.39,1.89532890259,0.0
7051,7051,1.1,186.833333333,13385.938609,20.5345258134,20.3898586037,24.39,1.89532890259,0.0
7052,7052,1.1,183.25,13385.938609,20.5289273881,20.3900755318,24.39,1.89532890259,0.0
7053,7053,1.1,179.666666667,13385.938609,20.5265932926,20.3901936227,24.39,1.89532890259,0.0
7054,7054,1.1,176.083333333,13385.938609,20.5245330417,20.390380406,24.39,1.89532890259,0.0
7055,7055,1.1,172.5,13385.938609,20.5210631495,20.3898526645,24.39,1.89532890259,0.0
7056,7056,1.1,168.916666667,13385.938609,20.5161411596,20.4869968466,24.49,1.89532890259,0.0
7057,7057,1.1,165.333333333,13385.938609,20.5082735611,20.489477384,24.49,1.89532890259,0.0
7058,7058,1.1,161.75,13385.938609,20.4977688294,20.4904145017,24.49,1.89532890259,0.0
7059,7059,1.1,158.166666667,13385.938609,20.4908418659,20.4901318184,24.49,1.89532890259,48.2203018248
7060,7060,1.1,154.583333333,13385.938609,20.489056994,20.490416254,24.49,1.89532890259,93.7432867527
7061,7061,1.1,151.0,13385.938609,20.4901003289,20.4904578921,24.49,1.89532890259,137.936805897
7062,7062,1.1,152.333333333,13385.938609,20.4923571602,20.4902034287,24.49,1.89532890259,181.177387607
7063,7063,1.1,153.666666667,13385.938609,20.4915722817,20.4901903001,24.49,1.89532890259,181.177775605
7064,7064,1.1,155.0,13385.938609,20.4912145106,20.4904925914,24.49,1.89532890259,223.658750241
7065,7065,1.1,156.333333333,13385.938609,20.4930928724,20.4899989877,24.49,1.89532890259,265.500010854
7066,7066,1.1,157.666666667,13385.938609,20.4932847671,20.4897814242,24.49,1.89532890259,265.49965542
7067,7067,1.1,159.0,13385.938609,20.4907790695,20.4903742117,24.49,1.89532890259,265.499989072
7068,7068,1.15,160.333333333,13385.938609,20.4723545881,20.4704999619,24.47,1.89532890259,93.7452818215
7069,7069,1.2,161.666666667,13385.938609,20.4686628743,20.4703249556,24.47,1.89532890259,265.492833814
7070,7070,1.25,163.0,13385.938609,20.4726462837,20.4695344683,24.47,1.89532890259,265.503939498
7071,7071,1.3,164.333333333,13385.938609,20.4720241659,20.4700823478,24.47,1.89532890259,223.657967818
7072,7072,1.35,165.666666667,13385.938609,20.4715923493,20.4702669233,24.47,1.89532890259,265.500693051
7073,7073,1.4,167.0,13385.938609,20.4712273778,20.4705634465,24.47,1.89532890259,265.500247386
7074,7074,1.45,161.666666667,13385.938609,20.4695811343,20.4707293698,24.47,1.89532890259,265.500186052
7075,7075,1.5,156.333333333,13385.938609,20.4699259956,20.4704701613,24.47,1.89532890259,306.782889325
7076,7076,1.55,151.0,13385.938609,20.4728075982,20.4697015408,24.47,1.89532890259,347.567112167
7077,7077,1.6,145.666666667,13385.938609,20.4735067881,20.4706693329,24.47,1.89532890259,347.56686155
7078,7078,1.65,140.333333333,13385.938609,20.4707569421,20.4701245274,24.47,1.89532890259,347.567822465
7079,7079,1.7,135.0,13385.938609,20.472669164,20.470282988,24.47,1.89532890259,427.814165189
7080,7080,1.7,129.666666667,13385.938609,20.881578747,20.7046977577,24.88,1.89532890259,1877.2049576
7081,7081,1.7,124.333333333,13385.938609,20.8905505156,20.8769163543,24.88,1.89532890259,427.896322788
7082,7082,1.7,119.0,13385.938609,20.8824264874,20.880064144,24.88,1.89532890259,2652.83394818
7083,7083,1.7,113.666666667,13437.3039677,20.8812307035,20.8802013915,24.88,1.89532890259,2189.76612482
7084,7084,1.7,108.333333333,13437.3039677,20.8797565032,20.880213676,24.88,1.89532890259,2130.16505005
7085,7085,1.7,103.0,13437.3039677,20.8779622034,20.8807446804,24.88,1.89532890259,2130.10091388
7086,7086,1.7,101.416666667,13437.3039677,20.8818598619,20.8792715301,24.88,1.89532890259,2189.99671713
7087,7087,1.7,99.8333333333,13437.3039677,20.8812761289,20.8809249001,24.88,1.89532890259,2130.09281133
7088,7088,1.7,98.25,13437.3039677,20.883190488,20.8806481744,24.88,1.89532890259,2190.00161809
7089,7089,1.7,96.6666666667,13437.3039677,20.8803187012,20.8803667458,24.88,1.89532890259,2130.09289734
7090,7090,1.7,95.0833333333,13437.3039677,20.8808799124,20.8793107403,24.88,1.89532890259,2189.99219279
7091,7091,1.7,93.5,13437.3039677,20.8825641029,20.8790877487,24.88,1.89532890259,2189.98828408
7092,7092,1.74166666667,91.9166666667,16436.0460937,20.8274683602,20.5071715567,24.39,1.89532890259,0.0
7093,7093,1.78333333333,90.3333333333,16436.0460937,20.776095231,20.3892047706,24.39,1.89532890259,0.0
7094,7094,1.825,88.75,16436.0460937,20.7500163434,20.3905295737,24.39,1.89532890259,0.0
7095,7095,1.86666666667,87.1666666667,16436.0460937,20.7432932229,20.390519445,24.39,1.89532890259,0.0
7096,7096,1.90833333333,85.5833333333,16436.0460937,20.7435034515,20.3896820031,24.39,1.89532890259,0.0
7097,7097,1.95,84.0,16436.0460937,20.7429996594,20.389571634,24.39,1.89532890259,0.0
7098,7098,1.99166666667,79.9166666667,16436.0460937,20.7402361734,20.3896655747,24.39,1.89532890259,0.0
7099,7099,2.03333333333,75.8333333333,16436.0460937,20.7361403578,20.389805378,24.39,1.89532890259,0.0
7100,7100,2.075,71.75,16436.0460937,20.7317142852,20.3902018721,24.39,1.89532890259,0.0
7101,7101,2.11666666667,67.6666666667,16487.4114523,20.7282615738,20.3899191176,24.39,1.89532890259,0.0
7102,7102,2.15833333333,63.5833333333,16487.4114523,20.7250281117,20.3900715939,24.39,1.89532890259,0.0
7103,7103,2.2,59.5,16487.4114523,20.7211060801,20.3899973121,24.39,1.89532890259,0.0
7104,7104,2.25,55.4166666667,22484.8957043,20.9881582769,20.4766739931,24.48,1.89532890259,0.0
7105,7105,2.3,51.3333333333,22484.8957043,21.2695017632,20.4794495476,24.48,1.89532890259,0.0
7106,7106,2.35,47.25,22484.8957043,21.4242911419,20.4796203677,24.48,1.89532890259,0.0
7107,7107,2.4,43.1666666667,22484.8957043,21.4713732177,20.4795823988,24.48,1.89532890259,0.0
7108,7108,2.45,39.0833333333,22484.8957043,21.4763071457,20.4794692027,24.48,1.89532890259,0.0
7109,7109,2.5,35.0,22484.8957043,21.4791241106,20.4790217684,24.48,1.89532890259,0.0
7110,7110,2.55,32.3333333333,22536.261063,21.4896253776,20.4794105389,24.48,1.89532890259,0.0
7111,7111,2.6,29.6666666667,22536.261063,21.5028181651,20.4787532139,24.48,1.89532890259,0.0
7112,7112,2.65,27.0,22536.261063,21.5134943129,20.4786743641,24.48,1.89532890259,0.0
7113,7113,2.7,24.3333333333,22536.261063,21.5207222047,20.4797478936,24.48,1.89532890259,0.0
7114,7114,2.75,21.6666666667,22536.261063,21.5256815615,20.4794938908,24.48,1.89532890259,0.0
7115,7115,2.8,19.0,22536.261063,21.5295675616,20.4786064678,24.48,1.89532890259,0.0
7116,7116,2.8,16.3333333333,22536.261063,21.5317129835,20.6619700282,24.92,1.89532890259,0.0
7117,7117,2.8,13.6666666667,22536.261063,21.535539882,20.8748574828,24.92,1.89532890259,0.0
7118,7118,2.8,0.0,22536.261063,21.5378414726,20.9171037832,24.92,1.89532890259,0.0
7119,7119,2.8,0.0,22536.261063,21.5419193422,20.9198889523,24.92,1.89532890259,0.0
7120,7120,2.8,0.0,22536.261063,21.545989916,20.9188586815,24.92,1.89532890259,0.0
7121,7121,2.8,0.0,22536.261063,21.5496950639,20.9190632084,24.92,1.89532890259,0.0
7122,7122,2.8,0.0,22536.261063,21.5532155638,20.9189870319,24.92,1.89532890259,0.0
7123,7123,2.8,0.0,22536.261063,21.5567286457,20.9189042882,24.92,1.89532890259,0.0
7124,7124,2.8,0.0,22536.261063,21.560261236,20.918714931,24.92,1.89532890259,0.0
7125,7125,2.8,0.0,22536.261063,21.5637973847,20.9199486758,24.92,1.89532890259,0.0
7126,7126,2.8,0.0,22536.261063,21.5673329372,20.9187436338,24.92,1.89532890259,0.0
7127,7127,2.8,0.0,22536.261063,21.5708735743,20.9198452277,24.92,1.89532890259,0.0
7128,7128,2.8,0.0,23648.2946014,21.5949048319,20.5374594477,24.42,1.89532890259,0.0
7129,7129,2.8,0.0,23648.2946014,21.6301832693,20.4201420765,24.42,1.89532890259,0.0
7130,7130,2.8,0.0,23648.2946014,21.6554222038,20.4198378449,24.42,1.89532890259,0.0
7131,7131,2.8,0.0,23648.2946014,21.6682625081,20.4192866441,24.42,1.89532890259,0.0
7132,7132,2.8,0.0,23648.2946014,21.6755829987,20.4199388968,24.42,1.89532890259,0.0
7133,7133,2.8,0.0,23648.2946014,21.6815787165,20.420212922,24.42,1.89532890259,0.0
7134,7134,2.8,0.0,23648.2946014,21.6875506294,20.4199706911,24.42,1.89532890259,0.0
7135,7135,2.8,0.0,23648.2946014,21.693276009,20.4198812944,24.42,1.89532890259,0.0
7136,7136,2.8,0.0,23648.2946014,21.6984032949,20.419304452,24.42,1.89532890259,0.0
7137,7137,2.8,0.0,23648.2946014,21.7029050986,20.4193859646,24.42,1.89532890259,0.0
7138,7138,2.8,0.0,23648.2946014,21.7069010994,20.4194222261,24.42,1.89532890259,0.0
7139,7139,2.8,0.0,23648.2946014,21.7105482742,20.4191405936,24.42,1.89532890259,0.0
7140,7140,2.8,0.0,30281.2265896,21.9861556995,20.1016847443,23.98,1.89532890259,0.0
7141,7141,2.8,0.0,30281.2265896,22.2797003332,19.9796386419,23.98,1.89532890259,0.0
7142,7142,2.8,0.0,30281.2265896,22.4414134554,19.979834498,23.98,1.89532890259,0.0
7143,7143,2.8,0.0,30281.2265896,22.4792745878,19.9794982442,23.98,1.89532890259,0.0
7144,7144,2.8,0.0,30281.2265896,22.4681486778,19.9796618694,23.98,1.89532890259,0.0
7145,7145,2.8,0.0,30281.2265896,22.4568044306,19.9792611728,23.98,1.89532890259,0.0
7146,7146,2.8,0.0,30281.2265896,22.4567537253,19.9793036977,23.98,1.89532890259,0.0
7147,7147,2.8,0.0,30281.2265896,22.4623670182,19.97904131,23.98,1.89532890259,0.0
7148,7148,2.8,0.0,30281.2265896,22.4676683204,19.9792529891,23.98,1.89532890259,0.0
7149,7149,2.8,0.0,30281.2265896,22.4709947868,19.9797047492,23.98,1.89532890259,0.0
7150,7150,2.8,0.0,30281.2265896,22.4731602835,19.9794758522,23.98,1.89532890259,0.0
7151,7151,2.8,0.0,30281.2265896,22.4751371237,19.9793523056,23.98,1.89532890259,0.0
7152,7152,2.8,0.0,30598.9504577,22.4400166159,20.1063653895,24.11,1.89532890259,0.0
7153,7153,2.8,0.0,30598.9504577,22.4016412979,20.1097050411,24.11,1.89532890259,0.0
7154,7154,2.8,0.0,30598.9504577,22.386225596,20.1097448684,24.11,1.89532890259,0.0
7155,7155,2.8,0.0,30598.9504577,22.3873278454,20.1093105411,24.11,1.89532890259,0.0
7156,7156,2.8,0.0,30598.9504577,22.3918830473,20.1094970298,24.11,1.89532890259,0.0
7157,7157,2.8,0.0,30598.9504577,22.3938153285,20.109940848,24.11,1.89532890259,0.0
7158,7158,2.8,0.0,30598.9504577,22.3932977046,20.1093072845,24.11,1.89532890259,0.0
7159,7159,2.8,0.0,30598.9504577,22.392191862,20.1100379532,24.11,1.89532890259,0.0
7160,7160,2.8,0.0,30598.9504577,22.3915435481,20.1093819564,24.11,1.89532890259,0.0
7161,7161,2.8,0.0,30598.9504577,22.3914502803,20.1095978779,24.11,1.89532890259,0.0
7162,7162,2.8,0.0,30598.9504577,22.3916753607,20.1096648064,24.11,1.89532890259,0.0
7163,7163,2.8,0.0,30598.9504577,22.3920448433,20.1094872802,24.11,1.89532890259,0.0
7164,7164,2.8,0.0,33279.9687156,22.5877199496,20.2071677851,24.21,1.89532890259,0.0
7165,7165,2.8,0.0,33279.9687156,22.7926277904,20.209668693,24.21,1.89532890259,0.0
7166,7166,2.8,0.0,33279.9687156,22.906360621,20.2090844973,24.21,1.89532890259,0.0
7167,7167,2.8,0.0,33279.9687156,22.94155718,20.2090045019,24.21,1.89532890259,0.0
7168,7168,2.8,0.0,33279.9687156,22.9464832474,20.2090024083,24.21,1.89532890259,0.0
7169,7169,2.8,0.0,33279.9687156,22.9510971407,20.2094447297,24.21,1.89532890259,0.0
7170,7170,2.8,0.0,33279.9687156,22.9613710189,20.2091031134,24.21,1.89532890259,0.0
7171,7171,2.8,0.0,33279.9687156,22.9733184303,20.2099614227,24.21,1.89532890259,0.0
7172,7172,2.8,0.0,33279.9687156,22.983505725,20.2090021931,24.21,1.89532890259,0.0
7173,7173,2.8,0.0,33279.9687156,22.9914244008,20.2099470816,24.21,1.89532890259,0.0
7174,7174,2.8,0.0,33279.9687156,22.9979669732,20.2094182485,24.21,1.89532890259,0.0
7175,7175,2.8,0.0,33279.9687156,23.0039228026,20.2094069155,24.21,1.89532890259,0.0
7176,7176,2.8,0.0,35643.2631053,23.1694628207,20.4127027827,24.42,1.89532890259,0.0
7177,7177,2.8,0.0,35643.2631053,23.3390168515,20.419020779,24.42,1.89532890259,0.0
7178,7178,2.8,0.0,35643.2631053,23.4292587578,20.418979137,24.42,1.89532890259,0.0
7179,7179,2.8,0.0,35643.2631053,23.4524202214,20.4196583121,24.42,1.89532890259,0.0
7180,7180,2.8,0.0,35643.2631053,23.4527813889,20.418766538,24.42,1.89532890259,0.0
7181,7181,2.8,0.0,35643.2631053,23.4562662134,20.419300992,24.42,1.89532890259,0.0
7182,7182,2.8,0.0,35643.2631053,23.4665768106,20.4197368951,24.42,1.89532890259,0.0
7183,7183,2.8,0.0,35643.2631053,23.4790822324,20.419051299,24.42,1.89532890259,0.0
7184,7184,2.8,0.0,35643.2631053,23.4903104286,20.4195464613,24.42,1.89532890259,0.0
7185,7185,2.8,0.0,35643.2631053,23.4997164505,20.4194779644,24.42,1.89532890259,0.0
7186,7186,2.8,0.0,35643.2631053,23.5081575538,20.4191591646,24.42,1.89532890259,0.0
7187,7187,2.8,0.0,35643.2631053,23.5162160494,20.4189331676,24.42,1.89532890259,0.0
7188,7188,2.75,0.0,34690.091501,23.5011914624,20.6601455448,24.8,1.89532890259,0.0
7189,7189,2.7,0.0,34690.091501,23.4817334006,20.7971600717,24.8,1.89532890259,0.0
7190,7190,2.65,0.0,34690.091501,23.4729297981,20.7986169484,24.8,1.89532890259,0.0
7191,7191,2.6,0.0,34690.091501,23.4746824209,20.7999189743,24.8,1.89532890259,0.0
7192,7192,2.55,0.0,34690.091501,23.478948682,20.7987340306,24.8,1.89532890259,0.0
7193,7193,2.5,0.0,34690.091501,23.482630761,20.7985451951,24.8,1.89532890259,0.0
7194,7194,2.45,0.0,34690.091501,23.485559924,20.7999958225,24.8,1.89532890259,0.0
7195,7195,2.4,0.0,34690.091501,23.4884873505,20.8000131554,24.8,1.89532890259,0.0
7196,7196,2.35,0.0,34690.091501,23.4918610388,20.7996379906,24.8,1.89532890259,0.0
7197,7197,2.3,0.0,34690.091501,23.4956106461,20.7995669625,24.8,1.89532890259,0.0
7198,7198,2.25,0.0,34690.091501,23.4995405278,20.799662018,24.8,1.89532890259,0.0
7199,7199,2.2,0.0,34690.091501,23.5035383507,20.799599157,24.8,1.89532890259,0.0
7200,7200,2.25,0.0,29873.5404577,23.2702007652,20.4671268574,24.38,1.89532890259,0.0
7201,7201,2.3,0.0,29873.5404577,22.9923551284,20.3805245013,24.38,1.89532890259,0.0
7202,7202,2.35,0.0,29873.5404577,22.8577956806,20.3790004582,24.38,1.89532890259,0.0
7203,7203,2.4,0.0,29873.5404577,22.8308245285,20.3800564442,24.38,1.89532890259,0.0
7204,7204,2.45,0.0,29873.5404577,22.8347467674,20.3792405303,24.38,1.89532890259,0.0
7205,7205,2.5,0.0,29873.5404577,22.8301071376,20.3790075936,24.38,1.89532890259,0.0
7206,7206,2.55,0.0,29873.5404577,22.8145324935,20.3789920253,24.38,1.89532890259,0.0
7207,7207,2.6,0.0,29873.5404577,22.79711818,20.3791680773,24.38,1.89532890259,0.0
7208,7208,2.65,0.0,29873.5404577,22.7832914583,20.3798749644,24.38,1.89532890259,0.0
7209,7209,2.7,0.0,29873.5404577,22.7731886677,20.3792252753,24.38,1.89532890259,0.0
7210,7210,2.75,0.0,29873.5404577,22.7650607852,20.3794243428,24.38,1.89532890259,0.0
7211,7211,2.8,0.0,29873.5404577,22.757662974,20.3792991403,24.38,1.89532890259,0.0
7212,7212,2.8,0.0,29714.6785236,22.7464346055,20.1049645998,24.1,1.89532890259,0.0
7213,7213,2.8,0.0,29714.6785236,22.7367148502,20.1002858864,24.1,1.89532890259,0.0
7214,7214,2.8,0.0,29714.6785236,22.7279578836,20.0995004665,24.1,1.89532890259,0.0
7215,7215,2.8,0.0,29714.6785236,22.7217071104,20.0998481784,24.1,1.89532890259,0.0
7216,7216,2.8,0.0,29714.6785236,22.7167943236,20.0990825282,24.1,1.89532890259,0.0
7217,7217,2.8,0.0,29714.6785236,22.7122140011,20.0988667702,24.1,1.89532890259,0.0
7218,7218,2.8,0.0,29714.6785236,22.707689477,20.0991896056,24.1,1.89532890259,0.0
7219,7219,2.8,0.0,29714.6785236,22.7033666051,20.0999908906,24.1,1.89532890259,0.0
7220,7220,2.8,0.0,29714.6785236,22.6993875493,20.0991128412,24.1,1.89532890259,0.0
7221,7221,2.8,0.0,29714.6785236,22.6957954445,20.0988978155,24.1,1.89532890259,0.0
7222,7222,2.8,0.0,29714.6785236,22.692500701,20.0992793362,24.1,1.89532890259,0.0
7223,7223,2.8,0.0,29714.6785236,22.6894656234,20.0998993449,24.1,1.89532890259,0.0
7224,7224,2.84166666667,0.0,29555.8165896,22.6822241134,19.9821986945,23.98,1.89532890259,0.0
7225,7225,2.88333333333,0.0,29555.8165896,22.6762803603,19.9788300502,23.98,1.89532890259,0.0
7226,7226,2.925,0.0,29555.8165896,22.6719532312,19.9795416203,23.98,1.89532890259,0.0
7227,7227,2.96666666667,0.0,29555.8165896,22.6696043941,19.9797278679,23.98,1.89532890259,0.0
7228,7228,3.00833333333,0.0,29555.8165896,22.6679033466,19.9792816035,23.98,1.89532890259,0.0
7229,7229,3.05,0.0,29555.8165896,22.6662020277,19.9793123726,23.98,1.89532890259,0.0
7230,7230,3.09166666667,0.0,29555.8165896,22.6644873966,19.9791674953,23.98,1.89532890259,0.0
7231,7231,3.13333333333,0.0,29555.8165896,22.6629493544,19.9799058589,23.98,1.89532890259,0.0
7232,7232,3.175,0.0,29555.8165896,22.6616562774,19.9795566045,23.98,1.89532890259,0.0
7233,7233,3.21666666667,0.0,29555.8165896,22.6606118557,19.9789756654,23.98,1.89532890259,0.0
7234,7234,3.25833333333,0.0,29555.8165896,22.6597516912,19.9800307973,23.98,1.89532890259,0.0
7235,7235,3.3,0.0,29555.8165896,22.6590206509,19.9794159844,23.98,1.89532890259,0.0
7236,7236,3.3,0.0,29555.8165896,22.6588358833,19.7048999017,23.7,1.89532890259,0.0
7237,7237,3.3,0.0,29555.8165896,22.6578900199,19.7002019055,23.7,1.89532890259,0.0
7238,7238,3.3,0.0,29555.8165896,22.6557258621,19.6991078019,23.7,1.89532890259,0.0
7239,7239,3.3,0.0,29555.8165896,22.6539802761,19.6992969641,23.7,1.89532890259,0.0
7240,7240,3.3,0.0,29555.8165896,22.652732771,19.6994805274,23.7,1.89532890259,0.0
7241,7241,3.3,0.0,29555.8165896,22.6516074711,19.6998953039,23.7,1.89532890259,0.0
7242,7242,3.3,0.0,29555.8165896,22.6503952416,19.6997952229,23.7,1.89532890259,0.0
7243,7243,3.3,0.0,29555.8165896,22.6491049124,19.6992467965,23.7,1.89532890259,0.0
7244,7244,3.3,0.0,29555.8165896,22.64781379,19.7000375047,23.7,1.89532890259,0.0
7245,7245,3.3,0.0,29555.8165896,22.6465695229,19.6995725048,23.7,1.89532890259,0.0
7246,7246,3.3,0.0,29555.8165896,22.6453795291,19.6994492854,23.7,1.89532890259,0.0
7247,7247,3.3,0.0,29555.8165896,22.6442348524,19.7001564095,23.7,1.89532890259,0.0
7248,7248,3.35,0.0,29555.8165896,22.6452165474,19.8649973089,23.87,1.89532890259,0.0
7249,7249,3.4,0.0,29555.8165896,22.6457926747,19.8696444831,23.87,1.89532890259,0.0
7250,7250,3.45,0.0,29555.8165896,22.648056851,19.8696140882,23.87,1.89532890259,0.0
7251,7251,3.5,0.0,29555.8165896,22.6507205903,19.8698420422,23.87,1.89532890259,0.0
7252,7252,3.55,0.0,29555.8165896,22.653570844,19.8690479877,23.87,1.89532890259,0.0
7253,7253,3.6,0.0,29555.8165896,22.6565151081,19.8697265264,23.87,1.89532890259,0.0
7254,7254,3.65,0.0,29555.8165896,22.6595255855,19.8699009341,23.87,1.89532890259,0.0
7255,7255,3.7,0.0,29555.8165896,22.6626760108,19.8697803802,23.87,1.89532890259,0.0
7256,7256,3.75,0.0,29555.8165896,22.666001719,19.8697029034,23.87,1.89532890259,0.0
7257,7257,3.8,0.0,29555.8165896,22.6695395737,19.8697013623,23.87,1.89532890259,0.0
7258,7258,3.85,0.0,29555.8165896,22.6733966868,19.8697086426,23.87,1.89532890259,0.0
7259,7259,3.9,0.0,29555.8165896,22.6785409698,19.8700182189,23.87,1.89532890259,0.0
7260,7260,3.94166666667,0.0,29873.5404577,22.6903852906,19.830541683,23.83,1.89532890259,0.0
7261,7261,3.98333333333,0.0,29873.5404577,22.698115097,19.8301599023,23.83,1.89532890259,0.0
7262,7262,4.025,0.0,29873.5404577,22.7002673669,19.8292614073,23.83,1.89532890259,0.0
7263,7263,4.06666666667,0.0,29873.5404577,22.6999515882,19.8300497663,23.83,1.89532890259,0.0
7264,7264,4.10833333333,0.0,29873.5404577,22.6995486297,19.8298532051,23.83,1.89532890259,0.0
7265,7265,4.15,0.0,29873.5404577,22.699628854,19.8298752697,23.83,1.89532890259,0.0
7266,7266,4.19166666667,0.0,29873.5404577,22.6998986087,19.829821377,23.83,1.89532890259,0.0
7267,7267,4.23333333333,0.0,29873.5404577,22.7000612707,19.8294431499,23.83,1.89532890259,0.0
7268,7268,4.275,0.0,29873.5404577,22.7000434508,19.8299476348,23.83,1.89532890259,0.0
7269,7269,4.31666666667,0.0,29873.5404577,22.6999204746,19.8293807283,23.83,1.89532890259,0.0
7270,7270,4.35833333333,0.0,29873.5404577,22.6997943301,19.8297553401,23.83,1.89532890259,0.0
7271,7271,4.4,0.0,29873.5404577,22.6996550645,19.8293689026,23.83,1.89532890259,0.0
7272,7272,4.4,0.0,27885.6243233,22.6365473659,19.5833606527,23.51,1.89532890259,0.0
