,Unnamed: 0,z0,z1,z2,z3,z4,z5,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp,m,rh
7549,7549,20.479841179,20.479856537,22.0129955879,21.0727267621,20.4798744904,20.4797098437,13.2166666667,0.0,1471.22613567,20.4798210567,20.4199401288,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.445160632099,4188.31769632
7550,7550,20.4799102193,20.4799230951,22.0185233926,21.079863223,20.4797639082,20.4797867839,13.175,0.0,1471.22613567,20.4798477229,20.4348835624,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.459863557519,4417.46174929
7551,7551,20.4799063999,20.4799200273,22.0213739199,21.0845402981,20.4797442394,20.4797753217,13.1333333333,0.0,1471.22613567,20.4798383665,20.447936679,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.453820096841,4322.6924771
7552,7552,20.479903434,20.4799174241,22.0221962069,21.0872095285,20.4799237499,20.4797689279,13.0916666667,0.0,1471.22613567,20.4798790355,20.4597242933,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.451421649909,4285.30244521
7553,7553,20.4799008279,20.4799151228,22.0220410197,21.0887924156,20.4799286066,20.4797632959,13.05,0.0,1471.22613567,20.4798775762,20.4709032269,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.449264305831,4251.72537722
7554,7554,20.4798983635,20.4799129433,22.0215704375,21.0899308633,20.4799270806,20.4797579786,13.0083333333,0.0,1471.22613567,20.479874718,20.4799232205,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.447341008476,4221.89750832
7555,7555,20.4798960031,20.4799108548,22.0210308157,21.0909071384,20.4799252484,20.4797528827,12.9666666667,0.0,1471.22613567,20.4798718857,20.4805563846,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.445503669668,4193.45947744
7556,7556,20.4798937386,20.4799088506,22.0204603863,21.0917982213,20.4799234876,20.47974799,12.925,0.0,1471.22613567,20.4798691675,20.4804247507,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.443779791601,4166.83927095
7557,7557,20.4798915998,20.479906958,22.0198598936,21.0926156399,20.4799218162,20.4797433647,12.8833333333,0.0,1471.22613567,20.4798665974,20.4799147862,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.442182327984,4142.22311655
7558,7558,20.4798895281,20.4799051254,22.0192257947,21.0933646317,20.4799201869,20.4799244601,12.8416666667,0.0,1471.22613567,20.4799095421,20.4800004997,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.440708653789,4119.59566077
7559,7559,20.4798875159,20.4799033467,22.0185622185,21.0940571982,20.4799185936,20.4799298577,12.8,0.0,1471.22613567,20.4799095033,20.4806499804,20.48,20.48,20.48,20.48,20.48,20.48,20.48,0.439192179346,4096.27039491
7560,7560,20.4402843139,20.4402795672,22.1000490193,21.1747744478,20.4402783023,20.4402936952,12.7083333333,0.0,2522.7647925,20.4402839474,20.4401873327,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.332740374612,2572.49618357
7561,7561,20.439947211,20.4399310219,22.2271127411,21.3056104475,20.4399396197,20.4399495501,12.6166666667,0.0,2522.7647925,20.4399417793,20.4399586479,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.332232902356,2581.33991816
7562,7562,20.439847189,20.4398707261,22.3252685147,21.4135869906,20.4398864609,20.4399041913,12.525,0.0,2522.7647925,20.4398768293,20.4393025689,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.32970893276,2548.80954122
7563,7563,20.439853854,20.4398760724,22.3858218834,21.4858139409,20.4398917539,20.4399084768,12.4333333333,0.0,2522.7647925,20.4398822272,20.4405451613,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.334292905603,2608.29748407
7564,7564,20.4398505393,20.439873139,22.4224093738,21.5321112806,20.4398893173,20.4399062914,12.3416666667,0.0,2522.7647925,20.4398795049,20.43967645,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.332574080262,2585.92490828
7565,7565,20.4398478811,20.4398706936,22.4477720702,21.5642953574,20.4398873235,20.4399044675,12.25,0.0,2522.7647925,20.4398772694,20.4399096253,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.33134044497,2569.90050434
7566,7566,20.4398459772,20.439868904,22.468428153,21.5896449358,20.4398859332,20.4399031596,12.1583333333,0.0,2522.7647925,20.4398756676,20.439799561,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.330484188524,2558.79819025
7567,7567,20.4398448063,20.4398677408,22.4865728416,21.6113832737,20.4398851147,20.4399023391,12.0666666667,0.0,2522.7647925,20.4398746714,20.4393435285,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.329972917087,2552.17302422
7568,7568,20.43984429,20.4398671391,22.5026265467,21.6306958686,20.4398848067,20.4399019551,11.975,0.0,2522.7647925,20.4398742168,20.4395949697,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.329762923428,2549.44722035
7569,7569,20.4398443583,20.4398670401,22.516802299,21.6480631696,20.4398849539,20.4399019614,11.8833333333,0.0,2522.7647925,20.4398742462,20.4405871224,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.32981941013,2550.16619437
7570,7570,20.4398449659,20.4398674072,22.52934185,21.663775903,20.4398855191,20.4399023281,11.7916666667,0.0,2522.7647925,20.4398747223,20.4401468177,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.330122464279,2554.0733101
7571,7571,20.4398460208,20.4398681612,22.5405264136,21.6781196488,20.4398864305,20.4399029936,11.7,0.0,2522.7647925,20.4398755689,20.439669982,20.44,20.44,20.44,20.44,20.44,20.44,20.44,0.330630783953,2560.63915126
7572,7572,20.4992564009,20.4992646768,22.5833893649,21.719614195,20.4992916748,20.4992852944,11.7416666667,0.0,3003.55247132,20.4992742315,20.4871120835,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.324729522683,2449.26372307
7573,7573,20.4999496239,20.4999300722,22.663465978,21.7971330912,20.499939166,20.4999217381,11.7833333333,0.0,3003.55247132,20.4999351796,20.4998744647,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.31309520057,2333.60385463
7574,7574,20.4999188429,20.4999319113,22.7360617144,21.8653866145,20.4999417597,20.4998655434,11.825,0.0,3003.55247132,20.4999146208,20.5005410492,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.307153120768,2260.05342628
7575,7575,20.499895059,20.4999117979,22.7898953777,21.9147028571,20.4999238053,20.4999335529,11.8666666667,0.0,3003.55247132,20.4999158677,20.5003461304,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.291427397224,2068.96048985
7576,7576,20.499932941,20.4998833468,22.8368288151,21.9534236825,20.4999200223,20.4999417726,11.9083333333,18.3333333333,3003.55247132,20.4999185302,20.4997072025,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.256630143355,1666.51596549
7577,7577,20.4999209606,20.4999406175,22.8791819467,21.987584073,20.4999541137,20.4999288924,11.95,20.0,3003.55247132,20.4999357035,20.4996585297,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.246454030569,1556.01195734
7578,7578,20.4999103137,20.4999336205,22.9163321254,22.0197312297,20.4999518073,20.4999227748,11.9916666667,21.9166666667,3003.55247132,20.4999290575,20.4999757629,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.240728716747,1495.02941485
7579,7579,20.4999526326,20.4999238209,22.9488263058,22.0506368071,20.4999479749,20.4999158882,12.0333333333,23.8333333333,3003.55247132,20.4999349255,20.5002404623,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.235021317926,1435.23075978
7580,7580,20.4999507113,20.4999177619,22.9779768634,22.0805039082,20.4999433977,20.4999080344,12.075,25.75,3003.55247132,20.4999298781,20.5002553582,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.230975529344,1393.27466766
7581,7581,20.4999442267,20.4999070496,23.0050419855,22.1094654495,20.4999382329,20.4999527715,12.1166666667,27.6666666667,3003.55247132,20.499934825,20.500016803,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.225436209277,1336.81294713
7582,7582,20.4999368205,20.4999506166,23.0307444642,22.1376780691,20.4999333192,20.4999495065,12.1583333333,29.5833333333,3003.55247132,20.4999427871,20.4995461732,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.220089579368,1283.19560113
7583,7583,20.4999285703,20.499944836,23.0554875571,22.1652905957,20.4999278362,20.4999445483,12.2,31.5,3003.55247132,20.4999366228,20.4997556046,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.214721844097,1230.26726976
7584,7584,21.039203025,21.0366803654,22.9612443792,22.0743218861,21.0427254937,21.040163689,12.0666666667,33.4166666667,1987.09253128,21.0396453828,20.5641652946,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.5432046216,4299.94563791
7585,7585,21.0017667389,21.0018635667,22.8291613347,21.9511599767,21.0074917833,21.0017224993,11.9333333333,35.3333333333,1987.09253128,21.0018092049,20.6409583367,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0374423154709,76.5687332812
7586,7586,20.9999919093,21.0000051078,22.7215574193,21.8468755499,21.0002534599,20.9997535972,11.8,37.25,1987.09253128,21.0000004058,20.6962948363,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.564169770729,6076.91415067
7587,7587,20.9999290529,20.9997613912,22.6592516297,21.7795899142,20.999788384,20.9997865256,11.6666666667,39.1666666667,1987.09253128,20.999817327,20.7266332782,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.465194589021,4441.48983722
7588,7588,20.9999272455,20.9997521872,22.631117363,21.7443293797,20.9997643724,20.9997893382,11.5333333333,41.0833333333,1987.09253128,20.999809447,20.7426863102,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.465191224285,4441.23705833
7589,7589,20.9999243984,20.9997431694,22.6197451885,21.7279981886,20.9997573793,20.9997822986,11.4,43.0,1987.09253128,20.9998029872,20.7538932287,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.462272621465,4395.71272599
7590,7590,20.9999208192,20.9997325046,22.6140825715,21.7204106752,20.9997478851,20.9997728971,11.2666666667,45.9166666667,1987.09253128,20.9997947514,20.764462972,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.458603375053,4338.6528728
7591,7591,20.9999171213,20.9999205839,22.6098417263,21.7137993557,20.999924162,20.9997681134,11.1333333333,48.8333333333,1987.09253128,20.9998837349,20.7747575456,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.456083196441,4299.78207389
7592,7592,20.9999133688,20.9999249628,22.6062633046,21.7079157992,20.999927551,20.9997591371,11.0,51.75,1987.09253128,20.999882538,20.7846393363,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.452528771282,4244.90794011
7593,7593,20.9999095807,20.9999221068,22.6035071783,21.7036877489,20.9999244222,20.9997495763,10.8666666667,54.6666666667,1987.09253128,20.9998777689,20.794039164,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.449199665965,4193.72433325
7594,7594,20.9999031854,20.9999188517,22.6047003877,21.7012566968,20.9999183632,20.9999247001,10.7333333333,57.5833333333,1987.09253128,20.9999161066,20.803332373,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.444756120437,4125.99451735
7595,7595,20.9998988325,20.9999155708,22.6075576921,21.7001887629,20.9999141935,20.9999282067,10.6,60.5,1987.09253128,20.9999139781,20.8123424871,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.44137710435,4074.53666474
7596,7596,20.7504592512,20.7414006556,22.5920897152,21.6831083684,20.7574325563,20.7485406795,10.5,63.4166666667,1825.15000215,20.7504592512,20.5592101515,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.0,0.0
7597,7597,20.5040496957,20.5039134514,22.5733908656,21.6616653064,20.5040093255,20.503939184,10.4,66.3333333333,1825.15000215,20.5039740873,20.500858098,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.191566194735,1013.05573194
7598,7598,20.4999796888,20.4999883198,22.5609924358,21.6460418045,20.5000072226,20.5000153532,10.3,69.25,1825.15000215,20.4999972002,20.5004774439,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.396249235788,3452.32069353
7599,7599,20.4999152438,20.4999379524,22.5561143802,21.6384957674,20.4999152911,20.4999387403,10.2,72.1666666667,1825.15000215,20.4999270724,20.4999684284,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.24875704455,1581.09966759
7600,7600,20.4999038231,20.4999244451,22.5560094413,21.6366630739,20.499910021,20.499929579,10.1,75.0833333333,1825.15000215,20.4999169831,20.4999307349,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.29459184168,2104.30035837
7601,7601,20.4999038758,20.499924553,22.5580053555,21.637651289,20.4999098649,20.499929534,10.0,78.0,1825.15000215,20.4999169794,20.499985539,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.294862278413,2107.52543678
7602,7602,20.499902282,20.4999236194,22.5608682535,21.6397993277,20.4999077565,20.4999281887,9.9,81.3333333333,1825.15000215,20.4999155038,20.5001032497,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.293773253544,2094.40614397
7603,7603,20.4998998945,20.499922118,22.5643081559,21.6425310837,20.4999047467,20.4999261944,9.8,84.6666666667,1825.15000215,20.4999133056,20.5004576651,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.292239341833,2075.99138236
7604,7604,20.4998968678,20.4999201432,22.5683350051,21.6457578641,20.4999010606,20.4999237002,9.7,88.0,1825.15000215,20.4999105386,20.5002579126,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.290376222315,2053.71654366
7605,7605,20.499893236,20.4999177274,22.5729660025,21.6494935566,20.4998967276,20.4999207341,9.6,91.3333333333,1825.15000215,20.4999072344,20.5004211904,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.288234056398,2028.22516871
7606,7606,20.4998890078,20.4999148843,22.5781730632,21.6537259254,20.499891752,20.4999173057,9.5,94.6666666667,1825.15000215,20.4999034023,20.5004481076,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.285852035111,2000.02727053
7607,7607,20.4998842879,20.4999116925,22.5838674267,21.658380575,20.4998862493,20.4999135043,9.4,98.0,1825.15000215,20.4998991387,20.5001690775,20.5,20.5,20.5,20.5,20.5,20.5,20.5,0.283327069461,1970.30539327
7608,7608,20.3253209074,20.3151385707,22.5377555713,21.6112302305,20.3338530407,20.3242795144,9.35833333333,101.333333333,1059.86106255,20.3253209074,20.2322875876,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.0,0.0
7609,7609,20.204172097,20.203874973,22.4735122544,21.5451971654,20.2041065818,20.203984668,9.31666666667,104.666666667,1059.86106255,20.2040283052,20.2010884624,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.25498091938,1657.96771936
7610,7610,20.2000802384,20.2000776475,22.4231345951,21.4922784815,20.200082685,20.1999904881,9.275,108.0,1059.86106255,20.2000584507,20.2001139373,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.31110112648,2322.65703849
7611,7611,20.1999142499,20.199938803,22.3932537029,21.4597115592,20.1999108288,20.1999334461,9.23333333333,111.333333333,1059.86106255,20.1999247771,20.2002629731,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.249567197651,1601.15835423
7612,7612,20.1999390553,20.1998908561,22.3768990056,21.4409220603,20.1999405872,20.1998920304,9.19166666667,114.666666667,1059.86106255,20.1999151144,20.2000874426,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.273526550966,1869.87904613
7613,7613,20.1998649326,20.1998951174,22.3662459079,21.4281266551,20.1999439689,20.1998958283,9.15,118.0,1059.86106255,20.1998988167,20.2008405626,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.276479720841,1904.16819277
7614,7614,20.1998686568,20.199900446,22.3566569318,21.4167030063,20.199872688,20.1999007437,9.10833333333,119.5,1059.86106255,20.1998858921,20.1999846382,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.27938387678,1938.04680535
7615,7615,20.1998743455,20.1999050595,22.3467372321,21.4052611616,20.1998765146,20.1999052335,9.06666666667,121.0,1059.86106255,20.1998905707,20.2001769972,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.282220814586,1971.38515372
7616,7616,20.1998797907,20.1999094759,22.3366847844,21.3939040597,20.1998815543,20.1999099267,9.025,122.5,1059.86106255,20.1998954668,20.2005548797,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.284956918752,2003.73554837
7617,7617,20.1998843505,20.1999131529,22.3269521169,21.3829802146,20.1998862337,20.199913861,8.98333333333,124.0,1059.86106255,20.1998996664,20.2005781079,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.287420750243,2033.03845154
7618,7618,20.1998886206,20.1999167626,22.3177271512,21.3726096063,20.1998904399,20.1999174479,8.94166666667,125.5,1059.86106255,20.1999035815,20.2003883911,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.289839850419,2061.96457556
7619,7619,20.1998922378,20.1999197981,22.3089841952,21.3627341801,20.1998942577,20.1999205757,8.9,127.0,1059.86106255,20.1999069717,20.2003066181,20.2,20.2,20.2,20.2,20.2,20.2,20.2,0.292017422977,2088.13727489
7620,7620,20.4745019099,20.474212954,22.3006864526,21.3533151349,20.4751499939,20.4748674834,8.75833333333,128.5,1059.86106255,20.4746713719,20.3289349943,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.579000595779,6459.49350777
7621,7621,20.4895120185,20.4894803554,22.2927664258,21.3442346947,20.4895689795,20.4895462426,8.61666666667,130.0,1059.86106255,20.4895232631,20.4818955257,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.195371087083,1049.99225437
7622,7622,20.4898139002,20.4898516194,22.2851715895,21.3354230941,20.4898266571,20.4898628788,8.475,131.5,1059.86106255,20.489838771,20.4899987516,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.404223650267,3567.89252417
7623,7623,20.4899088406,20.4898003011,22.2778883799,21.3268768892,20.4899117471,20.489807285,8.33333333333,133.0,1059.86106255,20.4898559227,20.4908351442,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.36913991829,3069.44890533
7624,7624,20.489909022,20.4897925487,22.2708888641,21.3185772375,20.48991155,20.489799796,8.19166666667,134.5,1059.86106255,20.4898519983,20.4908857348,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.366672099832,3035.46904185
7625,7625,20.4899087216,20.4897917344,22.2641420238,21.3104940677,20.489911398,20.489799357,8.05,136.0,1059.86106255,20.4898515597,20.4911718459,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.366600599789,3034.47702602
7626,7626,20.4899087761,20.4897921742,22.2575048307,21.302527987,20.4899116608,20.4898002317,7.90833333333,137.083333333,1059.86106255,20.4898519561,20.4909841221,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.366894506504,3038.53341849
7627,7627,20.4899090679,20.4897930669,22.2509105526,21.2946268178,20.4899200723,20.4898167195,7.76666666667,138.166666667,1059.86106255,20.489858319,20.4908122042,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.370553848641,3090.08023245
7628,7628,20.4899094927,20.4897942396,22.2443773634,21.2867943947,20.489921647,20.489820174,7.625,139.25,1059.86106255,20.4898599556,20.4907721513,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.371348966147,3101.20419794
7629,7629,20.4899100272,20.4897956488,22.2379453086,21.279050657,20.4899227455,20.4898227115,7.48333333333,140.333333333,1059.86106255,20.4898613449,20.4906826384,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.372154234203,3112.45584335
7630,7630,20.4899106546,20.4897972614,22.2316399907,21.2714075054,20.4899238552,20.4898252807,7.34166666667,141.416666667,1059.86106255,20.489862822,20.490379473,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.37301926795,3124.54809976
7631,7631,20.4899113614,20.4897990499,22.2254684484,21.2638653969,20.4899250033,20.489827943,7.2,142.5,1059.86106255,20.4898643976,20.4906894463,20.49,20.49,20.49,20.49,20.49,20.49,20.49,0.373944939672,3137.50038845
7632,7632,20.2973068103,20.282233838,22.2237587979,21.2615613839,20.3010201391,20.2863809987,7.15833333333,143.583333333,1059.86106255,20.2973068103,20.2486870121,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.0,0.0
7633,7633,20.1714872745,20.1707850665,22.2207752955,21.257410318,20.171590359,20.170954835,7.11666666667,144.666666667,1059.86106255,20.1711788726,20.1705814822,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.301162266838,2205.70944758
7634,7634,20.1699126046,20.1699057358,22.2168828431,21.2518915818,20.1699421722,20.1699362832,7.075,145.75,1059.86106255,20.1699237203,20.170289207,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.336169500658,2647.09028523
7635,7635,20.1699337482,20.1698958583,22.2134748303,21.2467754427,20.1699432256,20.1699113392,7.03333333333,146.833333333,1059.86106255,20.169920145,20.1706085351,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.274524069886,1885.15670961
7636,7636,20.1698924011,20.1699230783,22.2110742417,21.2427546924,20.1698971506,20.1699284274,6.99166666667,147.916666667,1059.86106255,20.1699106213,20.170212685,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.292873081118,2100.86014525
7637,7637,20.1698901042,20.1699236485,22.2095303247,21.2396689287,20.1698952702,20.1699289555,6.95,149.0,1059.86106255,20.1699098916,20.1704396462,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.292516247703,2096.57105999
7638,7638,20.169890903,20.1699244414,22.2077220734,21.23663688,20.1698966076,20.1699299692,6.90833333333,147.416666667,1059.86106255,20.1699108659,20.1707876065,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.293225443775,2105.14570435
7639,7639,20.1698920062,20.1699252843,22.2051122912,21.2332162391,20.1698984534,20.1699311195,6.86666666667,145.833333333,1059.86106255,20.1699120776,20.1705012481,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.294179618323,2116.67832748
7640,7640,20.1698935866,20.1699261459,22.2017814938,21.2294022638,20.1699003388,20.1699323007,6.825,144.25,1059.86106255,20.1699134323,20.1706894064,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.295179555393,2128.78968601
7641,7641,20.1698952664,20.1699270015,22.1979971893,21.2253379234,20.1699022028,20.169933485,6.78333333333,142.666666667,1059.86106255,20.1699148063,20.1707883114,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.29621883333,2141.40242415
7642,7642,20.1698969053,20.1699278406,22.1939635958,21.2211449108,20.1699039094,20.1699346559,6.74166666667,141.083333333,1059.86106255,20.1699161259,20.1705640664,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.297272916626,2154.22332468
7643,7643,20.1698985234,20.1699286596,22.1897735669,21.2168803726,20.1699060287,20.1699358078,6.7,139.5,1059.86106255,20.1699175258,20.1701825563,20.17,20.17,20.17,20.17,20.17,20.17,20.17,0.29834772391,2167.32499562
7644,7644,20.0194234485,19.9999078141,22.1841950091,21.2112906529,20.0273106032,20.008621388,6.7,137.916666667,1059.86106255,20.0194234485,19.9440155333,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.0,0.0
7645,7645,19.8255375945,19.7840308703,22.1770102421,21.2041325296,19.8436326988,19.8001552863,6.7,136.333333333,1059.86106255,19.7840308703,19.7823338173,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.00546960750873,5.2766036741
7646,7646,19.7813001574,19.7799876403,22.1687075058,21.1958810884,19.781692839,19.7805790622,6.7,134.75,1059.86106255,19.7807767044,19.7802951749,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.267008430678,1837.77049625
7647,7647,19.7799968989,19.7799583322,22.1598246534,21.1870743885,19.7799899379,19.7799823658,6.7,133.166666667,1059.86106255,19.7799820304,19.7800454318,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.178536219244,911.872636617
7648,7648,19.7799444001,19.7799488491,22.1506472583,21.1780042619,19.7799653733,19.7799455733,6.7,131.583333333,1059.86106255,19.7799503962,19.7800005308,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.203709561996,1149.80603934
7649,7649,19.7799218359,19.7799055202,22.1412586479,21.1687585811,19.7799603477,19.779906408,6.7,130.0,1059.86106255,19.7799219182,19.7802678605,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.219657320906,1304.03670418
7650,7650,19.7799340854,19.7799167777,22.1315145843,21.1592500499,19.7799343345,19.7799190104,6.7,127.916666667,1059.86106255,19.7799255641,19.7804303383,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.228828283869,1397.72617373
7651,7651,19.7799444787,19.7799274922,22.1213451534,21.1494278586,19.7799448102,19.7799304054,6.7,125.833333333,1059.86106255,19.7799363515,19.7803305198,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.237379474006,1487.4074864
7652,7652,19.7799529569,19.7799366088,22.1107887412,21.1393128309,19.7799539226,19.7799399312,6.7,123.75,1059.86106255,19.7799454392,19.7806140473,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.245560014058,1575.25293844
7653,7653,19.7799112077,19.7799443252,22.0999148892,21.1289494037,19.7799144886,19.7799478799,6.7,121.666666667,1059.86106255,19.7799301391,19.7799484538,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.253376375047,1661.02476281
7654,7654,19.7799210794,19.7798820244,22.0887752119,21.1183718338,19.7799249936,19.7798904308,6.7,119.583333333,1059.86106255,19.7799037243,19.7804140849,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.260937617332,1745.60907101
7655,7655,19.7799306826,19.7798918099,22.0773963389,21.1075978715,19.7799349032,19.7799005426,6.7,117.5,1059.86106255,19.7799136185,19.7804631311,19.78,19.78,19.78,19.78,19.78,19.78,19.78,0.268274957899,1829.3084748
7656,7656,19.6588656821,19.652623333,22.066915228,21.0977211867,19.6654107512,19.6524252557,6.60833333333,115.416666667,1059.86106255,19.6525535194,19.6516287754,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.0229908987534,43.9423433465
7657,7657,19.6502117999,19.6499560859,22.0575689309,21.0889686566,19.6503947451,19.6499619493,6.51666666667,113.333333333,1059.86106255,19.6501189404,19.6499841615,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.308680417993,2326.35875407
7658,7658,19.6499282069,19.649949552,22.0489831239,21.0809814428,19.649943494,19.6499515397,6.425,111.25,1059.86106255,19.6499433108,19.6500201418,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.217937302798,1288.65695239
7659,7659,19.6499500435,19.6499343282,22.0406871902,21.0733060694,19.6499517886,19.6499395021,6.33333333333,109.166666667,1059.86106255,19.6499434892,19.6504468588,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.243552870499,1558.41219821
7660,7660,19.6499052476,19.6499396373,22.0323969249,21.0656632094,19.6499113226,19.6499450529,6.24166666667,107.083333333,1059.86106255,19.6499259298,19.6505785244,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.250226184127,1631.08373756
7661,7661,19.6499120304,19.6499442779,22.0240204382,21.0579559646,19.649918739,19.6498804352,6.15,105.0,1059.86106255,19.6499144318,19.6504860028,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.255348172399,1687.89558878
7662,7662,19.6499204964,19.649878206,22.0151991,21.0499530659,19.6499272976,19.6498884458,6.05833333333,101.75,1059.86106255,19.6499026505,19.650419477,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.261041222451,1751.9723289
7663,7663,19.6499283416,19.649885399,22.0057868544,21.041555184,19.6499350461,19.6498974868,5.96666666667,98.5,1059.86106255,19.6499106455,19.649958998,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.266777518081,1817.41622257
