,t2,t27
772,19.9097144222,19.9087101472
773,19.9097167365,19.9092669421
774,19.9097211056,19.9087867824
775,19.9097252285,19.9096643126
776,19.6502168496,19.6779637462
777,19.6202967428,19.6201132438
778,19.6198481612,19.6193487977
779,19.6198829161,19.6195154749
780,19.6198986172,19.6192991995
781,19.6199077149,19.6199372325
782,19.6198492346,19.6199950136
783,19.6197800919,19.6191957137
784,19.6197245335,19.6199160663
785,19.6196603512,19.6188813403
786,19.6196770344,19.6190924783
787,19.6196956708,19.6197486877
788,19.7052596956,19.6881218888
789,19.7094702733,19.7084578736
790,19.7097697426,19.7093673203
791,19.7097653196,19.7096482862
792,19.709763743,19.709102739
793,19.7097629286,19.7094628578
794,19.7097621472,19.7092423604
795,19.7097612748,19.7096964712
796,19.7097603056,19.7094128361
797,19.7097592408,19.7097995706
798,19.7097580519,19.7095041496
799,19.7097567826,19.7099177282
800,19.8702410737,19.7613515165
801,19.8793146291,19.8218180658
802,19.8798599779,19.8638964073
803,19.8798685248,19.8794626011
804,19.8798671027,19.8788613703
805,19.8798661953,19.8801177722
806,19.8798654044,19.8795273006
807,19.8798646333,19.8795001585
808,19.8798638645,19.879306795
809,19.8798631086,19.880080082
810,19.8798623629,19.8801918453
811,19.8798616212,19.8791873373
812,19.7168746083,19.711695714
813,19.710240662,19.6960411149
814,19.7097690988,19.7093338101
815,19.7097902978,19.7096402259
816,19.7097972887,19.7090800899
817,19.7098021915,19.7099964604
818,19.7098065006,19.7097190778
819,19.709810478,19.7093643098
820,19.7098141786,19.7097146804
821,19.7098176398,19.7089765148
822,19.7098208915,19.7095187426
823,19.7098239582,19.7101578644
824,20.1879069308,19.749665489
825,20.1897327747,19.7944022782
826,20.1900365399,19.8227165633
827,20.1897845505,19.8331459572
828,20.1897760605,19.8330889912
829,20.1897736668,19.829108243
830,20.1897846075,19.8241396018
831,20.1897953031,19.8187476758
832,20.1898055985,19.8127495642
833,20.1898154521,19.8060011972
834,20.1898034113,19.7985323679
835,20.189814428,19.7904394072
836,20.1037836954,19.7831571325
837,20.099978356,19.7772141887
838,20.0997806259,19.7719876834
839,20.0997783872,19.7670028144
840,20.0997883451,19.7619697874
841,20.09979703,19.7568057532
842,20.0998050417,19.7515211942
843,20.0998124937,19.7461394925
844,20.0998194662,19.7406721698
845,20.0998260149,19.7351235429
846,20.0998321856,19.7294891548
847,20.0998380167,19.7237740498
848,20.3336974711,19.7304810817
849,20.3299244783,19.7387617574
850,20.3298549411,19.7439986395
851,20.3298828281,19.7460190258
852,20.3298761648,19.7460257081
853,20.3298778172,19.7451177616
854,20.3298800275,19.7437913563
855,20.3298824992,19.7421383082
856,20.3298848075,19.7401344035
857,20.3298867315,19.7377682287
858,20.3298907327,19.7350616393
859,20.3298922354,19.7320398565
860,20.7475134929,19.728866487
861,20.7196882631,19.7222791658
862,20.720305387,19.7132311834
863,20.7199618056,19.7034059906
864,20.7198816856,19.6970655499
865,20.7198728525,19.6927140844
866,20.7198586197,19.6891408794
867,20.7198266566,19.6866322105
868,20.7198345053,19.6856054686
869,20.7198518234,19.6862864553
870,20.7198240772,19.6880852797
871,20.719822593,19.6904426883
872,20.2941909563,19.698010647
873,20.2204237989,19.7116059834
874,20.2198923449,19.7269969626
875,20.2198906122,19.7421029112
876,20.2198867077,19.7569756722
877,20.2198749631,19.7723196491
878,20.219859244,19.7882042649
879,20.2198317514,19.804630655
880,20.2198123518,19.8215661182
881,20.2197899216,19.8388891437
882,20.2198631685,19.8564817159
