,t1,w1,w2,i,s,t2,tout,hsp,m0,csp0
0,23.4959391096842,24.447659006802123,36.4560526995441,14684.161464727,0.0,18.5890613843419,17.1833333333333,15.6,4.95862582923967,26.7
1,23.4925541676464,24.40541127266861,36.45433693350795,14684.161464727,0.0,18.5725168850458,17.1666666666667,15.6,4.95862582923967,26.7
2,23.4888018342402,24.446610066978746,36.45253804151345,14684.161464727,0.0,18.5559721057735,17.15,15.6,4.95862582923967,26.7
3,23.4826702108985,24.38705191948724,36.450715615328654,14684.161464727,0.0,18.5394270470528,17.1333333333333,15.6,4.95862582923967,26.7
4,23.478607763544698,24.397378386270127,36.448827969652,14684.161464727,0.0,18.5228817111496,17.1166666666667,15.6,4.95862582923967,26.7
5,23.4744478641201,24.418455078312995,36.44676080796549,14684.161464727,0.0,18.5063360951049,17.1,15.6,4.95862582923967,26.7
6,23.4692550311728,24.42616972476345,36.44476757602755,14684.161464727,0.0,18.489790201189802,17.0833333333333,15.6,4.95862582923966,26.7
7,23.4644161026609,24.345134347388896,36.44263914200185,14684.161464727,0.0,18.473244029928697,17.0666666666667,15.6,4.95862582923967,26.7
8,23.454824436351103,24.40659938014448,36.44055415573496,14684.161464727,0.0,18.4566975835558,17.05,15.6,4.95862582923967,26.7
9,23.447603710426698,24.406409618135623,36.438179731543194,14684.161464727,0.0,18.4401508591646,17.033333333333303,15.6,4.95862582923967,26.7
10,23.4414918964782,24.308770891608546,36.4357882864148,14684.161464727,0.0,18.4236038589945,17.016666666666698,15.6,4.95862582923967,26.7
11,23.435636880524502,24.335668278633044,36.43346435155355,14684.161464727,0.0,18.407056583566302,17.0,15.6,4.95862582923967,26.7
12,23.4316767180465,24.30305962284378,36.431051448249946,14684.161464727,0.0,18.3820985107442,16.975,15.6,4.95862582923967,26.7
13,23.4231290951965,24.366970107493113,36.42734859079415,14684.161464727,0.0,18.357140382079,16.95,15.6,4.95862582923967,26.7
14,23.418852832804102,24.38569516457476,36.42522889974745,14684.161464727,0.0,18.3321822010017,16.925,15.6,4.95862582923967,26.7
15,23.412721953433103,24.396346101477615,36.417080808185545,14684.161464727,0.0,18.307223964200602,16.9,15.6,4.95862582923967,26.7
16,23.4035087772853,24.407220543991585,36.41755926927775,14684.161464727,0.0,18.2822656734187,16.875,15.6,4.95862582923967,26.7
17,23.397523602083,24.413311746153116,36.41567682277385,14684.161464727,0.0,18.2573073303905,16.85,15.6,4.95862582923967,26.7
18,23.391900738797602,24.30618386956102,36.4132565306104,14684.161464727,0.0,18.232348931817103,16.825,15.6,4.95862582923967,26.7
19,23.3797682455051,24.37822443295819,36.40494591889425,14684.161464727,0.0,18.207390481107602,16.8,15.6,4.95862582923967,26.7
20,23.3748775389676,24.400476193842472,36.40406132247555,14684.161464727,0.0,18.1824319749718,16.775,15.6,4.95862582923966,26.7
21,23.363792665856298,24.403952336385444,36.4031286846023,14684.161464727,0.0,18.1574734151418,16.75,15.6,4.95862582923966,26.7
22,23.3547250617856,24.28980342007067,36.39975785979645,14684.161464727,0.0,18.1325148033407,16.725,15.6,4.95862582923966,26.7
23,23.350955278693,24.338667122414783,36.39670671362805,14684.161464727,0.0,18.1075561362915,16.7,15.6,4.95862582923967,26.7
24,23.3442220918328,24.34980660247124,36.3944285888836,14684.161464727,0.0,18.0825974173809,16.675,15.6,4.95862582923967,26.7
25,23.3380197709274,24.258059429649176,36.39261688422555,14684.161464727,0.0,18.057638643340603,16.65,15.6,4.95862582923967,26.7
26,23.3308944668555,24.322978666619036,36.39009099243785,14684.161464727,0.0,18.032679815891303,16.625,15.6,4.95862582923967,26.7
27,23.3242070272232,24.341914418884148,36.38805157490255,14684.161464727,0.0,18.0077209367452,16.6,15.6,4.95862582923967,26.7
28,23.3162897049755,24.298809099476017,36.38580887405,14684.161464727,0.0,17.982762002646602,16.575,15.6,4.95862582923967,26.7
