,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
0,-2.29166666667,0.0,910.589141162,23.7603025524,23.7685748274,23.7711759669,23.762192852,21.5508905461,23.75,0.417321183345,10295.1031713
1,-1.78333333333,0.0,910.589141162,23.7532233533,23.7501241484,23.7509208986,23.7503379417,21.5084293109,23.75,0.55944683386,13824.6650297
2,-1.275,0.0,910.589141162,23.7506351311,23.7505960128,23.7492725536,23.7505123705,21.4625656891,23.75,0.493198698925,12181.8502466
3,-0.766666666667,0.0,910.589141162,23.7480664957,23.7483968624,23.7514438796,23.7504600176,21.430408643,23.75,0.512025513171,12621.1863479
4,-0.258333333333,0.0,910.589141162,23.7491211609,23.747238815,23.7475169847,23.7503918778,21.4122578364,23.75,0.515293618601,12715.3338482
5,0.25,0.0,910.589141162,23.7486850987,23.7519806567,23.7487904583,23.7495114582,21.4022841172,23.75,0.515541367539,12718.3289214
6,0.758333333333,0.0,910.589141162,23.7493511832,23.747506201,23.7502431988,23.7504545263,21.3966381889,23.75,0.517091988636,12764.3498808
7,1.26666666667,0.0,910.589141162,23.7497976905,23.7500407213,23.7493793408,23.7500517452,21.3942753382,23.75,0.516712616692,12760.3492218
8,1.775,0.0,910.589141162,23.7472040999,23.7474305551,23.7476458564,23.7494480005,21.3954211928,23.75,0.516314524211,12727.6015288
9,2.28333333333,0.0,910.589141162,23.7490820317,23.7513095381,23.7472270647,23.7497699049,21.4003565972,23.75,0.516919433885,12763.1592884
10,2.79166666667,0.0,910.589141162,23.7507685131,23.7511043678,23.7469960991,23.7497985205,21.4090072929,23.75,0.513588994392,12697.7528285
11,3.3,0.0,910.589141162,23.7477384925,23.7513447977,23.7495595522,23.7502632699,21.4211811043,23.75,0.511392974839,12616.362086
12,3.20833333333,0.0,910.589141162,23.9270698934,23.9240268246,23.9210512854,23.9304179329,21.4420945605,23.94,0.616804957345,15233.5655065
13,3.11666666667,0.0,910.589141162,23.9389384794,23.9382794178,23.9356883426,23.9399652581,21.4809058882,23.94,0.518263308777,12809.0669315
14,3.025,0.0,910.589141162,23.9409374687,23.9416634973,23.9401131129,23.9388330187,21.5240545756,23.94,0.567459781368,14029.2026406
15,2.93333333333,0.0,910.589141162,23.9416198411,23.9391696856,23.9404675011,23.9393442503,21.5589381491,23.94,0.558700489478,13821.604627
16,2.84166666667,0.0,910.589141162,23.9406916844,23.9416882056,23.9372900389,23.93941211,21.5849937385,23.94,0.559403971121,13829.4853253
