,tout,s,i,t1,t2,t3,t4,t5,t6,sp0,m,rh
0,-2.29166666667,0.0,7252.22431484,23.762192852,23.7655238816,23.7685748274,23.7603025524,23.7711759669,21.5508905461,23.75,3.03629726298,12698.7237756
1,-1.78333333333,0.0,7252.22431484,23.7503379417,23.7504475369,23.7501241484,23.7532233533,23.7509208986,21.5084293109,23.75,3.03629726298,31129.486446
2,-1.275,0.0,7252.22431484,23.7505123705,23.7509571111,23.7505960128,23.7506351311,23.7492725536,21.4625656891,23.75,3.03629726298,22515.3862187
3,-0.766666666667,0.0,7252.22431484,23.7504600176,23.7484166098,23.7483968624,23.7480664957,23.7514438796,21.430408643,23.75,3.03629726298,24209.501206
4,-0.258333333333,0.0,7252.22431484,23.7503918778,23.7498515957,23.747238815,23.7491211609,23.7475169847,21.4122578364,23.75,3.03629726298,24384.110879
5,0.25,0.0,7252.22431484,23.7495114582,23.7509593865,23.7519806567,23.7486850987,23.7487904583,21.4022841172,23.75,3.03629726298,24384.3417325
6,0.758333333333,0.0,7252.22431484,23.7504545263,23.7500254148,23.747506201,23.7493511832,23.7502431988,21.3966381889,23.75,3.03629726298,24557.5358177
7,1.26666666667,0.0,7252.22431484,23.7500517452,23.7484710121,23.7500407213,23.7497976905,23.7493793408,21.3942753382,23.75,3.03629726298,24471.3111733
8,1.775,0.0,7252.22431484,23.7494480005,23.7507323049,23.7474305551,23.7472040999,23.7476458564,21.3954211928,23.75,3.03629726298,24557.9357918
9,2.28333333333,0.0,7252.22431484,23.7497699049,23.748833343,23.7513095381,23.7490820317,23.7472270647,21.4003565972,23.75,3.03629726298,24644.3369973
10,2.79166666667,0.0,7252.22431484,23.7497985205,23.7503979968,23.7511043678,23.7507685131,23.7469960991,21.4090072929,23.75,3.03629726298,24644.6971248
11,3.3,0.0,7252.22431484,23.7502632699,23.7501906168,23.7513447977,23.7477384925,23.7495595522,21.4211811043,23.75,3.03629726298,24730.9332884
12,3.20833333333,0.0,7252.22431484,23.9304179329,23.9269454791,23.9240268246,23.9270698934,23.9210512854,21.4420945605,23.94,3.03629726298,35636.2742616
13,3.11666666667,0.0,7252.22431484,23.9399652581,23.9389656679,23.9382794178,23.9389384794,23.9356883426,21.4809058882,23.94,3.03629726298,22426.1070383
14,3.025,0.0,7252.22431484,23.9388330187,23.9394915685,23.9416634973,23.9409374687,23.9401131129,21.5240545756,23.94,3.03629726298,28778.4493011
15,2.93333333333,0.0,7252.22431484,23.9393442503,23.9393994213,23.9391696856,23.9416198411,23.9404675011,21.5589381491,23.94,3.03629726298,27694.4634096
16,2.84166666667,0.0,7252.22431484,23.93941211,23.9397759378,23.9416882056,23.9406916844,23.9372900389,21.5849937385,23.94,3.03629726298,27536.0636136
17,2.75,0.0,7252.22431484,23.9388033233,23.9393054831,23.9427862206,23.9377547842,23.9403042741,21.6061024263,23.94,3.03629726298,27536.0683373
18,2.65833333333,0.0,7252.22431484,23.9403800882,23.941520862,23.9390163995,23.9393133939,23.9416857387,21.6250029776,23.94,3.03629726298,27694.1736593
19,2.56666666667,0.0,7252.22431484,23.939960887,23.9391234408,23.9393729839,23.9394592994,23.9375753533,21.6423878,23.94,3.03629726298,27536.2431488
20,2.475,0.0,7252.22431484,23.9406349297,23.9390175084,23.9382654884,23.9419837801,23.938430601,21.6578883788,23.94,3.03629726298,27694.2773955
