,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,2258.03159577,23.4009094832,23.3979057712,23.400714838,23.4002582217,21.3511058559,23.4,0.488879437104,6985.62582522
7001,7001,-1.95,46.0,2258.03159577,23.4010108676,23.4003491191,23.4007032792,23.3999107528,21.3333833511,23.4,0.488879437104,6951.27418945
7002,7002,-1.90833333333,59.1666666667,2258.03159577,23.3989814716,23.3992475153,23.3999225447,23.4008900866,21.3220873637,23.4,0.488879437104,6881.93160904
7003,7003,-1.86666666667,72.3333333333,2100.05980543,23.3996775807,23.4007444353,23.3991173195,23.3997043563,21.3113197224,23.4,0.488879437104,6864.49002688
7004,7004,-1.825,85.5,2100.05980543,23.3998762612,23.4007602013,23.3987152237,23.4005466,21.3014851299,23.4,0.488879437104,6776.35734349
7005,7005,-1.78333333333,98.6666666667,1942.0880151,23.3997030499,23.400517688,23.3988686548,23.400075802,21.2942309816,23.4,0.488879437104,6722.85018431
7006,7006,-1.74166666667,111.833333333,1784.11622477,23.3984959098,23.4010039644,23.4001334666,23.400027879,21.2900301702,23.4,0.488879437104,6668.85300729
7007,7007,-1.7,125.0,1784.11622477,23.3986749357,23.3984804496,23.4011577513,23.3999544568,21.2885764232,23.4,0.488879437104,6632.5924347
7008,7008,-1.60833333333,138.166666667,5302.01309183,23.5025543616,23.4997580932,23.5009109385,23.5053124401,21.2919008461,23.51,0.488879437104,5939.0550204
7009,7009,-1.51666666667,151.333333333,5302.01309183,23.5096264796,23.5075877252,23.5082829415,23.5097182222,21.3244456106,23.51,0.488879437104,4779.47329272
7010,7010,-1.425,164.5,5302.01309183,23.5104889907,23.5085359038,23.5108815059,23.5095599866,21.3504815912,23.51,0.488879437104,5138.77150499
7011,7011,-1.33333333333,177.666666667,5302.01309183,23.5094264718,23.5094301391,23.5107726315,23.5095552241,21.3676327133,23.51,0.488879437104,4878.01685688
7012,7012,-1.24166666667,190.833333333,5302.01309183,23.510191186,23.5112081248,23.5104878423,23.5103554009,21.3832046844,23.51,0.488879437104,4621.51769912
7013,7013,-1.15,204.0,5302.01309183,23.5091606642,23.5091627228,23.509130196,23.5100791565,21.4018641687,23.51,0.488879437104,4380.89743402
7014,7014,-1.05833333333,219.166666667,5302.01309183,23.5111822761,23.5100725219,23.5085433096,23.5098800622,21.4244689088,23.51,0.488879437104,4198.06323566
7015,7015,-0.966666666667,234.333333333,5302.01309183,23.5093317683,23.5102489637,23.510475415,23.5098608389,21.4505600571,23.51,0.488879437104,3928.34879706
7016,7016,-0.875,249.5,5302.01309183,23.5104432027,23.5095047786,23.5100212421,23.5098511088,21.4791543357,23.51,0.488879437104,3733.30700693
7017,7017,-0.783333333333,264.666666667,5302.01309183,23.5093233573,23.5111113896,23.5102721014,23.5098425538,21.5095479975,23.51,0.488879437104,3266.47893797
7018,7018,-0.691666666667,279.833333333,5302.01309183,23.5101639814,23.5091523124,23.5082436404,23.5098346367,21.5413866174,23.51,0.488879437104,3052.36850716
7019,7019,-0.6,295.0,5302.01309183,23.5090759165,23.5101151401,23.5123654984,23.5098271501,21.5745270745,23.51,0.488879437104,2767.45152093
7020,7020,-0.55,310.166666667,5302.01309183,23.6428422415,23.6407485729,23.6368230048,23.6433992438,21.6019582125,23.65,0.488879437104,3705.64377049
7021,7021,-0.5,325.333333333,5302.01309183,23.6498257593,23.6483900262,23.649902643,23.6494707174,21.6551194126,23.65,0.488879437104,2143.13814844
7022,7022,-0.45,340.5,5302.01309183,23.6503095917,23.6511015715,23.6488467834,23.6495412618,21.698756479,23.65,0.488879437104,2505.70606603
7023,7023,-0.4,355.666666667,5302.01309183,23.6509626944,23.6515548117,23.6515071318,23.6505453561,21.730339621,23.65,0.488879437104,2073.42352244
