23.4013714845,23.3997212992,23.4028122193,23.4055362996,23.411977679,21.3665827807,
23.4082852952,23.4087599573,23.4082444229,23.4128216396,23.4061520775,21.3464365833,
23.4059989813,23.4048831236,23.4072911839,23.4068084139,23.41089105,21.3519707405,
23.4088419444,23.4083587405,23.4088123389,23.4118796496,23.407480417,21.3386038252,
23.4071325095,23.4057815335,23.4078616116,23.408172177,23.4100166037,21.3410472372,
23.4085799861,23.4075229098,23.4085398116,23.4110250986,23.4080474774,21.3334016021,
23.4075333851,23.4058524918,23.4079708443,23.4089667199,23.4093821673,21.3350699691,
23.4081978135,23.4067837495,23.4082100824,23.4103499326,23.4083360284,21.3319671277,
23.4076937263,23.4059819053,23.4078542327,23.4092600193,23.4090720304,21.3341566263,
23.4259367236,23.4241048759,23.4472034417,23.4631612271,23.5539159352,21.6141667922,
23.5163190659,23.5360009552,23.5173911351,23.5569635591,23.4818004799,21.4447448387,
23.4890773557,23.4874065794,23.5058129633,23.4811826611,23.5417338595,21.5949251104,
23.5248801635,23.5335366699,23.5257745447,23.5444872559,23.4998923393,21.4949822106,
23.5045063275,23.5022062844,23.5140712817,23.4983637438,23.5319668065,21.5794778326,
23.5223927091,23.5264644674,23.5233895125,23.5331392165,23.5084271337,21.5268700954,
23.5102763625,23.5086862079,23.5166150084,23.5073480289,23.5260865471,21.5775723412,
23.5199232718,23.5220370802,23.5217068158,23.5267611283,23.5129122233,21.5523070109,
23.5130553753,23.5120424044,23.5179045508,23.5123765242,23.5227040728,21.5849616443,
23.5183496459,23.5194282831,23.5207358852,23.5231714962,23.5153439631,21.5757148071,
23.5145052954,23.5138093869,23.51862216,23.5151771375,23.5207666916,21.5990548366,
23.5174516976,23.5178786685,23.5201990511,23.5211629958,23.5166677552,21.599491341,
23.5396652029,23.5364717053,23.5661369874,23.5843914753,23.7009802981,21.9652969728,
23.6551602562,23.6785692519,23.6539868973,23.7049329609,23.6086876394,21.7557962254,
23.620304404,23.6161282985,23.638671288,23.6075214336,23.6854111794,21.9553720087,
23.6663422093,23.6751582787,23.6636426922,23.688514608,23.6318726497,21.8341956302,
23.6402407039,23.6351254896,23.6489712432,23.629486563,23.6729929711,21.9487893333,
23.6632362236,23.6663593394,23.6609711302,23.6743549878,23.6428098774,21.8866025857,
23.6476327017,23.6435796686,23.6522902305,23.6411746734,23.6655273324,21.9559602092,
23.6599416431,23.660797936,23.6588556868,23.6660226723,23.6486802838,21.926844508,
23.6510551909,23.6481090923,23.6540304064,23.6475490213,23.6612857061,21.9709165231,
23.6577859865,23.6576727683,23.6576915856,23.6613090724,23.6519259263,21.9603681241,
23.6528168552,23.6506381764,23.655037499,23.6510576918,23.6589084684,21.9904036255,
23.6565167198,23.655945448,23.657084208,23.6586732577,23.6537237302,21.9901861765,
23.5986945164,23.6029525874,23.5472414971,23.4984384156,23.2424566539,21.2013403011,
23.3400205695,23.2854816566,23.3498410937,23.2343027193,23.4463069769,21.6989215143,
23.4155084054,23.422714966,23.3833656537,23.4486159278,23.2760835202,21.2918498646,
23.3130475044,23.2914094936,23.3268646446,23.268848778,23.3947341902,21.6009597327,
23.3709585929,23.3801068551,23.3591308884,23.3998265137,23.3033985794,21.3882472409,
23.3199134805,23.3106712185,23.3324450936,23.3001690507,23.3703678002,21.5696115697,
23.3545004055,23.3612536949,23.3517368081,23.3738026848,23.3199475555,21.4576543352,
23.3270731821,23.3230673795,23.3372865993,23.3185137585,23.3573956238,21.5633200107,
23.3468468541,23.3514567747,23.3481363089,23.3595858502,23.3294378781,21.5051999002,
23.3318566666,23.3303444205,23.3401363339,23.3288705894,23.3503265467,21.567590386,
23.3429578301,23.3461799141,23.346202324,23.3517482541,23.3347746389,21.5382233526,
23.334654115,23.3344368224,23.3417543427,23.3346445088,23.346419717,21.5755373376,
23.4186339162,23.4140698998,23.4944165798,23.5622126893,23.9057525419,22.6317513083,
23.7693564769,23.8432796884,23.7638093217,23.917043898,23.6325688414,21.9837844049,
23.6687241024,23.6599174412,23.7203038417,23.6298582449,23.8611658943,22.5453018181,
23.8061282183,23.836025903,23.7964558198,23.8707835398,23.7022754887,22.1498975266,
23.7285107164,23.7172895761,23.7534908714,23.6953903559,23.8245951792,22.4518994155,
23.7967127422,23.8103220568,23.7893883186,23.8288287162,23.7349095629,22.224956007,
23.7502269082,23.7426190616,23.7636783492,23.7301752578,23.8024519453,22.3890928298,
23.7868505535,23.7938327622,23.7831342127,23.8041954394,23.7523197691,22.2600558588,
23.760387788,23.7559212217,23.7686855477,23.749168648,23.7898298377,22.3489969924,
23.7804754623,23.7843321697,23.7795640208,23.7903390118,23.7618785721,22.2748485237,
23.7655836709,23.7631764943,23.7715396462,23.7596593578,23.782749392,22.3221545995,
23.7767108617,23.7789831051,23.7775815472,23.7826028113,23.767155406,22.2785381212,
23.7308562514,23.7332709429,23.6986614111,23.6596958767,23.4926278474,21.7470040292,
23.5573405487,23.5209650501,23.5644363522,23.4867923374,23.6264637077,22.0594882557,
23.6058367287,23.6100581395,23.5849744553,23.6268170278,23.5145145889,21.7845035677,
23.5383850167,23.5237779407,23.5475255553,23.5090567062,23.5921270975,21.9765552311,
23.5761797849,23.5817605818,23.5684768209,23.5947331525,23.5323325079,21.8270730762,
23.5427583669,23.5362463001,23.5509172406,23.5294936243,23.5761627999,21.9354303178,
23.5654492861,23.5693574054,23.5635003098,23.5777282612,23.543136904,21.8526217166,
23.5475151315,23.544331607,23.5540015378,23.541546779,23.5676393606,21.913162261,
23.5604371875,23.562867399,23.5610692956,23.5684527464,23.5492962603,21.8671687766,
23.5505900452,23.5489846239,23.5558023396,23.5483336472,23.5629589596,21.9009497842,
23.5578588819,23.5593360494,23.5597434283,23.5633507913,23.5527502058,21.8753584029,
23.5524092381,23.5516093971,23.5568005732,23.5521330884,23.5603644826,21.894244557,
23.5530278557,23.5549781413,23.5531183928,23.5512311076,23.5293817782,21.8278483361,
23.5338922131,23.5311302106,23.5395203681,23.5284471217,23.5462935807,21.8666610269,
23.5408700614,23.5429357098,23.5429244793,23.5465295378,23.532507742,21.8305900101,
23.5327675639,23.5323677227,23.5385327042,23.5318286905,23.542261805,21.8531392162,
23.5376289977,23.539686322,23.5412407442,23.5426194411,23.5347784717,21.8330223346,
23.5334938045,23.534019544,23.5390728112,23.5344747286,23.5402639084,21.8453492401,
23.5363147578,23.5381590984,23.540660794,23.5405006044,23.5361215433,21.8335393209,
23.5340379979,23.5350386148,23.5394804807,23.5359738471,23.539180278,21.8394372986,
23.5356098444,23.5373297367,23.5403732378,23.5393265729,23.536863673,21.8318076841,
23.5343320265,23.5355960362,23.5397073648,23.5368127675,23.5385635571,21.8339385067,
23.5351852943,23.5368811993,23.540207618,23.5386511829,23.5372813638,21.8285245415,
23.5344604282,23.5359158503,23.5398399075,23.5372672982,23.538206686,21.8283996898,
23.5729755456,23.5705403479,23.6140890138,23.6444274325,23.8225268614,22.3719506171,
23.7514839074,23.7900677366,23.7511197721,23.8282561589,23.6813412631,22.0304725937,
23.6985187079,23.6948291145,23.7281536477,23.6795903206,23.7991078525,22.3155464898,
23.7689412892,23.7859521148,23.7673462665,23.8036913609,23.7172372493,22.1074624406,
23.7287864243,23.724825252,23.7452149246,23.713279365,23.7802393101,22.2591092024,
23.7638547806,23.772755389,23.7637217874,23.7820184172,23.7340038954,22.138510435,
23.7398707908,23.737873133,23.7504546101,23.7311858548,23.7688032879,22.219492169,
23.7587132378,23.7642637594,23.7604942843,23.7693175898,23.7429614943,22.1494718479,
23.7450789219,23.7447170402,23.7530317924,23.7409797904,23.76227549,22.1917917494,
23.7554285908,23.759368985,23.7585978331,23.7621770877,23.7478801345,22.1501642908,
23.7477642803,23.7484797944,23.7544629216,23.7463758633,23.7586210728,22.171126183,
23.753504176,23.7566118562,23.7575491592,23.7582060851,23.7505823517,22.1452987906,
23.6649711869,23.6778245531,23.5962259488,23.5163726292,23.1352464363,20.9478420154,
23.2787109202,23.2020890322,23.2982267372,23.1227727822,23.4386452347,21.6646344788,
23.3916591239,23.40591332,23.3467038411,23.4419261031,23.1850990872,21.0355917312,
23.2393951667,23.2103055358,23.2621077064,23.174297984,23.3617358615,21.4718900044,
23.32581386,23.3422961635,23.3098730075,23.369272291,23.2258208466,21.131842785,
23.2500314112,23.2389042597,23.2700116958,23.2210036269,23.3254929238,21.3784096542,
23.3016565366,23.3141540685,23.29860504,23.3306376741,23.2504224231,21.1901292284,
23.2607010456,23.2576205319,23.2774683842,23.2482548109,23.306305076,21.3277912294,
23.2904066137,23.3000507766,23.293696927,23.3099145246,23.2644957974,21.2216214169,
23.2679915149,23.2683828578,23.2816797752,23.2639639812,23.295678948,21.2972365836,
23.2845502018,23.2919967074,23.2906854279,23.298199789,23.2723848764,21.23714241,
23.2720738297,23.2743589055,23.2839732785,23.2726140655,23.2897526401,21.278233685,
23.2914582394,23.2964978962,23.3090130748,23.3203486874,23.3546993939,21.3968115089,
23.3340213061,23.3472341063,23.342700368,23.3572873109,23.325360785,21.3240093273,
23.3245504969,23.3281513889,23.3389607935,23.3266312011,23.3507676437,21.3834074481,
23.3402837254,23.3478630535,23.3476790311,23.3531818967,23.3333823829,21.33686238,
23.3319341493,23.3353416853,23.3431018925,23.3337912373,23.3470567792,21.3671465289,
23.3394705866,23.3458310538,23.3475696939,23.3486706547,23.3371072789,21.3386811387,
23.3342242993,23.338317419,23.3448547886,23.3376948099,23.3445953317,21.3537677658,
23.3384833528,23.3440240585,23.347005141,23.3459389081,23.3390854709,21.3363946532,
23.3357469558,23.3399751919,23.3453684508,23.3401670392,23.3431694147,21.3423797908,
23.3379736187,23.3430723198,23.3465143663,23.344608023,23.34014194,21.3307602959,
23.336367425,23.3408067245,23.3456266869,23.3412783349,23.3424015339,21.3323391017,
23.3375821594,23.3425284959,23.3462658779,23.3437668463,23.3407052155,21.3240993916,
23.3247298848,23.3287092586,23.320003567,23.3075080769,23.2491313908,21.1523150177,
23.2675291867,23.257894589,23.2752869636,23.2489044246,23.294235152,21.2620145914,
23.2842726213,23.2880046545,23.2822398216,23.2961015298,23.2567103834,21.1731243046,
23.2618117132,23.2590956192,23.2696850635,23.256557856,23.2828203302,21.2410422638,
23.2746138207,23.2786121233,23.2767118016,23.2853537012,23.2627575264,21.1941717133,
23.2634361988,23.2633203178,23.2708165837,23.2634498374,23.2774867192,21.2338849048,
23.2710799006,23.2744511609,23.2750372739,23.2796434714,23.2664059005,21.2092865667,
23.2650633649,23.2660356662,23.2718514315,23.2674760673,23.2746458472,21.2327713413,
23.2694107081,23.2722590212,23.2742196009,23.2765202587,23.2684877012,21.2203519251,
23.2661038922,23.2675694386,23.2724498028,23.2697594356,23.2730752213,21.234643294,
23.2685386033,23.2710493401,23.2737734114,23.2747903888,23.2696592618,21.2289273213,
