,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
0,0,-2.29166666667,0.0,586.818269708,23.7711759669,23.7655238816,23.7603025524,23.762192852,21.5508905461,23.75,0.54206364807,7541.81261777
1,1,-1.78333333333,0.0,586.818269708,23.7509208986,23.7504475369,23.7532233533,23.7503379417,21.5084293109,23.75,0.54206364807,8891.55354401
2,2,-1.275,0.0,586.818269708,23.7492725536,23.7509571111,23.7506351311,23.7505123705,21.4625656891,23.75,0.54206364807,8324.36667288
3,3,-0.766666666667,0.0,586.818269708,23.7514438796,23.7484166098,23.7480664957,23.7504600176,21.430408643,23.75,0.54206364807,8479.65257298
4,4,-0.258333333333,0.0,586.818269708,23.7475169847,23.7498515957,23.7491211609,23.7503918778,21.4122578364,23.75,0.54206364807,8479.92904606
5,5,0.25,0.0,586.818269708,23.7487904583,23.7509593865,23.7486850987,23.7495114582,21.4022841172,23.75,0.54206364807,8541.24483328
6,6,0.758333333333,0.0,586.818269708,23.7502431988,23.7500254148,23.7493511832,23.7504545263,21.3966381889,23.75,0.54206364807,8541.33528795
7,7,1.26666666667,0.0,586.818269708,23.7493793408,23.7484710121,23.7497976905,23.7500517452,21.3942753382,23.75,0.54206364807,8541.4783676
8,8,1.775,0.0,586.818269708,23.7476458564,23.7507323049,23.7472040999,23.7494480005,21.3954211928,23.75,0.54206364807,8541.615309
9,9,2.28333333333,0.0,586.818269708,23.7472270647,23.748833343,23.7490820317,23.7497699049,21.4003565972,23.75,0.54206364807,8541.75762145
10,10,2.79166666667,0.0,586.818269708,23.7469960991,23.7503979968,23.7507685131,23.7497985205,21.4090072929,23.75,0.54206364807,8449.91352324
11,11,3.3,0.0,586.818269708,23.7495595522,23.7501906168,23.7477384925,23.7502632699,21.4211811043,23.75,0.54206364807,8450.08610118
12,12,3.20833333333,0.0,586.818269708,23.9210512854,23.9269454791,23.9270698934,23.9304179329,21.4420945605,23.94,0.54206364807,9480.5380469
13,13,3.11666666667,0.0,586.818269708,23.9356883426,23.9389656679,23.9389384794,23.9399652581,21.4809058882,23.94,0.54206364807,8543.33464916
14,14,3.025,0.0,586.818269708,23.9401131129,23.9394915685,23.9409374687,23.9388330187,21.5240545756,23.94,0.54206364807,9034.01194144
