,Unnamed: 0,z0,tout,s,i,t1,t2,sp0,m,rh
8284,8284,23.2227554183,5.39166666667,0.0,8075.34156938,23.2227554183,23.5447202511,24.16,0.0,0.0
8285,8285,23.2203767319,5.25,0.0,8075.34156938,23.2203767319,23.5462669226,24.16,0.0,0.0
8286,8286,23.2184704818,5.10833333333,0.0,8075.34156938,23.2184704818,23.5453807766,24.16,0.0,0.0
8287,8287,23.2167611435,4.96666666667,0.0,8075.34156938,23.2167611435,23.5432680587,24.16,0.0,0.0
8288,8288,23.2151723617,4.825,0.0,8075.34156938,23.2151723617,23.5413524126,24.16,0.0,0.0
8289,8289,23.2136857065,4.68333333333,0.0,8075.34156938,23.2136857065,23.539745129,24.16,0.0,0.0
8290,8290,23.2122860554,4.54166666667,0.0,8075.34156938,23.2122860554,23.5386816897,24.16,0.0,0.0
8291,8291,23.2109502306,4.4,0.0,8075.34156938,23.2109502306,23.5375273545,24.16,0.0,0.0
8292,8292,23.209663461,4.30833333333,0.0,8075.34156938,23.209663461,23.5637205,24.33,0.0,0.0
8293,8293,23.208409515,4.21666666667,0.0,8075.34156938,23.208409515,23.5647815855,24.33,0.0,0.0
8294,8294,23.2071817531,4.125,0.0,8075.34156938,23.2071817531,23.5640263601,24.33,0.0,0.0
8295,8295,23.2059749412,4.03333333333,0.0,8075.34156938,23.2059749412,23.5629749843,24.33,0.0,0.0
8296,8296,23.2047839293,3.94166666667,0.0,8075.34156938,23.2047839293,23.5624770496,24.33,0.0,0.0
8297,8297,23.2036052662,3.85,0.0,8075.34156938,23.2036052662,23.5614089001,24.33,0.0,0.0
8298,8298,23.2024368978,3.75833333333,0.0,8075.34156938,23.2024368978,23.560786589,24.33,0.0,0.0
8299,8299,23.2012774701,3.66666666667,0.0,8075.34156938,23.2012774701,23.5600205259,24.33,0.0,0.0
8300,8300,23.2001259094,3.575,0.0,8075.34156938,23.2001259094,23.5592412574,24.33,0.0,0.0
8301,8301,23.1989812455,3.48333333333,0.0,8075.34156938,23.1989812455,23.5585178245,24.33,0.0,0.0
8302,8302,23.1978426137,3.39166666667,0.0,8075.34156938,23.1978426137,23.5577999074,24.33,0.0,0.0
8303,8303,23.1967092426,3.3,0.0,8075.34156938,23.1967092426,23.5572227659,24.33,0.0,0.0
8304,8304,23.1955805228,3.3,0.0,8075.34156938,23.1955805228,23.5374366227,24.21,0.0,0.0
8305,8305,23.194452599,3.3,0.0,8075.34156938,23.194452599,23.5351827965,24.21,0.0,0.0
8306,8306,23.1933289482,3.3,0.0,8075.34156938,23.1933289482,23.5344092092,24.21,0.0,0.0
8307,8307,23.1922107139,3.3,0.0,8075.34156938,23.1922107139,23.5338229999,24.21,0.0,0.0
8308,8308,23.1910961658,3.3,0.0,8075.34156938,23.1910961658,23.5328830637,24.21,0.0,0.0
8309,8309,23.1899836218,3.3,0.0,8075.34156938,23.1899836218,23.5321514179,24.21,0.0,0.0
8310,8310,23.1888722333,3.3,0.0,8075.34156938,23.1888722333,23.5316565402,24.21,0.0,0.0
8311,8311,23.1877617505,3.3,0.0,8075.34156938,23.1877617505,23.5309727624,24.21,0.0,0.0
8312,8312,23.186652207,3.3,0.0,8075.34156938,23.186652207,23.5301060617,24.21,0.0,0.0
8313,8313,23.1855436776,3.3,0.0,8075.34156938,23.1855436776,23.5294499818,24.21,0.0,0.0
8314,8314,23.1844362381,3.3,0.0,8075.34156938,23.1844362381,23.5286828887,24.21,0.0,0.0
8315,8315,23.183329925,3.3,0.0,8075.34156938,23.183329925,23.5280653554,24.21,0.0,0.0
8316,8316,23.182224736,3.39166666667,0.0,8075.34156938,23.182224736,23.5733817444,24.5,0.0,0.0
8317,8317,23.1811165214,3.48333333333,0.0,8075.34156938,23.1811165214,23.5763657265,24.5,0.0,0.0
8318,8318,23.180010476,3.575,0.0,8075.34156938,23.180010476,23.5765485594,24.5,0.0,0.0
8319,8319,23.1789092572,3.66666666667,0.0,8075.34156938,23.1789092572,23.5760594068,24.5,0.0,0.0
8320,8320,23.1778090617,3.75833333333,0.0,8075.34156938,23.1778090617,23.5755375203,24.5,0.0,0.0
8321,8321,23.1767132308,3.85,0.0,8075.34156938,23.1767132308,23.5750076844,24.5,0.0,0.0
8322,8322,23.1756235432,3.94166666667,0.0,8075.34156938,23.1756235432,23.5743876343,24.5,0.0,0.0
8323,8323,23.174539299,4.03333333333,0.0,8075.34156938,23.174539299,23.5739290446,24.5,0.0,0.0
8324,8324,23.1734597293,4.125,0.0,8075.34156938,23.1734597293,23.5733560993,24.5,0.0,0.0
8325,8325,23.1723844844,4.21666666667,0.0,8075.34156938,23.1723844844,23.5728136378,24.5,0.0,0.0
8326,8326,23.1713134973,4.30833333333,0.0,8075.34156938,23.1713134973,23.5721364621,24.5,0.0,0.0
8327,8327,23.1702467526,4.4,0.0,8075.34156938,23.1702467526,23.5715916469,24.5,0.0,0.0
8328,8328,23.1698453702,4.26666666667,0.0,8075.34156938,23.1698453702,23.5162973899,24.16,0.0,0.0
8329,8329,23.1690179066,4.13333333333,0.0,8075.34156938,23.1690179066,23.5123271881,24.16,0.0,0.0
8330,8330,23.1678074149,4.0,0.0,8075.34156938,23.1678074149,23.5112693365,24.16,0.0,0.0
8331,8331,23.1664931244,3.86666666667,0.0,8075.34156938,23.1664931244,23.5103992253,24.16,0.0,0.0
8332,8332,23.1652354087,3.73333333333,0.0,8075.34156938,23.1652354087,23.5096515023,24.16,0.0,0.0
8333,8333,23.1640642886,3.6,0.0,8075.34156938,23.1640642886,23.5089026586,24.16,0.0,0.0
8334,8334,23.1629533313,3.46666666667,0.0,8075.34156938,23.1629533313,23.5083711954,24.16,0.0,0.0
8335,8335,23.1618717536,3.33333333333,0.0,8075.34156938,23.1618717536,23.5077426148,24.16,0.0,0.0
8336,8336,23.1608012832,3.2,0.0,8075.34156938,23.1608012832,23.5073269754,24.16,0.0,0.0
8337,8337,23.1597345702,3.06666666667,0.0,8075.34156938,23.1597345702,23.5065709114,24.16,0.0,0.0
8338,8338,23.1586696209,2.93333333333,0.0,8075.34156938,23.1586696209,23.5059801777,24.16,0.0,0.0
8339,8339,23.1576059983,2.8,0.0,8075.34156938,23.1576059983,23.5053381838,24.16,0.0,0.0
8340,8340,23.1572060034,2.75,0.0,8075.34156938,23.1572060034,23.5789939023,23.67,0.0,0.0
8341,8341,23.1563799993,2.7,0.0,8075.34156938,23.1563799993,23.6700865848,23.67,0.0,0.0
8342,8342,23.1551687551,2.65,0.0,8075.34156938,23.1551687551,23.6697648249,23.67,0.0,0.0
8343,8343,23.1538513326,2.6,0.0,8075.34156938,23.1538513326,23.6698237805,23.67,0.0,0.0
8344,8344,23.1525900954,2.55,0.0,8075.34156938,23.1525900954,23.6698668819,23.67,0.0,0.0
8345,8345,23.1514198154,2.5,0.0,8075.34156938,23.1514198154,23.6701489468,23.67,0.0,0.0
8346,8346,23.1503172395,2.45,0.0,8075.34156938,23.1503172395,23.670448842,23.67,0.0,0.0
8347,8347,23.1492525775,2.4,0.0,8075.34156938,23.1492525775,23.670063564,23.67,0.0,0.0
