,Unnamed: 0,z0,z1,z2,z3,z4,tout,s,i,t1,t2,t3,sp0,sp1,sp2,sp3,sp4,sp,m,rh
7011,7011,23.5098814485,23.5103653696,23.5101826471,23.5101801689,23.5099068328,-1.33333333333,177.666666667,72525.2185516,23.5099458305,23.6600023212,23.5098096041,23.51,23.51,23.51,23.51,23.51,23.51,7.65292879666,6428.65302469
7012,7012,23.5098638827,23.5098319093,23.5085870689,23.5096009843,23.5099060927,-1.24166666667,190.833333333,72525.2185516,23.5097853795,23.6637101793,23.5097953912,23.51,23.51,23.51,23.51,23.51,23.51,7.68227204401,5884.00859946
7013,7013,23.5098505046,23.5099389308,23.5107009096,23.5107499472,23.5099026876,-1.15,204.0,72051.3035475,23.5099506896,23.6645645346,23.5097882642,23.51,23.51,23.51,23.51,23.51,23.51,7.71361410939,5619.80115864
7014,7014,23.5098410245,23.5099866152,23.5116766617,23.5109379614,23.5099031524,-1.05833333333,219.166666667,71740.9533386,23.5100071602,23.6645616791,23.509781856,23.51,23.51,23.51,23.51,23.51,23.51,7.73314860153,5216.07100195
7015,7015,23.5098331003,23.5092606549,23.5104328863,23.5098427599,23.5099026329,-0.966666666667,234.333333333,71740.9533386,23.509835931,23.664618375,23.5097755935,23.51,23.51,23.51,23.51,23.51,23.51,7.75712685573,4808.42117765
7016,7016,23.5098254069,23.5092995544,23.5116823562,23.509756842,23.5099000731,-0.875,249.5,71740.9533386,23.5098936844,23.6648556212,23.5097694678,23.51,23.51,23.51,23.51,23.51,23.51,7.78056877026,4441.57665503
7017,7017,23.5098178851,23.5098617972,23.5103060573,23.5098797694,23.5098961786,-0.783333333333,264.666666667,71740.9533386,23.5098570881,23.6651390346,23.509763456,23.51,23.51,23.51,23.51,23.51,23.51,7.8295576183,4070.52485465
7018,7018,23.5098104217,23.5098818562,23.5097398302,23.5110958819,23.5098912728,-0.691666666667,279.833333333,71740.9533386,23.5098820373,23.66538548,23.509757553,23.51,23.51,23.51,23.51,23.51,23.51,7.88131612308,3917.79117637
7019,7019,23.5098031879,23.5098713405,23.5112416196,23.5099226208,23.509886048,-0.6,295.0,71740.9533386,23.5098960945,23.6656218907,23.5097517509,23.51,23.51,23.51,23.51,23.51,23.51,7.93320248592,3732.47548833
7020,7020,23.6406654385,23.6418872454,23.6406962289,23.6441375375,23.6352895118,-0.55,310.166666667,71740.9533386,23.6403918636,23.6698238338,23.6475054594,23.65,23.65,23.65,23.65,23.65,23.65,6.51948984055,5889.14003315
7021,7021,23.6490274665,23.6492917004,23.6506063706,23.65076696,23.6481456136,-0.5,325.333333333,71740.9533386,23.6491202178,23.6907503277,23.6497509864,23.65,23.65,23.65,23.65,23.65,23.65,8.22239630761,3108.6992767
7022,7022,23.6497215457,23.6498023297,23.6514396029,23.6512772316,23.6496604261,-0.45,340.5,71740.9533386,23.6498969487,23.7136890194,23.6496972168,23.65,23.65,23.65,23.65,23.65,23.65,7.37795998959,4149.60673407
7023,7023,23.6497773536,23.6498355978,23.6499325266,23.6498704893,23.6498481402,-0.4,355.666666667,71740.9533386,23.6498023666,23.7275481238,23.649759151,23.65,23.65,23.65,23.65,23.65,23.65,7.6502496215,3715.22386838
7024,7024,23.6497713329,23.6498258321,23.6500087492,23.6509515816,23.6498618154,-0.35,370.833333333,71430.6031297,23.6498563457,23.7324172448,23.649741362,23.65,23.65,23.65,23.65,23.65,23.65,7.68303692125,3624.27611265
7025,7025,23.6497652031,23.649817766,23.6504425104,23.6502834608,23.6498602468,-0.3,386.0,70956.6881257,23.6498407466,23.7324453295,23.6497355355,23.65,23.65,23.65,23.65,23.65,23.65,7.73560126328,3546.8229185
7026,7026,23.6497590675,23.6498128592,23.6500622838,23.650083518,23.6498559136,-0.25,389.5,70956.6881257,23.6498056622,23.7308706023,23.6497306034,23.65,23.65,23.65,23.65,23.65,23.65,7.77408925946,3505.69049742
7027,7027,23.6497533876,23.6498093676,23.6502429487,23.6495954637,23.6498515129,-0.2,393.0,70956.6881257,23.6497864988,23.72903867,23.6497257146,23.65,23.65,23.65,23.65,23.65,23.65,7.80982872442,3474.91079492
7028,7028,23.6497479003,23.649806487,23.6506185886,23.6500233656,23.6498471325,-0.15,396.5,70956.6881257,23.6498222635,23.7272011899,23.6497209226,23.65,23.65,23.65,23.65,23.65,23.65,7.84481941916,3458.5806989
7029,7029,23.6497425585,23.6498040966,23.6503797119,23.6499692619,23.6498427085,-0.1,400.0,70956.6881257,23.6498027828,23.7253184411,23.6497162066,23.65,23.65,23.65,23.65,23.65,23.65,7.87750091318,3427.09866326
7030,7030,23.6497373609,23.6498016746,23.6489692455,23.6504652748,23.6498383927,-0.05,403.5,70956.6881257,23.6497497295,23.723356292,23.6497115645,23.65,23.65,23.65,23.65,23.65,23.65,7.90991279208,3410.27072046
7031,7031,23.6497323412,23.6497992853,23.6506914882,23.6502418102,23.649834248,0.0,407.0,70956.6881257,23.6498233079,23.7213355589,23.6497070192,23.65,23.65,23.65,23.65,23.65,23.65,7.94162788168,3404.31029049
7032,7032,23.3458337831,23.3435302141,23.3393513235,23.3374908553,23.3469038911,0.0916666666667,410.5,70956.6881257,23.3449113884,23.7053148177,23.3372998018,23.33,23.33,23.33,23.33,23.33,23.33,9.5556695952,1597.54955675
7033,7033,23.3298874858,23.3299717546,23.3309824848,23.3305833862,23.3301729178,0.183333333333,414.0,70956.6881257,23.3300161659,23.6489059424,23.3298381,23.33,23.33,23.33,23.33,23.33,23.33,8.03370692613,3710.92336869
7034,7034,23.3297544251,23.3298421254,23.3314192916,23.330429547,23.3299243761,0.275,417.5,70956.6881257,23.3298770812,23.5855016312,23.3297933762,23.33,23.33,23.33,23.33,23.33,23.33,9.76898024104,1212.06064854
7035,7035,23.3297000555,23.3297721907,23.3314736053,23.3306793811,23.3298057393,0.366666666667,421.0,70956.6881257,23.3298379026,23.5484640115,23.3296179235,23.33,23.33,23.33,23.33,23.33,23.33,9.21254848969,1899.58446238
7036,7036,23.329708713,23.3297824646,23.3308234729,23.3309904314,23.3298089051,0.458333333333,424.5,70956.6881257,23.3298291433,23.5350688835,23.3296444978,23.33,23.33,23.33,23.33,23.33,23.33,9.26561508284,1856.85004037
7037,7037,23.3297093298,23.3297866924,23.3291764857,23.3296262126,23.329811698,0.55,428.0,70956.6881257,23.3297020579,23.5326039237,23.329644621,23.33,23.33,23.33,23.33,23.33,23.33,9.27860107885,1829.48582099
7038,7038,23.3297088631,23.3297938304,23.3296716602,23.3306999122,23.3298140656,0.641666666667,408.5,70956.6881257,23.3297686274,23.5327919209,23.3296426183,23.33,23.33,23.33,23.33,23.33,23.33,9.26745125265,1943.80668894
7039,7039,23.3297076555,23.329800338,23.3311661352,23.3308360871,23.3298145971,0.733333333333,389.0,70956.6881257,23.3298399234,23.5330529145,23.3296407061,23.33,23.33,23.33,23.33,23.33,23.33,9.25102095445,2017.42019255
7040,7040,23.3297052603,23.3298086288,23.3310532986,23.3304588547,23.3298126118,0.825,369.5,70956.6881257,23.3298185742,23.533487717,23.3296387291,23.33,23.33,23.33,23.33,23.33,23.33,9.20317642038,2170.89081286
7041,7041,23.3297040078,23.3298132105,23.3313346287,23.3300752598,23.329811863,0.916666666667,350.0,70956.6881257,23.3298146793,23.5343048586,23.3296367386,23.33,23.33,23.33,23.33,23.33,23.33,9.17572471496,2270.52047169
7042,7042,23.3297025354,23.3298155408,23.3307017082,23.3309264546,23.329810768,1.00833333333,330.5,70956.6881257,23.3298210363,23.5354752541,23.329634756,23.33,23.33,23.33,23.33,23.33,23.33,9.14993628812,2351.50065211
7043,7043,23.329701132,23.3298170986,23.3296292874,23.32971932,23.329809648,1.1,311.0,70956.6881257,23.3297218187,23.5368807321,23.3296327906,23.33,23.33,23.33,23.33,23.33,23.33,9.1214447267,2401.83104485
7044,7044,23.7678499911,23.7628269777,23.7606152212,23.7643326087,23.7555586185,1.1,291.5,70956.6881257,23.7655496898,23.5801180271,23.7012201874,23.77,23.77,23.77,23.77,23.77,23.77,8.65195234497,13580.819783
7045,7045,23.7700802243,23.7696349561,23.7717850935,23.7700263873,23.76931687,1.1,272.0,70956.6881257,23.7700403147,23.6708734122,23.7696719704,23.77,23.77,23.77,23.77,23.77,23.77,9.071913152,2007.70834695
7046,7046,23.7697107729,23.7698059192,23.7705001405,23.7710154759,23.7696680332,1.1,252.5,70956.6881257,23.7698360877,23.7469763015,23.7695662314,23.77,23.77,23.77,23.77,23.77,23.77,6.67309201557,5467.30854218
7047,7047,23.7697486113,23.769879952,23.7713472886,23.7705370749,23.769861793,1.1,233.0,70956.6881257,23.76989884,23.7899832124,23.7697089752,23.77,23.77,23.77,23.77,23.77,23.77,7.43892165275,4482.3622272
7048,7048,23.7697170985,23.7698669478,23.7698613402,23.7695488592,23.7698400409,1.1,213.5,70956.6881257,23.7697402816,23.8098453664,23.7697009973,23.77,23.77,23.77,23.77,23.77,23.77,7.3465556208,4533.05881415
7049,7049,23.7697054614,23.7700841779,23.770112285,23.7711266983,23.7698273255,1.1,194.0,70956.6881257,23.7698403962,23.8199025346,23.7696868654,23.77,23.77,23.77,23.77,23.77,23.77,7.34621012409,4681.84498521
7050,7050,23.7696962562,23.7704243128,23.7691510064,23.7703511841,23.76981677,1.1,190.416666667,70956.6881257,23.7697617334,23.8274383514,23.7696828284,23.77,23.77,23.77,23.77,23.77,23.77,7.35880995794,4737.02102135
7051,7051,23.769690181,23.7697595423,23.7692037533,23.7704418615,23.7698117691,1.1,186.833333333,70956.6881257,23.7697201972,23.8345953012,23.7696791197,23.77,23.77,23.77,23.77,23.77,23.77,7.36990135006,4812.57716711
7052,7052,23.769686473,23.769775619,23.771614947,23.7712226937,23.7698108397,1.1,183.25,70956.6881257,23.7698918097,23.841463461,23.7696755514,23.77,23.77,23.77,23.77,23.77,23.77,7.37985162891,4881.6886679
7053,7053,23.7696838221,23.7693017829,23.7707622638,23.7700493501,23.7698111372,1.1,179.666666667,70956.6881257,23.769750841,23.8479450324,23.7696720892,23.77,23.77,23.77,23.77,23.77,23.77,7.38818973924,4783.95651456
7054,7054,23.7696814326,23.7706075617,23.7722870182,23.7704367425,23.7698111458,1.1,176.083333333,70956.6881257,23.7699393505,23.8538852311,23.7696687042,23.77,23.77,23.77,23.77,23.77,23.77,7.39694845655,4885.26796283
7055,7055,23.7696790105,23.7699749284,23.7699489767,23.7702699886,23.769810349,1.1,172.5,70956.6881257,23.7697583008,23.8594554017,23.7696653995,23.77,23.77,23.77,23.77,23.77,23.77,7.40542625473,4861.29926998
7056,7056,23.570209011,23.5643202571,23.5660213428,23.5608895452,23.5801762622,1.1,168.916666667,57860.3676762,23.5702864289,23.8603887229,23.5587751214,23.55,23.55,23.55,23.55,23.55,23.55,8.99450986137,2296.86583303
7057,7057,23.5510121146,23.5509069833,23.5533843591,23.5506569016,23.5532019282,1.1,165.333333333,57860.3676762,23.5513851146,23.8342599294,23.5503114574,23.55,23.55,23.55,23.55,23.55,23.55,6.67812876788,7155.86803559
7058,7058,23.5498404995,23.5497032083,23.551880387,23.5497212869,23.5503313344,1.1,161.75,57860.3676762,23.5499875286,23.7959136803,23.5497957207,23.55,23.55,23.55,23.55,23.55,23.55,7.77932718235,4466.55890831
7059,7059,23.5497176025,23.5499031939,23.5499270837,23.5503103003,23.5499098333,1.1,158.166666667,57860.3676762,23.5497925929,23.7686698311,23.5496783668,23.55,23.55,23.55,23.55,23.55,23.55,7.51929748442,5240.20731509
7060,7060,23.5497191103,23.5498056425,23.5513206774,23.5510669821,23.5498717619,1.1,154.583333333,57860.3676762,23.5498969827,23.7558313438,23.5497020746,23.55,23.55,23.55,23.55,23.55,23.55,7.51222786667,5361.43310151
7061,7061,23.5497187996,23.5502992667,23.5500704127,23.5506654443,23.5498634361,1.1,151.0,57860.3676762,23.5498398979,23.751493439,23.5497040357,23.55,23.55,23.55,23.55,23.55,23.55,7.5075028791,5446.04190855
7062,7062,23.5497177605,23.5501936345,23.5492753904,23.5510312106,23.54985827,1.1,152.333333333,57860.3676762,23.5498071555,23.7500783493,23.5497040933,23.55,23.55,23.55,23.55,23.55,23.55,7.50464796724,5500.9071917
7063,7063,23.5497168307,23.5500251591,23.5515108843,23.5497914886,23.5498548124,1.1,153.666666667,57860.3676762,23.5498534782,23.7490912017,23.5497040993,23.55,23.55,23.55,23.55,23.55,23.55,7.50375759357,5416.32451147
7064,7064,23.5497161576,23.5500794138,23.5499430927,23.5499573291,23.5498528359,1.1,155.0,57860.3676762,23.5497796643,23.7480820796,23.5497040349,23.55,23.55,23.55,23.55,23.55,23.55,7.50474859461,5422.64642908
7065,7065,23.5497156467,23.5506987877,23.5494105026,23.551092537,23.5498515913,1.1,156.333333333,57860.3676762,23.5498482972,23.7471824571,23.5501044355,23.55,23.55,23.55,23.55,23.55,23.55,7.5047935439,5451.95226669
7066,7066,23.5497152304,23.5501852052,23.5494261638,23.5505943142,23.549850818,1.1,157.666666667,57860.3676762,23.549789972,23.7464979397,23.5497144837,23.55,23.55,23.55,23.55,23.55,23.55,7.50600707329,5426.16875466
7067,7067,23.5497147616,23.5503950316,23.5491053149,23.549768167,23.5498501959,1.1,159.0,57860.3676762,23.5497439218,23.7459679936,23.5497035313,23.55,23.55,23.55,23.55,23.55,23.55,7.50886850477,5436.00249112
7068,7068,23.5314333308,23.530997238,23.5320749762,23.5304888971,23.5325233117,1.15,160.333333333,70956.6881257,23.5315141897,23.7424288914,23.5304070053,23.53,23.53,23.53,23.53,23.53,23.53,8.34476931544,3530.83795473
7069,7069,23.529814919,23.5302815473,23.5306860867,23.5305085577,23.5301557922,1.2,161.666666667,70956.6881257,23.5299572506,23.7369386591,23.5296324562,23.53,23.53,23.53,23.53,23.53,23.53,8.08231632743,3998.05370841
7070,7070,23.5296781859,23.5294736965,23.5316823093,23.5308769193,23.5298504449,1.25,163.0,70956.6881257,23.529840029,23.7322167465,23.5296277374,23.53,23.53,23.53,23.53,23.53,23.53,8.20329619961,3671.0604409
7071,7071,23.5296554986,23.5296812734,23.5319765837,23.5303111518,23.5297937738,1.3,164.333333333,70956.6881257,23.5298182442,23.7298724106,23.5303929,23.53,23.53,23.53,23.53,23.53,23.53,8.18419304025,3685.51471077
7072,7072,23.5296515314,23.5297999199,23.5294403008,23.5295848708,23.5297863075,1.35,165.666666667,70956.6881257,23.5296616945,23.7293756845,23.5296399623,23.53,23.53,23.53,23.53,23.53,23.53,8.19339507804,3632.32490148
7073,7073,23.5296504236,23.5298008071,23.5317373725,23.5302183062,23.5297875131,1.4,167.0,70956.6881257,23.5298045575,23.7297056987,23.5296116274,23.53,23.53,23.53,23.53,23.53,23.53,8.20421961104,3644.15273145
7074,7074,23.5296497584,23.5297982942,23.5310597625,23.5297029356,23.5297899351,1.45,161.666666667,70956.6881257,23.5297465669,23.7303617373,23.5303891973,23.53,23.53,23.53,23.53,23.53,23.53,8.2041205684,3614.01659853
7075,7075,23.5296493752,23.5305000206,23.53077454,23.5296836099,23.5297920329,1.5,156.333333333,70956.6881257,23.5297732717,23.7311357071,23.5296346666,23.53,23.53,23.53,23.53,23.53,23.53,8.20515364496,3680.25499139
7076,7076,23.5296487136,23.5300762439,23.5294031385,23.5308746089,23.529793023,1.55,151.0,70956.6881257,23.5297347972,23.7319804019,23.529606283,23.53,23.53,23.53,23.53,23.53,23.53,8.20883312611,3723.89277066
7077,7077,23.5296477863,23.5303380685,23.5297012589,23.5307171521,23.5297929872,1.6,145.666666667,70956.6881257,23.529757145,23.7328805997,23.5296051708,23.53,23.53,23.53,23.53,23.53,23.53,8.21112872507,3793.58357202
7078,7078,23.5296468871,23.5304155634,23.5306006859,23.5303150281,23.5297926018,1.65,140.333333333,70956.6881257,23.5297869498,23.7338371337,23.5296029431,23.53,23.53,23.53,23.53,23.53,23.53,8.21230928618,3857.68695866
7079,7079,23.5296460488,23.5295468988,23.5309571653,23.529994699,23.5297922606,1.7,135.0,71430.6031297,23.5297372689,23.7348317008,23.5296013935,23.53,23.53,23.53,23.53,23.53,23.53,8.21468310592,3829.55876639
7080,7080,23.7365735521,23.7387591868,23.7338334921,23.7405086531,23.7263093578,1.7,129.666666667,71430.6031297,23.7356172966,23.7457112817,23.7457725802,23.75,23.75,23.75,23.75,23.75,23.75,6.12504909586,9017.89792172
7081,7081,23.7485467026,23.7493524491,23.7476213761,23.7490940173,23.7468743796,1.7,124.333333333,71430.6031297,23.7483978992,23.7841395384,23.7496067412,23.75,23.75,23.75,23.75,23.75,23.75,8.44314417976,3257.46035067
7082,7082,23.7495442206,23.7493523683,23.7512083158,23.7507248758,23.7493900271,1.7,119.0,71740.9533386,23.7496706455,23.8257414487,23.7495203716,23.75,23.75,23.75,23.75,23.75,23.75,7.21272786536,6248.36586405
7083,7083,23.7496620607,23.7493353416,23.7523315544,23.7509941861,23.7497646656,1.7,113.666666667,71740.9533386,23.749863966,23.8532529627,23.7496624632,23.75,23.75,23.75,23.75,23.75,23.75,7.5166377515,5590.27696554
7084,7084,23.7496606236,23.7510226496,23.7500455945,23.7509905508,23.7497887005,1.7,108.333333333,71740.9533386,23.7498514131,23.8668970278,23.7496331317,23.75,23.75,23.75,23.75,23.75,23.75,7.51389600196,5664.17761972
7085,7085,23.7496614534,23.7505257352,23.7490931722,23.7496125966,23.7497886858,1.7,103.0,71740.9533386,23.7496980928,23.8730292846,23.749628571,23.75,23.75,23.75,23.75,23.75,23.75,7.5228960191,5701.84297281
7086,7086,23.7496616327,23.7510019525,23.7493157432,23.7500843585,23.7497851899,1.7,101.416666667,71740.9533386,23.7497646599,23.8766432735,23.7496259889,23.75,23.75,23.75,23.75,23.75,23.75,7.53044437449,5754.54391957
7087,7087,23.7496614871,23.75024208,23.7497162696,23.7498122743,23.7497819844,1.7,99.8333333333,71740.9533386,23.7497226384,23.8798478971,23.7496233636,23.75,23.75,23.75,23.75,23.75,23.75,7.53851674848,5738.26595979
7088,7088,23.7496611353,23.7493901155,23.7497545626,23.7511665247,23.7497793084,1.7,98.25,71740.9533386,23.7497372029,23.882974195,23.749620863,23.75,23.75,23.75,23.75,23.75,23.75,7.54573930787,5772.66676921
7089,7089,23.7496607421,23.7493227279,23.7493738282,23.7512632295,23.7497771686,1.7,96.6666666667,71740.9533386,23.7497166075,23.8859011541,23.7496184344,23.75,23.75,23.75,23.75,23.75,23.75,7.5521038177,5774.45683384
7090,7090,23.7496603275,23.7500814769,23.7523253596,23.7506967663,23.7497755494,1.7,95.0833333333,71740.9533386,23.7498956307,23.888566859,23.7496160696,23.75,23.75,23.75,23.75,23.75,23.75,7.55941454866,5811.83153496
7091,7091,23.7496598682,23.7503430388,23.7522353917,23.7502810797,23.7497740921,1.7,93.5,71740.9533386,23.7498861088,23.891060775,23.7496137631,23.75,23.75,23.75,23.75,23.75,23.75,7.56527608807,5801.44178346
7092,7092,23.2879977418,23.2845986921,23.2818323818,23.2827394299,23.2939057179,1.74166666667,91.9166666667,71740.9533386,23.2876673553,23.868602905,23.3159509555,23.27,23.27,23.27,23.27,23.27,23.27,8.78846506943,3171.48910605
7093,7093,23.2698769372,23.2699075551,23.2707390634,23.2708963746,23.2702930373,1.78333333333,90.3333333333,71740.9533386,23.2700262531,23.7887430319,23.2698103635,23.27,23.27,23.27,23.27,23.27,23.27,7.49276983277,6706.44495699
7094,7094,23.2697169075,23.2698195653,23.2715775235,23.2698666308,23.2699631633,1.825,88.75,71740.9533386,23.2698298509,23.6879960837,23.2697225165,23.27,23.27,23.27,23.27,23.27,23.27,10.1002513667,1921.26460275
7095,7095,23.269596859,23.2697596616,23.2706117826,23.2700593866,23.2697140856,1.86666666667,87.1666666667,71740.9533386,23.2696830974,23.6275219913,23.2702421406,23.27,23.27,23.27,23.27,23.27,23.27,9.10919292832,2678.30359859
7096,7096,23.2696336094,23.2697788416,23.2712623977,23.2697494758,23.2697404995,1.90833333333,85.5833333333,71740.9533386,23.2697301845,23.6047228171,23.2695388219,23.27,23.27,23.27,23.27,23.27,23.27,9.16592854968,2663.78717361
7097,7097,23.2696472213,23.2697790973,23.2715881516,23.2705863693,23.2697561882,1.95,84.0,72525.2185516,23.269791606,23.5994467105,23.270281042,23.27,23.27,23.27,23.27,23.27,23.27,9.14430936089,2564.28617346
7098,7098,23.2696577329,23.2697800617,23.2705533749,23.269912582,23.2697696686,1.99166666667,79.9166666667,72525.2185516,23.2697268595,23.5980531723,23.2695540882,23.27,23.27,23.27,23.27,23.27,23.27,9.12843164131,2553.15351805
7099,7099,23.2696643538,23.2697753823,23.2706544498,23.2700061763,23.269774679,2.03333333333,75.8333333333,73309.4841314,23.2697406176,23.596059157,23.2695258858,23.27,23.27,23.27,23.27,23.27,23.27,9.13533383879,2608.77658996
7100,7100,23.2696667998,23.2697736962,23.2706379789,23.2706468932,23.2697745075,2.075,71.75,73309.4841314,23.2697683897,23.5937176574,23.2695288665,23.27,23.27,23.27,23.27,23.27,23.27,9.12381448039,2641.94885585
7101,7101,23.2696689115,23.2697735106,23.269657967,23.2699997549,23.2697745547,2.11666666667,67.6666666667,73309.4841314,23.2696991679,23.591821387,23.269530838,23.27,23.27,23.27,23.27,23.27,23.27,9.1111102483,2664.02716409
7102,7102,23.2696712359,23.2695095207,23.2697193465,23.2700854533,23.2697757637,2.15833333333,63.5833333333,73309.4841314,23.2696931256,23.5905016336,23.2695333015,23.27,23.27,23.27,23.27,23.27,23.27,9.09946200815,2718.72709653
7103,7103,23.2696738872,23.2704916871,23.2714806791,23.2705624033,23.2697780912,2.2,59.5,73309.4841314,23.2698470441,23.589514463,23.2695356156,23.27,23.27,23.27,23.27,23.27,23.27,9.09425868656,2814.56755047
7104,7104,23.3244662088,23.3273677683,23.326922645,23.3284013876,23.3219227713,2.25,55.4166666667,73783.3995024,23.3246569711,23.5924919863,23.32742777,23.33,23.33,23.33,23.33,23.33,23.33,8.47296829118,4198.5538634
7105,7105,23.3292133214,23.3296562153,23.3294708508,23.3299240054,23.3287485982,2.3,51.3333333333,74093.7497113,23.3292294416,23.6012119211,23.3295157012,23.33,23.33,23.33,23.33,23.33,23.33,9.16529390395,2705.44114988
7106,7106,23.3296473066,23.329865395,23.3296398067,23.3301033795,23.329654825,2.35,47.25,74093.7497113,23.3296796009,23.6112500785,23.3295371294,23.33,23.33,23.33,23.33,23.33,23.33,8.80822958044,3570.71450176
7107,7107,23.3296999017,23.329601073,23.3317159453,23.3305675637,23.3298004189,2.4,43.1666666667,74093.7497113,23.329834555,23.6169087629,23.3295776429,23.33,23.33,23.33,23.33,23.33,23.33,8.89094874178,3454.12405418
7108,7108,23.3297047055,23.329934273,23.3290881853,23.3305500663,23.3298221975,2.45,39.0833333333,74878.0149243,23.3297376962,23.6184185102,23.3295773519,23.33,23.33,23.33,23.33,23.33,23.33,8.88557968787,3363.68280666
7109,7109,23.32970877,23.3299923404,23.3318323874,23.330078821,23.3298314108,2.5,35.0,74878.0149243,23.329850436,23.6178239951,23.3295818834,23.33,23.33,23.33,23.33,23.33,23.33,8.88401646399,3439.46123407
7110,7110,23.3297132745,23.3299319602,23.3313467229,23.3306941878,23.3298383167,2.55,32.3333333333,75351.9302953,23.3298553511,23.6166238635,23.3295869082,23.33,23.33,23.33,23.33,23.33,23.33,8.88229279318,3372.6217851
7111,7111,23.3297179347,23.3309928554,23.3310904721,23.3304626461,23.3298443397,2.6,29.6666666667,75351.9302953,23.3298962616,23.6153366982,23.32959185,23.33,23.33,23.33,23.33,23.33,23.33,8.88205941635,3405.21511396
7112,7112,23.3297226719,23.3307849548,23.3298485285,23.3308086225,23.3298486139,2.65,27.0,75662.2805042,23.3298466969,23.6139611499,23.3295967173,23.33,23.33,23.33,23.33,23.33,23.33,8.89191649295,3425.18145519
7113,7113,23.3297267571,23.3306147279,23.3305666541,23.3300323525,23.3298527367,2.7,24.3333333333,75662.2805042,23.3298404633,23.6125064058,23.3296015056,23.33,23.33,23.33,23.33,23.33,23.33,8.89204651069,3468.60851173
7114,7114,23.329730853,23.330090571,23.3303219608,23.3297883128,23.329857185,2.75,21.6666666667,75662.2805042,23.3297934863,23.611005113,23.3296062182,23.33,23.33,23.33,23.33,23.33,23.33,8.89250293397,3499.38801981
7115,7115,23.3297348466,23.3293402457,23.3314534835,23.330805883,23.3298615143,2.8,19.0,75662.2805042,23.3298510204,23.6094653135,23.329610852,23.33,23.33,23.33,23.33,23.33,23.33,8.89340596514,3636.84816948
7116,7116,23.2654053428,23.2640275417,23.2659063808,23.2628782908,23.2686433035,2.8,16.3333333333,36846.2865795,23.2655775686,23.6152746059,23.2616373902,23.26,23.26,23.26,23.26,23.26,23.26,7.93993313771,5755.98197417
7117,7117,23.2601931002,23.2616090856,23.2613126945,23.2603274299,23.2609152023,2.8,13.6666666667,36846.2865795,23.2604421444,23.6183179977,23.2601579361,23.26,23.26,23.26,23.26,23.26,23.26,7.18114181355,7664.68169163
7118,7118,23.2598518375,23.2612150037,23.259950321,23.259664097,23.2600587589,2.8,0.0,36846.2865795,23.2599591863,23.6161680297,23.2598178658,23.26,23.26,23.26,23.26,23.26,23.26,7.51966268369,6965.95105181
