,Unnamed: 0,z0,z1,z2,z3,z4,z5,z6,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp6,sp,m,rh
239,239,21.3285508884,23.1872941242,21.0296144364,21.6750075873,23.475622614,22.5118692047,23.8599247483,1.1,0.0,106732.800613,23.4142644023,22.3647014349,19.86,19.86,19.86,19.86,19.86,19.86,19.86,19.86,8.21802950469,0.0
240,240,21.3382622661,23.2168158651,21.0477966252,21.6937957979,23.4977947989,22.5221838162,24.1852840987,0.958333333333,0.0,114974.281102,23.5785651937,22.3854002701,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.3123397679,0.0
241,241,21.354868254,23.2616135842,21.0695926815,21.7248498601,23.5315381913,22.535257442,24.2723343541,0.816666666667,0.0,114974.281102,23.6393116873,22.4179905906,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.38207468553,0.0
242,242,21.3734563136,23.3040426077,21.0799012848,21.7580014396,23.5619755334,22.5399615068,24.2902821707,0.675,0.0,114974.281102,23.657833207,22.4504635221,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.3444228106,0.0
243,243,21.3919527854,23.3406888229,21.0876607468,21.78873324,23.5889478784,22.5481426131,24.2996956023,0.533333333333,0.0,114974.281102,23.6778939934,22.4783123413,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.39360973869,0.0
244,244,21.407988891,23.3680969639,21.0892200166,21.8140763636,23.6082270968,22.5512336694,24.3044704062,0.391666666667,0.0,114974.281102,23.6883352456,22.499178095,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.39338969523,0.0
245,245,21.4220394989,23.3897325079,21.0879629206,21.8353310407,23.6225283221,22.5514436109,24.3069944318,0.25,0.0,114974.281102,23.6966886904,22.5149107415,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.41116561844,0.0
246,246,21.4348885674,23.4085435448,21.0855918219,21.8541064122,23.6342032574,22.5503576864,24.3083169817,0.108333333333,0.0,114974.281102,23.7028501917,22.5275358718,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.42330665027,0.0
247,247,21.4470756518,23.4260260641,21.0825919703,21.8714501783,23.6445269387,22.5486551402,24.3090055412,-0.0333333333333,0.0,114974.281102,23.7080230071,22.5383923005,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.43454900882,0.0
248,248,21.4585418986,23.4418133629,21.0775029472,21.8874671829,23.6529502588,22.5444827114,24.3093535832,-0.175,0.0,114974.281102,23.7113752405,22.5477846135,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.43750089023,0.0
249,249,21.4691712843,23.4555044838,21.0696610446,21.9021019667,23.659026644,22.5370327001,24.3095280037,-0.316666666667,0.0,114974.281102,23.7130801595,22.5557789348,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.43727196664,0.0
250,250,21.4790645812,23.4674255435,21.0598707477,21.9155433546,23.663194641,22.5274311371,24.3096160904,-0.458333333333,0.0,114974.281102,23.7137336817,22.5626360747,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.4372616911,0.0
251,251,21.4884162424,23.4781705762,21.0456977595,21.9280900234,23.6653807469,22.5135325308,24.3096583599,-0.6,0.0,114974.281102,23.7130353057,22.5687026302,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,8.43747421778,0.0
252,252,21.4806785649,23.4827491837,21.0482503473,21.9062069569,23.7210973639,22.6900979758,23.9935186064,-0.641666666667,0.0,112807.513982,23.5865430673,22.5629752568,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,8.05216517729,0.0
253,253,21.4706719834,23.4865934555,21.0422533517,21.8752642849,23.7893806281,22.8741048212,23.9106128923,-0.683333333333,0.0,112807.513982,23.5927076666,22.553877857,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.96444455667,0.0
254,254,21.4647630739,23.4910751494,21.0279395877,21.8510354633,23.8410425522,22.9766912439,23.895236946,-0.725,0.0,112807.513982,23.6175770813,22.5471169154,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.99009698335,0.0
255,255,21.4624101858,23.4936914082,21.0080204706,21.8358739264,23.8679047256,23.0012840924,23.8875742617,-0.766666666667,0.0,112807.513982,23.6254029577,22.5431049234,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.96200282307,0.0
256,256,21.4623368429,23.4956734214,20.9892701175,21.827707555,23.87845803,22.9946046713,23.8838706062,-0.808333333333,0.0,112807.513982,23.626076411,22.5416461311,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.95573823056,0.0
257,257,21.4632750055,23.4976128955,20.9729984165,21.8234671534,23.8791019848,22.9863432991,23.8820282088,-0.85,0.0,112807.513982,23.6242441475,22.5418529474,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.96309794627,0.0
258,258,21.464504122,23.4995197617,20.9579391149,21.8210730518,23.8791312758,22.983432567,23.8810706223,-0.891666666667,0.0,112807.513982,23.6223579269,22.54293087,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.9421364866,0.0
259,259,21.4658400583,23.5014935195,20.9433786161,21.8196661848,23.8791182595,22.9832576699,23.8805783999,-0.933333333333,0.0,112807.513982,23.6217442685,22.5445226107,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.94384443932,0.0
260,260,21.4672343935,23.5034559491,20.9288996541,21.8189094824,23.8791034362,22.982329573,23.8803142804,-0.975,0.0,112807.513982,23.6209345451,22.5464376997,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.93880869972,0.0
261,261,21.4686814759,23.5053720472,20.9144970671,21.81867188,23.8790893542,22.9796380503,23.8801698685,-1.01666666667,0.0,112807.513982,23.6200138515,22.5485978542,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.93486992832,0.0
262,262,21.4701655639,23.5072292133,20.9002515483,21.8188569302,23.8790760261,22.9756936863,23.8800865351,-1.05833333333,0.0,112807.513982,23.6190006442,22.5509549958,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.93150121756,0.0
263,263,21.4716633406,23.509025011,20.8861993038,21.8193716877,23.87906343,22.9711890773,23.8800346014,-1.1,0.0,112807.513982,23.6179705738,22.5534678653,19.88,19.88,19.88,19.88,19.88,19.88,19.88,19.88,7.92891667261,0.0
264,264,21.4667128181,23.4858489514,20.8495143747,21.8054533792,23.86278463,22.9533044594,23.9391406598,-1.19166666667,0.0,104566.033492,23.616241694,22.536941722,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.50905960706,0.0
265,265,21.4588135408,23.4531637184,20.8059251744,21.7849088629,23.8390313437,22.9305651805,23.9665479041,-1.28333333333,0.0,104566.033492,23.6108773884,22.5119612039,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.47723346814,0.0
266,266,21.4525363232,23.4284998566,20.7730914315,21.7675401318,23.820886018,22.9164779114,23.9792520124,-1.375,0.0,104566.033492,23.6044070454,22.4908022856,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.46604537568,0.0
267,267,21.4484756485,23.4137916669,20.7492114803,21.7555063953,23.8092846023,22.9071479783,23.9850138948,-1.46666666667,0.0,104566.033492,23.5987007841,22.4765978038,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.44973532631,0.0
268,268,21.4460344019,23.4056759576,20.7297443225,21.7477315642,23.8021625075,22.8992296376,23.9876477007,-1.55833333333,0.0,104566.033492,23.5945048856,22.4682286465,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.44184732634,0.0
269,269,21.4444157484,23.4004236453,20.7113657819,21.7424378143,23.7971260425,22.8909101714,23.9888443567,-1.65,0.0,104566.033492,23.59071291,22.4635023925,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.43492755433,0.0
270,270,21.4431300647,23.3960092867,20.6929685723,21.7384130185,23.7928266843,22.8819690512,23.9893837922,-1.74166666667,0.0,104566.033492,23.5869811092,22.4607772715,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.42926222285,0.0
271,271,21.441994464,23.3918440716,20.6746487383,21.7351050938,23.7888421703,22.8728210167,23.9896227944,-1.83333333333,0.0,104566.033492,23.5833064241,22.4591826345,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.42467780897,0.0
272,272,21.4409821373,23.3879543367,20.6567105471,21.7323320197,23.7851645169,22.8638233678,23.9897255193,-1.925,0.0,104566.033492,23.5797959466,22.4583355468,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.42101709633,0.0
273,273,21.440097468,23.3844265385,20.6392463944,21.7300260603,23.7818204467,22.8550368195,23.9897667632,-2.01666666667,0.0,104566.033492,23.5764833905,22.4580450299,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.41793234995,0.0
274,274,21.4393343153,23.3812496256,20.6221663484,21.7281265409,23.7787689441,22.8463749763,23.9897794318,-2.10833333333,0.0,104566.033492,23.5733438755,22.4581835755,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.41529827644,0.0
275,275,21.4386807571,23.3783652701,20.605365718,21.7265726821,23.7759478085,22.8376635803,23.9897798156,-2.2,0.0,104566.033492,23.5703300952,22.4586524696,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,7.41308832458,0.0
276,276,21.4257716015,23.3293677348,20.5531591039,21.6977686188,23.7360987823,22.8087071979,24.2567461108,-2.25,0.0,88083.0725133,23.5760336663,22.4231351034,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.58915159752,0.0
277,277,21.4062557756,23.2608368735,20.4815519334,21.6542641073,23.6791917491,22.7698469858,24.3011124308,-2.3,0.0,88083.0725133,23.5531259057,22.3705060404,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.58661480008,0.0
278,278,21.3870679094,23.2007474432,20.4161757845,21.6127094165,23.6277543174,22.7331705754,24.3065587861,-2.35,0.0,88083.0725133,23.513719599,22.3213251583,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.5220977052,0.0
279,279,21.3723055226,23.1616003481,20.3721322137,21.5816018041,23.5941386481,22.7115443881,24.3086522613,-2.4,0.0,88083.0725133,23.4921635644,22.2851277432,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.51910959922,0.0
280,280,21.3607163609,23.1363227132,20.3394606628,21.5589312369,23.5722378815,22.6949665317,24.3093096668,-2.45,0.0,88083.0725133,23.4751728287,22.2598191118,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.50040283471,0.0
281,281,21.3509191541,23.1177317581,20.3135166301,21.5414167794,23.5563884587,22.6794443005,24.3095693074,-2.5,0.0,88083.0725133,23.462443959,22.2415122648,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.48944955141,6.64306329883
282,282,21.3419205741,23.1014598585,20.3103763023,21.5265607499,23.5429642342,22.6636022786,24.3096618617,-2.55,0.0,88083.0725133,23.4517394804,22.2277849948,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.47897283303,67.0751397761
283,283,21.3332842413,23.0859873531,20.3113852666,21.5131321118,23.5305678376,22.6476633662,24.3096908682,-2.6,0.0,88083.0725133,23.4418395353,22.2172212791,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.46990218641,72.8408614768
284,284,21.3249068546,23.0711875751,20.3116313485,21.5006946212,23.5189580317,22.6321440605,24.309695769,-2.65,0.0,88083.0725133,23.4325071477,22.2089845991,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.46207650047,95.5723633172
285,285,21.3167867904,23.0572035013,20.3113804483,21.4891016938,23.5081483662,22.6172105264,24.3096920867,-2.7,0.0,88083.0725133,23.4237516957,22.202507594,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.45517822722,117.84182671
286,286,21.3089306004,23.044079592,20.3116901697,21.4782663344,23.4981099246,22.6028022203,24.3096870511,-2.75,0.0,88083.0725133,23.4155862472,22.1973681971,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.44911866022,139.711169479
287,287,21.3013307436,23.0317504082,20.30916109,21.4680986703,23.4887470988,22.5888123762,24.3096822774,-2.8,0.0,88083.0725133,23.407803461,22.1932435808,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.44376146089,150.5096697
288,288,21.2927589968,23.0262235351,20.4704183251,21.4509033374,23.5115006995,22.670717818,24.4491330274,-2.75,0.0,86999.6889532,23.4161470307,22.1883742261,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.06004933383,221.802036278
289,289,21.2748002731,23.009063529,20.4710320736,21.4170876734,23.5381972889,22.76196299,24.467095183,-2.7,0.0,86999.6889532,23.4433327968,22.177057115,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.04016375723,366.171801881
290,290,21.2588795669,22.9916845298,20.4712838643,21.3876000026,23.5528836715,22.8023715012,24.4694659709,-2.65,0.0,86999.6889532,23.4541613329,22.1661804366,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.02780596113,398.883047295
291,291,21.2472813291,22.977341718,20.4715044852,21.3666818825,23.5562103679,22.8041679253,24.4696598051,-2.6,0.0,86999.6889532,23.4539840003,22.1576973033,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.02052688765,351.998340553
292,292,21.2388097874,22.9657836913,20.4691626831,21.3520362277,23.5547108097,22.798466004,24.4697460073,-2.55,0.0,86999.6889532,23.4501596433,22.1514151876,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.01213707401,342.466739725
293,293,21.2318704494,22.9558534827,20.4701309489,21.340583774,23.5518696846,22.795746989,24.4697865429,-2.5,0.0,86999.6889532,23.4465211261,22.1465824203,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.00459787508,361.467009023
294,294,21.2255438932,22.9466513103,20.4695298729,21.33051502,23.5488100748,22.7953079804,24.4697995519,-2.45,0.0,86999.6889532,23.4432192076,22.142580122,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,5.99772313862,361.478222555
295,295,21.2195906009,22.9380062917,20.4703655684,21.3212617791,23.5458851564,22.7949251667,24.4698045244,-2.4,0.0,86999.6889532,23.4403038928,22.1391542978,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,5.99215880951,375.587720071
296,296,21.21397452,22.9298456227,20.4707017676,21.3126948047,23.5430043331,22.7934479483,24.4698001565,-2.35,0.0,86999.6889532,23.4373046685,22.1361489342,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,5.98696156344,380.274221313
297,297,21.2087066785,22.9221638748,20.4712688744,21.3047933863,23.5401337255,22.7911172316,24.4697966387,-2.3,0.0,86999.6889532,23.4343210011,22.1334823862,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,5.98239729314,389.605408434
298,298,21.2037824879,22.9149581368,20.4693709839,21.2975183974,23.5373269016,22.7885390271,24.4697947609,-2.25,0.0,86999.6889532,23.4313444424,22.1311047628,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,5.97835567239,389.603530345
299,299,21.1991641147,22.9081655063,20.4711714258,21.2907858047,23.5346009762,22.7859715265,24.4697927454,-2.2,0.0,86999.6889532,23.428637647,22.1289572923,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,5.97461974522,408.12978086
300,300,21.1912474047,22.8889830051,20.4790407244,21.2768039869,23.5214551024,22.7759761845,24.4769491494,-2.2,0.0,82878.9487084,23.391765334,22.117459607,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.80976833598,462.67821287
301,301,21.1818768077,22.8655972018,20.4818493449,21.2596748592,23.504347552,22.7638988351,24.4789751468,-2.2,0.0,82878.9487084,23.377976822,22.1017533741,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.79640163073,462.648572709
302,302,21.1730604506,22.8457984166,20.4802149152,21.2439440431,23.4898187733,22.7542506445,24.4795346499,-2.2,0.0,82878.9487084,23.3664228181,22.0874310744,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.78804739609,471.542016868
303,303,21.1653449018,22.8310912289,20.4802455589,21.2309400921,23.4792384406,22.7468235564,24.4796678739,-2.2,0.0,82878.9487084,23.3576532729,22.0764493214,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.78091753572,489.292693346
304,304,21.158512061,22.8199093715,20.4810466142,21.2201633207,23.4714623374,22.7402717173,24.4796920204,-2.2,0.0,82878.9487084,23.3508172455,22.068498145,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.7748293323,498.101050249
305,305,21.1522026787,22.8104342798,20.4812714263,21.2107438922,23.4650663115,22.7337237893,24.4796903819,-2.2,0.0,82878.9487084,23.3448627708,22.0626118884,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.76940711236,506.871808983
306,306,21.1461991026,22.801687006,20.4807892622,21.2021058509,23.4592733198,22.727108338,24.4796846763,-2.2,0.0,82878.9487084,23.3393409021,22.0580054352,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.76466048556,515.594369233
307,307,21.1403872157,22.7932788065,20.479908171,21.1939503851,23.4537269065,22.7204106361,24.4796763389,-2.2,0.0,82878.9487084,23.333985713,22.0541753406,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.76020086538,524.293163157
308,308,21.1347591019,22.7852235653,20.4790922622,21.1861996728,23.4484423516,22.713873308,24.4796713191,-2.2,0.0,82878.9487084,23.3289272767,22.0508919912,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.75633708475,532.936708023
309,309,21.1292998782,22.7775082616,20.4815051941,21.1788005962,23.4433884275,22.7074422173,24.4796647469,-2.2,0.0,82878.9487084,23.3241932205,22.0480071579,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.75265819019,550.129743107
310,310,21.1240115753,22.7701430358,20.4814286013,21.1717308323,23.4385795088,22.7011494843,24.479660308,-2.2,0.0,82878.9487084,23.3195947589,22.0454424182,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.74937514363,550.126120328
311,311,21.1188798385,22.7630786893,20.4798269936,21.1649504026,23.4339683487,22.6949292876,24.4796554023,-2.2,0.0,82878.9487084,23.31509155,22.0431250102,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,5.74626698187,558.666124453
312,312,21.1099288699,22.7418013784,20.2602829536,21.1501168335,23.4168049139,22.6771550086,24.2667028328,-2.25,0.0,78758.2084636,23.2366128039,22.0304687486,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.68735006268,0.0
313,313,21.1011589682,22.7203897869,20.1968199977,21.1340575423,23.4007807839,22.668039356,24.2095162598,-2.3,0.0,78758.2084636,23.2000198228,22.0153258818,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.62484013025,497.641836369
314,314,21.0927557032,22.7013566166,20.191156739,21.1190409346,23.3860039887,22.6576561668,24.1947512305,-2.35,0.0,78758.2084636,23.1883075903,22.0011808771,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.63587611261,361.582172413
315,315,21.0852052319,22.686268594,20.189838794,21.1063629399,23.3739499938,22.6467159455,24.1909875396,-2.4,0.0,78758.2084636,23.1766109833,21.989968629,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.62529124492,370.988656614
316,316,21.0788788389,22.6754306565,20.1892113185,21.0962978274,23.365813824,22.6392085705,24.1900696173,-2.45,0.0,78758.2084636,23.1692432142,21.9821430054,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.61980336031,398.804801354
317,317,21.0730831449,22.6661355357,20.1919921128,21.0875637371,23.359082366,22.6317642569,24.1897836653,-2.5,0.0,78758.2084636,23.1625087433,21.9763384855,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.6117834877,426.476037304
318,318,21.0675373392,22.6572896388,20.1903321574,21.0795123564,23.3527930779,22.6238644539,24.1897075721,-2.55,0.0,78758.2084636,23.1562230294,21.9716965627,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.60610598665,426.46220066
319,319,21.0621589032,22.6486429204,20.1917563919,21.0718927204,23.3466968456,22.6157514951,24.1896829262,-2.6,0.0,78758.2084636,23.1502475726,21.9677533232,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.60092525935,453.644024465
320,320,21.0569458885,22.640269538,20.1901848035,21.0646363868,23.3408429542,22.6077917993,24.1896740075,-2.65,0.0,78758.2084636,23.1444096668,21.9642978132,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.59630685886,453.639578983
321,321,21.0518795029,22.6321781532,20.1894337839,21.0576851763,23.3352056366,22.5999636986,24.1896676743,-2.7,0.0,78758.2084636,23.1388063507,21.9611918707,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.59197261232,471.552348518
322,322,21.0469656866,22.6244079211,20.1918973239,21.0510228089,23.3298221536,22.5923304661,24.1896646542,-2.75,0.0,78758.2084636,23.1336158445,21.9583733903,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.58813224522,489.287433222
323,323,21.0421833916,22.6168978805,20.1908169875,21.0446027316,23.3246187399,22.5847529441,24.1896604171,-2.8,0.0,78758.2084636,23.1284138255,21.9557679048,20.19,20.19,20.19,20.19,20.19,20.19,20.19,20.19,5.5844648637,489.293937099
324,324,21.0402524992,22.6137660546,20.0126406112,21.0420876819,23.3224057508,22.5804489433,23.7833971161,-2.89166666667,0.0,78758.2084636,23.0604825674,21.9549834819,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.73826897473,0.0
325,325,21.036567944,22.6082381251,19.8109261614,21.0372993703,23.3187735179,22.5739462897,23.7337441978,-2.98333333333,0.0,78758.2084636,23.026087078,21.9536637268,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.64201209764,0.0
326,326,21.0311045871,22.5998990471,19.7368833737,21.0302287463,23.3128385714,22.563617442,23.7307524807,-3.075,0.0,78758.2084636,23.024408308,21.9514090894,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.70163930106,171.841571248
327,327,21.0249276609,22.5901397001,19.7300109579,21.0222873943,23.3052107085,22.5506134336,23.729917242,-3.16666666667,0.0,78758.2084636,23.0150471482,21.9484634703,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.68369778924,150.544891926
328,328,21.0192602656,22.5814702323,19.7317428139,21.0150433475,23.2985493375,22.5401027014,23.7297485027,-3.25833333333,0.0,78758.2084636,23.0087294253,21.9458353778,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.67844016388,150.495612916
329,329,21.0141334563,22.5736836611,19.7315799008,21.0085293185,23.2926840703,22.5309855057,23.7296806831,-3.35,0.0,78758.2084636,23.0030318114,21.9435446047,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.67316589953,182.411595328
330,330,21.0093380961,22.566284726,19.7300717712,21.0024700787,23.2871909864,22.5220543732,23.7296561422,-3.44166666667,0.0,78758.2084636,22.997646109,21.9414807115,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.66882795846,203.301092809
331,331,21.0047072455,22.5590026249,19.7296396075,20.9966472219,23.2818294564,22.5129107254,23.7296452207,-3.53333333333,0.0,78758.2084636,22.9924022957,21.9395568268,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.6649192754,223.908684539
332,332,21.0001583967,22.5517653585,19.7311570567,20.99095226,23.27650989,22.5035964356,23.7296378928,-3.625,0.0,78758.2084636,22.9872701982,21.9377193788,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.66127149383,244.253875659
333,333,20.995663181,22.544585669,19.7306834771,20.9853462408,23.2712119362,22.4942234094,23.7296319378,-3.71666666667,0.0,78758.2084636,22.9820790649,21.9359379018,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.65783843272,254.333145136
334,334,20.9912207795,22.5375054885,19.7308018992,20.9798253166,23.2659558541,22.4848810666,23.7296275746,-3.80833333333,0.0,78758.2084636,22.9769711726,21.9342031069,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.65463808743,274.309170969
335,335,20.9868344147,22.5305531094,19.7295878951,20.9743910235,23.260760789,22.4755964712,23.7296239287,-3.9,0.0,78758.2084636,22.971873039,21.93251308,19.73,19.73,19.73,19.73,19.73,19.73,19.73,19.73,5.65163036628,284.208890355
336,336,20.9822799644,22.5230691339,19.6214942129,20.968749803,23.2549525303,22.4654805912,23.5701050581,-3.9,0.0,78758.2084636,22.9390565408,21.9305390785,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.73357472216,0.0
337,337,20.9784544722,22.5175883783,19.5207815342,20.9640360242,23.2517302146,22.4609819302,23.5258593522,-3.9,0.0,78758.2084636,22.9179750113,21.9294359084,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.68996473169,55.3963132615
338,338,20.9740051097,22.5102030998,19.5123597873,20.9585334012,23.2462448576,22.4515968446,23.5139310112,-3.9,0.0,78758.2084636,22.9114624972,21.9274956085,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.7004813919,203.422255063
339,339,20.9698107696,22.5034723414,19.5109767107,20.9533609613,23.2416099178,22.4441940511,23.5108636859,-3.9,0.0,78758.2084636,22.9066702966,21.9258075772,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.69947179239,112.300189607
340,340,20.9657928436,22.4971261294,19.5106481821,20.9484171105,23.2375167312,22.4379090164,23.5100122494,-3.9,0.0,78758.2084636,22.9024489086,21.9242984114,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.69452201273,155.876599537
341,341,20.9618419574,22.4908307249,19.5104851527,20.9435624676,23.2335587757,22.4317245775,23.5097760902,-3.9,0.0,78758.2084636,22.898590965,21.9228495679,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.69090594923,171.857012291
342,342,20.9579027628,22.4844633791,19.5092743383,20.9387257056,23.2295658581,22.4253415159,23.5097082387,-3.9,0.0,78758.2084636,22.8947071672,21.9214008801,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.68767794853,182.412236635
343,343,20.9539800869,22.4780770539,19.5109222626,20.9339140859,23.2255488844,22.4188919728,23.5096882049,-3.9,0.0,78758.2084636,22.8909561555,21.9199466588,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.68469221712,203.301093092
344,344,20.9500896362,22.4717511998,19.5092154216,20.9291471714,23.2215673376,22.4125651971,23.5096825839,-3.9,0.0,78758.2084636,22.8871214599,21.9184995856,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.68190045868,203.300492053
345,345,20.9462323254,22.4655122743,19.5095278563,20.9244248003,23.2176371535,22.406396825,23.5096804399,-3.9,0.0,78758.2084636,22.8834401913,21.9170620261,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.67921580547,223.909888292
346,346,20.9424088295,22.4593742338,19.5108534703,20.9197469165,23.2137694819,22.400382691,23.509679671,-3.9,0.0,78758.2084636,22.8798787533,21.9156381226,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.67668021082,234.114241813
347,347,20.9386138417,22.4533271681,19.5118474892,20.9151063905,23.2099496961,22.3944698785,23.5096787479,-3.9,0.0,78758.2084636,22.8763533159,21.9142239822,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.6742176763,244.25584029
