,Unnamed: 0,z0,z1,z2,z3,z4,z5,z6,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp6,sp,m,rh
7050,7050,20.4153618787,21.4898592433,20.3910125331,20.5150551048,21.6082229102,20.6649882463,24.3899390157,1.1,190.416666667,40570.0341495,22.0916575504,21.4443150377,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.08349935254,498.071876584
7051,7051,20.4062643296,21.4790437786,20.3909549148,20.5084157106,21.5816418721,20.5981926365,24.3898780979,1.1,186.833333333,40570.0341495,22.0668711737,21.4408908066,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.08109931007,532.907427647
7052,7052,20.397716968,21.4677022317,20.388992001,20.5020573021,21.559101522,20.5463251641,24.3898597987,1.1,183.25,40570.0341495,22.0463832339,21.4375689012,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.07894521576,558.62737611
7053,7053,20.39017329,21.456095294,20.3892145255,20.4959619482,21.5391964896,20.5017359289,24.3898553794,1.1,179.666666667,40570.0341495,22.0284657849,21.4343338372,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.07695507108,594.171146481
7054,7054,20.3901410376,21.4444476603,20.3907779079,20.4901418043,21.5209296934,20.4605154846,24.3898558454,1.1,176.083333333,40570.0341495,22.0120855275,21.4311813798,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.07518512997,642.84694491
7055,7055,20.3898408617,21.4329011515,20.3900942661,20.4845875987,21.5037956242,20.4216449694,24.389857612,1.1,172.5,40570.0341495,21.99658648,21.4281047412,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.07355757907,650.152149738
7056,7056,20.4879962412,21.4213812654,20.4817649598,20.4900863346,21.4873268642,20.4825075858,24.4582773577,1.1,168.916666667,40570.0341495,22.004428181,21.4251833381,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03490695508,2153.53306195
7057,7057,20.5092862403,21.4092517739,20.490808712,20.4904128724,21.4705395673,20.4901195784,24.4797974619,1.1,165.333333333,40570.0341495,22.0082551199,21.4221362702,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.04765099774,996.211176056
7058,7058,20.4901821839,21.397367777,20.4915453833,20.4899829198,21.454339295,20.4909523398,24.4866625619,1.1,161.75,40570.0341495,21.9982787817,21.4192555403,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.0394095288,1560.16209293
7059,7059,20.490045583,21.3856382378,20.4917531682,20.4901265401,21.4385196175,20.4919686388,24.4888312729,1.1,158.166666667,40570.0341495,21.9904288694,21.4164265597,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03828586503,1712.09789746
7060,7060,20.490382917,21.3741871212,20.4913672863,20.4900318915,21.423180764,20.4911799753,24.4895187098,1.1,154.583333333,40570.0341495,21.9823514185,21.4136574122,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03767051655,1736.60362475
7061,7061,20.4901212634,21.3630199971,20.4895713551,20.4900278549,21.4082913643,20.4911328338,24.4897359573,1.1,151.0,40570.0341495,21.9743419947,21.4109386968,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03682908392,1853.21002986
7062,7062,20.4901350333,21.3521047999,20.4889098966,20.4904127525,21.3943822912,20.4888415602,24.4898046316,1.1,152.333333333,40570.0341495,21.966490049,21.4082598411,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03598174712,1908.18465054
7063,7063,20.4902774992,21.3414219457,20.4918450028,20.4899607194,21.3829807243,20.4901480767,24.4898262971,1.1,153.666666667,40570.0341495,21.9605536381,21.4056124864,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03512084774,1938.17352739
7064,7064,20.4903401116,21.3310018189,20.4901324726,20.4899190055,21.3730877887,20.4921224333,24.4898333654,1.1,155.0,40570.0341495,21.9553064504,21.402996775,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03430734105,1970.80257682
7065,7065,20.4902772275,21.3208847224,20.4895583845,20.4902061601,21.3637558718,20.4896794258,24.4898357359,1.1,156.333333333,40570.0341495,21.9497127541,21.4004115491,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03350817446,1992.83009965
7066,7066,20.4901488369,21.3111022784,20.491220012,20.4897308491,21.3546798366,20.4897380273,24.4898367123,1.1,157.666666667,40570.0341495,21.9447326888,21.3978569049,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03275088057,2056.87083369
7067,7067,20.4900289733,21.3016582501,20.4918594345,20.4898015733,21.3458910401,20.488723008,24.4898371389,1.1,159.0,40570.0341495,21.939708559,21.395329338,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.03200221514,2069.16073952
7068,7068,20.470446777,21.2925894982,20.4721729522,20.4733839641,21.3376164656,20.4720064793,24.4761840246,1.15,160.333333333,40570.0341495,21.9307813565,21.3927986762,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03863872313,1747.31619403
7069,7069,20.4699136469,21.2840680221,20.4707214577,20.4698904596,21.3301368875,20.4700209541,24.4718497385,1.2,161.666666667,40570.0341495,21.9238951403,21.3903349453,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03523269314,2141.10038792
7070,7070,20.4699007418,21.2759077105,20.4698633224,20.4701079308,21.3232164045,20.4723432169,24.4704718077,1.25,163.0,40570.0341495,21.920577468,21.3878788386,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03598575588,2012.99728025
7071,7071,20.4702867995,21.2681024084,20.4700839608,20.4700700137,21.3168132635,20.4698027528,24.4700410831,1.3,164.333333333,40570.0341495,21.9164889041,21.3854503859,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03541324925,2007.77738278
7072,7072,20.4701915574,21.2606494467,20.4710837377,20.4700353451,21.3108767546,20.471637852,24.469912275,1.35,165.666666667,40570.0341495,21.9133837896,21.3830616094,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03474826167,2069.39325001
7073,7073,20.470012061,21.2535207796,20.4700069491,20.4699231261,21.3053542312,20.4717863259,24.4698778609,1.4,167.0,40570.0341495,21.9102094605,21.3807085801,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03418970272,2039.95335308
7074,7074,20.4701140441,21.2466221657,20.4710005403,20.4700953478,21.2992599656,20.4702994997,24.4698703422,1.45,161.666666667,40570.0341495,21.9066087164,21.3783545126,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03364333341,2088.86657796
7075,7075,20.4699038118,21.2399259484,20.4695826313,20.4698974249,21.2921224491,20.4709151895,24.4698697041,1.5,156.333333333,40570.0341495,21.902729234,21.3759971985,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03313090041,2142.40548832
7076,7076,20.4697960754,21.2334180058,20.4714937041,20.4698641746,21.2840733536,20.4708139057,24.469870832,1.55,151.0,40570.0341495,21.8984406008,21.3736513634,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03263750899,2197.96668021
7077,7077,20.4700829859,21.2270569529,20.4707035446,20.4703430781,21.2754156571,20.4714933689,24.4698725478,1.6,145.666666667,40570.0341495,21.8938840971,21.371325835,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03215304414,2257.92507125
7078,7078,20.4700895116,21.2207818771,20.4695262588,20.4696988159,21.2663687617,20.4701430068,24.4698743714,1.65,140.333333333,40570.0341495,21.8887675938,21.3690183427,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03164814763,2293.58034499
7079,7079,20.4701788164,21.2145597916,20.4697303816,20.4697385237,21.2570652023,20.4722775599,24.4698763937,1.7,135.0,40570.0341495,21.8841638449,21.3667327729,20.47,20.47,20.47,20.47,20.47,20.47,20.47,20.47,6.03119894631,2397.63509163
7080,7080,20.6904676046,21.2117944383,20.8688055138,20.7189125447,21.2526949596,20.8698530321,24.8337894576,1.7,129.666666667,40570.0341495,21.9914444773,21.3658159564,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.88658611153,6561.86000534
7081,7081,20.877818484,21.2060477662,20.8784800336,20.8791484161,21.2436787053,20.8825118307,24.8748958676,1.7,124.333333333,40570.0341495,22.0403707596,21.3637976133,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.96129484139,2945.80867514
7082,7082,20.8798493121,21.1983913921,20.879241818,20.8798927002,21.2314699578,20.8809911326,24.8783725473,1.7,119.0,40570.0341495,22.0096108395,21.3609735751,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.90906616393,4607.2583386
7083,7083,20.8804029141,21.1914422462,20.8798736267,20.8797566618,21.219729262,20.8798306605,24.879426819,1.7,113.666666667,40570.0341495,22.0096340131,21.3583116072,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92148518866,4861.01826833
7084,7084,20.8800842571,21.1852252894,20.8820789644,20.8797037813,21.2087504042,20.8814883936,24.8797374903,1.7,108.333333333,40570.0341495,22.0053829637,21.3558171078,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92356945078,4673.18888243
7085,7085,20.8799663573,21.1795539522,20.8808107994,20.87986561,21.1983887672,20.8794028358,24.8798335804,1.7,103.0,40570.0341495,22.0004053109,21.3534821846,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.9250939862,4665.51794334
7086,7086,20.8799054139,21.1741122095,20.8799740516,20.8799244843,21.1887030068,20.8805951187,24.8798631356,1.7,101.416666667,40570.0341495,21.9960682734,21.3512400511,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92615044532,4729.77485095
7087,7087,20.8804710599,21.1687183012,20.8820813802,20.8801112232,21.1796764446,20.8829613395,24.8798726766,1.7,99.8333333333,40570.0341495,21.9922944907,21.3490455045,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92703285771,4758.66383292
7088,7088,20.879935323,21.1632955973,20.8804929601,20.880458601,21.1711339579,20.8817077141,24.8798759614,1.7,98.25,40570.0341495,21.987915029,21.3468672318,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92768330729,4743.82564413
7089,7089,20.8802003537,21.1578755425,20.881533003,20.8803086102,21.1629420101,20.8814253118,24.8798780602,1.7,96.6666666667,40570.0341495,21.9839519956,21.3447080978,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.928290568,4798.52395618
7090,7090,20.8800438845,21.1524736743,20.8818740212,20.8803860338,21.1549837781,20.8793001245,24.8798793853,1.7,95.0833333333,40570.0341495,21.9797073571,21.3425641772,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92873392015,4793.98085185
7091,7091,20.8804017004,21.1471069574,20.8794458219,20.880000926,21.1472053856,20.8792749429,24.8798805955,1.7,93.5,40570.0341495,21.9757358599,21.3404362888,20.88,20.88,20.88,20.88,20.88,20.88,20.88,20.88,5.92911429562,4829.63880733
7092,7092,20.7770865525,21.1692434882,20.5053573979,20.7953662452,21.194316352,20.6566599039,24.4602509237,1.74166666667,91.9166666667,47728.1310789,21.9213796413,21.3535635117,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.10521058484,203.511070199
7093,7093,20.633411167,21.1957997089,20.3913545045,20.679399355,21.2536573148,20.4112840872,24.3976440403,1.78333333333,90.3333333333,47728.1310789,21.8532555112,21.3712409292,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.02106560354,1123.91853679
7094,7094,20.5098993301,21.2127194913,20.3887542184,20.5806787985,21.2961749871,20.3924093007,24.3924530817,1.825,88.75,47728.1310789,21.8902529936,21.3852375331,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.07725110087,1980.20809523
7095,7095,20.4276001683,21.2190776075,20.3885636976,20.5149523727,21.3177098574,20.3925985298,24.3907913858,1.86666666667,87.1666666667,47728.1310789,21.8939025778,21.393646924,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.06661025199,1269.9939703
7096,7096,20.3909218661,21.2194368414,20.3916285364,20.4758297533,21.3258759229,20.390695651,24.3902568247,1.90833333333,85.5833333333,47728.1310789,21.8946093424,21.3979450377,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.06231858814,1547.46368021
7097,7097,20.3901339539,21.2175134781,20.3910508147,20.4519812979,21.3279416697,20.3894008637,24.3900743301,1.95,84.0,47728.1310789,21.8938207749,21.3999129925,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.06001949694,1649.42395753
7098,7098,20.3901223356,21.2150700943,20.3889701715,20.4354236863,21.3274696785,20.3913427672,24.3900075867,1.99166666667,79.9166666667,47728.1310789,21.8926009358,21.4007215545,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.05818337323,1688.85941262
7099,7099,20.3900588331,21.2125391654,20.3901844508,20.4223186771,21.3256047312,20.3924949464,24.3899811269,2.03333333333,75.8333333333,47728.1310789,21.8908956778,21.4009280038,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.05660132867,1760.02160535
7100,7100,20.3901349016,21.2098646132,20.3903238037,20.4112572378,21.3225791454,20.3908298605,24.3899693529,2.075,71.75,47728.1310789,21.8882585496,21.4007513376,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.05519938581,1800.57519726
7101,7101,20.3899009079,21.2069555263,20.3897122224,20.401743647,21.3190019562,20.3905147912,24.3899629563,2.11666666667,67.6666666667,47817.6874992,21.8856130336,21.400285423,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.05393942269,1873.17368376
7102,7102,20.3900182817,21.2038035574,20.3892946309,20.3934861266,21.3148745864,20.3911529222,24.3899585858,2.15833333333,63.5833333333,47876.0365931,21.8829311793,21.3995951273,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.05280947834,1919.8790243
7103,7103,20.3901434529,21.2004395663,20.389359334,20.3901622213,21.3100891534,20.3906030179,24.389955097,2.2,59.5,47876.0365931,21.8798972952,21.3987334242,20.39,20.39,20.39,20.39,20.39,20.39,20.39,20.39,6.05175746431,1987.31631663
7104,7104,20.4784624587,21.2478620045,20.4732348783,20.4778983756,21.4088341409,20.501321245,24.4515804645,2.25,55.4166666667,62192.2304519,21.9588887477,21.4272126961,20.48,20.48,20.48,20.48,20.48,20.48,20.48,20.48,6.02751739653,2066.88954393
