,z0,z1,z2,z3,z4,z5,z6,tout,s,i,t1,t2,sp0,sp1,sp2,sp3,sp4,sp5,sp6,sp,m,rh
5794,20.3801624591,21.8987068158,20.381464276,20.3799361212,22.6905370665,21.7353020378,24.3796535545,-2.8,0.0,78758.2084636,22.6283238717,21.9651275514,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,5.51743098702,1669.0667308
5795,20.3802178943,21.8922254598,20.3809382358,20.380081083,22.6866923126,21.7324795794,24.379651234,-2.8,0.0,78758.2084636,22.6245102948,21.9612288246,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,5.51409091881,1678.60496759
5796,20.3462040872,21.8900021401,20.0114830692,20.359328978,22.6856974968,21.7319055116,23.9883050061,-2.8,0.0,78758.2084636,22.5713624682,21.9602189749,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.65411135161,344.905828047
5797,20.2999733825,21.8852198565,19.9433677771,20.3304958816,22.6832151861,21.7298561346,23.9429634035,-2.8,0.0,78758.2084636,22.5329771857,21.9579205515,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.56069477984,1390.71008702
5798,20.2607657935,21.8781587927,19.939940713,20.3051540137,22.6792017377,21.7262457525,23.9404943316,-2.8,0.0,78758.2084636,22.5428560488,21.954295437,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.61837492271,1026.33510003
5799,20.2343601505,21.8706706855,19.9419162093,20.2869529492,22.6747761271,21.7222701654,23.9398715269,-2.8,0.0,78758.2084636,22.5350562789,21.9502888091,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.60307548049,1079.30114366
5800,20.2180791714,21.8642045077,19.9410214749,20.274619407,22.6712382709,21.7198396787,23.9397367857,-2.8,0.0,78758.2084636,22.5306436588,21.9467222905,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.59747147719,1098.59604848
5801,20.2072894024,21.8583995423,19.9419562671,20.2654568475,22.6681874278,21.7177766946,23.939691137,-2.8,0.0,78758.2084636,22.5270243067,21.9435649151,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.59276814281,1117.94929718
5802,20.1989429216,21.852941766,19.9411288376,20.2577297744,22.665402098,21.7157180166,23.9396803849,-2.8,0.0,78758.2084636,22.5237721376,21.9407096249,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.58897651869,1117.93524008
5803,20.1916841683,21.8476497579,19.9418257416,20.2506756032,22.6627574518,21.7136257678,23.9396766789,-2.8,0.0,78758.2084636,22.5207521229,21.9380485169,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.58544305008,1130.66898868
5804,20.1850838382,21.8424575034,19.9410889929,20.2440518631,22.6601910792,21.7115323695,23.9396744601,-2.8,0.0,78758.2084636,22.5177816021,21.9355069287,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.58212344397,1130.67400946
5805,20.1790352442,21.8373857304,19.9424586098,20.2378010575,22.657712546,21.709524054,23.9396735879,-2.8,0.0,78758.2084636,22.5150468431,21.9330563887,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.57906287701,1143.32199764
5806,20.1734708511,21.8324542151,19.9427775665,20.2318833435,22.6553292801,21.7076194247,23.93967261,-2.8,0.0,78758.2084636,22.5123937959,21.9306828611,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.57618085527,1143.32078628
5807,20.1683027172,21.8276527054,19.9406014876,20.2262418123,22.6530203146,21.7057650413,23.9396712218,-2.8,0.0,78758.2084636,22.5097225503,21.9283699971,19.94,19.94,19.94,19.94,19.94,19.94,19.94,19.94,5.57342529528,1143.32661951
5808,20.1637108724,21.8230643941,19.8143449362,20.2210661077,22.6509657599,21.7047323204,23.8359840419,-2.75,0.0,78758.2084636,22.4949280691,21.9260007905,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.62365124011,806.494291502
5809,20.1599959961,21.8195133703,19.8007969496,20.2167518568,22.6502493973,21.7066535627,23.8089117563,-2.7,0.0,78758.2084636,22.4813507278,21.9239112075,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.59254427868,1155.72218907
5810,20.1567486272,21.8160473707,19.7995317125,20.2128333619,22.649706775,21.7087020122,23.80203973,-2.65,0.0,78758.2084636,22.4821804715,21.921747543,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.6026197837,999.369277013
5811,20.1539129043,21.8128068369,19.8009739321,20.2092945804,22.6494989221,21.7111600924,23.8003020991,-2.6,0.0,78758.2084636,22.4811935665,21.9196297989,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.59916671475,1032.97924792
5812,20.1513712538,21.8096908595,19.8007813486,20.206022878,22.649489977,21.7138183577,23.7998595131,-2.55,0.0,78758.2084636,22.4806431693,21.9175496298,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.59615775972,1032.9993537
5813,20.149057721,21.8066665307,19.7992363298,20.2029550068,22.6501964253,21.7191911334,23.7997489985,-2.5,0.0,78758.2084636,22.481078183,21.9155021153,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.59371626454,1026.30698533
5814,20.1469371258,21.8037334667,19.802396886,20.2000570021,22.6511274621,21.7248395977,23.7997222314,-2.45,0.0,78758.2084636,22.4819628867,21.9134810357,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.59148848576,1039.67468561
5815,20.1449962079,21.800921143,19.8020020273,20.1973185381,22.6519703145,21.7294493192,23.7997170408,-2.4,0.0,78758.2084636,22.4825282667,21.9114907183,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.58945397296,1026.30817326
5816,20.1432190625,21.798232388,19.7996608724,20.1947248212,22.6526665969,21.7331363196,23.7997164548,-2.35,0.0,78758.2084636,22.4828058212,21.9095274712,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.5875117818,1026.31021248
5817,20.1415904176,21.7956611267,19.8003788272,20.1922616942,22.6532931291,21.73652287,23.7997170781,-2.3,0.0,78758.2084636,22.4831630306,21.9075874826,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.5856708288,1033.00580648
5818,20.1400996048,21.7932072422,19.8005104996,20.1899206126,22.653957584,21.7401106126,23.7997181692,-2.25,0.0,78758.2084636,22.4835813246,21.9056717774,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.58393611951,1026.31134997
5819,20.1387326774,21.7908563735,19.801082086,20.1876884121,22.6548398551,21.744609739,23.7997188797,-2.2,0.0,78758.2084636,22.4843080405,21.9037757698,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,5.58225352914,1026.31486591
5820,20.1370938776,21.788139795,19.5357885897,20.1851524488,22.6550344888,21.7470219344,23.5884108151,-2.25,0.0,78758.2084636,22.4546343308,21.9018182801,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.69131515235,303.869751921
5821,20.1353269802,21.7856812424,19.5136175288,20.1825251739,22.6551619961,21.748464637,23.5301742817,-2.3,0.0,78758.2084636,22.4297096493,21.9001200901,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.62887285678,1072.49427486
5822,20.1331312657,21.7824311223,19.5098086176,20.1794066075,22.653980523,21.7468050578,23.5151009737,-2.35,0.0,78758.2084636,22.4300229587,21.8981993941,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.65249209944,722.144544286
5823,20.1308689477,21.7791678483,19.5108942313,20.1762261757,22.65260057,21.7449402271,23.5111509807,-2.4,0.0,78758.2084636,22.4271699273,21.8963577874,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.64789698917,806.382982755
5824,20.1285948122,21.7758539065,19.5103100525,20.1730309037,22.6511093706,21.7431160597,23.5100982197,-2.45,0.0,78758.2084636,22.4248183138,21.8945646427,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.64354475415,813.909597052
5825,20.1263246096,21.7724579421,19.5107115191,20.1698315696,22.6495209992,21.7412125366,23.5098141087,-2.5,0.0,78758.2084636,22.4228098555,21.8927939698,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.64031002941,828.81320982
5826,20.1240738319,21.7690120556,19.5114573426,20.1666505086,22.6478530429,21.7391233966,23.5097340648,-2.55,0.0,78758.2084636,22.4208619334,21.8910452519,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.63749185193,836.224306127
5827,20.1218445681,21.7655511823,19.5120290596,20.1634908108,22.6461299553,21.7368615595,23.5097099372,-2.6,0.0,78758.2084636,22.4188996782,21.8893173089,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.634888918,843.60515895
5828,20.1196300387,21.7620906647,19.5097989166,20.1603426357,22.6443647171,21.7344699505,23.5097011851,-2.65,0.0,78758.2084636,22.4168003719,21.8876028156,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.63243076377,843.605282656
5829,20.1174237223,21.7586342624,19.5100199635,20.157197688,22.6425582953,21.7319678365,23.5096965838,-2.7,0.0,78758.2084636,22.4147895236,21.8858940569,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.63008526626,858.288392145
5830,20.1152301948,21.755205717,19.509385408,20.1540628919,22.6407373825,21.7294138129,23.5096938323,-2.75,0.0,78758.2084636,22.4127551375,21.8841966086,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.62789657983,858.285293752
5831,20.1130485492,21.7518065541,19.5113741917,20.150938557,22.6389027037,21.7268015714,23.5096909615,-2.8,0.0,78758.2084636,22.4108314456,21.8825094497,19.51,19.51,19.51,19.51,19.51,19.51,19.51,19.51,5.62577441654,872.85729731
5832,20.1245425626,21.7487513812,19.9390193394,20.1778170883,22.5798477379,21.5377581125,23.890298946,-2.75,0.0,80924.9755838,22.5614069663,21.889684481,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.12854736111,2551.71670965
5833,20.1426927874,21.7473845706,19.9505894248,20.2215606429,22.4940839358,21.2921260156,23.9410801137,-2.7,0.0,80924.9755838,22.5132584624,21.9032032686,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.19849227117,1404.03993498
5834,20.1572829971,21.7498477511,19.9513668443,20.2573480388,22.4361712191,21.1555771025,23.9484708848,-2.65,0.0,80924.9755838,22.4730280663,21.9158729653,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.22083623534,1379.80095042
5835,20.1668461615,21.7549446845,19.950897732,20.2809860746,22.4100349758,21.1177590664,23.9491966731,-2.6,0.0,80924.9755838,22.4630774936,21.9256438408,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.25176565469,1223.37912028
5836,20.1727457422,21.7601669216,19.9508904951,20.2957446226,22.4017186447,21.1192987472,23.9493967524,-2.55,0.0,80924.9755838,22.4635607755,21.9324839886,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.2671956513,1211.42719066
5837,20.1767769641,21.7646659264,19.9525304519,20.3058836073,22.3996477634,21.1223208178,23.9494658289,-2.5,0.0,80924.9755838,22.4666836092,21.9373288023,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.28075761229,1205.31934963
5838,20.1799889276,21.7684433091,19.9526609508,20.313921219,22.3985483541,21.1176927385,23.9495077367,-2.45,0.0,80924.9755838,22.4684205857,21.9409789951,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.29196049927,1193.07493597
5839,20.182771686,21.7717048961,19.9496605796,20.3208282334,22.3972491144,21.1093301059,23.9495429723,-2.4,0.0,80924.9755838,22.468932519,21.9438853874,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.30144792761,1180.75577397
5840,20.185215815,21.7746000568,19.9506248542,20.3268583211,22.3959927899,21.1018283261,23.9495705749,-2.35,0.0,80924.9755838,22.4693843433,21.9462621175,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.30953068257,1186.92624347
5841,20.1873485849,21.7772062858,19.9506718792,20.3320958479,22.3950820361,21.0966392127,23.9495908267,-2.3,0.0,80924.9755838,22.4700163761,21.9482240403,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.31649874377,1174.56372891
5842,20.189197789,21.7795373617,19.9512664809,20.3366213453,22.3945436732,21.0931585063,23.9496053434,-2.25,0.0,80924.9755838,22.4708286012,21.9498417943,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.32242633397,1174.56433274
5843,20.1908065478,21.7816070593,19.9511119779,20.3405477952,22.394260845,21.0904793089,23.9496173456,-2.2,0.0,80924.9755838,22.4716426632,21.9511776179,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,6.32756190732,1168.35387185
5844,20.1918376919,21.7326273739,19.8964130818,20.3435973841,22.2927193733,20.8631993665,23.9111122241,-2.2,0.0,66608.781725,22.3797728894,21.9226954755,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.34402554919,1162.18650649
5845,20.1923019069,21.6704432166,19.8917692247,20.3458832973,22.162159918,20.6059937251,23.8972702727,-2.2,0.0,66608.781725,22.2738481938,21.8828187084,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.34060247708,1323.29083885
5846,20.1920361551,21.6237434148,19.8903703511,20.347259547,22.0610354298,20.4457913569,23.8922695805,-2.2,0.0,66608.781725,22.2017364968,21.8482932048,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.34720518002,1253.4890711
5847,20.1911261728,21.5970117228,19.8913122987,20.3478699761,22.0006644451,20.3795940154,23.8904635669,-2.2,0.0,66608.781725,22.1631151114,21.8244568078,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.34961872467,1277.03908346
5848,20.1896276692,21.5828092268,19.8908603718,20.3477986351,21.9678974949,20.3568227626,23.8898128386,-2.2,0.0,66608.781725,22.1441970809,21.8095485176,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35107523865,1277.04209234
5849,20.1875941322,21.5735612606,19.8891581802,20.3471122409,21.9525864074,20.3601485458,23.8895925979,-2.2,22.0,66608.781725,22.137425921,21.8001555359,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35219608479,1229.51456848
5850,20.1851274775,21.5654907349,19.8893028042,20.3459166165,21.9445637878,20.3688991322,23.8895344765,-2.2,27.1666666667,66608.781725,22.1349838639,21.7937435593,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35320854544,1217.42670964
5851,20.1823389196,21.5576555901,19.8904908834,20.3443184202,21.938235402,20.3733547369,23.8895319403,-2.2,32.3333333333,66608.781725,22.1326792352,21.7889399315,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.3539504905,1205.27234685
5852,20.179336029,21.550216604,19.8914414405,20.3424244535,21.9316073783,20.3721916492,23.8895468883,-2.2,37.5,66431.295108,22.1293854447,21.7851290578,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35463772482,1193.02854961
5853,20.1761903991,21.5433697197,19.891755044,20.3403079646,21.9251582354,20.3698453283,23.889564327,-2.2,42.6666666667,66431.295108,22.1259395648,21.7820200598,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35516147347,1180.70984418
5854,20.1729498599,21.5371235958,19.8917443798,20.33802193,21.9196514998,20.3696850172,23.8895810972,-2.2,47.8333333333,66431.295108,22.1232372958,21.7794390104,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35561700019,1168.30619544
5855,20.1696482797,21.5313754736,19.8904379901,20.335603668,21.9149797462,20.3691220726,23.8895960528,-2.2,53.0,66361.2761954,22.1207916469,21.7772534768,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,6.35595212273,1155.82428178
5856,20.180006086,21.5523513323,20.1550644693,20.3489873226,21.9320566612,20.3835813514,24.0673066415,-2.10833333333,58.1666666667,74376.9645693,22.2585607632,21.7950341271,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.58420996881,1820.43294191
5857,20.1895672861,21.5824402731,20.1772044143,20.3695280483,21.9570486345,20.401886447,24.1355100878,-2.01666666667,63.3333333333,74376.9645693,22.3111143556,21.8211741834,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.63891434859,1012.71250263
5858,20.1950458006,21.6059913665,20.1800187078,20.3880194995,21.9775099964,20.4168592807,24.1623825166,-1.925,68.5,74376.9645693,22.3280936474,21.8440290278,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.62447375519,1346.26594355
5859,20.1982395682,21.6208757963,20.1825654076,20.4020246708,21.9920052871,20.4311834763,24.1729240946,-1.83333333333,73.6666666667,74376.9645693,22.3445128628,21.8603183046,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.63809627631,1253.28744584
5860,20.2007731093,21.629757406,20.1809482624,20.412220353,22.0021597494,20.4432980029,24.1770439313,-1.74166666667,78.8333333333,74283.6060192,22.3548078045,21.8708762069,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.64658449548,1211.35798389
5861,20.2034675735,21.6360745813,20.1804310218,20.4202204115,22.0113123022,20.4620742891,24.1786674999,-1.65,84.0,74140.3157467,22.364805336,21.8777998897,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.65540079846,1174.5076126
5862,20.2064637411,21.6417387242,20.1802407632,20.4271597771,22.0190929977,20.4798776684,24.179313749,-1.55833333333,89.4166666667,74140.3157467,22.373370474,21.8826927461,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.66302753402,1155.81301617
5863,20.2096450763,21.6473181254,20.1806351624,20.4335555374,22.026348254,20.4969311864,24.1795773101,-1.46666666667,94.8333333333,74140.3157467,22.3812014741,21.8864212033,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.6696822262,1130.60090671
5864,20.2128931158,21.6528084846,20.1820010671,20.4395799995,22.0338937518,20.5155560604,24.1796898273,-1.375,100.25,74140.3157467,22.3891415926,21.8893879793,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.67557357499,1105.04471788
5865,20.2161530042,21.658125036,20.1793357467,20.4452888768,22.0419734597,20.536584924,24.179741812,-1.28333333333,105.666666667,74140.3157467,22.3972882913,21.8917891564,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.68079998634,1066.05227681
5866,20.2194169774,21.6632578145,20.1812429049,20.4507239567,22.0505099276,20.5595941122,24.1797692122,-1.19166666667,111.083333333,74140.3157467,22.4059086339,21.8937500066,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.68547165497,1052.8754078
5867,20.2226940782,21.6682514571,20.1818037492,20.4559320223,22.0594994964,20.5845187828,24.1797865062,-1.1,116.5,74140.3157467,22.4148020467,21.8953685137,20.18,20.18,20.18,20.18,20.18,20.18,20.18,20.18,6.68966781376,1012.79039631
5868,20.4855236033,21.6217749056,20.4633191916,20.4894484708,21.9655714031,20.5041704877,24.3713793701,-1.1,121.916666667,59824.1218878,22.3992049503,21.8673371153,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.56346077476,3919.98025304
5869,20.5722893391,21.5610766919,20.4877850319,20.5017174613,21.8418344938,20.4941575181,24.443888269,-1.1,127.333333333,59824.1218878,22.3759563269,21.8281426033,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.59891582614,2746.12034135
5870,20.5104758637,21.5149195785,20.491090972,20.4963423716,21.7472584066,20.492680385,24.4719816259,-1.1,132.75,59824.1218878,22.3324418903,21.7943771848,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.57479633491,2786.35840659
5871,20.490657521,21.4894461629,20.4906794177,20.4906035645,21.6940128987,20.4907062651,24.4827711424,-1.1,138.166666667,59824.1218878,22.3123476643,21.7714985941,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.58043631289,2973.99466774
5872,20.4904329664,21.4771406362,20.4909963514,20.4902180145,21.6682537095,20.4907151534,24.486915552,-1.1,143.583333333,59824.1218878,22.3022441854,21.7573879875,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.58208806189,2864.58391507
5873,20.4898278818,21.4703958917,20.4914631186,20.4897406669,21.6552837859,20.4922201423,24.4885360014,-1.1,149.0,59824.1218878,22.2979487237,21.7486053736,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.58512112563,2783.65045914
5874,20.4903768915,21.4651685097,20.4898745928,20.4902133205,21.6467520699,20.4904762167,24.4891819243,-1.1,153.75,59824.1218878,22.294722763,21.7426597313,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.5876628868,2733.91393278
5875,20.490216101,21.4602502476,20.4897824327,20.4898723751,21.6388018574,20.4902400433,24.4894467091,-1.1,158.5,59824.1218878,22.2917957564,21.7382390713,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.58989969451,2749.32636759
5876,20.4901928764,21.4555872155,20.4919487807,20.4901548915,21.6315904157,20.4910178981,24.4895600262,-1.1,163.25,59824.1218878,22.2892840104,21.7347486718,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.59176947514,2722.53893539
5877,20.4902905083,21.4513459787,20.490757598,20.4900355334,21.6257334399,20.4917744909,24.4896145967,-1.1,168.0,59824.1218878,22.2872161969,21.7319317014,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.5935627962,2670.13477946
5878,20.490297931,21.447535406,20.4888481696,20.4902433443,21.6212694928,20.4922378804,24.4896443657,-1.1,172.75,59824.1218878,22.2856294467,21.7296173882,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.59508840247,2637.80887871
5879,20.4900866332,21.4440906332,20.4905272568,20.4902935574,21.6179164426,20.4926466672,24.4896640479,-1.1,177.5,59824.1218878,22.2846268576,21.7276848788,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,6.59647801993,2605.90339865
5880,20.4339767332,21.415083811,20.3283598282,20.4688494799,21.5945882302,20.334944393,24.3737687243,-1.00833333333,182.25,51760.1280152,22.1211603349,21.7061550124,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.34407620023,844.202007712
5881,20.3598164777,21.3794499005,20.311269884,20.4394041639,21.5667779876,20.3152001855,24.3323983708,-0.916666666667,187.0,51760.1280152,22.076195069,21.6770749905,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.30417561273,2436.40332414
5882,20.3108407079,21.3506970393,20.3100172554,20.4135821283,21.544450968,20.3107197714,24.3178148595,-0.825,191.75,51760.1280152,22.059488147,21.6512317261,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.30534946126,1686.65243189
5883,20.3098948719,21.3319270951,20.3111520783,20.3950551465,21.5303155247,20.3120907788,24.312675087,-0.733333333333,196.5,51760.1280152,22.0479837222,21.6324259882,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.29766562921,1878.1110207
5884,20.3100800619,21.3197470593,20.3098412982,20.3822511157,21.5218868707,20.3099530045,24.3108520345,-0.641666666667,201.25,51760.1280152,22.0397606446,21.6195460953,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.28994029961,1744.2841815
5885,20.3099552586,21.3105176258,20.3116942442,20.3726738214,21.5163978716,20.3104317935,24.3102084445,-0.55,206.0,51760.1280152,22.0344300754,21.6103799534,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.28367510083,1769.76440156
5886,20.3099613934,21.3023591328,20.3100641489,20.364674171,21.5119327742,20.3114805877,24.3099869253,-0.458333333333,208.083333333,51760.1280152,22.0301123076,21.6032908765,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.27853403381,1725.90886315
5887,20.3098356049,21.2947148327,20.3097395968,20.357506211,21.5077365144,20.3109580484,24.3099149098,-0.366666666667,210.166666667,51760.1280152,22.026070025,21.5973966585,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.27412783276,1699.19901574
5888,20.3102443806,21.2875764143,20.3111035769,20.3509289657,21.5037669271,20.3124989223,24.3098952628,-0.275,212.25,51760.1280152,22.022807614,21.5923005775,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.27042756685,1697.60628582
5889,20.3100186549,21.2809833916,20.310639765,20.3448633783,21.5001383619,20.3098002938,24.3098929901,-0.183333333333,214.333333333,51760.1280152,22.0192089953,21.5878093687,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.26724749708,1624.97632305
5890,20.3101571796,21.27492546,20.3097901138,20.3392617383,21.4969333919,20.3124413771,24.3098967974,-0.0916666666667,216.416666667,51760.1280152,22.0168140693,21.5838066097,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.2645931547,1652.9461197
5891,20.3098267102,21.2693200958,20.3098033971,20.3340571427,21.4941244394,20.3122823201,24.3099023474,0.0,218.5,51760.1280152,22.0143464213,21.5801866765,20.31,20.31,20.31,20.31,20.31,20.31,20.31,20.31,6.26224275355,1586.56478711
5892,20.280472859,21.2515072447,20.2836551451,20.3219058782,21.4814532807,20.2837823238,24.2897291448,0.0,220.583333333,47728.1310789,21.939174701,21.5670118409,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.10977691513,1269.87775303
5893,20.2802605461,21.2305909319,20.2791289143,20.3073923525,21.4662200893,20.2801211983,24.2831089108,0.0,222.666666667,47728.1310789,21.9220414202,21.5500382791,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.09323258405,1645.64797749
5894,20.2799420533,21.2137045059,20.2818331518,20.2947231232,21.4540034054,20.2789061669,24.2809316634,0.0,224.75,47728.1310789,21.9130580779,21.5347863639,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.08894032832,1433.06934508
5895,20.2800278395,21.2021093051,20.2819746723,20.2850885559,21.4459502669,20.2825676339,24.2802154932,0.0,226.833333333,47728.1310789,21.906877516,21.5232643317,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.08348361384,1468.07095432
5896,20.2797854668,21.194013692,20.2803343102,20.2799089903,21.4408020977,20.2816005417,24.2799784275,0.0,228.916666667,47728.1310789,21.901946106,21.5149401151,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.07883612594,1411.31203355
5897,20.2803728081,21.1875614901,20.2793097742,20.2796857489,21.437179208,20.2811767414,24.2799000478,0.0,231.0,47728.1310789,21.898376079,21.5086357473,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.07498102421,1426.38626562
5898,20.2801482063,21.181772492,20.2819830206,20.2796696706,21.4341294887,20.2800795615,24.2798738887,0.0,232.0,47728.1310789,21.8953717568,21.5034456006,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.07167677531,1386.89287305
5899,20.2797936993,21.1763737,20.280427285,20.2802466417,21.431331778,20.2812652008,24.2798650122,0.0,233.0,47728.1310789,21.8929036298,21.4988927374,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.06890291105,1379.50432924
5900,20.2799756457,21.1713614794,20.2797484429,20.2803971874,21.4287654666,20.2813768944,24.2798619037,0.0,234.0,47728.1310789,21.8905878374,21.4947694549,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.0665470033,1350.23758311
5901,20.2801252741,21.1667366975,20.280482253,20.2796995725,21.4264547096,20.2809305618,24.2798607678,0.0,235.0,47728.1310789,21.8884727948,21.490973989,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.06448309395,1327.21213169
5902,20.2798996805,21.1624824306,20.2791341915,20.2801687345,21.4244231791,20.2808063265,24.2798608695,0.0,236.0,47728.1310789,21.8866200945,21.4874476717,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,6.062747741,1307.78091684
