,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,t6,t7,t8,sp0,m,rh
7013,7013,-1.15,204.0,15257.9921033,21.8956659416,20.5776572202,21.9885750684,20.4607856156,20.7562060214,22.2127656817,20.9252066038,24.4600708237,24.46,0.977875311885,0.0
7014,7014,-1.05833333333,219.166666667,15257.9921033,21.8903324306,20.5646369607,21.9839521064,20.4599296138,20.7486915022,22.2207100927,20.9730374542,24.4598302013,24.46,0.977875311885,0.0
7015,7015,-0.966666666667,234.333333333,15257.9921033,21.8862562673,20.5545180838,21.9800385566,20.4601037843,20.7428104048,22.2297075971,21.0213817342,24.4597384102,24.46,0.977875311885,0.0
7016,7016,-0.875,249.5,15257.9921033,21.8829788924,20.5461617345,21.9768135041,20.460388036,20.7380021472,22.2397280257,21.072082058,24.4597050962,24.46,0.977875311885,0.0
7017,7017,-0.783333333333,264.666666667,15257.9921033,21.880284668,20.5392329999,21.9743547432,20.4602997553,20.7340852133,22.2526249482,21.1335355587,24.4596943565,24.46,0.977875311885,0.0
7018,7018,-0.691666666667,279.833333333,15257.9921033,21.8780470178,20.533557562,21.9726918803,20.4599310761,20.7309603229,22.267293842,21.1989093178,24.4596921599,24.46,0.977875311885,0.0
7019,7019,-0.6,295.0,15257.9921033,21.876164498,20.5289519064,21.9718030407,20.4599490468,20.7285260684,22.2828081176,21.2638499027,24.4596928865,24.46,0.977875311885,0.0
7020,7020,-0.55,310.166666667,12701.9980088,21.8455657296,20.5248752506,21.9223134854,20.3066809941,20.7263182544,22.1995188121,21.1134817088,24.3394018613,24.26,0.977875311885,0.0
7021,7021,-0.5,325.333333333,12701.9980088,21.8046872,20.5211430245,21.8614063204,20.2651000318,20.7242617126,22.0898374156,20.939394407,24.2912100654,24.26,0.977875311885,0.0
7022,7022,-0.45,340.5,12701.9980088,21.7696025865,20.5173419469,21.8164564439,20.2607317164,20.7219315486,22.0099775628,20.8597910368,24.2720755738,24.26,0.977875311885,0.0
7023,7023,-0.4,355.666666667,12701.9980088,21.7452846108,20.5136124639,21.7917557786,20.2608738244,20.7195702978,21.9703815486,20.8697812372,24.2644800034,24.26,0.977875311885,0.0
7024,7024,-0.35,370.833333333,12701.9980088,21.7296979239,20.5099198914,21.779695944,20.260294926,20.7171731926,21.957770575,20.9210491181,24.2614755949,24.26,0.977875311885,0.0
7025,7025,-0.3,386.0,12701.9980088,21.7194195561,20.5062464227,21.7728492185,20.2718493205,20.7147343757,21.9579653866,20.9807664059,24.2603077088,24.26,0.977875311885,0.0
7026,7026,-0.25,389.5,12701.9980088,21.7119889851,20.5026135117,21.7675355338,20.3014945764,20.7122757629,21.9619005064,21.0328075979,24.2598657116,24.26,0.977875311885,0.0
7027,7027,-0.2,393.0,12701.9980088,21.7061318268,20.4990705306,21.7628301912,20.3429107718,20.7098427193,21.9662458843,21.0761310897,24.2597066127,24.26,0.977875311885,0.0
7028,7028,-0.15,396.5,12701.9980088,21.7012971044,20.4956741455,21.7588432523,20.3885823393,20.7074900723,21.9707318649,21.1154933275,24.2596567529,24.26,0.977875311885,0.0
7029,7029,-0.1,400.0,12701.9980088,21.6972239924,20.4924598525,21.7557260488,20.4344690406,20.7052520458,21.975756411,21.1543358652,24.2596476694,24.26,0.977875311885,0.0
7030,7030,-0.05,403.5,12701.9980088,21.6937447894,20.489446301,21.7534660467,20.4795607214,20.703148176,21.9815034839,21.193616278,24.2596535,24.26,0.977875311885,0.0
7031,7031,0.0,407.0,12701.9980088,21.690725277,20.4866408224,21.7519616661,20.5238564419,20.7011883067,21.9879004468,21.232890451,24.2596644828,24.26,0.977875311885,0.0
7032,7032,0.0916666666667,410.5,9280.78833685,21.6627549292,20.6586988725,21.7164454346,20.6572420403,20.6798947278,21.9631199398,21.2388020751,24.5910685284,24.64,0.977875311885,0.0
7033,7033,0.183333333333,414.0,9280.78833685,21.6204322874,20.7000980814,21.6675845398,20.674800918,20.6477960464,21.9295702903,21.2579352898,24.6338734404,24.64,0.977875311885,0.0
7034,7034,0.275,417.5,9280.78833685,21.5806325962,20.641370136,21.6280849693,20.6446861663,20.6400143505,21.9051990303,21.2949108046,24.6379748972,24.64,0.977875311885,0.0
7035,7035,0.366666666667,421.0,9280.78833685,21.550987469,20.6402796647,21.6037512182,20.6404509834,20.6401606381,21.8930093798,21.3380066863,24.6392688356,24.64,0.977875311885,0.0
7036,7036,0.458333333333,424.5,9280.78833685,21.5308927862,20.6402593204,21.5898551499,20.6546426563,20.6402901494,21.888673215,21.379335443,24.6396502153,24.64,0.977875311885,0.0
7037,7037,0.55,428.0,9280.78833685,21.5170777942,20.6403040182,21.5808710538,20.6820456034,20.639816656,21.8881686299,21.418263131,24.639757652,24.64,0.977875311885,0.0
7038,7038,0.641666666667,408.5,9280.78833685,21.5067253243,20.6400888878,21.5736882639,20.7021252362,20.6398481304,21.8864473999,21.4408509299,24.639788934,24.64,0.977875311885,0.0
7039,7039,0.733333333333,389.0,9280.78833685,21.4982348319,20.6403143898,21.5672470173,20.7041851496,20.6402164719,21.8810408646,21.441996667,24.6398014159,24.64,0.977875311885,0.0
7040,7040,0.825,369.5,9280.78833685,21.4908849285,20.6399431843,21.5613235901,20.6778775272,20.6398684843,21.8684798087,21.4140560842,24.6398088953,24.64,0.977875311885,0.0
7041,7041,0.916666666667,350.0,9280.78833685,21.4843733015,20.640398155,21.5557012399,20.6426785498,20.6400488828,21.8511264123,21.369317095,24.6398132664,24.64,0.977875311885,0.0
7042,7042,1.00833333333,330.5,9280.78833685,21.4785372696,20.6403462826,21.5500779667,20.6407080485,20.6398681615,21.8319975746,21.3199067628,24.6398166999,24.64,0.977875311885,0.0
7043,7043,1.1,311.0,9280.78833685,21.4732384242,20.6402553726,21.5441707802,20.6391134493,20.6403301005,21.8122692034,21.26916735,24.6398193673,24.64,0.977875311885,0.0
7044,7044,1.1,291.5,9280.78833685,21.4684270852,20.5955577077,21.5381829545,20.5660701118,20.6172200787,21.7922648831,21.2163859843,24.4716654252,24.39,0.977875311885,0.0
7045,7045,1.1,272.0,9280.78833685,21.4639719878,20.5366086237,21.5320019818,20.4505639701,20.5861509056,21.7678324211,21.144555879,24.4161106059,24.39,0.977875311885,0.0
7046,7046,1.1,252.5,9280.78833685,21.4595990265,20.4884662709,21.524992964,20.3956303961,20.5600461878,21.7382388587,21.0532519505,24.3983222781,24.39,0.977875311885,0.0
7047,7047,1.1,233.0,9280.78833685,21.45546327,20.4571414089,21.5173825085,20.3893294295,20.5422592599,21.7076091251,20.9605071365,24.3925799916,24.39,0.977875311885,0.0
7048,7048,1.1,213.5,9280.78833685,21.4515666998,20.438116786,21.5090690035,20.3889749524,20.5306279582,21.6742145681,20.8584980085,24.3907271052,24.39,0.977875311885,0.0
7049,7049,1.1,194.0,9280.78833685,21.4478618675,20.425445413,21.4999036771,20.3903967863,20.5221889126,21.6396354624,20.753484882,24.3901302532,24.39,0.977875311885,0.0
7050,7050,1.1,190.416666667,9280.78833685,21.4443150377,20.4153618787,21.4898592433,20.3910125331,20.5150551048,21.6082229102,20.6649882463,24.3899390157,24.39,0.977875311885,0.0
7051,7051,1.1,186.833333333,9280.78833685,21.4408908066,20.4062643296,21.4790437786,20.3909549148,20.5084157106,21.5816418721,20.5981926365,24.3898780979,24.39,0.977875311885,0.0
7052,7052,1.1,183.25,9280.78833685,21.4375689012,20.397716968,21.4677022317,20.388992001,20.5020573021,21.559101522,20.5463251641,24.3898597987,24.39,0.977875311885,0.0
7053,7053,1.1,179.666666667,9280.78833685,21.4343338372,20.39017329,21.456095294,20.3892145255,20.4959619482,21.5391964896,20.5017359289,24.3898553794,24.39,0.977875311885,0.0
7054,7054,1.1,176.083333333,9280.78833685,21.4311813798,20.3901410376,21.4444476603,20.3907779079,20.4901418043,21.5209296934,20.4605154846,24.3898558454,24.39,0.977875311885,0.0
7055,7055,1.1,172.5,9280.78833685,21.4281047412,20.3898408617,21.4329011515,20.3900942661,20.4845875987,21.5037956242,20.4216449694,24.389857612,24.39,0.977875311885,0.0
7056,7056,1.1,168.916666667,9280.78833685,21.4251833381,20.4879962412,21.4213812654,20.4817649598,20.4900863346,21.4873268642,20.4825075858,24.4582773577,24.49,0.977875311885,0.0
7057,7057,1.1,165.333333333,9280.78833685,21.4221362702,20.5092862403,21.4092517739,20.490808712,20.4904128724,21.4705395673,20.4901195784,24.4797974619,24.49,0.977875311885,0.0
7058,7058,1.1,161.75,9280.78833685,21.4192555403,20.4901821839,21.397367777,20.4915453833,20.4899829198,21.454339295,20.4909523398,24.4866625619,24.49,0.977875311885,0.0
7059,7059,1.1,158.166666667,9280.78833685,21.4164265597,20.490045583,21.3856382378,20.4917531682,20.4901265401,21.4385196175,20.4919686388,24.4888312729,24.49,0.977875311885,0.0
7060,7060,1.1,154.583333333,9280.78833685,21.4136574122,20.490382917,21.3741871212,20.4913672863,20.4900318915,21.423180764,20.4911799753,24.4895187098,24.49,0.977875311885,0.0
7061,7061,1.1,151.0,9280.78833685,21.4109386968,20.4901212634,21.3630199971,20.4895713551,20.4900278549,21.4082913643,20.4911328338,24.4897359573,24.49,0.977875311885,0.0
7062,7062,1.1,152.333333333,9280.78833685,21.4082598411,20.4901350333,21.3521047999,20.4889098966,20.4904127525,21.3943822912,20.4888415602,24.4898046316,24.49,0.977875311885,0.0
7063,7063,1.1,153.666666667,9280.78833685,21.4056124864,20.4902774992,21.3414219457,20.4918450028,20.4899607194,21.3829807243,20.4901480767,24.4898262971,24.49,0.977875311885,0.0
7064,7064,1.1,155.0,9280.78833685,21.402996775,20.4903401116,21.3310018189,20.4901324726,20.4899190055,21.3730877887,20.4921224333,24.4898333654,24.49,0.977875311885,0.0
7065,7065,1.1,156.333333333,9280.78833685,21.4004115491,20.4902772275,21.3208847224,20.4895583845,20.4902061601,21.3637558718,20.4896794258,24.4898357359,24.49,0.977875311885,0.0
7066,7066,1.1,157.666666667,9280.78833685,21.3978569049,20.4901488369,21.3111022784,20.491220012,20.4897308491,21.3546798366,20.4897380273,24.4898367123,24.49,0.977875311885,0.0
7067,7067,1.1,159.0,9280.78833685,21.395329338,20.4900289733,21.3016582501,20.4918594345,20.4898015733,21.3458910401,20.488723008,24.4898371389,24.49,0.977875311885,0.0
7068,7068,1.15,160.333333333,9280.78833685,21.3927986762,20.470446777,21.2925894982,20.4721729522,20.4733839641,21.3376164656,20.4720064793,24.4761840246,24.47,0.977875311885,0.0
7069,7069,1.2,161.666666667,9280.78833685,21.3903349453,20.4699136469,21.2840680221,20.4707214577,20.4698904596,21.3301368875,20.4700209541,24.4718497385,24.47,0.977875311885,0.0
7070,7070,1.25,163.0,9280.78833685,21.3878788386,20.4699007418,21.2759077105,20.4698633224,20.4701079308,21.3232164045,20.4723432169,24.4704718077,24.47,0.977875311885,0.0
7071,7071,1.3,164.333333333,9280.78833685,21.3854503859,20.4702867995,21.2681024084,20.4700839608,20.4700700137,21.3168132635,20.4698027528,24.4700410831,24.47,0.977875311885,0.0
7072,7072,1.35,165.666666667,9280.78833685,21.3830616094,20.4701915574,21.2606494467,20.4710837377,20.4700353451,21.3108767546,20.471637852,24.469912275,24.47,0.977875311885,0.0
7073,7073,1.4,167.0,9280.78833685,21.3807085801,20.470012061,21.2535207796,20.4700069491,20.4699231261,21.3053542312,20.4717863259,24.4698778609,24.47,0.977875311885,0.0
7074,7074,1.45,161.666666667,9280.78833685,21.3783545126,20.4701140441,21.2466221657,20.4710005403,20.4700953478,21.2992599656,20.4702994997,24.4698703422,24.47,0.977875311885,0.0
7075,7075,1.5,156.333333333,9280.78833685,21.3759971985,20.4699038118,21.2399259484,20.4695826313,20.4698974249,21.2921224491,20.4709151895,24.4698697041,24.47,0.977875311885,0.0
7076,7076,1.55,151.0,9280.78833685,21.3736513634,20.4697960754,21.2334180058,20.4714937041,20.4698641746,21.2840733536,20.4708139057,24.469870832,24.47,0.977875311885,0.0
7077,7077,1.6,145.666666667,9280.78833685,21.371325835,20.4700829859,21.2270569529,20.4707035446,20.4703430781,21.2754156571,20.4714933689,24.4698725478,24.47,0.977875311885,0.0
7078,7078,1.65,140.333333333,9280.78833685,21.3690183427,20.4700895116,21.2207818771,20.4695262588,20.4696988159,21.2663687617,20.4701430068,24.4698743714,24.47,0.977875311885,0.0
7079,7079,1.7,135.0,9280.78833685,21.3667327729,20.4701788164,21.2145597916,20.4697303816,20.4697385237,21.2570652023,20.4722775599,24.4698763937,24.47,0.977875311885,0.0
7080,7080,1.7,129.666666667,9280.78833685,21.3658159564,20.6904676046,21.2117944383,20.8688055138,20.7189125447,21.2526949596,20.8698530321,24.8337894576,24.88,0.977875311885,0.0
7081,7081,1.7,124.333333333,9280.78833685,21.3637976133,20.877818484,21.2060477662,20.8784800336,20.8791484161,21.2436787053,20.8825118307,24.8748958676,24.88,0.977875311885,0.0
7082,7082,1.7,119.0,9280.78833685,21.3609735751,20.8798493121,21.1983913921,20.879241818,20.8798927002,21.2314699578,20.8809911326,24.8783725473,24.88,0.977875311885,0.0
7083,7083,1.7,113.666666667,9280.78833685,21.3583116072,20.8804029141,21.1914422462,20.8798736267,20.8797566618,21.219729262,20.8798306605,24.879426819,24.88,0.977875311885,0.0
7084,7084,1.7,108.333333333,9280.78833685,21.3558171078,20.8800842571,21.1852252894,20.8820789644,20.8797037813,21.2087504042,20.8814883936,24.8797374903,24.88,0.977875311885,0.0
7085,7085,1.7,103.0,9280.78833685,21.3534821846,20.8799663573,21.1795539522,20.8808107994,20.87986561,21.1983887672,20.8794028358,24.8798335804,24.88,0.977875311885,0.0
7086,7086,1.7,101.416666667,9280.78833685,21.3512400511,20.8799054139,21.1741122095,20.8799740516,20.8799244843,21.1887030068,20.8805951187,24.8798631356,24.88,0.977875311885,0.0
7087,7087,1.7,99.8333333333,9280.78833685,21.3490455045,20.8804710599,21.1687183012,20.8820813802,20.8801112232,21.1796764446,20.8829613395,24.8798726766,24.88,0.977875311885,0.0
7088,7088,1.7,98.25,9280.78833685,21.3468672318,20.879935323,21.1632955973,20.8804929601,20.880458601,21.1711339579,20.8817077141,24.8798759614,24.88,0.977875311885,0.0
7089,7089,1.7,96.6666666667,9280.78833685,21.3447080978,20.8802003537,21.1578755425,20.881533003,20.8803086102,21.1629420101,20.8814253118,24.8798780602,24.88,0.977875311885,0.0
7090,7090,1.7,95.0833333333,9280.78833685,21.3425641772,20.8800438845,21.1524736743,20.8818740212,20.8803860338,21.1549837781,20.8793001245,24.8798793853,24.88,0.977875311885,0.0
7091,7091,1.7,93.5,9280.78833685,21.3404362888,20.8804017004,21.1471069574,20.8794458219,20.880000926,21.1472053856,20.8792749429,24.8798805955,24.88,0.977875311885,0.0
7092,7092,1.74166666667,91.9166666667,10558.7853841,21.3535635117,20.7770865525,21.1692434882,20.5053573979,20.7953662452,21.194316352,20.6566599039,24.4602509237,24.39,0.977875311885,0.0
7093,7093,1.78333333333,90.3333333333,10558.7853841,21.3712409292,20.633411167,21.1957997089,20.3913545045,20.679399355,21.2536573148,20.4112840872,24.3976440403,24.39,0.977875311885,0.0
7094,7094,1.825,88.75,10558.7853841,21.3852375331,20.5098993301,21.2127194913,20.3887542184,20.5806787985,21.2961749871,20.3924093007,24.3924530817,24.39,0.977875311885,0.0
7095,7095,1.86666666667,87.1666666667,10558.7853841,21.393646924,20.4276001683,21.2190776075,20.3885636976,20.5149523727,21.3177098574,20.3925985298,24.3907913858,24.39,0.977875311885,0.0
7096,7096,1.90833333333,85.5833333333,10558.7853841,21.3979450377,20.3909218661,21.2194368414,20.3916285364,20.4758297533,21.3258759229,20.390695651,24.3902568247,24.39,0.977875311885,0.0
7097,7097,1.95,84.0,10558.7853841,21.3999129925,20.3901339539,21.2175134781,20.3910508147,20.4519812979,21.3279416697,20.3894008637,24.3900743301,24.39,0.977875311885,0.0
7098,7098,1.99166666667,79.9166666667,10558.7853841,21.4007215545,20.3901223356,21.2150700943,20.3889701715,20.4354236863,21.3274696785,20.3913427672,24.3900075867,24.39,0.977875311885,0.0
7099,7099,2.03333333333,75.8333333333,10558.7853841,21.4009280038,20.3900588331,21.2125391654,20.3901844508,20.4223186771,21.3256047312,20.3924949464,24.3899811269,24.39,0.977875311885,0.0
7100,7100,2.075,71.75,10558.7853841,21.4007513376,20.3901349016,21.2098646132,20.3903238037,20.4112572378,21.3225791454,20.3908298605,24.3899693529,24.39,0.977875311885,0.0
7101,7101,2.11666666667,67.6666666667,10558.7853841,21.400285423,20.3899009079,21.2069555263,20.3897122224,20.401743647,21.3190019562,20.3905147912,24.3899629563,24.39,0.977875311885,0.0
7102,7102,2.15833333333,63.5833333333,10558.7853841,21.3995951273,20.3900182817,21.2038035574,20.3892946309,20.3934861266,21.3148745864,20.3911529222,24.3899585858,24.39,0.977875311885,0.0
7103,7103,2.2,59.5,10558.7853841,21.3987334242,20.3901434529,21.2004395663,20.389359334,20.3901622213,21.3100891534,20.3906030179,24.389955097,24.39,0.977875311885,0.0
7104,7104,2.25,55.4166666667,13114.7794786,21.4272126961,20.4784624587,21.2478620045,20.4732348783,20.4778983756,21.4088341409,20.501321245,24.4515804645,24.48,0.977875311885,0.0
7105,7105,2.3,51.3333333333,13114.7794786,21.465911999,20.479775575,21.3073029117,20.478651226,20.4997618267,21.5350088402,20.6242351086,24.4710437186,24.48,0.977875311885,0.0
7106,7106,2.35,47.25,13114.7794786,21.4992781061,20.4797872959,21.3505702361,20.4812387902,20.4807359054,21.6306735476,20.6969528981,24.4773110384,24.48,0.977875311885,0.0
7107,7107,2.4,43.1666666667,13114.7794786,21.5222975426,20.4800673664,21.3735180334,20.4808395571,20.4799051724,21.6850921763,20.721437285,24.4793195098,24.48,0.977875311885,0.0
7108,7108,2.45,39.0833333333,13114.7794786,21.5366683459,20.4799748557,21.3836898132,20.4783745114,20.4802959034,21.7113819511,20.7219079374,24.4799503749,24.48,0.977875311885,0.0
7109,7109,2.5,35.0,13114.7794786,21.5456001281,20.4797078091,21.3885927507,20.4796883968,20.4799597118,21.7240899491,20.7162626485,24.4801329719,24.48,0.977875311885,0.0
7110,7110,2.55,32.3333333333,13114.7794786,21.5515051883,20.4801895031,21.392100526,20.479564726,20.4798169584,21.7317953831,20.7118768517,24.4801768453,24.48,0.977875311885,0.0
7111,7111,2.6,29.6666666667,13114.7794786,21.5557116852,20.4797585786,21.3953320932,20.4804724991,20.4798459252,21.7377433691,20.7092721088,24.4801862996,24.48,0.977875311885,0.0
7112,7112,2.65,27.0,13114.7794786,21.5588030543,20.4802086381,21.3981894539,20.4815398334,20.479836395,21.7429162734,20.7068707226,24.4801802097,24.48,0.977875311885,0.0
7113,7113,2.7,24.3333333333,13114.7794786,21.5610728352,20.4799014862,21.400499246,20.479540615,20.4796978645,21.7470604652,20.7051086188,24.4801714489,24.48,0.977875311885,0.0
7114,7114,2.75,21.6666666667,13114.7794786,21.5627105163,20.4798346801,21.4022452666,20.4789551052,20.4802060714,21.7499465381,20.7029565412,24.4801624959,24.48,0.977875311885,0.0
7115,7115,2.8,19.0,13114.7794786,21.5638720926,20.4800535988,21.4035247539,20.4799528269,20.4800956978,21.7507307916,20.6954924809,24.4801542869,24.48,0.977875311885,0.0
7116,7116,2.8,16.3333333333,13114.7794786,21.5639474046,20.6956774399,21.4040951788,20.9077632269,20.7232877141,21.7503283266,20.9405845864,24.8709911117,24.92,0.977875311885,0.0
7117,7117,2.8,13.6666666667,13114.7794786,21.564142602,20.9170507941,21.4053356628,20.9206915241,20.9178432268,21.7501999433,20.9620838177,24.9147154315,24.92,0.977875311885,0.0
7118,7118,2.8,0.0,13114.7794786,21.5643542702,20.920094514,21.4068151734,20.9209470952,20.9200774798,21.7485655563,20.9274413471,24.9184234545,24.92,0.977875311885,0.0
7119,7119,2.8,0.0,13114.7794786,21.5648051867,20.9201609142,21.4090482243,20.918428023,20.9199474232,21.7472791331,20.922861247,24.9195370959,24.92,0.977875311885,0.0
7120,7120,2.8,0.0,13114.7794786,21.5651568968,20.919401653,21.4112168599,20.9213529879,20.919738237,21.7465525118,20.9212254962,24.919864862,24.92,0.977875311885,0.0
7121,7121,2.8,0.0,13114.7794786,21.5653138955,20.9193725496,21.4130669273,20.9187011956,20.9200800891,21.7463631882,20.920616193,24.9199635629,24.92,0.977875311885,0.0
7122,7122,2.8,0.0,13114.7794786,21.5653029008,20.9193869616,21.4146356031,20.921877101,20.920159657,21.7465247764,20.9197218561,24.9199906447,24.92,0.977875311885,0.0
7123,7123,2.8,0.0,13114.7794786,21.5651761774,20.9195980823,21.4160187205,20.9197702272,20.9193245168,21.7468542219,20.9220007161,24.9199938482,24.92,0.977875311885,0.0
7124,7124,2.8,0.0,13114.7794786,21.5649694731,20.9200261466,21.4172717268,20.9193118229,20.9194591415,21.7472323679,20.920845004,24.9199891308,24.92,0.977875311885,0.0
7125,7125,2.8,0.0,13114.7794786,21.5647035136,20.9196081382,21.4184180023,20.9206682861,20.9193194649,21.7476116196,20.9213610766,24.9199824811,24.92,0.977875311885,0.0
7126,7126,2.8,0.0,13114.7794786,21.5643870163,20.9197206216,21.4194600073,20.9184101474,20.9200011797,21.7479601853,20.9225033595,24.9199760018,24.92,0.977875311885,0.0
7127,7127,2.8,0.0,13114.7794786,21.5640341939,20.9197700495,21.4204189101,20.9191786938,20.919961536,21.7482891105,20.9230164691,24.919969987,24.92,0.977875311885,0.0
7128,7128,2.8,0.0,21097.6020537,21.6268359758,20.8359098267,21.5030576977,20.5459888236,20.8790647196,21.814495446,20.8717310093,24.5300758962,24.42,0.977875311885,0.0
7129,7129,2.8,0.0,21097.6020537,21.7210227681,20.7227606095,21.6183059101,20.4221221556,20.8316227423,21.9096645201,20.8222939923,24.4436375006,24.42,0.977875311885,0.0
7130,7130,2.8,0.0,21097.6020537,21.8081084809,20.6284670885,21.7147146781,20.4218322049,20.7981475332,21.9909468302,20.7949553232,24.4306399787,24.42,0.977875311885,0.0
7131,7131,2.8,0.0,21097.6020537,21.8734365154,20.5688353128,21.7781837731,20.4207240397,20.7822577303,22.0454449508,20.7879475744,24.4248092302,24.42,0.977875311885,0.0
7132,7132,2.8,0.0,21097.6020537,21.9191608629,20.5373751069,21.817645224,20.4203122031,20.7788841446,22.0796225406,20.7912903017,24.4222040816,24.42,0.977875311885,0.0
7133,7133,2.8,0.0,21097.6020537,21.9518729545,20.5223013755,21.8449450351,20.4206022792,20.7820337652,22.1028050631,20.7966382429,24.4210346905,24.42,0.977875311885,0.0
7134,7134,2.8,0.0,21097.6020537,21.9769055644,20.5150864202,21.8673836765,20.4185368744,20.7879402332,22.1210390186,20.8008893546,24.4205067676,24.42,0.977875311885,0.0
7135,7135,2.8,0.0,21097.6020537,21.9973882638,20.511476161,21.8877473693,20.4217207973,20.7948907251,22.1368358246,20.8039538288,24.4202661862,24.42,0.977875311885,0.0
7136,7136,2.8,0.0,21097.6020537,22.0145271171,20.5098278277,21.9065881435,20.421373042,20.8022614594,22.1508895767,20.8064433514,24.4201563889,24.42,0.977875311885,0.0
7137,7137,2.8,0.0,21097.6020537,22.0288740694,20.509543962,21.9238999942,20.4190228314,20.8098201458,22.1633689273,20.808706273,24.4201067118,24.42,0.977875311885,0.0
7138,7138,2.8,0.0,21097.6020537,22.0408931672,20.5102883178,21.9397349637,20.4198631529,20.8174212291,22.1744180037,20.8107466714,24.4200844524,24.42,0.977875311885,0.0
7139,7139,2.8,0.0,21097.6020537,22.0510530722,20.5117720062,21.9542724976,20.4195225906,20.8249459707,22.1842494171,20.8124886296,24.4200745962,24.42,0.977875311885,0.0
7140,7140,2.8,0.0,28215.2090513,22.116468191,20.5253741422,22.0550706004,20.2227299095,20.8558694431,22.3226298689,21.0561074214,24.105066948,23.98,0.977875311885,0.0
7141,7141,2.8,0.0,28215.2090513,22.2155822685,20.5464313008,22.1946960331,20.0043436361,20.9041521433,22.5111249031,21.3360344824,24.0173744621,23.98,0.977875311885,0.0
7142,7142,2.8,0.0,28215.2090513,22.3084152703,20.5664327028,22.3125847389,19.9824458355,20.9509870462,22.6662036646,21.5126396016,24.0016529499,23.98,0.977875311885,0.0
7143,7143,2.8,0.0,28215.2090513,22.375634125,20.5817121594,22.3884855681,19.9807434352,20.9872235086,22.7622602616,21.5773064251,23.9914815001,23.98,0.977875311885,0.0
7144,7144,2.8,0.0,28215.2090513,22.4186334188,20.5932702002,22.4328394452,19.9798823884,21.0137817736,22.8142526096,21.5861878482,23.9861727746,23.98,0.977875311885,0.0
7145,7145,2.8,0.0,28215.2090513,22.4456938989,20.602995472,22.4611978803,19.9803918781,21.0343783143,22.8433630505,21.5840264294,23.9833781461,23.98,0.977875311885,0.0
7146,7146,2.8,0.0,28215.2090513,22.4640954428,20.6122055279,22.4836832486,19.9814410481,21.0520200645,22.8633871199,21.5873743708,23.9818856608,23.98,0.977875311885,0.0
7147,7147,2.8,0.0,28215.2090513,22.4780853106,20.6214487117,22.5043885125,19.9809153851,21.0682609908,22.8801819005,21.5956490307,23.9810781231,23.98,0.977875311885,0.0
7148,7148,2.8,0.0,28215.2090513,22.4896219121,20.6308123613,22.5241560909,19.9806466184,21.0836736195,22.895291777,21.604528439,23.9806366727,23.98,0.977875311885,0.0
