,Unnamed: 0,tout,s,i,t1,t2,t3,t4,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,1370.12168735,20.9399304202,20.9398887748,22.2790797598,22.0072972797,24.94,0.13577444552,162.655077254
7001,7001,-1.95,46.0,1370.12168735,20.9400446602,20.9398448214,22.2741532042,22.0031535882,24.94,0.13577444552,171.674284559
7002,7002,-1.90833333333,59.1666666667,1370.12168735,20.9402822917,20.9402255787,22.2725561235,22.0010221704,24.94,0.13577444552,162.655834601
7003,7003,-1.86666666667,72.3333333333,1370.12168735,20.9398822157,20.9403712275,22.2702852614,21.9998822258,24.94,0.13577444552,153.541474999
7004,7004,-1.825,85.5,1370.12168735,20.940074663,20.9398723951,22.2685223525,21.9993545081,24.94,0.13577444552,153.541636003
7005,7005,-1.78333333333,98.6666666667,1370.12168735,20.939818195,20.9397944061,22.2678808111,21.9992747419,24.94,0.13577444552,144.328267055
7006,7006,-1.74166666667,111.833333333,1370.12168735,20.9399322782,20.9400169351,22.2688804915,21.9995004034,24.94,0.13577444552,144.332501825
7007,7007,-1.7,125.0,1370.12168735,20.9401330725,20.9402463883,22.2703932607,21.9999906824,24.94,0.13577444552,139.681828761
7008,7008,-1.60833333333,138.166666667,1113.7763394,20.904679641,20.868275879,22.2536125665,21.9824309164,24.46,0.13577444552,0.0
7009,7009,-1.51666666667,151.333333333,1113.7763394,20.855253447,20.7691360064,22.2312305983,21.9562926539,24.46,0.13577444552,0.0
7010,7010,-1.425,164.5,1113.7763394,20.8127195149,20.6848180125,22.214119689,21.9321944566,24.46,0.13577444552,0.0
7011,7011,-1.33333333333,177.666666667,1113.7763394,20.7841663645,20.6292770605,22.2059982641,21.9146922802,24.46,0.13577444552,0.0
7012,7012,-1.24166666667,190.833333333,1113.7763394,20.7669221704,20.5968750598,22.2068794936,21.9032170941,24.46,0.13577444552,0.0
7013,7013,-1.15,204.0,1113.7763394,20.7562060214,20.5776572202,22.2127656817,21.8956659416,24.46,0.13577444552,0.0
7014,7014,-1.05833333333,219.166666667,1113.7763394,20.7486915022,20.5646369607,22.2207100927,21.8903324306,24.46,0.13577444552,0.0
7015,7015,-0.966666666667,234.333333333,1113.7763394,20.7428104048,20.5545180838,22.2297075971,21.8862562673,24.46,0.13577444552,0.0
7016,7016,-0.875,249.5,1113.7763394,20.7380021472,20.5461617345,22.2397280257,21.8829788924,24.46,0.13577444552,0.0
7017,7017,-0.783333333333,264.666666667,1113.7763394,20.7340852133,20.5392329999,22.2526249482,21.880284668,24.46,0.13577444552,0.0
7018,7018,-0.691666666667,279.833333333,1113.7763394,20.7309603229,20.533557562,22.267293842,21.8780470178,24.46,0.13577444552,0.0
7019,7019,-0.6,295.0,1113.7763394,20.7285260684,20.5289519064,22.2828081176,21.876164498,24.46,0.13577444552,0.0
7020,7020,-0.55,310.166666667,1113.7763394,20.7263182544,20.5248752506,22.1995188121,21.8455657296,24.26,0.13577444552,0.0
7021,7021,-0.5,325.333333333,1113.7763394,20.7242617126,20.5211430245,22.0898374156,21.8046872,24.26,0.13577444552,0.0
7022,7022,-0.45,340.5,1113.7763394,20.7219315486,20.5173419469,22.0099775628,21.7696025865,24.26,0.13577444552,0.0
7023,7023,-0.4,355.666666667,1113.7763394,20.7195702978,20.5136124639,21.9703815486,21.7452846108,24.26,0.13577444552,0.0
7024,7024,-0.35,370.833333333,1113.7763394,20.7171731926,20.5099198914,21.957770575,21.7296979239,24.26,0.13577444552,0.0
7025,7025,-0.3,386.0,1113.7763394,20.7147343757,20.5062464227,21.9579653866,21.7194195561,24.26,0.13577444552,0.0
7026,7026,-0.25,389.5,1113.7763394,20.7122757629,20.5026135117,21.9619005064,21.7119889851,24.26,0.13577444552,0.0
7027,7027,-0.2,393.0,1113.7763394,20.7098427193,20.4990705306,21.9662458843,21.7061318268,24.26,0.13577444552,0.0
7028,7028,-0.15,396.5,1113.7763394,20.7074900723,20.4956741455,21.9707318649,21.7012971044,24.26,0.13577444552,0.0
7029,7029,-0.1,400.0,1113.7763394,20.7052520458,20.4924598525,21.975756411,21.6972239924,24.26,0.13577444552,0.0
7030,7030,-0.05,403.5,1113.7763394,20.703148176,20.489446301,21.9815034839,21.6937447894,24.26,0.13577444552,0.0
7031,7031,0.0,407.0,1113.7763394,20.7011883067,20.4866408224,21.9879004468,21.690725277,24.26,0.13577444552,0.0
7032,7032,0.0916666666667,410.5,729.258317462,20.6798947278,20.6586988725,21.9631199398,21.6627549292,24.64,0.13577444552,0.0
