23.9259830369,23.5393713383,23.9295922419,22.6750428717,23.8123442043,24.0063347705,23.7667906045,23.9892355736,
23.9054442003,23.5598252725,23.9108107683,22.7870360116,23.8491775748,24.0103375786,23.8922075707,23.9781160374,
23.8878091601,23.579310169,23.8940668188,22.8895820755,23.864635078,23.9990061292,23.9308530891,23.9544203114,
23.8728342302,23.598070559,23.8782395218,22.9836258633,23.8727269683,23.9833678553,23.9430798883,23.9301506075,
23.8602135406,23.6161300693,23.8631747178,23.0698986923,23.877992522,23.9668831181,23.9471887132,23.9083793716,
23.8496690038,23.6334767008,23.8487548003,23.1490585974,23.88186991,23.9506164165,23.9487648893,23.8896716619,
23.8409523763,23.6500728127,23.8348870935,23.221705829,23.8848390169,23.9348999535,23.9495153284,23.8738522718,
23.8338425422,23.6659621071,23.8214955534,23.2883889967,23.8871746567,23.9198338483,23.9499777298,23.8606570676,
23.8281441399,23.6810919739,23.8085209374,23.3496118033,23.8889407325,23.9054515577,23.9503085734,23.8496856202,
23.8223341174,23.6659124332,23.7877508886,23.3990376612,23.840069565,23.8703673976,23.8542902594,23.7573132758,
23.8175139796,23.6783397053,23.7672688351,23.4443453394,23.8347776614,23.8482869407,23.8256363371,23.7475001898,
23.8134679764,23.6854365079,23.7471609614,23.485785196,23.8299174698,23.8308248988,23.8166165079,23.7428659575,
23.8101528845,23.6875649217,23.7275917722,23.5237587452,23.8216480118,23.8153250767,23.813941306,23.7350009034,
23.807721174,23.6933963396,23.7086827822,23.5587936114,23.8180724057,23.8008345925,23.8133003118,23.721957954,
23.8058556041,23.6986737174,23.6901944049,23.5909171957,23.8145224195,23.7871059396,23.8131294936,23.7182688026,
23.8044720618,23.7037559537,23.6728716029,23.6203479626,23.8114468932,23.774299182,23.8130308857,23.7136968427,
23.8035016811,23.7087069891,23.6566752148,23.6473084126,23.8088571586,23.7623620512,23.8129539211,23.710158661,
23.8028833609,23.7134715233,23.641570542,23.6720024556,23.8066539671,23.7512566354,23.8128725299,23.7074888448,
23.8025633483,23.7180209032,23.6275268084,23.6946172581,23.8047759187,23.74094929,23.8127827974,23.7055433348,
23.8024943949,23.7223375986,23.6145164643,23.7153245336,23.8031773898,23.7314082713,23.8126855362,23.7042027733,
23.8026351629,23.7263953962,23.6025151289,23.7342819937,23.8018047675,23.7226041785,23.812580595,23.7033500534,
23.8025660002,23.7276239239,23.5854033233,23.7515684798,23.8018824726,23.7156726965,23.8665316233,23.7055283883,
23.8026608166,23.7288424046,23.5695251183,23.767396813,23.7946632463,23.703022235,23.882712408,23.7013545915,
23.8029085814,23.7301059297,23.5548341556,23.7819126157,23.7861005831,23.6894113312,23.8876364433,23.6958798047,
23.8032900751,23.7314112503,23.5413041484,23.7952309269,23.7779828959,23.6762976722,23.8890032233,23.6906029999,
23.8037859327,23.7327414694,23.5289152161,23.8074522733,23.7707535356,23.6640663742,23.8893288339,23.68588203,
23.8043786774,23.7340784582,23.5176498221,23.8186677024,23.7644770555,23.6527970267,23.8893355344,23.6817567108,
23.8052240386,23.7355256059,23.5053521221,23.8291885191,23.7583742706,23.6417356366,23.8894784843,23.678153457,
23.8062958007,23.737060084,23.4920409803,23.8390748072,23.7524096126,23.6308573202,23.8896565543,23.6749889843,
23.8075706961,23.7386616387,23.4777365669,23.8483817923,23.7465645645,23.6201498065,23.8898417183,23.672201129,
23.8090280585,23.7403121905,23.4624601427,23.8571601782,23.7408265787,23.6096047811,23.8900260376,23.6697385895,
23.8106495315,23.7419955695,23.4462338439,23.8654564919,23.7351856694,23.5992152945,23.8902075195,23.6675573121,
23.8124188151,23.7436973108,23.4290804869,23.8733134143,23.7296332504,23.5889749323,23.8903860222,23.6656188835,
23.8074520068,23.7436153257,23.4181915852,23.8679365002,23.8093845279,23.6560454915,24.2264028715,23.7065422179,
23.8031728049,23.7432834333,23.4069650507,23.8632679454,23.8333983258,23.6784710039,24.3290913935,23.7035256381,
