,b4,b5
0,1.56851545464,-0.184859322128
1,1.56850280675,-0.184853562925
2,1.56889114396,-0.184842630818
3,1.56918451141,-0.184831698711
4,1.56960554098,-0.184820766604
5,1.56938143536,-0.184809834496
6,1.56954970023,-0.184798902389
7,1.57012875463,-0.184787970282
8,1.63840053303,-0.184772676634
9,1.63370559044,-0.184757382986
10,1.63245398324,-0.184590325081
11,1.60700694745,-0.18286536073
12,1.6205314657,-0.183803321668
13,1.61511580172,-0.183470983576
14,1.61483845357,-0.183425297184
15,1.6145254602,-0.183376499174
16,1.61398979843,-0.183329064704
17,1.61319696458,-0.183284832517
18,1.61281810373,-0.183242191695
19,1.61247163164,-0.183200305085
20,1.63442011509,-0.184055472825
21,1.61074073613,-0.182880206328
22,1.62217635553,-0.183427242394
23,1.61849323517,-0.183260960746
24,1.61836965847,-0.183227431953
25,1.61797667126,-0.183194737214
26,1.61729367488,-0.183170413913
27,1.61667820048,-0.183145888581
28,1.61620147003,-0.183123091905
29,1.6159409629,-0.183101168369
30,1.61588994557,-0.183078607705
31,1.61590353366,-0.183057853063
32,1.56168577327,-0.180888834328
33,1.61847417939,-0.183941693699
34,1.57580788798,-0.181462421487
35,1.58818526946,-0.182154585961
36,1.5872443621,-0.182064137708
37,1.58706770761,-0.18202533764
38,1.58612279825,-0.182037978396
39,1.58524165459,-0.182059327517
40,1.58516216488,-0.182117663829
41,1.58447617237,-0.182151654964
42,1.58341240411,-0.182157388015
43,1.58213945206,-0.182153022038
44,1.57423299571,-0.181866005628
45,1.5793568836,-0.182207298665
46,1.5746709772,-0.182038519459
47,1.57495749063,-0.182082562051
48,1.57553631798,-0.182087953176
49,1.57435777688,-0.182094658451
50,1.57446686112,-0.182091415015
51,1.57439747526,-0.182087923731
52,1.57416651738,-0.182085623195
53,1.57367955157,-0.182082097844
54,1.57348810491,-0.182077725786
55,1.57313200755,-0.182074704775
56,1.60455091711,-0.184232790953
57,1.5651695548,-0.182306380535
58,1.58535316859,-0.183281428752
59,1.58070639751,-0.183053571344
60,1.58056022225,-0.183049707035
61,1.58049407669,-0.183044949269
62,1.58048659764,-0.183037181781
63,1.58022160409,-0.183027965028
64,1.5801881651,-0.183020688757
65,1.58018560331,-0.183013080801
66,1.58021192999,-0.18300387299
67,1.58007218047,-0.18299623075
68,1.53760235682,-0.180576676913
69,1.58132235258,-0.182823581485
70,1.54777029723,-0.180995919665
71,1.55607043185,-0.181464439886
72,1.55639403226,-0.181457503611
73,1.55632263608,-0.181450703989
74,1.55612127941,-0.181448058562
75,1.5558912974,-0.181442768131
76,1.55574092974,-0.181437776397
77,1.55546042853,-0.181433671638
78,1.55535875183,-0.181427627669
79,1.55511000295,-0.181421649544
80,1.64033871804,-0.184214361311
81,1.57075501379,-0.181927644123
82,1.59113752542,-0.182327746235
83,1.59192938911,-0.182604257641
84,1.5888239072,-0.182422007992
85,1.58846657161,-0.182417062742
86,1.58820350632,-0.182404004167
87,1.58791638952,-0.182391469724
88,1.58750321037,-0.182380751671
89,1.58740824007,-0.182369187441
90,1.58699782683,-0.182359143526
