23.4082178443,23.6953926171,23.4112771559,
23.416184831,23.6842248405,23.4225343641,
23.4238848403,23.6739327429,23.4336251975,
23.4313747619,23.6644958555,23.4445529859,
23.4385638047,23.6558616229,23.4553186927,
23.4455554918,23.6479840529,23.4659239475,
23.4522439278,23.6408150816,23.4763696513,
23.458644377,23.6343094335,23.4866567894,
23.4649326249,23.6284313192,23.4967874899,
23.4855743162,23.6236336846,23.5026617303,
23.4946509774,23.619333883,23.5167027282,
23.5090437261,23.6160116155,23.5268356529,
23.5214208234,23.613416621,23.5377831102,
23.5330797562,23.6115092477,23.5487200841,
23.5440715908,23.6102289353,23.5596026031,
23.5545065741,23.6095310993,23.5704208691,
23.5645488208,23.6093713189,23.5811646194,
23.5742672091,23.6097109301,23.5918266464,
23.5835049578,23.6105023788,23.6023997991,
23.5924897473,23.6117135031,23.6128796509,
23.6012042632,23.6133133121,23.6232623272,
23.617389867,23.6158114046,23.6254293894,
23.6192732041,23.6180767408,23.6371010869,
23.6283917648,23.6208216351,23.6437327881,
23.6354824637,23.6237647509,23.6513832674,
23.6424125533,23.626927184,23.659011171,
23.6489822245,23.630280394,23.6665808002,
23.6553063181,23.6337702581,23.6740925233,
23.6614239317,23.6373820958,23.681543575,
23.6673633084,23.6411027965,23.6889328353,
23.673131987,23.6449204207,23.6962593102,
23.6787535418,23.6488242672,23.7035223625,
23.6842496563,23.6528051176,23.7107215522,
23.6875223572,23.6565360551,23.7334179123,
23.7034360935,23.6610505614,23.7375554838,
23.7049299774,23.6651961522,23.7529795517,
23.7111749264,23.6695465578,23.7657774477,
23.7171626894,23.6739868857,23.7782908908,
23.7231891024,23.6785208048,23.7906187954,
23.7289907397,23.6830651858,23.802750773,
23.7345674604,23.6876108273,23.8146932794,
23.7402189954,23.6921657107,23.8264514707,
23.7457492694,23.6967211058,23.8380286857,
23.7511304269,23.7012704104,23.8494278582,
23.7563526361,23.7058075896,23.8606515227,
23.7615335469,23.7103642699,23.8836255036,
23.7516082947,23.7141613943,23.8932772317,
23.7613687174,23.7185055713,23.8943393774,
23.7642859121,23.7225908089,23.8959631172,
23.7674255773,23.726571591,23.8982117861,
23.7702549949,23.7304253623,23.9004836013,
23.7729923712,23.7342026329,23.9027830978,
23.7756695962,23.7379046443,23.9051065743,
23.7782878435,23.7415325731,23.9074507595,
23.7806880145,23.7450808708,23.9098122881,
23.7830744128,23.7485525912,23.9121885642,
23.7853198972,23.751945366,23.9145774823,
23.7741658685,23.7544499311,23.9269438972,
23.7839674849,23.757601134,23.9287003931,
23.7832981171,23.7603953831,23.9333831391,
23.7851957721,23.7631690629,23.9365256445,
23.7872065883,23.7658887194,23.9395662653,
23.7892726719,23.768558844,23.9425767607,
23.7914702767,23.7712026279,23.9455585363,
23.7936394872,23.7738197879,23.9485160456,
