,Unnamed: 0,z0,z1,z2,z3,z4,tout,s,i,t1,t2,t3,sp0,sp1,sp2,sp3,sp4,sp,m,rh
80,80,23.0914581259,24.1510948641,24.1481621066,24.1506485633,21.4740605115,2.075,0.0,11385.9571778,22.8145926988,22.8282152891,22.8838060513,24.15,24.15,24.15,24.15,24.15,24.15,13.6657285421,88154.9428301
81,81,23.0913091015,24.1506124755,24.1476209498,24.1485696845,21.4725278646,2.11666666667,0.0,11385.9571778,22.8140447445,22.8264188493,22.8838716329,24.15,24.15,24.15,24.15,24.15,24.15,13.6657285421,88154.9771877
82,82,23.0911296385,24.1500154738,24.1506960888,24.1498593387,21.471007101,2.15833333333,0.0,11385.9571778,22.8136765672,22.824604586,22.8838373137,24.15,24.15,24.15,24.15,24.15,24.15,13.6657285421,88244.367366
83,83,23.0909320733,24.1507808692,24.1483205421,24.1514138045,21.4694957922,2.2,0.0,11385.9571778,22.8131921766,22.822807451,22.8837272537,24.15,24.15,24.15,24.15,24.15,24.15,13.6657285421,88243.1079322
84,84,23.0907248782,23.9898817813,23.9917851761,23.986455981,21.4693824251,2.2,0.0,11385.9571778,22.7980006251,22.822137606,22.883561179,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,84329.9757511
85,85,23.0900361689,23.9812816322,23.9808193352,23.9788531415,21.470125424,2.2,0.0,11385.9571778,22.7968622814,22.8186739571,22.8833548433,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,88297.9375203
86,86,23.0892817367,23.9792123011,23.9779502224,23.9807149643,21.4709714202,2.2,0.0,11385.9571778,22.7964425655,22.8156749777,22.8831205368,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,86358.300723
87,87,23.0887110944,23.9807327152,23.978037817,23.9790298443,21.4716930534,2.2,0.0,11385.9571778,22.7962356523,22.8147838678,22.8828652452,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,86739.0746048
88,88,23.0883122146,23.979051245,23.9787092301,23.9799504901,21.4723572185,2.2,0.0,11385.9571778,22.7961065167,22.8154745864,22.8825925653,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,86746.2819776
89,89,23.0879888007,23.9792239278,23.9795010111,23.9789972508,21.4730335474,2.2,0.0,11385.9571778,22.7960488486,22.8167784924,22.8823047532,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,86739.1021293
90,90,23.0876890945,23.9800482796,23.978394182,23.9800807767,21.4798894842,2.2,94.25,11367.2933131,22.7974666587,22.8181685815,22.8820023355,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,85554.5004582
91,91,23.0875387428,23.9797079338,23.9811206387,23.9798127473,21.4874701983,2.2,133.5,11338.792954,22.7991883773,22.8199399407,22.8816878861,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,84911.1550051
92,92,23.0877689877,23.9801146593,23.9798582472,23.979372092,21.4937960501,2.2,172.75,11291.6287301,22.800778193,22.8222115559,22.8813661173,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,84318.4313434
93,93,23.088559022,23.9794811422,23.9818922664,23.9790653017,21.499115889,2.2,212.0,11244.4645063,22.8025763005,22.8247828115,22.8810429405,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,83704.5145852
94,94,23.0899822257,23.9796280047,23.9816444915,23.9789594388,21.5043922279,2.2,251.25,11244.4645063,22.8047567206,22.8275254612,22.8807248417,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,82978.16979
95,95,23.092039929,23.980940977,23.9807054389,23.9785769377,21.5096864429,2.2,290.5,11197.3003045,22.807382502,22.8304703887,22.8804180539,23.98,23.98,23.98,23.98,23.98,23.98,13.6657285421,82255.0755789
96,96,23.0947101432,23.772603864,23.775139853,23.769642125,21.5120093922,2.2,329.75,11197.3003045,22.790310938,22.8316967155,22.8801281967,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,76994.1509488
97,97,23.0979537322,23.7611190738,23.7617495914,23.7605788194,21.5125839926,2.2,369.0,11197.3003045,22.7915681229,22.825926232,22.8798602579,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,81612.7156767
98,98,23.1017110617,23.7611944643,23.7593604134,23.7600957685,21.5132661275,2.2,408.25,11197.3003045,22.7941776605,22.8189663929,22.8796183463,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,78547.3658396
99,99,23.1059016456,23.7592989465,23.7590336592,23.7593510881,21.5158045481,2.2,447.5,11197.3003045,22.7974941668,22.8143973242,22.8794055218,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,78478.191127
100,100,23.1104357494,23.7602413652,23.7610297607,23.7592109537,21.5187251656,2.2,486.75,11197.3003045,22.8013187781,22.8121907529,22.8792240511,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,77969.12351
101,101,23.1152300096,23.7606535438,23.7616086826,23.7611697485,21.5212429288,2.2,526.0,11197.3003045,22.8052224568,22.8111772889,22.8790760647,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,77291.7515361
102,102,23.1201876532,23.7595097275,23.7613857783,23.7605266572,21.5239546583,2.2,533.25,11197.3003045,22.8091291946,22.8105098516,22.8789642179,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,76789.7582892
103,103,23.1251410176,23.7604835202,23.7602196309,23.7613310615,21.5270678002,2.2,540.5,11197.3003045,22.8132144258,22.8098902278,22.8788922172,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,76439.2753034
104,104,23.1298598642,23.7609855277,23.7614759092,23.760193759,21.5281493284,2.2,547.75,11150.1361027,22.8166706212,22.8093509423,22.8788646049,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,76037.9335578
105,105,23.1341374695,23.7600479741,23.7594994445,23.7602607721,21.5290964444,2.2,555.0,11150.1361027,22.8196838173,22.8087612046,22.8788861754,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,75678.7543277
106,106,23.1378520889,23.7595598068,23.7600008349,23.7607568909,21.5309910784,2.2,562.25,11150.1361027,22.8226395342,22.8079908703,22.8789611846,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,75385.3801492
107,107,23.1409668029,23.7598319727,23.7588292636,23.7607525961,21.5333510157,2.2,569.5,11150.1361027,22.8252623943,22.8070786547,22.87909305,23.76,23.76,23.76,23.76,23.76,23.76,13.6657285421,75065.4237751
108,108,23.1435005293,23.8821686052,23.8822026,23.8853322424,21.5374896491,2.2,576.75,11150.1361027,22.8394627901,22.8069972586,22.8792840802,23.89,23.89,23.89,23.89,23.89,23.89,13.6657285421,77654.9580492
109,109,23.1456764518,23.8895320806,23.8896410683,23.8899448261,21.5432126242,2.2,584.0,11150.1361027,22.844200187,22.8112249671,22.8795356593,23.89,23.89,23.89,23.89,23.89,23.89,13.6830729185,74389.6826424
110,110,23.1470704115,23.8903938623,23.891008742,23.889399618,21.5480469923,2.2,591.25,11150.1361027,22.8449929605,22.8157493498,22.8798483039,23.89,23.89,23.89,23.89,23.89,23.89,13.6657285421,75397.9431389
111,111,23.1484071995,23.8899935085,23.8898268851,23.889249986,21.5540190579,2.2,598.5,11150.1361027,22.8496905456,22.8192845997,22.8802221823,23.89,23.89,23.89,23.89,23.89,23.89,13.6980754631,75015.6862914
112,112,23.1494992738,23.889968063,23.8912861898,23.89075905,21.5599198753,2.2,605.75,11150.1361027,22.8543955703,22.8222422366,22.8806569797,23.89,23.89,23.89,23.89,23.89,23.89,13.7313857991,74994.2364895
113,113,23.1501455066,23.8899640751,23.8910371448,23.8906040724,21.5652657355,2.2,613.0,11150.1361027,22.8585674504,22.8251474522,22.8811518887,23.89,23.89,23.89,23.89,23.89,23.89,13.7648542034,74929.2879456
114,114,23.1504603322,23.8899609624,23.8899043775,23.8907174695,21.5692679306,2.2,633.666666667,11150.1361027,22.8630487048,22.8282867845,22.8817052196,23.89,23.89,23.89,23.89,23.89,23.89,13.8101301331,74884.1786915
115,115,23.1504867478,23.8899579708,23.8903573044,23.8893943155,21.5720075385,2.2,654.333333333,11150.1361027,22.8673420268,22.8315693602,22.8823147119,23.89,23.89,23.89,23.89,23.89,23.89,13.8596795054,74850.9702662
116,116,23.1502749999,23.8899552316,23.8908762062,23.8908425162,21.5741753214,2.2,675.0,11150.1361027,22.8715373573,22.8347956298,22.8829775877,23.89,23.89,23.89,23.89,23.89,23.89,13.9111828042,74883.4487267
117,117,23.1499257454,23.8899527952,23.8908654346,23.8911919545,21.5762364305,2.2,695.666666667,11150.1361027,22.8756723366,22.8379105065,22.8836906568,23.89,23.89,23.89,23.89,23.89,23.89,13.9644896373,74883.5515564
118,118,23.1494970579,23.8899509155,23.8900667472,23.891469799,21.5805780818,2.2,716.333333333,11150.1361027,22.8799729334,22.8408539622,22.8844492405,23.89,23.89,23.89,23.89,23.89,23.89,14.0144303441,74894.8144676
119,119,23.1491529953,23.8899491237,23.8888024861,23.890133506,21.5848994662,2.2,737.0,11150.1361027,22.8846440893,22.8439152368,22.8852454135,23.89,23.89,23.89,23.89,23.89,23.89,14.0700713441,74904.9545564
120,120,23.1975266405,23.4849578913,23.4740014743,23.4663247978,21.7187309269,2.25,757.666666667,11150.1361027,22.9210545895,22.864219298,22.8855642124,23.46,23.46,23.46,23.46,23.46,23.46,14.6649924413,68764.5530139
121,121,23.4495312943,23.4601355333,23.4603748263,23.460569381,21.5034601329,2.3,778.333333333,11150.1361027,22.6550335513,22.8250307778,22.8862337217,23.46,23.46,23.46,23.46,23.46,23.46,7.75391165387,44053.5283657
