,Unnamed: 0,z0,z1,z2,z3,z4,tout,s,i,t1,t2,t3,sp0,sp1,sp2,sp3,sp4,sp,m,rh
1782,1782,24.2503627393,24.2484825617,24.251719225,24.2494824158,24.2494977015,-2.8,0.0,10247.0590484,24.2500963318,24.1377829989,23.782244265,24.25,24.25,24.25,24.25,24.25,24.25,4.70270374913,30274.4396494
1783,1783,24.249422765,24.2500145448,24.2478806857,24.2494647446,24.2508602929,-2.8,0.0,10247.0590484,24.2495483952,24.1396387919,23.7792614966,24.25,24.25,24.25,24.25,24.25,24.25,4.70270374913,30224.2001234
1784,1784,24.2503887199,24.2488766891,24.2503697707,24.2507831127,24.2499591265,-2.8,0.0,10247.0590484,24.2502036209,24.1415218639,23.7762967711,24.25,24.25,24.25,24.25,24.25,24.25,4.70270374913,30357.4025153
1785,1785,24.2494630613,24.2508036565,24.2511009741,24.2495052993,24.2494805782,-2.8,0.0,10247.0590484,24.2497501974,24.1435344344,23.7733471986,24.25,24.25,24.25,24.25,24.25,24.25,4.70270374913,30163.690153
1786,1786,24.2495973841,24.251335163,24.2512847966,24.2487792369,24.2507634933,-2.8,0.0,10247.0590484,24.2500155687,24.1455761037,23.7704098243,24.25,24.25,24.25,24.25,24.25,24.25,4.70270374913,30288.2251787
1787,1787,24.2501230961,24.2513778542,24.2499426601,24.2503277123,24.249753292,-2.8,0.0,10247.0590484,24.250204719,24.1476660636,23.7674833585,24.25,24.25,24.25,24.25,24.25,24.25,4.70270374913,30249.1714088
1788,1788,24.2122252551,24.2131112115,24.2141106515,24.2111073566,24.2123448072,-2.8,0.0,10247.0590484,24.2124062942,24.1498157269,23.7645673962,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,26607.4676622
1789,1789,24.2100685489,24.2105906157,24.2113809302,24.2109233738,24.2109478791,-2.8,0.0,10247.0590484,24.210424511,24.1477649342,23.7616620412,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,30689.1148431
1790,1790,24.2104614489,24.2111659363,24.210231262,24.2108736629,24.2110005972,-2.8,0.0,10247.0590484,24.2106210553,24.1445827678,23.7587672741,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,28753.7793598
1791,1791,24.2101732335,24.209233902,24.2102487698,24.2098257993,24.2088197689,-2.8,0.0,10247.0590484,24.2098710679,24.142794347,23.7558828005,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,29030.5525049
1792,1792,24.2100225761,24.2109085824,24.2120273157,24.2104208039,24.2115937494,-2.8,0.0,10247.0590484,24.2105328081,24.1426827826,23.7530079241,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,29163.3907163
1793,1793,24.2096245943,24.2100542634,24.2096979381,24.2089040279,24.2093871805,-2.8,0.0,10247.0590484,24.2095852364,24.1437693534,23.7501420093,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,28997.1026025
1794,1794,24.2099614351,24.2107090807,24.207759335,24.2085411742,24.2108109449,-2.8,0.0,10247.0590484,24.2098482861,24.1453208767,23.7472845671,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,29115.0117939
1795,1795,24.2101716231,24.2098961612,24.2087283414,24.2109249881,24.2113854864,-2.8,0.0,10247.0590484,24.2102429547,24.1470922296,23.7444354663,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,29061.039727
1796,1796,24.2097470218,24.2096246774,24.2121005574,24.2108438001,24.2087503846,-2.8,0.0,10247.0590484,24.2098922969,24.1490397724,23.7415947031,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,28995.6832006
1797,1797,24.2099337631,24.2111360916,24.2108870963,24.2112218949,24.2113638196,-2.8,0.0,10247.0590484,24.2104389259,24.1510573414,23.7387624577,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,29065.0871675
1798,1798,24.2100503251,24.2106917025,24.2094716488,24.2092156866,24.2093124532,-2.8,0.0,10247.0590484,24.2098997286,24.1531914391,23.735938871,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,28944.7078686
1799,1799,24.209619027,24.2104764684,24.2106712905,24.2086475174,24.2111021491,-2.8,0.0,10247.0590484,24.2099209757,24.1553336628,23.7331241582,24.21,24.21,24.21,24.21,24.21,24.21,4.70270374913,28969.3953442
1800,1800,23.7762990885,23.769054721,23.7692311948,23.7667430555,23.7805840342,-2.8,0.0,16819.0876737,23.7753319351,24.1469886278,23.7601339978,23.76,23.76,23.76,23.76,23.76,23.76,7.72072699364,17497.2760526
1801,1801,23.76018437,23.7588650754,23.7608835921,23.7609774608,23.7599175896,-2.8,0.0,16819.0876737,23.7601357942,24.0948965569,23.7602734902,23.76,23.76,23.76,23.76,23.76,23.76,4.70270374913,30804.4268646
1802,1802,23.7600065854,23.7596068796,23.7600670734,23.759333323,23.7591767877,-2.8,0.0,16819.0876737,23.7598357696,24.0304304571,23.7601950125,23.76,23.76,23.76,23.76,23.76,23.76,5.58796846831,14550.8386407
1803,1803,23.7599943728,23.7596341274,23.7613859673,23.7590731601,23.7583796761,-2.8,0.0,16819.0876737,23.7598016709,23.9852891098,23.7599343023,23.76,23.76,23.76,23.76,23.76,23.76,5.11770989637,16357.6523986
1804,1804,23.7599906222,23.7608244329,23.7588629208,23.7594834686,23.7604957438,-2.8,0.0,16819.0876737,23.7600056327,23.9616446833,23.7601350768,23.76,23.76,23.76,23.76,23.76,23.76,5.10517104583,16363.1818145
1805,1805,23.7599881558,23.7609326424,23.761831501,23.7589774554,23.7609947903,-2.8,0.0,16819.0876737,23.7602761592,23.9507211153,23.7603248,23.76,23.76,23.76,23.76,23.76,23.76,5.09411207745,16410.1730291
1806,1806,23.7599863043,23.7590345093,23.7613012399,23.7593146824,23.7616681363,-2.8,0.0,16819.0876737,23.7601597225,23.9449695117,23.7601402485,23.76,23.76,23.76,23.76,23.76,23.76,5.08431088184,16422.4893505
1807,1807,23.759984839,23.7604296325,23.7615600448,23.7594182079,23.7608592221,-2.8,0.0,16819.0876737,23.7602209917,23.9406960233,23.7601833455,23.76,23.76,23.76,23.76,23.76,23.76,5.07519066304,16485.3332072
1808,1808,23.7599836029,23.7598966898,23.7614422443,23.7606413626,23.7584602298,-2.8,0.0,16819.0876737,23.7599509211,23.9368814531,23.7600895011,23.76,23.76,23.76,23.76,23.76,23.76,5.0666415347,16482.1248036
1809,1809,23.7599825085,23.7596287616,23.7601081461,23.7595994038,23.7612097165,-2.8,0.0,16819.0876737,23.7600836113,23.9334357559,23.760258028,23.76,23.76,23.76,23.76,23.76,23.76,5.05858282755,16523.5111316
1810,1810,23.7599815139,23.7588646139,23.7618820004,23.7591391589,23.7609657718,-2.8,0.0,16819.0876737,23.7600866877,23.9304337153,23.7602214498,23.76,23.76,23.76,23.76,23.76,23.76,5.05093159732,16544.2547973
1811,1811,23.7599805992,23.7594689612,23.7597202876,23.7589920624,23.7609949549,-2.8,0.0,16819.0876737,23.7599629912,23.9278111046,23.7603719629,23.76,23.76,23.76,23.76,23.76,23.76,5.04362617928,16559.5861178
1812,1812,23.7409638947,23.7409077344,23.7419500548,23.7413802177,23.7433042159,-2.65833333333,0.0,16819.0876737,23.7413522883,23.9258325912,23.7404553609,23.74,23.74,23.74,23.74,23.74,23.74,5.19816998393,15979.7650628
1813,1813,23.7400289796,23.7414355557,23.7394408585,23.7407965036,23.7387856498,-2.51666666667,0.0,16819.0876737,23.7400193634,23.9236422524,23.7402980593,23.74,23.74,23.74,23.74,23.74,23.74,5.00728034938,16545.1152886
1814,1814,23.7399859702,23.7396516925,23.7412021186,23.7396390404,23.7408655427,-2.375,0.0,16819.0876737,23.7401347368,23.9217817017,23.7398666342,23.74,23.74,23.74,23.74,23.74,23.74,5.09493756596,16198.6739951
1815,1815,23.739984431,23.7402301081,23.7389162592,23.7395681212,23.7403457122,-2.23333333333,0.0,16819.0876737,23.7399363177,23.9211928515,23.7400581913,23.74,23.74,23.74,23.74,23.74,23.74,5.06673166718,16214.7036821
1816,1816,23.7399846955,23.741262567,23.7407308445,23.7399998404,23.7398353214,-2.09166666667,0.0,16819.0876737,23.74015075,23.921771917,23.740181283,23.74,23.74,23.74,23.74,23.74,23.74,5.05994590125,16201.265099
1817,1817,23.7399851353,23.7409706558,23.7416679742,23.7402520068,23.7412537155,-1.95,0.0,16819.0876737,23.7403957292,23.9230945776,23.7404250929,23.74,23.74,23.74,23.74,23.74,23.74,5.05343595995,16140.7505853
1818,1818,23.7399856854,23.7399822915,23.7389714697,23.7396622173,23.7390179689,-1.80833333333,12.25,16819.0876737,23.7397573559,23.9247717803,23.7402978737,23.74,23.74,23.74,23.74,23.74,23.74,5.04711341059,15898.4272403
1819,1819,23.7399863152,23.7396937247,23.7394431038,23.7401650141,23.7393784584,-1.66666666667,13.5,16819.0876737,23.7398509585,23.9265353337,23.740267566,23.74,23.74,23.74,23.74,23.74,23.74,5.04120915517,15861.0793052
1820,1820,23.7399869958,23.740281677,23.7405654,23.7402447051,23.7409604432,-1.525,14.75,16819.0876737,23.7402046776,23.9283856329,23.7399671908,23.74,23.74,23.74,23.74,23.74,23.74,5.0355484245,15762.1077957
1821,1821,23.7399877079,23.738877231,23.7400155459,23.7390546679,23.7390282565,-1.38333333333,16.0,16819.0876737,23.7396900774,23.9303616065,23.7405132268,23.74,23.74,23.74,23.74,23.74,23.74,5.0298755267,15621.9344605
1822,1822,23.7399884387,23.7395616176,23.7418561764,23.7409535161,23.7395765092,-1.24166666667,17.25,16819.0876737,23.7401193062,23.9323463585,23.7403819899,23.74,23.74,23.74,23.74,23.74,23.74,5.02436120053,15621.9676824
1823,1823,23.7399891828,23.7387998167,23.7383900602,23.7403270945,23.7409413602,-1.1,18.5,16819.0876737,23.7398895947,23.9343916624,23.7400810261,23.74,23.74,23.74,23.74,23.74,23.74,5.01896537579,15511.4642009
1824,1824,23.8452174968,23.8422614916,23.8401200331,23.8446003486,23.8391294171,-1.00833333333,19.75,30533.6020278,23.8435963029,23.935402955,23.8485028615,23.85,23.85,23.85,23.85,23.85,23.85,4.70270374913,18320.5984249
1825,1825,23.8497155413,23.849344373,23.8508415867,23.8499757079,23.8492237247,-0.916666666667,21.0,30533.6020278,23.849726861,23.9431935105,23.8498504781,23.85,23.85,23.85,23.85,23.85,23.85,5.61192290193,13668.4034609
1826,1826,23.849966916,23.8484782458,23.8500299109,23.8492556022,23.8493658385,-0.825,22.25,30533.6020278,23.8497006535,23.9523052765,23.8498376943,23.85,23.85,23.85,23.85,23.85,23.85,5.09194670225,15305.1958001
1827,1827,23.8499709791,23.8491407912,23.8512992279,23.849098489,23.8483575192,-0.733333333333,23.5,30533.6020278,23.8497366411,23.956665103,23.8503190571,23.85,23.85,23.85,23.85,23.85,23.85,5.2175933071,14893.2698095
1828,1828,23.8499670484,23.8494597502,23.8517546875,23.8498735599,23.8497483696,-0.641666666667,24.75,30533.6020278,23.8500254513,23.9558154813,23.8501739256,23.85,23.85,23.85,23.85,23.85,23.85,5.2222076745,14830.6594136
1829,1829,23.8499637,23.8503850745,23.8491445894,23.8508797909,23.8506683151,-0.55,26.0,30533.6020278,23.8500917603,23.9517869303,23.8500906075,23.85,23.85,23.85,23.85,23.85,23.85,5.22611392321,14765.689637
1830,1830,23.849961244,23.8497884222,23.84854129,23.8499129696,23.8494019072,-0.458333333333,33.5833333333,30272.1801678,23.8497630508,23.946344638,23.8505027675,23.85,23.85,23.85,23.85,23.85,23.85,5.22893942111,14645.5580863
1831,1831,23.8499593012,23.8498470502,23.8503751079,23.8490917974,23.8503398075,-0.366666666667,41.1666666667,30272.1801678,23.84996418,23.9403464458,23.849832948,23.85,23.85,23.85,23.85,23.85,23.85,5.23193302401,14539.2100072
1832,1832,23.8499576439,23.8498129837,23.8497739581,23.8510084226,23.8511527361,-0.275,48.75,30010.7584302,23.8501513283,23.9341696248,23.850441751,23.85,23.85,23.85,23.85,23.85,23.85,5.23372063806,14423.120223
1833,1833,23.8499561447,23.8500263976,23.8502917467,23.8492147509,23.8496783707,-0.183333333333,56.3333333333,29907.3083606,23.8499011654,23.9279304549,23.8504126333,23.85,23.85,23.85,23.85,23.85,23.85,5.23504034791,14246.228887
1834,1834,23.8499547441,23.8503447758,23.8520292502,23.8509915786,23.8501912613,-0.0916666666667,63.9166666667,29749.3365702,23.8502565832,23.9216103558,23.8500382087,23.85,23.85,23.85,23.85,23.85,23.85,5.23700094905,14163.2653373
1835,1835,23.849953476,23.8511932048,23.851324156,23.8503837524,23.850397488,0.0,71.5,29749.3365702,23.8502610004,23.9152975588,23.8505689187,23.85,23.85,23.85,23.85,23.85,23.85,5.23804723545,13996.6159574
1836,1836,23.531113951,23.5266214935,23.5270290504,23.5253402064,23.5358788307,0.183333333333,79.0833333333,29487.9147103,23.5307641285,23.8980702322,23.5255592565,23.52,23.52,23.52,23.52,23.52,23.52,7.57970836743,10469.2198278
1837,1837,23.5199850031,23.5205426478,23.5192063373,23.5202423249,23.5203145367,0.366666666667,86.6666666667,29384.4646406,23.5200389566,23.8532342928,23.5204633907,23.52,23.52,23.52,23.52,23.52,23.52,4.8794163907,14656.8022307
1838,1838,23.5199541222,23.521148504,23.5205828533,23.5201940944,23.5200340007,0.55,94.25,29226.4929726,23.5201058791,23.796704659,23.5198666589,23.52,23.52,23.52,23.52,23.52,23.52,6.51411468522,9684.9758705
1839,1839,23.5199568729,23.5205882279,23.5186934602,23.5197151744,23.5200066295,0.733333333333,101.833333333,29226.4929726,23.5199132367,23.7562847921,23.5203961367,23.52,23.52,23.52,23.52,23.52,23.52,6.05027629566,10658.7515935
1840,1840,23.519955433,23.5207795889,23.5195081017,23.5195925138,23.5200018384,0.916666666667,109.416666667,29226.4929726,23.5199743349,23.7343096763,23.5204781963,23.52,23.52,23.52,23.52,23.52,23.52,6.0583464029,10495.3584549
1841,1841,23.5199538922,23.5198129211,23.520951809,23.5193196277,23.5200001565,1.1,117.0,29226.4929726,23.5199749084,23.7232250839,23.5199012174,23.52,23.52,23.52,23.52,23.52,23.52,6.05413861714,10308.2019926
1842,1842,23.5199527215,23.5209074302,23.5192845948,23.5195895808,23.5199994911,1.28333333333,118.416666667,29226.4929726,23.5199674376,23.7163290419,23.519941849,23.52,23.52,23.52,23.52,23.52,23.52,6.05069304541,10239.2887967
1843,1843,23.5199519911,23.5197176458,23.5191987197,23.5204911167,23.5199995296,1.46666666667,119.833333333,29226.4929726,23.5199216745,23.7105320824,23.5202183407,23.52,23.52,23.52,23.52,23.52,23.52,6.04658693235,10161.6276339
1844,1844,23.5199515177,23.5206589336,23.5199583938,23.5203317282,23.5199998994,1.65,121.25,29226.4929726,23.5200387674,23.7051002466,23.5202859927,23.52,23.52,23.52,23.52,23.52,23.52,6.0441768527,10109.5787198
1845,1845,23.5199511771,23.5193658314,23.5203019366,23.5200253894,23.5200003182,1.83333333333,122.666666667,29226.4929726,23.5199377062,23.7000927518,23.5200001107,23.52,23.52,23.52,23.52,23.52,23.52,6.04106251185,10015.1760925
1846,1846,23.5199508693,23.5201934668,23.5198693155,23.520318841,23.5200006448,2.01666666667,124.083333333,29226.4929726,23.5199939868,23.6955256308,23.5204313562,23.52,23.52,23.52,23.52,23.52,23.52,6.0389109179,9974.80641661
1847,1847,23.51995058,23.5203122026,23.5218258301,23.5197835208,23.5200008611,2.2,125.5,29123.042903,23.5201017081,23.691350835,23.5200513763,23.52,23.52,23.52,23.52,23.52,23.52,6.0337309513,9897.19102298
1848,1848,23.7979416224,23.7949612864,23.7887182517,23.7958171971,23.7811812454,2.10833333333,126.916666667,29123.042903,23.7943973134,23.6941141998,23.8045449191,23.81,23.81,23.81,23.81,23.81,23.81,4.70270374913,26459.072102
1849,1849,23.809153397,23.8100554214,23.8086329296,23.8092875255,23.8069656649,2.01666666667,128.333333333,29123.042903,23.8089627592,23.7322358044,23.8096571482,23.81,23.81,23.81,23.81,23.81,23.81,6.37744354261,8826.94892643
1850,1850,23.8099187989,23.8112785182,23.8110537867,23.8099074524,23.8108289877,1.925,129.75,29123.042903,23.8102625741,23.775553285,23.8101148778,23.81,23.81,23.81,23.81,23.81,23.81,4.94926631212,12932.2703018
1851,1851,23.8099481038,23.8093437312,23.8082708895,23.8105177577,23.8113922453,1.83333333333,131.166666667,29123.042903,23.8099775774,23.806316624,23.8102301403,23.81,23.81,23.81,23.81,23.81,23.81,5.27473879417,11735.1857284
1852,1852,23.8099474304,23.8088193795,23.8111654893,23.8108263076,23.810603929,1.74166666667,132.583333333,29123.042903,23.8100792736,23.8235638828,23.8103052801,23.81,23.81,23.81,23.81,23.81,23.81,5.27496177867,11733.7378727
1853,1853,23.809945647,23.8099992778,23.8099752196,23.8101039781,23.8104144289,1.65,134.0,29123.042903,23.8100207268,23.8328651576,23.8097977072,23.81,23.81,23.81,23.81,23.81,23.81,5.27878642504,11641.1279283
1854,1854,23.80994411,23.8101914593,23.8086181608,23.8104750572,23.8112858218,1.55833333333,141.166666667,29123.042903,23.8100644574,23.8389199782,23.8100375582,23.81,23.81,23.81,23.81,23.81,23.81,5.2814798286,11513.8369775
1855,1855,23.8099428049,23.8108606549,23.8106604198,23.8100347634,23.8087127085,1.46666666667,148.333333333,28965.071235,23.8099419106,23.8439586145,23.8100350588,23.81,23.81,23.81,23.81,23.81,23.81,5.28284887925,11368.2217319
1856,1856,23.8099416091,23.8103151455,23.8108840314,23.8102652202,23.8113302457,1.375,155.5,28965.071235,23.8102390149,23.8485991254,23.8098949225,23.81,23.81,23.81,23.81,23.81,23.81,5.2848451235,11225.135102
1857,1857,23.809940482,23.8112068199,23.8096481603,23.8094420139,23.8113604644,1.28333333333,162.666666667,28965.071235,23.8101699253,23.8529796062,23.8098319829,23.81,23.81,23.81,23.81,23.81,23.81,5.28587234107,11036.270083
1858,1858,23.8099393881,23.810352456,23.8082238064,23.8095302696,23.8101208076,1.19166666667,169.833333333,28965.071235,23.8098378331,23.8571081284,23.8099125585,23.81,23.81,23.81,23.81,23.81,23.81,5.28683902132,10857.9815478
1859,1859,23.8099383147,23.8097601633,23.8098962887,23.8099623455,23.8099982102,1.1,177.0,28965.071235,23.8099275657,23.8610064898,23.8100975739,23.81,23.81,23.81,23.81,23.81,23.81,5.29222955566,10742.8879947
1860,1860,23.8004555814,23.8010846192,23.7994794467,23.8004445371,23.8009932695,1.1,184.166666667,28965.071235,23.8005032916,23.8640794205,23.8007147784,23.8,23.8,23.8,23.8,23.8,23.8,5.38610144748,10357.4299978
1861,1861,23.7999650496,23.8001758667,23.7992601033,23.7999691111,23.8000886121,1.1,191.333333333,28965.071235,23.7999457878,23.8653279609,23.8003540574,23.8,23.8,23.8,23.8,23.8,23.8,5.29576710617,10465.4711565
1862,1862,23.799939522,23.7992212759,23.8007052165,23.79930655,23.7999998195,1.1,198.5,28965.071235,23.7998944426,23.8657499108,23.7998836242,23.8,23.8,23.8,23.8,23.8,23.8,5.35214253911,10170.893283
1863,1863,23.7999376469,23.7996247369,23.8005518457,23.7994362124,23.7999914522,1.1,205.666666667,28965.071235,23.799926708,23.8663012815,23.8005072924,23.8,23.8,23.8,23.8,23.8,23.8,5.34610306182,10047.4985148
1864,1864,23.7999369698,23.8000331667,23.7992330501,23.7994251911,23.7999913363,1.1,212.833333333,28965.071235,23.7998625663,23.8672377188,23.8000072622,23.8,23.8,23.8,23.8,23.8,23.8,5.3514475948,9869.73849457
1865,1865,23.799936439,23.7997975961,23.8003624714,23.8002162463,23.7999919912,1.1,220.0,28965.071235,23.799983005,23.8684351003,23.8004671585,23.8,23.8,23.8,23.8,23.8,23.8,5.35699386144,9718.06084922
1866,1866,23.7999360321,23.7996944522,23.8003902067,23.7995085384,23.7999927354,1.1,211.75,28965.071235,23.7999251976,23.8697709998,23.7999202674,23.8,23.8,23.8,23.8,23.8,23.8,5.357352758,9734.50234558
1867,1867,23.7999357347,23.7988689275,23.7993605631,23.7999451197,23.7999934341,1.1,203.5,28965.071235,23.7998024254,23.871156967,23.8004237737,23.8,23.8,23.8,23.8,23.8,23.8,5.3564056349,9817.38097841
1868,1868,23.7999355021,23.8011129777,23.8008402804,23.799427561,23.7999940215,1.1,195.25,28965.071235,23.8000831131,23.8725549293,23.7999384195,23.8,23.8,23.8,23.8,23.8,23.8,5.35517640329,9995.79257659
1869,1869,23.7999353237,23.8003101216,23.7996899656,23.7994262712,23.7999944792,1.1,187.0,28965.071235,23.7999220934,23.8740134518,23.8004856153,23.8,23.8,23.8,23.8,23.8,23.8,5.35275068878,10047.9849147
1870,1870,23.7999351693,23.8001147104,23.8018556947,23.8004968138,23.7999948268,1.1,178.75,28965.071235,23.8001451503,23.8754909547,23.8000203854,23.8,23.8,23.8,23.8,23.8,23.8,5.35046877748,10201.4155686
1871,1871,23.7999350552,23.7992771116,23.8012422611,23.7991958961,23.7999950778,1.1,170.5,28965.071235,23.7999291405,23.877008898,23.7997768895,23.8,23.8,23.8,23.8,23.8,23.8,5.34671617332,10256.1534627
1872,1872,23.6224990448,23.6201852137,23.6240710683,23.6185447788,23.6321626284,1.15,162.25,16189.8747729,23.6233375343,23.8764578224,23.6136441709,23.61,23.61,23.61,23.61,23.61,23.61,6.53005936754,7320.79151139
1873,1873,23.6105055612,23.6100192307,23.6105052189,23.610545808,23.6120599115,1.2,154.0,16189.8747729,23.6106680816,23.8591526721,23.6106194122,23.61,23.61,23.61,23.61,23.61,23.61,4.70270374913,13188.0783859
1874,1874,23.6099755627,23.6110598608,23.6094510223,23.6090299282,23.6102300088,1.25,145.75,16189.8747729,23.6099999122,23.8335608709,23.6103220088,23.61,23.61,23.61,23.61,23.61,23.61,5.51012209393,9999.96686201
1875,1875,23.6099517005,23.6109328897,23.6096013018,23.6090749731,23.6100361319,1.3,137.5,16268.8606069,23.6099631691,23.8146523464,23.6100437189,23.61,23.61,23.61,23.61,23.61,23.61,5.28603948831,10677.3482125
1876,1876,23.6099539682,23.6095940782,23.6092213633,23.611063779,23.6100185444,1.35,129.25,16268.8606069,23.6099523781,23.8051523393,23.6099794609,23.61,23.61,23.61,23.61,23.61,23.61,5.26505705394,10769.1401929
1877,1877,23.6099558931,23.6111041879,23.6089703397,23.6101424429,23.6100161941,1.4,121.0,16268.8606069,23.6100077327,23.8017185098,23.6099799942,23.61,23.61,23.61,23.61,23.61,23.61,5.24793250114,10914.3760508
1878,1878,23.6099571729,23.6095255699,23.6098769211,23.6105144346,23.6100147143,1.45,119.666666667,16268.8606069,23.6099584181,23.8008639534,23.6099939468,23.61,23.61,23.61,23.61,23.61,23.61,5.23447394464,10964.1105006
1879,1879,23.6099580971,23.6094986095,23.609704479,23.6108151058,23.6100133316,1.5,118.333333333,16268.8606069,23.6099647722,23.8007711666,23.6100695524,23.61,23.61,23.61,23.61,23.61,23.61,5.22352114257,11015.0862903
1880,1880,23.609958867,23.6108429087,23.6105276294,23.6099910629,23.6100122284,1.55,117.0,16268.8606069,23.610095437,23.8009040628,23.6102697025,23.61,23.61,23.61,23.61,23.61,23.61,5.21238834676,11055.5553709
1881,1881,23.6099595414,23.6098663269,23.6107273052,23.6109878853,23.610011455,1.6,115.666666667,16268.8606069,23.6100927301,23.801230689,23.6099297319,23.61,23.61,23.61,23.61,23.61,23.61,5.20292184458,11078.4941404
1882,1882,23.6099601508,23.608775343,23.6095636268,23.6093825623,23.6100109342,1.65,114.333333333,16268.8606069,23.609781476,23.801738352,23.6102392153,23.61,23.61,23.61,23.61,23.61,23.61,5.19365860083,11080.8038439
1883,1883,23.6099607053,23.6092629722,23.6101658941,23.6090170909,23.6100105994,1.7,113.0,16268.8606069,23.6098479497,23.8023361979,23.6104033661,23.61,23.61,23.61,23.61,23.61,23.61,5.18484923072,11143.9656909
1884,1884,23.8295496384,23.827705953,23.8224752475,23.8298800341,23.8179801474,1.7,111.666666667,16268.8606069,23.8272095741,23.8051162537,23.835444715,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,28427.7169149
1885,1885,23.8394028309,23.8391336028,23.8388638461,23.8395301744,23.8378153619,1.7,110.333333333,16320.5856417,23.8391593837,23.8323568422,23.8396653412,23.84,23.84,23.84,23.84,23.84,23.84,5.43313221346,10402.5476152
1886,1886,23.8399273789,23.840021662,23.8402458422,23.8407958325,23.8412575988,1.7,109.0,16320.5856417,23.840214759,23.865137453,23.8396976286,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,16311.3061868
1887,1887,23.8404374533,23.8401304354,23.8411153538,23.8399244887,23.8398190037,1.7,107.666666667,16320.5856417,23.8403391105,23.8894757388,23.8401803683,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13776.0212021
1888,1888,23.8401550095,23.8403883524,23.8382955198,23.8392916109,23.8392103577,1.7,106.333333333,16320.5856417,23.8398207974,23.9034439018,23.8402637417,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13621.382471
1889,1889,23.8395478266,23.8398210105,23.8393148597,23.8390534505,23.8397862952,1.7,105.0,16320.5856417,23.839548251,23.9106432735,23.8405565005,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13648.8128955
1890,1890,23.8398452597,23.8410484252,23.8419142351,23.8389549318,23.8406974872,1.7,104.166666667,16320.5856417,23.8401925928,23.914747789,23.8397203053,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13735.4333315
1891,1891,23.8394534797,23.8396369921,23.8386937876,23.8388211441,23.8414775058,1.7,103.333333333,16320.5856417,23.8396289301,23.9178079263,23.8405999419,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13621.4377051
1892,1892,23.8404235816,23.8392983503,23.8382219515,23.8398855879,23.8386715224,1.7,102.5,16320.5856417,23.8398356518,23.9203732835,23.8399323698,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13733.6896042
1893,1893,23.8397045468,23.8393899511,23.8395706387,23.8398572317,23.8398324979,1.7,101.666666667,16320.5856417,23.8396898547,23.9225836927,23.8404771936,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13621.4522494
1894,1894,23.8399377727,23.8390005492,23.8406044473,23.8389959209,23.8388648774,1.7,100.833333333,16320.5856417,23.8396767436,23.9244618586,23.8404675709,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13723.2669687
1895,1895,23.8404890687,23.8406256156,23.8405687372,23.8405423637,23.8412582177,1.7,100.0,16320.5856417,23.8406183694,23.9260893401,23.8398305422,23.84,23.84,23.84,23.84,23.84,23.84,4.70270374913,13792.173257
1896,1896,23.8874703011,23.8866973871,23.8874278676,23.8879583799,23.8853870343,1.74166666667,99.1666666667,16320.5856417,23.8871443679,23.9273593969,23.8895186973,23.89,23.89,23.89,23.89,23.89,23.89,4.70270374913,18133.6268426
1897,1897,23.8901018071,23.8907790238,23.8881460911,23.8899256678,23.8893555528,1.78333333333,98.3333333333,16320.5856417,23.8898879337,23.9334267257,23.8905186937,23.89,23.89,23.89,23.89,23.89,23.89,4.70270374913,13255.809794
1898,1898,23.8898251562,23.8891799382,23.8906160049,23.8912032305,23.8897303381,1.825,97.5,16320.5856417,23.8899252899,23.9405609315,23.8901256325,23.89,23.89,23.89,23.89,23.89,23.89,4.70270374913,15601.2238295
1899,1899,23.8901684078,23.8911126954,23.8896550285,23.8908794841,23.8902530746,1.86666666667,96.6666666667,16320.5856417,23.8902912906,23.9457734172,23.8898873084,23.89,23.89,23.89,23.89,23.89,23.89,4.70270374913,15188.3107336
1900,1900,23.8901400308,23.8896645311,23.889616046,23.8901482209,23.8900469378,1.90833333333,95.8333333333,16320.5856417,23.890033262,23.9487255184,23.8899052237,23.89,23.89,23.89,23.89,23.89,23.89,4.70270374913,15089.6363521
1901,1901,23.8896802482,23.8892373397,23.888040745,23.88979014,23.8886597945,1.95,95.0,16320.5856417,23.8893632947,23.9501496671,23.8899331162,23.89,23.89,23.89,23.89,23.89,23.89,4.70270374913,15086.1616511
