,tout,s,t1,t2,m,tret
2711,-3.9,853.0,23.1776561439,23.1870090221,10.5149333171,23.1745131316
2712,-3.80833333333,861.333333333,23.1606904547,23.168898108,8.69450079655,23.1776561439
2713,-3.71666666667,869.666666667,23.1925052233,23.3515200553,10.8874019454,23.1606904547
2714,-3.625,878.0,23.2285611421,23.284917974,9.79468212756,23.1925052233
2715,-3.53333333333,886.333333333,23.2538516939,23.3065105267,10.1233383046,23.2285611421
2716,-3.44166666667,894.666666667,23.268192023,23.3127892296,10.1736224901,23.2538516939
2717,-3.35,903.0,23.2775906156,23.3196023931,10.234746936,23.268192023
2718,-3.25833333333,906.916666667,23.2860204492,23.3228395584,10.2874066685,23.2775906156
2719,-3.16666666667,910.833333333,23.2939981353,23.3257552415,10.3367350794,23.2860204492
2720,-3.075,914.75,23.3013653172,23.3298563174,10.3855464846,23.2939981353
2721,-2.98333333333,918.666666667,23.3084334555,23.3344552017,10.433185516,23.3013653172
2722,-2.89166666667,922.583333333,23.3155303655,23.3390536498,10.4786170643,23.3084334555
2723,-2.8,926.5,23.3227584978,23.3433970403,10.5240395044,23.3155303655
2724,-2.61666666667,930.416666667,23.3080417013,23.0969805697,12.721442525,23.3221011192
2725,-2.43333333333,934.333333333,23.244722805,22.9966815596,10.525699591,23.2524614084
2726,-2.25,938.25,23.2223042496,23.1077662236,12.0339227549,23.2294359463
2727,-2.06666666667,942.166666667,23.2071644638,23.1329464294,12.0544153339,23.2100422561
2728,-1.88333333333,946.083333333,23.2104230868,23.1376946551,12.0803874966,23.2095221833
2729,-1.7,950.0,23.2141897711,23.1379300563,12.0854594108,23.2132704749
2730,-1.51666666667,950.583333333,23.2167257409,23.1344525005,12.0725402809,23.2162146818
2731,-1.33333333333,951.166666667,23.2178239709,23.1291446232,12.0381304772,23.2176955363
2732,-1.15,951.75,23.2176515011,23.122061972,12.0041357229,23.2178588564
2733,-0.966666666667,952.333333333,23.2165312608,23.1136207573,11.9657386051,23.2170000649
2734,-0.783333333333,952.916666667,23.2144989946,23.1039772173,11.9223837506,23.2152174192
2735,-0.6,953.5,23.2118807726,23.0944477168,11.8817025703,23.2127369391
2736,-0.55,954.083333333,23.2105122276,23.1057323624,11.3305452529,23.2100399326
2737,-0.5,954.666666667,23.2184215422,23.1089038059,11.4106620421,23.2165995759
2738,-0.45,955.25,23.2208239365,23.1028636156,11.3871997652,23.2204238144
2739,-0.4,955.833333333,23.2203392456,23.0965868844,11.3641762254,23.2206272553
2740,-0.35,956.416666667,23.2189654058,23.0915168183,11.3410679157,23.2194366903
2741,-0.3,957.0,23.2177499718,23.0880424005,11.3192382949,23.2181423158
2742,-0.25,951.666666667,23.2176969109,23.0903800137,11.3221447109,23.217657661
2743,-0.2,946.333333333,23.2201071679,23.0968935417,11.329453937,23.2193679908
2744,-0.15,941.0,23.2247199605,23.1055482187,11.3378877558,23.2233918702
2745,-0.1,935.666666667,23.2309675252,23.1160443589,11.3522938638,23.2291953819
2746,-0.05,930.333333333,23.2385583875,23.1284348078,11.3694295379,23.2364080198
2747,0.0,925.0,23.2475171914,23.1428679852,11.3897905327,23.2449741341
2748,0.05,919.666666667,23.2424381032,23.0432314678,12.005874194,23.2470921383
2749,0.1,914.333333333,23.2134661858,23.0527429904,11.8858535647,23.219852977
2750,0.15,909.0,23.2124107629,23.0706873822,11.912517822,23.2121591216
2751,0.2,903.666666667,23.2206058016,23.0884875561,11.943778573,23.2181306091
2752,0.25,898.333333333,23.2324592902,23.1071174914,11.976674104,23.2290606498
2753,0.3,893.0,23.240773629,23.1240826707,12.0061866109,23.2370239169
2754,0.35,886.666666667,23.2585545207,23.1473819114,12.0526044469,23.2524624584
2755,0.4,880.333333333,23.2758156863,23.1683825067,12.0972371329,23.2699381569
2756,0.45,874.0,23.2924959844,23.1895708498,12.1419278856,23.2867744187
2757,0.5,867.666666667,23.3092488389,23.211472809,12.1918914747,23.3034733287
2758,0.55,861.333333333,23.3389537551,23.4018952249,10.9094715908,23.3184774682
2759,0.6,855.0,23.4031770593,23.4504279995,10.060938142,23.3706776994
2760,0.6,848.666666667,23.4490237754,23.7612557862,9.29169485055,23.406518388
2761,0.6,842.333333333,23.5477291942,23.7628346033,10.2729499193,23.4881878341
2762,0.6,836.0,23.6318793853,23.7604133035,8.64411567691,23.5477291942
2763,0.6,829.666666667,23.6792669081,23.7599852285,9.26542272864,23.6318793853
2764,0.6,823.333333333,23.6996026566,23.7598406487,9.24064462315,23.6792669081
2765,0.6,817.0,23.7084166243,23.7598329469,9.26901350445,23.6996026566
2766,0.6,803.583333333,23.7145787378,23.7598443344,9.27676485263,23.7084166243
2767,0.6,790.166666667,23.7207094148,23.7597755799,9.27939750522,23.7145787378
2768,0.6,776.75,23.7267712729,23.759715516,9.28044583961,23.7207094148
2769,0.6,763.333333333,23.7324017903,23.7597545862,9.27803612146,23.7267712729
2770,0.6,749.916666667,23.7376395997,23.7597540079,9.26438212237,23.7324017903
2771,0.6,736.5,23.7425887911,23.7597018794,9.24699975512,23.7376395997
2772,0.6,723.083333333,23.7484109403,23.6888201277,10.1076210875,23.7425887911
2773,0.6,709.666666667,23.7411435251,23.6808281382,9.14264067302,23.7484109403
2774,0.6,696.25,23.7308814123,23.6799809295,9.61261739747,23.7411435251
2775,0.6,682.833333333,23.7265324722,23.6798041694,9.46902620737,23.7308814123
2776,0.6,669.416666667,23.7285589547,23.6797434022,9.4537669839,23.7265324722
2777,0.6,656.0,23.7340045234,23.6797575743,9.43014353304,23.7285589547
2778,0.6,622.166666667,23.7405378612,23.6797456727,9.3750100183,23.7340045234
2779,0.6,588.333333333,23.7472347715,23.6798267729,9.30484093059,23.7405378612
2780,0.6,554.5,23.7539589042,23.6797691392,9.2485642988,23.7472347715
2781,0.6,520.666666667,23.7607443982,23.6797818166,9.19053017369,23.7539589042
2782,0.6,486.833333333,23.7676274966,23.6798381791,9.13114063155,23.7607443982
2783,0.6,453.0,23.7746106014,23.6796968147,9.06854664795,23.7676274966
2784,0.458333333333,419.166666667,23.8104967992,24.0828872454,8.47037604466,23.7775973716
2785,0.316666666667,385.333333333,23.8965922655,24.0895742878,8.99453430341,23.8404094565
2786,0.175,351.5,23.9698324464,24.089801176,6.83275832527,23.8965922655
2787,0.0333333333333,317.666666667,24.0127753122,24.0898845243,7.47803403035,23.9698324464
2788,-0.108333333333,283.833333333,24.032997643,24.0898594158,7.37953620153,24.0127753122
2789,-0.25,250.0,24.0426464587,24.0897518694,7.31375160183,24.032997643
2790,-0.391666666667,229.166666667,24.0491156481,24.0898263273,7.2693255637,24.0426464587
2791,-0.533333333333,208.333333333,24.0549986957,24.0897779924,7.22536285022,24.0491156481
2792,-0.675,187.5,24.060590308,24.0898935658,7.18129000795,24.0549986957
2793,-0.816666666667,166.666666667,24.0657456538,24.0898967066,7.11438337381,24.060590308
2794,-0.958333333333,145.833333333,24.0704407912,24.0897703685,7.04325604537,24.0657456538
2795,-1.1,0.0,24.0747437966,24.0897651147,6.81630416596,24.0704407912
2796,-1.19166666667,0.0,24.0800333747,23.9593526499,6.54287662688,24.0747437966
2797,-1.28333333333,0.0,24.0709722871,23.9508114429,5.05593459968,24.0800333747
2798,-1.375,0.0,24.0570990962,23.9501252071,5.66393299179,24.0709722871
2799,-1.46666666667,0.0,24.0490459356,23.9498087202,5.50610833455,24.0570990962
2800,-1.55833333333,0.0,24.0484975641,23.9500832244,5.4868876371,24.0490459356
2801,-1.65,0.0,24.0528659003,23.9500812471,5.47198807998,24.0484975641
2802,-1.74166666667,0.0,24.0594022522,23.949888622,5.46040932212,24.0528659003
2803,-1.83333333333,0.0,24.0666025036,23.9501305337,5.44968873047,24.0594022522
2804,-1.925,0.0,24.074025018,23.9499459532,5.44140768839,24.0666025036
2805,-2.01666666667,0.0,24.0815307403,23.9500563733,5.43352832286,24.074025018
2806,-2.10833333333,0.0,24.0891513482,23.9502093081,5.42749026956,24.0815307403
2807,-2.2,0.0,24.0969202582,23.9501011521,5.42165649802,24.0891513482
2808,-2.2,0.0,24.0999731352,23.8653242464,5.7191414557,24.0969202582
2809,-2.2,0.0,24.0915278356,23.8601613873,4.85655155191,24.0999731352
2810,-2.2,0.0,24.0759081514,23.8601436483,5.25581990633,24.0915278356
2811,-2.2,0.0,24.0611036644,23.8600891776,5.1503488118,24.0759081514
2812,-2.2,0.0,24.0494514741,23.8599952217,5.1376738869,24.0611036644
2813,-2.2,0.0,24.040065339,23.8596771972,5.12671889453,24.0494514741
2814,-2.2,0.0,24.0315667645,23.8599749906,5.11772975325,24.040065339
2815,-2.2,0.0,24.0232593164,23.8598926773,5.1093256023,24.0315667645
2816,-2.2,0.0,24.0148899698,23.8598295023,5.10175928754,24.0232593164
2817,-2.2,0.0,24.0064314727,23.8600688208,5.09520551515,24.0148899698
2818,-2.2,0.0,23.9979466238,23.8600609657,5.08855646839,24.0064314727
2819,-2.2,0.0,23.9894241446,23.8600050594,5.08342009576,23.9979466238
2820,-2.15833333333,0.0,23.959742018,23.3845062552,8.49181010539,23.9837003299
2821,-2.11666666667,0.0,23.897071165,23.3606627511,4.70270374913,23.9415075209
2822,-2.075,0.0,23.8137427654,23.3600636742,6.92147466987,23.897071165
2823,-2.03333333333,0.0,23.7557211504,23.3599530993,6.25458181047,23.8137427654
2824,-1.99166666667,0.0,23.7272513087,23.3599591439,6.23698166598,23.7557211504
2825,-1.95,0.0,23.7158419386,23.3596520634,6.2186327156,23.7272513087
2826,-1.90833333333,0.0,23.7108248963,23.3597525189,6.2019920931,23.7158419386
2827,-1.86666666667,0.0,23.7073398033,23.3598497093,6.18741792059,23.7108248963
2828,-1.825,0.0,23.7041992466,23.3599239194,6.17382392826,23.7073398033
2829,-1.78333333333,0.0,23.7014541497,23.3599291251,6.1607089698,23.7041992466
2830,-1.74166666667,0.0,23.6991809026,23.3598200188,6.14889135139,23.7014541497
2831,-1.7,0.0,23.697274415,23.3601403947,6.13788932798,23.6991809026
2832,-1.7,0.0,23.7046541371,23.4922783402,4.84746698606,23.697274415
2833,-1.7,0.0,23.720350054,23.4994199112,6.25558922302,23.7046541371
2834,-1.7,0.0,23.7377417017,23.4998177781,5.51285081601,23.720350054
2835,-1.7,0.0,23.7481322276,23.4999752234,5.67364954849,23.7377417017
2836,-1.7,0.0,23.7514086563,23.4999743943,5.66445423925,23.7481322276
2837,-1.7,0.0,23.7505802032,23.4998964024,5.65799370446,23.7514086563
2838,-1.7,0.0,23.7480749552,23.5000216312,5.65071041555,23.7505802032
2839,-1.7,0.0,23.7450072802,23.4999605858,5.64450198334,23.7480749552
2840,-1.7,0.0,23.7416517109,23.5000139869,5.63761667962,23.7450072802
2841,-1.7,0.0,23.7380544051,23.5001396327,5.63068622217,23.7416517109
2842,-1.7,0.0,23.7342536341,23.4999178022,5.62476019731,23.7380544051
2843,-1.7,0.0,23.7302167824,23.5000723984,5.61793216786,23.7342536341
2844,-1.74166666667,0.0,23.7156977578,23.2706447957,7.95087127021,23.7302167824
2845,-1.78333333333,0.0,23.6853100544,23.251457248,5.32787803813,23.7156977578
2846,-1.825,0.0,23.6442163879,23.2500683482,6.52660384333,23.6853100544
2847,-1.86666666667,0.0,23.614183029,23.2497691858,6.22118727767,23.6442163879
2848,-1.90833333333,0.0,23.5985817399,23.2499400759,6.20172603113,23.614183029
2849,-1.95,0.0,23.5919296734,23.2500076986,6.18747800274,23.5985817399
2850,-1.99166666667,0.0,23.5889120684,23.250053253,6.17507749919,23.5919296734
2851,-2.03333333333,0.0,23.5868245227,23.2501226619,6.16316788927,23.5889120684
2852,-2.075,0.0,23.5850185549,23.2499797035,6.15175717094,23.5868245227
2853,-2.11666666667,0.0,23.5834766303,23.2501756881,6.14072566416,23.5850185549
2854,-2.15833333333,0.0,23.5822424978,23.2501303289,6.13005661916,23.5834766303
2855,-2.2,0.0,23.5812276972,23.249933367,6.11973026896,23.5822424978
2856,-2.2,0.0,23.5823733017,23.2782873863,5.73091777776,23.5812276972
2857,-2.2,0.0,23.5848334216,23.2799668415,6.01790296988,23.5823733017
2858,-2.2,0.0,23.5873092726,23.2800546416,5.84963837044,23.5848334216
2859,-2.2,0.0,23.5878298428,23.2800181838,5.8737490903,23.5873092726
2860,-2.2,0.0,23.5864833308,23.2801452046,5.86252779854,23.5878298428
2861,-2.2,0.0,23.5840913257,23.2800190105,5.85208437191,23.5864833308
2862,-2.2,0.0,23.5812884814,23.28001745,5.84203594561,23.5840913257
2863,-2.2,0.0,23.5782943287,23.2799473677,5.83210655087,23.5812884814
2864,-2.2,0.0,23.5752133028,23.2800999396,5.82262267694,23.5782943287
2865,-2.2,0.0,23.5721022729,23.2798040147,5.81334869574,23.5752133028
2866,-2.2,0.0,23.5688960283,23.279975028,5.80426483555,23.5721022729
2867,-2.2,0.0,23.5655797585,23.2800910976,5.79527311551,23.5688960283
2868,-2.25,0.0,23.562140447,23.2705436739,5.8448922772,23.5655797585
2869,-2.3,0.0,23.5584248817,23.2700328535,5.72916119525,23.562140447
2870,-2.35,0.0,23.5546070213,23.2700116615,5.7701809925,23.5584248817
2871,-2.4,0.0,23.5512721891,23.2699670739,5.74820896653,23.5546070213
2872,-2.45,0.0,23.5484352486,23.2699678934,5.73833119027,23.5512721891
2873,-2.5,0.0,23.5458910947,23.269843194,5.72868903548,23.5484352486
2874,-2.55,0.0,23.5434489312,23.2701360168,5.71932136827,23.5458910947
2875,-2.6,0.0,23.5410763555,23.2700140091,5.71016368238,23.5434489312
2876,-2.65,0.0,23.5387574083,23.2701862279,5.70129507098,23.5410763555
2877,-2.7,0.0,23.5364381519,23.2700742543,5.69240750716,23.5387574083
2878,-2.75,0.0,23.5341171865,23.2698183239,5.68380742854,23.5364381519
2879,-2.8,0.0,23.5317780266,23.2700084188,5.67532178809,23.5341171865
2880,-2.8,0.0,23.5318698483,23.3077567538,5.26957064888,23.5317780266
2881,-2.8,0.0,23.534864632,23.3097769405,5.66640665322,23.5318698483
2882,-2.8,0.0,23.538754713,23.3100270347,5.45138307508,23.534864632
2883,-2.8,0.0,23.5408428165,23.3103338983,5.4921107875,23.538754713
2884,-2.8,0.0,23.5409698095,23.3100377083,5.4850432466,23.5408428165
2885,-2.8,0.0,23.5398476218,23.3100036481,5.47824516348,23.5409698095
2886,-2.8,0.0,23.5382313824,23.310262854,5.47142313416,23.5398476218
2887,-2.8,0.0,23.5365233497,23.3101937398,5.46453333053,23.5382313824
2888,-2.8,0.0,23.5347662153,23.309869622,5.45760957215,23.5365233497
2889,-2.8,0.0,23.5329013093,23.309931341,5.45069127423,23.5347662153
2890,-2.8,0.0,23.5309716048,23.3101390317,5.44378589529,23.5329013093
2891,-2.8,0.0,23.5290378084,23.3100782127,5.43689966648,23.5309716048
2892,-2.8,0.0,23.5174406654,23.6126981618,7.96790848724,23.5210057435
2893,-2.8,0.0,23.562332114,23.7396460432,4.70270374913,23.5219076521
2894,-2.8,0.0,23.6227779557,23.7399818698,4.79886641649,23.562332114
2895,-2.8,0.0,23.6669802994,23.7398304004,4.70270374913,23.6227779557
2896,-2.8,0.0,23.6901053856,23.7398910388,4.70270374913,23.6669802994
2897,-2.8,0.0,23.6994445193,23.7403543721,4.70270374913,23.6901053856
2898,-2.8,0.0,23.7026031474,23.7396860104,4.70270374913,23.6994445193
2899,-2.8,0.0,23.7034406884,23.7399316735,4.70270374913,23.7026031474
2900,-2.8,0.0,23.7033212428,23.7400599825,4.70270374913,23.7034406884
2901,-2.8,0.0,23.7025362269,23.7404078672,4.70270374913,23.7033212428
2902,-2.8,0.0,23.7011922828,23.740063696,4.70270374913,23.7025362269
2903,-2.8,0.0,23.6993372809,23.7401610771,4.70270374913,23.7011922828
2904,-2.8,0.0,23.6975389098,23.7686059915,4.70270374913,23.6993372809
2905,-2.8,0.0,23.6991691295,23.7701154588,4.70270374913,23.6975389098
2906,-2.8,0.0,23.7018637569,23.7697207408,4.70270374913,23.6991691295
2907,-2.8,0.0,23.7035950397,23.7699303685,4.70270374913,23.7018637569
2908,-2.8,0.0,23.7040651175,23.7702776474,4.70270374913,23.7035950397
2909,-2.8,0.0,23.7037463346,23.7700757077,4.70270374913,23.7040651175
2910,-2.8,0.0,23.7030297699,23.7701340246,4.70270374913,23.7037463346
2911,-2.8,0.0,23.7021536303,23.7696482079,4.70270374913,23.7030297699
2912,-2.8,0.0,23.7011487935,23.770294745,4.70270374913,23.7021536303
2913,-2.8,0.0,23.7001509418,23.7696181295,4.70270374913,23.7011487935
2914,-2.8,0.0,23.6990676346,23.7696764531,4.70270374913,23.7001509418
2915,-2.8,0.0,23.6979385991,23.769883926,4.70270374913,23.6990676346
2916,-2.8,0.0,23.69763885,23.8928096954,4.70270374913,23.6979385991
2917,-2.8,0.0,23.7119728743,23.8993049873,4.70270374913,23.69763885
2918,-2.8,0.0,23.7307434985,23.8997731818,4.70270374913,23.7119728743
2919,-2.8,0.0,23.7456269584,23.8997174009,4.70270374913,23.7307434985
2920,-2.8,0.0,23.7551179962,23.9005200839,4.70270374913,23.7456269584
2921,-2.8,0.0,23.7611477571,23.9001204005,4.70270374913,23.7551179962
2922,-2.8,0.0,23.7654998079,23.8998534079,4.70270374913,23.7611477571
2923,-2.8,0.0,23.7691574232,23.8998488919,4.70270374913,23.7654998079
2924,-2.8,0.0,23.7725312373,23.8998015877,4.70270374913,23.7691574232
2925,-2.8,0.0,23.7757359262,23.9002391278,4.70270374913,23.7725312373
2926,-2.8,0.0,23.7788597646,23.900163724,4.70270374913,23.7757359262
2927,-2.8,0.0,23.7818880692,23.9002448059,4.70270374913,23.7788597646
2928,-2.8,0.0,23.7827839646,24.0985027075,4.70270374913,23.7818880692
2929,-2.8,0.0,23.8033146207,24.1088199081,4.70270374913,23.7827839646
2930,-2.8,0.0,23.8282020242,24.1106210223,4.70270374913,23.8033146207
2931,-2.8,0.0,23.8453248801,24.1097700438,4.70270374913,23.8282020242
2932,-2.8,0.0,23.8527825271,24.110344019,4.70270374913,23.8453248801
2933,-2.8,0.0,23.8537888883,24.1101254936,4.70270374913,23.8527825271
2934,-2.8,0.0,23.8515771236,24.1102813349,4.70270374913,23.8537888883
2935,-2.8,0.0,23.8480320765,24.1105210836,4.70270374913,23.8515771236
2936,-2.8,0.0,23.8438963384,24.1096103773,4.70270374913,23.8480320765
2937,-2.8,0.0,23.8392462107,24.1098907289,4.70270374913,23.8438963384
2938,-2.8,0.0,23.8342548232,24.1101997096,4.70270374913,23.8392462107
2939,-2.8,0.0,23.8290651544,24.1101311239,4.70270374913,23.8342548232
2940,-2.75,0.0,23.8258768821,24.232701005,4.70270374913,23.8290651544
2941,-2.7,0.0,23.8390021555,24.2396104146,4.70270374913,23.8258768821
2942,-2.65,0.0,23.8579849989,24.2396853284,4.70270374913,23.8390021555
2943,-2.6,0.0,23.8738000498,24.2394243836,4.70270374913,23.8579849989
2944,-2.55,0.0,23.8844184433,24.2401357221,4.70270374913,23.8738000498
2945,-2.5,0.0,23.8915269455,24.2400152486,4.70270374913,23.8844184433
2946,-2.45,0.0,23.8969632101,24.2400976075,4.70270374913,23.8915269455
2947,-2.4,0.0,23.9018014014,24.2403781072,4.70270374913,23.8969632101
2948,-2.35,0.0,23.9064256442,24.2400073757,4.70270374913,23.9018014014
2949,-2.3,0.0,23.9108391105,24.2403467609,4.70270374913,23.9064256442
2950,-2.25,0.0,23.9151225336,24.2395777742,4.70270374913,23.9108391105
2951,-2.2,0.0,23.9192168201,24.2402430681,4.70270374913,23.9151225336
2952,-2.2,0.0,23.9223693436,24.2493475516,4.70270374913,23.9192168201
2953,-2.2,0.0,23.9254621137,24.2500290326,4.70270374913,23.9223693436
2954,-2.2,0.0,23.9280635128,24.2502972792,4.70270374913,23.9254621137
2955,-2.2,0.0,23.9298872241,24.2502450925,4.70270374913,23.9280635128
2956,-2.2,0.0,23.9310020378,24.2499773569,4.70270374913,23.9298872241
2957,-2.2,0.0,23.9316229429,24.2499821774,4.70270374913,23.9310020378
2958,-2.2,0.0,23.9319866148,24.2497582205,4.70270374913,23.9316229429
2959,-2.2,0.0,23.9322015703,24.2504038979,4.70270374913,23.9319866148
2960,-2.2,0.0,23.9324227544,24.2496454995,4.70270374913,23.9322015703
2961,-2.2,0.0,23.9325431611,24.2500411741,4.70270374913,23.9324227544
2962,-2.2,0.0,23.9326414427,24.2499038726,4.70270374913,23.9325431611
2963,-2.2,0.0,23.9327123425,24.2495220092,4.70270374913,23.9326414427
2964,-2.2,0.0,23.9331314869,24.1555488797,4.70270374913,23.9327123425
2965,-2.2,0.0,23.9232701508,24.1503694019,4.70270374913,23.9331314869
2966,-2.2,0.0,23.9105956309,24.149819296,4.70270374913,23.9232701508
2967,-2.2,0.0,23.9013826875,24.1495826418,4.70270374913,23.9105956309
2968,-2.2,0.0,23.8967628037,24.1496630389,4.70270374913,23.9013826875
2969,-2.2,0.0,23.8953528444,24.1501565586,4.70270374913,23.8967628037
2970,-2.2,17.5833333333,23.8955650852,24.1498095842,4.70270374913,23.8953528444
2971,-2.2,22.1666666667,23.896399493,24.1498033073,4.70270374913,23.8955650852
2972,-2.2,26.75,23.8975260787,24.1502528987,4.70270374913,23.896399493
2973,-2.2,31.3333333333,23.8989262511,24.1497981104,4.70270374913,23.8975260787
2974,-2.2,35.9166666667,23.9004843394,24.1498534017,4.70270374913,23.8989262511
2975,-2.2,40.5,23.9021817562,24.1499186415,4.70270374913,23.9004843394
2976,-2.10833333333,45.0833333333,23.9146699229,23.8213410693,7.71911239027,23.9115021741
2977,-2.01666666667,49.6666666667,23.8772042084,23.8100857592,5.37658835583,23.9085172537
2978,-1.925,54.25,23.8231771784,23.8101150154,6.98280908087,23.8772042084
2979,-1.83333333333,58.8333333333,23.782973195,23.8099504243,6.55186915275,23.8231771784
2980,-1.74166666667,63.4166666667,23.7617085009,23.8098182155,6.58902829688,23.782973195
2981,-1.65,68.0,23.7523576617,23.8099182361,6.61014289871,23.7617085009
2982,-1.55833333333,71.5,23.7478739156,23.8098625173,6.62958814724,23.7523576617
2983,-1.46666666667,75.0,23.7447312457,23.8098320966,6.64927364436,23.7478739156
2984,-1.375,78.5,23.7419777743,23.8100209057,6.66711860006,23.7447312457
2985,-1.28333333333,82.0,23.7396289849,23.8098802126,6.68409863388,23.7419777743
2986,-1.19166666667,85.5,23.7376957594,23.8098445588,6.70133840326,23.7396289849
2987,-1.1,89.0,23.7360973235,23.8099716076,6.70816901859,23.7376957594
2988,-1.05833333333,92.5,23.7497247602,24.1301396301,7.95229259603,23.7385521264
2989,-1.01666666667,96.0,23.8124311259,24.2296302611,6.11961953039,23.758442591
2990,-0.975,99.5,23.8795574527,24.2300621194,5.90759039007,23.8124311259
2991,-0.933333333333,103.0,23.9246424619,24.229841585,5.62742023898,23.8795574527
2992,-0.891666666667,106.5,23.9505074048,24.2300468479,5.79780643422,23.9246424619
2993,-0.85,110.0,23.9658509857,24.2298976008,5.80777713307,23.9505074048
2994,-0.808333333333,114.75,23.9770009563,24.2302914307,5.82460213247,23.9658509857
2995,-0.766666666667,119.5,23.9868323348,24.2298110577,5.83927917258,23.9770009563
2996,-0.725,124.25,23.9960126577,24.2301010955,5.85341048761,23.9868323348
2997,-0.683333333333,129.0,24.004713556,24.2300026085,5.86785199825,23.9960126577
2998,-0.641666666667,133.75,24.0129643804,24.2299842513,5.88072165485,24.004713556
2999,-0.6,138.5,24.0208650954,24.2299050957,5.89374047348,24.0129643804
3000,-0.5,143.25,24.0358909447,24.0371380135,7.64730157044,24.0208650954
3001,-0.4,148.0,24.0161830954,24.0211742373,5.7008969442,24.0358909447
3002,-0.3,152.75,23.984024697,24.0199225887,6.66246745277,24.0161830954
3003,-0.2,157.5,23.9602550536,24.0199433133,6.45808946456,23.984024697
3004,-0.1,162.25,23.9493976035,24.0197797476,6.46625444749,23.9602550536
3005,0.0,167.0,23.9471164653,24.019918165,6.47853824478,23.9493976035
3006,0.1,167.583333333,23.9485385993,24.0198428117,6.48981566572,23.9471164653
3007,0.2,168.166666667,23.9510065913,24.0198304783,6.50061299451,23.9485385993
3008,0.3,168.75,23.953710329,24.0199430829,6.51273471586,23.9510065913
3009,0.4,169.333333333,23.9566040085,24.0197910521,6.52410933173,23.953710329
3010,0.5,169.916666667,23.959691835,24.0200480546,6.53513240798,23.9566040085
3011,0.6,170.5,23.9629985761,24.0200075406,6.54734101938,23.959691835
3012,0.641666666667,171.083333333,23.9673112336,23.9459585082,7.261025302,23.9629985761
3013,0.683333333333,171.666666667,23.9597800164,23.9403087909,6.49679138841,23.9673112336
3014,0.725,172.25,23.9488832298,23.9398516026,6.89957274922,23.9597800164
3015,0.766666666667,172.833333333,23.941990049,23.9399743047,6.81795026431,23.9488832298
3016,0.808333333333,173.416666667,23.9401998994,23.939911021,6.82613805006,23.941990049
3017,0.85,174.0,23.9415614081,23.939972619,6.83523203901,23.9401998994
3018,0.891666666667,178.0,23.9441979973,23.9398570167,6.84530714721,23.9415614081
3019,0.933333333333,182.0,23.947152895,23.9398439919,6.85499444612,23.9441979973
3020,0.975,186.0,23.9501813663,23.9399429095,6.86605812514,23.947152895
3021,1.01666666667,190.0,23.9533035781,23.9398659772,6.87718978394,23.9501813663
3022,1.05833333333,194.0,23.9565119596,23.9397822199,6.88744913636,23.9533035781
3023,1.1,198.0,23.9597787078,23.9399150461,6.89880729954,23.9565119596
3024,1.19166666667,202.0,23.9602870851,23.9491509418,6.24979900869,23.9597787078
3025,1.28333333333,206.0,23.9585275933,23.9498857956,6.39106704141,23.9602870851
3026,1.375,210.0,23.9545804976,23.9499327615,6.34471896649,23.9585275933
3027,1.46666666667,214.0,23.9488782381,23.9499039809,6.36472297042,23.9545804976
3028,1.55833333333,218.0,23.9420949429,23.949832228,6.37220196909,23.9488782381
3029,1.65,222.0,23.9347898928,23.9498595098,6.38112725399,23.9420949429
3030,1.74166666667,214.25,23.9272963553,23.9498093189,6.38714785587,23.9347898928
3031,1.83333333333,206.5,23.9197616672,23.9498869402,6.39095496698,23.9272963553
3032,1.925,198.75,23.9122766008,23.949907334,6.39500521725,23.9197616672
3033,2.01666666667,191.0,23.9048661467,23.949914077,6.39964575517,23.9122766008
3034,2.10833333333,183.25,23.8975305258,23.9499474197,6.40238385534,23.9048661467
3035,2.2,175.5,23.8902607167,23.9499586985,6.39508316406,23.8975305258
3036,2.15833333333,167.75,23.8904323431,23.7418762315,9.14563330725,23.8902607167
3037,2.11666666667,160.0,23.8602364815,23.7212964546,6.77776757202,23.8904323431
3038,2.075,152.25,23.8206369477,23.7200165897,7.88698754984,23.8602364815
3039,2.03333333333,144.5,23.7948262979,23.7198442516,7.63613402189,23.8206369477
3040,1.99166666667,136.75,23.7853239348,23.7197010835,7.63090382235,23.7948262979
3041,1.95,129.0,23.7852775221,23.719829869,7.62705426599,23.7853239348
3042,1.90833333333,131.333333333,23.7886613269,23.7197886909,7.63057885582,23.7852775221
3043,1.86666666667,133.666666667,23.7927636458,23.7198929335,7.63475010638,23.7886613269
3044,1.825,136.0,23.7970432793,23.7198481772,7.63882348998,23.7927636458
3045,1.78333333333,138.333333333,23.8015243622,23.7197324207,7.64498118533,23.7970432793
3046,1.74166666667,140.666666667,23.8062517405,23.7196434509,7.65145928497,23.8015243622
3047,1.7,143.0,23.8112097004,23.7198126778,7.6573014915,23.8062517405
3048,1.65,145.333333333,23.8168524938,23.8032786339,6.83422046866,23.8112097004
3049,1.6,147.666666667,23.833707717,23.8093038494,7.73346189997,23.8168524938
3050,1.55,150.0,23.8519761647,23.8096973558,7.26977792008,23.833707717
3051,1.5,152.333333333,23.8643527962,23.8097262055,7.39265062101,23.8519761647
3052,1.45,154.666666667,23.8707882948,23.8097585652,7.40138796032,23.8643527962
3053,1.4,157.0,23.8739635289,23.8097717699,7.41289114206,23.8707882948
