,t4,t5,t6
380,23.8128549652,24.1596633737,23.8013965677
381,23.7900237159,24.0954557061,23.7905611451
382,23.7898839019,24.0115820524,23.7894719674
383,23.7898812623,23.9574335856,23.7895354448
384,23.7899427587,23.935796285,23.7895371625
385,23.7899207301,23.9315902669,23.7895358863
386,23.7897947904,23.932629743,23.7895339272
387,23.7898422024,23.9341105391,23.7903342833
388,23.7898062494,23.935446171,23.7895532921
389,23.7898040332,23.937071611,23.7895308441
390,23.7897889187,23.9391826965,23.7895280151
391,23.7899480904,23.941674651,23.7895269585
392,24.2327154106,23.9767056562,24.1388612981
393,24.2397473942,24.0605847976,24.2394686676
394,24.239771772,24.1326490523,24.2396609339
395,24.2399918018,24.1757739042,24.2396802638
396,24.2399289136,24.1968930905,24.2396499795
397,24.2400215022,24.2072801417,24.2396384179
398,24.2398349929,24.2140888074,24.2396276773
399,24.2398649239,24.2199797661,24.2400347555
400,24.2399651125,24.2254397922,24.2400352412
401,24.2400058293,24.2303645221,24.2396101154
402,24.2398883359,24.2347803967,24.2400110412
403,24.2398959453,24.2388368971,24.239593883
404,24.3538714478,24.2428050034,24.3583146267
405,24.3597144861,24.2609127675,24.360542327
406,24.3602265015,24.2816380023,24.3602858606
407,24.3599645786,24.297420083,24.3603313192
408,24.3601494027,24.3073601976,24.3601727881
409,24.3602832496,24.3137071925,24.3607158668
410,24.3599241348,24.3183696572,24.3604022157
411,24.3599067768,24.3222477321,24.3606481502
412,24.360071501,24.3257245089,24.3602979446
413,24.3599484267,24.328954985,24.3608032569
414,24.360096558,24.3319662428,24.3601967466
415,24.360175906,24.3348208107,24.3602865404
416,24.237933247,24.3375431889,24.2325439753
417,24.23109277,24.325318628,24.2304170307
418,24.2305902886,24.3083758732,24.2308817556
419,24.2297854124,24.2955146933,24.2302463786
420,24.2301251665,24.2882903467,24.2302613451
421,24.2302702029,24.2848827889,24.2305713537
422,24.2301246429,24.2832369605,24.2307573542
423,24.2302122236,24.2821740956,24.2301797412
424,24.2300879026,24.2813115547,24.2299801994
425,24.2305673368,24.2805597702,24.2308063644
426,24.2299014388,24.2799691473,24.2302881162
427,24.229654242,24.279401496,24.2303790323
428,24.1455630288,24.2782678556,24.1417952676
429,24.1402982619,24.2681929995,24.1405652186
430,24.1399541,24.2556528309,24.1401279368
431,24.1401480763,24.2464934523,24.140276514
432,24.1401249194,24.2414687911,24.1401273702
433,24.139930008,24.2390247656,24.1406161683
434,24.1400097776,24.2376701661,24.140363334
435,24.1396929497,24.2366969407,24.1399547013
436,24.1405682554,24.2358505475,24.1405777426
437,24.1402860228,24.2352148511,24.140046027
438,24.1402761307,24.2346831885,24.139822126
439,24.1400941869,24.2342012527,24.1403081183
440,24.1836662819,24.2265830491,24.248295727
441,24.1516640584,24.227282525,24.4492063231
442,24.1354648513,24.221029673,24.4501890513
443,24.129588484,24.2124427841,24.4503260352
444,24.1263869022,24.2081802434,24.4501271842
445,24.1241148625,24.206958141,24.450111339
446,24.1224631844,24.2070816261,24.4501169751
447,24.1211270431,24.2079656541,24.4500475378
448,24.1199713866,24.2093475682,24.4502083427
449,24.1189566227,24.21100623,24.449988213
450,24.1179957666,24.212839171,24.4502055356
451,24.1171325308,24.2147866119,24.4502481982
452,24.1131641191,24.2152848819,24.4303268607
453,24.1110228141,24.2134065947,24.43015223
454,24.1089802489,24.2111096594,24.4301038468
455,24.107771334,24.2088346939,24.4302447428
456,24.1069833154,24.2067718752,24.4301857784
457,24.1062179946,24.2049449163,24.4301793035
458,24.1055184989,24.2032217623,24.4299234035
459,24.1048577042,24.2015478846,24.4300721734
460,24.1041914129,24.1999174934,24.4301031864
461,24.1036386387,24.1983029544,24.4300474547
462,24.1030922139,24.1967135107,24.4299994289
463,24.1025136213,24.1951350323,24.4301418692
464,24.2313154129,24.2175724866,24.369605877
465,24.2304654554,24.2500056983,24.288214879
466,24.2301478752,24.2759694918,24.2212745685
467,24.2300061885,24.2914429116,24.1777578785
468,24.230702547,24.2995101754,24.1520871085
469,24.2301029362,24.3040686085,24.1364201053
470,24.2304495113,24.3071894131,24.12551844
471,24.2300316768,24.3097261054,24.1169206253
472,24.2301868622,24.3118201721,24.1097167473
473,24.2302745713,24.3135747316,24.1035765174
474,24.2303692785,24.3150794387,24.0982936156
475,24.2302368908,24.3164237118,24.0936659571
476,24.1547340516,24.317217388,24.0861387418
477,24.1502403041,24.30928296,24.0772663128
478,24.1501323339,24.298870106,24.0691093843
479,24.1503359308,24.2910948461,24.0624097811
480,24.1498657915,24.2868085669,24.0569818325
481,24.1497769384,24.284732049,24.0523890691
482,24.1502585605,24.2836425229,24.0482877319
483,24.1500180843,24.2829726582,24.0444879637
484,24.1498085992,24.2824465028,24.0409013626
485,24.1499862053,24.2819855071,24.0374855429
486,24.150486201,24.2816209884,24.0342126574
487,24.1499663069,24.2813920124,24.0310599307
488,24.1216601018,24.2807977171,24.0219931651
489,24.1197189009,24.2765353083,24.0109970418
490,24.1198021571,24.2710530158,24.001483258
491,24.1198837453,24.2664617847,23.9943422049
492,24.1205776184,24.2631613534,23.9890534949
493,24.1200592957,24.2607829783,23.9848457875
494,24.1202419816,24.25873159,23.9811859157
495,24.1202589058,24.2568112957,23.9778408392
496,24.1204071239,24.2549217451,23.9746703688
497,24.1206370403,24.2530824054,23.9716452716
498,24.1205702085,24.2513134796,23.9687443104
499,24.1198846749,24.2495273916,23.9659052113
500,24.0634421415,24.2480242603,23.9631347478
501,24.0600327806,24.2408731643,23.9604050954
502,24.0602736143,24.2326245251,23.9577308145
503,24.0598578187,24.2268656452,23.9551120913
504,24.0604227147,24.2238554075,23.9525308219
505,24.0601015756,24.2226015573,23.9499728855
506,24.059549165,24.2220673131,23.9474318977
507,24.0596094038,24.2217201075,23.94490641
508,24.0601029034,24.221492448,23.9423963983
509,24.0598882919,24.2214624926,23.9399019784
510,24.0597741805,24.2215468148,23.9374228207
511,24.0601126333,24.2216855674,23.9349585343
512,23.9659383705,24.2202493676,23.9325085805
513,23.9598760883,24.210067794,23.9300390673
514,23.9601309778,24.1981678594,23.927563994
515,23.9604252222,24.1900897996,23.9251049929
516,23.9596559152,24.1864629783,23.922692278
517,23.9604775673,24.1854922341,23.9203183872
518,23.9604167486,24.1857356901,23.9179600335
519,23.9598897668,24.186383023,23.9156035767
520,23.9596586896,24.1871277786,23.9132460187
521,23.9598774084,24.1879676785,23.9108894297
522,23.9600190395,24.1889823223,23.9085364683
523,23.9599494624,24.1901628808,23.9061890147
524,23.875733761,24.1875200731,23.903822258
525,23.8706941779,24.1770456975,23.9014355777
526,23.8699108996,24.1643604735,23.8990559549
527,23.8699489473,24.155191066,23.8966960708
528,23.8700376838,24.1498757612,23.8943532744
529,23.8697549563,24.1467514046,23.8920148241
530,23.8704418358,24.1444434988,23.8896844362
531,23.8700392396,24.1424610216,23.887363669
532,23.8698840759,24.1405548888,23.8850497911
533,23.869966555,24.1386885518,23.8827408365
534,23.8699799767,24.1368979344,23.8804362437
535,23.8698619102,24.1351781727,23.8781363896
536,23.8697478769,24.1340183862,23.8758419475
537,23.8701279496,24.1335402289,23.873577313
538,23.8698222201,24.1336013073,23.871338577
539,23.8700873871,24.1338915988,23.8691083538
540,23.8698461402,24.1342978984,23.8668769238
541,23.8698075148,24.1347298174,23.8646431066
542,23.870465713,24.135123533,23.8623777663
543,23.8700765754,24.1356283305,23.860120432
544,23.869811267,24.1361814717,23.8578906572
545,23.8704932184,24.1367268443,23.8556793591
546,23.869764945,24.1373565928,23.8534758573
547,23.8698211702,24.1379398602,23.8512756052
548,24.0120760491,24.1389460274,23.8527135468
549,24.019696422,24.1556014637,23.8559736604
550,24.020182873,24.1770438012,23.8587771557
551,24.0201084848,24.1936513489,23.8602707222
552,24.0203526689,24.2036034546,23.8606105657
553,24.019909285,24.2091962289,23.8602236836
554,24.0203029384,24.2128114749,23.859443255
555,24.0199425402,24.2158183295,23.8584493842
556,24.0203617088,24.2185667992,23.8573215817
557,24.0199515301,24.2211677751,23.8560949985
558,24.0200203488,24.2235587401,23.8547909109
559,24.0197423196,24.2257998115,23.8534266088
560,24.1146153552,24.2270705703,24.1146893005
561,24.1198531235,24.2379466249,24.1200563826
562,24.1205073736,24.2509224816,24.1199723231
563,24.1200474976,24.2599659471,24.1198274258
564,24.1201046059,24.2642097318,24.1198458292
565,24.1204235974,24.2653635891,24.1201587677
566,24.1197341885,24.2651582481,24.1206753778
567,24.1195367045,24.264325174,24.1202903918
568,24.1202066714,24.2631313313,24.120508586
569,24.120017921,24.2617645267,24.120205022
570,24.1203057439,24.2602025606,24.1205690989
571,24.1204830062,24.2584970237,24.1203139379
572,23.8433177346,24.2500492312,23.8272569145
573,23.8214724108,24.2154949019,23.8204089073
574,23.8202014059,24.169598892,23.8199278482
575,23.819955707,24.1356581314,23.820332954
576,23.8199689455,24.1170929261,23.8200415701
577,23.8199381689,24.108492594,23.8199293488
578,23.8201757667,24.1042306913,23.8199496837
579,23.8200073646,24.1013599833,23.8199223689
580,23.820112772,24.0989233525,23.8204785694
581,23.8199894621,24.0968630811,23.8197308755
582,23.8200564367,24.0951817759,23.820413569
583,23.8200708237,24.0938206073,23.8203984692
584,23.8015815237,24.0800100041,23.8004254384
585,23.8000068427,24.0625406993,23.7998842274
586,23.7998172613,24.0488868823,23.7998425673
587,23.7997842401,24.0409710945,23.799822272
588,23.7997572552,24.0369465389,23.7998009729
589,23.7998566189,24.034664342,23.7997803742
590,23.7999341492,24.0330052515,23.7997601389
591,23.7999221475,24.0316430919,23.7997469293
592,23.7998596179,24.0305226421,23.7997331562
593,23.7998605878,24.0296232482,23.7997198173
594,23.7998997752,24.0289148524,23.7997070786
595,23.7997322868,24.0283331949,23.799694992
596,23.8182875392,24.0293204689,23.8191717364
597,23.8197008323,24.0331175316,23.8196467672
598,23.8197993491,24.0380559985,23.819666007
599,23.819668574,24.0420703947,23.8196535725
600,23.819798365,24.0449429657,23.8196442727
601,23.8198598423,24.0471999983,23.8196355524
602,23.8197520984,24.0493427521,23.8196273522
603,23.8198196077,24.051459424,23.8196196144
604,23.8197122309,24.0535704549,23.8196123259
605,23.8198068231,24.055661438,23.8196054649
606,23.81976332,24.0577652792,23.8195990076
607,23.8197960801,24.0598747899,23.819592937
608,24.0074584261,24.0708775697,24.0160824394
609,24.0186689949,24.1023899615,24.0193514059
610,24.0196632889,24.1363909257,24.0200707825
611,24.019820153,24.1583132238,24.0196147859
612,24.0198284892,24.168010754,24.0195965416
613,24.0198355117,24.1707466067,24.0200110165
614,24.0198128351,24.1708943165,24.0195904085
615,24.0199275859,24.1704195856,24.0195735716
616,24.0197398452,24.1697847208,24.0195658736
