,Unnamed: 0,t1,w1,w2,i,s,t2,tout,hsp,m0,csp0
0,0,23.4959391096842,24.447659006802127,36.4560526995441,14684.161464727,0.0,18.5890613843419,17.1833333333333,15.6,4.95862582923967,26.7
1,1,23.4925541676464,24.40541127266861,36.45433693350795,14684.161464727,0.0,18.5725168850458,17.1666666666667,15.6,4.95862582923967,26.7
2,2,23.4888018342402,24.446610066978746,36.45253804151345,14684.161464727,0.0,18.5559721057735,17.15,15.6,4.95862582923967,26.7
3,3,23.4826702108985,24.387051919487238,36.450715615328654,14684.161464727,0.0,18.5394270470528,17.1333333333333,15.6,4.95862582923967,26.7
4,4,23.478607763544694,24.397378386270127,36.448827969652,14684.161464727,0.0,18.5228817111496,17.1166666666667,15.6,4.95862582923967,26.7
5,5,23.4744478641201,24.418455078313,36.4467608079655,14684.161464727,0.0,18.5063360951049,17.1,15.6,4.95862582923967,26.7
6,6,23.4692550311728,24.42616972476345,36.444767576027544,14684.161464727,0.0,18.489790201189802,17.0833333333333,15.6,4.95862582923966,26.7
7,7,23.4644161026609,24.345134347388893,36.44263914200185,14684.161464727,0.0,18.473244029928697,17.0666666666667,15.6,4.95862582923967,26.7
8,8,23.454824436351103,24.40659938014448,36.44055415573496,14684.161464727,0.0,18.4566975835558,17.05,15.6,4.95862582923967,26.7
9,9,23.447603710426694,24.406409618135623,36.4381797315432,14684.161464727,0.0,18.4401508591646,17.033333333333303,15.6,4.95862582923967,26.7
10,10,23.4414918964782,24.30877089160855,36.4357882864148,14684.161464727,0.0,18.4236038589945,17.016666666666698,15.6,4.95862582923967,26.7
11,11,23.435636880524502,24.335668278633047,36.433464351553546,14684.161464727,0.0,18.407056583566305,17.0,15.6,4.95862582923967,26.7
12,12,23.4316767180465,24.30305962284378,36.431051448249946,14684.161464727,0.0,18.3820985107442,16.975,15.6,4.95862582923967,26.7
13,13,23.4231290951965,24.366970107493113,36.427348590794146,14684.161464727,0.0,18.357140382079,16.95,15.6,4.95862582923967,26.7
14,14,23.418852832804106,24.385695164574763,36.42522889974745,14684.161464727,0.0,18.3321822010017,16.925,15.6,4.95862582923967,26.7
15,15,23.412721953433103,24.396346101477608,36.417080808185545,14684.161464727,0.0,18.307223964200602,16.9,15.6,4.95862582923967,26.7
16,16,23.4035087772853,24.407220543991585,36.417559269277746,14684.161464727,0.0,18.2822656734187,16.875,15.6,4.95862582923967,26.7
17,17,23.397523602083,24.41331174615312,36.415676822773854,14684.161464727,0.0,18.2573073303905,16.85,15.6,4.95862582923967,26.7
18,18,23.391900738797602,24.306183869561018,36.4132565306104,14684.161464727,0.0,18.232348931817103,16.825,15.6,4.95862582923967,26.7
19,19,23.3797682455051,24.37822443295819,36.40494591889425,14684.161464727,0.0,18.207390481107602,16.8,15.6,4.95862582923967,26.7
20,20,23.3748775389676,24.40047619384247,36.40406132247555,14684.161464727,0.0,18.1824319749718,16.775,15.6,4.95862582923966,26.7
21,21,23.363792665856295,24.403952336385444,36.4031286846023,14684.161464727,0.0,18.1574734151418,16.75,15.6,4.95862582923966,26.7
22,22,23.3547250617856,24.289803420070673,36.39975785979645,14684.161464727,0.0,18.1325148033407,16.725,15.6,4.95862582923966,26.7
23,23,23.350955278693,24.338667122414783,36.39670671362805,14684.161464727,0.0,18.1075561362915,16.7,15.6,4.95862582923967,26.7
24,24,23.3442220918328,24.349806602471237,36.3944285888836,14684.161464727,0.0,18.0825974173809,16.675,15.6,4.95862582923967,26.7
25,25,23.3380197709274,24.258059429649176,36.392616884225546,14684.161464727,0.0,18.057638643340603,16.65,15.6,4.95862582923967,26.7
26,26,23.3308944668555,24.32297866661904,36.390090992437855,14684.161464727,0.0,18.032679815891303,16.625,15.6,4.95862582923967,26.7
27,27,23.3242070272232,24.341914418884148,36.38805157490255,14684.161464727,0.0,18.0077209367452,16.6,15.6,4.95862582923967,26.7
28,28,23.3162897049755,24.298809099476017,36.38580887405,14684.161464727,0.0,17.982762002646602,16.575,15.6,4.95862582923967,26.7
29,29,23.3094308314389,24.34113389513217,36.383276444469544,14684.161464727,0.0,17.9578030169606,16.55,15.6,4.95862582923967,26.7
30,30,23.301248277204397,24.347809792752123,36.3752289715431,14684.161464727,0.0,17.93284397644,16.525,15.6,4.95862582923967,26.7
31,31,23.2942459336247,24.307307371607546,36.37548645258335,14684.161464727,0.0,17.9078848827947,16.5,15.6,4.95862582923967,26.7
32,32,23.2857696237361,24.24167078032129,36.37293705140691,14684.161464727,0.0,17.8829257377257,16.475,15.6,4.95862582923967,26.7
33,33,23.2787776445546,24.318967163118376,36.37086950736425,14684.161464727,0.0,17.8579665379988,16.45,15.6,4.95862582923967,26.7
34,34,23.270404157191702,24.31783768944337,36.3682974996427,14684.161464727,0.0,17.8330072869573,16.425,15.6,4.95862582923967,26.7
35,35,23.2632923633807,24.22877925428111,36.3657186690037,14684.161464727,0.0,17.8080479813752,16.4,15.6,4.95862582923967,26.7
36,36,23.249068404572,24.2579798205908,36.3628906961034,14684.161464727,0.0,17.7830135322131,16.375,15.6,4.95862582923967,25.6
37,37,23.2386381968984,24.296549699356348,36.36014287558355,14684.161464727,0.0,17.7579792712467,16.35,15.6,4.95862582923967,26.7
38,38,23.230037305538602,24.32413652292711,36.357315805106786,14684.161464727,0.0,17.7329451947444,16.325,15.6,4.95862582923967,26.7
39,39,23.2217980591455,24.336313607213704,36.354452982480495,14684.161464727,0.0,17.7079113055463,16.3,15.6,4.95862582923967,26.7
40,40,23.213682212652696,24.343146895494257,36.351562991821645,14684.161464727,0.0,17.6828775999129,16.275,15.6,4.95862582923967,26.7
41,41,23.2056530551453,24.347649074194106,36.34866295758265,14684.161464727,0.0,17.6578440790432,16.25,15.6,4.95862582923967,26.7
42,42,23.201027741814197,24.28942801584836,36.34576689599809,14684.161464727,0.0,17.6328107441464,16.225,15.6,4.95862582923967,26.7
43,43,23.1910664338962,24.296222082214626,36.343003486355855,14684.161464727,0.0,17.607777591471,16.2,15.6,4.95862582923966,26.7
44,44,23.186507327835002,24.305379140721055,36.340075571994,14684.161464727,0.0,17.582744623884803,16.175,15.6,4.95862582923967,26.7
45,45,23.179938443878797,24.31480360573805,36.33743885780565,14684.161464727,0.0,17.5577118376284,16.15,15.6,4.95862582923966,26.7
46,46,23.170216584749497,24.32135665199328,36.3346823949525,14684.161464727,0.0,17.5326792339166,16.125,15.6,4.95862582923967,26.7
47,47,23.164732577664598,24.32354849381124,36.3320881107028,14684.161464727,0.0,17.507646813974,16.1,15.6,4.95862582923967,26.7
48,48,23.1629023711341,24.334710575578477,36.33461830456649,15910.7789294539,0.0,17.5076491194009,16.1,20.0,4.95862582923967,26.7
49,49,23.1592226199748,24.334644351777147,36.334787417477045,15910.7789294539,0.0,17.5076514244403,16.1,20.0,4.95862582923967,25.0
50,50,23.1581747445537,24.34220664055832,36.3345079668687,15910.7789294539,0.0,17.5076537290923,16.1,20.0,4.95862582923967,25.0
51,51,23.1552671475067,24.33615688589605,36.334135794536294,15910.7789294539,0.0,17.507656033357,16.1,20.0,4.95862582923967,25.0
52,52,23.1530294272015,24.34440430378834,36.3335475650958,15910.7789294539,10.0833333333333,17.5076583372345,16.1,20.0,4.95862582923967,25.0
53,53,23.151905080213105,24.348342664338503,36.33285771175046,15910.7789294539,11.0,17.507660640725,16.1,20.0,4.95862582923967,25.0
54,54,23.150595105117894,24.256452727557487,36.332121170478096,15910.7789294539,13.916666666666698,17.5076629438285,16.1,20.0,4.95862582923966,25.0
55,55,23.148860762814998,24.310555455535887,36.33135352611375,15910.7789294539,16.8333333333333,17.507665246545102,16.1,20.0,4.95862582923967,25.0
56,56,23.147309734647497,24.32004836581747,36.330473622317456,15910.7789294539,19.75,17.5076675488749,16.1,20.0,4.95862582923967,25.0
57,57,23.144204863221198,24.31676773768186,36.329595769506064,15910.7789294539,22.6666666666667,17.507669850818,16.1,20.0,4.95862582923967,25.0
58,58,23.1418405371346,24.328202653984942,36.328580818230044,15910.7789294539,25.5833333333333,17.5076721523745,16.1,20.0,4.95862582923967,25.0
59,59,23.1407357966057,24.26557476722375,36.3275456650385,15910.7789294539,28.5,17.5076744535445,16.1,20.0,4.95862582923966,25.0
60,60,23.1500318054384,24.31617013568805,36.3260915605939,17474.4215387413,31.4166666666667,17.5075962143076,16.1,21.0,4.95862582923967,24.0
61,61,23.159885825707196,24.32658155051763,36.326079393207294,17474.4215387414,34.3333333333333,17.5075179630169,16.1,21.0,4.95862582923967,24.0
62,62,23.1602355507927,24.343389297091523,36.32596104908805,17474.4215387414,37.25,17.5074396996698,16.1,21.0,4.95862582923967,24.0
63,63,23.159546728556197,24.29789690535507,36.3255773672657,17474.4215387414,40.1666666666667,17.5073614242633,16.1,21.0,4.95862582923967,24.0
64,64,23.159703354134606,24.29708602531169,36.3250891324355,17474.4215387414,43.0833333333333,17.5072831367948,16.1,21.0,4.95862582923967,24.0
65,65,23.1591440705847,24.32457431133317,36.3245994750292,17474.4215387414,46.0,17.5072048372614,16.1,21.0,4.95862582923967,24.0
66,66,23.158293715076,24.326960967432786,36.32404628928135,17474.4215387413,55.1666666666667,17.5071265256603,16.1,21.0,4.95862582923966,24.0
67,67,23.1565646767667,24.335814553861407,36.323470186590065,17474.4215387414,64.3333333333333,17.5070482019887,16.1,21.0,4.95862582923967,24.0
68,68,23.1556046400694,24.353586218884058,36.32278677841755,17474.4215387413,73.5,17.5069698662439,16.1,21.0,4.95862582923966,24.0
69,69,23.153500193008398,24.35956345222443,36.32210128206905,17474.4215387414,82.6666666666667,17.5068915184231,16.1,21.0,4.95862582923966,24.0
70,70,23.1516392205053,24.370025498022088,36.321353311384456,17474.4215387414,91.8333333333333,17.5068131585235,16.1,21.0,4.95862582923966,24.0
71,71,23.1508282836479,24.253093479797773,36.3205909835364,17474.4215387414,101.0,17.5067347865423,16.1,21.0,4.95862582923967,24.0
72,72,23.173121837145,24.357342783826038,36.339640411604,23712.951426284,110.166666666667,17.5067371684192,16.1,21.0,4.95862582923967,24.0
73,73,23.1868783777284,24.37656121622393,36.35038627735005,23712.951426284,119.333333333333,17.506739549896,16.1,21.0,4.95862582923967,24.0
74,74,23.197165692954503,24.3875618362377,36.358640965235146,23712.951426284,128.5,17.5067419309725,16.1,21.0,4.95862582923967,24.0
75,75,23.205176533835893,24.394773785983748,36.365803206306246,23712.951426284,137.666666666667,17.5067443116489,16.1,21.0,4.95862582923967,24.0
76,76,23.2096265830121,24.330826179022907,36.37194623604705,23712.951426284,146.833333333333,17.5067466919253,16.1,21.0,4.95862582923967,24.0
77,77,23.214323930882,24.38684762435813,36.3769559489132,23712.951426284,156.0,17.506749071801902,16.1,21.0,4.95862582923967,24.0
78,78,23.2173217511329,24.29894782555748,36.38142298632611,23712.951426284,161.58333333333334,17.5067514512786,16.1,21.0,4.95862582923967,24.0
79,79,23.219472264467395,24.388047299488093,36.3851220751589,23712.951426284,167.16666666666666,17.5067538303557,16.1,21.0,4.95862582923966,24.0
80,80,23.2211264403478,24.38689477993124,36.3882293210964,23712.951426284,172.75,17.5067562090332,16.1,21.0,4.95862582923967,24.0
81,81,23.224017339555893,24.290190702109765,36.390842941973645,23712.951426284,178.33333333333337,17.5067585873112,16.1,21.0,4.95862582923967,24.0
