,Unnamed: 0,t1,w1,w2,i,s,t2,tout,hsp,m0,csp0
82,82,23.2243333113823,24.339758631099315,36.39315020321895,23712.951426284,183.91666666666663,17.5067609651899,16.1,21.0,4.95862582923967,24.0
83,83,23.2250325718682,24.37974737672845,36.395016797484494,23712.951426284,189.5,17.5067633426692,16.1,21.0,4.95862582923966,24.0
84,84,23.3515133909367,24.50059880266313,36.458347664353,50507.0544436421,195.08333333333331,17.5566730533331,16.15,21.0,4.95862582923967,24.0
85,85,23.431920946004706,24.471038927161583,36.501152664931496,50507.0544436421,200.66666666666663,17.6065825122878,16.2,21.0,4.95862582923967,24.0
86,86,23.4841111421092,24.5603530263132,36.535564873786605,50507.0544436421,206.25,17.6564917189435,16.25,21.0,4.95862582923967,24.0
87,87,23.5403127419934,24.493018385505305,36.56375446981715,50507.0544436421,211.83333333333331,17.7064006744484,16.3,21.0,4.95862582923967,24.0
88,88,23.5861612479562,24.586799627549194,36.59075317145475,50507.0544436421,217.41666666666663,17.7563093747376,16.35,21.0,4.95862582923967,24.0
89,89,23.617105968295004,24.54410933970272,36.614751523394254,50507.0544436421,223.0,17.8062178209521,16.4,21.0,4.95862582923967,24.0
90,90,23.6519938072577,24.520333791744637,36.629212922088755,50507.0544436421,229.583333333333,17.856126012498102,16.45,21.0,4.95862582923966,24.0
91,91,23.6792607377949,24.642658344112636,36.65160432290861,50507.0544436421,236.166666666667,17.9060339487805,16.5,21.0,4.95862582923966,24.0
92,92,23.706378581831004,24.65237774773541,36.66883184023165,50507.0544436421,242.75,17.955941630966198,16.55,21.0,4.95862582923967,24.0
93,93,23.728692666532197,24.610336101657005,36.684643421276895,50507.0544436421,249.333333333333,18.0058490549365,16.6,21.0,4.95862582923966,24.0
94,94,23.751275993018695,24.568965923161503,36.69852147167255,50507.0544436421,255.916666666667,18.0557562218514,16.65,21.0,4.95862582923967,24.0
95,95,23.772437577472,24.657057087746495,36.7113542526725,50507.0544436421,262.5,18.105663131111505,16.7,21.0,4.95862582923967,24.0
96,96,23.789022855437302,24.64016032593239,36.723387115825794,50507.0544436421,269.08333333333303,18.1473310964637,16.7416666666667,21.0,4.95862582923967,24.0
97,97,23.8076540107819,24.65594696195539,36.7337694640011,50507.0544436421,275.66666666666697,18.188999298343397,16.783333333333303,21.0,4.95862582923967,24.0
98,98,23.825923754879604,24.715083034049872,36.74268379330685,50507.0544436421,282.25,18.2306677396336,16.825,21.0,4.95862582923967,24.0
99,99,23.855589352837,24.77131697790153,36.752960067242455,50507.0544436421,288.83333333333303,18.2723364232175,16.8666666666667,21.0,4.95862582923967,24.0
100,100,23.8665729366275,24.765663920433244,36.7625834831621,50507.0544436421,295.41666666666697,18.3140053466555,16.908333333333303,21.0,4.95862582923967,24.0
101,101,23.877741115038198,24.794081894313575,36.77105419680835,50507.0544436421,302.0,18.355674512838306,16.95,21.0,4.95862582923967,24.0
102,102,23.8931967180837,24.716044539646695,36.7787049486242,50507.0544436421,306.91666666666697,18.3973439246572,16.9916666666667,21.0,4.95862582923967,24.0
103,103,23.9082828230581,24.66689294603114,36.78657880913975,50507.0544436421,311.83333333333303,18.439013579686602,17.033333333333303,21.0,4.95862582923967,24.0
104,104,23.922351042038002,24.65385406738435,36.794039978774855,50507.0544436421,316.75,18.4806834808253,17.075,21.0,4.95862582923966,24.0
105,105,23.94844363377189,24.65159816216805,36.8010449845483,50507.0544436421,321.66666666666697,18.522353630972198,17.1166666666667,21.0,4.95862582923966,24.0
106,106,23.9680752775497,24.748899071261977,36.808475446051396,50507.0544436421,326.58333333333303,18.5640240277164,17.158333333333303,21.0,4.95862582923966,24.0
107,107,23.984618900675503,24.80235656976767,36.81563416165066,50507.0544436421,331.5,18.6056946739645,17.2,21.0,4.95862582923966,24.0
108,108,23.994162014786,24.734305293694295,36.8225313885034,50507.0544436421,336.41666666666697,18.6290851970195,17.25,21.0,4.95862582923967,24.0
109,109,23.999207409782095,24.718388501699707,36.82891345211554,50507.0544436421,341.33333333333303,18.5832846664958,17.3,21.0,4.95862582923967,24.0
110,110,23.9999069250786,24.75483762366745,36.8343114205479,50507.0544436421,346.25,18.533582179381398,17.35,21.0,4.95862582923967,24.0
111,111,23.999854316725106,24.857163529022994,36.8391504162105,50507.0544436421,351.166666666667,18.5045150246382,17.4,21.0,4.95862582923967,24.0
112,112,23.999885940100693,24.858675599539264,36.84353500176185,50507.0544436421,356.083333333333,18.4860305517188,17.45,21.0,4.95862582923967,24.0
113,113,23.999851156589603,24.895536079603072,36.84756987949596,50507.0544436421,361.0,18.463857636574897,17.5,21.0,4.95862582923967,24.0
114,114,23.999846262586694,24.809853624851648,36.85131561296295,50507.0544436421,367.083333333333,18.445432730439602,17.55,21.0,4.95862582923967,24.0
115,115,23.9998416710902,24.73110945305501,36.8548416723313,50507.0544436421,373.166666666667,18.4264649830905,17.6,21.0,4.95862582923966,24.0
116,116,23.9999001495859,24.817254631264525,36.85817811080345,50507.0544436421,379.25,18.406457594714,17.65,21.0,4.95862582923967,24.0
117,117,23.999839538235502,24.891620995926317,36.86134524896456,50507.0544436421,385.333333333333,18.389329263510803,17.7,21.0,4.95862582923966,24.0
118,118,23.999875702220397,24.922563866412712,36.864355414699546,50507.0544436421,391.416666666667,18.3700317308651,17.75,21.0,4.95862582923967,24.0
119,119,23.999873476496898,24.834296173637217,36.8672542323142,50507.0544436421,397.5,18.3527468576248,17.8,21.0,4.95862582923967,24.0
120,120,23.999843365948898,24.928641953663192,36.8700543745126,50507.0544436421,403.583333333333,18.3353747796023,17.841666666666697,21.0,4.95862582923967,24.0
121,121,23.999884263709607,24.814930919694874,36.872767099266746,50507.0544436421,409.666666666667,18.316731412440895,17.8833333333333,21.0,4.95862582923967,24.0
122,122,23.9998862423386,24.82520858782361,36.87539859378505,50507.0544436421,415.75,18.301020446685893,17.925,21.0,4.95862582923967,24.0
123,123,23.9999109853028,24.773257090542923,36.877943267060964,50507.0544436421,421.833333333333,18.284090120698306,17.966666666666697,21.0,4.95862582923967,24.0
124,124,23.9998652298592,24.862946453310414,36.88040650348345,50507.0544436421,427.916666666667,18.265316940549198,18.0083333333333,21.0,4.95862582923967,24.0
125,125,23.9999181382513,24.938870194281183,36.88279130107935,50507.0544436421,434.0,18.2513372853042,18.05,21.0,4.95862582923967,24.0
126,126,23.9999038784268,24.951347260005303,36.8851123229465,50507.0544436421,434.083333333333,18.2345622483556,18.091666666666697,21.0,4.95862582923966,24.0
127,127,23.999879553877697,24.85070047174355,36.887391802078454,50507.0544436421,434.166666666667,18.217202634863398,18.1333333333333,21.0,4.95862582923966,24.0
128,128,23.999909791942898,24.983919119978676,36.8896394671342,50507.0544436421,434.25,18.2034698090767,18.175,21.0,4.95862582923967,24.0
129,129,23.999928779637603,25.028901223915106,36.891848231069204,50507.0544436421,434.333333333333,18.187038178305198,18.216666666666697,21.0,4.95862582923967,24.0
130,130,23.9999157195254,25.062951298519025,36.89403555193781,50507.0544436421,434.416666666667,18.1700042066859,18.2583333333333,21.0,4.95862582923967,24.0
131,131,23.9998943391865,24.951297272251526,36.896213695591605,50507.0544436421,434.5,18.1557376094657,18.3,21.0,4.95862582923966,24.0
132,132,23.999939536462893,25.003596270748464,36.89600032523021,42428.5410889119,434.583333333333,18.808407393167894,18.3,21.0,4.95862582923967,24.0
133,133,23.9999262970284,25.013281408857605,36.8970021199566,42428.5410889119,434.666666666667,18.8020821698997,18.3,21.0,4.95862582923967,24.0
134,134,23.9999268550991,24.9236112443942,36.89823042119645,42428.5410889119,434.75,18.7909552677146,18.3,21.0,4.95862582923967,24.0
135,135,23.9999276182443,24.951476392547697,36.8995935018541,42428.5410889119,434.833333333333,18.777347363955396,18.3,21.0,4.95862582923967,24.0
136,136,23.999941999212304,25.023531182120408,36.90105158886735,42428.5410889119,434.916666666667,18.7629704187442,18.3,21.0,4.95862582923967,24.0
137,137,23.9999067835418,25.05083511749227,36.902587629554645,42428.5410889119,435.0,18.7507391901989,18.3,21.0,4.95862582923967,24.0
138,138,23.9999412166749,25.080821445825645,36.90418737606355,42428.5410889119,437.4999999999997,18.7376095928362,18.3,21.0,4.95862582923966,24.0
139,139,23.9999283765609,25.07687776488313,36.905848381428,42428.5410889119,440.0000000000003,18.722080116099104,18.3,21.0,4.95862582923967,24.0
140,140,23.999906115142107,24.96294731315476,36.907560441456454,42428.5410889119,442.5,18.7092499204996,18.3,21.0,4.95862582923966,24.0
141,141,23.999941879235802,24.9285722694098,36.90931192673296,42428.5410889119,444.9999999999997,18.696107354064104,18.3,21.0,4.95862582923967,24.0
142,142,23.9999418574383,24.90146740970915,36.911086868000055,42428.5410889119,447.5000000000003,18.6803478456722,18.3,21.0,4.95862582923967,24.0
143,143,23.999906478924398,24.916226970917343,36.9128556789739,42428.5410889119,450.0,18.666999610443,18.3,21.0,4.95862582923966,24.0
144,144,23.9999163683887,25.059536278868016,36.916995457636645,50507.0544436421,452.4999999999997,17.985403667548102,18.35,21.0,4.95862582923967,24.0
145,145,23.9999272659986,25.05299377526769,36.91988731655895,50507.0544436421,455.0000000000003,17.9597823264964,18.4,21.0,4.95862582923967,24.0
146,146,23.999907145992303,25.0778426680791,36.922536634388855,50507.0544436421,457.5,17.9432089386894,18.45,21.0,4.95862582923967,24.0
147,147,23.9999208435287,25.124866487332305,36.9250416535104,50507.0544436421,459.9999999999997,17.9288713674438,18.5,21.0,4.95862582923967,24.0
148,148,23.999899288035607,25.1724478325077,36.9274457029654,50507.0544436421,462.5000000000003,17.911650170329303,18.55,21.0,4.95862582923967,24.0
149,149,23.9998653664926,25.09977293219464,36.92977223780196,50507.0544436421,465.0,17.8955014454615,18.6,21.0,4.95862582923967,24.0
150,150,23.9998924012851,25.13478544315099,36.932039376224594,50507.0544436421,460.916666666667,17.881927736921,18.65,21.0,4.95862582923966,24.0
151,151,23.999909855012106,25.02841088464623,36.9342626663384,50507.0544436421,456.833333333333,17.86563281214,18.7,21.0,4.95862582923967,24.0
152,152,23.999904015679608,24.993169007481903,36.936436883045246,50507.0544436421,452.75,17.8494382394939,18.75,21.0,4.95862582923967,24.0
153,153,23.9998989318354,25.149616492919158,36.93854876281035,50507.0544436421,448.666666666667,17.836040582246394,18.8,21.0,4.95862582923967,24.0
154,154,23.999874839442,25.196551259826855,36.940593668128145,50507.0544436421,444.583333333333,17.8205246742808,18.85,21.0,4.95862582923967,24.0
155,155,23.999870830469398,25.226470762457556,36.94258724392425,50507.0544436421,440.5,17.8049386306022,18.9,21.0,4.95862582923967,24.0
156,156,23.9998932300979,25.234049821178694,36.9445543195015,50507.0544436421,436.416666666667,17.7918803527609,18.8083333333333,21.0,4.95862582923967,24.0
157,157,23.9998674804143,25.197471879405626,36.94650485374726,50507.0544436421,432.333333333333,17.7764821557617,18.716666666666697,21.0,4.95862582923967,24.0
158,158,23.9998634192066,25.227200240272822,36.94844178682365,50507.0544436421,428.25,17.7610745319544,18.625,21.0,4.95862582923967,24.0
159,159,23.9998879812114,25.29231608418306,36.9503697085332,50507.0544436421,424.166666666667,17.7477658928837,18.533333333333303,21.0,4.95862582923967,24.0
160,160,23.999861036626,25.252241599525558,36.952292568501946,50507.0544436421,420.083333333333,17.7304066505658,18.4416666666667,21.0,4.95862582923967,24.0
161,161,23.9998855413617,25.26746038418393,36.95421336244015,50507.0544436421,416.0,17.7180024757571,18.35,21.0,4.95862582923967,24.0
162,162,23.9998831175273,25.17923891011612,36.956135880643146,50507.0544436421,414.16666666666634,17.700542262651698,18.2583333333333,21.0,4.95862582923967,24.0
163,163,23.9998807926222,25.095922404021124,36.958054216072654,50507.0544436421,412.33333333333366,17.6875362548231,18.1666666666667,21.0,4.95862582923967,24.0
164,164,23.9998524884657,25.22856850553617,36.95996011419335,50507.0544436421,410.5,17.670862307426802,18.075,21.0,4.95862582923967,24.0
165,165,23.9998788070353,25.130835639678736,36.961843939862106,50507.0544436421,408.66666666666634,17.657500046116606,17.983333333333302,21.0,4.95862582923967,24.0
166,166,23.999805279566306,25.078971481978158,36.96370435419135,50507.0544436421,406.83333333333366,17.6422509950839,17.891666666666698,21.0,4.95862582923966,24.0
167,167,23.999876737905804,25.0634928846087,36.96553570612315,50507.0544436421,405.0,17.6287245346201,17.8,21.0,4.95862582923967,24.0
168,168,23.9998751039703,25.228056622507854,36.96730753608645,50507.0544436421,403.16666666666634,17.6161631769299,17.8,21.0,4.95862582923967,24.0
169,169,23.999845893218197,25.306153958894505,36.969017822771896,50507.0544436421,401.33333333333366,17.6008995998307,17.8,21.0,4.95862582923967,24.0
170,170,23.9998739403722,25.329954865927284,36.970693991762545,50507.0544436421,399.5,17.5904568174529,17.8,21.0,4.95862582923967,24.0
171,171,23.999844359397894,25.335541139627576,36.9723729767462,50507.0544436421,397.66666666666634,17.574569592867597,17.8,21.0,4.95862582923967,24.0
172,172,23.999872739971,25.323488555703353,36.974068259578,50507.0544436421,395.83333333333366,17.5638723937693,17.8,21.0,4.95862582923967,24.0
173,173,23.999843335594306,25.203764328324915,36.9757894377634,50507.0544436421,394.0,17.5477179775706,17.8,21.0,4.95862582923967,24.0
174,174,23.9998714574118,25.26791598576308,36.977523606288756,50507.0544436421,375.5,17.5361137788714,17.8,21.0,4.95862582923967,24.0
175,175,23.9998708679616,25.331077237267408,36.979259754921706,50507.0544436421,357.0,17.5210140621665,17.8,21.0,4.95862582923967,24.0
176,176,23.9998417302148,25.313385200064573,36.980983823139546,50507.0544436421,338.5,17.5079338407317,17.8,21.0,4.95862582923967,24.0
177,177,23.999792487102198,25.373042381017108,36.9827021893011,50507.0544436421,320.0,17.4936873855179,17.8,21.0,4.95862582923966,24.0
178,178,23.9998692414217,25.216106236819357,36.984424797580644,50507.0544436421,301.5,17.4807039242889,17.8,21.0,4.95862582923967,24.0
179,179,23.9998387203158,25.36059995754394,36.98616077378635,50507.0544436421,283.0,17.467544267100198,17.8,21.0,4.95862582923967,24.0
180,180,23.9998023431114,25.352530998796805,36.987884845775795,50507.0544436421,264.5,17.4522974832183,17.658333333333303,21.0,4.95862582923967,24.0
181,181,23.999839443227202,25.39813633177563,36.9895970464558,50507.0544436421,246.0,17.4412143941775,17.516666666666698,21.0,4.95862582923967,24.0
182,182,23.999818381969398,25.269208926698976,36.99129613874445,50507.0544436421,227.5,17.425822554028098,17.375,21.0,4.95862582923967,24.0
183,183,23.999846591683607,25.21668581890569,36.99298063682255,50507.0544436421,209.0,17.4130195796172,17.233333333333302,21.0,4.95862582923967,24.0
184,184,23.999803643270198,25.17831123591573,36.9946395167963,50507.0544436421,190.5,17.4004322775803,17.091666666666697,21.0,4.95862582923967,24.0
185,185,23.999800661254696,25.314468591247483,36.996252969473204,50507.0544436421,172.0,17.385505539061903,16.95,21.0,4.95862582923967,24.0
186,186,23.9997313355297,25.197913766994,36.9978077857893,50507.0544436421,169.24999999999966,17.373773845597,16.8083333333333,21.0,4.95862582923967,24.0
187,187,23.9998267357578,25.184544577474647,36.999315349068546,50507.0544436421,166.50000000000034,17.362808874540402,16.6666666666667,21.0,4.95862582923967,24.0
188,188,23.9997149817566,25.152014613848305,37.000740709181045,50507.0544436421,163.75,17.3477067557467,16.525,21.0,4.95862582923966,24.0
189,189,23.999817475657398,25.15480896767159,37.002070659651054,50507.0544436421,160.99999999999966,17.3389875094487,16.3833333333333,21.0,4.95862582923967,24.0
190,190,23.9997010687896,25.286000649337158,37.00344395303139,50507.0544436421,158.25000000000034,17.3256945986339,16.2416666666667,21.0,4.95862582923966,24.0
191,191,23.999763887451802,25.31818722547452,37.00472574027975,50507.0544436421,155.5,17.3146122364305,16.1,21.0,4.95862582923967,24.0
192,192,23.9146260014436,25.16990949267344,36.96416136440895,29951.4813138266,152.74999999999966,17.4637951502683,16.0583333333333,21.0,4.95862582923967,24.0
193,193,23.8647169088895,25.066158850014077,36.9367446310727,29951.4813138266,150.00000000000034,17.422131268639998,16.016666666666698,21.0,4.95862582923967,24.0
194,194,23.8186237402465,25.188810951052385,36.916318545951746,29951.4813138266,147.25,17.38046760742,15.975,21.0,4.95862582923967,24.0
195,195,23.7866328777353,25.161972064168,36.8975637549631,29951.4813138266,144.49999999999966,17.3388041655619,15.933333333333302,21.0,4.95862582923967,24.0
196,196,23.757046014584894,25.060590970998412,36.8817566690537,29951.4813138266,141.75000000000034,17.2971409402221,15.891666666666698,21.0,4.95862582923967,24.0
197,197,23.7143093465932,25.18411539692151,36.8673129292192,29951.4813138266,139.0,17.2554779312598,15.85,21.0,4.95862582923967,24.0
