,prediction,real
0,22.77176349329036,
1,22.766955241269432,22.7653687695968
2,22.76220820325014,22.76079804551389
3,22.75467768787797,22.7530535831633
4,22.749521482752378,22.748076099801693
5,22.74460215864487,22.743307647079998
6,22.73855657274538,22.7372885184451
7,22.732961147688712,22.7317416083492
8,22.721661208270817,22.7198114555334
9,22.71163944575312,22.709367372674798
10,22.702968047874002,22.700391685576896
11,22.695221761490117,22.6924902234106
12,22.687910835561187,22.688738822795802
13,22.678810678781936,22.6759338188653
14,22.65651573644378,22.67240949533669
15,22.64756460342582,22.6439037855552
16,22.624712090784488,22.619910119876298
17,22.620174763392473,22.615623554105
18,22.617750474448464,22.6135977415065
19,22.61175899507346,22.607253704925103
20,22.610985392873783,22.606908166915197
21,22.608301138656742,22.604371744363107
22,22.60577992643178,22.602053658878607
23,22.60406301277552,22.600692852564602
24,22.601241240552262,22.5981153049055
25,22.598330347250254,22.5954397503938
26,22.59477184619273,22.5920673339535
27,22.591161399122964,22.5886322872542
28,22.586702569486462,22.584279753443
29,22.582624922589652,22.580334212439
30,22.577616951410075,22.5753804374935
31,22.573166865168908,22.5710266364419
32,22.56762879131206,22.565494439295602
33,22.562969226722338,22.56090999392789
34,22.55730627066026,22.5552362674971
35,22.552419120777138,22.550401724956004
36,22.54248718296357,22.5399281820828
37,22.53389395671947,22.530987153937893
38,22.526485423131383,22.523384563513797
39,22.51977664484739,22.5165665283315
40,22.51345043736574,22.510173356559505
41,22.507347213076404,22.5040137878241
42,22.504064041303135,22.5010245560423
43,22.497084265895698,22.4938651849319
44,22.493868536376187,22.490927967625602
45,22.48953293897779,22.4867289067312
46,22.4830420295168,22.4800552580719
47,22.479746753361788,22.4764335774205
48,22.476113996474073,22.4726210307103
49,22.470839540521638,22.4669132058602
50,22.47086469792445,22.4673111603056
51,22.469155137014326,22.465341584482797
52,22.467236943911278,22.463432386718804
53,22.46648527403981,22.4627241092106
54,22.46576996927082,22.462060026556
55,22.464850228056605,22.461193034054297
56,22.464094086598713,22.4605140933636
57,22.46265914025318,22.4590690215137
58,22.461451523606566,22.457911366631198
59,22.45990187756084,22.457466990331106
60,22.471442049532175,22.467052265818896
61,22.513752415516805,22.5138449776483
62,22.521061915190565,22.521275051504198
63,22.527760410075675,22.528317323644398
64,22.531140001129494,22.5360562758785
65,22.53527405993222,22.5359290081079
66,22.538944975039318,22.5394132629601
67,22.545890690403045,22.546443743990803
68,22.54829372520894,22.548340580399103
69,22.553221867760527,22.5530492757068
70,22.55695006485889,22.55639987965089
71,22.55983086068619,22.556801693773604
72,22.563473442478863,22.5586986865418
73,22.568081076403537,22.562069420717894
74,22.5737714079959,22.566830983212103
75,22.58036743271959,22.5727214765261
76,22.58609724702622,22.5778130796991
77,22.593126448182296,22.584508098336002
78,22.599586355545675,22.590687757922396
79,22.605673678617702,22.596532858020396
80,22.611108512397458,22.601719691639104
81,22.62203716432099,22.61304275939811
82,22.62695247191416,22.617610716863602
83,22.60267443908779,22.62237055435
84,22.630394777810135,22.605159574362105
85,22.659159416269574,22.6301422503829
86,22.69207096262897,22.661604077129887
87,22.701398269623464,22.698995531944604
88,22.762132422684687,22.7326967199755
89,22.752489556549772,22.7597684003907
90,22.811411451931967,22.783124918024
