,Unnamed: 0,t1,w1,i,s,tout,hsp,m0,csp0
122,122,23.140200491620693,23.916075790075844,0.0,415.75,17.925,21.0,78.928031069894,0.0
123,123,23.1745581119483,23.887556205194432,0.0,421.833333333333,17.966666666666697,21.0,37.8398005595979,0.0
124,124,23.159678495932496,23.925584093521863,0.0,427.916666666667,18.0083333333333,21.0,61.8415470317499,0.0
125,125,23.1222741791547,23.919052892083645,0.0,434.0,18.05,21.0,74.4606702301431,0.0
126,126,23.1581577201025,23.90456024197567,0.0,434.083333333333,18.091666666666697,21.0,42.387080412725396,0.0
127,127,23.1537740243551,23.936462842758466,0.0,434.166666666667,18.1333333333333,21.0,63.065425500905704,0.0
128,128,23.16830446365149,23.932275350812226,0.0,434.25,18.175,21.0,55.422570910401106,0.0
129,129,23.148402434464803,23.946535200806533,0.0,434.333333333333,18.216666666666697,21.0,75.0631432199791,0.0
130,130,23.191850875830802,23.93061247179293,0.0,434.416666666667,18.2583333333333,21.0,35.579279678218,0.0
131,131,23.196951222428,23.97486542396703,0.0,434.5,18.3,21.0,75.10774278323609,0.0
132,132,23.159911486768895,23.94452891671401,0.0,434.583333333333,18.3,21.0,72.1618257258458,0.0
133,133,23.2004379344453,23.92009717597302,0.0,434.666666666667,18.3,21.0,41.94308800090021,0.0
134,134,23.205155245563503,23.942865880384034,0.0,434.75,18.3,21.0,69.0089806218446,0.0
135,135,23.209594084186307,23.93475561490772,0.0,434.833333333333,18.3,21.0,49.7905962279949,0.0
136,136,23.2343368532904,23.94496674175475,0.0,434.916666666667,18.3,21.0,42.7832296896917,0.0
137,137,23.247934093157397,23.964631148340448,0.0,435.0,18.3,21.0,41.4977400414028,0.0
138,138,23.2769964789272,23.984164741902923,0.0,437.4999999999997,18.3,21.0,40.817086860051496,0.0
139,139,23.308092035040197,24.00726719812183,0.0,440.0000000000003,18.3,21.0,36.792625349481895,0.0
140,140,23.310475651193105,24.035451137726785,0.0,442.5,18.3,21.0,70.4069775333037,0.0
141,141,23.31396584143111,24.01273823334247,0.0,444.9999999999997,18.3,21.0,37.7361257247551,0.0
142,142,23.3532781321185,24.040895510230865,0.0,447.5000000000003,18.3,21.0,50.3622415821634,0.0
143,143,23.351876329251297,24.055491856593818,0.0,450.0,18.3,21.0,73.3570954044228,0.0
144,144,23.366575749804,24.048858324452173,0.0,452.4999999999997,18.35,21.0,44.4485433212906,0.0
145,145,23.3936775727186,24.086954331705623,0.0,455.0000000000003,18.4,21.0,38.861260579067,0.0
146,146,23.418100555215503,24.124542730302764,0.0,457.5,18.45,21.0,48.1537786579154,0.0
147,147,23.4152658298594,24.145021785439425,0.0,459.9999999999997,18.5,21.0,77.5110375238454,0.0
148,148,23.4286142691058,24.124843086314648,0.0,462.5000000000003,18.55,21.0,43.4471001892785,0.0
149,149,23.446689059395105,24.157158452294368,0.0,465.0,18.6,21.0,37.8881034663026,0.0
150,150,23.4529122134919,24.18774312646734,0.0,460.916666666667,18.65,21.0,60.222497245974,0.0
151,151,23.463604547336,24.188527804750915,0.0,456.833333333333,18.7,21.0,66.1227808746701,0.0
152,152,23.4724107352523,24.181698029758802,0.0,452.75,18.75,21.0,41.0843694462489,0.0
153,153,23.4807257376788,24.2077109770373,0.0,448.666666666667,18.8,21.0,63.0953283270125,0.0
154,154,23.4773561812078,24.208164122115274,0.0,444.583333333333,18.85,21.0,42.9730196062416,0.0
155,155,23.525353335861503,24.234936149327478,0.0,440.5,18.9,21.0,39.3427225466183,0.0
156,156,23.549691482585892,24.269979991622854,0.0,436.416666666667,18.8083333333333,21.0,51.788218920930994,0.0
157,157,23.5661894786515,24.27879597261425,0.0,432.333333333333,18.716666666666697,21.0,40.1838139516662,0.0
158,158,23.625200095033694,24.30409723674551,0.0,428.25,18.625,21.0,73.3162789070264,0.0
159,159,23.6213092283165,24.287249439495874,0.0,424.166666666667,18.533333333333303,21.0,46.7765693411797,0.0
160,160,23.6316228439434,24.30437977026769,0.0,420.083333333333,18.4416666666667,21.0,42.23152180729271,0.0
161,161,23.6499144711306,24.320849639669433,0.0,416.0,18.35,21.0,34.6375287817266,0.0
162,162,23.6937620337103,24.349701244364052,0.0,414.16666666666634,18.2583333333333,21.0,66.3941785878027,0.0
163,163,23.6277301835005,24.337091641393787,0.0,412.33333333333366,18.1666666666667,21.0,82.72833851524992,0.0
164,164,23.570727505881802,24.292935969363107,0.0,410.5,18.075,21.0,77.6650594619601,0.0
165,165,23.573683403457494,24.26460289607613,0.0,408.66666666666634,17.983333333333302,21.0,47.675634037303,0.0
166,166,23.498156137456398,24.283594244941327,0.0,406.83333333333366,17.891666666666698,21.0,84.3139559399963,0.0
167,167,23.494833508682397,24.24491166834401,0.0,405.0,17.8,21.0,54.01758576956511,0.0
168,168,23.533689920298094,24.25899755736902,0.0,403.16666666666634,17.8,21.0,38.7720640393877,0.0
169,169,23.52947017932461,24.29734756017828,0.0,401.33333333333366,17.8,21.0,84.6022450953842,0.0
170,170,23.541253362817002,24.262789441235398,0.0,399.5,17.8,21.0,42.2198673217877,0.0
171,171,23.522790102245196,24.298151750366426,0.0,397.66666666666634,17.8,21.0,75.8746831985056,0.0
172,172,23.554122863204107,24.273444308881153,0.0,395.83333333333366,17.8,21.0,49.914251276922904,0.0
173,173,23.5689563057475,24.29581251001165,0.0,394.0,17.8,21.0,44.909459348712595,0.0
174,174,23.596364528323306,24.31516091327441,0.0,375.5,17.8,21.0,44.058052798016604,0.0
175,175,23.6256774295288,24.335241604384628,0.0,357.0,17.8,21.0,75.685382141609,0.0
176,176,23.6295797679145,24.31140723885216,0.0,338.5,17.8,21.0,43.8636906328111,0.0
177,177,23.6478974054503,24.334712579720808,0.0,320.0,17.8,21.0,42.874621009331705,0.0
178,178,23.6442184151447,24.34714143602665,0.0,301.5,17.8,21.0,62.6655774420131,0.0
179,179,23.6567406165131,24.332618096237002,0.0,283.0,17.8,21.0,33.6002108693858,0.0
180,180,23.6970309332817,24.355585793361932,0.0,264.5,17.658333333333303,21.0,55.4323349545589,0.0
181,181,23.6833691743168,24.353973374819606,0.0,246.0,17.516666666666698,21.0,80.80130988887359,0.0
182,182,23.6396624752962,24.31180252705196,0.0,227.5,17.375,21.0,69.9022257546276,0.0
183,183,23.611555537385893,24.28831077881204,0.0,209.0,17.233333333333302,21.0,46.496884444587,0.0
184,184,23.616811136455397,24.291954346783452,0.0,190.5,17.091666666666697,21.0,43.5682806291593,0.0
185,185,23.6023244064908,24.296614639912878,0.0,172.0,16.95,21.0,49.4917634951873,0.0
186,186,23.5971428767983,24.301461351435453,0.0,169.24999999999966,16.8083333333333,21.0,46.747812830440296,0.0
187,187,23.6374691461657,24.306015765339694,0.0,166.50000000000034,16.6666666666667,21.0,69.0089806218446,0.0
188,188,23.6420524151601,24.28434955685769,0.0,163.75,16.525,21.0,33.6002108693858,0.0
189,189,23.642329276313802,24.30968312952558,0.0,160.99999999999966,16.3833333333333,21.0,66.18618771695729,0.0
190,190,23.6065298631074,24.288807594625645,0.0,158.25000000000034,16.2416666666667,21.0,78.8431356412021,0.0
191,191,23.594385710345893,24.255936295458387,0.0,155.5,16.1,21.0,55.446793326747205,0.0
192,192,23.5794177171146,24.196184614092363,0.0,152.74999999999966,16.0583333333333,21.0,40.86996550720821,0.0
193,193,23.5769175392192,24.16116248124848,0.0,150.00000000000034,16.016666666666698,21.0,51.6605809142089,0.0
194,194,23.5137060546415,24.12064642397944,0.0,147.25,15.975,21.0,64.6287276312363,0.0
195,195,23.5146184557894,24.069080760397924,0.0,144.49999999999966,15.933333333333302,21.0,33.6002108693858,0.0
196,196,23.514504227436294,24.065465774755307,0.0,141.75000000000034,15.891666666666698,21.0,33.6002108693858,0.0
197,197,23.525865113730106,24.063584174823927,0.0,139.0,15.85,21.0,33.6002108693858,0.0
198,198,23.530768277470106,24.06867774542271,0.0,137.58333333333334,15.808333333333302,21.0,34.432669139732496,0.0
199,199,23.5349073032855,24.06904470841093,0.0,136.16666666666666,15.766666666666698,21.0,36.4814501561291,0.0
200,200,23.5412871350599,24.067590896187625,0.0,134.75,15.725,21.0,35.8257462509816,0.0
201,201,23.534216095963803,24.067863167415204,0.0,133.33333333333334,15.683333333333302,21.0,38.9934459801261,0.0
202,202,23.528046263067107,24.062298976464486,0.0,131.91666666666666,15.641666666666698,21.0,66.7866858032873,0.0
203,203,23.493024103320302,24.02802132514133,0.0,130.5,15.6,21.0,33.9474017129902,0.0
204,204,23.4843551255876,23.989730968052953,0.0,129.08333333333334,15.641666666666698,21.0,34.3694860190696,0.0
205,205,23.460283589643396,23.9691979783916,0.0,127.66666666666669,15.683333333333302,21.0,40.6885880247533,0.0
206,206,23.4535500534346,23.947616282201828,0.0,126.25,15.725,21.0,33.6002108693858,0.0
207,207,23.4014333050108,23.938986125596752,0.0,124.83333333333331,15.766666666666698,21.0,69.0089806218447,0.0
208,208,23.387112603224395,23.884751053337933,0.0,123.41666666666669,15.808333333333302,21.0,37.2356882580748,0.0
209,209,23.380849514936294,23.88169080638612,0.0,122.0,15.85,21.0,33.6002108693858,0.0
210,210,23.3576493674405,23.878889830182075,0.0,116.66666666666669,15.891666666666698,21.0,44.4440026264503,0.0
211,211,23.361346013625198,23.866696895379487,0.0,111.33333333333331,15.933333333333302,21.0,33.6002108693858,0.0
212,212,23.3240639717486,23.863198640805567,0.0,106.0,15.975,21.0,69.0089806218446,0.0
213,213,23.277132541279396,23.825289374487,0.0,100.66666666666669,16.016666666666698,21.0,35.9419059560328,0.0
214,214,23.2672082434901,23.803660920786587,0.0,95.33333333333331,16.0583333333333,21.0,33.6002108693858,0.0
215,215,23.2789360737398,23.80428374753557,0.0,90.0,16.1,21.0,33.6002108693858,0.0
216,216,23.2800795219903,23.803127355043603,0.0,84.66666666666667,16.1,21.0,38.120942178362,0.0
217,217,23.25447643123569,23.79508728575289,0.0,79.33333333333333,16.1,21.0,51.663763959194796,0.0
218,218,23.250260290682398,23.771899729612443,0.0,74.0,16.1,21.0,36.642876402089,0.0
219,219,23.256261042097893,23.76463678526631,0.0,68.66666666666667,16.1,21.0,33.6002108693858,0.0
220,220,23.251046350804,23.763284866335102,0.0,63.33333333333334,16.1,21.0,38.1556939206267,0.0
221,221,23.2474721881144,23.755509811489343,0.0,58.0,16.1,21.0,36.2486955112786,0.0
222,222,23.246539889744,23.751328485694014,0.0,54.0,16.1,21.0,35.161602633657104,0.0
223,223,23.252716941731602,23.74858080872791,0.0,50.0,16.1,21.0,33.6002108693858,0.0
224,224,23.261822369925,23.74699438998249,0.0,46.0,16.1,21.0,34.660991049699994,0.0
225,225,23.2440953742637,23.7463082426035,0.0,42.0,16.1,21.0,69.0089806218446,0.0
226,226,23.2396490370825,23.709231956117712,0.0,38.0,16.1,21.0,33.6002108693858,0.0
227,227,23.2400031103894,23.710760446140426,0.0,34.0,16.1,21.0,33.6002108693858,0.0
228,228,23.1878259003303,23.70175868435343,0.0,30.0,16.1,21.0,61.927226671352905,0.0
229,229,23.142791181058893,23.6525791661044,0.0,26.0,16.1,21.0,33.6002108693858,0.0
230,230,23.151640186080797,23.64316216233342,0.0,22.0,16.1,21.0,33.6002108693858,0.0
231,231,23.1430937416167,23.633257212350625,0.0,18.0,16.1,21.0,41.197127483418,0.0
232,232,23.099767326844002,23.617386592297017,0.0,14.0,16.1,21.0,61.0716539935176,0.0
233,233,23.105900846500607,23.57829924146376,0.0,0.0,16.1,21.0,33.6002108693858,0.0
234,234,23.1222169496167,23.577022949596934,0.0,0.0,16.1,21.0,33.6002108693858,0.0
235,235,23.128355045700804,23.578903220855214,0.0,0.0,16.1,21.0,33.6002108693858,0.0
236,236,23.125854042326694,23.58081613974168,0.0,0.0,16.1,21.0,36.4158688037066,0.0
237,237,23.1303682612353,23.57602986854352,0.0,0.0,16.1,21.0,33.6002108693858,0.0
238,238,23.133805955268997,23.575595545702733,0.0,0.0,16.1,21.0,33.6002108693858,0.0
239,239,23.1401595075207,23.573923661433863,0.0,0.0,16.1,21.0,33.6002108693858,0.0
240,240,23.1446402048274,23.57304826636963,0.0,0.0,16.1,21.0,33.6002108693858,0.0
241,241,23.145281382989893,23.571588554974948,0.0,0.0,16.1,21.0,33.6002108693858,0.0
242,242,23.145645038283,23.568936643757272,0.0,0.0,16.1,21.0,33.6002108693858,0.0
243,243,23.1051090040036,23.565931563836244,0.0,0.0,16.1,21.0,62.6310590947491,0.0
244,244,23.1026409106809,23.5218053982274,0.0,0.0,16.1,21.0,33.6002108693858,0.0
245,245,23.0963054261479,23.522382649093228,0.0,0.0,16.1,21.0,33.6002108693858,0.0
246,246,23.0982834050011,23.52288439940512,0.0,0.0,16.1,21.0,33.6002108693858,0.0
247,247,23.0544324559055,23.52321143989944,0.0,0.0,16.1,21.0,65.3382430561473,0.0
248,248,23.0544921351783,23.47871873943767,0.0,0.0,16.1,21.0,33.6002108693858,0.0
249,249,23.056332518291804,23.482316991871397,0.0,0.0,16.1,21.0,33.6002108693858,0.0
250,250,23.026088057467,23.483016997615856,0.0,0.0,16.1,21.0,48.654190899667796,0.0
251,251,23.0278196085,23.464083399004465,0.0,0.0,16.1,21.0,33.6002108693858,0.0
252,252,22.976770431117203,23.451947982434863,0.0,0.0,16.1916666666667,15.6,59.9871249490067,0.0
253,253,22.933559642530604,23.41562000102447,0.0,0.0,16.283333333333303,15.6,33.6002108693858,0.0
254,254,22.933598291051997,23.39756797025308,0.0,0.0,16.375,15.6,33.6002108693858,0.0
255,255,22.932198596659397,23.391390396361512,0.0,0.0,16.466666666666697,15.6,33.6002108693858,0.0
256,256,22.932302019098806,23.38685376766784,0.0,0.0,16.5583333333333,15.6,33.6002108693858,0.0
257,257,22.9330436765565,23.382596811752578,0.0,0.0,16.65,15.6,33.6259760435153,0.0
258,258,22.9360414749534,23.380102166711143,0.0,0.0,16.7416666666667,15.6,33.6002108693858,0.0
259,259,22.9401419001876,23.37919342820025,0.0,0.0,16.8333333333333,15.6,33.6002108693858,0.0
260,260,22.916824183242003,23.37793140605629,0.0,0.0,16.925,15.6,51.6825626010238,0.0
261,261,22.893545065640996,23.353046241115585,0.0,0.0,17.016666666666698,15.6,33.6002108693858,0.0
262,262,22.8899666262425,23.335985958205022,0.0,0.0,17.108333333333302,15.6,33.6002108693858,0.0
263,263,22.8896925965057,23.331890961895656,0.0,0.0,17.2,15.6,33.6002108693858,0.0
264,264,22.870992324224602,23.323855207252613,0.0,0.0,17.2,15.6,41.7960070791528,0.0
265,265,22.870901292126398,23.308468064827608,0.0,0.0,17.2,15.6,33.6002108693858,0.0
266,266,22.868963737081298,23.302477472326284,0.0,0.0,17.2,15.6,33.6002108693858,0.0
267,267,22.870778874486604,23.30026833609268,0.0,0.0,17.2,15.6,33.6002108693858,0.0
268,268,22.8714319835513,23.297404333255272,0.0,0.0,17.2,15.6,33.6002108693858,0.0
269,269,22.872761409110797,23.29420583965389,0.0,0.0,17.2,15.6,33.6002108693858,0.0
270,270,22.872465428042307,23.291243030824628,0.0,0.0,17.2,15.6,33.6002108693858,0.0
271,271,22.8716104731016,23.287562608310548,0.0,0.0,17.2,15.6,33.6002108693858,0.0
272,272,22.8695459408037,23.28361722412844,0.0,0.0,17.2,15.6,33.6002108693858,0.0
273,273,22.8677885463995,23.279275182967496,0.0,0.0,17.2,15.6,33.6002108693858,0.0
274,274,22.865855147809,23.27464133108635,0.0,0.0,17.2,15.6,33.6002108693858,0.0
275,275,22.863049339552003,23.270047674672327,0.0,0.0,17.2,15.6,33.6002108693858,0.0
