,tout,q,qt,c,PLRs,PLR,hourindex
139,18.3,291676.132205,578225.771145,85570.3164119,0.105696808549,0.209535892323,11
140,18.3,535575.848813,1483994.8482,204438.563141,0.194080528727,0.537766042674,11
141,18.3,318813.618606,517791.600696,79216.3394606,0.115530817533,0.187635920955,11
142,18.3,382301.879932,643518.504917,92805.9933088,0.138537522099,0.233196496737,11
143,18.3,501687.168665,1230510.88052,172414.564409,0.181800040398,0.445909207491,11
144,18.35,311131.073146,513664.491543,78757.6570526,0.112746837471,0.186140350294,12
145,18.4,289196.207186,532098.891286,80690.4043783,0.104798140022,0.192820558255,12
146,18.45,341552.141885,615246.698872,89633.4394364,0.12377074215,0.222951436065,12
147,18.5,574699.143197,1636516.57401,225447.72963,0.208257922417,0.593036453489,12
148,18.55,366380.653553,509886.597581,78368.3594585,0.13276803111,0.184771327289,12
149,18.6,297625.734289,497934.022547,77058.6980671,0.107852809274,0.18043998545,12
150,18.65,486468.631028,1124150.92322,157792.467132,0.176285187856,0.407366773596,12
151,18.7,547575.258563,1213282.01589,169543.859427,0.198428842405,0.439665858087,12
152,18.75,306804.246903,461003.821124,73201.0210333,0.11117889387,0.16705731886,12
153,18.8,509496.831127,1022001.06843,143850.493025,0.184630084775,0.370349985272,12
154,18.85,340927.254766,556182.627695,83266.8203698,0.123544297244,0.20154795757,12
155,18.9,330028.393609,583941.702078,86269.3433246,0.119594797391,0.211607215927,12
156,18.8083333333,408927.781574,823943.660769,117219.560866,0.148186144381,0.298578477125,13
157,18.7166666667,355707.070351,638245.001589,92177.6973754,0.128900166874,0.231285498852,13
158,18.625,533248.120983,1391202.68019,192578.716659,0.193237013007,0.504140267595,13
159,18.5333333333,372680.987919,575715.188865,85506.8597523,0.135051129251,0.208626114301,13
160,18.4416666667,313065.782842,556095.963108,83276.0900961,0.113447932342,0.201516552291,13
161,18.35,280929.546506,549467.790237,82532.5876424,0.101802489866,0.199114652918,13
162,18.2583333333,496531.313946,1288666.40498,178958.509924,0.179931675698,0.466983449284,13
163,18.1666666667,548489.689339,1265719.82568,175431.962155,0.198760211358,0.458668129889,13
164,18.075,526007.779576,1049848.04867,148695.265363,0.190613277654,0.380441098719,13
165,17.9833333333,379317.962488,623729.74113,90667.4899864,0.137456218159,0.226025497994,13
166,17.8916666667,576497.084786,1424317.52795,195560.060107,0.208909455631,0.516140336633,13
167,17.8,319709.629698,525457.497442,80146.7259639,0.115855511611,0.190413867902,13
168,17.8,232216.821819,468484.774488,73993.8087013,0.0841501043371,0.169768246523,14
169,17.8,514298.754172,1379188.86645,191222.792392,0.186370192671,0.499786734239,14
170,17.8,268726.305477,435207.704157,70494.4765983,0.0973803123599,0.157709391706,14
171,17.8,492111.635903,1078660.64315,151826.337397,0.178330084712,0.390882128842,14
172,17.8,338586.629299,585548.378635,86431.8211231,0.122696107713,0.212189439036,14
173,17.8,298035.500612,570160.899775,84763.9816025,0.108001299286,0.20661336603,14
174,17.8,282243.658503,575437.976987,85329.3099316,0.10227869422,0.20852565901,14
175,17.8,469797.624677,1240308.79492,172467.628126,0.170243993627,0.449459749235,14
176,17.8,262144.511644,469690.515526,74119.2434922,0.0949952196976,0.170205179702,14
177,17.8,299282.362337,568499.996978,84588.024624,0.108453133669,0.206011492563,14
178,17.8,376509.31244,934999.457058,134185.430404,0.136438427145,0.338822576462,14
179,17.8,220016.54631,430818.33324,69991.5470673,0.0797290014688,0.156118783335,14
180,17.6583333333,352341.738942,765119.132929,112048.678149,0.127680647173,0.277261803696,15
181,17.5166666667,478412.754277,1212279.82679,169320.528624,0.173365921009,0.439302687509,15
182,17.375,411772.152641,835610.526911,119736.493989,0.149216879881,0.302806284548,15
183,17.2333333333,279232.99278,531116.570702,80586.7479316,0.101187697311,0.192464587576,15
184,17.0916666667,230653.983992,493376.58398,76557.8156578,0.0835837673887,0.178788473178,15
185,16.95,284988.791687,593932.319765,87340.1638413,0.103273468164,0.215227588965,15
186,16.8083333333,229713.543125,522452.731542,79598.1596986,0.0832429729687,0.189325008955,15
187,16.6666666667,324859.84126,682671.775996,97021.4042294,0.117721831359,0.247384753301,15
188,16.525,179203.513618,492184.033259,76573.310945,0.0649392849766,0.178356319871,15
189,16.3833333333,266409.099436,714570.943541,105611.149003,0.0965406094969,0.25894428743,15
190,16.2416666667,290533.54683,624335.400183,90780.2335078,0.105282761549,0.226244975084,15
191,16.1,194722.682633,501841.976314,77491.2432956,0.0705630795046,0.181856139175,15
192,16.0583333333,176077.661942,473427.152219,74456.8013174,0.0638065472938,0.171559252009,16
193,16.0166666667,162882.132201,482119.467153,75340.068712,0.0590247868864,0.174709149604,16
194,15.975,209379.050356,700947.559881,99519.0497562,0.0758742144319,0.254007482475,16
195,15.9333333333,121472.937891,398589.805902,66639.8679886,0.0440190349587,0.144439896695,16
196,15.8916666667,110556.477627,333665.807624,59995.8207459,0.0400631575895,0.120912913652,16
197,15.85,97208.9781572,278554.15128,57051.7858559,0.0352263268024,0.100941700563,16
198,15.8083333333,115248.860135,326199.640545,59190.5544286,0.0417635704818,0.118207344203,16
199,15.7666666667,107324.291277,294272.975339,57998.578094,0.0388918866345,0.106637845546,16
200,15.725,112034.618932,310557.216169,58170.2728837,0.0405988024409,0.112538884731,16
201,15.6833333333,100266.456916,275811.800185,56982.6266148,0.0363342876922,0.0999479347841,16
202,15.6416666667,177371.08291,512491.545308,78382.7879245,0.0642752536888,0.185715301207,16
203,15.6,99428.5538325,280405.171188,57003.4090638,0.0360306506373,0.101612468155,16
204,15.6416666667,89033.9684445,246853.941098,56919.2404229,0.0322638888753,0.0894542640652,17
205,15.6833333333,125001.12311,354294.647588,62233.8877455,0.0452975691837,0.12838833693,17
206,15.725,107872.022753,304634.804234,57047.8473408,0.0390903720867,0.110392737099,17
207,15.7666666667,192323.448427,555542.218368,82959.395114,0.0696936514968,0.201315887768,17
208,15.8083333333,114476.475272,319521.987156,59964.3390503,0.0414836757424,0.115787514214,17
209,15.85,105884.457059,293288.682614,57535.6575703,0.0383701234017,0.106281160208,17
210,15.8916666667,155460.177604,441972.333552,71232.1924786,0.0563352390372,0.160160739825,17
211,15.9333333333,110199.622017,307470.178884,57541.5864128,0.0399338412176,0.111420212502,17
212,15.975,223538.84924,656168.967187,93937.7088468,0.0810054040854,0.237780737067,17
213,16.0166666667,110640.507443,306014.979003,58005.2814564,0.0400936080871,0.110892881102,17
214,16.0583333333,132979.976566,379114.728224,64562.9880466,0.0481889245364,0.137382570676,17
215,16.1,109844.89831,305072.73752,57381.4964713,0.0398052973993,0.110551434179,17
216,16.1,152249.359115,439238.192058,70759.1222787,0.0551717113102,0.15916994902,18
217,16.1,175526.403217,506693.615283,78189.2891187,0.0636067836469,0.183614262993,18
218,16.1,115937.248529,325079.829931,59124.2545089,0.0420130268076,0.117801550259,18
219,16.1,110199.80026,308556.837337,57441.7681757,0.0399339058091,0.111813992855,18
220,16.1,121604.216415,345891.714255,61176.8899215,0.0440666073155,0.125343304657,18
221,16.1,130195.747328,373875.669441,64034.2155972,0.0471799830694,0.135484054713,18
222,16.1,137420.665226,396381.836741,66304.4010357,0.0497981292923,0.143639778797,18
223,16.1,107477.312436,303746.485965,57063.8007248,0.0389473380287,0.110070830725,18
224,16.1,115823.679346,329811.407895,59527.1791064,0.0419718719138,0.119516166695,18
225,16.1,231546.010644,692921.02795,98007.5203353,0.0839070175961,0.251098849526,18
226,16.1,138854.072252,398287.39509,66538.3488241,0.0503175634568,0.144330309882,18
227,16.1,107477.504455,298763.770507,57082.8539516,0.0389474076121,0.108265207763,18
228,16.1,203712.47241,590789.407606,87062.809623,0.0738207752295,0.214088668951,19
229,16.1,111403.415519,306036.785897,57379.4250295,0.0403700686539,0.110900783425,19
230,16.1,110490.068217,306539.229172,57209.0584778,0.0400390923267,0.111082857461,19
231,16.1,146322.710956,416380.324577,68412.4237574,0.0530240285666,0.150886776774,19
232,16.1,201582.670049,594954.648127,87343.1052676,0.0730489832057,0.215598057555,19
233,16.1,113793.221151,314563.239006,58187.706275,0.0412360799605,0.11399057646,19
234,16.1,114008.658462,325736.976163,59140.2260124,0.0413141495509,0.118039685135,19
235,16.1,110611.119567,308978.760737,57523.6760579,0.0400829585879,0.111966888317,19
236,16.1,128925.522144,368844.935601,63519.2155685,0.0467196823002,0.133661030979,19
237,16.1,127666.253553,364098.739005,63003.6513652,0.0462633519512,0.131941117083,19
238,16.1,111634.298798,316919.161943,58227.8511449,0.0404537355126,0.114844309448,19
239,16.1,113434.262195,323719.006948,58910.1079643,0.041106001384,0.117308418904,19
240,16.1,109019.101934,311073.472309,57632.0951474,0.0395060475406,0.112725964236,20
241,16.1,132744.163715,392007.642509,65872.6481542,0.0481034713128,0.142054670112,20
242,16.1,107882.938373,304020.986513,57071.3191282,0.0390943276595,0.110170303492,20
243,16.1,209308.187333,616779.967375,89782.7730762,0.0758485352813,0.223507057762,20
244,16.1,129309.241076,366614.859642,63279.8703724,0.0468587333297,0.13285290208,20
245,16.1,128316.218465,363933.279726,63008.3472532,0.0464988844795,0.131881158397,20
246,16.1,109046.669825,304596.751725,57152.3361829,0.0395160375184,0.110378947733,20
247,16.1,226138.28143,663957.440643,94881.1589211,0.0819473792978,0.24060310303,20
248,16.1,114146.143735,314739.185147,58087.8415863,0.0413639710927,0.114054335348,20
249,16.1,128019.107064,365010.980004,63125.0320271,0.0463912180531,0.132271692511,20
250,16.1,167463.4126,479745.670308,75232.1583536,0.0606849388968,0.173848939519,20
251,16.1,113571.489851,318825.952576,58681.5165781,0.0411557295713,0.115535287084,20
252,16.1916666667,205805.515861,591267.068924,86982.4802561,0.0745792466592,0.214261762568,21
253,16.2833333333,117072.580025,306948.545897,57257.9449841,0.0424244451668,0.11123118455,21
254,16.375,131657.606126,336218.119521,60206.9652793,0.04770972751,0.12183781354,21
255,16.4666666667,129324.11809,322158.422319,58769.0301774,0.0468641244219,0.116742898464,21
256,16.5583333333,133419.884561,328585.172634,59407.0511302,0.048348337207,0.119071806875,21
257,16.65,159504.079503,394253.412202,66096.9191953,0.057800657279,0.142868486065,21
258,16.7416666667,164932.35048,392635.915241,65918.0996658,0.0597677394459,0.142282341887,21
259,16.8333333333,154566.562354,352308.100282,61811.7390742,0.0560114131577,0.127668457286,21
260,16.925,235064.48112,557725.964545,83663.9603092,0.0851820314188,0.202107227806,21
261,17.0166666667,176754.759901,393772.493048,66061.0963188,0.0640519122224,0.142694211881,21
262,17.1083333333,191541.261659,417491.778755,68505.3457885,0.0694102047699,0.151289542536,21
263,17.2,165044.006358,342932.78202,60879.3035508,0.0598082010012,0.124271054791,21
264,17.2,229974.74101,494750.416125,76686.6282924,0.0833376251524,0.179286318758,22
265,17.2,166556.619912,345579.446651,61148.0264963,0.0603563378131,0.125230145967,22
266,17.2,180617.40354,381785.570297,64833.5720778,0.0654516465858,0.138350423209,22
267,17.2,169696.01204,350615.840397,61649.241699,0.0614939822484,0.127055220722,22
268,17.2,185378.572263,393255.607273,65996.9695732,0.0671769860409,0.142506904211,22
269,17.2,176916.291667,369165.903502,63529.637255,0.0641104476671,0.13377734246,22
270,17.2,166455.220027,349001.331943,61477.1011185,0.060319592797,0.126470159512,22
271,17.2,169016.512117,355647.03283,62149.1362264,0.0612477469027,0.128878410639,22
272,17.2,178056.587226,378655.197505,64498.2601091,0.0645236648902,0.137216047176,22
273,17.2,179272.246304,374772.416291,64101.6797666,0.0649641921419,0.135809015413,22
274,17.2,176149.710125,372645.067006,63878.3393561,0.0638326559198,0.135038112328,22
275,17.2,166124.052033,345515.806195,61120.1230193,0.0601995850342,0.12520708411,22
276,17.2,170348.865064,355527.394559,62133.8417185,0.0617305613629,0.128835056446,23
277,17.2,165150.952773,348419.917621,61410.251484,0.0598469559542,0.126259468161,23
278,17.2,165042.659505,344387.328066,60999.8328593,0.0598077129323,0.124798149256,23
279,17.2,178159.478567,381004.304952,64733.3058282,0.0645609503766,0.138067310384,23
280,17.2,165043.03257,348196.604515,61386.8628636,0.0598078481227,0.126178544561,23
281,17.2,194928.063912,426322.472941,69385.9692036,0.0706375050176,0.15448958563,23
282,17.2,167630.953825,349123.815828,61487.4029625,0.0607456520333,0.126514544891,23
283,17.2,249097.686313,547318.57921,82481.6688252,0.0902673463927,0.198335827634,23
284,17.2,167115.881224,344903.748621,61078.4514721,0.0605590014159,0.124985288341,23
285,17.2,170346.56958,351413.569863,61734.5922106,0.0617297295316,0.12734429977,23
286,17.2,199268.530856,430481.002346,69832.6587847,0.0722103916987,0.155996542278,23
287,17.2,170045.954003,353135.68588,61907.4067203,0.0616207932714,0.127968355518,23
288,17.2,165086.536886,344091.055837,60983.0758797,0.0598236130991,0.124690786926,0
289,17.2,196170.505297,424589.541985,69217.1013405,0.0710877375689,0.153861610793,0
290,17.2,177278.002732,372638.00671,63889.9144887,0.0642415235453,0.135035553837,0
291,17.2,182515.390059,388347.177107,65494.7956335,0.0661394338112,0.140728200552,0
292,17.2,180114.624051,387884.917666,65442.8318628,0.0652694507132,0.140560688225,0
293,17.2,166348.085563,348937.115907,61473.3964729,0.0602807696993,0.126446889078,0
294,17.2,183199.37733,391698.116395,65838.3482847,0.0663872952701,0.141942504876,0
295,17.2,165108.057981,354071.843279,61991.4280863,0.0598314118551,0.128307597707,0
296,17.2,169057.809248,350878.891296,61665.6187877,0.0612627120454,0.127150544396,0
297,17.2,169692.835918,357924.020173,62378.1505762,0.0614928312941,0.129703539159,0
298,17.2,168695.782693,363645.072787,62957.7355232,0.0611315218409,0.131776718745,0
299,17.2,246663.467204,545745.819327,82243.2911604,0.0893852406502,0.197765895158,0
300,17.2,165043.142568,342905.164072,60872.3973595,0.0598078879832,0.124261046673,1
301,17.2,166575.814556,355126.551492,62108.5342764,0.0603632935163,0.128689800019,1
302,17.2,167724.369551,362176.804336,62819.5531995,0.0607795037715,0.131244651591,1
303,17.2,167944.530635,366898.778491,63296.1133925,0.0608592851501,0.132955787825,1
304,17.2,165042.891617,361265.904307,62720.464595,0.0598077970444,0.130914562101,1
305,17.2,168762.574056,373880.026055,64005.1106441,0.0611557255143,0.135485633451,1
306,17.2,165042.855375,372055.564176,63817.9051115,0.0598077839112,0.134824489885,1
307,17.2,172661.254508,388404.855233,65491.1411915,0.0625685188006,0.140749101795,1
308,17.2,166726.685793,392881.397127,65950.3573817,0.0604179658276,0.14237129895,1
309,17.2,169444.57862,393633.879123,66029.8805053,0.061402868485,0.142643981342,1
310,17.2,191836.243005,456078.184848,72489.0325563,0.0695170993127,0.165272380098,1
311,17.2,165165.562475,384575.490789,65112.7551478,0.0598522501785,0.139361427057,1
312,17.2,167220.205735,387304.885002,65392.7892651,0.0605968062505,0.140350497556,2
313,17.2,165042.721514,382821.628258,64931.6745446,0.0598077354029,0.138725867093,2
314,17.2,178757.901426,409291.995929,67657.5775135,0.0647778052347,0.148318127394,2
315,17.2,166017.168081,387906.191065,65451.0608644,0.0601608527165,0.140568397222,2
316,17.2,165816.83674,369839.111595,63603.8043611,0.0600882571865,0.134021297789,2
317,17.2,180310.29231,410244.633811,67750.9178602,0.065340356448,0.148663341736,2
318,17.2,165664.1289,375569.643214,64187.2060228,0.0600329193322,0.136097912351,2
319,17.2,167399.66393,367894.215537,63402.9164091,0.0606618378262,0.133316511611,2
320,17.2,166054.183234,369882.449241,63602.5908178,0.0601742661675,0.134037002368,2
321,17.2,166888.89388,357371.583174,62327.2559998,0.0604767463558,0.129503348533,2
322,17.2,165043.132781,352911.192556,61871.1085935,0.0598078844366,0.127887004234,2
323,17.2,165043.329734,349644.382174,61536.8169799,0.0598079558082,0.126703186316,2
324,17.2,166923.478529,353766.167195,61952.9745221,0.0604892790473,0.128196827633,3
325,17.2,190779.730941,411020.17921,67806.0448121,0.069134243326,0.148944381781,3
326,17.2,165869.403028,349490.251403,61522.7816137,0.060107306016,0.126647332824,3
327,17.2,187699.78425,402009.258197,66901.8495563,0.0680181405676,0.145679028576,3
