,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,t6,t7,sp0,m,rh
62,62,1.7,0.0,7252.22431484,23.0764138357,24.2488303648,24.2512556897,24.2494583495,21.4577502582,22.8124497504,22.8570944801,24.25,9.21265353455,52492.8059128
63,63,1.7,0.0,7252.22431484,23.0761359733,24.2507334326,24.251450735,24.2497932234,21.4600810661,22.8163838812,22.8565288302,24.25,9.21265353455,52492.8229236
64,64,1.7,0.0,7252.22431484,23.075873898,24.2489083336,24.247843315,24.2485710733,21.4623755082,22.8191577244,22.8559664941,24.25,9.21265353455,52492.8438061
65,65,1.7,0.0,7252.22431484,23.0756209502,24.2509078922,24.2478488072,24.2509182873,21.4647456465,22.8214511235,22.8554074074,24.25,9.21265353455,52492.8679987
66,66,1.7,0.0,7252.22431484,23.0753691276,24.2511489221,24.2492807276,24.2510166143,21.4671911232,22.8237984304,22.8548516451,24.25,9.21265353455,52492.8949479
67,67,1.7,0.0,7252.22431484,23.0751130988,24.2495561277,24.2497080174,24.2499517711,21.4696792691,22.8262872425,22.8542992661,24.25,9.21265353455,52492.9243786
68,68,1.7,0.0,7252.22431484,23.0748506338,24.2502667891,24.2487046465,24.2492435144,21.4721956072,22.8288078886,22.8537502244,24.25,9.21265353455,52492.9561966
69,69,1.7,0.0,7252.22431484,23.0745812669,24.2514542802,24.2510840997,24.2491992893,21.4747403921,22.8313166322,22.853204379,24.25,9.21265353455,52492.9903227
70,70,1.7,0.0,7252.22431484,23.0743051593,24.2486678404,24.2490625231,24.2494591919,21.4773154082,22.8338558477,22.8526615396,24.25,9.21265353455,52493.0266301
71,71,1.7,0.0,7252.22431484,23.0740227068,24.2502112349,24.2490115163,24.2496691168,21.4799201523,22.836369002,22.8521215075,24.25,9.21265353455,52493.0649688
72,72,1.74166666667,0.0,8058.26482531,23.078811025,24.1544183086,24.1550650203,24.1547954403,21.4835943451,22.8374510365,22.8584366551,24.15,9.21265353455,52493.06893
73,73,1.78333333333,0.0,8058.26482531,23.0853721562,24.1512132559,24.1511866629,24.1505895612,21.484621889,22.8357360632,22.8671378287,24.15,9.21265353455,52493.085399
74,74,1.825,0.0,8058.26482531,23.0898774204,24.1488933523,24.1503936072,24.1491494352,21.4834215044,22.8343874716,22.8742985866,24.15,9.21265353455,52493.1048611
75,75,1.86666666667,0.0,8058.26482531,23.0917448395,24.14891454,24.1480539905,24.1503996547,21.481675666,22.8341286719,22.8788386759,24.15,9.21265353455,52493.1279324
76,76,1.90833333333,0.0,8058.26482531,23.0920669035,24.1505816442,24.1487253513,24.1508224289,21.4800958068,22.8339689371,22.881309178,24.15,9.21265353455,52493.152942
77,77,1.95,0.0,8058.26482531,23.0918956527,24.1498465719,24.1491583558,24.1492917279,21.4786299735,22.8331891457,22.8825745873,24.15,9.21265353455,52493.177153
78,78,1.99166666667,0.0,8058.26482531,23.0917078558,24.1488904485,24.1522069499,24.1503177737,21.4771383932,22.8317555545,22.8832416807,24.15,9.21265353455,52493.1988795
79,79,2.03333333333,0.0,8058.26482531,23.0915788052,24.1493061088,24.1493444088,24.1513117077,21.4756038452,22.8300229709,22.8836120354,24.15,9.21265353455,52493.2178822
80,80,2.075,0.0,8058.26482531,23.0914581259,24.1510948641,24.1481621066,24.1506485633,21.4740605115,22.8282152891,22.8838060513,24.15,9.21265353455,52493.2345806
81,81,2.11666666667,0.0,8058.26482531,23.0913091015,24.1506124755,24.1476209498,24.1485696845,21.4725278646,22.8264188493,22.8838716329,24.15,9.21265353455,52493.2493682
82,82,2.15833333333,0.0,8058.26482531,23.0911296385,24.1500154738,24.1506960888,24.1498593387,21.471007101,22.824604586,22.8838373137,24.15,9.21265353455,52493.2624004
83,83,2.2,0.0,8058.26482531,23.0909320733,24.1507808692,24.1483205421,24.1514138045,21.4694957922,22.822807451,22.8837272537,24.15,9.21265353455,52493.2737176
84,84,2.2,0.0,8058.26482531,23.0907248782,23.9898817813,23.9917851761,23.986455981,21.4693824251,22.822137606,22.883561179,23.98,9.21265353455,52493.2886578
85,85,2.2,0.0,8058.26482531,23.0900361689,23.9812816322,23.9808193352,23.9788531415,21.470125424,22.8186739571,22.8833548433,23.98,9.21265353455,52493.3001092
86,86,2.2,0.0,8058.26482531,23.0892817367,23.9792123011,23.9779502224,23.9807149643,21.4709714202,22.8156749777,22.8831205368,23.98,9.21265353455,52493.3103531
87,87,2.2,0.0,8058.26482531,23.0887110944,23.9807327152,23.978037817,23.9790298443,21.4716930534,22.8147838678,22.8828652452,23.98,9.21265353455,52493.3187521
88,88,2.2,0.0,8058.26482531,23.0883122146,23.979051245,23.9787092301,23.9799504901,21.4723572185,22.8154745864,22.8825925653,23.98,9.21265353455,52493.3251951
89,89,2.2,0.0,8058.26482531,23.0879888007,23.9792239278,23.9795010111,23.9789972508,21.4730335474,22.8167784924,22.8823047532,23.98,9.21265353455,52493.3302783
90,90,2.2,94.25,8058.26482531,23.0876890945,23.9800482796,23.978394182,23.9800807767,21.4798894842,22.8181685815,22.8820023355,23.98,9.21265353455,52493.3346566
91,91,2.2,133.5,8058.26482531,23.0875387428,23.9797079338,23.9811206387,23.9798127473,21.4874701983,22.8199399407,22.8816878861,23.98,9.21265353455,52493.3386261
92,92,2.2,172.75,8058.26482531,23.0877689877,23.9801146593,23.9798582472,23.979372092,21.4937960501,22.8222115559,22.8813661173,23.98,9.21265353455,52493.3421844
93,93,2.2,212.0,8058.26482531,23.088559022,23.9794811422,23.9818922664,23.9790653017,21.499115889,22.8247828115,22.8810429405,23.98,9.21265353455,52493.3452664
94,94,2.2,251.25,8058.26482531,23.0899822257,23.9796280047,23.9816444915,23.9789594388,21.5043922279,22.8275254612,22.8807248417,23.98,9.21265353455,52493.347859
95,95,2.2,290.5,8058.26482531,23.092039929,23.980940977,23.9807054389,23.9785769377,21.5096864429,22.8304703887,22.8804180539,23.98,9.21265353455,52493.3499931
96,96,2.2,329.75,8058.26482531,23.0947101432,23.772603864,23.775139853,23.769642125,21.5120093922,22.8316967155,22.8801281967,23.76,9.21265353455,52493.3269148
97,97,2.2,369.0,8058.26482531,23.0979537322,23.7611190738,23.7617495914,23.7605788194,21.5125839926,22.825926232,22.8798602579,23.76,9.21265353455,52493.3101382
98,98,2.2,408.25,8058.26482531,23.1017110617,23.7611944643,23.7593604134,23.7600957685,21.5132661275,22.8189663929,22.8796183463,23.76,9.21265353455,52493.291658
99,99,2.2,447.5,8058.26482531,23.1059016456,23.7592989465,23.7590336592,23.7593510881,21.5158045481,22.8143973242,22.8794055218,23.76,9.21265353455,52493.2704062
100,100,2.2,486.75,8058.26482531,23.1104357494,23.7602413652,23.7610297607,23.7592109537,21.5187251656,22.8121907529,22.8792240511,23.76,9.21265353455,52493.2461526
101,101,2.2,526.0,8058.26482531,23.1152300096,23.7606535438,23.7616086826,23.7611697485,21.5212429288,22.8111772889,22.8790760647,23.76,9.21265353455,52493.2192137
102,102,2.2,533.25,8058.26482531,23.1201876532,23.7595097275,23.7613857783,23.7605266572,21.5239546583,22.8105098516,22.8789642179,23.76,9.21265353455,52493.1900206
103,103,2.2,540.5,8058.26482531,23.1251410176,23.7604835202,23.7602196309,23.7613310615,21.5270678002,22.8098902278,22.8788922172,23.76,9.21265353455,52493.1588039
104,104,2.2,547.75,8058.26482531,23.1298598642,23.7609855277,23.7614759092,23.760193759,21.5281493284,22.8093509423,22.8788646049,23.76,9.21265353455,52493.1256396
105,105,2.2,555.0,8058.26482531,23.1341374695,23.7600479741,23.7594994445,23.7602607721,21.5290964444,22.8087612046,22.8788861754,23.76,9.21265353455,52493.0905851
106,106,2.2,562.25,8058.26482531,23.1378520889,23.7595598068,23.7600008349,23.7607568909,21.5309910784,22.8079908703,22.8789611846,23.76,9.21265353455,52493.0537327
107,107,2.2,569.5,8058.26482531,23.1409668029,23.7598319727,23.7588292636,23.7607525961,21.5333510157,22.8070786547,22.87909305,23.76,9.21265353455,52493.0151949
108,108,2.2,576.75,8058.26482531,23.1435005293,23.8821686052,23.8822026,23.8853322424,21.5374896491,22.8069972586,22.8792840802,23.89,9.21265353455,52492.9682853
109,109,2.2,584.0,8058.26482531,23.1456764518,23.8895320806,23.8896410683,23.8899448261,21.5432126242,22.8112249671,22.8795356593,23.89,9.21265353455,52491.8735435
110,110,2.2,591.25,8058.26482531,23.1470704115,23.8903938623,23.891008742,23.889399618,21.5480469923,22.8157493498,22.8798483039,23.89,9.21265353455,52493.7047607
111,111,2.2,598.5,8058.26482531,23.1484071995,23.8899935085,23.8898268851,23.889249986,21.5540190579,22.8192845997,22.8802221823,23.89,9.21265353455,52490.8739236
112,112,2.2,605.75,8058.26482531,23.1494992738,23.889968063,23.8912861898,23.89075905,21.5599198753,22.8222422366,22.8806569797,23.89,9.21265353455,52490.7699729
113,113,2.2,613.0,8058.26482531,23.1501455066,23.8899640751,23.8910371448,23.8906040724,21.5652657355,22.8251474522,22.8811518887,23.89,9.21265353455,52490.7074055
114,114,2.2,633.666666667,8058.26482531,23.1504603322,23.8899609624,23.8899043775,23.8907174695,21.5692679306,22.8282867845,22.8817052196,23.89,9.21265353455,52489.944532
115,115,2.2,654.333333333,8058.26482531,23.1504867478,23.8899579708,23.8903573044,23.8893943155,21.5720075385,22.8315693602,22.8823147119,23.89,9.21265353455,52489.6329329
116,116,2.2,675.0,8058.26482531,23.1502749999,23.8899552316,23.8908762062,23.8908425162,21.5741753214,22.8347956298,22.8829775877,23.89,9.21265353455,52489.4491041
117,117,2.2,695.666666667,8058.26482531,23.1499257454,23.8899527952,23.8908654346,23.8911919545,21.5762364305,22.8379105065,22.8836906568,23.89,9.21265353455,52489.2819604
118,118,2.2,716.333333333,8058.26482531,23.1494970579,23.8899509155,23.8900667472,23.891469799,21.5805780818,22.8408539622,22.8844492405,23.89,9.21265353455,52489.4227496
119,119,2.2,737.0,8058.26482531,23.1491529953,23.8899491237,23.8888024861,23.890133506,21.5848994662,22.8439152368,22.8852454135,23.89,9.21265353455,52489.0199723
120,120,2.25,757.666666667,8058.26482531,23.1975266405,23.4849578913,23.4740014743,23.4663247978,21.7187309269,22.864219298,22.8855642124,23.46,9.21265353455,52307.620727
121,121,2.3,778.333333333,8058.26482531,23.4495312943,23.4601355333,23.4603748263,23.460569381,21.5034601329,22.8250307778,22.8862337217,23.46,2.79000573059,20496.4797267
122,122,2.35,799.0,8058.26482531,23.4599645338,23.4599620088,23.461356803,23.4594834971,21.5049317796,22.7785625519,22.8872384753,23.46,2.79000573059,1171.93686376
123,123,2.4,819.666666667,8058.26482531,23.4608287134,23.4599410713,23.4600549247,23.4597177642,21.5836918242,22.7532552809,22.8883786182,23.46,2.79000573059,10201.516337
124,124,2.45,840.333333333,8058.26482531,23.459299376,23.4599392185,23.4608923978,23.4590105158,21.6278092554,22.7530331471,22.8895373094,23.46,2.79000573059,8112.28174061
125,125,2.5,861.0,8058.26482531,23.4601010814,23.459938584,23.4595616474,23.4602441446,21.6363542248,22.7658800651,22.8906919548,23.46,2.79000573059,8181.90582148
126,126,2.55,862.583333333,8058.26482531,23.459303463,23.4599393792,23.4594866428,23.4603739716,21.6369800145,22.7796178583,22.8918610035,23.46,2.79000573059,7971.84015571
127,127,2.6,864.166666667,8058.26482531,23.4601922004,23.4599410058,23.4602224188,23.4597972676,21.6421163795,22.7897145152,22.8930661452,23.46,2.79000573059,8112.4375064
128,128,2.65,865.75,8058.26482531,23.4600669809,23.4599421607,23.4587751041,23.4593060641,21.6502305592,22.7973544394,22.8943188922,23.46,2.79000573059,7971.90869567
129,129,2.7,867.333333333,8058.26482531,23.4595141508,23.4599423416,23.4589817131,23.4591609408,21.6580704587,22.8044810975,22.8956214587,23.46,2.79000573059,7971.91913662
130,130,2.75,868.916666667,8058.26482531,23.4592618729,23.4599417886,23.4611167868,23.4592407532,21.6649530015,22.81188158,22.896970693,23.46,2.79000573059,7971.92753348
131,131,2.8,870.5,8058.26482531,23.4594715529,23.4599408987,23.4586100109,23.4593477884,21.6714148509,22.8195172234,22.8983617026,23.46,2.79000573059,7971.93495257
132,132,2.84166666667,872.083333333,8058.26482531,23.5464865256,23.5365447202,23.5451468053,23.5462339787,21.6730889921,22.825015445,22.8997892182,23.55,2.79000573059,13474.5113999
133,133,2.88333333333,873.666666667,8058.26482531,23.5498368858,23.5478298003,23.5510221957,23.5502985162,21.6808445949,22.8399139018,22.9012484097,23.55,2.79000573059,6644.72702646
134,134,2.925,875.25,8058.26482531,23.5505633892,23.5496061163,23.549768589,23.5506532624,21.6851065721,22.8562585333,22.9027348948,23.55,2.79000573059,9955.86423371
135,135,2.96666666667,876.833333333,8058.26482531,23.5502770715,23.5498825871,23.550399239,23.550005936,21.6893341724,22.8687048205,22.9042454125,23.55,2.79000573059,9192.5782664
136,136,3.00833333333,878.416666667,8058.26482531,23.5501808093,23.5499250206,23.5501283147,23.5500821863,21.6936590162,22.87703521,22.905777532,23.55,2.79000573059,9192.65479974
137,137,3.05,880.0,8058.26482531,23.5505808864,23.5499306409,23.5504700771,23.5510929839,21.6978876704,22.883100106,22.907329402,23.55,2.79000573059,9192.66660024
138,138,3.09166666667,883.75,8058.26482531,23.5502892993,23.5499303851,23.5505595235,23.5508464523,21.7022137838,22.8884729916,22.9088990597,23.55,2.79000573059,9127.31117241
139,139,3.13333333333,887.5,8058.26482531,23.5508764284,23.5499291179,23.5509926088,23.5505156924,21.7065124555,22.893716461,22.9104845578,23.55,2.79000573059,9192.64210552
140,140,3.175,891.25,8058.26482531,23.5499663299,23.5499276915,23.5506126394,23.551006557,21.7107401692,22.8989400754,22.9120838629,23.55,2.79000573059,9061.72867418
141,141,3.21666666667,895.0,8058.26482531,23.550669769,23.549926236,23.5507944048,23.550393508,21.7149288625,22.9040190682,22.9136952125,23.55,2.79000573059,9192.64095344
142,142,3.25833333333,898.75,8058.26482531,23.5503525179,23.5499247594,23.5515528073,23.549888431,21.7190794869,22.9090107497,22.9153169356,23.55,2.79000573059,9061.71957206
143,143,3.3,902.5,8058.26482531,23.5496013968,23.5499232687,23.550162366,23.5502905587,21.7231744783,22.9138726137,22.9169464216,23.55,2.79000573059,9061.71677291
144,144,3.39166666667,906.25,8058.26482531,23.5021508968,23.5088683078,23.5029533164,23.5024028757,21.7294045168,22.9195380772,22.9185827657,23.5,2.79000573059,6096.2334294
145,145,3.48333333333,910.0,8058.26482531,23.4997721346,23.5015287213,23.4998099339,23.4992181888,21.7321860011,22.919505301,22.9202260287,23.5,2.79000573059,9705.87097919
146,146,3.575,913.75,8058.26482531,23.5000081914,23.5002418669,23.4991785137,23.4995500347,21.737396852,22.9182626992,22.9218759041,23.5,2.79000573059,7971.76331539
147,147,3.66666666667,917.5,8058.26482531,23.4994840723,23.5000146728,23.4996893816,23.5003098959,21.7449577138,22.9191730073,22.9235317626,23.5,2.79000573059,8251.74817172
148,148,3.75833333333,921.25,8058.26482531,23.5006707021,23.4999770302,23.5011397762,23.4993804856,21.7560846391,22.9225576617,22.9251927189,23.5,2.79000573059,8389.72864051
149,149,3.85,925.0,8058.26482531,23.5005253074,23.4999733975,23.500895873,23.5008379187,21.7713028552,22.9276741364,22.9268581701,23.5,2.79000573059,8251.72485343
150,150,3.94166666667,920.416666667,8058.26482531,23.4996410738,23.4999756872,23.5005735591,23.4992764978,21.789459154,22.9336441551,22.9285277876,23.5,2.79000573059,8251.88359733
151,151,4.03333333333,915.833333333,8058.26482531,23.5000740741,23.4999789788,23.4986890141,23.5007963509,21.8106925772,22.9400130328,22.9302015588,23.5,2.79000573059,8321.08298275
152,152,4.125,911.25,8058.26482531,23.5002891209,23.4999821606,23.5004897497,23.4996444023,21.8352174515,22.9468622827,22.9318792135,23.5,2.79000573059,8251.93732865
153,153,4.21666666667,906.666666667,8058.26482531,23.500369854,23.4999849465,23.4993451827,23.4993058981,21.8626236798,22.9543351887,22.9335600468,23.5,2.79000573059,8252.02319944
154,154,4.30833333333,902.083333333,8058.26482531,23.5006037487,23.4999875409,23.5006689848,23.4998612745,21.8927917397,22.9624296214,22.9352427122,23.5,2.79000573059,8252.04714467
155,155,4.4,897.5,8058.26482531,23.4999744738,23.4999980184,23.500000465,23.4999153191,21.945961014,22.9708072429,22.936111794,23.5,2.79000573059,8067.11825844
156,156,4.45,892.916666667,8058.26482531,23.5856324541,23.5742566817,23.5824226922,23.5872201541,21.9694400176,22.9791486937,22.9374903108,23.59,2.79000573059,13669.0357243
157,157,4.5,888.333333333,8058.26482531,23.5899584575,23.5898093742,23.5899219882,23.5899609515,22.0169321872,22.9972764105,22.9385940711,23.59,2.79000573059,9863.31496414
158,158,4.55,883.75,8058.26482531,23.5900797651,23.5899952702,23.5896663799,23.5900377594,22.0562622808,23.0243570783,22.9408270906,23.59,2.79000573059,9304.50797029
159,159,4.6,879.166666667,8058.26482531,23.5900149098,23.5899975601,23.5898399755,23.5900631323,22.0934838941,23.0405590982,22.9428480909,23.59,2.79000573059,9265.84406139
