,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,t6,t7,sp0,m,rh
862,862,2.29166666667,0.0,9980.52224468,23.5398291399,23.539397969,23.539698515,23.5404154517,23.5406179545,23.6687364803,23.9393498786,23.54,3.40973722802,0.0
863,863,2.2,0.0,9980.52224468,23.5398285522,23.540237209,23.5423294141,23.5399158739,23.5411856005,23.6611302642,23.9364970129,23.54,3.40200646043,0.0
864,864,2.15833333333,0.0,9266.61216456,23.7993036271,23.7923801641,23.7902058269,23.7974946853,23.7851030572,23.6574316023,23.9275822846,23.81,2.79000573059,12986.6876098
865,865,2.11666666667,0.0,9266.61216456,23.8092603686,23.8104397686,23.8104826828,23.8093203145,23.8066388252,23.6870070958,23.9166740586,23.81,3.67470131328,0.0
866,866,2.075,0.0,9266.61216456,23.8096034172,23.8110882937,23.8106344665,23.8110135427,23.8093422737,23.7226664442,23.9072414829,23.81,2.79000573059,2799.44817707
867,867,2.03333333333,0.0,9266.61216456,23.8102813971,23.8105268523,23.8095674708,23.8096472839,23.8110554635,23.7478986387,23.9001800777,23.81,2.79000573059,623.740830087
868,868,1.99166666667,0.0,9266.61216456,23.8103708116,23.810506746,23.8096488898,23.8109392857,23.8114768528,23.7617642363,23.8949525404,23.81,2.79000573059,494.972202649
869,869,1.95,0.0,9266.61216456,23.810066928,23.8113214315,23.8089944507,23.8105692052,23.8087594464,23.7689552767,23.8908094092,23.81,2.79000573059,494.972170743
870,870,1.90833333333,0.0,9266.61216456,23.8105933832,23.8106904965,23.8103178583,23.8095975226,23.8082759459,23.7734362352,23.8872099753,23.81,2.79000573059,559.755605423
871,871,1.86666666667,0.0,9266.61216456,23.8102437006,23.8116745404,23.8106648366,23.8110884244,23.8112654347,23.7771667244,23.8838719264,23.81,2.79000573059,494.972121232
872,872,1.825,0.0,9266.61216456,23.8102073017,23.8117510624,23.8086618823,23.8102785807,23.8112087691,23.7806808505,23.880683348,23.81,2.79000573059,559.755545268
873,873,1.78333333333,0.0,9266.61216456,23.8101720451,23.8095061796,23.8085455557,23.8104600917,23.8116494914,23.7839056957,23.8776050137,23.81,2.79000573059,559.755516225
874,874,1.74166666667,0.0,9266.61216456,23.8097981921,23.8090992195,23.8117074437,23.8099760778,23.8094481228,23.7868076118,23.8746170146,23.81,2.79000573059,559.755486235
875,875,1.7,0.0,9266.61216456,23.8100079656,23.8102666935,23.8096486251,23.809554168,23.8090404869,23.7894461219,23.8717021412,23.81,2.79000573059,623.739340808
876,876,1.65,0.0,9266.61216456,23.370284699,23.3593246472,23.3610327931,23.3591160482,23.3734491599,23.7796711209,23.8706038374,23.35,6.00132963257,4487.12444804
877,877,1.6,0.0,9266.61216456,23.3504657428,23.3508354458,23.3517663548,23.3510891224,23.3508948994,23.7303385149,23.8683454263,23.35,2.79000573059,4761.7806573
878,878,1.55,0.0,9266.61216456,23.3499263328,23.3506329622,23.351557658,23.3513281213,23.3503249162,23.6673747773,23.8650684464,23.35,4.28278684078,0.0
879,879,1.5,0.0,9266.61216456,23.3498555671,23.3490494822,23.3503701902,23.3506868769,23.3504917577,23.6259263785,23.8615460473,23.35,3.75244596499,0.0
880,880,1.45,0.0,9266.61216456,23.3498714194,23.3501454146,23.3500411061,23.3501098571,23.3493172501,23.6079661947,23.8582046382,23.35,3.73717527585,0.0
881,881,1.4,0.0,9266.61216456,23.3498784574,23.3495477672,23.3497891992,23.3496235781,23.3502178663,23.6035228505,23.8551208218,23.35,3.72164713271,0.0
882,882,1.35,0.0,9266.61216456,23.3498844009,23.3499452447,23.3515682938,23.3492400529,23.3505168545,23.6040879476,23.8522092553,23.35,3.70744085446,0.0
883,883,1.3,0.0,9266.61216456,23.3498894313,23.3507236563,23.3511416978,23.3490670933,23.3511450884,23.6058463258,23.8493737349,23.35,3.69435139371,0.0
884,884,1.25,0.0,9266.61216456,23.3498937631,23.3512484398,23.3518576626,23.3492224142,23.3491485751,23.6079722282,23.846559959,23.35,3.68206537598,0.0
885,885,1.2,0.0,9266.61216456,23.3498976596,23.3491041544,23.3507896618,23.3497746298,23.3500675852,23.6105304716,23.8437482469,23.35,3.67044356114,0.0
886,886,1.15,0.0,9266.61216456,23.3499012938,23.3488155509,23.3515877041,23.3507424968,23.3515726998,23.6135780826,23.8409356842,23.35,3.65937713199,0.0
887,887,1.1,0.0,9266.61216456,23.3499047447,23.3500629661,23.3510318751,23.3497513329,23.3502192791,23.6170812539,23.8381239203,23.35,3.64878185344,0.0
888,888,1.05833333333,0.0,9266.61216456,23.4931444637,23.4919507405,23.488196225,23.4941768831,23.4858672809,23.6224670307,23.8353144789,23.5,2.79000573059,3196.94948198
889,889,1.01666666667,0.0,9266.61216456,23.499534519,23.5007047417,23.5003621694,23.5006377687,23.4999872814,23.636643437,23.8324996716,23.5,3.82562146326,0.0
890,890,0.975,0.0,9266.61216456,23.4998816448,23.4993676545,23.501447362,23.5002550895,23.498909142,23.6514818316,23.8296899344,23.5,3.08987604734,0.0
891,891,0.933333333333,0.0,9266.61216456,23.4999120079,23.4996566407,23.5022042386,23.5010570804,23.5013673492,23.6583387407,23.8268910016,23.5,3.25275510096,0.0
892,892,0.891666666667,0.0,9266.61216456,23.4999093156,23.4998069012,23.4994637954,23.5009852748,23.5003983595,23.657277271,23.8241025287,23.5,3.24781719543,0.0
893,893,0.85,0.0,9266.61216456,23.4999086254,23.5002061952,23.5007832712,23.5006635306,23.5000300991,23.6514899634,23.8213243489,23.5,3.24335393074,0.0
894,894,0.808333333333,0.0,9266.61216456,23.499908093,23.4989542018,23.500130645,23.5005776361,23.4991423352,23.6436575127,23.8185570338,23.5,3.23839764755,0.0
895,895,0.766666666667,0.0,9266.61216456,23.4999076451,23.5016726563,23.4984772645,23.5006554178,23.4998367175,23.6349979537,23.8158012323,23.5,3.2332141152,0.0
896,896,0.725,0.0,9266.61216456,23.4999072471,23.5018071516,23.5013050417,23.5005887714,23.4993595505,23.625932117,23.8130570367,23.5,3.22790393716,0.0
897,897,0.683333333333,0.0,9266.61216456,23.499906873,23.5001617653,23.5012827157,23.5001114251,23.4996286782,23.6165527408,23.8103241216,23.5,3.22250047874,0.0
898,898,0.641666666667,0.0,9266.61216456,23.4999065093,23.50036215,23.4992181171,23.5010086588,23.4984251655,23.6067771782,23.8075939554,23.5,3.21695684416,0.0
899,899,0.6,0.0,9266.61216456,23.4999061523,23.4994088726,23.5008932501,23.4998634347,23.5006710454,23.5966753392,23.8048677624,23.5,3.21140541757,0.0
900,900,0.5,0.0,9266.61216456,23.691689131,23.6896619771,23.6839892597,23.6903485315,23.6806675673,23.5885508183,23.8021504415,23.7,2.79000573059,9584.12314741
901,901,0.4,0.0,9266.61216456,23.6994805254,23.6980808457,23.6971082601,23.6994717452,23.6964677018,23.6040297006,23.7994443509,23.7,3.45705848076,0.0
902,902,0.3,0.0,9266.61216456,23.7004107583,23.700197008,23.7000905151,23.7012696977,23.6997946462,23.6239912745,23.7967574186,23.7,2.79000573059,2070.46864549
903,903,0.2,0.0,9266.61216456,23.7000157066,23.7015436298,23.7018131904,23.6998810147,23.6999575036,23.6363901474,23.7940887653,23.7,2.79000573059,362.595286579
904,904,0.1,0.0,9266.61216456,23.7000429269,23.7019448175,23.6993264331,23.7000773909,23.7011096055,23.6402371463,23.7914348644,23.7,2.79000573059,362.594950266
905,905,0.0,0.0,9266.61216456,23.7003387871,23.7006855131,23.6982169864,23.6998106769,23.6986173696,23.6389565737,23.7887952285,23.7,2.79000573059,362.594937779
906,906,-0.1,0.0,9266.61216456,23.7004496291,23.7012356442,23.700648549,23.7005788825,23.700558018,23.6354819642,23.7861710265,23.7,2.79000573059,362.594921115
907,907,-0.2,0.0,9266.61216456,23.7001824279,23.7012964046,23.6988962807,23.6998688789,23.6996289817,23.6313197141,23.7835632918,23.7,2.79000573059,362.594910304
908,908,-0.3,0.0,9266.61216456,23.7005819882,23.6993449911,23.7005044005,23.6996394747,23.6998569558,23.6267705077,23.7809720369,23.7,2.79000573059,429.293290673
909,909,-0.4,0.0,9266.61216456,23.699932463,23.6988019247,23.7019341219,23.7008970449,23.6985947433,23.621916342,23.778396562,23.7,2.79000573059,362.594887976
910,910,-0.5,0.0,9266.61216456,23.699561693,23.7009919198,23.7006632449,23.7003472485,23.7014104606,23.6167506659,23.7758357309,23.7,2.79000573059,429.293257113
911,911,-0.6,0.0,9266.61216456,23.7002164557,23.70193087,23.7000850202,23.6996534511,23.7003266144,23.6113923475,23.773288432,23.7,2.79000573059,494.971174132
912,912,-0.641666666667,0.0,9266.61216456,23.5038363009,23.5036875262,23.5051043001,23.4993909668,23.5094829637,23.6106519161,23.7707536792,23.49,4.44014443722,0.0
913,913,-0.683333333333,0.0,9266.61216456,23.4902443117,23.4914437764,23.4921050786,23.4907253095,23.4912489458,23.5869121021,23.7682234219,23.49,2.79000573059,2598.58428896
914,914,-0.725,0.0,9266.61216456,23.4899336992,23.4913185429,23.4900379976,23.4902469658,23.4898594181,23.5557226501,23.7656981098,23.49,3.39062413378,0.0
915,915,-0.766666666667,0.0,9266.61216456,23.4899096885,23.4918658337,23.4892689365,23.4901126175,23.4894644072,23.5325209256,23.763180319,23.49,3.19081980472,0.0
916,916,-0.808333333333,0.0,9266.61216456,23.4899146851,23.490293624,23.4906793775,23.4900707276,23.4898120378,23.5196399135,23.7606686581,23.49,3.17423884561,0.0
917,917,-0.85,0.0,9266.61216456,23.4899170317,23.4902889005,23.4908058697,23.4888715492,23.488451668,23.5132844583,23.7581595791,23.49,3.16573748292,0.0
918,918,-0.891666666667,0.0,9266.61216456,23.4899188994,23.4900257115,23.4920216772,23.4895865766,23.4901520177,23.5097748679,23.7556570953,23.49,3.15776361731,0.0
919,919,-0.933333333333,0.0,9266.61216456,23.4899206742,23.4918071444,23.4919966946,23.4901508316,23.4909407424,23.5072735314,23.7531581156,23.49,3.15019355096,0.0
920,920,-0.975,0.0,9266.61216456,23.4899224247,23.4893509427,23.489847606,23.4891956379,23.4892384369,23.5051766384,23.7506572429,23.49,3.14292039134,0.0
921,921,-1.01666666667,0.0,9266.61216456,23.4899241547,23.491191,23.4897443478,23.4900487552,23.4908181048,23.5032544533,23.7481524682,23.49,3.13591315847,0.0
922,922,-1.05833333333,0.0,9266.61216456,23.4899258504,23.4904882602,23.4894986645,23.490824653,23.4919062748,23.5015878768,23.7456444963,23.49,3.12912569201,0.0
923,923,-1.1,0.0,9266.61216456,23.4899275012,23.4906090122,23.4911828186,23.4901798013,23.4906884612,23.5001505712,23.7431350737,23.49,3.12252537583,0.0
924,924,-1.19166666667,0.0,10475.6729303,23.5282262404,23.5282978431,23.529275098,23.5270167346,23.5276224797,23.4998685134,23.744286572,23.53,2.81623045986,0.0
925,925,-1.28333333333,0.0,10475.6729303,23.5298517664,23.5297275904,23.5311972778,23.5296390021,23.5296110153,23.5051908517,23.7472598663,23.53,3.20684038885,0.0
926,926,-1.375,0.0,10475.6729303,23.5299267761,23.5301468511,23.5307948667,23.5289886863,23.5284452903,23.5122342757,23.7497433085,23.53,3.00572853746,0.0
927,927,-1.46666666667,0.0,10475.6729303,23.5299338624,23.5286373346,23.5296585894,23.5308993748,23.5288084674,23.5181831893,23.7508798025,23.53,3.04666017244,0.0
928,928,-1.55833333333,0.0,10475.6729303,23.5299347228,23.5314640764,23.5298138463,23.5289470811,23.5305940092,23.5226433404,23.7508284919,23.53,3.0431875835,0.0
929,929,-1.65,0.0,10475.6729303,23.5299359664,23.53020662,23.5282866297,23.5301290041,23.5306695183,23.5262954344,23.7500320395,23.53,3.03961516002,0.0
930,930,-1.74166666667,0.0,10475.6729303,23.5299374431,23.5317792464,23.5310795616,23.5314744286,23.5286980619,23.5296737316,23.7488391789,23.53,3.03646298565,0.0
931,931,-1.83333333333,0.0,10475.6729303,23.5299386497,23.5291763104,23.5293024892,23.5304498039,23.5303703351,23.5330612274,23.7474364715,23.53,3.03255620367,0.0
932,932,-1.925,0.0,10475.6729303,23.5299398191,23.5299066149,23.5302257407,23.5301593157,23.5316420349,23.5364712274,23.7459033665,23.53,3.02859601178,0.0
933,933,-2.01666666667,0.0,10475.6729303,23.5299409592,23.5305070368,23.530355049,23.5289871022,23.5305218894,23.5399493792,23.7442727425,23.53,3.02458251845,0.0
934,934,-2.10833333333,0.0,10475.6729303,23.5299420734,23.5301334595,23.5309824027,23.5292729468,23.5301036476,23.5434638376,23.7425639343,23.53,3.02052975531,0.0
935,935,-2.2,0.0,10475.6729303,23.5299431614,23.5291466369,23.5294907947,23.5287044924,23.5290978337,23.5470210584,23.7407931515,23.53,3.01644949428,0.0
936,936,-2.2,0.0,11903.4930905,23.7167344454,23.8351650081,23.8329974676,23.8361566199,23.8302038035,23.550328348,23.8399616599,23.84,6.00132963257,37439.2665752
937,937,-2.2,0.0,11903.4930905,23.8390979052,23.8405808031,23.8395308556,23.8393370755,23.8390508469,23.5835308817,23.8410118709,23.84,2.79000573059,3290.48005148
938,938,-2.2,0.0,11903.4930905,23.8405317675,23.8397365092,23.8419051693,23.8409006271,23.8414507268,23.6212465547,23.8405893533,23.84,2.79000573059,811.569668907
939,939,-2.2,0.0,11903.4930905,23.8404441647,23.8412222861,23.8391143544,23.8402895593,23.8400779011,23.6465618803,23.8407979201,23.84,2.79000573059,3953.23865636
940,940,-2.2,0.0,11903.4930905,23.8407491994,23.8400878934,23.838926462,23.8402716355,23.8410235059,23.6583156698,23.8407961511,23.84,2.79000573059,2896.37135971
941,941,-2.2,0.0,11903.4930905,23.8401649477,23.840738535,23.8402407895,23.8402037667,23.8404691869,23.66171172,23.8409935705,23.84,2.79000573059,2795.92483815
942,942,-2.2,0.0,11903.4930905,23.8395078937,23.8415948523,23.8409344193,23.8409658565,23.8413675794,23.6614494584,23.8410842773,23.84,2.79000573059,2795.92472964
943,943,-2.2,0.0,11903.4930905,23.8400615628,23.8412085954,23.8403393584,23.8410556107,23.8399126314,23.6598580714,23.8408657254,23.84,2.79000573059,2846.24789119
944,944,-2.2,0.0,11903.4930905,23.8404053628,23.8394437475,23.8421886911,23.8398046857,23.8398079966,23.6576349148,23.8403427419,23.84,2.79000573059,2795.92441494
945,945,-2.2,0.0,11903.4930905,23.8404643971,23.8403215304,23.8404236572,23.840725778,23.8399529572,23.6549040955,23.8407226785,23.84,2.79000573059,2795.92427512
946,946,-2.2,0.0,11903.4930905,23.840438952,23.8412779024,23.8399859386,23.8415201994,23.8393375238,23.6517307747,23.8407394413,23.84,2.79000573059,2795.92414256
947,947,-2.2,0.0,11903.4930905,23.8404261448,23.8405587316,23.8398173094,23.8406726271,23.8402701834,23.6482163757,23.8407604853,23.84,2.79000573059,2795.92401378
948,948,-2.25,0.0,17983.2954529,23.858701045,24.2433703383,24.2423021995,24.2428809401,24.2368244615,23.678050898,23.9792527848,24.25,9.21265353455,52272.9483627
949,949,-2.3,0.0,17983.2954529,23.8606724172,24.2502631384,24.2500797726,24.2503676638,24.2503078879,23.7315039215,24.2488944468,24.25,9.21265353455,52273.0682666
950,950,-2.35,0.0,17983.2954529,23.8637420966,24.2501398232,24.2494819547,24.2499634042,24.2502615814,23.7560282605,24.2503792265,24.25,9.21265353455,52273.0554706
951,951,-2.4,0.0,17983.2954529,23.8669189511,24.250488016,24.2497641381,24.2503198007,24.2499823679,23.7632348964,24.2503427788,24.25,9.21265353455,52273.0274205
952,952,-2.45,0.0,17983.2954529,23.8692387948,24.24942063,24.2501303825,24.2498509982,24.2496629619,23.766006143,24.2502912857,24.25,9.21265353455,52272.9976745
953,953,-2.5,0.0,17983.2954529,23.8711477508,24.2498681985,24.2492744638,24.2497562813,24.2502870328,23.7668555018,24.2504246932,24.25,9.21265353455,52272.9696372
954,954,-2.55,70.8333333333,17983.2954529,23.8729291805,24.2503619618,24.2496358069,24.2495577055,24.24926977,23.7664944401,24.2502335936,24.25,9.21265353455,52272.9420676
955,955,-2.6,91.6666666667,17983.2954529,23.8745864577,24.2498178588,24.2501576123,24.2506057543,24.2502912604,23.7655281733,24.2503667587,24.25,9.21265353455,52272.9144459
956,956,-2.65,112.5,17983.2954529,23.8763990586,24.2500902468,24.2497629338,24.2506666655,24.2505260745,23.7642662128,24.2502020385,24.25,9.21265353455,52272.8867673
957,957,-2.7,133.333333333,17983.2954529,23.8784360665,24.2500407095,24.25013185,24.2501830777,24.2498612443,23.7628740222,24.2503756567,24.25,9.21265353455,52272.8590143
958,958,-2.75,154.166666667,17983.2954529,23.8806470388,24.2500244396,24.25092326,24.2500485579,24.2505914588,23.7614920436,24.2504821779,24.25,9.21265353455,52272.8311355
959,959,-2.8,175.0,17983.2954529,23.8831287342,24.2497290294,24.2500325704,24.2507844267,24.2504654097,23.7601939303,24.250423465,24.25,9.21265353455,52272.8030895
960,960,-2.75,195.833333333,53549.0063827,23.8996580552,23.9070430475,23.9079826951,23.9050392652,23.9147947194,23.7419952958,23.9070756418,23.9,4.11619778685,0.0
961,961,-2.7,216.666666667,53549.0063827,23.8998905196,23.8997501056,23.9015387148,23.899447766,23.9009401041,23.7070830573,23.9005765713,23.9,4.38902570768,0.0
962,962,-2.65,237.5,53549.0063827,23.8998678376,23.9001256005,23.8990091828,23.8995960482,23.9012978325,23.6742852591,23.8997399429,23.9,4.35268108,0.0
963,963,-2.6,258.333333333,53549.0063827,23.8998372175,23.9004875527,23.9002997667,23.9003897159,23.9003862047,23.6523128549,23.9000144992,23.9,4.41105536633,0.0
964,964,-2.55,279.166666667,53549.0063827,23.8998119764,23.9010033119,23.9013525018,23.9003443611,23.9001271843,23.6393606242,23.9000766345,23.9,4.44273313378,0.0
965,965,-2.5,300.0,53549.0063827,23.899794936,23.8997469676,23.8997222438,23.9010866431,23.8992982995,23.631030889,23.8996609002,23.9,4.47244806834,0.0
966,966,-2.45,321.166666667,53549.0063827,23.8997834759,23.900629973,23.9004283195,23.9006763736,23.9012255338,23.6243559644,23.899646417,23.9,4.50116203322,0.0
967,967,-2.4,342.333333333,53549.0063827,23.8997750032,23.8993095971,23.901799831,23.9005528079,23.8997212822,23.6182791518,23.8996422844,23.9,4.52679239284,0.0
968,968,-2.35,363.5,53549.0063827,23.8997678516,23.8995074709,23.8990239659,23.9000462431,23.9012963605,23.6125510262,23.9000520961,23.9,4.55137542435,0.0
969,969,-2.3,384.666666667,53549.0063827,23.8997612865,23.9001413787,23.9002859503,23.9014776335,23.9000234151,23.6071732715,23.8996436907,23.9,4.57452951136,0.0
970,970,-2.25,405.833333333,53549.0063827,23.8997551546,23.9008006922,23.8992198235,23.9000723241,23.8998440548,23.6021379052,23.8996288293,23.9,4.59541743693,0.0
971,971,-2.2,427.0,53549.0063827,23.8997494031,23.9006416788,23.8998121922,23.8994763164,23.9005969622,23.5973644726,23.8996256402,23.9,4.6162616983,0.0
972,972,-2.2,448.166666667,53549.0063827,24.2158822151,24.2143997676,24.213846335,24.2158114462,24.2104154544,23.6094923108,24.2185226249,24.22,4.60797551695,5252.35704955
973,973,-2.2,469.333333333,53549.0063827,24.2196310896,24.2197302094,24.219834718,24.2209101954,24.2202914254,23.6628752508,24.2192753771,24.22,4.93404979866,0.0
974,974,-2.2,490.5,53549.0063827,24.2197366069,24.2193053537,24.2205553786,24.2201886669,24.2205629706,23.7008110058,24.2202031949,24.22,3.56773592267,0.0
975,975,-2.2,511.666666667,53549.0063827,24.2197609834,24.2197935127,24.2207532893,24.2199190205,24.2187426174,23.7222121126,24.2202915802,24.22,3.98023850105,0.0
976,976,-2.2,532.833333333,53549.0063827,24.219739757,24.2197936206,24.220101832,24.2211359246,24.2201002408,23.7337759807,24.219848567,24.22,3.98733923239,0.0
977,977,-2.2,554.0,53549.0063827,24.2197263075,24.2197754162,24.2211781756,24.2200377888,24.2202852599,23.7415209128,24.2201339943,24.22,4.00761959371,0.0
978,978,-2.2,573.0,53549.0063827,24.2197150739,24.2197590426,24.220465275,24.2211239097,24.2208107741,23.7482161161,24.2200518036,24.22,4.02469899548,0.0
979,979,-2.2,592.0,53549.0063827,24.2197062126,24.2197481754,24.2190546896,24.2210204288,24.2187132263,23.7545821472,24.2198962894,24.22,4.04142286388,0.0
980,980,-2.2,611.0,53549.0063827,24.2196992233,24.2197385752,24.2211416468,24.2210574227,24.2206193847,23.7607065758,24.2198919786,24.22,4.05735447916,0.0
981,981,-2.2,630.0,53549.0063827,24.2196926358,24.2197296111,24.2207001959,24.221600538,24.2210939382,23.766629011,24.2196831942,24.22,4.07126174312,0.0
982,982,-2.2,649.0,53549.0063827,24.2196864249,24.2197264783,24.2196866546,24.2206193406,24.2203682132,23.7723758394,24.2200781454,24.22,4.08607615522,0.0
983,983,-2.2,668.0,53549.0063827,24.219680366,24.2197245706,24.2202635632,24.2198210421,24.2193960304,23.7779586471,24.2196767957,24.22,4.09977766072,0.0
984,984,-2.15833333333,687.0,53549.0063827,24.0183843086,24.027334282,24.0151689975,24.0099659803,24.0239790618,23.8030415667,24.0080872903,24.0,5.83753801928,0.0
985,985,-2.11666666667,706.0,53549.0063827,24.0007146744,24.0025438351,24.0011021283,24.001621399,24.0040389128,23.7807833781,24.0003982738,24.0,3.90230133262,0.0
986,986,-2.075,725.0,53549.0063827,23.9997536429,24.0001326594,24.0010290766,24.0001537909,24.0002789859,23.7464355203,23.9996808233,24.0,4.86358620626,0.0
987,987,-2.03333333333,744.0,53549.0063827,23.9996531888,23.9997760943,24.0012973994,24.0008366088,24.0014407853,23.7228724809,23.9995403258,24.0,4.65833177791,0.0
988,988,-1.99166666667,763.0,53549.0063827,23.9996530609,23.9997492773,24.0001529408,24.0004101934,24.0006080309,23.7137969046,23.9995747189,24.0,4.66304631652,0.0
989,989,-1.95,782.0,53549.0063827,23.9996509214,23.999746702,24.0012178079,24.0004650348,24.001492456,23.7135403176,23.9999939691,24.0,4.66979354274,0.0
990,990,-1.90833333333,790.916666667,53549.0063827,23.9996478318,23.9997473793,24.0001568593,24.0013247527,24.0012671116,23.7165467241,23.9995821788,24.0,4.67675625239,0.0
991,991,-1.86666666667,799.833333333,53549.0063827,23.9996449952,23.9997492375,24.0003644821,24.0013126113,24.001523837,23.7201569325,23.9995679264,24.0,4.68504435271,0.0
992,992,-1.825,808.75,53549.0063827,23.9996424838,23.9997512346,23.9996625737,23.9997408038,23.999956222,23.723788312,23.9995657779,24.0,4.69246112748,0.0
993,993,-1.78333333333,817.666666667,53549.0063827,23.9996400177,23.9997527662,24.0001247541,23.9997770672,23.9997994783,23.7274841321,23.9995622102,24.0,4.70051239301,0.0
994,994,-1.74166666667,826.583333333,53549.0063827,23.9996376915,23.9997539191,24.0012478398,23.9996353771,23.9997808793,23.7313775771,23.9995591294,24.0,4.70877020969,0.0
995,995,-1.7,835.5,53549.0063827,23.9996353903,23.999754379,24.0012115319,24.0011983968,23.9997762236,23.7354577639,23.9995558924,24.0,4.71587033122,0.0
996,996,-1.7,844.416666667,53549.0063827,24.2000241658,24.181563768,24.1969639434,24.20174022,24.1883949113,23.7277200073,24.2059491882,24.21,3.07102139258,0.0
997,997,-1.7,853.333333333,53549.0063827,24.2089521608,24.2054955341,24.2098240791,24.2106050406,24.2077399104,23.7657552937,24.2095361078,24.21,5.03378652251,0.0
998,998,-1.7,862.25,53549.0063827,24.2095744053,24.2090374492,24.2105987198,24.209911349,24.2100323789,23.8058472338,24.2101177926,24.21,4.0249984624,0.0
999,999,-1.7,871.166666667,53549.0063827,24.2096351963,24.2096691348,24.2106800407,24.2098881448,24.2095274035,23.8329317713,24.209657369,24.21,4.27514474499,0.0
1000,1000,-1.7,880.083333333,53549.0063827,24.209623564,24.2097437594,24.2117623722,24.2100680898,24.2115077177,23.8471871327,24.2096106296,24.21,4.28205177197,0.0
1001,1001,-1.7,889.0,53549.0063827,24.2096184309,24.2097560633,24.2092759195,24.2097449301,24.209938884,23.8544918345,24.2096062463,24.21,4.29398682026,0.0
1002,1002,-1.7,890.083333333,53549.0063827,24.2096139361,24.2097590758,24.2111880079,24.2108828712,24.210293943,23.8592168209,24.2096017932,24.21,4.30505924715,0.0
1003,1003,-1.7,891.166666667,53549.0063827,24.2096103127,24.2097616541,24.2107055919,24.2111498485,24.2102268303,23.8632876546,24.2100121356,24.21,4.3161877623,0.0
1004,1004,-1.7,892.25,53549.0063827,24.2096072495,24.2097637106,24.2122337551,24.2106735169,24.2101940421,23.8670972065,24.2096036478,24.21,4.32603405233,0.0
1005,1005,-1.7,893.333333333,53549.0063827,24.2096044871,24.2097650488,24.2096532344,24.2099623415,24.210442124,23.8706414665,24.2095899066,24.21,4.3363758457,0.0
1006,1006,-1.7,894.416666667,53549.0063827,24.2096018907,24.209765599,24.2091359668,24.2106055158,24.2107169502,23.8738386342,24.2095872815,24.21,4.34707503412,0.0
1007,1007,-1.7,895.5,53549.0063827,24.2095995331,24.2097655071,24.2094249707,24.2100756305,24.2107122287,23.8767934507,24.2095832239,24.21,4.35653405665,0.0
1008,1008,-1.65,896.583333333,44280.2539388,24.4883915121,24.459549475,24.4774061303,24.4880172925,24.4729596776,23.8651831801,24.4958145785,24.5,2.79000573059,9475.60197169
1009,1009,-1.6,897.666666667,44280.2539388,24.498924834,24.4933953912,24.4978408615,24.4999090366,24.4969359382,23.9105502278,24.499554553,24.5,4.2834956023,0.0
1010,1010,-1.55,898.75,44280.2539388,24.4996276747,24.4987201326,24.5011567261,24.5004434122,24.5014202368,23.9560033231,24.5007795999,24.5,3.01124984317,0.0
1011,1011,-1.5,899.833333333,44280.2539388,24.4996917211,24.4997185808,24.5002536369,24.4996495315,24.4998140983,23.9877619731,24.5004390266,24.5,3.32223817791,0.0
1012,1012,-1.45,900.916666667,44280.2539388,24.4996793748,24.4998376427,24.5011381841,24.5017302049,24.5007614515,24.0062332701,24.5004478247,24.5,3.33196113702,0.0
1013,1013,-1.4,902.0,44280.2539388,24.4996746257,24.4998468927,24.4987299122,24.5011584419,24.5018449529,24.0172085716,24.5001050065,24.5,3.34464305695,0.0
1014,1014,-1.35,898.666666667,44280.2539388,24.4996708671,24.4998417002,24.5010567801,24.5013637176,24.4994694879,24.0250460741,24.5001599255,24.5,3.35601081055,0.0
1015,1015,-1.3,895.333333333,44280.2539388,24.499668457,24.4998402581,24.5006410292,24.5000876557,24.498915432,24.0318130904,24.5000422746,24.5,3.36830125538,0.0
1016,1016,-1.25,892.0,44280.2539388,24.4996669731,24.499842039,24.4991822287,24.5004934897,24.5002101998,24.0381231257,24.50027661,24.5,3.37920452124,0.0
1017,1017,-1.2,888.666666667,44280.2539388,24.4996659969,24.4998447646,24.4988202401,24.5015914718,24.4996056231,24.0441010907,24.5001695034,24.5,3.38960252078,0.0
1018,1018,-1.15,885.333333333,44280.2539388,24.4996651452,24.4998470936,24.500009183,24.5000212755,24.5007339139,24.0498490742,24.5002758079,24.5,3.40103390923,0.0
1019,1019,-1.1,882.0,44280.2539388,24.4996644573,24.4998485296,24.5022074338,24.4994714443,24.5007678482,24.0553849429,24.5004290816,24.5,3.41129107041,0.0
1020,1020,-1.1,878.666666667,53549.0063827,24.4621540805,24.4666724713,24.4624682517,24.4611901876,24.4642865001,24.070946159,24.4605295467,24.46,4.19446936357,0.0
1021,1021,-1.1,875.333333333,53549.0063827,24.4597518524,24.4608923443,24.4617579208,24.46046792,24.460260267,24.0786446568,24.4599860197,24.46,3.84142599866,0.0
1022,1022,-1.1,872.0,53549.0063827,24.4596100967,24.4599793986,24.4613981172,24.4595502829,24.4598472083,24.0831577989,24.4596497735,24.46,4.02962235718,0.0
1023,1023,-1.1,868.666666667,53549.0063827,24.4595888388,24.4597957495,24.4615639473,24.459948313,24.4597691899,24.0879092443,24.4600974637,24.46,4.00150426989,0.0
1024,1024,-1.1,865.333333333,53549.0063827,24.4595847402,24.4597715065,24.4604477489,24.4604999627,24.4597541638,24.094208795,24.4596464523,24.46,4.01411439805,0.0
