,tout,q,qt,c,PLRs,PLR,hourindex
0,17.18333333,110988.2029289962,-249312.78684823785,71011.20773,0.11770092065901175,-0.2643915638752558,0
1,17.16666667,139810.38344861477,-263580.1988143083,73120.23416,0.1482663059254945,-0.2795218883557973,0
2,17.15,73968.07577355899,-144231.24506086277,49707.49562,0.07844176577481031,-0.1529545472712937,0
3,17.13333333,104454.90513216976,-220478.4535132056,65961.45864,0.11077248011008323,-0.23381329077452542,0
4,17.11666667,102268.46302036055,-205845.88808347494,64020.745,0.10845379900041417,-0.218295727851335,0
5,17.1,81610.16011265921,-152100.33639943122,52271.98414,0.08654605378676548,-0.16129957197533268,0
6,17.08333333,126228.33551323715,-229013.24910994395,67585.92057,0.13386279722600256,-0.2428642824372631,0
7,17.06666667,92769.90408340724,-175899.1963682007,57266.29755,0.09838075427755734,-0.186537819419983,0
8,17.05,108233.34489599493,-193206.94897304117,62012.63993,0.11477944505879359,-0.20489236848346656,0
9,17.03333333,68547.10377687644,-120456.23100188999,41423.40265,0.0726929260059166,-0.1277415879695537,0
10,17.01666667,66950.85199086962,-115140.68159993709,39583.40643,0.07100013073706457,-0.12210454689755285,0
11,17.0,72880.74029216322,-128305.23572872538,44093.77195,0.07728866676204978,-0.1360653111962148,0
12,16.975,83102.92057739623,-165187.37860722537,52695.50745,0.08812909843823465,-0.17517813632641194,1
13,16.95,68027.17702800386,-118482.44504890453,40680.37936,0.07214155337889337,-0.12564842475292934,1
14,16.925,91747.58250878495,-176025.14235240742,56374.9073,0.09729660130123073,-0.18667138278891074,1
15,16.9,99990.00157885959,-186365.13332571497,58031.14614,0.10603753310662108,-0.19763675050409713,1
16,16.875,66995.35558428302,-115261.4564302808,39518.63209,0.07104732596844195,-0.1222326263541865,1
17,16.85,72674.71967402905,-127793.60905788063,43793.5155,0.07707018573623622,-0.135522740647247,1
18,16.825,107276.12572794015,-189813.2147335859,60209.52778,0.11376433197128304,-0.20129337657338545,1
19,16.8,68398.99397951181,-114523.2480207769,39210.22962,0.07253585832621386,-0.12144977009429715,1
20,16.775,64208.887497505384,-107004.37568983533,36619.37575,0.06809232849532762,-0.11347614612062537,1
21,16.75,123132.52659178531,-235432.24383083897,68325.96301,0.13057974956306875,-0.24967150670449464,1
22,16.725,59912.18291475889,-91845.34763139555,31403.292,0.06353575336533303,-0.09740027939165778,1
23,16.7,58965.55664209897,-92135.70854190325,31487.85008,0.0625318738459632,-0.09770820172563781,1
24,16.675,69527.94278119467,-131252.17335988485,44831.09452,0.07373308748956889,-0.13919048363038833,2
25,16.65,61358.61499270182,-94997.24840683426,32435.344489999996,0.06506966762605428,-0.10074281142033042,2
26,16.625,59223.16985116115,-92541.26349926667,31582.29761,0.06280506785289688,-0.09813828519937455,2
27,16.6,75490.5006299704,-138997.8111271089,46693.474369999996,0.08005626896077885,-0.14740458812288754,2
