,t1,w0,w1,i,s,tout,hsp,csp,m0,rh0
87,24.77445694,29.585619587212697,23.143936960681938,31513.689489999997,211.833333333,16.3,21,24,0.96919452,0.0
88,22.53249422,29.837205482892553,23.165395840907202,31513.689489999997,217.416666667,16.35,21,24,2.794494606,0.0
89,24.48706735,29.697891235564715,23.171536144568808,31513.689489999997,223.0,16.4,21,24,1.052137712,0.0
90,24.95753154,29.845599949657355,23.190999230341557,31513.689489999997,229.58333330000002,16.45,21,24,1.02119881,0.0
91,23.06207962,30.051349080327206,23.22848756462124,31513.689489999997,236.16666669999998,16.5,21,24,2.377245527,0.0
92,23.40441259,29.908142779230545,23.25911706932978,31513.689489999997,242.75,16.55,21,24,1.968252897,0.0
93,22.50249808,29.879597533005587,23.29132374566993,31513.689489999997,249.33333330000002,16.6,21,24,2.652289208,0.0
94,24.26078629,29.812869722182807,23.324695559910072,31513.689489999997,255.91666669999998,16.65,21,24,1.263769805,0.0
95,24.53933331,29.96279332440088,23.359957098025955,31513.689489999997,262.5,16.7,21,24,1.307579743,0.0
96,25.32524361,29.96584538954459,23.378612486634832,27231.1722,269.0833333,16.74166667,21,24,0.8367423970000001,0.0
97,25.50725402,29.997620944128602,23.431605250586152,27231.1722,275.6666667,16.78333333,21,24,0.74642624,0.0
98,24.59359946,30.063421927167095,23.48897319293778,27231.1722,282.25,16.825,21,24,1.2431306340000001,0.0
99,22.59531453,29.993148473619907,23.536726145173418,27231.1722,288.8333333,16.86666667,21,24,2.561767007,0.0
100,22.34169082,29.712676617722295,23.608961375895188,27231.1722,295.4166667,16.90833333,21,24,2.530626186,0.0
101,24.23415154,29.540828342964346,23.666309482042593,27231.1722,302.0,16.95,21,24,1.039816624,0.0
102,24.74714761,29.695340863832588,23.663053993043533,27231.1722,306.9166667,16.99166667,21,24,1.001593387,0.0
103,22.38068117,29.82122790387311,23.689242956338976,27231.1722,311.8333333,17.03333333,21,24,2.699629368,0.0
104,22.14169915,29.567093788994363,23.77933460260765,27231.1722,316.75,17.075,21,24,2.651769339,0.0
105,22.88071494,29.398663694102677,23.838939742390593,27231.1722,321.6666667,17.11666667,21,24,1.911293062,0.0
106,24.73587885,29.42937436886019,23.890955895272132,27231.1722,326.5833333,17.15833333,21,24,0.7857065609999999,0.0
107,24.920103899999997,29.66719924242485,23.94675606200861,27231.1722,331.5,17.2,21,24,0.962206909,0.0
108,24.69432174,30.04482768034298,23.928254531880896,34526.96205,336.4166667,17.25,21,24,1.144537813,0.0
109,23.77796619,30.237853096031195,23.86272252750044,34526.96205,341.3333333,17.3,21,24,1.758126307,0.0
110,24.157619549999996,30.246462437183116,23.77449118721542,34526.96205,346.25,17.35,21,24,1.4520991280000002,0.0
111,24.81333162,30.328267891666282,23.764732493755933,34526.96205,351.1666667,17.4,21,24,1.153061504,0.0
112,24.388718229999995,30.497335151026117,23.833449861323455,34526.96205,356.0833333,17.45,21,24,1.4340516030000001,0.0
113,24.95734454,30.565985057908268,23.86818544023991,34526.96205,361.0,17.5,21,24,1.112857241,0.0
114,23.26996586,30.67776330290298,23.92592239734753,34526.96205,367.0833333,17.55,21,24,2.229439004,0.0
115,25.06482796,30.58695968219424,23.853369810557446,34526.96205,373.1666667,17.6,21,24,0.9271869509999999,0.0
116,22.73384098,30.756647086051633,23.792129496669105,34526.96205,379.25,17.65,21,24,2.721893769,0.0
117,22.6723268,30.606825925100264,23.89500419229861,34526.96205,385.3333333,17.7,21,24,2.426943184,0.0
118,24.98155904,30.483880764041263,23.974282539987403,34526.96205,391.4166667,17.75,21,24,0.885549478,0.0
119,25.47447709,30.78427911255726,24.024900398717556,34526.96205,397.5,17.8,21,24,0.8766543170000001,0.0
120,25.06635946,30.996732620754507,24.068589848942526,34526.96205,403.5833333,17.84166667,21,24,1.133835687,0.0
121,25.72079789,31.030591068387594,24.112470837988166,34526.96205,409.6666667,17.88333333,21,24,0.7947500359999999,0.0
122,25.36302377,31.150297866202006,24.015105935339506,34526.96205,415.75,17.925,21,24,1.049161051,0.0
123,23.24292033,31.204709875541152,23.90402048101734,34526.96205,421.83333330000005,17.96666667,21,24,2.34004524,0.0
124,25.37553803,30.985375081351936,23.91121560689056,34526.96205,427.91666669999995,18.00833333,21,24,0.748170969,0.0
125,23.36833821,31.16948028561578,23.987732050482453,34526.96205,434.0,18.05,21,24,2.251266911,0.0
126,22.60852593,31.05365136920094,24.078436153951902,34526.96205,434.08333330000005,18.09166667,21,24,3.1711257980000003,0.0
127,23.19203957,30.814082270425114,24.116705677620832,34526.96205,434.16666669999995,18.13333333,21,24,2.45618687,0.0
128,23.00302901,30.821979084465795,24.167739809992383,34526.96205,434.25,18.175,21,24,2.6519040659999997,0.0
129,24.684322969999997,30.808689313419094,24.143333705468688,34526.96205,434.33333330000005,18.21666667,21,24,1.480648797,0.0
130,22.56244488,30.96807099080518,24.151635885893143,34526.96205,434.41666669999995,18.25833333,21,24,2.9491328080000003,0.0
131,23.31728626,30.7890791313293,24.2144659420092,34526.96205,434.5,18.3,21,24,2.0391740780000003,0.0
132,23.10390308,30.753342837609562,24.220967472928407,34526.96205,434.58333330000005,18.3,21,24,2.183967765,0.0
133,24.92746942,30.770120897551195,24.236095812379457,34526.96205,434.66666669999995,18.3,21,24,1.013330518,0.0
134,25.48212758,30.967648727553957,24.251065158918802,34526.96205,434.75,18.3,21,24,0.904626191,0.0
135,22.86023094,31.160360509742258,24.247988662646904,34526.96205,434.83333330000005,18.3,21,24,2.6809773569999997,0.0
136,25.28654686,30.903338700163445,24.275328734402134,34526.96205,434.91666669999995,18.3,21,24,0.7774972609999999,0.0
137,23.31471068,31.10491460571075,24.223760538738645,34526.96205,435.0,18.3,21,24,2.3381915490000003,0.0
138,22.85266966,31.010932767523318,24.209669375630966,34526.96205,437.49999996700006,18.3,21,24,2.440817634,0.0
139,25.20026233,30.8355003709643,24.29693034391528,34526.96205,440.00000003299994,18.3,21,24,0.8514192290000001,0.0
140,25.30206072,31.108336004464604,24.22217031594938,34526.96205,442.5,18.3,21,24,1.02781475,0.0
141,23.91749756,31.257621767262126,24.17306321035005,34526.96205,444.99999996700006,18.3,21,24,1.9211859580000001,0.0
142,25.18276749,31.13727426037725,24.265975023205517,34526.96205,447.50000003299994,18.3,21,24,1.043339794,0.0
143,25.53575394,31.237447884863155,24.289858437959456,34526.96205,450.0,18.3,21,24,0.975074772,0.0
144,25.34690667,31.24323449407356,24.312870646425978,30778.15676,452.49999996700006,18.35,21,24,1.1135326909999999,0.0
145,24.91657205,31.190540389455858,24.244935191163805,30778.15676,455.00000003299994,18.4,21,24,1.278669413,0.0
146,23.7368138,31.134524286230377,24.15712590704728,30778.15676,457.5,18.45,21,24,1.959128974,0.0
147,23.32961599,30.96821321747939,24.2455204234756,30778.15676,459.99999996700006,18.5,21,24,2.11119998,0.0
148,23.42152231,30.812117700666995,24.290104985876148,30778.15676,462.49996669999996,18.55,21,24,1.9494927219999998,0.0
149,23.74794229,30.750045081302147,24.320454902729214,30778.15676,465.0,18.6,21,24,1.7093518230000002,0.0
150,22.87970978,30.741161737296878,24.390055090043063,30778.15676,460.91666669999995,18.65,21,24,2.340510695,0.0
151,24.47812723,30.622329216129526,24.314918570113655,30778.15676,456.83333330000005,18.7,21,24,1.1774305390000002,0.0
152,22.80246886,30.723016850591378,24.184532426003866,30778.15676,452.75,18.75,21,24,2.478394233,0.0
153,23.94098716,30.589155162100948,24.214581405386078,30778.15676,448.66666669999995,18.8,21,24,1.526076651,0.0
154,24.20959307,30.58436389195827,24.27657630477181,30778.15676,444.58333330000005,18.85,21,24,1.4174923659999998,0.0
155,25.16834869,30.668728933882953,24.315105305837776,30778.15676,440.5,18.9,21,24,0.951186091,0.0
156,25.20337842,30.664821939934562,24.395873383113248,27029.351469999998,436.41666669999995,18.80833333,21,24,0.988730318,0.0
157,22.98497758,30.65153420122642,24.396796342557266,27029.351469999998,432.33333330000005,18.71666667,21,24,2.341022606,0.0
158,23.62570643,30.365751074033394,24.37631262232146,27029.351469999998,428.25,18.625,21,24,1.6183304859999998,0.0
159,24.33255664,30.26982268466266,24.413023708003692,27029.351469999998,424.16666669999995,18.53333333,21,24,1.2304845420000001,0.0
160,22.39253414,30.332681618597263,24.441265372088875,27029.351469999998,420.08333330000005,18.44166667,21,24,2.659038086,0.0
161,23.84721098,30.10107975960879,24.45285815375359,27029.351469999998,416.0,18.35,21,24,1.3396665490000002,0.0
162,22.80089274,30.119748070738325,24.391549218339676,27029.351469999998,414.1666333,18.25833333,21,24,2.247227692,0.0
163,24.90516867,30.04601277081352,24.235894499371962,27029.351469999998,412.333333367,18.16666667,21,24,0.769684555,0.0
164,25.49873957,30.212386927611984,24.232434370710646,27029.351469999998,410.5,18.075,21,24,0.688384317,0.0
165,24.20512836,30.39913294709583,24.287970851000647,27029.351469999998,408.666666633,17.98333333,21,24,1.506284266,0.0
166,25.24651677,30.28150957875643,24.205609505908665,27029.351469999998,406.833333367,17.89166667,21,24,0.8211237379999999,0.0
167,25.74103633,30.33861918322884,24.217081436602324,27029.351469999998,405.0,17.8,21,24,0.668003463,0.0
168,23.24994452,30.6133313045327,24.29492556746324,31045.01276,403.166666633,17.8,21,24,2.237465507,0.0
169,22.954068,30.465768665319672,24.324226818272894,31045.01276,401.333333367,17.8,21,24,2.3015187669999997,0.0
170,23.895205249999997,30.32348467893734,24.285059894458083,31045.01276,399.5,17.8,21,24,1.5251706040000002,0.0
171,23.18973721,30.413449102422387,24.177369026326968,31045.01276,397.666666633,17.8,21,24,2.081583092,0.0
172,22.34512754,30.388739270788687,24.17787295852803,31045.01276,395.833333367,17.8,21,24,2.721981881,0.0
173,24.87449875,30.24496352096015,24.127921916626924,31045.01276,394.0,17.8,21,24,0.8357866540000001,0.0
174,24.84439744,30.500024898514095,23.976067412274592,31045.01276,375.5,17.8,21,24,1.193800305,0.0
175,23.50770118,30.640559517979426,24.01157490670924,31045.01276,357.0,17.8,21,24,2.00760027,0.0
176,24.44252986,30.507391171928603,24.126331148555273,31045.01276,338.5,17.8,21,24,1.2632591640000002,0.0
177,23.39024911,30.55087930453724,24.15960895693538,31045.01276,320.0,17.8,21,24,1.993201759,0.0
178,24.97883435,30.48698024853126,24.152353654132053,31045.01276,301.5,17.8,21,24,0.950628567,0.0
179,25.05218316,30.608218108780388,24.02910415699455,31045.01276,283.0,17.8,21,24,1.085049177,0.0
180,22.52842597,30.986088214010582,23.96238017455973,39076.33534,264.5,17.65833333,21,24,2.9710537130000003,0.0
181,24.080613839999998,30.88438413126263,23.915030897149215,39076.33534,246.0,17.51666667,21,24,1.534993913,0.0
182,25.11762384,31.016966868121937,23.78959274713428,39076.33534,227.5,17.375,21,24,1.177605033,0.0
183,24.35882107,31.295229851930003,23.73354981742955,39076.33534,209.0,17.23333333,21,24,1.734634205,0.0
184,23.23179968,31.340063714078145,23.698956763259414,39076.33534,190.5,17.09166667,21,24,2.513100891,0.0
185,23.57641467,31.233650711357633,23.66524979836077,39076.33534,172.0,16.95,21,24,2.1473134430000003,0.0
186,25.19069277,31.24487369808444,23.627333160477182,39076.33534,169.249999967,16.80833333,21,24,1.132059591,0.0
187,25.35655654,31.48116129674295,23.593209543065207,39076.33534,166.500000033,16.66666667,21,24,1.245001541,0.0
188,25.69481779,31.635441444913408,23.561411312141896,39076.33534,163.75,16.525,21,24,1.114714972,0.0
189,23.40351315,31.743206318878816,23.49821453389595,39076.33534,160.999999967,16.38333333,21,24,2.649226815,0.0
190,22.98802966,31.546796440412113,23.450595488940476,39076.33534,158.250000033,16.24166667,21,24,2.724464264,0.0
191,22.84333485,31.390140334872026,23.438032928257662,39076.33534,155.5,16.1,21,24,2.795834857,0.0
192,22.685287940000002,31.34020774082222,23.407717471921615,39076.33534,152.749999967,16.05833333,21,24,2.9013839389999996,0.0
193,23.72465751,31.279823791740895,23.39356120492999,39076.33534,150.000000033,16.01666667,21,24,2.061065873,0.0
194,24.970374849999995,31.350458592727534,23.392503048463883,39076.33534,147.25,15.975,21,24,1.369877431,0.0
195,25.1423123,31.5415051430557,23.38317932953805,39076.33534,144.499999967,15.93333333,21,24,1.398123416,0.0
196,23.37154917,31.65958139267628,23.368729556602904,39076.33534,141.7499667,15.89166667,21,24,2.68383683,0.0
197,25.18031687,31.495303760680557,23.32429466419298,39076.33534,139.0,15.85,21,24,1.217863052,0.0
198,23.62607663,31.63201485659538,23.295048860854475,39076.33534,137.5833,15.80833333,21,24,2.425544104,0.0
199,25.72090868,31.57979309376773,23.29285321301541,39076.33534,136.166666667,15.76666667,21,24,1.00740411,0.0
200,23.31550983,31.74787238105069,23.278192211173177,39076.33534,134.75,15.725,21,24,2.8459058539999997,0.0
201,25.4909255,31.577570340900515,23.264967138002813,39076.33534,133.333333333,15.68333333,21,24,1.04191342,0.0
202,23.96419541,31.72318189319873,23.250261812713692,39076.33534,131.916666667,15.64166667,21,24,2.305308257,0.0
203,22.94484037,31.689763600444802,23.233869408331184,39076.33534,130.5,15.6,21,24,3.033801061,0.0
204,25.49821967,31.488303404731205,23.341217435186007,39547.25039,129.083333333,15.64166667,21,24,1.057522517,0.0
205,25.53707285,31.758153232053495,23.432491667762317,39547.25039,127.666666667,15.68333333,21,24,1.387132385,0.0
206,25.68797489,31.93175317114715,23.41252827829076,39547.25039,126.25,15.725,21,24,1.285826007,0.0
207,23.13187234,31.99276551664311,23.41809497234021,39547.25039,124.833333333,15.76666667,21,24,3.1711257980000003,0.0
208,23.13520241,31.71375697373914,23.422611759256256,39547.25039,123.416666667,15.80833333,21,24,2.897859267,0.0
209,25.48883781,31.583601270043594,23.427554608033862,39547.25039,122.0,15.85,21,24,1.13538252,0.0
210,25.07489769,31.866286062201095,23.427445846083252,39547.25039,116.666666667,15.89166667,21,24,1.63852924,0.0
211,23.62559356,31.95640474124427,23.422792007139552,39547.25039,111.333333333,15.93333333,21,24,2.644472752,0.0
212,23.36484577,31.77763821519501,23.417140564773568,39547.25039,106.0,15.975,21,24,2.665086992,0.0
213,23.75515155,31.663529170861132,23.410722463430194,39547.25039,100.666666667,16.01666667,21,24,2.307234061,0.0
214,24.11331195,31.677099512622437,23.403191866136563,39547.25039,95.333333333,16.05833333,21,24,2.084820038,0.0
215,23.01270694,31.723352825681193,23.394984730017867,39547.25039,90.0,16.1,21,24,2.978606182,0.0
216,23.23556252,31.36513337431221,23.416071206391997,32852.44612,84.666666667,16.1,21,24,2.7971931839999997,0.0
217,23.83005358,31.16426203268039,23.433480494649363,32852.44612,79.333333333,16.1,21,24,2.337032895,0.0
218,22.87537146,31.166483437811294,23.423367080314307,32852.44612,74.0,16.1,21,24,3.1589183,0.0
219,22.97984828,31.003396631201518,23.417836549655224,32852.44612,68.666666667,16.1,21,24,2.919288289,0.0
220,24.45922355,30.892997912899233,23.410092920891675,32852.44612,63.3333,16.1,21,24,1.805905934,0.0
221,25.227973839999997,31.006808333085345,23.39968022598424,32852.44612,58.0,16.1,21,24,1.50770811,0.0
222,24.19051102,31.14695737751256,23.38801832072002,32852.44612,54.0,16.1,21,24,2.228291988,0.0
223,23.76048359,31.0815161012726,23.376999758750365,32852.44612,50.0,16.1,21,24,2.478964517,0.0
224,24.623414899999997,30.98034089292446,23.36499685214629,32852.44612,46.0,16.1,21,24,1.815313169,0.0
225,22.9611738,31.042244152146576,23.31626767703439,32852.44612,42.0,16.1,21,24,3.1711257980000003,0.0
226,23.0719863,30.8577106181206,23.28875294100504,32852.44612,38.0,16.1,21,24,2.833907214,0.0
227,25.03946219,30.7607127489267,23.296689927781063,32852.44612,34.0,16.1,21,24,1.4297755540000001,0.0
228,24.31483471,30.98296248492358,23.311089875583807,32986.99328,30.0,16.1,21,24,2.0627780980000003,0.0
229,24.95610127,31.012264384355266,23.33199149709766,32986.99328,26.0,16.1,21,24,1.5973995509999999,0.0
230,25.08654243,31.056503534255455,23.294035644196793,32986.99328,22.0,16.1,21,24,1.612702845,0.0
231,23.0492171,31.13256979617168,23.26734314558029,32986.99328,18.0,16.1,21,24,3.1485851069999997,0.0
232,24.17951366,30.90013323204312,23.275953774736365,32986.99328,14.0,16.1,21,24,2.041044902,0.0
233,24.37637057,30.90957558073816,23.256743391549595,32986.99328,0.0,16.1,21,24,2.00285896,0.0
234,24.09220956,30.995925054020567,23.23573510103023,32986.99328,0.0,16.1,21,24,2.185344568,0.0
235,24.46424864,30.973730348014534,23.22916164414992,32986.99328,0.0,16.1,21,24,1.901905606,0.0
236,24.38341973,31.00279633584038,23.223380941760503,32986.99328,0.0,16.1,21,24,1.994652505,0.0
237,23.77575774,31.01908855614939,23.216918536365927,32986.99328,0.0,16.1,21,24,2.423593694,0.0
238,22.97395208,30.949719760810357,23.210277034536297,32986.99328,0.0,16.1,21,24,3.010583413,0.0
239,24.69279532,30.810256003651457,23.202995218049974,32986.99328,0.0,16.1,21,24,1.617984747,0.0
240,24.58124214,30.791824321453298,23.184347145658208,29370.49683,0.0,16.1,21,24,1.7433503819999998,0.0
241,24.62637121,30.789519058473765,23.16969747736569,29370.49683,0.0,16.1,21,24,1.7506201330000002,0.0
242,22.96734826,30.754811781558715,23.168771314435528,29370.49683,0.0,16.1,21,24,3.0480495860000003,0.0
243,24.33294243,30.529978277423353,23.166398243206693,29370.49683,0.0,16.1,21,24,1.826660315,0.0
244,22.80280286,30.550702377247724,23.163292090561253,29370.49683,0.0,16.1,21,24,3.1250418910000004,0.0
245,24.37904891,30.402097967247418,23.16019258462007,29370.49683,0.0,16.1,21,24,1.732255581,0.0
246,23.96504247,30.44315855742979,23.157075010487436,29370.49683,0.0,16.1,21,24,2.161732405,0.0
247,22.709512129999997,30.479118144541328,23.14342657253706,29370.49683,0.0,16.1,21,24,3.1711257980000003,0.0
248,25.33475885,30.281935266245355,23.12647984338303,29370.49683,0.0,16.1,21,24,1.052881152,0.0
249,23.21558887,30.49757415968497,23.12556884084422,29370.49683,0.0,16.1,21,24,2.821318039,0.0
250,24.46568228,30.377458789236286,23.1311064250911,29370.49683,0.0,16.1,21,24,1.735462193,0.0
251,23.92617488,30.38592241018524,23.13220368278194,29370.49683,0.0,16.1,21,24,2.162863022,0.0
252,22.87486278,30.273986601992224,23.081001955075575,25619.453230000003,0.0,16.19166667,21,24,2.805951938,0.0
253,24.75008367,30.017148524276124,23.043645303029468,25619.453230000003,0.0,16.28333333,21,24,1.278755684,0.0
