,t1,w0,w1,w2,i,s,tout,hsp,m0,rh0,csp0,m1,rh1,csp1,m2,rh2,csp2,m3,rh3,csp3,m4,rh4,csp4,m5,rh5,csp5,m6,rh6,csp6,m7,rh7,csp7,m8,rh8,csp8,m9,rh9,csp9,m10,rh10,csp10,m11,rh11,csp11
24,22.195551227659422,23.594015179580214,23.408541128656985,27.034625494886196,153252.98362886003,0.0,16.675,21,2.261294135,0.0,22.76,2.207559924,0.0,25.13,0.239513762,0.0,22.08,1.028502405,4777.6627497816,22.11,3.794979407,0.0,25.17,1.420351088,0.0,24.09,0.152557902,0.0,22.76,0.13210839300000002,0.0,24.52,0.0961,0.0,23.86,0.0543,0.0,23.27,1.6716511669999998,1807.261197441,24.29,1.1297316659999999,0.0,23.53
25,22.21028680851337,23.585276624115263,23.395823211916166,27.00197117496637,153252.98362886003,0.0,16.65,21,2.261294135,0.0,22.87,2.207559924,0.0,22.6,0.209477606,0.0,23.81,1.028502405,4780.017955150201,24.0,3.794979407,0.0,25.74,1.420351088,0.0,23.97,0.152557902,0.0,23.87,0.13210839300000002,0.0,23.79,0.0961,0.0,23.25,0.0543,0.0,23.47,1.6716511669999998,1771.5241436256,22.04,0.7992714409999999,0.0,24.74
26,22.197507825547227,23.588471364929408,23.35620726167631,27.047539306563603,153252.98362886003,0.0,16.625,21,2.261294135,0.0,23.3,2.207559924,0.0,24.76,0.209477606,0.0,22.55,1.028502405,4815.578489273999,25.3,3.794979407,0.0,22.47,1.420351088,0.0,23.61,0.231888245,0.0,22.03,0.13210839300000002,0.0,23.54,0.0961,0.0,22.03,0.0543,0.0,23.33,1.6716511669999998,1798.9203398543998,23.27,1.217013769,0.0,23.47
27,22.227189882711517,23.60830954712641,23.32108264335165,27.15445014337584,153252.98362886003,0.0,16.6,21,2.261294135,0.0,23.2,2.207559924,0.0,22.29,0.209477606,0.0,24.94,1.028502405,4832.280572048999,22.02,4.176644585,0.0,22.15,2.533451634,0.0,22.98,0.152557902,0.0,25.86,0.13210839300000002,0.0,23.42,0.0961,0.0,22.82,0.0543,0.0,23.67,1.6716511669999998,1806.7536818729998,24.08,0.7865499970000001,0.0,25.24
28,22.204268581965067,23.581693897533,23.31213591543766,27.19185195290272,153252.98362886003,0.0,16.575,21,2.261294135,0.0,25.14,2.207559924,0.0,23.52,0.209477606,0.0,24.21,1.028502405,4846.9353822792,24.94,4.230422839,0.0,22.08,2.533451634,0.0,22.01,0.152557902,0.0,24.56,0.13210839300000002,0.0,23.41,0.0961,0.0,22.33,0.0543,0.0,25.0,1.6716511669999998,1775.8354092024,23.07,0.854678245,0.0,24.49
29,22.176385298905167,23.568899554464934,23.301925029833505,27.06631174368161,153252.98362886003,0.0,16.55,21,2.261294135,0.0,22.27,2.207559924,0.0,25.56,0.209477606,0.0,25.2,1.028502405,4842.8146395720005,22.31,3.794979407,0.0,22.43,1.420351088,0.0,24.4,0.152557902,0.0,23.01,0.13210839300000002,0.0,24.49,0.0961,0.0,23.71,0.0543,0.0,24.58,1.6716511669999998,1763.5068519263998,22.91,0.7865499970000001,0.0,25.66
30,22.05369424816961,23.56757268143868,23.29162864326718,26.83361752322299,153252.98362886003,0.0,16.525,21,2.261294135,0.0,24.12,2.207559924,0.0,22.97,0.209477606,0.0,25.51,1.028502405,4875.4978009416,25.58,3.794979407,0.0,22.7,1.420351088,0.0,24.8,0.209720451,0.0,22.07,0.13210839300000002,0.0,25.97,0.0961,0.0,23.74,0.0543,0.0,24.94,1.6716511669999998,1781.9447568720002,24.98,1.740036067,0.0,22.12
31,22.186125598953947,23.561085568723325,23.282403883017963,26.968161557634343,153252.98362886003,0.0,16.5,21,2.261294135,0.0,25.8,2.207559924,0.0,25.77,0.209477606,0.0,23.57,1.028502405,4873.6798772759985,25.17,3.794979407,0.0,22.29,2.533451634,0.0,22.38,0.178788965,0.0,22.1,0.13210839300000002,0.0,25.99,0.0961,0.0,23.07,0.0543,0.0,23.09,1.6716511669999998,1761.1503843023995,25.08,0.9578945059999999,0.0,23.62
32,22.164718946545182,23.584328556460008,23.274771365520643,27.13921143633306,153252.98362886003,0.0,16.475,21,2.261294135,0.0,22.9,2.207559924,0.0,24.2,0.209477606,0.0,24.51,1.028502405,4819.007264299199,22.63,4.332860565,0.0,22.11,2.533451634,0.0,22.35,0.152557902,0.0,23.45,0.13210839300000002,0.0,22.86,0.0961,0.0,22.77,0.0543,0.0,25.36,1.6716511669999998,1661.416551396,24.78,1.500412083,0.0,22.85
33,22.142840467064424,23.594091291533587,23.268215155504507,27.178835726967872,153252.98362886003,0.0,16.45,21,2.261294135,0.0,24.61,2.207559924,0.0,25.5,0.209477606,0.0,24.67,1.028502405,4902.251112561599,25.49,3.794979407,0.0,23.59,1.420351088,0.0,23.43,0.152557902,0.0,23.45,0.13210839300000002,0.0,24.09,0.0961,0.0,23.13,0.0543,0.0,24.27,1.6716511669999998,1761.4566330479995,25.34,0.896361401,0.0,24.09
34,22.167048876389675,23.597915202432493,23.261480354538378,27.211696665299694,153252.98362886003,0.0,16.425,21,2.261294135,0.0,23.99,2.207559924,0.0,25.55,0.209477606,0.0,25.63,1.028502405,4925.7746489868,23.26,3.794979407,0.0,22.52,1.420351088,0.0,24.45,0.152557902,0.0,24.99,0.13210839300000002,0.0,25.39,0.0961,0.0,23.16,0.0543,0.0,23.43,1.6716511669999998,1780.47899127,25.37,0.7865499970000001,0.0,25.3
35,22.199665244174824,23.598727244117235,23.25448350214994,27.043561049532297,153252.98362886003,0.0,16.4,21,2.261294135,0.0,23.83,2.207559924,0.0,24.75,0.209477606,0.0,25.65,1.028502405,4935.503064996001,22.87,3.794979407,0.0,22.65,1.420351088,0.0,23.61,0.152557902,0.0,25.09,0.13210839300000002,0.0,24.16,0.0961,0.0,22.56,0.271475717,0.0,22.3,1.6716511669999998,1770.9205765523998,22.81,0.7865499970000001,0.0,24.89
36,22.172117798149696,23.561638280515727,23.234702234377124,26.78972461746359,153252.98362886003,0.0,16.375,21,2.261294135,0.0,23.76,2.207559924,0.0,22.63,0.209477606,0.0,23.92,1.028502405,4950.48207213,22.66,3.794979407,0.0,24.5,2.533451634,0.0,22.48,0.152557902,0.0,23.03,0.13210839300000002,0.0,23.81,0.0961,0.0,23.05,0.0543,0.0,24.45,1.6716511669999998,1780.1006233919998,23.61,1.445284565,0.0,22.81
37,22.101999371245487,23.503417378922844,23.215967352379653,26.66656482691761,153252.98362886003,0.0,16.35,21,2.261294135,0.0,22.3,2.207559924,0.0,23.15,0.209477606,0.0,22.23,1.028502405,4963.767019659001,25.83,3.794979407,0.0,22.87,2.533451634,0.0,22.02,0.152557902,0.0,25.36,0.13210839300000002,0.0,25.81,0.0961,0.0,25.91,0.0543,0.0,24.07,1.6716511669999998,1741.8495021732,23.23,1.424437489,0.0,22.42
38,22.122214209332437,23.487548493550857,23.210758083400993,26.89971836165105,153252.98362886003,0.0,16.325,21,2.261294135,0.0,23.74,2.207559924,0.0,23.77,0.209477606,0.0,24.3,1.028502405,4977.8520837696,25.53,3.794979407,0.0,23.07,1.420351088,0.0,23.89,0.152557902,0.0,24.3,0.13210839300000002,0.0,22.44,0.0961,0.0,22.26,0.0543,0.0,25.74,1.6716511669999998,1769.1279972366,22.41,0.7865499970000001,0.0,25.75
39,22.19295914315892,23.43274485858163,23.203857916904926,26.82078185095766,153252.98362886003,0.0,16.3,21,2.261294135,0.0,24.65,2.207559924,0.0,25.76,0.209477606,0.0,25.39,1.028502405,4966.606944096001,25.79,3.794979407,0.0,23.79,1.420351088,0.0,25.69,0.152557902,0.0,25.94,0.13210839300000002,0.0,22.85,0.0961,0.0,22.12,0.0543,0.0,24.9,1.6716511669999998,1768.4409825263997,22.88,1.150920164,0.0,23.59
40,22.08139638403145,23.39367485037255,23.194239297187146,26.704599668892236,153252.98362886003,0.0,16.275,21,2.261294135,0.0,22.61,2.207559924,0.0,23.61,0.209477606,0.0,24.88,1.028502405,5011.647485182801,23.76,4.159865858,0.0,22.13,1.420351088,0.0,24.08,0.152557902,0.0,25.25,0.13210839300000002,0.0,22.72,0.0961,0.0,25.72,0.0543,0.0,24.49,1.6716511669999998,1771.9415046059999,25.73,1.468101888,0.0,22.53
41,22.191751790048308,23.421938273600762,23.18544316765625,26.8278188535556,153252.98362886003,0.0,16.25,21,2.261294135,0.0,23.01,2.207559924,0.0,24.45,0.209477606,0.0,25.84,1.028502405,5019.495919216801,22.76,3.794979407,0.0,25.83,2.533451634,0.0,22.72,0.152557902,0.0,23.92,0.13210839300000002,0.0,24.47,0.0961,0.0,23.2,0.271475717,0.0,22.39,1.6716511669999998,1768.8839282477995,23.2,0.7865499970000001,0.0,25.38
42,22.156641738556623,23.419645611161023,23.16541521370038,26.705001886698998,153252.98362886003,0.0,16.225,21,2.261294135,0.0,25.21,2.207559924,0.0,23.92,0.209477606,0.0,22.12,1.028502405,5013.230747616,24.77,3.794979407,0.0,23.4,1.420351088,0.0,24.87,0.152557902,0.0,22.92,0.13210839300000002,0.0,22.94,0.0961,0.8193986531639997,24.24,0.0543,0.0,24.23,1.6716511669999998,1741.0089634308001,24.72,0.7865499970000001,0.0,24.67
43,22.18387858278867,23.398896219865467,23.146027760610224,26.536019704811427,153252.98362886003,0.0,16.2,21,2.261294135,0.0,23.03,2.207559924,0.0,23.02,0.209477606,0.0,24.71,1.028502405,5026.5088791749995,25.88,3.794979407,0.0,22.55,1.420351088,0.0,25.89,0.152557902,0.0,23.31,0.13210839300000002,0.0,25.34,0.0961,5.1117575430599995,23.12,0.0543,0.0,22.92,1.6716511669999998,1740.1438679100002,25.83,0.7865499970000001,0.0,25.48
44,22.212373786123457,23.376365089729493,23.139065838890897,26.694108105544398,153252.98362886003,0.0,16.175,21,2.261294135,0.0,23.45,2.207559924,0.0,23.62,0.209477606,0.0,23.06,1.028502405,5052.116444760001,25.52,3.794979407,0.0,24.89,1.420351088,0.0,23.64,0.21227538399999998,0.0,22.07,0.13210839300000002,0.0,22.69,0.0961,10.515426270048,22.11,0.0543,0.0,25.14,1.6716511669999998,1749.1592058401995,24.86,0.826898528,0.0,24.71
45,22.223265288462425,23.394000708531685,23.131584642878796,26.870577131289735,153252.98362886003,0.0,16.15,21,2.261294135,0.0,22.31,2.207559924,0.0,22.2,0.209477606,0.0,24.05,1.028502405,5066.6011588752,23.23,3.794979407,0.0,25.26,1.420351088,0.0,25.94,0.152557902,0.0,25.38,0.13210839300000002,0.0,23.94,0.0961,12.911681507205602,22.88,0.161384605,0.0,22.66,1.6716511669999998,1759.0036167648,25.23,0.7865499970000001,0.0,25.9
46,22.10725794208006,23.427778973397007,23.12521875022009,26.668540200160756,153252.98362886003,0.0,16.125,21,2.261294135,0.0,23.63,2.207559924,0.0,24.62,0.209477606,0.0,25.47,1.028502405,5069.4507593856,25.2,3.794979407,0.0,25.94,1.420351088,0.0,23.49,0.152557902,0.0,24.25,0.13210839300000002,0.0,23.06,0.0961,11.427847680942,25.83,0.0561,0.0,22.78,1.6716511669999998,1741.3173112860004,23.64,1.653091642,0.0,22.35
47,22.122073913309034,23.441004849549742,23.101717140461165,26.774925931600443,153252.98362886003,0.0,16.1,21,2.261294135,0.0,23.36,2.207559924,0.0,25.85,0.209477606,0.0,23.14,1.028502405,5083.9916514282,23.22,3.794979407,0.0,24.79,2.533451634,0.0,22.14,0.152557902,0.0,22.31,0.13210839300000002,0.0,24.36,0.0961,15.749760344094003,23.9,0.0543,0.0,22.97,1.6716511669999998,1740.9101374224,22.73,1.605594512,0.0,22.02
48,22.194446357716124,23.422121793440184,23.08178946772406,26.806174108298034,165001.55532949997,0.0,16.1,21,2.261294135,0.0,22.48,2.207559924,0.0,23.56,0.209477606,0.0,24.24,1.028502405,4975.667461884001,22.41,3.794979407,0.0,23.04,1.420351088,0.0,23.3,0.17525254199999998,0.0,22.23,0.13210839300000002,0.0,22.27,0.0961,0.0,23.55,0.0543,0.0,25.74,1.6716511669999998,1635.1984495308002,25.52,0.9177994979999999,0.0,24.7
49,22.142500880273857,23.418948973775905,23.061719139784433,26.714528207165813,165001.55532949997,0.0,16.1,21,2.261294135,0.0,25.46,2.207559924,0.0,23.16,0.209477606,0.0,24.82,1.028502405,4962.6060291276,25.42,3.794979407,0.0,24.9,1.420351088,0.0,25.78,0.152557902,0.0,23.64,0.13210839300000002,0.0,23.22,0.0961,0.0,25.95,0.271475717,0.0,22.29,1.6716511669999998,1635.9281770524,23.39,1.912212767,0.0,22.41
50,22.228573852119045,23.409744096496944,23.039556335066067,26.877651138532425,165001.55532949997,0.0,16.1,21,2.261294135,0.0,23.28,2.313157344,0.0,22.07,0.209477606,0.0,22.46,1.028502405,4971.6816852864,25.18,3.794979407,0.0,25.74,1.420351088,0.0,25.0,0.152557902,0.0,25.21,0.13210839300000002,0.0,22.69,0.0961,0.0,22.12,0.271475717,0.0,22.09,1.6716511669999998,1625.8129458732,25.82,0.9686244820000001,0.0,24.72
51,22.280583088183,23.404206294581122,23.034304480525492,26.872804693570973,165001.55532949997,0.0,16.1,21,2.261294135,0.0,22.62,2.207559924,0.0,25.95,0.209477606,0.0,22.95,1.028502405,4960.609562907601,24.08,3.794979407,0.0,23.36,1.420351088,0.0,25.22,0.152557902,0.0,25.76,0.13210839300000002,0.0,22.67,0.0961,0.0,25.76,0.10659165,0.0,22.53,1.6716511669999998,1606.2450974010003,22.64,0.937331369,0.0,25.12
52,22.127618918283975,23.43732063879954,23.02927919921916,26.828955598228,165001.55532949997,10.08333333,16.1,21,2.261294135,0.0,24.29,2.207559924,0.0,25.19,0.209477606,0.0,24.67,1.028502405,4946.9103461652,25.43,3.794979407,0.0,24.18,1.420351088,0.0,24.96,0.152557902,0.0,25.15,0.13210839300000002,0.0,22.91,0.0961,0.0,22.1,0.0736,0.0,22.65,1.6716511669999998,1591.6633058339999,25.68,2.075398066,0.0,22.12
53,22.16077513855269,23.440985988723583,23.02716725540227,26.99931589463386,165001.55532949997,11.0,16.1,21,2.261294135,0.0,22.45,2.207559924,0.0,22.97,0.209477606,0.0,25.82,1.028502405,4942.688465878799,24.67,3.794979407,0.0,25.56,1.420351088,0.0,25.75,0.188402039,0.0,22.25,0.13210839300000002,0.0,24.51,0.0961,0.0,24.39,0.0543,0.0,24.99,1.6716511669999998,1562.4578428620002,25.39,1.642902726,0.0,22.55
54,22.180629713715543,23.41930342827656,23.02767705265967,26.89151191431334,165001.55532949997,13.91666667,16.1,21,2.261294135,0.0,23.5,2.207559924,0.0,24.23,0.209477606,0.0,23.68,1.028502405,4938.6376180008,23.59,4.1868878689999995,0.0,22.21,1.441262599,0.0,23.44,0.152557902,0.0,23.97,0.13210839300000002,0.0,24.75,0.0961,0.0,23.86,0.0543,0.0,23.63,1.6716511669999998,1562.9789218260003,23.53,1.444292973,0.0,23.05
55,22.261035649023224,23.421965234524905,23.029534770037074,26.950956682842833,165001.55532949997,16.83333333,16.1,21,2.261294135,0.0,23.94,2.207559924,0.0,22.38,0.209477606,0.0,24.35,1.028502405,4939.163085024,25.49,3.794979407,0.0,25.84,1.420351088,0.0,24.43,0.152557902,0.0,24.65,0.13210839300000002,0.0,24.68,0.0961,0.0,24.07,0.21718057300000002,0.0,22.47,1.6716511669999998,1554.667140663,22.21,1.037494132,0.0,24.46
56,22.291497346663004,23.45604238496335,23.03199053304754,26.93567556353636,165001.55532949997,19.75,16.1,21,2.261294135,0.0,25.07,2.207559924,0.0,22.53,0.209477606,0.0,24.43,1.028502405,4911.434270887198,23.99,3.794979407,0.0,25.78,1.420351088,0.0,24.59,0.152557902,0.0,24.19,0.13210839300000002,0.0,24.33,0.0961,0.0,22.4,0.271475717,0.0,22.06,1.6716511669999998,1517.6472047729999,25.75,1.094694626,0.0,24.5
