,tout,s,i,t1,t2,t3,t4,sp0,m,rh
98,2.2,408.25,24037.7560642,24.5057379055,23.0075765935,22.171934085,22.0385619582,24.5,2.17042925219,0.0
99,2.2,447.5,24037.7560642,24.5019467797,22.9967717637,22.2568015111,22.0150857006,24.5,2.16603725993,0.0
100,2.2,486.75,24037.7560642,24.5004514233,23.0107854977,22.3715669922,22.0006501936,24.5,2.16363619825,0.0
101,2.2,526.0,24037.7560642,24.499875844,23.0358294115,22.4913482377,21.9919988432,24.5,2.16365563691,0.0
102,2.2,533.25,24037.7560642,24.4996680403,23.0624857661,22.6007192134,21.9865500205,24.5,2.16389005128,0.0
103,2.2,540.5,24037.7560642,24.4996029454,23.0873539047,22.6975516258,21.9828515449,24.5,2.16429180176,0.0
104,2.2,547.75,24037.7560642,24.4995902331,23.1113453514,22.7901509422,21.9802185758,24.5,2.16484402509,0.0
105,2.2,555.0,24037.7560642,24.4995951418,23.1351666414,22.8817977366,21.9783269552,24.5,2.16552136212,0.0
106,2.2,562.25,24037.7560642,24.4996052093,23.1589626914,22.9724731633,21.976984906,24.5,2.1663000074,0.0
107,2.2,569.5,24037.7560642,24.4996162552,23.1827096475,23.0618649747,21.9760498279,24.5,2.16715799977,0.0
108,2.2,576.75,19320.9259144,24.4932042671,23.1859577973,23.1385412091,21.9557884796,24.49,1.85284884794,0.0
109,2.2,584.0,19320.9259144,24.4909659541,23.1831056299,23.2151248437,21.9275361767,24.49,1.83068676132,0.0
110,2.2,591.25,19320.9259144,24.4901461182,23.1859760711,23.296449061,21.902649606,24.49,1.8223670383,0.0
111,2.2,598.5,19320.9259144,24.4898410773,23.1967322951,23.3796751042,21.8848294928,24.49,1.81458994237,0.0
112,2.2,605.75,19320.9259144,24.4897333829,23.2128263229,23.4609469915,21.8730278174,24.49,1.80847974078,0.0
113,2.2,613.0,19320.9259144,24.4897000755,23.2314798881,23.5397741748,21.8650366606,24.49,1.80355395106,0.0
114,2.2,633.666666667,19320.9259144,24.4896917763,23.2527981264,23.6265140878,21.8591732642,24.49,1.79956757031,0.0
115,2.2,654.333333333,19320.9259144,24.4896906297,23.2771937679,23.7256108715,21.8545244568,24.49,1.79635236002,0.0
116,2.2,675.0,19320.9259144,24.4896915977,23.3044492736,23.8342976389,21.8506714492,24.49,1.79378614778,0.0
117,2.2,695.666666667,19320.9259144,24.4896935896,23.334044267,23.9486305196,21.8474148008,24.49,1.79177128682,0.0
118,2.2,716.333333333,19320.9259144,24.4896962042,23.3647827199,24.0634112148,21.8446290244,24.49,1.79022724808,0.0
119,2.2,737.0,19320.9259144,24.4896990951,23.39681037,24.1803927981,21.8422151319,24.49,1.78908391061,0.0
120,2.25,757.666666667,19320.9259144,24.4896974935,23.4307872069,24.3028715603,21.8400009546,24.49,1.78798066527,0.0
121,2.3,778.333333333,19320.9259144,24.4897346912,23.467250721,24.4319467263,21.8380569654,24.49,1.78854991044,0.0
122,2.35,799.0,19320.9259144,24.4897846896,23.5060746897,24.4812547346,21.8364302062,24.49,1.78951181053,0.0
123,2.4,819.666666667,19320.9259144,24.4897842761,23.5464484775,24.4873260188,21.8349532649,24.49,1.7895282097,0.0
124,2.45,840.333333333,19320.9259144,24.4897646234,23.5862758746,24.4880748291,21.8335714401,24.49,1.79020165989,0.0
125,2.5,861.0,19320.9259144,24.4897471857,23.6263540374,24.4881394975,21.8322845926,24.49,1.79111133752,0.0
126,2.55,862.583333333,19320.9259144,24.489730266,23.6647565381,24.488146754,21.8310773452,24.49,1.79199282862,0.0
127,2.6,864.166666667,19320.9259144,24.4897181972,23.7003175879,24.4881565273,21.8299397183,24.49,1.79301211351,0.0
128,2.65,865.75,19320.9259144,24.4897107372,23.7332254514,24.4881693982,21.8288616325,24.49,1.79404809036,0.0
129,2.7,867.333333333,19320.9259144,24.489707221,23.7642963299,24.4881832626,21.8278674417,24.49,1.79538955198,0.0
130,2.75,868.916666667,19320.9259144,24.4897022001,23.7940839432,24.4881952349,21.8269280087,24.49,1.79645864878,0.0
131,2.8,870.5,19320.9259144,24.4896998991,23.8229917487,24.4882070529,21.8260523635,24.49,1.79782064932,0.0
132,2.84166666667,872.083333333,19119.3235522,24.4508348587,23.7593113541,24.4369061564,21.7954748293,24.43,1.80775906277,0.0
133,2.88333333333,873.666666667,19119.3235522,24.4371210164,23.6735163937,24.4296877993,21.7548547587,24.43,1.80734237919,0.0
134,2.925,875.25,19119.3235522,24.4321659196,23.6155324791,24.4287035315,21.7201574886,24.43,1.8087648514,0.0
135,2.96666666667,876.833333333,19119.3235522,24.4304113406,23.5932403434,24.4286297167,21.6963298931,24.43,1.81097576274,0.0
136,3.00833333333,878.416666667,19119.3235522,24.429787334,23.5933441959,24.4286586527,21.681232523,24.43,1.8111179694,0.0
137,3.05,880.0,19119.3235522,24.4295848285,23.6027503003,24.4286944861,21.6713896766,24.43,1.81164728974,0.0
138,3.09166666667,883.75,19119.3235522,24.4295325656,23.6151182061,24.4287233143,21.664323526,24.43,1.81215181598,0.0
139,3.13333333333,887.5,19119.3235522,24.4295293696,23.6286805908,24.4287470398,21.6587712239,24.43,1.81274163345,0.0
140,3.175,891.25,19119.3235522,24.4295388778,23.6432329093,24.428766953,21.6541822223,24.43,1.81330666529,0.0
141,3.21666666667,895.0,19119.3235522,24.4295514588,23.6587240683,24.4287843191,21.6503177524,24.43,1.81398648771,0.0
142,3.25833333333,898.75,19119.3235522,24.4295631025,23.6749329463,24.4287989908,21.647014521,24.43,1.81463570463,0.0
143,3.3,902.5,19119.3235522,24.4295741632,23.6916117067,24.4288118126,21.6441471199,24.43,1.81538724225,0.0
144,3.39166666667,906.25,19119.3235522,24.0133896072,23.620000806,23.9713104626,21.6130315844,23.94,1.82068079508,0.0
145,3.48333333333,910.0,19119.3235522,23.9507903542,23.619282129,23.9399509187,21.6015056256,23.94,1.93903510366,0.0
146,3.575,913.75,19119.3235522,23.9439595812,23.6685670166,23.9390729884,21.6064141373,23.94,2.00325660578,0.0
147,3.66666666667,917.5,19119.3235522,23.9412335924,23.7197860873,23.9389230423,21.6145586618,23.94,1.98062580935,0.0
148,3.75833333333,921.25,19119.3235522,23.9402710445,23.7567558882,23.938960651,21.6205250121,23.94,1.98000950546,0.0
149,3.85,925.0,19119.3235522,23.9399365944,23.7813426952,23.9390007216,21.6234607096,23.94,1.97831439456,0.0
150,3.94166666667,920.416666667,19119.3235522,23.9398287045,23.7983843179,23.9390340074,21.6243154835,23.94,1.97682475416,0.0
151,4.03333333333,915.833333333,19119.3235522,23.9398002435,23.8114128014,23.9390594669,21.6241352482,23.94,1.97576732804,0.0
152,4.125,911.25,19119.3235522,23.9397987396,23.8221974091,23.9390786262,21.6235315726,23.94,1.97497250748,0.0
153,4.21666666667,906.666666667,19119.3235522,23.9398063422,23.8313908965,23.9390936068,21.6227531506,23.94,1.97436010142,0.0
154,4.30833333333,902.083333333,19119.3235522,23.9398168217,23.8392104445,23.939105915,21.621875995,23.94,1.9738909868,0.0
155,4.4,897.5,19119.3235522,23.9398277037,23.8457798016,23.9391163817,21.6209256546,23.94,1.9735325422,0.0
156,4.45,892.916666667,14301.6922212,23.9939862207,23.7837248608,24.0058459297,21.5850295394,24.02,1.59171293333,0.0
157,4.5,888.333333333,14301.6922212,24.0114834142,23.7033701499,24.0169156778,21.5358506326,24.02,1.58418907898,0.0
158,4.55,883.75,14301.6922212,24.0171132736,23.6422861622,24.0188537847,21.4935069509,24.02,1.56542176351,0.0
159,4.6,879.166666667,14301.6922212,24.0189065469,23.6060607948,24.0192054341,21.4643896318,24.02,1.55693478417,0.0
160,4.65,874.583333333,14301.6922212,24.0194782106,23.5852456483,24.0192805791,21.445949282,24.02,1.54916668422,0.0
161,4.7,870.0,14301.6922212,24.0196694776,23.5706007253,24.0193052802,21.433757125,24.02,1.54253957185,0.0
162,4.75,865.75,14301.6922212,24.0197407738,23.5575302194,24.0193191273,21.4246806179,24.02,1.53679079959,0.0
163,4.8,861.5,14301.6922212,24.01977195,23.5447509939,24.0193299272,21.4171868257,24.02,1.5317565223,0.0
164,4.85,857.25,14301.6922212,24.0197885816,23.5322003333,24.0193393597,21.4106831317,24.02,1.52731802225,0.0
165,4.9,853.0,14301.6922212,24.0197996153,23.5199281717,24.0193477565,21.40493873,24.02,1.52337762543,0.0
166,4.95,848.75,14301.6922212,24.0198083405,23.5078413873,24.0193552154,21.3998091808,24.02,1.51985389357,0.0
167,5.0,844.5,14301.6922212,24.0198159154,23.495778028,24.0193618527,21.3951662177,24.02,1.51667956453,0.0
168,5.0,840.25,14301.6922212,23.5906526915,23.3843114472,23.5603531635,21.35398127,23.53,1.48797445517,0.0
169,5.0,836.0,14301.6922212,23.5370902225,23.3525433468,23.5303279628,21.3394565396,23.53,1.61471814608,0.0
170,5.0,831.75,14301.6922212,23.5323107296,23.3752888734,23.5295315861,21.3458922255,23.53,1.68276185445,0.0
171,5.0,827.5,14301.6922212,23.5306155435,23.4008621189,23.5293880147,21.3562157617,23.53,1.65890917849,0.0
172,5.0,823.25,14301.6922212,23.5300687121,23.4102747574,23.5293914964,21.3627296338,23.53,1.65312318911,0.0
173,5.0,819.0,14301.6922212,23.5299047925,23.4056669846,23.5294106346,21.3647536002,23.53,1.64872414265,0.0
174,5.0,806.583333333,14301.6922212,23.5298628594,23.3929966285,23.5294285894,21.3640370464,23.53,1.6446726757,0.0
175,5.0,794.166666667,14301.6922212,23.5298562748,23.3764865638,23.5294423731,21.362178128,23.53,1.64112784894,0.0
176,5.0,781.75,14301.6922212,23.5298585454,23.358068865,23.5294524363,21.3599865537,23.53,1.63792411221,0.0
177,5.0,769.333333333,14301.6922212,23.5298629784,23.3383405047,23.5294600475,21.3577178598,23.53,1.6349798733,0.0
178,5.0,756.916666667,14301.6922212,23.5298680012,23.3174558792,23.5294661468,21.355406846,23.53,1.63224832243,0.0
179,5.0,744.5,14301.6922212,23.5298729677,23.2955260213,23.529471244,21.3530502365,23.53,1.62969096113,0.0
180,4.95,732.083333333,14301.6922212,23.9544632352,23.2848058508,23.8840966892,21.352189386,24.01,1.43542528946,0.0
181,4.9,719.666666667,14301.6922212,24.0034938222,23.2612950013,24.00695487,21.3495018288,24.01,1.52230988818,0.0
182,4.85,707.25,14301.6922212,24.0079955442,23.2311430936,24.0091832977,21.3463955811,24.01,1.45941315043,0.0
183,4.8,694.833333333,14301.6922212,24.0093816818,23.2022243165,24.0094777095,21.343610912,24.01,1.47208082785,0.0
184,4.75,682.416666667,14301.6922212,24.0097961713,23.1756320453,24.0095026769,21.3411295109,24.01,1.47428894164,0.0
185,4.7,670.0,14301.6922212,24.0099120198,23.1499983099,24.0095003138,21.3388059207,24.01,1.47469117616,0.0
186,4.65,636.666666667,14301.6922212,24.0099408394,23.1216231042,24.0095012531,21.3365122665,24.01,1.47463238644,0.0
187,4.6,603.333333333,14301.6922212,24.0099489956,23.0889620144,24.0095052059,21.3342070955,24.01,1.47442784816,0.0
188,4.55,570.0,14301.6922212,24.009957129,23.0528155242,23.9872737953,21.3319415437,24.01,1.47437477178,0.0
189,4.5,536.666666667,14301.6922212,24.0099614291,23.0144428535,23.9216738148,21.3297250903,24.01,1.47399453793,0.0
190,4.45,503.333333333,14301.6922212,24.0099616521,22.9747212544,23.8226692399,21.3275253464,24.01,1.47327247267,0.0
191,4.4,470.0,14301.6922212,24.0099608062,22.9342141555,23.7088065006,21.3253259531,24.01,1.47240707845,0.0
192,4.26666666667,436.666666667,14402.4934023,23.9078865472,22.942030847,23.6843397212,21.338140235,23.86,1.53825994893,0.0
193,4.13333333333,403.333333333,14402.4934023,23.8750878784,22.9615675414,23.6674590618,21.3557855274,23.86,1.51171119256,0.0
194,4.0,370.0,14402.4934023,23.8647834093,22.9644420767,23.6063135739,21.3695213281,23.86,1.52115462103,0.0
195,3.86666666667,336.666666667,14402.4934023,23.8615316649,22.9484766297,23.5109079081,21.3776894276,23.86,1.5200953526,0.0
196,3.73333333333,303.333333333,14402.4934023,23.8604834187,22.9198381906,23.3991509393,21.3817237377,23.86,1.51814498112,0.0
197,3.6,270.0,14402.4934023,23.8601283568,22.8844448948,23.2812080566,21.3834312392,23.86,1.51628969927,0.0
198,3.46666666667,247.5,14402.4934023,23.8600005359,22.8462836739,23.1629779501,21.384005537,23.86,1.51463519723,0.0
199,3.33333333333,225.0,14402.4934023,23.8599485824,22.807188484,23.0468502136,21.3840072429,23.86,1.51299756854,0.0
200,3.2,202.5,14402.4934023,23.859922393,22.7671086704,22.9310584907,21.3836496448,23.86,1.51140811408,0.0
201,3.06666666667,0.0,14402.4934023,23.8599355674,22.7349732728,22.805103771,21.3832579573,23.86,1.50984509861,0.0
202,2.93333333333,0.0,14402.4934023,23.8599374167,22.6642661815,22.5731785804,21.3823173844,23.86,1.50808898964,0.0
203,2.8,0.0,14402.4934023,23.8599369818,22.6091924721,22.4177952138,21.3812524196,23.86,1.50603077598,0.0
204,2.75,0.0,14503.2945834,23.9990004353,22.6155936096,22.4050702643,21.3954593635,24.06,1.4345273902,0.0
205,2.7,0.0,14503.2945834,24.0410677245,22.6377169212,22.4104621077,21.4134217801,24.06,1.45702659516,0.0
206,2.65,0.0,14503.2945834,24.0541787879,22.6503613857,22.3847471122,21.428553802,24.06,1.44540662045,0.0
207,2.6,0.0,14503.2945834,24.0581893824,22.6468827382,22.3294056603,21.4382960273,24.06,1.44273993824,0.0
208,2.55,0.0,14503.2945834,24.0594220679,22.6334766626,22.2665523025,21.4438599178,24.06,1.4429172347,0.0
209,2.5,0.0,14503.2945834,24.0597855962,22.6165377258,22.2088012285,21.4469428572,24.06,1.44203720444,0.0
210,2.45,0.0,14503.2945834,24.059883129,22.5993483819,22.1579337941,21.4487032813,24.06,1.44101993727,0.0
211,2.4,0.0,14503.2945834,24.0599025226,22.58280893,22.1116444968,21.4497224339,24.06,1.43994137368,0.0
212,2.35,0.0,14503.2945834,24.0599008781,22.566900062,22.0680874501,21.4502616787,24.06,1.43890291598,0.0
213,2.3,0.0,14503.2945834,24.0598937548,22.5514655889,22.0266550462,21.4504441414,24.06,1.43784690785,0.0
214,2.25,0.0,14503.2945834,24.059885735,22.5364260302,21.9873010257,21.4503409886,24.06,1.43673577239,0.0
215,2.2,0.0,14503.2945834,24.0598786657,22.5218088063,21.9500734547,21.4500208579,24.06,1.43568932264,0.0
216,2.10833333333,0.0,28653.785033,23.7153054349,22.574445787,21.9689086448,21.5040560359,23.62,2.62016476057,0.0
217,2.01666666667,0.0,28653.785033,23.6399668693,22.6458958713,21.9835903349,21.584313731,23.62,2.663144429,0.0
218,1.925,0.0,28653.785033,23.6288200927,22.7013588185,21.979203188,21.6587402811,23.62,2.74567280112,0.0
219,1.83333333333,0.0,28653.785033,23.6238094076,22.7321466686,21.9603133852,21.7133804737,23.62,2.76240157837,0.0
220,1.74166666667,0.0,28653.785033,23.6216201246,22.747577709,21.9405323535,21.7503114365,23.62,2.78675215999,0.0
221,1.65,0.0,28653.785033,23.6206428013,22.7563387313,21.9240367811,21.7756077114,23.62,2.80602462098,0.0
222,1.55833333333,0.0,28653.785033,23.6201995806,22.7627700467,21.9097239466,21.7941633754,23.62,2.82236435965,0.0
223,1.46666666667,0.0,28653.785033,23.6199967209,22.7681214165,21.8958537261,21.8087526131,23.62,2.83636062761,0.0
224,1.375,0.0,28653.785033,23.6199042597,22.7724790052,21.8817170138,21.8207160012,23.62,2.84844482052,0.0
225,1.28333333333,0.0,28653.785033,23.6198624031,22.7758072897,21.8673718143,21.8307255825,23.62,2.85894715691,0.0
226,1.19166666667,0.0,28653.785033,23.6198432163,22.7782048618,21.8530428165,21.8392087262,23.62,2.86812994675,0.0
227,1.1,0.0,28653.785033,23.6198339642,22.7798431361,21.8388431709,21.846497084,23.62,2.87620608912,0.0
