,b0,b1,b2,b3,b4,b5,b6,b7
0,0.972157047172,3.04122238477,0.925607836219,1.01280736278,5.19665291281,2.59528598811,18.1098969408,2.9991930907
1,0.972101909719,3.04135773589,0.925883733833,1.01319958682,5.19750350116,2.59642291282,18.1098290797,2.99916014741
2,0.971486775149,3.04180610341,0.928183950093,1.01243058591,5.20025947575,2.60004275425,18.1097616035,2.99906922677
3,0.970868581258,3.04225447093,0.930689627615,1.01165653299,5.20160846663,2.60220094645,18.1096988487,2.99897830613
4,0.970247301405,3.04270283846,0.932922265609,1.01136258453,5.20436444123,2.60508857539,18.1096400312,2.99888738548
5,0.970043999303,3.04315120598,0.935368273558,1.01058331633,5.20571343211,2.60723908193,18.1095845701,2.99879646484
6,0.96963123053,3.0435995735,0.93778665928,1.01028958246,5.20846940671,2.60938696519,18.109533011,2.9987055442
7,0.969216010399,3.04404794102,0.940171753028,1.0097506528,5.20981839759,2.61225215231,18.1094806544,2.99861462355
8,0.942349551212,3.02106966979,0.889706212787,0.994754372848,5.17088122135,2.56013814392,17.7672524685,2.97202611406
9,0.942153074943,3.0215261863,0.930823542501,0.994465024836,5.17371881873,2.56389852399,17.7675659554,2.97192423602
10,0.941956598674,3.0219827028,0.924300067635,0.994175676824,5.17655641612,2.56765890405,17.7673476675,2.97182235799
11,0.941760122405,3.0224392193,0.925040115936,0.993886328812,5.1793940135,2.57141928412,17.767334675,2.97172047996
12,0.941563646136,3.0228957358,0.928053404105,0.993596980801,5.18223161088,2.57517966419,17.7673128547,2.97161860192
13,0.941367169868,3.0233522523,0.930712098889,0.993307632789,5.18506920826,2.57894004426,17.7672765829,2.97151672389
14,0.941138931841,3.02387584375,0.932880497732,0.992973049681,5.1883151027,2.58323247901,17.7672335036,2.97140242213
15,0.940910693815,3.02439943519,0.935701835811,0.992638466574,5.19156099714,2.58752491376,17.767186529,2.97128812038
16,0.940682455789,3.02492302663,0.938113857331,0.992303883466,5.19480689157,2.59181734851,17.767136708,2.97117381863
17,0.940454217762,3.02544661808,0.939699345745,0.991969300359,5.19805278601,2.59610978326,17.7670841947,2.97105951687
18,0.940225979736,3.02597020952,0.941964767027,0.991634717251,5.20129868045,2.60040221801,17.7670293772,2.97094521512
19,0.939997741709,3.02649380097,0.944159026629,0.991300134144,5.20454457489,2.60469465276,17.766972854,2.97083091337
20,0.940585350635,2.99518113302,0.922443637633,0.992278648765,5.118665944,2.55629930591,17.6246011133,2.94725926843
21,0.94035137535,2.99569793364,0.940406054838,0.991940224885,5.12184381945,2.56047461032,17.6246383975,2.94715409784
