,Unnamed: 0,tout,s,i,t1,t2,t3,t4,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,28653.785033,24.9389242325,22.2790797598,20.9431092876,22.0072972797,24.94,2.32095339124,0.0
7001,7001,-1.95,46.0,28653.785033,24.9392086068,22.2741532042,20.9408804601,22.0031535882,24.94,2.33116097147,0.0
7002,7002,-1.90833333333,59.1666666667,28653.785033,24.9393698655,22.2725561235,20.9413435066,22.0010221704,24.94,2.3396024058,0.0
7003,7003,-1.86666666667,72.3333333333,28653.785033,24.9394767943,22.2702852614,20.9423097422,21.9998822258,24.94,2.34689609172,0.0
7004,7004,-1.825,85.5,28653.785033,24.9395516479,22.2685223525,20.9415664428,21.9993545081,24.94,2.35323263986,0.0
7005,7005,-1.78333333333,98.6666666667,28653.785033,24.9396065885,22.2678808111,20.9415624447,21.9992747419,24.94,2.35875325694,0.0
7006,7006,-1.74166666667,111.833333333,28653.785033,24.9396494024,22.2688804915,20.9428168477,21.9995004034,24.94,2.36332531259,0.0
7007,7007,-1.7,125.0,28653.785033,24.9396922421,22.2703932607,20.9425038581,21.9999906824,24.94,2.36809123234,0.0
7008,7008,-1.60833333333,138.166666667,23936.9548831,24.5505196738,22.2536125665,20.8914492038,21.9824309164,24.46,2.26699073514,0.0
7009,7009,-1.51666666667,151.333333333,23936.9548831,24.4752311858,22.2312305983,20.8435983671,21.9562926539,24.46,2.17609869815,0.0
7010,7010,-1.425,164.5,23936.9548831,24.4658656414,22.214119689,20.8270107523,21.9321944566,24.46,2.21447917206,0.0
7011,7011,-1.33333333333,177.666666667,23936.9548831,24.4621619683,22.2059982641,20.8404964928,21.9146922802,24.46,2.20295308673,0.0
7012,7012,-1.24166666667,190.833333333,23936.9548831,24.4606745531,22.2068794936,20.8783471026,21.9032170941,24.46,2.19357300993,0.0
7013,7013,-1.15,204.0,23936.9548831,24.4600708237,22.2127656817,20.9252066038,21.8956659416,24.46,2.18770604068,0.0
7014,7014,-1.05833333333,219.166666667,23936.9548831,24.4598302013,22.2207100927,20.9730374542,21.8903324306,24.46,2.18313554904,0.0
7015,7015,-0.966666666667,234.333333333,23936.9548831,24.4597384102,22.2297075971,21.0213817342,21.8862562673,24.46,2.17951199469,0.0
7016,7016,-0.875,249.5,23936.9548831,24.4597050962,22.2397280257,21.072082058,21.8829788924,24.46,2.17658039184,0.0
7017,7017,-0.783333333333,264.666666667,23936.9548831,24.4596943565,22.2526249482,21.1335355587,21.880284668,24.46,2.17430326359,0.0
7018,7018,-0.691666666667,279.833333333,23936.9548831,24.4596921599,22.267293842,21.1989093178,21.8780470178,24.46,2.17258627054,0.0
7019,7019,-0.6,295.0,23936.9548831,24.4596928865,22.2828081176,21.2638499027,21.876164498,24.46,2.1712839395,0.0
7020,7020,-0.55,310.166666667,23735.3525209,24.3394018613,22.1995188121,21.1134817088,21.8455657296,24.26,2.23620475505,0.0
7021,7021,-0.5,325.333333333,23735.3525209,24.2912100654,22.0898374156,20.939394407,21.8046872,24.26,2.21770047794,0.0
7022,7022,-0.45,340.5,23735.3525209,24.2720755738,22.0099775628,20.8597910368,21.7696025865,24.26,2.22948776809,0.0
7023,7023,-0.4,355.666666667,23735.3525209,24.2644800034,21.9703815486,20.8697812372,21.7452846108,24.26,2.23024131397,0.0
7024,7024,-0.35,370.833333333,23735.3525209,24.2614755949,21.957770575,20.9210491181,21.7296979239,24.26,2.22852020535,0.0
7025,7025,-0.3,386.0,23735.3525209,24.2603077088,21.9579653866,20.9807664059,21.7194195561,24.26,2.22712570552,0.0
7026,7026,-0.25,389.5,23735.3525209,24.2598657116,21.9619005064,21.0328075979,21.7119889851,24.26,2.22587758375,0.0
7027,7027,-0.2,393.0,23735.3525209,24.2597066127,21.9662458843,21.0761310897,21.7061318268,24.26,2.22483522184,0.0
7028,7028,-0.15,396.5,23735.3525209,24.2596567529,21.9707318649,21.1154933275,21.7012971044,24.26,2.22407713948,0.0
7029,7029,-0.1,400.0,23735.3525209,24.2596476694,21.975756411,21.1543358652,21.6972239924,24.26,2.22345881807,0.0
7030,7030,-0.05,403.5,23735.3525209,24.2596535,21.9815034839,21.193616278,21.6937447894,24.26,2.22300967854,0.0
7031,7031,0.0,407.0,23735.3525209,24.2596644828,21.9879004468,21.232890451,21.690725277,24.26,2.22270547168,0.0
7032,7032,0.0916666666667,410.5,16660.1072962,24.5910685284,21.9631199398,21.2388020751,21.6627549292,24.64,1.5865183754,0.0
7033,7033,0.183333333333,414.0,16660.1072962,24.6338734404,21.9295702903,21.2579352898,21.6204322874,24.64,1.61762151326,0.0
7034,7034,0.275,417.5,16660.1072962,24.6379748972,21.9051990303,21.2949108046,21.5806325962,24.64,1.55828343382,0.0
7035,7035,0.366666666667,421.0,16660.1072962,24.6392688356,21.8930093798,21.3380066863,21.550987469,24.64,1.55554845274,0.0
7036,7036,0.458333333333,424.5,16660.1072962,24.6396502153,21.888673215,21.379335443,21.5308927862,24.64,1.54821334774,0.0
7037,7037,0.55,428.0,16660.1072962,24.639757652,21.8881686299,21.418263131,21.5170777942,24.64,1.54140575902,0.0
7038,7038,0.641666666667,408.5,16660.1072962,24.639788934,21.8864473999,21.4408509299,21.5067253243,24.64,1.53560549781,0.0
7039,7039,0.733333333333,389.0,16660.1072962,24.6398014159,21.8810408646,21.441996667,21.4982348319,24.64,1.53065265151,0.0
7040,7040,0.825,369.5,16660.1072962,24.6398088953,21.8684798087,21.4140560842,21.4908849285,24.64,1.52642560679,0.0
7041,7041,0.916666666667,350.0,16660.1072962,24.6398132664,21.8511264123,21.369317095,21.4843733015,24.64,1.52267109024,0.0
7042,7042,1.00833333333,330.5,16660.1072962,24.6398166999,21.8319975746,21.3199067628,21.4785372696,24.64,1.51940045153,0.0
7043,7043,1.1,311.0,16660.1072962,24.6398193673,21.8122692034,21.26916735,21.4732384242,24.64,1.51644562522,0.0
7044,7044,1.1,291.5,16660.1072962,24.4716654252,21.7922648831,21.2163859843,21.4684270852,24.39,1.60558335046,0.0
7045,7045,1.1,272.0,16660.1072962,24.4161106059,21.7678324211,21.144555879,21.4639719878,24.39,1.56568601829,0.0
7046,7046,1.1,252.5,16660.1072962,24.3983222781,21.7382388587,21.0532519505,21.4595990265,24.39,1.58195706944,0.0
7047,7047,1.1,233.0,16660.1072962,24.3925799916,21.7076091251,20.9605071365,21.45546327,24.39,1.57865790918,0.0
7048,7048,1.1,213.5,16660.1072962,24.3907271052,21.6742145681,20.8584980085,21.4515666998,24.39,1.57521967107,0.0
7049,7049,1.1,194.0,16660.1072962,24.3901302532,21.6396354624,20.753484882,21.4478618675,24.39,1.57228349901,0.0
7050,7050,1.1,190.416666667,16660.1072962,24.3899390157,21.6082229102,20.6649882463,21.4443150377,24.39,1.56969996449,0.0
7051,7051,1.1,186.833333333,16660.1072962,24.3898780979,21.5816418721,20.5981926365,21.4408908066,24.39,1.56729992202,0.0
7052,7052,1.1,183.25,16660.1072962,24.3898597987,21.559101522,20.5463251641,21.4375689012,24.39,1.56514582771,0.0
7053,7053,1.1,179.666666667,16660.1072962,24.3898553794,21.5391964896,20.5017359289,21.4343338372,24.39,1.56315568303,0.0
7054,7054,1.1,176.083333333,16660.1072962,24.3898558454,21.5209296934,20.4605154846,21.4311813798,24.39,1.56138574192,0.0
7055,7055,1.1,172.5,16660.1072962,24.389857612,21.5037956242,20.4216449694,21.4281047412,24.39,1.55975819102,0.0
7056,7056,1.1,168.916666667,16660.1072962,24.4582773577,21.4873268642,20.4825075858,21.4251833381,24.49,1.52110756703,0.0
7057,7057,1.1,165.333333333,16660.1072962,24.4797974619,21.4705395673,20.4901195784,21.4221362702,24.49,1.53385160969,0.0
