,Unnamed: 0,tout,s,i,t1,t2,t3,t4,sp0,m,rh
0,0,-2.29166666667,0.0,12902.7679977,22.4723130282,23.4218986895,23.9996525539,22.1728226601,24.0,0.939069510456,0.0
1,1,-1.78333333333,0.0,12902.7679977,22.422395114,23.3899761595,23.9996539119,22.161492952,24.0,0.939069510456,0.0
2,2,-1.275,0.0,12902.7679977,22.3666148192,23.3477831072,23.9996348937,22.1448946468,24.0,0.939069510456,0.0
3,3,-0.766666666667,0.0,12902.7679977,22.3193042666,23.3067899171,23.999733713,22.1271490504,24.0,0.939069510456,0.0
4,4,-0.258333333333,0.0,12902.7679977,22.2938362109,23.277206979,23.9998348583,22.1123952421,24.0,0.939069510456,0.0
5,5,0.25,0.0,12902.7679977,22.2865647878,23.259462095,23.9999269335,22.1017254681,24.0,0.939069510456,0.0
6,6,0.758333333333,0.0,12902.7679977,22.2881025925,23.249425609,24.0000143687,22.0943765954,24.0,0.939069510456,0.0
7,7,1.26666666667,0.0,12902.7679977,22.2922832002,23.2432701117,24.0001062521,22.0892041632,24.0,0.939069510456,0.0
8,8,1.775,0.0,12902.7679977,22.2972309207,23.238928464,24.0001995037,22.0853385582,24.0,0.939069510456,0.0
9,9,2.28333333333,0.0,12902.7679977,22.30324548,23.235698689,24.0002908658,22.0822832099,24.0,0.939069510456,0.0
10,10,2.79166666667,0.0,12902.7679977,22.3108394119,23.233433239,24.0003784049,22.0797773735,24.0,0.939069510456,0.0
11,11,3.3,0.0,12902.7679977,22.3201687565,23.2321058466,24.0004623796,22.0776841001,24.0,0.939069510456,0.0
12,12,3.20833333333,0.0,12902.7679977,22.328046852,23.2317551193,24.0951392413,22.076429344,24.15,0.939069510456,0.0
13,13,3.11666666667,0.0,12902.7679977,22.3268565985,23.2286971008,24.1297055054,22.0747840347,24.15,0.939069510456,0.0
14,14,3.025,0.0,12902.7679977,22.3219931462,23.2244384201,24.1424965821,22.0730952186,24.15,0.939069510456,0.0
15,15,2.93333333333,0.0,12902.7679977,22.3184670032,23.2207833785,24.1471800786,22.0718519398,24.15,0.939069510456,0.0
16,16,2.84166666667,0.0,12902.7679977,22.3148370813,23.217028379,24.1488620318,22.0707407686,24.15,0.939069510456,0.0
17,17,2.75,0.0,12902.7679977,22.3109506869,23.2132619666,24.1494673256,22.0697429497,24.15,0.939069510456,0.0
18,18,2.65833333333,0.0,12902.7679977,22.3066091138,23.2094958163,24.1496745467,22.0688326095,24.15,0.939069510456,0.0
19,19,2.56666666667,0.0,12902.7679977,22.3017405722,23.2057056281,24.1497385135,22.0679841468,24.15,0.939069510456,0.0
20,20,2.475,0.0,12902.7679977,22.296488693,23.2019268546,24.1497521208,22.0672008776,24.15,0.939069510456,0.0
21,21,2.38333333333,0.0,12902.7679977,22.2908830549,23.198143069,24.1497471041,22.066471587,24.15,0.939069510456,0.0
22,22,2.29166666667,0.0,12902.7679977,22.2848851286,23.1943130614,24.1497370192,22.0657760754,24.15,0.939069510456,0.0
23,23,2.2,0.0,12902.7679977,22.2786132177,23.1904846974,24.1497271589,22.0651244134,24.15,0.939069510456,0.0
24,24,2.10833333333,0.0,12620.1959555,22.2587726673,23.1658317467,24.2592488647,22.0449763321,24.31,0.939069510456,0.0
25,25,2.01666666667,0.0,12620.1959555,22.2351574536,23.133170376,24.2937141249,22.0161403365,24.31,0.939069510456,0.0
26,26,1.925,0.0,12620.1959555,22.2176766407,23.1063588233,24.3047127883,21.9905991776,24.31,0.939069510456,0.0
27,27,1.83333333333,0.0,12620.1959555,22.2047670966,23.0876183726,24.308143856,21.9720963369,24.31,0.939069510456,0.0
28,28,1.74166666667,0.0,12620.1959555,22.1935814558,23.0744514657,24.3092108034,21.9596735403,24.31,0.939069510456,0.0
29,29,1.65,0.0,12620.1959555,22.1823326619,23.0639045374,24.3095373958,21.9511217643,24.31,0.939069510456,0.0
30,30,1.55833333333,0.0,12620.1959555,22.1707119062,23.054353236,24.3096349475,21.944745783,24.31,0.939069510456,0.0
31,31,1.46666666667,0.0,12620.1959555,22.1589626457,23.0452330563,24.3096611447,21.9396029382,24.31,0.939069510456,0.0
32,32,1.375,0.0,12620.1959555,22.147289064,23.0364489859,24.3096652845,21.9352477305,24.31,0.939069510456,0.0
33,33,1.28333333333,0.0,12620.1959555,22.1357571055,23.0280184882,24.3096631075,21.9314719843,24.31,0.939069510456,0.0
34,34,1.19166666667,0.0,12620.1959555,22.1243285075,23.0199228949,24.3096591574,21.9281479817,24.31,0.939069510456,0.0
35,35,1.1,0.0,12620.1959555,22.1129624441,23.0121150031,24.3096550973,21.9251782051,24.31,0.939069510456,0.0
36,36,1.1,0.0,12620.1959555,22.103285785,23.0051395573,24.3653621278,21.9225493546,24.39,0.939069510456,0.0
37,37,1.1,0.0,12620.1959555,22.0942341991,22.9984818731,24.3822473403,21.9199862388,24.39,0.939069510456,0.0
38,38,1.1,0.0,12620.1959555,22.08665762,22.9926423299,24.3874399491,21.9176734609,24.39,0.939069510456,0.0
39,39,1.1,0.0,12620.1959555,22.0794841485,22.9872012168,24.3890166446,21.9154999024,24.39,0.939069510456,0.0
40,40,1.1,0.0,12620.1959555,22.0724725537,22.9820330851,24.3894999746,21.9134422289,24.39,0.939069510456,0.0
41,41,1.1,0.0,12620.1959555,22.0655987276,22.9770723246,24.3896487005,21.9114809881,24.39,0.939069510456,0.0
42,42,1.1,0.0,12620.1959555,22.0589042874,22.9722920303,24.3896956507,21.9096021695,24.39,0.939069510456,0.0
43,43,1.1,0.0,12620.1959555,22.052424578,22.9676863138,24.3897114106,21.9077985719,24.39,0.939069510456,0.0
44,44,1.1,0.0,12620.1959555,22.0461064311,22.9632171872,24.3897168769,21.9060543492,24.39,0.939069510456,0.0
45,45,1.1,0.0,12620.1959555,22.0399456813,22.9588738953,24.3897197529,21.9043643282,24.39,0.939069510456,0.0
46,46,1.1,0.0,12620.1959555,22.0339570457,22.9546594084,24.3897215858,21.9027281938,24.39,0.939069510456,0.0
47,47,1.1,0.0,12620.1959555,22.0280862938,22.9505448461,24.389722316,21.9011340839,24.39,0.939069510456,0.0
48,48,1.15,0.0,12620.1959555,22.0222000823,22.9464056867,24.4317483259,21.8996331852,24.45,0.939069510456,0.0
49,49,1.2,0.0,12620.1959555,22.0154199668,22.9417439358,24.4443052991,21.8980590348,24.45,0.939069510456,0.0
50,50,1.25,0.0,12620.1959555,22.0089969034,22.9371259338,24.4481019427,21.8965742297,24.45,0.939069510456,0.0
51,51,1.3,0.0,12620.1959555,22.0027234425,22.9325029508,24.4492359235,21.8951246314,24.45,0.939069510456,0.0
52,52,1.35,0.0,12620.1959555,21.9965815664,22.9279118305,24.4495764525,21.8936992861,24.45,0.939069510456,0.0
53,53,1.4,0.0,12620.1959555,21.9905864188,22.9233844824,24.4496788761,21.892298966,24.45,0.939069510456,0.0
54,54,1.45,0.0,12620.1959555,21.9847380513,22.9189302214,24.4497096894,21.8909240924,24.45,0.939069510456,0.0
55,55,1.5,0.0,12620.1959555,21.9790031171,22.9145343677,24.4497187696,21.8895690011,24.45,0.939069510456,0.0
56,56,1.55,0.0,12620.1959555,21.973373263,22.9101909485,24.4497217198,21.8882309784,24.45,0.939069510456,0.0
57,57,1.6,0.0,12620.1959555,21.9678719876,22.9059104899,24.4497230504,21.8869133136,24.45,0.939069510456,0.0
58,58,1.65,0.0,12620.1959555,21.9624779305,22.9016838192,24.4497234109,21.8856123607,24.45,0.939069510456,0.0
59,59,1.7,0.0,12620.1959555,21.957194846,22.8975135083,24.4497237503,21.8843288146,24.45,0.939069510456,0.0
60,60,1.7,0.0,12620.1959555,21.952641589,22.8937355131,24.4078458046,21.8829974876,24.39,0.939069510456,0.0
61,61,1.7,0.0,12620.1959555,21.949808853,22.8909407191,24.3952067073,21.8817948788,24.39,0.939069510456,0.0
62,62,1.7,0.0,12620.1959555,21.9471261903,22.8884487883,24.3914184479,21.8805451505,24.39,0.939069510456,0.0
63,63,1.7,0.0,12620.1959555,21.9446403376,22.8862342319,24.3902873505,21.8793116197,24.39,0.939069510456,0.0
64,64,1.7,0.0,12620.1959555,21.9421948834,22.8841553081,24.3899416096,21.8780906995,24.39,0.939069510456,0.0
65,65,1.7,0.0,12620.1959555,21.939763552,22.8821462569,24.3898341703,21.8768786961,24.39,0.939069510456,0.0
66,66,1.7,0.0,12620.1959555,21.937388083,22.8801991179,24.3898014981,21.8756779474,24.39,0.939069510456,0.0
67,67,1.7,0.0,12620.1959555,21.9350659728,22.8783034803,24.3897926168,21.874485469,24.39,0.939069510456,0.0
68,68,1.7,0.0,12620.1959555,21.9328100688,22.8764636954,24.3897913731,21.8733032871,24.39,0.939069510456,0.0
69,69,1.7,0.0,12620.1959555,21.9305982353,22.8746684294,24.3897917894,21.8721283622,24.39,0.939069510456,0.0
70,70,1.7,0.0,12620.1959555,21.9284412371,22.8729208461,24.3897927667,21.8709628897,24.39,0.939069510456,0.0
71,71,1.7,0.0,12620.1959555,21.9263218462,22.8712103742,24.3897935599,21.8698039722,24.39,0.939069510456,0.0
72,72,1.74166666667,0.0,12902.7679977,21.9382205812,22.8905892692,24.462398868,21.8884538822,24.5,0.939069510456,0.0
73,73,1.78333333333,0.0,12902.7679977,21.9491255081,22.9156826139,24.4869453021,21.9150895422,24.5,0.939069510456,0.0
74,74,1.825,0.0,12902.7679977,21.95475173,22.9352742215,24.4954453087,21.9386957574,24.5,0.939069510456,0.0
75,75,1.86666666667,0.0,12902.7679977,21.9555703204,22.9467164326,24.498355314,21.9554873326,24.5,0.939069510456,0.0
76,76,1.90833333333,0.0,12902.7679977,21.9545270493,22.9525661305,24.4993357006,21.9664351028,24.5,0.939069510456,0.0
77,77,1.95,0.0,12902.7679977,21.9533926632,22.9557343398,24.4996523147,21.9736418661,24.5,0.939069510456,0.0
78,78,1.99166666667,0.0,12902.7679977,21.952521023,22.9578733343,24.499750374,21.9787160068,24.5,0.939069510456,0.0
79,79,2.03333333333,0.0,12902.7679977,21.9517107625,22.9595654733,24.4997794964,21.9825484677,24.5,0.939069510456,0.0
80,80,2.075,0.0,12902.7679977,21.9507314292,22.9608856004,24.4997856135,21.9855535939,24.5,0.939069510456,0.0
81,81,2.11666666667,0.0,12902.7679977,21.9495433896,22.9618320149,24.4997838251,21.987945738,24.5,0.939069510456,0.0
82,82,2.15833333333,0.0,12902.7679977,21.9481531222,22.9624141554,24.4997790874,21.9898578504,24.5,0.939069510456,0.0
83,83,2.2,0.0,12902.7679977,21.9466530497,22.9627058324,24.4997748187,21.9914046102,24.5,0.939069510456,0.0
84,84,2.2,0.0,13185.3400399,21.9574934488,22.982045915,24.9234101908,22.009827722,25.0,0.939069510456,0.0
85,85,2.2,0.0,13185.3400399,21.9704620867,23.009463175,24.987661684,22.0376557577,25.0,0.939069510456,0.0
