,t11,t12,t13,t14,t15,t16,t17,t18
972,21.4150193765,21.0044746172,22.2312817801,22.2997887997,21.082848574,22.6538083333,23.0208517906,22.2312817801
973,21.4138587707,20.9993594515,22.2182854063,22.1806068332,21.0783700096,22.6188453481,22.9095575948,22.2182854063
974,21.412710309,20.9939393304,22.2045998987,22.0602668543,21.0736396197,22.5832671152,22.7976067772,22.2045998987
975,21.4115642415,20.9882229573,22.1901724652,21.9411090839,21.0686631059,22.5476605976,22.687377121,22.1901724652
976,21.410429959,20.9822364974,22.1750294994,21.8241674476,21.063467376,22.5123591516,22.5798042187,22.1750294994
977,21.409294389,20.9760014311,22.1591767263,21.699854714,21.0580774927,22.4755937247,22.4654080309,22.1591767263
978,21.4081653791,20.9696053513,22.1426588813,21.5717035776,21.0526374897,22.437416752,22.3491963395,22.1426588813
979,21.4070316125,20.9631710362,22.1254511788,21.443427298,21.0473871515,22.3981049157,22.2337494284,22.1254511788
980,21.4356257268,20.9575773176,22.1569032369,21.3638304553,21.0433871193,22.458063119,22.321868925,22.1569032369
981,21.4745883192,20.9529387643,22.1992969798,21.2923346007,21.0407922874,22.5445463944,22.4282469606,22.1992969798
982,21.5081678164,20.9494483762,22.2257017691,21.1771260091,21.0398096077,22.5966688054,22.4201129389,22.2257017691
983,21.5312916195,20.9466368759,22.2325894572,21.0406759942,21.0396049552,22.609112225,22.3314673753,22.2325894572
984,21.5456951408,20.9440299057,22.2275904825,20.9175910677,21.0392742519,22.6004283549,22.2337175352,22.2275904825
985,21.554642853,20.941365548,22.2180291581,20.8185899173,21.0383288191,22.5861278921,22.1586179191,22.2180291581
986,21.5605909372,20.938638723,22.2076128069,20.7378896562,21.0367839912,22.5727403313,22.1038518921,22.2076128069
987,21.5648492342,20.9359402347,22.197321648,20.6673084533,21.0348694827,22.5611233117,22.0583437519,22.197321648
988,21.5680285407,20.9333733167,22.187153859,20.6024102471,21.0328395084,22.5505016123,22.0156971101,22.187153859
989,21.5704319001,20.9310080094,22.177036636,20.5419707427,21.0308755778,22.5402972001,21.9747786982,22.177036636
990,21.5722380535,20.9288671215,22.1670008423,20.4858496186,21.0290645823,22.5303566433,21.9362816837,22.1670008423
991,21.5735926523,20.9269602249,22.1571689774,20.4339256756,21.027451927,22.5207759622,21.9007146353,22.1571689774
992,21.6588544617,20.9490822435,22.2625304426,20.4941014774,21.0792763734,22.6364666334,22.0234038895,22.2625304426
993,21.77677969,20.9787224793,22.3978767641,20.5685248096,21.1512483486,22.7849439811,22.1525822709,22.3978767641
994,21.8821953862,21.0046130698,22.5027132363,20.609165168,21.2148478965,22.9009744407,22.2212877674,22.5027132363
995,21.9603034,21.0231663069,22.5646641092,20.6128403449,21.2607099107,22.9698463803,22.2339424167,22.5646641092
996,22.0163728931,21.0363910712,22.5986831982,20.5989995866,21.2925519405,23.0068458714,22.224446282,22.5986831982
997,22.0567603346,21.0469785758,22.6206653125,20.5821026177,21.3164048541,23.0289893775,22.2142087371,22.6206653125
998,22.086716782,21.056569785,22.6390809188,20.5669694511,21.3363188539,23.0457590897,22.2082162756,22.6390809188
999,22.1097703036,21.0657839085,22.6564536028,20.5532851751,21.3541306539,23.0603662247,22.2041719259,22.6564536028
1000,22.1281028868,21.0747227217,22.6728253643,20.5398615253,21.3704556841,23.0732675429,22.1996166462,22.6728253643
1001,22.1430674588,21.0833396558,22.6878678605,20.5261681864,21.3854853474,23.0843757821,22.1938333006,22.6878678605
1002,22.1555749455,21.0916098158,22.7015658569,20.5123188103,21.3993629087,23.0938335755,22.187238874,22.7015658569
1003,22.1662632525,21.0995367764,22.7141031586,20.4985384322,21.4122382086,23.1019340931,22.1803141728,22.7141031586
1004,22.1945950997,21.1135993261,22.7502854405,20.5065781556,21.438940871,23.1288090702,22.1848324517,22.7502854405
1005,22.2308857477,21.1305814627,22.7955141223,20.5220068521,21.4720441495,23.163658619,22.1942389049,22.7955141223
1006,22.2629860156,21.1459218747,22.8325705593,20.5274104035,21.5018229402,23.1914131474,22.1954620116,22.8325705593
1007,22.2876105524,21.1589396068,22.8594310957,20.524342141,21.526066273,23.2107304014,22.1920317965,22.8594310957
1008,22.3057731664,21.1701162781,22.8791404391,20.5169147521,21.5457194926,23.2239795759,22.186678267,22.8791404391
1009,22.3197072588,21.1801879414,22.8952455906,20.5082808392,21.5624795906,23.2340004579,22.1809977671,22.8952455906
1010,22.3311751962,21.1896402647,22.9097909119,20.4996035931,21.5775542381,23.242490935,22.1753549997,22.9097909119
1011,22.3411454357,21.1986602845,22.9234306022,20.4908099589,21.5915107371,23.2500312189,22.1694501757,22.9234306022
1012,22.3500944339,21.2073027283,22.9362653221,20.481699086,21.6045810139,23.2567733115,22.1631351657,22.9362653221
1013,22.3582631936,21.2155795795,22.9482858619,20.472207814,21.6168689074,23.2627684074,22.1564197139,22.9482858619
1014,22.3657751128,21.2234782478,22.9594808202,20.4623574949,21.628416216,23.2680458229,22.1493359918,22.9594808202
1015,22.3727677663,21.2310286941,22.9699617028,20.4522766597,21.6393144033,23.2727370036,22.1420281757,22.9699617028
1016,22.3800884408,21.2388933111,22.9814596063,20.487130557,21.650440952,23.2793590682,22.1402979391,22.9814596063
1017,22.3857376358,21.2454653183,22.9893647584,20.4899021001,21.6597818685,23.2823788159,22.1327328609,22.9893647584
1018,22.3913414866,21.2520228028,22.9974886522,20.4897967081,21.6689893154,23.286329835,22.1288650625,22.9974886522
1019,22.3970862975,21.2586634614,23.0061365904,20.4898890028,21.6782069052,23.2914397516,22.1282249845,23.0061365904
1020,22.4026534897,21.2650914141,23.0144354673,20.4915537536,21.6870803118,23.296535361,22.1277227204,23.0144354673
1021,22.4080554833,21.2712987741,23.0223552549,20.489017835,21.6956184333,23.3015170326,22.1271561376,23.0223552549
1022,22.4132750672,21.2772684911,23.0298527446,20.4891531044,21.7038115803,23.306295846,22.1265498439,23.0298527446
1023,22.4183465578,21.2830309643,23.0370210154,20.4908570689,21.7117059121,23.3109602278,22.1262240968,23.0370210154
1024,22.4232739777,21.2885929588,23.0438774985,20.4901479756,21.7193154453,23.3155094784,22.1261807902,23.0438774985
1025,22.4280839207,21.2939790604,23.0504846716,20.49057876,21.7266761991,23.3199989576,22.1264791069,23.0504846716
1026,22.4327868332,21.2992002069,23.056862271,20.4896993739,21.7338064247,23.3244332623,22.1270672708,23.056862271
1027,22.4373901289,21.3042654201,23.0630244321,20.4906954819,21.7407214507,23.3288120825,22.1279070926,23.0630244321
1028,22.4558973597,21.3089700324,23.0920520339,20.492844223,21.7471684818,23.3795962352,22.2300729245,23.0920520339
1029,22.4800537624,21.3139722541,23.1283077966,20.4968291931,21.7539722219,23.4442878361,22.3451413822,23.1283077966
1030,22.5009400765,21.3187290476,23.1564927426,20.4978854873,21.7604148265,23.4933620343,22.4107406462,23.1564927426
1031,22.5164071444,21.3235003062,23.1750400526,20.4975403448,21.7668042462,23.5229027307,22.4326320037,23.1750400526
1032,22.5274572348,21.3283145586,23.1872562305,20.4964888988,21.773169415,23.5394022982,22.4355885513,23.1872562305
1033,22.5358238377,21.3331767897,23.1966409413,20.4951530309,21.7795229114,23.5498976205,22.4365021841,23.1966409413
1034,22.5427858685,21.3380876476,23.205142653,20.4937389995,21.7858789602,23.5583588395,22.4401453879,23.205142653
1035,22.5489861807,21.3430126417,23.2133392815,20.4921897155,21.7922092515,23.566080206,22.4451152969,23.2133392815
1036,22.5547071915,21.3479246938,23.221272012,20.4904921675,21.7984938712,23.5732444221,22.4495643961,23.221272012
1037,22.5600809296,21.3528062622,23.2288981616,20.4886814709,21.8047224247,23.5798296619,22.4529265816,23.2288981616
1038,22.5651582846,21.3576200882,23.2361512826,20.4866722593,21.8108563798,23.5858002737,22.4553063371,23.2361512826
1039,22.5700236372,21.3623737736,23.2431212677,20.4845906883,21.8169118196,23.591327684,22.4572367721,23.2431212677
1040,22.5549046258,21.3597769646,23.223240727,20.4570977525,21.8072050669,23.5743421227,22.4426866584,23.223240727
1041,22.5326793876,21.3548980761,23.1965570678,20.4284977938,21.7916098545,23.5525166402,22.4318318945,23.1965570678
1042,22.5127238931,21.3500191027,23.1738821275,20.4036915593,21.7770195335,23.5329385658,22.4203468492,23.1738821275
1043,22.4998020257,21.3471929305,23.1613403563,20.3889082493,21.7674591539,23.5217911334,22.4152050085,23.1613403563
1044,22.4927944869,21.3459359523,23.155779763,20.3795771836,21.7620138711,23.5165622923,22.4129542298,23.155779763
1045,22.4893747564,21.3453975283,23.1531852957,20.3715469767,21.7588569695,23.5139117963,22.410591976,23.1531852957
1046,22.4878560309,21.3450690371,23.1513635453,20.3633727839,21.7567613696,23.5120273915,22.4074512159,23.1513635453
1047,22.4873769364,21.3447783418,23.1496775896,20.3551565006,21.7551911653,23.5103879068,22.4040038208,23.1496775896
1048,22.4875562168,21.3445014439,23.1481164687,20.3472170277,21.7539696596,23.508966451,22.400655223,23.1481164687
1049,22.4882284339,21.3442618293,23.146793502,20.3397256681,21.7530546485,23.507844099,22.3975840916,23.146793502
1050,22.4892867601,21.3440730535,23.14573867,20.3326573977,21.7524152104,23.5070301415,22.3947589364,23.14573867
1051,22.4906361696,21.3439312909,23.1449051776,20.325908142,21.752006546,23.5064659819,22.392076857,23.1449051776
1052,22.4333740512,21.323266453,23.066715648,20.2468158359,21.7061077423,23.441983192,22.3451029278,23.066715648
1053,22.3525738594,21.2952468649,22.9651620321,20.1560975732,21.6417944601,23.3584412752,22.297787313,22.9651620321
1054,22.2795095619,21.2702718972,22.8833263371,20.0879813391,21.5844608232,23.2898349199,22.2641343477,22.8833263371
1055,22.2240732189,21.2517800878,22.8317381498,20.0467877705,21.5427836891,23.2456837174,22.24536229,22.8317381498
1056,22.1853317915,21.2382166598,22.8006442703,20.0200338979,21.5137997944,23.2188179934,22.2329925272,22.8006442703
1057,22.158653941,21.2271635048,22.7784924468,19.99722494,21.4920815628,23.2000802764,22.2208206169,22.7784924468
1058,22.1397011048,21.2171418403,22.7590588674,19.9745466696,21.4739584627,23.1843349043,22.2076106609,22.7590588674
1059,22.125587701,21.2075965576,22.7405324913,19.9520267867,21.4577789659,23.1698955691,22.1942548874,22.7405324913
1060,22.1146597618,21.1984337541,22.7229456001,19.9304518318,21.4430055346,23.1565884617,22.1815895996,22.7229456001
1061,22.1059767603,21.1896744152,22.7065529031,19.9101336785,21.4294639986,23.1444823182,22.1697918108,22.7065529031
1062,22.0989564769,21.1813311859,22.6913891188,19.8909341423,21.4170333927,23.1335293068,22.1587220498,22.6913891188
1063,22.0931947912,21.1733900536,22.6773237772,19.8726044036,21.4055792679,23.1235783751,22.1482171643,22.6773237772
1064,22.0918633739,21.1705048326,22.6719294775,19.920319152,21.4016791415,23.1200023869,22.1434108944,22.6719294775
1065,22.0865146468,21.1614365575,22.6557040181,19.9197745706,21.3891612935,23.108811587,22.1305240617,22.6557040181
1066,22.0814507887,21.1524473338,22.6403645675,19.9210287907,21.3768958606,23.0985928972,22.1200191545,22.6403645675
1067,22.0775794528,21.1449574561,22.6281186462,19.9209353036,21.3669031576,23.0907085136,22.1122931978,22.6281186462
1068,22.0746954819,21.1386670223,22.6181422756,19.9206818293,21.3587195389,23.084510642,22.1060062927,22.6181422756
1069,22.0723583112,21.1329638961,22.6091709087,19.9213675775,21.3514491853,23.0790613271,22.1000198909,22.6091709087
1070,22.0702895372,21.1275064996,22.6005814878,19.9191132068,21.3445899335,23.0738797535,22.0939293748,22.6005814878
1071,22.0683751174,21.1222047161,22.5922644692,19.9211109304,21.3379992722,23.0688565227,22.0879031193,22.5922644692
1072,22.0665975378,21.1170853326,22.5843236344,19.9219126695,21.3316992723,23.0640599759,22.082095142,22.5843236344
1073,22.0649577462,21.1121812892,22.5767957745,19.9207266531,21.3257227987,23.0595434331,22.0766536122,22.5767957745
1074,22.0634487596,21.1075010161,22.5696626707,19.9204969975,21.3200713647,23.0553068651,22.0714755151,22.5696626707
1075,22.0620511265,21.1030311532,22.5628753818,19.9205728774,21.3147190815,23.0513071943,22.0665434794,22.5628753818
1076,22.0615152962,21.0988584491,22.5575821055,20.2029336603,21.309895776,23.0490113859,22.0645287307,22.5575821055
1077,22.0602818001,21.0936037641,22.5501568033,20.2277522963,21.3038779728,23.043972584,22.0562744626,22.5501568033
1078,22.058881726,21.0878550093,22.5422114536,20.2316709489,21.2973704487,23.0380945353,22.0466518709,22.5422114536
1079,22.0574673257,21.0819303919,22.5343971636,20.2314578768,21.2907188967,23.0321123241,22.0374076849,22.5343971636
1080,22.0564437135,21.0762661104,22.5276850113,20.231887262,21.2844376671,23.0272115523,22.0306245344,22.5276850113
1081,22.0555176247,21.0706730522,22.5213221609,20.2308915538,21.2782677097,23.0225067342,22.0239784955,22.5213221609
1082,22.0546418426,21.065133983,22.5151555741,20.2311280408,21.2721808202,23.0178533735,22.0171200243,22.5151555741
1083,22.0538345535,21.0596742635,22.5092097661,20.2302982285,21.2662061924,23.0133178733,22.0103162119,22.5092097661
1084,22.0530585802,21.05427224,22.5033965623,20.2303496014,21.2603134005,23.0088182969,22.0035046907,22.5033965623
1085,22.0523256817,21.0489432019,22.4977425572,20.2290084909,21.2545189514,23.0044056033,21.9968423784,22.4977425572
1086,22.0516269906,21.0436836095,22.4922236001,20.2317700696,21.2488157297,23.0000641603,21.990296473,22.4922236001
1087,22.0509444545,21.0384812159,22.4867957653,20.2303928243,21.2431861108,22.9957511247,21.9837751749,22.4867957653
1088,22.0307934858,21.0273777082,22.4567287546,20.356551604,21.2232875442,22.9714189772,21.96531968,22.4567287546
1089,22.0020449054,21.0145283339,22.4188274259,20.3701483931,21.1979155094,22.9404148405,21.9458127524,22.4188274259
1090,21.9765130297,21.0038363396,22.3889094042,20.3692394719,21.1762025453,22.9159912239,21.9338281043,22.3889094042
1091,21.9579164831,20.9958412747,22.3693799527,20.3699301783,21.1602840048,22.9000052889,21.9269770909,22.3693799527
1092,21.9453332938,20.9897553676,22.3568195826,20.3694416402,21.1488228148,22.88979768,21.9220759623,22.3568195826
1093,21.9366090878,20.9846880396,22.3474699652,20.3704932275,21.1399094237,22.8823949358,21.9173443928,22.3474699652
1094,21.9300760863,20.9801313938,22.33929885,20.3712682109,21.1323230668,22.8761481887,21.9124813973,22.33929885
1095,21.9247950183,20.9758809738,22.3316381172,20.3706588397,21.1255055344,22.8704591852,21.9077037438,22.3316381172
1096,21.9203183535,20.9718830039,22.3244188145,20.3688430312,21.1192598443,22.8652148145,21.9032089318,22.3244188145
1097,21.9164338801,20.9681310652,22.3176872288,20.3693332723,21.1135186378,22.860418271,21.8990533166,22.3176872288
1098,21.9130097861,20.9646167035,22.3114298025,20.3700521283,21.1082314381,22.8560379679,21.8951824133,22.3114298025
1099,21.909945508,20.9613256293,22.3055900821,20.3695506741,21.1033459239,22.8520164545,21.8915389674,22.3055900821
1100,21.9072764043,20.957759058,22.2998287391,20.4867040013,21.0983506273,22.8480291886,21.8874085236,22.2998287391
1101,21.9045825922,20.9534533295,22.2931832325,20.5004753709,21.0926772413,22.8428998029,21.8805830899,22.2931832325
1102,21.9021882621,20.9488472638,22.2866749851,20.5004740367,21.0868235637,22.8378404064,21.8739406437,22.2866749851
1103,21.8999366651,20.9440480094,22.2802084721,20.5009094285,21.0808525545,22.8326999542,21.8671795028,22.2802084721
1104,21.8978023178,20.9392000352,22.2738975876,20.499214393,21.0748969377,22.8276072699,21.8605038303,22.2738975876
1105,21.8957644879,20.9343716369,22.2677700854,20.5009486996,21.0690166552,22.8226069844,21.8539340429,22.2677700854
1106,21.8938090452,20.9295874765,22.2618152882,20.4996553777,21.0632306234,22.8177054989,21.8474476035,22.2618152882
1107,21.8919223698,20.9248517942,22.256005557,20.5006782087,21.0575377226,22.8128874685,21.8410114289,22.256005557
1108,21.8900996148,20.9201694326,22.2503315108,20.5011235587,21.0519393072,22.8081557796,21.8346461508,22.2503315108
1109,21.888335198,20.9155423974,22.2447825369,20.5018230862,21.0464336438,22.8035082451,21.8283595133,22.2447825369
1110,21.8866185712,20.910967454,22.2393381159,20.5007300509,21.0410128423,22.7989288923,21.8221139449,22.2393381159
1111,21.884943872,20.9064435638,22.2339885609,20.5000404127,21.0356724159,22.7944084768,21.8159024818,22.2339885609
1112,21.8832607842,20.9022374774,22.2289080087,20.2812219918,21.030668419,22.7901194676,21.8101505788,22.2289080087
1113,21.8818095571,20.8986220031,22.2246842207,20.2617573136,21.0263219212,22.786795164,21.8062943458,22.2246842207
1114,21.8801543454,20.8951750474,22.2202110965,20.2620029835,21.0221191079,22.783120193,21.8014547213,22.2202110965
1115,21.8785912142,20.8920223463,22.2160449348,20.2604849528,21.0182508944,22.7798230644,21.7972543446,22.2160449348
1116,21.8770912192,20.8890542778,22.2120188653,20.2591637116,21.0145979926,22.7767245233,21.7933252,22.2120188653
1117,21.8756265416,20.8862029903,22.2080381171,20.2620640777,21.0110833261,22.7737024815,21.7894296627,22.2080381171
1118,21.8741819629,20.8834379117,22.2040837666,20.2609200033,21.0076707631,22.7707116377,21.7855094028,22.2040837666
1119,21.8727549717,20.880749846,22.2001826482,20.2616048008,21.0043488846,22.7677569956,21.7816075601,22.2001826482
1120,21.8713441456,20.8781331886,22.1963386776,20.2616061226,21.0011104256,22.7648453745,21.7777530671,22.1963386776
1121,21.8699532222,20.8755863482,22.192554877,20.2622252993,20.9979534115,22.7619917399,21.7739772956,22.192554877
1122,21.8685787381,20.8731021182,22.188820854,20.2613746069,20.9948688947,22.759187124,21.7702570135,22.188820854
1123,21.8672222182,20.8706777306,22.1851419981,20.2613533979,20.9918536032,22.7564351802,21.766598868,22.1851419981
1124,21.8654472505,20.8681977988,22.1807981857,20.1611367634,20.9887003833,22.7527572763,21.761019017,22.1807981857
1125,21.8644470505,20.8666649305,22.1785041057,20.1523991295,20.9866664419,22.7514632716,21.7602528574,22.1785041057
1126,21.8632289454,20.8652170295,22.1758224675,20.14969192,20.9846743388,22.7496054697,21.7577394806,22.1758224675
1127,21.8618795828,20.8638481083,22.1729134673,20.1518815926,20.9827414241,22.7474199111,21.7542734582,22.1729134673
1128,21.8606137214,20.862671717,22.170241317,20.1503597628,20.9810272076,22.7455052859,21.7513458522,22.170241317
1129,21.8593450901,20.8615853293,22.1675852347,20.1509891402,20.9794080808,22.7436012769,21.7484261494,22.1675852347
1130,21.8580815728,20.860580182,22.1649628604,20.1513701743,20.9778755221,22.7417254151,21.7455331095,22.1649628604
1131,21.8568343374,20.8596574997,22.1624039551,20.1498021637,20.9764321288,22.7399070039,21.7427080906,22.1624039551
1132,21.8555885572,20.8588004197,22.1598796988,20.1494027693,20.9750572232,22.7381050488,21.73986117,22.1598796988
1133,21.8543525845,20.8580113264,22.1574128185,20.1515455206,20.973754608,22.7363446586,21.7370547948,22.1574128185
1134,21.8531322617,20.8572907547,22.1550162523,20.1498333144,20.9725256893,22.7346415061,21.7343254519,22.1550162523
1135,21.8519081337,20.8566200126,22.1526463531,20.1511944563,20.9713473576,22.7329421464,21.7315668002,22.1526463531
1136,21.8697256072,20.8624129442,22.1754667897,20.1314223544,20.9849284227,22.751214851,21.7409887125,22.1754667897
1137,21.8994374152,20.8715777174,22.2097350405,20.1306745622,21.0069845271,22.779366613,21.7519029963,22.2097350405
1138,21.9241904312,20.8787762706,22.2343666141,20.1308093401,21.0247726825,22.7999483107,21.7561257529,22.2343666141
1139,21.9406414956,20.8833099425,22.2475411797,20.1307058299,21.0362098231,22.811099561,21.7549742927,22.2475411797
1140,21.9507584176,20.8860914838,22.2538367041,20.1319505575,21.0432148866,22.8162392697,21.7514834679,22.2538367041
1141,21.9572362219,20.8880888867,22.2575181609,20.1318542124,21.0480183857,22.8187806846,21.7475655563,22.2575181609
1142,21.9618499153,20.8898336892,22.2606439987,20.1293814662,21.051907742,22.8205152778,21.7438054012,22.2606439987
1143,21.9654088571,20.8914687994,22.2636104197,20.1309738169,21.0553225073,22.8218737915,21.7399033362,22.2636104197
1144,21.9682450912,20.8930010745,22.2663092756,20.1293766844,21.0583565681,22.8228648009,21.7356822678,22.2663092756
1145,21.97051751,20.894414076,22.2686303998,20.1303736073,21.0610288198,22.8234496235,21.7311123631,22.2686303998
1146,21.9723389365,20.8957022306,22.270565689,20.1306694423,21.0633687287,22.8236418395,21.7262267082,22.270565689
1147,21.9737936551,20.8968611701,22.2721381593,20.131111995,21.0654065904,22.8234601836,21.7210046118,22.2721381593
1148,21.995079526,20.9049770259,22.3000167844,20.3945784034,21.0827833475,22.8452463219,21.7319205803,22.3000167844
1149,22.0238192336,20.9148332336,22.3339224935,20.4171510238,21.1053439361,22.871493929,21.7391369955,22.3339224935
1150,22.0497966585,20.9234209445,22.3610806057,20.4210482666,21.1251810051,22.892618281,21.74191606,22.3610806057
1151,22.0691321473,20.9296875085,22.3782898582,20.4206457022,21.1395881209,22.9055917193,21.7399238746,22.3782898582
1152,22.0826635981,20.9342419208,22.3888987497,20.4198724779,21.1497114348,22.919611919,21.763727266,22.3888987497
1153,22.0923462629,20.9379183604,22.3967410918,20.4213739268,21.1573752399,22.9339426002,21.796727543,22.3967410918
1154,22.0996960906,20.9412418157,22.4039948488,20.4209719975,21.163806048,22.9492971954,21.8356831467,22.4039948488
1155,22.1055819492,20.944440636,22.4115125477,20.4205096949,21.1695792562,22.9682117502,21.8885069726,22.4115125477
1156,22.1104457606,20.9476010727,22.4196114405,20.4197826988,21.1749178129,22.9907821698,21.9546961278,22.4196114405
1157,22.1145247034,20.9507747625,22.4284465618,20.420249826,21.179928498,23.0161388817,22.0308524275,22.4284465618
1158,22.1179910837,20.9540286652,22.4380851947,20.4195903218,21.1847166105,23.0443244417,22.1169520414,22.4380851947
1159,22.1209737033,20.9574318082,22.4484279685,20.4217811762,21.1893827516,23.0750703986,22.2110874189,22.4484279685
1160,22.0939031312,20.9592383796,22.4066472525,20.3165080298,21.19154209,22.9981330289,22.0613751683,22.4066472525
1161,22.0549817526,20.9625108619,22.3555747325,20.2393962153,21.1954226709,22.9085664721,21.9412475936,22.3555747325
1162,22.0201496254,20.9665877842,22.3208348167,20.2547531387,21.2002083502,22.8562840907,21.9440103367,22.3208348167
1163,21.9959816048,20.9711242923,22.3072277857,20.3531753567,21.2054417368,22.8475237101,22.0438161974,22.3072277857
1164,21.9813326618,20.9757840535,22.3072036567,20.4964189037,21.2106864146,22.8668689145,22.1832908728,22.3072036567
1165,21.981111535,20.9775338557,22.3119053223,20.5860294889,21.2124932001,22.8861979254,22.2613280022,22.3119053223
1166,21.9787001417,20.9811213677,22.318605165,20.7384360635,21.216167815,22.9170122966,22.3921050776,22.318605165
1167,21.9749811039,20.9841571243,22.3227133141,20.8470451893,21.2192531228,22.9361230447,22.4870603505,22.3227133141
1168,21.9683071013,20.9910180488,22.3334751246,21.0730952347,21.2261449089,22.9815041376,22.6795192509,22.3334751246
1169,21.9637665737,20.9973238693,22.3444916211,21.2505198955,21.2323133802,23.0212775133,22.8259634498,22.3444916211
1170,21.9607541379,21.0033555009,22.3559166513,21.4063665197,21.2380638262,23.0581120765,22.9521165369,22.3559166513
1171,21.9587273011,21.0094331314,22.3681453545,21.5573555399,21.2437289575,23.0943758877,23.0745852846,22.3681453545
1172,21.9374587672,21.0083546081,22.3548853405,21.6813482154,21.2336769664,23.109069539,23.1827865815,22.3548853405
1173,21.9089724167,21.0049211523,22.3356821405,21.8014929712,21.2175673805,23.1187549029,23.2935353282,22.3356821405
1174,21.8833489451,21.0020269212,22.3228746231,21.921528079,21.2031434814,23.1311312204,23.400861888,22.3228746231
1175,21.8650137785,21.0013884472,22.3209908807,22.0488372496,21.1939476764,23.1514680078,23.512052655,22.3209908807
1176,21.852980057,21.0026143495,22.3267077545,22.1830512127,21.1891026388,23.1783602772,23.6284908714,22.3267077545
1177,21.8449032963,21.004888278,22.3359989135,22.3213783688,21.1867773459,23.2089741116,23.748658815,22.3359989135
1178,21.8390272891,21.0077151602,22.3468045989,22.4575990818,21.1857564681,23.2406509342,23.8364497429,22.3468045989
1179,21.8344270359,21.0109249259,22.3586096377,22.5893157674,21.1855234603,23.2722749868,23.846949037,22.3586096377
1180,21.8305616735,21.014394414,22.3711824036,22.7172118356,21.1857965003,23.3035001363,23.8482890104,22.3711824036
1181,21.8272872992,21.01817268,22.384716078,22.8433864355,21.1865834864,23.3347819829,23.8484332597,22.384716078
1182,21.8244798433,21.0222560616,22.39916364,22.9688708621,21.1878447295,23.3663149527,23.8484381709,22.39916364
1183,21.8220410833,21.0266304404,22.4144176634,23.0939405413,21.1895325109,23.3981396064,23.8484337599,22.4144176634
1184,21.8203157421,21.032183602,22.4317908791,23.2229116157,21.19260026,23.432139265,23.7554284681,22.4317908791
1185,21.818583127,21.0385298725,22.4497852246,23.3532074257,21.196498991,23.4666001911,23.7410200235,22.4497852246
1186,21.816803351,21.0455078209,22.468276277,23.4842009849,21.2010559157,23.5013521485,23.7388692368,22.468276277
1187,21.8151016635,21.053012413,22.4874382404,23.6158093226,21.2061877855,23.5365509556,23.7385544102,22.4874382404
1188,21.8135572383,21.0609542935,22.5073341048,23.7284859552,21.2118140815,23.5722404759,23.7385154791,22.5073341048
1189,21.8122051739,21.0692791087,22.5279546065,23.7385861954,21.2178791079,23.6084090271,23.7385168112,22.5279546065
1190,21.8109292659,21.0778592974,22.5489910141,23.7396113216,21.2242232166,23.6439618977,23.7385226837,22.5489910141
1191,21.8097399316,21.0866850696,22.5704088368,23.7397024811,21.2308349765,23.6785588647,23.7385323981,22.5704088368
1192,21.8086260582,21.0957273271,22.592061501,23.7397036951,21.237681292,23.7122809239,23.7385402534,22.592061501
1193,21.8076593583,21.1050175138,22.6139481729,23.7397016959,21.2448086162,23.7376640476,23.7385524008,22.6139481729
1194,21.806912671,21.1145850186,22.6360650519,23.7397043687,21.2522615201,23.7392316562,23.7385686917,22.6360650519
1195,21.8060261569,21.1241207667,22.6575191801,23.7396931865,21.2596550355,23.7393300984,23.7385602942,22.6575191801
1196,21.7769237612,21.134457626,22.633673553,23.567613759,21.2681441582,23.5547777062,23.5760357081,22.633673553
1197,21.7343004458,21.142150248,22.5921173421,23.543082869,21.2734225251,23.4602020893,23.5451561025,22.5921173421
1198,21.6985041451,21.1499132776,22.568344224,23.5401261011,21.2790051758,23.4678976055,23.5399910736,22.568344224
1199,21.6742814222,21.157571067,22.5645851582,23.5397182106,21.2847179193,23.5127524991,23.5391038583,22.5645851582
1200,21.6593385575,21.164951893,22.5721701626,23.5396784028,21.2903560812,23.5377272247,23.5390017454,22.5721701626
1201,21.6496939034,21.1717818009,22.5828346372,23.5396808412,21.2955327407,23.5393124509,23.5390116347,22.5828346372
1202,21.6425567998,21.1780134236,22.5929136352,23.5396912257,21.3001194391,23.5394315828,23.5390374811,22.5929136352
1203,21.6369234159,21.1840098921,22.6025928516,23.5397125127,21.3045241373,23.5394492967,23.5390725163,22.6025928516
1204,21.6322283518,21.1898096708,22.6120591562,23.539728651,21.3087759696,23.5394620837,23.5390984421,22.6120591562
1205,21.6282396207,21.1954115408,22.621439737,23.5397447509,21.3128811925,23.5394758603,23.5391219515,22.621439737
1206,21.6248165509,21.2007845368,22.6306279317,23.539759404,21.316820904,23.5394895174,23.5391419337,22.6306279317
1207,21.6218605787,21.2059063611,22.6394656463,23.539772255,21.3205872437,23.5395019565,23.5391573329,22.6394656463
1208,21.61873644,21.2104883439,22.6468298272,23.7160452838,21.3237856197,23.5593236668,23.7060232862,22.6468298272
1209,21.6161837369,21.2152263055,22.6545848985,23.7365703297,21.3272916881,23.5832131373,23.7332312836,22.6545848985
1210,21.6139301155,21.2199001357,22.6621337511,23.7393796659,21.3308331771,23.5980602298,23.7381496128,22.6621337511
1211,21.6120837717,21.2245737071,22.6697558603,23.7397420515,21.334499993,23.6030224334,23.7389945788,22.6697558603
