,tout,s,i,t1,t2,t3,t4,sp0,m,rh
0,-2.29166666667,0.0,1738.92367096,22.9770101234,20.0938294865,23.4218986895,22.1728226601,24.0,0.145483329227,0.0
1,-1.78333333333,0.0,1738.92367096,22.955427146,20.0764880626,23.3899761595,22.161492952,24.0,0.145483329227,0.0
2,-1.275,0.0,1738.92367096,22.9243969283,20.0532168792,23.3477831072,22.1448946468,24.0,0.145483329227,0.0
3,-0.766666666667,0.0,1738.92367096,22.892222931,20.0312848128,23.3067899171,22.1271490504,24.0,0.145483329227,0.0
4,-0.258333333333,0.0,1738.92367096,22.8662562587,20.0172617499,23.277206979,22.1123952421,24.0,0.145483329227,0.0
5,0.25,0.0,1738.92367096,22.8472481732,20.01110502,23.259462095,22.1017254681,24.0,0.145483329227,0.0
6,0.758333333333,0.0,1738.92367096,22.832772207,20.0098951737,23.249425609,22.0943765954,24.0,0.145483329227,0.0
7,1.26666666667,0.0,1738.92367096,22.8205029636,20.0113440954,23.2432701117,22.0892041632,24.0,0.145483329227,0.0
8,1.775,0.0,1738.92367096,22.8092242671,20.0145083515,23.238928464,22.0853385582,24.0,0.145483329227,0.0
9,2.28333333333,0.0,1738.92367096,22.7985926878,20.019290684,23.235698689,22.0822832099,24.0,0.145483329227,0.0
10,2.79166666667,0.0,1738.92367096,22.788599849,20.02576991,23.233433239,22.0797773735,24.0,0.145483329227,0.0
11,3.3,0.0,1738.92367096,22.7792940402,20.0339811281,23.2321058466,22.0776841001,24.0,0.145483329227,0.0
12,3.20833333333,0.0,1738.92367096,22.7718018889,20.139808193,23.2317551193,22.076429344,24.15,0.145483329227,0.0
13,3.11666666667,0.0,1738.92367096,22.7634575721,20.1496516314,23.2286971008,22.0747840347,24.15,0.145483329227,0.0
14,3.025,0.0,1738.92367096,22.7552606359,20.1497502815,23.2244384201,22.0730952186,24.15,0.145483329227,0.0
15,2.93333333333,0.0,1738.92367096,22.748330635,20.1514767139,23.2207833785,22.0718519398,24.15,0.145483329227,0.0
16,2.84166666667,0.0,1738.92367096,22.7418631814,20.15025931,23.217028379,22.0707407686,24.15,0.145483329227,0.0
17,2.75,0.0,1738.92367096,22.7357748253,20.1502736718,23.2132619666,22.0697429497,24.15,0.145483329227,0.0
18,2.65833333333,0.0,1738.92367096,22.729992303,20.1511176165,23.2094958163,22.0688326095,24.15,0.145483329227,0.0
19,2.56666666667,0.0,1738.92367096,22.7244536003,20.1496045048,23.2057056281,22.0679841468,24.15,0.145483329227,0.0
20,2.475,0.0,1738.92367096,22.7191608287,20.1490185024,23.2019268546,22.0672008776,24.15,0.145483329227,0.0
21,2.38333333333,0.0,1738.92367096,22.7140775307,20.1506948435,23.198143069,22.066471587,24.15,0.145483329227,0.0
22,2.29166666667,0.0,1738.92367096,22.7091484824,20.1499739141,23.1943130614,22.0657760754,24.15,0.145483329227,0.0
