,tout,s,i,t1,t2,t3,t4,sp0,m,rh
40,1.1,0.0,601.085643484,21.1064353926,21.0230437901,22.9820330851,21.9134422289,24.39,0.13577444552,0.0
41,1.1,0.0,601.085643484,21.1011488686,21.0186292204,22.9770723246,21.9114809881,24.39,0.13577444552,0.0
42,1.1,0.0,601.085643484,21.0960664632,21.0143609898,22.9722920303,21.9096021695,24.39,0.13577444552,0.0
43,1.1,0.0,601.085643484,21.091174156,21.0102322127,22.9676863138,21.9077985719,24.39,0.13577444552,0.0
44,1.1,0.0,601.085643484,21.0864504797,21.0062295488,22.9632171872,21.9060543492,24.39,0.13577444552,0.0
45,1.1,0.0,601.085643484,21.0818844711,21.0023471095,22.9588738953,21.9043643282,24.39,0.13577444552,0.0
46,1.1,0.0,601.085643484,21.0774698275,20.9985820629,22.9546594084,21.9027281938,24.39,0.13577444552,0.0
47,1.1,0.0,601.085643484,21.0731888127,20.9949221686,22.9505448461,21.9011340839,24.39,0.13577444552,0.0
48,1.15,0.0,601.085643484,21.0687463209,20.9910654526,22.9464056867,21.8996331852,24.45,0.13577444552,0.0
49,1.2,0.0,601.085643484,21.0638747325,20.986783288,22.9417439358,21.8980590348,24.45,0.13577444552,0.0
50,1.25,0.0,601.085643484,21.0588297394,20.9822994993,22.9371259338,21.8965742297,24.45,0.13577444552,0.0
51,1.3,0.0,601.085643484,21.0536815611,20.9776993388,22.9325029508,21.8951246314,24.45,0.13577444552,0.0
52,1.35,0.0,601.085643484,21.0485076501,20.9730639285,22.9279118305,21.8936992861,24.45,0.13577444552,0.0
53,1.4,0.0,601.085643484,21.0433526462,20.9684377933,22.9233844824,21.892298966,24.45,0.13577444552,0.0
54,1.45,0.0,601.085643484,21.0382336389,20.9638375621,22.9189302214,21.8909240924,24.45,0.13577444552,0.0
55,1.5,0.0,601.085643484,21.0331505916,20.959264134,22.9145343677,21.8895690011,24.45,0.13577444552,0.0
56,1.55,0.0,601.085643484,21.0281037555,20.9547182634,22.9101909485,21.8882309784,24.45,0.13577444552,0.0
57,1.6,0.0,601.085643484,21.0230985716,20.9502048669,22.9059104899,21.8869133136,24.45,0.13577444552,0.0
58,1.65,0.0,601.085643484,21.0181329171,20.9457229027,22.9016838192,21.8856123607,24.45,0.13577444552,0.0
59,1.7,0.0,601.085643484,21.0132083469,20.9412740981,22.8975135083,21.8843288146,24.45,0.13577444552,0.0
60,1.7,0.0,601.085643484,21.0088443976,20.9373909243,22.8937355131,21.8829974876,24.39,0.13577444552,0.0
61,1.7,0.0,601.085643484,21.0053928138,20.9343835551,22.8909407191,21.8817948788,24.39,0.13577444552,0.0
62,1.7,0.0,601.085643484,21.0025155105,20.9319489678,22.8884487883,21.8805451505,24.39,0.13577444552,0.0
63,1.7,0.0,601.085643484,21.0000498937,20.9299094101,22.8862342319,21.8793116197,24.39,0.13577444552,0.0
64,1.7,0.0,601.085643484,20.9978307378,20.9281015575,22.8841553081,21.8780906995,24.39,0.13577444552,0.0
65,1.7,0.0,601.085643484,20.9957720266,20.9264426919,22.8821462569,21.8768786961,24.39,0.13577444552,0.0
66,1.7,0.0,601.085643484,20.9938415787,20.9249029056,22.8801991179,21.8756779474,24.39,0.13577444552,0.0
67,1.7,0.0,601.085643484,20.9920208782,20.923466663,22.8783034803,21.874485469,24.39,0.13577444552,0.0
68,1.7,0.0,601.085643484,20.9903016384,20.9221268888,22.8764636954,21.8733032871,24.39,0.13577444552,0.0
69,1.7,0.0,601.085643484,20.988671622,20.9208730909,22.8746684294,21.8721283622,24.39,0.13577444552,0.0
70,1.7,0.0,601.085643484,20.9871250078,20.9196996867,22.8729208461,21.8709628897,24.39,0.13577444552,0.0
71,1.7,0.0,601.085643484,20.9856521997,20.918598214,22.8712103742,21.8698039722,24.39,0.13577444552,0.0
72,1.74166666667,0.0,857.43099144,20.9991600728,20.9240151397,22.8905892692,21.8884538822,24.5,0.13577444552,0.0
73,1.78333333333,0.0,857.43099144,21.0181251074,20.931270524,22.9156826139,21.9150895422,24.5,0.13577444552,0.0
74,1.825,0.0,857.43099144,21.0340830703,20.936973544,22.9352742215,21.9386957574,24.5,0.13577444552,0.0
75,1.86666666667,0.0,857.43099144,21.0445715072,20.9402819622,22.9467164326,21.9554873326,24.5,0.13577444552,0.0
76,1.90833333333,0.0,857.43099144,21.050856219,20.9418993116,22.9525661305,21.9664351028,24.5,0.13577444552,0.0
77,1.95,0.0,857.43099144,21.054797489,20.9426710492,22.9557343398,21.9736418661,24.5,0.13577444552,0.0
78,1.99166666667,0.0,857.43099144,21.0576013754,20.9430935531,22.9578733343,21.9787160068,24.5,0.13577444552,0.0
79,2.03333333333,0.0,857.43099144,21.0597985891,20.9433545704,22.9595654733,21.9825484677,24.5,0.13577444552,0.0
80,2.075,0.0,857.43099144,21.0615496917,20.9434852894,22.9608856004,21.9855535939,24.5,0.13577444552,0.0
81,2.11666666667,0.0,857.43099144,21.0629113676,20.9434838541,22.9618320149,21.987945738,24.5,0.13577444552,0.0
82,2.15833333333,0.0,857.43099144,21.0639215144,20.9433462275,22.9624141554,21.9898578504,24.5,0.13577444552,0.0
83,2.2,0.0,857.43099144,21.064634819,20.9430864769,22.9627058324,21.9914046102,24.5,0.13577444552,0.0
84,2.2,0.0,1113.7763394,21.0793034335,21.0142600799,22.982045915,22.009827722,25.0,0.13577444552,0.0
85,2.2,0.0,1113.7763394,21.1014398909,21.0426998611,23.009463175,22.0376557577,25.0,0.13577444552,0.0
86,2.2,0.0,1113.7763394,21.1222013001,21.0346008384,23.032926916,22.0639897442,25.0,0.13577444552,0.0
87,2.2,0.0,1113.7763394,21.1381912903,21.0171857281,23.0488846934,22.0842062363,25.0,0.13577444552,0.0
88,2.2,0.0,1113.7763394,21.1499987746,21.0053398245,23.0590534232,22.0985116044,25.0,0.13577444552,0.0
89,2.2,0.0,1113.7763394,21.1592630268,21.0012269876,23.0660983402,22.1086872566,25.0,0.13577444552,0.0
90,2.2,94.25,1113.7763394,21.1671868417,21.0019393675,23.0814211412,22.1162892447,25.0,0.13577444552,0.0
91,2.2,133.5,1113.7763394,21.1744230556,21.0046515255,23.1041583307,22.1223034291,25.0,0.13577444552,0.0
92,2.2,172.75,1113.7763394,21.1812687814,21.0079735507,23.1311119675,22.1272552962,25.0,0.13577444552,0.0
93,2.2,212.0,1113.7763394,21.1878530853,21.0115356631,23.1603832536,22.1314061047,25.0,0.13577444552,0.0
94,2.2,251.25,1113.7763394,21.1942807485,21.0153830362,23.1912101354,22.1349317117,25.0,0.13577444552,0.0
95,2.2,290.5,1113.7763394,21.2006497586,21.0196121075,23.2241692503,22.1379676217,25.0,0.13577444552,0.0
96,2.2,329.75,1113.7763394,21.202613205,21.0210737239,23.147387365,22.1108480763,24.5,0.13577444552,0.0
97,2.2,369.0,1113.7763394,21.2064348883,21.0238530401,23.0586465049,22.0723989597,24.5,0.13577444552,0.0
98,2.2,408.25,1113.7763394,21.2114503372,21.0274393364,23.0075765935,22.0385619582,24.5,0.13577444552,0.0
99,2.2,447.5,1113.7763394,21.2163072015,21.0309418191,22.9967717637,22.0150857006,24.5,0.13577444552,0.0
100,2.2,486.75,1113.7763394,21.2204244006,21.0339961839,23.0107854977,22.0006501936,24.5,0.13577444552,0.0
101,2.2,526.0,1113.7763394,21.2238424666,21.0366527129,23.0358294115,21.9919988432,24.5,0.13577444552,0.0
102,2.2,533.25,1113.7763394,21.2268347551,21.0391225459,23.0624857661,21.9865500205,24.5,0.13577444552,0.0
103,2.2,540.5,1113.7763394,21.2296448738,21.0415922501,23.0873539047,21.9828515449,24.5,0.13577444552,0.0
104,2.2,547.75,1113.7763394,21.2324093445,21.0441622442,23.1113453514,21.9802185758,24.5,0.13577444552,0.0
105,2.2,555.0,1113.7763394,21.235183618,21.0468668603,23.1351666414,21.9783269552,24.5,0.13577444552,0.0
106,2.2,562.25,1113.7763394,21.2379842589,21.0497083809,23.1589626914,21.976984906,24.5,0.13577444552,0.0
107,2.2,569.5,1113.7763394,21.2408137224,21.0526772145,23.1827096475,21.9760498279,24.5,0.13577444552,0.0
108,2.2,576.75,857.43099144,21.2287898205,21.0492495447,23.1859577973,21.9557884796,24.49,0.13577444552,0.0
109,2.2,584.0,857.43099144,21.2109422061,21.0437639132,23.1831056299,21.9275361767,24.49,0.13577444552,0.0
110,2.2,591.25,857.43099144,21.1960559388,21.0398955275,23.1859760711,21.902649606,24.49,0.13577444552,0.0
111,2.2,598.5,857.43099144,21.1865851858,21.0384584745,23.1967322951,21.8848294928,24.49,0.13577444552,0.0
112,2.2,605.75,857.43099144,21.1813435092,21.0387863989,23.2128263229,21.8730278174,24.49,0.13577444552,0.0
113,2.2,613.0,857.43099144,21.17850545,21.0400508025,23.2314798881,21.8650366606,24.49,0.13577444552,0.0
114,2.2,633.666666667,857.43099144,21.1768676856,21.0417579153,23.2527981264,21.8591732642,24.49,0.13577444552,0.0
115,2.2,654.333333333,857.43099144,21.1759092619,21.0437351674,23.2771937679,21.8545244568,24.49,0.13577444552,0.0
116,2.2,675.0,857.43099144,21.1754846695,21.0459775491,23.3044492736,21.8506714492,24.49,0.13577444552,0.0
117,2.2,695.666666667,857.43099144,21.1755724839,21.0485276063,23.334044267,21.8474148008,24.49,0.13577444552,0.0
118,2.2,716.333333333,857.43099144,21.1761630505,21.0514218032,23.3647827199,21.8446290244,24.49,0.13577444552,0.0
119,2.2,737.0,857.43099144,21.1772323067,21.0546770027,23.39681037,21.8422151319,24.49,0.13577444552,0.0
120,2.25,757.666666667,857.43099144,21.1791133139,21.058677465,23.4307872069,21.8400009546,24.49,0.13577444552,0.0
121,2.3,778.333333333,857.43099144,21.1820501172,21.0636633435,23.467250721,21.8380569654,24.49,0.13577444552,0.0
122,2.35,799.0,857.43099144,21.1859939323,21.0695859358,23.5060746897,21.8364302062,24.49,0.13577444552,0.0
123,2.4,819.666666667,857.43099144,21.1906211331,21.0761666063,23.5464484775,21.8349532649,24.49,0.13577444552,0.0
124,2.45,840.333333333,857.43099144,21.1957716713,21.0832645063,23.5862758746,21.8335714401,24.49,0.13577444552,0.0
125,2.5,861.0,857.43099144,21.2013879682,21.0908279823,23.6263540374,21.8322845926,24.49,0.13577444552,0.0
126,2.55,862.583333333,857.43099144,21.2074156823,21.0988098063,23.6647565381,21.8310773452,24.49,0.13577444552,0.0
127,2.6,864.166666667,857.43099144,21.2138191717,21.1071774492,23.7003175879,21.8299397183,24.49,0.13577444552,0.0
128,2.65,865.75,857.43099144,21.2205372696,21.1158670758,23.7332254514,21.8288616325,24.49,0.13577444552,0.0
129,2.7,867.333333333,857.43099144,21.2275369529,21.1248327279,23.7642963299,21.8278674417,24.49,0.13577444552,0.0
130,2.75,868.916666667,857.43099144,21.234737039,21.1339920021,23.7940839432,21.8269280087,24.49,0.13577444552,0.0
131,2.8,870.5,857.43099144,21.2421106022,21.1433104669,23.8229917487,21.8260523635,24.49,0.13577444552,0.0
132,2.84166666667,872.083333333,857.43099144,21.2489572941,21.1521815473,23.7593113541,21.7954748293,24.43,0.13577444552,0.0
133,2.88333333333,873.666666667,857.43099144,21.2561905606,21.1612772677,23.6735163937,21.7548547587,24.43,0.13577444552,0.0
134,2.925,875.25,857.43099144,21.2629896872,21.1699122047,23.6155324791,21.7201574886,24.43,0.13577444552,0.0
135,2.96666666667,876.833333333,857.43099144,21.2694770206,21.1781502818,23.5932403434,21.6963298931,24.43,0.13577444552,0.0
136,3.00833333333,878.416666667,857.43099144,21.275574325,21.1859111476,23.5933441959,21.681232523,24.43,0.13577444552,0.0
137,3.05,880.0,857.43099144,21.2812839332,21.193195594,23.6027503003,21.6713896766,24.43,0.13577444552,0.0
138,3.09166666667,883.75,857.43099144,21.2866519177,21.2000567742,23.6151182061,21.664323526,24.43,0.13577444552,0.0
139,3.13333333333,887.5,857.43099144,21.2917587258,21.2065871577,23.6286805908,21.6587712239,24.43,0.13577444552,0.0
140,3.175,891.25,857.43099144,21.2966795896,21.2128786648,23.6432329093,21.6541822223,24.43,0.13577444552,0.0
141,3.21666666667,895.0,857.43099144,21.3014855686,21.219014871,23.6587240683,21.6503177524,24.43,0.13577444552,0.0
142,3.25833333333,898.75,857.43099144,21.3062240653,21.2250550819,23.6749329463,21.647014521,24.43,0.13577444552,0.0
143,3.3,902.5,857.43099144,21.3109376546,21.2310486084,23.6916117067,21.6441471199,24.43,0.13577444552,0.0
144,3.39166666667,906.25,857.43099144,21.2827072653,21.2097684983,23.620000806,21.6130315844,23.94,0.13577444552,0.0
145,3.48333333333,910.0,857.43099144,21.2782802764,21.2082238441,23.619282129,21.6015056256,23.94,0.13577444552,0.0
146,3.575,913.75,857.43099144,21.2926723085,21.2223100567,23.6685670166,21.6064141373,23.94,0.13577444552,0.0
147,3.66666666667,917.5,857.43099144,21.3096851002,21.2385510324,23.7197860873,21.6145586618,23.94,0.13577444552,0.0
148,3.75833333333,921.25,857.43099144,21.3228955998,21.2515180868,23.7567558882,21.6205250121,23.94,0.13577444552,0.0
149,3.85,925.0,857.43099144,21.3319745413,21.2609530145,23.7813426952,21.6234607096,23.94,0.13577444552,0.0
150,3.94166666667,920.416666667,857.43099144,21.3386386792,21.2683499916,23.7983843179,21.6243154835,23.94,0.13577444552,0.0
151,4.03333333333,915.833333333,857.43099144,21.3443625117,21.2749861382,23.8114128014,21.6241352482,23.94,0.13577444552,0.0
152,4.125,911.25,857.43099144,21.3498406565,21.281451492,23.8221974091,21.6235315726,23.94,0.13577444552,0.0
153,4.21666666667,906.666666667,857.43099144,21.3552410221,21.28787052,23.8313908965,21.6227531506,23.94,0.13577444552,0.0
154,4.30833333333,902.083333333,857.43099144,21.3605368068,21.2941971944,23.8392104445,21.621875995,23.94,0.13577444552,0.0
155,4.4,897.5,857.43099144,21.3656826296,21.3003734364,23.8457798016,21.6209256546,23.94,0.13577444552,0.0
156,4.45,892.916666667,601.085643484,21.354718251,21.2988840907,23.7837248608,21.5850295394,24.02,0.13577444552,0.0
157,4.5,888.333333333,601.085643484,21.3372396177,21.2944602032,23.7033701499,21.5358506326,24.02,0.13577444552,0.0
158,4.55,883.75,601.085643484,21.3219628199,21.2907410203,23.6422861622,21.4935069509,24.02,0.13577444552,0.0
159,4.6,879.166666667,601.085643484,21.3114589602,21.2886774758,23.6060607948,21.4643896318,24.02,0.13577444552,0.0
160,4.65,874.583333333,601.085643484,21.3045601445,21.2876501018,23.5852456483,21.445949282,24.02,0.13577444552,0.0
161,4.7,870.0,601.085643484,21.2994899723,21.2868863623,23.5706007253,21.433757125,24.02,0.13577444552,0.0
162,4.75,865.75,601.085643484,21.2951181835,21.2859635858,23.5575302194,21.4246806179,24.02,0.13577444552,0.0
163,4.8,861.5,601.085643484,21.2909905771,21.2847736582,23.5447509939,21.4171868257,24.02,0.13577444552,0.0
164,4.85,857.25,601.085643484,21.2870045101,21.2833531171,23.5322003333,21.4106831317,24.02,0.13577444552,0.0
165,4.9,853.0,601.085643484,21.2831585657,21.281763685,23.5199281717,21.40493873,24.02,0.13577444552,0.0
166,4.95,848.75,601.085643484,21.2794495753,21.2800478276,23.5078413873,21.3998091808,24.02,0.13577444552,0.0
167,5.0,844.5,601.085643484,21.2758572884,21.2782267001,23.495778028,21.3951662177,24.02,0.13577444552,0.0
168,5.0,840.25,601.085643484,21.2341715867,21.2457049845,23.3843114472,21.35398127,23.53,0.13577444552,0.0
169,5.0,836.0,601.085643484,21.2204840595,21.2355991441,23.3525433468,21.3394565396,23.53,0.13577444552,0.0
170,5.0,831.75,601.085643484,21.2284600966,21.2428407324,23.3752888734,21.3458922255,23.53,0.13577444552,0.0
171,5.0,827.5,601.085643484,21.2400072645,21.2528056605,23.4008621189,21.3562157617,23.53,0.13577444552,0.0
172,5.0,823.25,601.085643484,21.2471468034,21.2590103328,23.4102747574,21.3627296338,23.53,0.13577444552,0.0
173,5.0,819.0,601.085643484,21.2494114306,21.261104696,23.4056669846,21.3647536002,23.53,0.13577444552,0.0
174,5.0,806.583333333,601.085643484,21.2488409856,21.2608052246,23.3929966285,21.3640370464,23.53,0.13577444552,0.0
175,5.0,794.166666667,601.085643484,21.2471840033,21.2595798217,23.3764865638,21.362178128,23.53,0.13577444552,0.0
176,5.0,781.75,601.085643484,21.2452552973,21.258105263,23.358068865,21.3599865537,23.53,0.13577444552,0.0
177,5.0,769.333333333,601.085643484,21.2432465463,21.2565267614,23.3383405047,21.3577178598,23.53,0.13577444552,0.0
178,5.0,756.916666667,601.085643484,21.2411239022,21.2547976586,23.3174558792,21.355406846,23.53,0.13577444552,0.0
179,5.0,744.5,601.085643484,21.2388357246,21.2528597751,23.2955260213,21.3530502365,23.53,0.13577444552,0.0
180,4.95,732.083333333,601.085643484,21.237595331,21.2516931956,23.2848058508,21.352189386,24.01,0.13577444552,0.0
181,4.9,719.666666667,601.085643484,21.2340077781,21.2484481638,23.2612950013,21.3495018288,24.01,0.13577444552,0.0
182,4.85,707.25,601.085643484,21.2295826141,21.2443316894,23.2311430936,21.3463955811,24.01,0.13577444552,0.0
183,4.8,694.833333333,601.085643484,21.2251587182,21.2400773655,23.2022243165,21.343610912,24.01,0.13577444552,0.0
184,4.75,682.416666667,601.085643484,21.2207751715,21.2357623817,23.1756320453,21.3411295109,24.01,0.13577444552,0.0
185,4.7,670.0,601.085643484,21.2163166057,21.2313091319,23.1499983099,21.3388059207,24.01,0.13577444552,0.0
186,4.65,636.666666667,601.085643484,21.2116677693,21.2266232899,23.1216231042,21.3365122665,24.01,0.13577444552,0.0
187,4.6,603.333333333,601.085643484,21.2067804886,21.2216550372,23.0889620144,21.3342070955,24.01,0.13577444552,0.0
188,4.55,570.0,601.085643484,21.2016810626,21.2164090142,23.0528155242,21.3319415437,24.01,0.13577444552,0.0
189,4.5,536.666666667,601.085643484,21.1963451475,21.2108498918,23.0144428535,21.3297250903,24.01,0.13577444552,0.0
190,4.45,503.333333333,601.085643484,21.1907111789,21.204916381,22.9747212544,21.3275253464,24.01,0.13577444552,0.0
191,4.4,470.0,601.085643484,21.1847451626,21.1985739264,22.9342141555,21.3253259531,24.01,0.13577444552,0.0
192,4.26666666667,436.666666667,601.085643484,21.1792798768,21.1925804816,22.942030847,21.338140235,23.86,0.13577444552,0.0
193,4.13333333333,403.333333333,601.085643484,21.1741084063,21.1868181116,22.9615675414,21.3557855274,23.86,0.13577444552,0.0
194,4.0,370.0,601.085643484,21.1687537024,21.1809105359,22.9644420767,21.3695213281,23.86,0.13577444552,0.0
195,3.86666666667,336.666666667,601.085643484,21.1635283938,21.1750943476,22.9484766297,21.3776894276,23.86,0.13577444552,0.0
196,3.73333333333,303.333333333,601.085643484,21.158495028,21.169408082,22.9198381906,21.3817237377,23.86,0.13577444552,0.0
197,3.6,270.0,601.085643484,21.1536862742,21.1638034843,22.8844448948,21.3834312392,23.86,0.13577444552,0.0
198,3.46666666667,247.5,601.085643484,21.1492924639,21.1582569888,22.8462836739,21.384005537,23.86,0.13577444552,0.0
199,3.33333333333,225.0,601.085643484,21.1456153388,21.1527806769,22.807188484,21.3840072429,23.86,0.13577444552,0.0
200,3.2,202.5,601.085643484,21.1429862433,21.1474194718,22.7671086704,21.3836496448,23.86,0.13577444552,0.0
201,3.06666666667,0.0,601.085643484,21.1430417225,21.1453758764,22.7349732728,21.3832579573,23.86,0.13577444552,0.0
202,2.93333333333,0.0,601.085643484,21.1416414991,21.1389309243,22.6642661815,21.3823173844,23.86,0.13577444552,0.0
203,2.8,0.0,601.085643484,21.1394707328,21.1324736767,22.6091924721,21.3812524196,23.86,0.13577444552,0.0
204,2.75,0.0,601.085643484,21.1361911263,21.1259406257,22.6155936096,21.3954593635,24.06,0.13577444552,0.0
205,2.7,0.0,601.085643484,21.1297578892,21.1176226109,22.6377169212,21.4134217801,24.06,0.13577444552,0.0
206,2.65,0.0,601.085643484,21.1224604732,21.1091780475,22.6503613857,21.428553802,24.06,0.13577444552,0.0
207,2.6,0.0,601.085643484,21.1145348807,21.1006342817,22.6468827382,21.4382960273,24.06,0.13577444552,0.0
208,2.55,0.0,601.085643484,21.1064878325,21.0922617866,22.6334766626,21.4438599178,24.06,0.13577444552,0.0
209,2.5,0.0,601.085643484,21.0985314893,21.0841399839,22.6165377258,21.4469428572,24.06,0.13577444552,0.0
210,2.45,0.0,601.085643484,21.0907429033,21.0762723639,22.5993483819,21.4487032813,24.06,0.13577444552,0.0
211,2.4,0.0,601.085643484,21.0831490618,21.0686416568,22.58280893,21.4497224339,24.06,0.13577444552,0.0
212,2.35,0.0,601.085643484,21.0757694608,21.0612364191,22.566900062,21.4502616787,24.06,0.13577444552,0.0
213,2.3,0.0,601.085643484,21.0686087789,21.0540420341,22.5514655889,21.4504441414,24.06,0.13577444552,0.0
214,2.25,0.0,601.085643484,21.0616547936,21.0470371639,22.5364260302,21.4503409886,24.06,0.13577444552,0.0
215,2.2,0.0,601.085643484,21.0549043714,21.0402124968,22.5218088063,21.4500208579,24.06,0.13577444552,0.0
216,2.10833333333,0.0,1370.12168735,21.0950402934,21.0565979646,22.574445787,21.5040560359,23.62,0.13577444552,0.0
217,2.01666666667,0.0,1370.12168735,21.1539211032,21.0798834848,22.6458958713,21.584313731,23.62,0.13577444552,0.0
218,1.925,0.0,1370.12168735,21.2060976811,21.0994908306,22.7013588185,21.6587402811,23.62,0.13577444552,0.0
219,1.83333333333,0.0,1370.12168735,21.2429486377,21.1125851802,22.7321466686,21.7133804737,23.62,0.13577444552,0.0
220,1.74166666667,0.0,1370.12168735,21.2680758925,21.1215331364,22.747577709,21.7503114365,23.62,0.13577444552,0.0
221,1.65,0.0,1370.12168735,21.2867301716,21.1286995242,22.7563387313,21.7756077114,23.62,0.13577444552,0.0
222,1.55833333333,0.0,1370.12168735,21.3023109057,21.1353322378,22.7627700467,21.7941633754,23.62,0.13577444552,0.0
223,1.46666666667,0.0,1370.12168735,21.3162979112,21.1418153541,22.7681214165,21.8087526131,23.62,0.13577444552,0.0
224,1.375,0.0,1370.12168735,21.3291579221,21.1481647178,22.7724790052,21.8207160012,23.62,0.13577444552,0.0
225,1.28333333333,0.0,1370.12168735,21.341035576,21.1543288083,22.7758072897,21.8307255825,23.62,0.13577444552,0.0
226,1.19166666667,0.0,1370.12168735,21.3520398773,21.1602858767,22.7782048618,21.8392087262,23.62,0.13577444552,0.0
227,1.1,0.0,1370.12168735,21.36229469,21.1660435621,22.7798431361,21.846497084,23.62,0.13577444552,0.0
228,1.1,0.0,1882.81238327,21.4024346668,21.1853301543,22.9214266894,21.9221159006,23.86,0.13577444552,0.0
229,1.1,0.0,1882.81238327,21.4523986555,21.2077518593,23.0960093656,22.0231753019,23.86,0.13577444552,0.0
230,1.1,0.0,1882.81238327,21.4970450197,21.2277289167,23.2302247331,22.1146866548,23.86,0.13577444552,0.0
231,1.1,0.0,1882.81238327,21.5314920724,21.2436298883,23.3106946046,22.1848454973,23.86,0.13577444552,0.0
