,Unnamed: 0,tout,m,gas,q,dt
4297,4297,24.18333333,0.004830674,554.1668995,-452.8728303978628,-22.321287750000003
4298,4298,24.325,0.005630357,646.6163583,-527.9529620637281,-22.32595308
4299,4299,24.46666667,0.00539,618.9964797,-505.52300190083986,-22.33072718
4300,4300,24.60833333,0.00583,669.9511369,-546.9052030826999,-22.33542445
4301,4301,24.75,0.006292299,723.1506051,-590.4073554534086,-22.34051177
4302,4302,24.89166667,0.007690000000000001,883.7581477,-721.76461814394,-22.34703753
4303,4303,25.03333333,0.00842,968.6886579,-790.5568609394402,-22.35484846
4304,4304,25.175,0.0098,1128.400349,-920.4709979136001,-22.36324096
4305,4305,25.31666667,0.00919,1058.36107,-863.51304022536,-22.37196332
4306,4306,25.45833333,0.00995,1145.864165,-935.2968824262,-22.38087778
4307,4307,25.6,0.01004,1156.607257,-944.1389743178399,-22.38993963
4308,4308,25.6,0.012490000000000001,1438.777847,-1175.04862394262,-22.39979839
4309,4309,25.6,0.014190000000000001,1635.716712,-1335.6334111428,-22.4107086
4310,4310,25.6,0.014609999999999996,1684.952723,-1375.84329341256,-22.42174788
4311,4311,25.6,0.015090000000000001,1741.7920390000004,-1421.77190605884,-22.43320878
4312,4312,25.6,0.0167,2206.319022,-1574.2814563559998,-22.4448454
4313,4313,25.6,0.01731,2388.055452,-1632.6493385882395,-22.45673212
4314,4314,25.6,0.017159999999999998,2113.294668,-1619.3757471091205,-22.46886096
4315,4315,25.6,0.01791,2276.074115,-1691.06644244916,-22.481008780000003
4316,4316,25.6,0.01898,2823.383948,-1793.0665417501202,-22.49318257
4317,4317,25.6,0.018690000000000002,2786.641884,-1766.6391135645001,-22.50553025
4318,4318,25.6,0.01907,2843.947836,-1803.5392042760398,-22.51778166
4319,4319,25.6,0.01955,2913.65171,-1849.9495137626998,-22.530136570000003
4320,4320,25.36666667,0.021650000000000003,3220.165403,-2049.8045984661003,-22.54266577
4321,4321,25.13333333,0.0235,3499.630933,-2226.213989559,-22.55535957
4322,4322,24.9,0.0252,3754.693036,-2388.5919200807994,-22.56795087
4323,4323,24.66666667,0.0259,3864.210553,-2456.3210641116,-22.58063122
