,t1,t2,w1,i,s,tout,hsp,m0,csp0
0,14.351380460550402,14.355779140559198,14.675123898977212,0.0,0.0,-2.575,15.6,3.92203237615748,0.0
1,14.3419650200437,14.3452297886724,14.66639901921178,0.0,0.0,-3.45,15.6,3.92203237615748,0.0
2,14.3241708002218,14.3290395791258,14.656842260051523,0.0,0.0,-4.325,15.6,3.92203237615748,0.0
3,14.314977739892699,14.320425555845402,14.64601297926869,0.0,0.0,-5.2,15.6,3.92203237615748,0.0
4,14.3012825999563,14.306037780648198,14.634404904520423,0.0,0.0,-6.075,15.6,3.92203237615748,0.0
5,14.276119813055999,14.2829441143208,14.621903007989753,0.0,0.0,-6.95,15.6,3.92203237615748,0.0
6,14.252873731860301,14.2592350198946,14.607784293383046,0.0,0.0,-7.825,15.6,3.9220323761574702,0.0
7,14.2299448233883,14.244313372884099,14.59234938012662,0.0,0.0,-8.7,15.6,3.92203237615748,0.0
8,14.205877713124401,14.2299448233883,14.576284077689733,0.0,0.0,-9.575,15.6,3.92203237615748,0.0
9,14.180481684399,14.205877713124401,14.558931666954114,0.0,0.0,-10.45,15.6,3.92203237615748,0.0
10,14.1640626998737,14.169934696045999,14.54007632578896,0.0,0.0,-11.325,15.6,3.92203237615748,0.0
11,14.130871960675002,14.1399243355072,14.520080309978757,0.0,0.0,-12.2,15.6,3.92203237615748,0.0
12,14.1010919412709,14.109136538282002,14.499931296687505,0.0,0.0,-12.158333333333301,15.6,3.92203237615748,0.0
13,14.074024484065099,14.0814262054862,14.479693405813709,0.0,0.0,-12.1166666666667,15.6,3.92203237615748,0.0
14,14.060189210260901,14.0683853589648,14.459562429573605,0.0,0.0,-12.075,15.6,3.9220323761574702,0.0
15,14.0406749297942,14.047446663555801,14.440573923383145,0.0,0.0,-12.033333333333301,15.6,3.92203237615748,0.0
16,14.0219264699441,14.032466775178099,14.422008813641476,0.0,0.0,-11.9916666666667,15.6,3.92203237615748,0.0
17,14.0008412567251,14.008206908089099,14.404410310593782,0.0,0.0,-11.95,15.6,3.92203237615748,0.0
18,13.964766654295499,13.9743329976533,14.38761393435142,0.0,0.0,-11.908333333333301,15.6,3.9220323761574702,0.0
19,13.9368648145561,13.944334268964901,14.370467655075153,0.0,0.0,-11.8666666666667,15.6,3.92203237615748,0.0
20,13.913279224237302,13.9196771116559,14.353677032214812,0.0,0.0,-11.825,15.6,3.92203237615748,0.0
21,13.8919980755054,13.897791609900901,14.338089417754146,0.0,0.0,-11.783333333333301,15.6,3.92203237615748,0.0
22,13.8723963419199,13.877742295192801,14.323021789650397,0.0,0.0,-11.7416666666667,15.6,3.92203237615748,0.0
23,13.854157510320599,13.8591363555064,14.308628837825054,0.0,0.0,-11.7,15.6,3.92203237615748,0.0
24,13.8379972539721,13.842354036973902,14.29495780409744,0.0,0.0,-11.65,15.6,3.92203237615748,0.0
25,13.8240490734938,13.827831933682,14.282092598264454,0.0,0.0,-11.6,15.6,3.92203237615748,0.0
26,13.8117894477572,13.819082953031302,14.270060191858779,0.0,0.0,-11.55,15.6,3.92203237615748,0.0
27,13.805242906152198,13.8076158658813,14.258791421333067,0.0,0.0,-11.5,15.6,3.92203237615748,0.0
28,13.7927573191275,13.796102273296599,14.248324194857567,0.0,0.0,-11.45,15.6,3.92203237615748,0.0
29,13.7826249100717,13.7853528866329,14.238815099343805,0.0,0.0,-11.4,15.6,3.92203237615748,0.0
