,t1,t2,w1,i,s,tout,hsp,m0,csp0
0,16.4559865381155,16.457455911989697,16.7006858320921,0.0,0.0,-2.575,15.6,33.6002108693858,0.0
1,16.4525442841321,16.4537576230157,16.69725992090062,0.0,0.0,-3.45,15.6,33.6002108693858,0.0
2,16.4453224767244,16.447345576219302,16.693254657828124,0.0,0.0,-4.325,15.6,33.6002108693858,0.0
3,16.4413727828666,16.443728080474,16.68866230251423,0.0,0.0,-5.2,15.6,33.6002108693858,0.0
4,16.435679002325898,16.4376889911983,16.683850346412765,0.0,0.0,-6.075,15.6,33.6002108693858,0.0
5,16.4248580130203,16.4278101129876,16.678810189472163,0.0,0.0,-6.95,15.6,33.6002108693858,0.0
6,16.414948971685902,16.4176595838082,16.673321613387373,0.0,0.0,-7.825,15.6,33.6002108693858,0.0
7,16.4056163281899,16.4113049524086,16.667596051442533,0.0,0.0,-8.7,15.6,33.6002108693858,0.0
8,16.3964576068766,16.4056163281899,16.661894819708802,0.0,0.0,-9.575,15.6,33.6002108693858,0.0
9,16.3873498162466,16.3964576068766,16.655970632767623,0.0,0.0,-10.45,15.6,33.6002108693858,0.0
10,16.382221460167802,16.3841018282071,16.649547089520468,0.0,0.0,-11.325,15.6,33.6002108693858,0.0
11,16.371471612367,16.3744113563267,16.643142581988037,0.0,0.0,-12.2,15.6,33.6002108693858,0.0
12,16.3632383946526,16.3653721050752,16.637779865306317,0.0,0.0,-12.158333333333301,15.6,33.6002108693858,0.0
13,16.3579880676531,16.3593646069994,16.63317534909492,0.0,0.0,-12.1166666666667,15.6,33.6002108693858,0.0
14,16.356636253500902,16.3575376521588,16.629177968644274,0.0,0.0,-12.075,15.6,33.6002108693858,0.0
15,16.3546586887597,16.3553591675648,16.625794025247487,0.0,0.0,-12.033333333333301,15.6,33.6002108693858,0.0
16,16.353025574951698,16.3539668700642,16.6227181241273,0.0,0.0,-11.9916666666667,15.6,33.6002108693858,0.0
17,16.3513136553774,16.351926928330702,16.619919731284245,0.0,0.0,-11.95,15.6,33.6002108693858,0.0
18,16.3482943000145,16.3490987777088,16.61764786999224,0.0,0.0,-11.908333333333301,15.6,33.6002108693858,0.0
19,16.346031871670803,16.3466374574961,16.615247386487166,0.0,0.0,-11.8666666666667,15.6,33.6002108693858,0.0
20,16.3442186808298,16.344711066784402,16.61289064710237,0.0,0.0,-11.825,15.6,33.6002108693858,0.0
21,16.3426398442149,16.3430720121526,16.610661031314233,0.0,0.0,-11.783333333333301,15.6,33.6002108693858,0.0
22,16.3412030992975,16.3415978638822,16.60846347725704,0.0,0.0,-11.7416666666667,15.6,33.6002108693858,0.0
23,16.3398623587813,16.3402318975897,16.60631574651672,0.0,0.0,-11.7,15.6,33.6002108693858,0.0
24,16.3394179814742,16.3394860656149,16.60421646161258,0.0,0.0,-11.65,15.6,33.6002108693858,0.0
25,16.3401702914181,16.3399351292927,16.602235266036583,0.0,0.0,-11.6,15.6,33.6002108693858,0.0
