,t1,w1,w2,i,s,t2,tout,hsp,m0,csp0
0,22.4000037765926,22.17901880509863,33.48520952248005,14684.161464727,0.0,20.980735396854698,-2.575,15.6,4.95862582923967,26.7
1,22.3864421192653,22.176247997661697,33.484981089483405,14684.161464727,0.0,20.881681168533,-3.45,15.6,4.95862582923967,26.7
2,22.357095617267298,22.17282740002117,33.48371753410125,14684.161464727,0.0,20.7833091462105,-4.325,15.6,4.95862582923967,26.7
3,22.3402417810818,22.1688447042031,33.48133845780495,14684.161464727,0.0,20.6858041363054,-5.2,15.6,4.95862582923967,26.7
4,22.316553846069898,22.1653337098482,33.4789543351657,14684.161464727,0.0,20.5886080829644,-6.075,15.6,4.95862582923967,26.7
5,22.2719212367033,22.16120298687281,33.47575841418425,14684.161464727,0.0,20.4923384594056,-6.95,15.6,4.95862582923967,26.7
6,22.232919878088197,22.15625802959423,33.471250277138196,14684.161464727,0.0,20.3972285753574,-7.825,15.6,4.95862582923966,26.7
7,22.198075551321896,22.15135012082288,33.46622907572315,14684.161464727,0.0,20.303056680830604,-8.7,15.6,4.95862582923967,26.7
8,22.165331276689898,22.14709779577182,33.4616147115266,14684.161464727,0.0,20.2090142660848,-9.575,15.6,4.95862582923967,26.7
9,22.1341236737076,22.130330471390263,33.456303729537,14684.161464727,0.0,20.1154946877347,-10.45,15.6,4.95862582923967,26.7
10,22.117306766406497,22.12132457365803,33.450710664374995,14684.161464727,0.0,20.0228106379927,-11.325,15.6,4.95862582923967,26.7
11,22.082722767963098,22.12105669811842,33.444865089125145,14684.161464727,0.0,19.931443187665803,-12.2,15.6,4.95862582923967,26.7
12,22.058799717617998,22.119111145744828,33.4386479026729,14684.161464727,0.0,19.935925201987697,-12.158333333333301,15.6,4.95862582923967,26.7
13,22.046721106450402,22.116754302216375,33.433089005871494,14684.161464727,0.0,19.9403798233976,-12.1166666666667,15.6,4.95862582923967,26.7
14,22.0448803853203,22.11417042228127,33.428279775608054,14684.161464727,0.0,19.9447694924242,-12.075,15.6,4.95862582923967,26.7
15,22.041976145074898,22.11141107860507,33.42437188848895,14684.161464727,0.0,19.949163595080602,-12.033333333333301,15.6,4.95862582923967,26.7
16,22.0400243668355,22.108681743340064,33.42091341590555,14684.161464727,0.0,19.953541797284,-11.9916666666667,15.6,4.95862582923967,26.7
17,22.0382624359943,22.106052718078153,33.4179383267013,14684.161464727,0.0,19.9579273592882,-11.95,15.6,4.95862582923967,26.7
18,22.0355358836943,22.10380569660702,33.415307804255356,14684.161464727,0.0,19.962340674409603,-11.908333333333301,15.6,4.95862582923966,26.7
19,22.0340841191452,22.10124733907191,33.412942457976904,14684.161464727,0.0,19.966752071328603,-11.8666666666667,15.6,4.95862582923967,26.7
20,22.033337693066898,22.098751844636293,33.41086701819465,14684.161464727,0.0,19.9711572755167,-11.825,15.6,4.95862582923967,26.7
21,22.032964268753098,22.09633147191517,33.40904918336265,14684.161464727,0.0,19.975557143512603,-11.783333333333301,15.6,4.95862582923967,26.7
22,22.0328015346081,22.093886022891375,33.4074402167248,14684.161464727,0.0,19.9799521900079,-11.7416666666667,15.6,4.95862582923967,26.7
23,22.032762372452698,22.091473018445246,33.40600908523915,14684.161464727,0.0,19.9843427726017,-11.7,15.6,4.95862582923967,26.7
24,22.032869225664,22.08908652028636,33.404727538055496,14684.161464727,0.0,19.989582664341,-11.65,15.6,4.95862582923967,26.7
25,22.0331221962671,22.086797792099812,33.40357862056355,14684.161464727,0.0,19.9948185440448,-11.6,15.6,4.95862582923967,26.7
26,22.033449187421898,22.084575668471423,33.4025429109658,14684.161464727,0.0,20.0000072571986,-11.55,15.6,4.95862582923967,26.7
27,22.033686783331103,22.081446563922455,33.4015910417913,14684.161464727,0.0,20.005209205973802,-11.5,15.6,4.95862582923967,26.7
28,22.0341878656098,22.0797428256388,33.400723595082795,14684.161464727,0.0,20.010431177930897,-11.45,15.6,4.95862582923967,26.7
29,22.0346931593258,22.07784216161804,33.39993553786105,14684.161464727,0.0,20.0156552324157,-11.4,15.6,4.95862582923967,26.7
30,22.035210988780605,22.075886113205495,33.3992042105754,14684.161464727,0.0,20.0208763585422,-11.35,15.6,4.95862582923967,26.7
31,22.035742738199897,22.073933626738466,33.398522486705744,14684.161464727,0.0,20.026094715373603,-11.3,15.6,4.95862582923967,26.7
32,22.0362893870148,22.07199600390569,33.3978832621615,14684.161464727,0.0,20.0313104431857,-11.25,15.6,4.95862582923967,26.7
33,22.0368514187352,22.07007983581321,33.39728061562915,14684.161464727,0.0,20.0365236783992,-11.2,15.6,4.95862582923967,26.7
34,22.0374131411231,22.068187972541633,33.396709536290054,14684.161464727,0.0,20.0417024014032,-11.15,15.6,4.95862582923967,26.7
35,22.0377586876715,22.066315306359694,33.3961496226199,14684.161464727,0.0,20.0468909957454,-11.1,15.6,4.95862582923967,26.7
36,22.0380733930828,22.06436863204354,33.3956203849188,14684.161464727,0.0,20.0469617457512,-11.1,15.6,4.95862582923967,26.7
37,22.037809896171698,22.062303771374957,33.3950827896495,14684.161464727,0.0,20.047034683832198,-11.1,15.6,4.95862582923967,26.7
38,22.037263891071,22.060134635658375,33.394518451073345,14684.161464727,0.0,20.047105577961897,-11.1,15.6,4.95862582923967,26.7
39,22.036552827028498,22.05793236642524,33.3939311109373,14684.161464727,0.0,20.047146644948302,-11.1,15.6,4.95862582923967,26.7
40,22.0360870486648,22.055802901562274,33.39333782012225,14684.161464727,0.0,20.047196868053398,-11.1,15.6,4.95862582923967,26.7
41,22.035139436373502,22.05351781162056,33.39271350063005,14684.161464727,0.0,20.0472592404893,-11.1,15.6,4.95862582923967,26.7
42,22.0342492275108,22.051255312511103,33.3920749765296,14684.161464727,0.0,20.047323735499198,-11.1,15.6,4.95862582923967,26.7
43,22.033390324643698,22.048963154647186,33.39142207539125,14684.161464727,0.0,20.0473864586479,-11.1,15.6,4.95862582923967,26.7
44,22.0325439427269,22.046675454789064,33.39075956215365,14684.161464727,0.0,20.0474474760015,-11.1,15.6,4.95862582923967,26.7
45,22.031702739506603,22.04438666295027,33.39008969762275,14684.161464727,0.0,20.047506838939398,-11.1,15.6,4.95862582923967,26.7
46,22.0308638567974,22.04209529257458,33.38941417672745,14684.161464727,0.0,20.0475645975049,-11.1,15.6,4.95862582923967,26.7
47,22.030012196670498,22.039800539648102,33.38873423925965,14684.161464727,0.0,20.047598431677102,-11.1,15.6,4.95862582923967,26.7
48,22.0298446998323,22.037684370945858,33.388067342191995,14684.161464727,0.0,20.0519086198663,-11.058333333333302,15.6,4.95862582923967,26.7
49,22.029865710255603,22.035499888324466,33.3874155212054,14684.161464727,0.0,20.0562017724286,-11.016666666666698,15.6,4.95862582923967,26.7
50,22.0298758655038,22.033612821770486,33.38680704008365,14684.161464727,0.0,20.0605044221717,-10.975,15.6,4.95862582923967,26.7
51,22.030004844938897,22.031503813007298,33.38621354499545,14684.161464727,0.0,20.0648210777245,-10.933333333333302,15.6,4.95862582923967,26.7
52,22.030176123558697,22.02942659382102,33.385648221809205,14684.161464727,0.0,20.0691189745453,-10.891666666666698,15.6,4.95862582923967,26.7
53,22.030413869716202,22.016307001968997,33.3850918158397,14684.161464727,0.0,20.073419574767602,-10.85,15.6,4.95862582923967,26.7
54,22.030881404696302,22.020205148110666,33.38455752284615,14684.161464727,0.0,20.0777331008233,-10.808333333333302,15.6,4.95862582923966,26.7
55,22.031334762811603,22.01983052219967,33.38405069481935,14684.161464727,0.0,20.082048193039,-10.766666666666698,15.6,4.95862582923967,26.7
56,22.0317673143639,22.01887471512096,33.3835569427068,14684.161464727,0.0,20.0863449905217,-10.725,15.6,4.95862582923967,26.7
57,22.0320240727414,22.017294893243623,33.38306307394995,14684.161464727,0.0,20.0906471160022,-10.6833333333333,15.6,4.95862582923967,26.7
58,22.0322790241087,22.01578220664166,33.382584475099996,14684.161464727,0.0,20.094936051304604,-10.6416666666667,15.6,4.95862582923967,26.7
59,22.0326410272521,22.014049689013618,33.3821029946919,14684.161464727,0.0,20.099232871685604,-10.6,15.6,4.95862582923967,26.7
60,22.032966419154,22.012332709343482,33.38164124597365,14684.161464727,0.0,20.0992704919614,-10.6,15.6,4.95862582923967,26.7
61,22.032750729900698,22.010587477368002,33.38116850153925,14684.161464727,0.0,20.0993095321614,-10.6,15.6,4.95862582923967,26.7
62,22.0322649605797,22.00875757553647,33.3806662656286,14684.161464727,0.0,20.099347545431602,-10.6,15.6,4.95862582923967,26.7
63,22.0316424238329,22.006898994877773,33.3801384754481,14684.161464727,0.0,20.0993845824113,-10.6,15.6,4.95862582923967,26.7
64,22.030949434176,22.005023318863422,33.37958907675835,14684.161464727,0.0,20.0994206725447,-10.6,15.6,4.95862582923967,26.7
65,22.0302197555303,22.003137536526772,33.379021705979504,14684.161464727,0.0,20.099455843946103,-10.6,15.6,4.95862582923967,26.7
66,22.029470524923397,22.001245532282685,33.37843951746465,14684.161464727,0.0,20.0994901233777,-10.6,15.6,4.95862582923967,26.7
67,22.0287105943633,21.999349771299066,33.3778451877741,14684.161464727,0.0,20.0995235365333,-10.6,15.6,4.95862582923967,26.7
68,22.027944638355898,21.99745297417849,33.377240982484395,14684.161464727,0.0,20.0995561081888,-10.6,15.6,4.95862582923967,26.7
69,22.0271752052343,21.995557293892382,33.376628853536246,14684.161464727,0.0,20.099587862287603,-10.6,15.6,4.95862582923967,26.7
70,22.026391455720802,21.99366346587638,33.3760104517507,14684.161464727,0.0,20.0996070961099,-10.6,15.6,4.95862582923967,26.7
71,22.0259332518789,21.991820704407598,33.375402326577856,14684.161464727,0.0,20.0996303444861,-10.6,15.6,4.95862582923967,26.7
72,22.031502899274603,21.994201307678612,33.374577442082646,15465.982769370701,0.0,20.0996111462672,-10.6,15.6,4.95862582923967,26.7
73,22.034720670029696,21.995322842769408,33.3743835827595,15465.982769370701,0.0,20.099593094082802,-10.6,15.6,4.95862582923967,26.7
74,22.0396509294801,21.995504898763716,33.3741854284283,15465.982769370701,0.0,20.099580547703802,-10.6,15.6,4.95862582923967,26.7
75,22.0417483265736,21.995701781008048,33.3740615414998,15465.982769370701,0.0,20.0995680004285,-10.6,15.6,4.95862582923967,26.7
76,22.0423611890916,21.99521845327098,33.373879101148205,15465.982769370701,0.0,20.099554635416,-10.6,15.6,4.95862582923967,26.7
77,22.0422446325537,21.99441519126282,33.37362808591845,15465.982769370701,0.0,20.0995405115758,-10.6,15.6,4.95862582923967,26.7
78,22.0417569958585,21.993399096728858,33.3733157415672,15465.982769370701,0.0,20.099525664649104,-10.6,15.6,4.95862582923967,26.7
79,22.0410754673143,21.992013993522608,33.372946739020804,15465.982769370701,0.0,20.0995101223232,-10.6,15.6,4.95862582923967,26.7
80,22.0403128570254,21.990648307677766,33.3725384699535,15465.982769370701,0.0,20.0994881820199,-10.6,15.6,4.95862582923967,26.7
81,22.0395070067383,21.989318511116796,33.37211550126101,15465.982769370701,0.0,20.0994626227594,-10.6,15.6,4.95862582923967,26.7
82,22.0389764584127,21.987884018763946,33.371654897169996,15465.982769370701,0.0,20.099443803691603,-10.6,15.6,4.95862582923967,26.7
83,22.038375860725104,21.986386485658016,33.37114751778705,15465.982769370701,0.0,20.0994212506005,-10.6,15.6,4.95862582923966,26.7
84,22.0381373064427,21.984990335393682,33.37064371229915,15465.982769370701,0.0,20.1045584316736,-10.55,15.6,4.95862582923967,26.7
85,22.0380003420865,21.975881942395418,33.37017083278735,15465.982769370701,0.0,20.1096941176502,-10.5,15.6,4.95862582923967,26.7
