,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,1455.12960757,23.4002628864,23.400961663,23.4011346634,23.399958946,23.4203722207,23.4,5.18717755302,52223.8086659
7001,7001,-1.95,46.0,1455.12960757,23.3983758797,23.4000309833,23.4005278501,23.3999598,23.3980972103,23.4,5.18717755302,52038.9588308
7002,7002,-1.90833333333,59.1666666667,1455.12960757,23.3994236309,23.3997035382,23.3996437684,23.3999609636,23.3816019934,23.4,5.18717755302,52223.6960302
7003,7003,-1.86666666667,72.3333333333,1455.12960757,23.3994047286,23.3998411491,23.3998878691,23.3999624533,23.367267931,23.4,5.18717755302,52039.1037745
7004,7004,-1.825,85.5,1455.12960757,23.3994190942,23.3993237379,23.399299303,23.3999641277,23.353781535,23.4,5.18717755302,52039.1331292
7005,7005,-1.78333333333,98.6666666667,1455.12960757,23.400642443,23.3996718341,23.4008748905,23.3999659217,23.3408567403,23.4,5.18717755302,52039.3096767
7006,7006,-1.74166666667,111.833333333,1351.67953794,23.4000905727,23.400619759,23.3988268289,23.3999677833,23.3284769585,23.4,5.18717755302,52039.4452591
7007,7007,-1.7,125.0,1351.67953794,23.3993652649,23.3998994961,23.4011027344,23.399969685,23.3165997764,23.4,5.18717755302,52039.5497938
7008,7008,-1.60833333333,138.166666667,4022.60115966,23.5005893832,23.5037025349,23.5059444594,23.5042912346,23.3093189564,23.51,5.18717755302,46760.9978095
7009,7009,-1.51666666667,151.333333333,4022.60115966,23.509001561,23.5098554635,23.5101303164,23.509535118,23.3229031577,23.51,5.18717755302,39748.8374481
7010,7010,-1.425,164.5,4022.60115966,23.5105372199,23.5103944136,23.5099327525,23.5098811943,23.3398339301,23.51,5.18717755302,43139.308282
7011,7011,-1.33333333333,177.666666667,4022.60115966,23.5086517975,23.5097107935,23.5103724012,23.5098777235,23.3515619938,23.51,5.18717755302,41581.7394311
7012,7012,-1.24166666667,190.833333333,4022.60115966,23.5106915895,23.5099178807,23.5109118107,23.5098603724,23.3574580253,23.51,5.18717755302,41372.6702203
7013,7013,-1.15,204.0,3712.25095077,23.5087945703,23.5106804823,23.5105053978,23.5098472597,23.3601026959,23.51,5.18717755302,41153.4587736
7014,7014,-1.05833333333,219.166666667,3712.25095077,23.5104802179,23.5101443994,23.509819387,23.5098374995,23.3616131993,23.51,5.18717755302,41153.7703095
7015,7015,-0.966666666667,234.333333333,3712.25095077,23.5124133293,23.510166119,23.5108982918,23.50982951,23.3629682487,23.51,5.18717755302,40713.1789828
7016,7016,-0.875,249.5,3712.25095077,23.5118896979,23.5093181748,23.5101238631,23.5098222614,23.3644454689,23.51,5.18717755302,40269.4551502
7017,7017,-0.783333333333,264.666666667,3712.25095077,23.5086593836,23.5110984192,23.5097003191,23.5098153217,23.36595839,23.51,5.18717755302,39822.6451361
7018,7018,-0.691666666667,279.833333333,3712.25095077,23.5116573502,23.5110046753,23.5108297192,23.5098086371,23.3674380365,23.51,5.18717755302,39822.9482336
7019,7019,-0.6,295.0,3712.25095077,23.5106715495,23.5106086077,23.5111062056,23.5098021638,23.3689770639,23.51,5.18717755302,39146.7669133
7020,7020,-0.55,310.166666667,3712.25095077,23.6365459705,23.6429123805,23.6451392007,23.6430801664,23.3644659562,23.65,5.18717755302,46715.129447
7021,7021,-0.5,325.333333333,3712.25095077,23.6490931546,23.6491364829,23.6509417585,23.6493338473,23.3805752602,23.65,5.18717755302,37458.8598732
7022,7022,-0.45,340.5,3401.90074188,23.6523456941,23.6502132978,23.6508073957,23.6497558859,23.3974151421,23.65,5.18717755302,42508.4767707
7023,7023,-0.4,355.666666667,3401.90074188,23.6520835876,23.6494447138,23.6515227103,23.6497819765,23.406819255,23.65,5.18717755302,41144.7824937
7024,7024,-0.35,370.833333333,3401.90074188,23.6492425171,23.6499727825,23.6508749411,23.649773988,23.4086504768,23.65,5.18717755302,40936.0546486
7025,7025,-0.3,386.0,3401.90074188,23.6500951169,23.6498605132,23.6513371165,23.649768476,23.4062146453,23.65,5.18717755302,40933.6267603
7026,7026,-0.25,389.5,3401.90074188,23.6522628001,23.6498444024,23.6506935653,23.649762687,23.4021755009,23.65,5.18717755302,40713.6026518
7027,7027,-0.2,393.0,3401.90074188,23.6493859426,23.6498353919,23.649887033,23.6497573435,23.397728974,23.65,5.18717755302,40269.911047
7028,7028,-0.15,396.5,3401.90074188,23.6488978031,23.6498281079,23.6496648056,23.6497522374,23.3931210679,23.65,5.18717755302,40270.0792494
