,b0,b1,b2,b3,b4,b5
0,0.72755448159,17.9622888854,27.2161990145,17.6069884029,21.9890342537,-0.187450228844
1,0.727769338568,17.9622942709,27.2161973918,17.6070822182,21.9890291527,-0.187445913889
2,0.728504650292,17.9620990941,27.2161641673,17.6073236812,21.9890544147,-0.187441013093
3,0.729234261776,17.9620987434,27.216125565,17.6075872772,21.9890796766,-0.187436112296
4,0.7299695735,17.9619023262,27.2160978538,17.6078066047,21.9891049386,-0.187431211499
5,0.730699184984,17.9617076823,27.2160787606,17.608092458,21.9891302006,-0.187426310702
6,0.731428796468,17.9617062078,27.2159540481,17.6082990389,21.9891554626,-0.187421409905
7,0.732164108192,17.9617031796,27.2159211521,17.6085404986,21.9891807245,-0.187416509108
8,0.733564495583,18.0465267085,27.3418445024,17.6884413513,22.1382683039,-0.187406719102
9,0.734301125843,18.0465705619,27.3419712687,17.6889844711,22.13827248,-0.187396929096
10,0.735037756102,18.0465709717,27.3419190685,17.6892569324,22.136205455,-0.187191194981
11,0.735774386362,18.0465887532,27.3419378088,17.689613352,22.1128769183,-0.184974034747
12,0.736511016621,18.0465920492,27.3416279212,17.6898194742,22.1258906263,-0.186194999756
13,0.737247646881,18.0466066046,27.341619092,17.6900711159,22.1215679417,-0.185775871001
14,0.738095803157,18.0466121585,27.3415934526,17.6903637569,22.1211789675,-0.185728146297
15,0.738943959434,18.0466158331,27.3415728653,17.690671198,22.1207475275,-0.185676404157
16,0.73979211571,18.0466270278,27.3415481964,17.6909787909,22.1203346964,-0.185626422494
17,0.740640271987,18.0466313535,27.3415261131,17.6913003078,22.1199655685,-0.185580575326
18,0.741488428263,18.0466410681,27.3415044152,17.6915944875,22.1196181586,-0.185536782784
19,0.74233658454,18.0466460565,27.3414758549,17.6919165414,22.1192810419,-0.18549396401
20,0.743671658084,18.1198125149,27.4535298042,17.7636198085,22.2208366157,-0.18660872131
21,0.744518715581,18.1198752733,27.4536819673,17.7643509262,22.2049996771,-0.185101967886
22,0.745365773078,18.1198444313,27.4535496332,17.7643363338,22.2126678445,-0.18581889379
23,0.746212830575,18.1198527431,27.4532577387,17.7646986811,22.2106010159,-0.185614849192
24,0.747059888072,18.1198528258,27.4532134059,17.7649763882,22.2103459305,-0.185582202923
25,0.747906945569,18.1198546159,27.4531785413,17.765282022,22.2101022279,-0.185550633507
26,0.748103434634,18.1198577943,27.4531857399,17.7653481876,22.2098465742,-0.185522256353
27,0.748299923699,18.1198566228,27.4531883121,17.7654557754,22.2095881633,-0.185493618356
28,0.748496412764,18.1198554543,27.4531933938,17.7655358355,22.2093533442,-0.18546721224
29,0.748692901829,18.1198528486,27.4531961404,17.765615944,22.2091304412,-0.185441933442
30,0.748889390894,18.1198502573,27.4532039687,17.7656961037,22.2088988431,-0.185415832043
31,0.749085879959,18.119847679,27.4532043905,17.7657903706,22.2086918926,-0.185392062415
32,0.747575411636,17.8637772077,27.0609561462,17.5148181252,21.8653109234,-0.182595269287
33,0.747570322675,17.8635982129,27.0602954849,17.5145342907,21.907684641,-0.186540486912
34,0.747459953385,17.8636741729,27.0606072338,17.5154419888,21.8748711112,-0.18334312291
35,0.747717588658,17.8636543193,27.0605467772,17.5152574274,21.8842475348,-0.184240427494
36,0.747759223834,17.8636531814,27.0605556559,17.5153758996,21.8835843229,-0.184127294201
37,0.747848270978,17.863651861,27.0605673061,17.5154760749,21.8834852659,-0.184080844316
38,0.746835123187,17.863665353,27.0606536047,17.515126184,21.8833041816,-0.184085795369
39,0.74587132644,17.8636791005,27.0607399855,17.5147924837,21.8830954763,-0.184101989867
