,Unnamed: 0,tout,s,i,t1,t2,t3,t4,t5,t6,sp0,m,rh
7000,7000,-1.99166666667,42.1666666667,17983.2954529,23.399958946,23.400961663,23.3993404627,23.4011346634,23.4002628864,23.4203722207,23.4,24.9913855199,0.0
7001,7001,-1.95,46.0,17983.2954529,23.3999598,23.4000309833,23.3997581136,23.4005278501,23.3983758797,23.3980972103,23.4,24.897894781,0.0
7002,7002,-1.90833333333,59.1666666667,17983.2954529,23.3999609636,23.3997035382,23.3981276741,23.3996437684,23.3994236309,23.3816019934,23.4,24.8260843432,0.0
7003,7003,-1.86666666667,72.3333333333,17983.2954529,23.3999624533,23.3998411491,23.3980114259,23.3998878691,23.3994047286,23.367267931,23.4,24.7562908572,0.0
7004,7004,-1.825,85.5,17983.2954529,23.3999641277,23.3993237379,23.3987171682,23.399299303,23.3994190942,23.353781535,23.4,24.7052998344,0.0
7005,7005,-1.78333333333,98.6666666667,17983.2954529,23.3999659217,23.3996718341,23.3990757499,23.4008748905,23.400642443,23.3408567403,23.4,24.6558892836,0.0
7006,7006,-1.74166666667,111.833333333,17983.2954529,23.3999677833,23.400619759,23.3997578151,23.3988268289,23.4000905727,23.3284769585,23.4,24.6138683014,0.0
7007,7007,-1.7,125.0,17983.2954529,23.399969685,23.3998994961,23.399177373,23.4011027344,23.3993652649,23.3165997764,23.4,24.5837804404,0.0
7008,7008,-1.60833333333,138.166666667,53549.0063827,23.5042912346,23.5037025349,23.4994385644,23.5059444594,23.5005893832,23.3093189564,23.51,34.0559817112,0.0
7009,7009,-1.51666666667,151.333333333,53549.0063827,23.509535118,23.5098554635,23.5100464116,23.5101303164,23.509001561,23.3229031577,23.51,45.9309553047,0.0
7010,7010,-1.425,164.5,53549.0063827,23.5098811943,23.5103944136,23.5102442778,23.5099327525,23.5105372199,23.3398339301,23.51,40.4596919055,0.0
7011,7011,-1.33333333333,177.666666667,53549.0063827,23.5098777235,23.5097107935,23.5096485217,23.5103724012,23.5086517975,23.3515619938,23.51,42.1756852255,0.0
7012,7012,-1.24166666667,190.833333333,53549.0063827,23.5098603724,23.5099178807,23.5100435809,23.5109118107,23.5106915895,23.3574580253,23.51,42.4375644833,0.0
7013,7013,-1.15,204.0,53549.0063827,23.5098472597,23.5106804823,23.5094334259,23.5105053978,23.5087945703,23.3601026959,23.51,42.7022164691,0.0
7014,7014,-1.05833333333,219.166666667,53549.0063827,23.5098374995,23.5101443994,23.5089593589,23.509819387,23.5104802179,23.3616131993,23.51,42.9465439789,0.0
7015,7015,-0.966666666667,234.333333333,53549.0063827,23.50982951,23.510166119,23.510605121,23.5108982918,23.5124133293,23.3629682487,23.51,43.1573340253,0.0
7016,7016,-0.875,249.5,53549.0063827,23.5098222614,23.5093181748,23.5097175267,23.5101238631,23.5118896979,23.3644454689,23.51,43.3528200601,0.0
7017,7017,-0.783333333333,264.666666667,53549.0063827,23.5098153217,23.5110984192,23.5085159672,23.5097003191,23.5086593836,23.36595839,23.51,43.5385484557,0.0
7018,7018,-0.691666666667,279.833333333,53549.0063827,23.5098086371,23.5110046753,23.5085116985,23.5108297192,23.5116573502,23.3674380365,23.51,43.6989427815,0.0
7019,7019,-0.6,295.0,53549.0063827,23.5098021638,23.5106086077,23.5094238609,23.5111062056,23.5106715495,23.3689770639,23.51,43.858748931,0.0
7020,7020,-0.55,310.166666667,53549.0063827,23.6430801664,23.6429123805,23.6400512466,23.6451392007,23.6365459705,23.3644659562,23.65,32.2464178478,0.0
7021,7021,-0.5,325.333333333,53549.0063827,23.6493338473,23.6491364829,23.650899949,23.6509417585,23.6490931546,23.3805752602,23.65,46.4904344831,0.0
7022,7022,-0.45,340.5,53549.0063827,23.6497558859,23.6502132978,23.6514696528,23.6508073957,23.6523456941,23.3974151421,23.65,39.3764109255,0.0
7023,7023,-0.4,355.666666667,53549.0063827,23.6497819765,23.6494447138,23.6493722185,23.6515227103,23.6520835876,23.406819255,23.65,41.2334869272,0.0
7024,7024,-0.35,370.833333333,53549.0063827,23.649773988,23.6499727825,23.6497653797,23.6508749411,23.6492425171,23.4086504768,23.65,41.3325416968,0.0
7025,7025,-0.3,386.0,53549.0063827,23.649768476,23.6498605132,23.6508102791,23.6513371165,23.6500951169,23.4062146453,23.65,41.4967954998,0.0
7026,7026,-0.25,389.5,53549.0063827,23.649762687,23.6498444024,23.6515538036,23.6506935653,23.6522628001,23.4021755009,23.65,41.6071102098,0.0
7027,7027,-0.2,393.0,53549.0063827,23.6497573435,23.6498353919,23.6516257267,23.649887033,23.6493859426,23.397728974,23.65,41.7133542465,0.0
7028,7028,-0.15,396.5,53549.0063827,23.6497522374,23.6498281079,23.6497153749,23.6496648056,23.6488978031,23.3931210679,23.65,41.8196090847,0.0
7029,7029,-0.1,400.0,53549.0063827,23.6497472976,23.649821953,23.6509966098,23.6499957266,23.6503642631,23.3883734572,23.65,41.9072798206,0.0
7030,7030,-0.05,403.5,53549.0063827,23.6497424737,23.6498167957,23.6503904196,23.6505249171,23.6520822873,23.3835824671,23.65,41.9970796184,0.0
7031,7031,0.0,407.0,53549.0063827,23.6497377494,23.6498124648,23.650672651,23.6509451925,23.6492227009,23.3788037478,23.65,42.084785417,0.0
7032,7032,0.0916666666667,410.5,53549.0063827,23.3420709056,23.3411380974,23.3387216277,23.334245905,23.3398410316,23.3822525371,23.33,50.7994413111,0.0
7033,7033,0.183333333333,414.0,53549.0063827,23.3298522503,23.3299307347,23.3288828258,23.3301416846,23.3301251759,23.3386875876,23.33,39.5612118206,0.0
7034,7034,0.275,417.5,53549.0063827,23.3297504025,23.3298473409,23.3302229334,23.3310283174,23.330309243,23.2873160089,23.33,54.5351171463,0.0
7035,7035,0.366666666667,421.0,53549.0063827,23.3297004579,23.3297783852,23.330465688,23.3311125739,23.3312716439,23.2540943914,23.33,49.8923141166,0.0
7036,7036,0.458333333333,424.5,53549.0063827,23.3297121277,23.3297931335,23.3307773013,23.3303362433,23.3287371812,23.2400443232,23.33,50.0841796966,0.0
7037,7037,0.55,428.0,53549.0063827,23.3297131797,23.3297981499,23.3316620454,23.3302281352,23.3312897139,23.2365076891,23.33,50.0428679186,0.0
7038,7038,0.641666666667,408.5,53549.0063827,23.3297124587,23.3298078372,23.3306164456,23.3310469443,23.3303404879,23.2365652597,23.33,49.9985262259,0.0
7039,7039,0.733333333333,389.0,53549.0063827,23.3297113514,23.3298174109,23.330879556,23.33070464,23.3305792518,23.2372707563,23.33,49.9941953166,0.0
7040,7040,0.825,369.5,53549.0063827,23.3297089409,23.3298295754,23.3307393574,23.3300457145,23.3289823383,23.2380374789,23.33,49.9675854339,0.0
7041,7041,0.916666666667,350.0,53549.0063827,23.329707944,23.3298371901,23.3311393517,23.3305725865,23.3296087914,23.2389984036,23.33,49.9744163703,0.0
7042,7042,1.00833333333,330.5,53549.0063827,23.3297065145,23.3298419934,23.3299449636,23.3299171203,23.3292757454,23.2402981583,23.33,49.9796285632,0.0
7043,7043,1.1,311.0,53549.0063827,23.3297050543,23.3298458733,23.3307191723,23.3308678782,23.3305534398,23.241860433,23.33,49.9722190201,0.0
7044,7044,1.1,291.5,53549.0063827,23.7790787899,23.7627038011,23.76018794,23.7639917051,23.7585249345,23.2674639084,23.77,45.2584565272,59055.1339251
7045,7045,1.1,272.0,53549.0063827,23.7714756975,23.769721382,23.7703444862,23.7706281895,23.7719499683,23.3501305166,23.77,55.0806848388,0.0
7046,7046,1.1,252.5,53549.0063827,23.7697855903,23.7703411393,23.7723645941,23.7714679183,23.7723531122,23.4120789868,23.77,33.4287840615,0.0
7047,7047,1.1,233.0,53549.0063827,23.7697580114,23.770627518,23.7696525074,23.7712336755,23.7688312708,23.4483713083,23.77,40.0974993753,0.0
7048,7048,1.1,213.5,53549.0063827,23.7697244147,23.7705415101,23.7685921483,23.7705321505,23.7696357185,23.4687302558,23.77,39.877074562,0.0
7049,7049,1.1,194.0,53549.0063827,23.7697126149,23.7702422987,23.7689228066,23.770822958,23.7691279035,23.4827269913,23.77,39.9870081726,0.0
7050,7050,1.1,190.416666667,53549.0063827,23.7697031678,23.7702851388,23.7722055898,23.7708504784,23.7703571888,23.4949699187,23.77,40.0781471816,0.0
7051,7051,1.1,186.833333333,53549.0063827,23.7696965309,23.7703823224,23.7696953609,23.7706121108,23.7703540768,23.5067956207,23.77,40.170017898,0.0
7052,7052,1.1,183.25,53549.0063827,23.7696919144,23.7710961915,23.7704759001,23.7701133473,23.7716290042,23.5182188716,23.77,40.251635049,0.0
7053,7053,1.1,179.666666667,53549.0063827,23.7696884611,23.7704476549,23.7701018274,23.7703888279,23.7709817724,23.529261308,23.77,40.3189860443,0.0
7054,7054,1.1,176.083333333,53549.0063827,23.7696855324,23.7702049131,23.7704570924,23.771196387,23.7712564861,23.539807347,23.77,40.3906125437,0.0
7055,7055,1.1,172.5,53549.0063827,23.769682806,23.7701714114,23.770720889,23.7700077035,23.7696100009,23.5499869553,23.77,40.4613643179,0.0
7056,7056,1.1,168.916666667,44280.2539388,23.5667117111,23.5625189076,23.5684115934,23.5590167469,23.571464169,23.5634218025,23.55,53.1666601095,0.0
7057,7057,1.1,165.333333333,44280.2539388,23.5505030906,23.5512590774,23.5543142546,23.5514919831,23.5528683796,23.5410390955,23.55,32.527332423,0.0
7058,7058,1.1,161.75,44280.2539388,23.5497905316,23.5496697805,23.5509279489,23.5513669443,23.5524276933,23.5066673494,23.55,42.5807910689,0.0
7059,7059,1.1,158.166666667,44280.2539388,23.5497158197,23.5506427239,23.5493056128,23.5514770288,23.5513185392,23.4804987382,23.55,40.2490109112,0.0
7060,7060,1.1,154.583333333,44280.2539388,23.5497227803,23.5495161176,23.5488497916,23.5504804115,23.550637568,23.4663468098,23.55,40.1601747574,0.0
7061,7061,1.1,151.0,44280.2539388,23.5497234942,23.5504035783,23.5487567161,23.5506699665,23.5513969441,23.4599191438,23.55,40.1303175131,0.0
7062,7062,1.1,152.333333333,44280.2539388,23.5497228767,23.5511385085,23.5506733825,23.5503853529,23.5515731124,23.4566743481,23.55,40.0934495145,0.0
7063,7063,1.1,153.666666667,44280.2539388,23.5497220447,23.5505388745,23.5510411551,23.5513140994,23.5510112232,23.4542876893,23.55,40.0711336075,0.0
7064,7064,1.1,155.0,44280.2539388,23.5497211725,23.5494222077,23.5487320736,23.5499379163,23.5504155218,23.4520858918,23.55,40.0663808321,0.0
7065,7065,1.1,156.333333333,44280.2539388,23.5497203435,23.5502668667,23.5490800833,23.5506131947,23.5503319461,23.4499834565,23.55,40.0509938759,0.0
7066,7066,1.1,157.666666667,44280.2539388,23.5497195962,23.5512426317,23.5497465967,23.5510891714,23.5509693174,23.4480795204,23.55,40.0453757714,0.0
7067,7067,1.1,159.0,44280.2539388,23.5497188089,23.5514554474,23.5489905111,23.5509167074,23.5523150417,23.4463918825,23.55,40.0548704959,0.0
7068,7068,1.15,160.333333333,53549.0063827,23.5310902034,23.5306133836,23.5317282324,23.5313090654,23.5302867461,23.4473585528,23.53,47.5508352385,0.0
7069,7069,1.2,161.666666667,53549.0063827,23.5297602421,23.5301826939,23.5324833037,23.5309810198,23.5308387481,23.4463312152,23.53,45.3092599614,0.0
7070,7070,1.25,163.0,53549.0063827,23.5296713112,23.5298250117,23.5288709108,23.5309790632,23.5287048916,23.4448209723,23.53,46.372656586,0.0
7071,7071,1.3,164.333333333,53549.0063827,23.5296552953,23.5303285165,23.5316722277,23.5300050722,23.5296421284,23.4440588393,23.53,46.1807961535,0.0
7072,7072,1.35,165.666666667,53549.0063827,23.5296519425,23.5294555288,23.5294518202,23.5308913684,23.5311974734,23.4443312749,23.53,46.2185586586,0.0
7073,7073,1.4,167.0,53549.0063827,23.5296502059,23.5309992167,23.5308700243,23.5307539415,23.5313222884,23.4452723874,23.53,46.265416353,0.0
7074,7074,1.45,161.666666667,53549.0063827,23.529649278,23.5306944779,23.5309557282,23.5310727385,23.5305104614,23.4465419465,23.53,46.300517926,0.0
7075,7075,1.5,156.333333333,53549.0063827,23.5296485795,23.531387173,23.5304297797,23.5307299574,23.5286434132,23.4479146653,23.53,46.3308507172,0.0
7076,7076,1.55,151.0,53549.0063827,23.529647794,23.5313046154,23.5304340647,23.5303590741,23.5299078444,23.4493048543,23.53,46.3741139002,0.0
7077,7077,1.6,145.666666667,53549.0063827,23.5296468825,23.5307019963,23.5310739075,23.5302480585,23.5304992641,23.4507360884,23.53,46.4076819962,0.0
7078,7078,1.65,140.333333333,53549.0063827,23.5296459932,23.5298563728,23.5295885212,23.5315132522,23.5303502379,23.4522134594,23.53,46.4319074423,0.0
7079,7079,1.7,135.0,53549.0063827,23.5296451043,23.5301960425,23.5298758933,23.5315819671,23.5299491235,23.4537019684,23.53,46.4693375449,0.0
7080,7080,1.7,129.666666667,53549.0063827,23.7404435789,23.7381697634,23.73067041,23.7429457942,23.7319255384,23.4524559229,23.75,28.1032565209,0.0
7081,7081,1.7,124.333333333,53549.0063827,23.7490250294,23.7489991443,23.7501602063,23.7505754434,23.7479098587,23.4864434255,23.75,49.9111979907,0.0
7082,7082,1.7,119.0,53549.0063827,23.749589997,23.7502095425,23.7517635407,23.7511884324,23.7489764483,23.5231529008,23.75,38.4999104096,0.0
7083,7083,1.7,113.666666667,53549.0063827,23.7496657718,23.7503064423,23.7520040837,23.7507985537,23.7493593819,23.5491050738,23.75,41.2904796521,0.0
7084,7084,1.7,108.333333333,53549.0063827,23.7496582033,23.7506764431,23.7516255622,23.750341715,23.7506465206,23.5639051683,23.75,41.3112889793,0.0
7085,7085,1.7,103.0,53549.0063827,23.7496581614,23.749436164,23.7500250169,23.7512698242,23.7495494083,23.5721875321,23.75,41.4075536641,0.0
7086,7086,1.7,101.416666667,53549.0063827,23.7496580825,23.7509903871,23.7507296319,23.7506956004,23.7512638463,23.5778632861,23.75,41.4803636386,0.0
7087,7087,1.7,99.8333333333,53549.0063827,23.7496578914,23.7505519255,23.7503326302,23.7498911307,23.7498079692,23.582863329,23.75,41.5564549097,0.0
7088,7088,1.7,98.25,53549.0063827,23.7496575617,23.7512326671,23.7492478373,23.749900903,23.7510035153,23.5876115964,23.75,41.6240488494,0.0
7089,7089,1.7,96.6666666667,53549.0063827,23.7496572088,23.7509458658,23.75056812,23.7507788225,23.7492820221,23.5921245429,23.75,41.6827451818,0.0
7090,7090,1.7,95.0833333333,53549.0063827,23.749656819,23.7512760211,23.7504735762,23.7498422232,23.7504924972,23.5963896563,23.75,41.750311046,0.0
7091,7091,1.7,93.5,53549.0063827,23.7496563891,23.7505027788,23.7493149921,23.7508464798,23.7489147195,23.6004614603,23.75,41.8035434187,0.0
7092,7092,1.74166666667,91.9166666667,53549.0063827,23.3113582083,23.2817877242,23.283892003,23.2798930397,23.2836868731,23.5954364149,23.27,51.8471653155,0.0
7093,7093,1.78333333333,90.3333333333,53549.0063827,23.2698867463,23.2708976442,23.2701393867,23.2714375327,23.2711565919,23.5318426195,23.27,39.8313827044,0.0
7094,7094,1.825,88.75,53549.0063827,23.2696988541,23.2705829721,23.2689424534,23.2707416215,23.2700313255,23.4521127325,23.27,58.9264891754,0.0
7095,7095,1.86666666667,87.1666666667,53549.0063827,23.2696019416,23.2697134711,23.2723098726,23.2707958322,23.2691529756,23.3984589562,23.27,53.8890587532,0.0
7096,7096,1.90833333333,85.5833333333,53549.0063827,23.2696278601,23.2702405589,23.2709899621,23.2711704481,23.2687007453,23.3734200027,23.27,53.6128131142,0.0
7097,7097,1.95,84.0,53549.0063827,23.2696415874,23.2706442274,23.2697025897,23.271104239,23.271067568,23.3641422944,23.27,53.5298672523,0.0
7098,7098,1.99166666667,79.9166666667,53549.0063827,23.2696509448,23.2695842738,23.2706543687,23.2710817513,23.2699070507,23.3601036542,23.27,53.4485051457,0.0
7099,7099,2.03333333333,75.8333333333,53549.0063827,23.2696569944,23.2712291222,23.2691911821,23.2713714415,23.271879193,23.356875816,23.27,53.3722173666,0.0
7100,7100,2.075,71.75,53549.0063827,23.2696608152,23.2700182517,23.27042313,23.2714274234,23.27219093,23.3537691072,23.27,53.3210662896,0.0
7101,7101,2.11666666667,67.6666666667,53549.0063827,23.2696635033,23.2703140465,23.2698407208,23.2705011331,23.2695419163,23.3510122274,23.27,53.2678742859,0.0
7102,7102,2.15833333333,63.5833333333,53549.0063827,23.2696658469,23.2696957084,23.2701114447,23.2701761232,23.2720808422,23.3486535952,23.27,53.2229630281,0.0
7103,7103,2.2,59.5,53549.0063827,23.2696680382,23.2695830943,23.2702955705,23.2708848208,23.2705074015,23.3466434877,23.27,53.1910779286,0.0
7104,7104,2.25,55.4166666667,53549.0063827,23.3255596707,23.3280574814,23.3256666928,23.3285790256,23.3245112474,23.3450787302,23.33,47.7471557559,0.0
7105,7105,2.3,51.3333333333,53549.0063827,23.3293820024,23.3302044824,23.3299446509,23.3311106589,23.3280708631,23.3507103232,23.33,54.1175260612,0.0
7106,7106,2.35,47.25,53549.0063827,23.3296584311,23.329533224,23.3294952965,23.3304039041,23.3311296656,23.3573058953,23.33,50.9134977767,0.0
7107,7107,2.4,43.1666666667,53549.0063827,23.3296924502,23.3301048229,23.3286205826,23.3307418645,23.3305557715,23.360384106,23.33,51.6652552741,0.0
7108,7108,2.45,39.0833333333,53549.0063827,23.3296940365,23.3306331319,23.3295200167,23.3304749209,23.3307273794,23.3599320253,23.33,51.6516390753,0.0
7109,7109,2.5,35.0,53549.0063827,23.329696914,23.3302427969,23.3297834252,23.3303801053,23.3297286656,23.3575662477,23.33,51.6579431189,0.0
7110,7110,2.55,32.3333333333,53549.0063827,23.3297003208,23.3303499606,23.3319375534,23.3297760832,23.3303750922,23.3545099386,23.33,51.6510053064,0.0
7111,7111,2.6,29.6666666667,53549.0063827,23.3297039955,23.331421549,23.3321816849,23.3303487792,23.3297531959,23.3513040943,23.33,51.6550086776,0.0
7112,7112,2.65,27.0,53549.0063827,23.3297076516,23.3294319934,23.3289021401,23.3297796108,23.3289645191,23.3480518103,23.33,51.660376473,0.0
7113,7113,2.7,24.3333333333,53549.0063827,23.329711255,23.3299787596,23.3323326939,23.3310454041,23.3292967801,23.3446826937,23.33,51.6544267574,0.0
