,t1,w1,i,s,tout,hsp,m0,csp0
0,21.689807688594104,22.192690747942315,0.0,0.0,17.1833333333333,15.6,3.92203237615748,0.0
1,21.6779411572495,22.17535212953811,0.0,0.0,17.1666666666667,15.6,3.9220323761574702,0.0
2,21.6662552511715,22.158409691886884,0.0,0.0,17.15,15.6,3.92203237615748,0.0
3,21.6466914145158,22.14225533537448,0.0,0.0,17.1333333333333,15.6,3.92203237615748,0.0
4,21.6345084790386,22.126494387254994,0.0,0.0,17.1166666666667,15.6,3.92203237615748,0.0
5,21.622676422742,22.10955714790155,0.0,0.0,17.1,15.6,3.92203237615748,0.0
6,21.6079233276905,22.093636418468744,0.0,0.0,17.0833333333333,15.6,3.9220323761574702,0.0
7,21.5942825992588,22.077232283943577,0.0,0.0,17.0666666666667,15.6,3.92203237615748,0.0
8,21.56483990302,22.061457039914078,0.0,0.0,17.05,15.6,3.92203237615748,0.0
9,21.539342816736102,22.04416334514396,0.0,0.0,17.033333333333303,15.6,3.92203237615748,0.0
10,21.5173124606597,22.02607909143962,0.0,0.0,17.016666666666698,15.6,3.92203237615748,0.0
11,21.4976547346835,22.008926004573183,0.0,0.0,17.0,15.6,3.92203237615748,0.0
12,21.488304960222802,21.99133695995734,0.0,0.0,16.975,15.6,3.92203237615748,0.0
13,21.4661072633829,21.9740018867924,0.0,0.0,16.95,15.6,3.9220323761574702,0.0
14,21.4574066205369,21.956326954617303,0.0,0.0,16.925,15.6,3.92203237615748,0.0
15,21.4450570551504,21.940199325472808,0.0,0.0,16.9,15.6,3.92203237615748,0.0
16,21.425440834029104,21.923810225529348,0.0,0.0,16.875,15.6,3.92203237615748,0.0
17,21.413464755025803,21.908210021927022,0.0,0.0,16.85,15.6,3.92203237615748,0.0
18,21.4027686880657,21.891468035861465,0.0,0.0,16.825,15.6,3.92203237615748,0.0
19,21.377522439695397,21.876030825144884,0.0,0.0,16.8,15.6,3.92203237615748,0.0
20,21.3674276564524,21.85948436027809,0.0,0.0,16.775,15.6,3.9220323761574702,0.0
21,21.342771930824,21.84339576593049,0.0,0.0,16.75,15.6,3.9220323761574702,0.0
22,21.321174314486605,21.826447498621324,0.0,0.0,16.725,15.6,3.9220323761574702,0.0
23,21.3144434729688,21.80952525191995,0.0,0.0,16.7,15.6,3.92203237615748,0.0
24,21.3017224144181,21.794096071668022,0.0,0.0,16.675,15.6,3.92203237615748,0.0
25,21.2903257345438,21.778351143613317,0.0,0.0,16.65,15.6,3.92203237615748,0.0
26,21.2774430711997,21.76347799915152,0.0,0.0,16.625,15.6,3.9220323761574702,0.0
27,21.265444465170003,21.748307221315567,0.0,0.0,16.6,15.6,3.92203237615748,0.0
28,21.2511261286465,21.733751027150085,0.0,0.0,16.575,15.6,3.92203237615748,0.0
29,21.238796451920102,21.718544917512812,0.0,0.0,16.55,15.6,3.92203237615748,0.0
30,21.2240081723301,21.70418758864638,0.0,0.0,16.525,15.6,3.92203237615748,0.0
31,21.211393458720103,21.689094706717533,0.0,0.0,16.5,15.6,3.92203237615748,0.0
32,21.1959390494528,21.674846681590964,0.0,0.0,16.475,15.6,3.92203237615748,0.0
33,21.183294406369697,21.65963425552155,0.0,0.0,16.45,15.6,3.92203237615748,0.0
34,21.168117007802397,21.64551284914264,0.0,0.0,16.425,15.6,3.92203237615748,0.0
35,21.1552860504258,21.63059061634803,0.0,0.0,16.4,15.6,3.92203237615748,0.0
36,21.1272551749311,21.616506582115587,0.0,0.0,16.375,15.6,3.92203237615748,0.0
37,21.103556298454897,21.60079603460403,0.0,0.0,16.35,15.6,3.92203237615748,0.0
38,21.0835104120259,21.584774207887673,0.0,0.0,16.325,15.6,3.92203237615748,0.0
39,21.0656053884138,21.568795542574705,0.0,0.0,16.3,15.6,3.92203237615748,0.0
40,21.0489268739697,21.552956322030102,0.0,0.0,16.275,15.6,3.92203237615748,0.0
41,21.0329700559568,21.537282962713892,0.0,0.0,16.25,15.6,3.92203237615748,0.0
42,21.0254811021893,21.5218649894197,0.0,0.0,16.225,15.6,3.92203237615748,0.0
43,21.0072366246948,21.50716340620393,0.0,0.0,16.2,15.6,3.9220323761574702,0.0
44,20.9998657988315,21.492048808930306,0.0,0.0,16.175,15.6,3.92203237615748,0.0
45,20.989476620952303,21.477977368007863,0.0,0.0,16.15,15.6,3.9220323761574702,0.0
46,20.972866160929097,21.46389553758165,0.0,0.0,16.125,15.6,3.92203237615748,0.0
47,20.9641029020084,21.450461690779886,0.0,0.0,16.1,15.6,3.92203237615748,0.0
48,20.9537625009696,21.441502884223397,0.0,0.0,16.1,20.0,3.92203237615748,0.0
49,20.9377990048974,21.4311122366872,0.0,0.0,16.1,20.0,3.9220323761574702,0.0
50,20.939087047349897,21.423931985213912,0.0,0.0,16.1,20.0,3.92203237615748,0.0
51,20.9328429181162,21.415492321717092,0.0,0.0,16.1,20.0,3.92203237615748,0.0
52,20.9259128085823,21.40848539873458,0.0,10.0833333333333,16.1,20.0,3.92203237615748,0.0
53,20.9227525660505,21.40090492512381,0.0,11.0,16.1,20.0,3.92203237615748,0.0
54,20.9196197928155,21.39456732509892,0.0,13.916666666666698,16.1,20.0,3.9220323761574702,0.0
55,20.9155853204388,21.388930328266223,0.0,16.8333333333333,16.1,20.0,3.92203237615748,0.0
56,20.912401295307397,21.3834008203329,0.0,19.75,16.1,20.0,3.92203237615748,0.0
57,20.905529928705896,21.378613074064717,0.0,22.6666666666667,16.1,20.0,3.92203237615748,0.0
58,20.9000082859346,21.373924437188656,0.0,25.5833333333333,16.1,20.0,3.92203237615748,0.0
59,20.8984578101591,21.369429358532134,0.0,28.5,16.1,20.0,3.9220323761574702,0.0
60,20.9130108440739,21.37085045865067,0.0,31.4166666666667,16.1,21.0,4.33549917662995,0.0
61,20.9935539640541,21.39273154594336,0.0,34.3333333333333,16.1,21.0,3.92203237615748,0.0
62,21.010991962706896,21.411164904040046,0.0,37.25,16.1,21.0,3.92203237615748,0.0
63,21.0305024088588,21.426456263209914,0.0,40.1666666666667,16.1,21.0,3.92203237615748,0.0
64,21.048452942166897,21.439088964458165,0.0,43.0833333333333,16.1,21.0,3.92203237615748,0.0
65,21.0633682709835,21.452365246998994,0.0,46.0,16.1,21.0,3.92203237615748,0.0
66,21.076093221190398,21.46628690224795,0.0,55.1666666666667,16.1,21.0,3.9220323761574702,0.0
67,21.1033111263352,21.480530724899452,0.0,64.3333333333333,16.1,21.0,3.92203237615748,0.0
68,21.1113889115437,21.496615978358424,0.0,73.5,16.1,21.0,3.9220323761574702,0.0
69,21.13193752879,21.513164241648145,0.0,82.6666666666667,16.1,21.0,3.9220323761574702,0.0
70,21.1483130709293,21.53099531644805,0.0,91.8333333333333,16.1,21.0,3.9220323761574702,0.0
71,21.1535432534858,21.54975124930615,0.0,101.0,16.1,21.0,3.92203237615748,0.0
72,21.1648455242654,21.586472644355837,0.0,110.166666666667,16.1,21.0,3.92203237615748,0.0
73,21.1782651536487,21.61890281286128,0.0,119.333333333333,16.1,21.0,3.92203237615748,0.0
74,21.1951282176742,21.6491689529113,0.0,128.5,16.1,21.0,3.9220323761574702,0.0
75,21.2150542492168,21.679067756274936,0.0,137.666666666667,16.1,21.0,3.92203237615748,0.0
76,21.233617957640604,21.709112714249308,0.0,146.833333333333,16.1,21.0,3.92203237615748,0.0
77,21.2573489813746,21.73794734115582,0.0,156.0,16.1,21.0,3.92203237615748,0.0
